Well,Time,Observed
199-H4-49,3/16/2018,115.406
199-H4-49,11/15/2018,115.564
199-H4-49,3/16/2019,115.216
199-H4-49,11/15/2019,114.984
199-H4-49,3/16/2020,115.07
199-H4-49,12/16/2020,115.19
199-H5-1A,1/31/2014,115.7185
199-H5-1A,2/14/2014,115.62
199-H5-1A,3/16/2014,115.581
199-H5-1A,5/16/2014,115.9625
199-H5-1A,8/16/2014,116.2742
199-H5-1A,9/15/2014,116.1097
199-H5-1A,10/16/2014,115.9
199-H5-1A,11/15/2014,115.752
199-H5-1A,12/16/2014,115.6967
199-H5-1A,1/16/2015,115.7613
199-H5-1A,2/14/2015,115.8407
199-H5-1A,3/16/2015,115.9403
199-H5-1A,4/15/2015,115.9381
199-H5-1A,5/16/2015,115.8338
199-H5-1A,6/15/2015,115.7201
199-H5-1A,7/16/2015,115.5139
199-H5-1A,8/16/2015,115.3789
199-H5-1A,9/15/2015,115.29
199-H5-1A,11/15/2015,115.189
199-H5-1A,12/16/2015,115.1762
199-H5-1A,1/16/2016,115.1585
199-H5-1A,2/15/2016,115.1564
199-H5-1A,3/16/2016,115.176
199-H5-1A,4/15/2016,115.1965
199-H5-1A,5/16/2016,115.3025
199-H5-1A,6/15/2016,115.3734
199-H5-1A,7/16/2016,115.3795
199-H5-1A,8/16/2016,115.3696
199-H5-1A,9/15/2016,115.334
199-H5-1A,10/16/2016,115.2776
199-H5-1A,11/15/2016,115.2645
199-H5-1A,12/16/2016,115.287
199-H5-1A,1/16/2017,115.3314
199-H5-1A,2/14/2017,115.3766
199-H5-1A,3/16/2017,115.4036
199-H5-1A,4/15/2017,115.5164
199-H5-1A,5/16/2017,115.74
199-H5-1A,6/15/2017,116.1005
199-H5-1A,7/16/2017,116.1315
199-H5-1A,8/16/2017,116.0456
199-H5-1A,9/15/2017,116.0021
199-H5-1A,10/16/2017,115.6459
199-H5-1A,11/15/2017,115.4608
199-H5-1A,12/16/2017,115.381
199-H5-1A,1/16/2018,115.3405
199-H5-1A,2/14/2018,115.3553
199-H5-1A,3/16/2018,115.3976
199-H5-1A,4/15/2018,115.3819
199-H5-1A,5/16/2018,115.5668
199-H5-1A,6/15/2018,116.1548
199-H5-1A,7/16/2018,116.2051
199-H5-1A,8/16/2018,116.1127
199-H5-1A,9/15/2018,115.8972
199-H5-1A,10/16/2018,115.7038
199-H5-1A,11/15/2018,115.5626
199-H5-1A,12/16/2018,115.4753
199-H5-1A,1/16/2019,115.4005
199-H5-1A,2/14/2019,115.2928
199-H5-1A,3/16/2019,115.23
199-H5-1A,4/15/2019,115.1771
199-H5-1A,5/16/2019,115.1806
199-H5-1A,6/15/2019,115.2344
199-H5-1A,7/16/2019,115.2381
199-H5-1A,8/16/2019,115.1979
199-H5-1A,9/15/2019,115.1562
199-H5-1A,10/16/2019,115.0859
199-H5-1A,11/15/2019,115.0418
199-H5-1A,12/16/2019,115.0278
199-H5-1A,1/16/2020,115.0104
199-H5-1A,3/16/2020,115.0933
199-H5-1A,4/15/2020,115.0763
199-H5-1A,5/16/2020,115.0732
199-H5-1A,6/15/2020,115.2846
199-H5-1A,7/16/2020,115.6232
199-H5-1A,8/16/2020,115.6614
199-H5-1A,9/15/2020,115.5403
199-H5-1A,10/16/2020,115.4126
199-H5-1A,11/15/2020,115.2781
199-H5-1A,12/16/2020,115.23
199-H6-4,3/16/2014,115.68
199-H6-4,5/16/2014,115.808
199-H6-4,11/15/2014,115.902
199-H6-4,3/16/2015,115.869
199-H6-4,5/16/2015,115.919
199-H6-4,11/15/2015,115.499
199-H6-4,3/16/2016,115.533
199-H6-4,5/16/2016,115.747
199-H6-4,3/16/2017,115.954
199-H6-4,3/16/2018,115.841
199-H6-4,3/16/2019,115.487
199-H6-4,3/16/2020,115.32
699-94-41,2/14/2014,116.296
699-94-41,3/16/2014,116.289
699-94-41,6/15/2014,116.403
699-94-41,8/16/2014,116.622
699-94-41,11/15/2014,116.408
699-94-41,2/14/2015,116.349
699-94-41,3/16/2015,116.384
699-94-41,5/16/2015,116.38
699-94-41,8/16/2015,116.152
699-94-41,11/15/2015,116.053
699-94-41,2/15/2016,116.019
699-94-41,3/16/2016,116.022
699-94-41,5/16/2016,116.073
699-94-41,11/15/2016,116.002
699-94-41,3/16/2017,115.9741
699-94-41,4/15/2017,115.988
699-94-41,5/16/2017,116.03
699-94-41,6/15/2017,116.1644
699-94-41,7/16/2017,116.3146
699-94-41,8/16/2017,116.351
699-94-41,9/15/2017,116.3932
699-94-41,10/16/2017,116.3007
699-94-41,11/15/2017,116.2084
699-94-41,12/16/2017,116.1416
699-94-41,1/16/2018,116.0972
699-94-41,3/16/2018,116.069
699-94-41,4/15/2018,116.0674
699-94-41,5/16/2018,116.098
699-94-41,6/15/2018,116.281
699-94-41,7/16/2018,116.4642
699-94-41,8/16/2018,116.4958
699-94-41,9/15/2018,116.4421
699-94-41,10/16/2018,116.3539
699-94-41,11/15/2018,116.2833
699-94-41,12/16/2018,116.2323
699-94-41,1/16/2019,116.1943
699-94-41,2/14/2019,116.1437
699-94-41,3/16/2019,116.0973
699-94-41,4/15/2019,116.0684
699-94-41,5/16/2019,116.0368
699-94-41,6/15/2019,116.0171
699-94-41,7/16/2019,116.0267
699-94-41,8/16/2019,116.0233
699-94-41,9/15/2019,116.0066
699-94-41,10/16/2019,115.9857
699-94-41,11/15/2019,115.956
699-94-41,12/16/2019,115.9308
699-94-41,1/16/2020,115.9119
699-94-41,2/14/2020,115.9
699-94-41,3/16/2020,115.9028
699-94-41,4/15/2020,115.8963
699-94-41,5/16/2020,115.8805
699-94-41,6/15/2020,115.9076
699-94-41,7/16/2020,116.0009
699-94-41,8/16/2020,116.1058
699-94-41,9/15/2020,116.1141
699-94-41,10/16/2020,116.0702
699-94-41,11/15/2020,116.0152
699-94-41,12/16/2020,115.9771
9-199-H6-2,11/15/2019,
9-199-H6-2,12/16/2020,
199-H6-3,5/16/2014,115.489
199-H6-3,11/15/2014,115.224
199-H6-3,5/16/2015,115.514
199-H6-3,11/15/2015,115.179
199-H6-3,5/16/2016,115.99
199-H6-3,11/15/2016,115.775
199-H6-3,3/16/2017,115.985
199-H6-3,4/15/2017,116.4534
199-H6-3,5/16/2017,116.667
199-H6-3,6/15/2017,117.0483
199-H6-3,7/16/2017,116.8068
199-H6-3,8/16/2017,116.2458
199-H6-3,9/15/2017,115.702
199-H6-3,10/16/2017,115.6463
199-H6-3,11/15/2017,115.5
199-H6-3,12/16/2017,115.4236
199-H6-3,1/16/2018,115.4478
199-H6-3,2/14/2018,115.5405
199-H6-3,3/16/2018,115.6784
199-H6-3,4/15/2018,115.822
199-H6-3,5/16/2018,116.4236
199-H6-3,6/15/2018,116.7581
199-H6-3,7/16/2018,116.5657
199-H6-3,8/16/2018,116.2275
199-H6-3,9/15/2018,115.9999
199-H6-3,10/16/2018,115.7231
199-H6-3,11/15/2018,115.6102
199-H6-3,12/16/2018,115.731
199-H6-3,1/16/2019,115.4383
199-H6-3,2/14/2019,115.2013
199-H6-3,3/16/2019,115.0707
199-H6-3,4/15/2019,114.9852
199-H6-3,5/16/2019,115.027
199-H6-3,6/15/2019,115.2983
199-H6-3,7/16/2019,115.2587
199-H6-3,8/16/2019,115.1474
199-H6-3,9/15/2019,115.0921
199-H6-3,10/16/2019,114.9083
199-H6-3,11/15/2019,114.8723
199-H6-3,12/16/2019,114.9882
199-H6-3,1/16/2020,114.9
199-H6-3,3/16/2020,114.9567
199-H6-3,4/15/2020,114.8714
199-H6-3,7/16/2020,116.0703
199-H6-3,8/16/2020,115.8442
199-H6-3,9/15/2020,115.5486
199-H6-3,10/16/2020,115.3031
199-H6-3,11/15/2020,115.2408
199-H6-3,12/16/2020,115.3568
699-93-37A,2/14/2017,115.21
699-93-37A,3/16/2017,115.6309
699-93-37A,4/15/2017,115.9389
699-93-37A,5/16/2017,116.2643
699-93-37A,6/15/2017,116.5575
699-93-37A,7/16/2017,116.0755
699-93-37A,8/16/2017,115.6318
699-93-37A,9/15/2017,115.2807
699-93-37A,10/16/2017,115.0227
699-93-37A,11/15/2017,114.8994
699-93-37A,12/16/2017,114.8732
699-93-37A,1/16/2018,114.9291
699-93-37A,2/14/2018,115.1611
699-93-37A,3/16/2018,115.3346
699-93-37A,4/15/2018,115.2816
699-93-37A,5/16/2018,116.1789
699-93-37A,6/15/2018,116.4337
699-93-37A,7/16/2018,115.9197
699-93-37A,8/16/2018,115.53
699-93-37A,9/15/2018,115.2593
699-93-37A,10/16/2018,115.0353
699-93-37A,11/15/2018,115.0887
699-93-37A,12/16/2018,115.2052
699-93-37A,1/16/2019,115.0559
699-93-37A,2/14/2019,114.9337
699-93-37A,3/16/2019,114.8358
699-93-37A,4/15/2019,114.7145
699-93-37A,5/16/2019,114.7875
699-93-37A,6/15/2019,115.0786
699-93-37A,7/16/2019,114.9321
699-93-37A,8/16/2019,114.7875
699-93-37A,9/15/2019,114.7247
699-93-37A,10/16/2019,114.557
699-93-37A,11/15/2019,114.747
699-93-37A,12/16/2019,114.7578
699-93-37A,1/16/2020,114.6646
699-93-37A,3/16/2020,114.7266
699-93-37A,4/15/2020,114.6087
699-93-37A,7/16/2020,115.7998
699-93-37A,8/16/2020,115.4469
699-93-37A,9/15/2020,115.1473
699-93-37A,10/16/2020,114.8915
699-93-37A,11/15/2020,114.9785
699-93-37A,12/16/2020,115.1082
9-199-H6-8,6/15/2015,
199-H5-16,10/16/2015,
199-H5-16,1/16/2016,
199-H5-16,4/15/2016,
9-199-H6-7,6/15/2015,
199-D2-6,9/15/2015,118.215
199-D2-6,10/16/2015,118.062
199-D2-6,12/16/2015,118.118
199-D2-6,3/16/2016,118.231
199-D2-6,5/16/2016,118.692
199-D2-6,6/15/2016,118.676
199-D2-6,9/15/2016,118.499
199-D2-6,11/15/2016,118.339
199-D2-6,12/16/2016,118.435
199-D2-6,3/16/2017,118.678
199-D2-6,6/15/2017,
199-D2-6,9/15/2017,118.661
199-D2-6,3/16/2018,118.706
199-D2-6,10/16/2018,118.21
199-D2-6,3/16/2019,118.147
199-D2-6,10/16/2019,117.853
199-D2-6,3/16/2020,118.21
199-D2-6,12/16/2020,118.34
199-D3-2,1/31/2014,117.929
199-D3-2,3/16/2014,117.941
199-D3-2,4/15/2014,118.4769
199-D3-2,5/16/2014,118.9957
199-D3-2,6/15/2014,119.1813
199-D3-2,8/16/2014,118.5688
199-D3-2,9/15/2014,117.9624
199-D3-2,10/16/2014,117.6716
199-D3-2,11/15/2014,117.7123
199-D3-2,12/16/2014,118.067
199-D3-2,2/14/2015,118.6872
199-D3-2,3/16/2015,118.6461
199-D3-2,4/15/2015,118.4498
199-D3-2,5/16/2015,118.2572
199-D3-2,6/15/2015,118.2726
199-D3-2,7/16/2015,118.1307
199-D3-2,8/16/2015,118.182
199-D3-2,9/15/2015,117.8377
199-D3-2,10/16/2015,117.6357
199-D3-2,11/15/2015,117.7526
199-D3-2,12/16/2015,117.8624
199-D3-2,1/16/2016,117.9334
199-D3-2,2/15/2016,117.995
199-D3-2,3/16/2016,118.1976
199-D3-2,4/15/2016,118.5694
199-D3-2,5/16/2016,118.781
199-D3-2,6/15/2016,118.6145
199-D3-2,7/16/2016,118.4359
199-D3-2,8/16/2016,118.2042
199-D3-2,9/15/2016,117.7789
199-D3-2,10/16/2016,117.6949
199-D3-2,11/15/2016,118.0125
199-D3-2,12/16/2016,118.2158
199-D3-2,1/16/2017,118.4549
199-D3-2,2/14/2017,118.3575
199-D3-2,3/16/2017,118.6006
199-D3-2,4/15/2017,119.3752
199-D3-2,5/16/2017,119.7685
199-D3-2,6/15/2017,119.9113
199-D3-2,7/16/2017,119.0015
199-D3-2,8/16/2017,118.3859
199-D3-2,9/15/2017,118.0208
199-D3-2,10/16/2017,117.6674
199-D3-2,11/15/2017,117.6545
199-D3-2,12/16/2017,117.881
199-D3-2,2/14/2018,118.694
199-D3-2,3/16/2018,118.4634
199-D3-2,4/15/2018,118.5497
199-D3-2,5/16/2018,119.8579
199-D3-2,6/15/2018,119.6259
199-D3-2,7/16/2018,118.8728
199-D3-2,8/16/2018,118.4368
199-D3-2,9/15/2018,117.941
199-D3-2,10/16/2018,117.6294
199-D3-2,11/15/2018,117.8498
199-D3-2,12/16/2018,117.8833
199-D3-2,1/16/2019,117.8839
199-D3-2,2/14/2019,117.9062
199-D3-2,3/16/2019,117.7728
199-D3-2,4/15/2019,117.5866
199-D3-2,5/16/2019,118.2671
199-D3-2,6/15/2019,118.3981
199-D3-2,7/16/2019,118.0487
199-D3-2,8/16/2019,117.9968
199-D3-2,9/15/2019,117.5809
199-D3-2,10/16/2019,117.3265
199-D3-2,11/15/2019,117.6382
199-D3-2,12/16/2019,117.7909
199-D3-2,1/16/2020,117.8463
199-D3-2,2/14/2020,118.1601
199-D3-2,3/16/2020,117.9267
199-D3-2,4/15/2020,117.6731
199-D3-2,5/16/2020,118.619
199-D3-2,6/15/2020,119.3644
199-D3-2,7/16/2020,119.1341
199-D3-2,8/16/2020,118.5802
199-D3-2,9/15/2020,117.9937
199-D3-2,10/16/2020,117.6884
199-D3-2,11/15/2020,117.9487
199-D3-2,12/16/2020,118.0449
199-D3-5,2/14/2014,117.897
199-D3-5,3/16/2014,117.69
199-D3-5,6/15/2014,119.17
199-D3-5,8/16/2014,118.827
199-D3-5,11/15/2014,117.781
199-D3-5,2/14/2015,118.542
199-D3-5,3/16/2015,118.693
199-D3-5,5/16/2015,118.235
199-D3-5,8/16/2015,118.181
199-D3-5,10/16/2015,117.714
199-D3-5,2/15/2016,118.021
199-D3-5,3/16/2016,118.138
199-D3-5,5/16/2016,118.751
199-D3-5,11/15/2016,117.984
199-D3-5,3/16/2017,118.5163
199-D3-5,4/15/2017,119.2609
199-D3-5,5/16/2017,119.6375
199-D3-5,6/15/2017,119.9074
199-D3-5,7/16/2017,119.2126
199-D3-5,8/16/2017,118.6205
199-D3-5,9/15/2017,118.2527
199-D3-5,10/16/2017,118.0084
199-D3-5,11/15/2017,117.721
199-D3-5,3/16/2018,118.4655
199-D3-5,4/15/2018,118.4776
199-D3-5,5/16/2018,119.467
199-D3-5,6/15/2018,119.6382
199-D3-5,7/16/2018,119.1837
199-D3-5,8/16/2018,118.4829
199-D3-5,9/15/2018,118.1811
199-D3-5,10/16/2018,117.8433
199-D3-5,11/15/2018,117.9195
199-D3-5,12/16/2018,117.9882
199-D3-5,1/16/2019,117.9628
199-D3-5,2/14/2019,117.9771
199-D3-5,3/16/2019,117.9024
199-D3-5,4/15/2019,117.7052
199-D3-5,5/16/2019,118.1786
199-D3-5,6/15/2019,118.4364
199-D3-5,7/16/2019,118.1577
199-D3-5,8/16/2019,118.0823
199-D3-5,9/15/2019,117.7931
199-D3-5,10/16/2019,117.5203
199-D3-5,11/15/2019,117.6679
199-D3-5,12/16/2019,117.8569
199-D3-5,1/16/2020,117.8735
199-D3-5,2/14/2020,118.1481
199-D3-5,3/16/2020,118.055
199-D3-5,4/15/2020,117.7809
199-D3-5,5/16/2020,118.4277
199-D3-5,6/15/2020,119.2063
199-D3-5,7/16/2020,119.1742
199-D3-5,8/16/2020,118.6982
199-D3-5,9/15/2020,118.2224
199-D3-5,10/16/2020,117.8753
199-D3-5,11/15/2020,117.9851
199-D3-5,12/16/2020,118.1157
199-D4-1,1/31/2014,117.031
199-D4-1,12/16/2014,117.129
199-D4-1,12/16/2015,116.982
199-D4-1,11/15/2016,117.282
199-D4-1,11/15/2017,117.003
199-D4-1,10/16/2018,116.948
199-D4-1,10/16/2019,116.765
199-D4-102,11/15/2016,117.558
199-D4-102,2/14/2017,117.886
199-D4-102,5/16/2017,118.73
199-D4-102,8/16/2017,118.353
199-D4-102,11/15/2017,117.438
199-D4-102,2/14/2018,118.015
199-D4-102,5/16/2018,118.306
199-D4-102,8/16/2018,118.042
199-D4-102,11/15/2018,117.391
199-D4-102,5/16/2019,117.68
199-D4-102,10/16/2019,117.071
199-D4-102,12/16/2020,117.61
199-D4-103,11/15/2016,118.136
199-D4-103,2/14/2017,118.398
199-D4-103,5/16/2017,119.385
199-D4-103,8/16/2017,119.282
199-D4-103,11/15/2017,118.127
199-D4-103,2/14/2018,118.394
199-D4-103,5/16/2018,118.859
199-D4-103,11/15/2018,117.901
199-D4-103,5/16/2019,117.929
199-D4-13,1/31/2014,117.2576
199-D4-13,2/14/2014,117.1443
199-D4-13,3/16/2014,117.272
199-D4-13,4/15/2014,117.7917
199-D4-13,5/16/2014,118.2619
199-D4-13,6/15/2014,118.5531
199-D4-13,7/16/2014,118.6545
199-D4-13,8/16/2014,118.2343
199-D4-13,9/15/2014,117.6834
199-D4-13,10/16/2014,117.3485
199-D4-13,11/15/2014,117.3976
199-D4-13,12/16/2014,117.6282
199-D4-13,1/16/2015,117.9779
199-D4-13,2/14/2015,118.1038
199-D4-13,3/16/2015,118.1591
199-D4-13,4/15/2015,118.078
199-D4-13,5/16/2015,117.8337
199-D4-13,6/15/2015,117.8477
199-D4-13,7/16/2015,117.6963
199-D4-13,8/16/2015,117.727
199-D4-13,9/15/2015,117.4797
199-D4-13,10/16/2015,117.2837
199-D4-13,11/15/2015,117.3211
199-D4-13,12/16/2015,117.4196
199-D4-13,1/16/2016,117.5477
199-D4-13,2/15/2016,117.574
199-D4-13,3/16/2016,117.7413
199-D4-13,4/15/2016,118.0857
199-D4-13,5/16/2016,118.344
199-D4-13,6/15/2016,118.059
199-D4-13,7/16/2016,117.9629
199-D4-13,8/16/2016,117.8352
199-D4-13,9/15/2016,117.5287
199-D4-13,10/16/2016,117.5281
199-D4-13,11/15/2016,117.6154
199-D4-13,12/16/2016,117.7112
199-D4-13,1/16/2017,118.3849
199-D4-13,2/14/2017,118.2117
199-D4-13,3/16/2017,118.3381
199-D4-13,4/15/2017,118.9691
199-D4-13,5/16/2017,119.3271
199-D4-13,6/15/2017,119.6434
199-D4-13,7/16/2017,118.9972
199-D4-13,8/16/2017,118.3484
199-D4-13,9/15/2017,117.9562
199-D4-13,10/16/2017,117.5362
199-D4-13,11/15/2017,117.3855
199-D4-13,12/16/2017,117.4108
199-D4-13,2/14/2018,118.2674
199-D4-13,3/16/2018,118.1434
199-D4-13,4/15/2018,118.0855
199-D4-13,5/16/2018,119.0437
199-D4-13,6/15/2018,119.3632
199-D4-13,7/16/2018,118.6701
199-D4-13,8/16/2018,118.1985
199-D4-13,9/15/2018,117.731
199-D4-13,10/16/2018,117.3686
199-D4-13,11/15/2018,117.4513
199-D4-13,12/16/2018,117.4906
199-D4-13,1/16/2019,117.463
199-D4-13,2/14/2019,117.6271
199-D4-13,3/16/2019,117.6528
199-D4-13,4/15/2019,117.3886
199-D4-13,5/16/2019,117.7942
199-D4-13,6/15/2019,118.036
199-D4-13,7/16/2019,117.7105
199-D4-13,8/16/2019,117.5992
199-D4-13,9/15/2019,117.3032
199-D4-13,10/16/2019,117.148
199-D4-13,11/15/2019,117.2459
199-D4-13,12/16/2019,117.3636
199-D4-13,1/16/2020,117.3931
199-D4-13,2/14/2020,117.6699
199-D4-13,3/16/2020,117.5548
199-D4-13,4/15/2020,117.3422
199-D4-13,5/16/2020,117.9519
199-D4-13,6/15/2020,118.7387
199-D4-13,7/16/2020,118.9027
199-D4-13,8/16/2020,118.6217
199-D4-13,9/15/2020,117.9021
199-D4-13,10/16/2020,117.5179
199-D4-13,11/15/2020,117.6513
199-D4-13,12/16/2020,117.8218
199-D4-15,1/31/2014,117.3302
199-D4-15,2/14/2014,117.3752
199-D4-15,3/16/2014,117.2842
199-D4-15,4/15/2014,117.3996
199-D4-15,5/16/2014,117.6116
199-D4-15,6/15/2014,117.934
199-D4-15,7/16/2014,118.1672
199-D4-15,8/16/2014,118.1447
199-D4-15,9/15/2014,117.9003
199-D4-15,10/16/2014,117.5495
199-D4-15,11/15/2014,117.391
199-D4-15,12/16/2014,117.4353
199-D4-15,1/16/2015,117.5344
199-D4-15,2/14/2015,117.7027
199-D4-15,3/16/2015,117.8757
199-D4-15,4/15/2015,117.9121
199-D4-15,5/16/2015,117.7899
199-D4-15,6/15/2015,117.7775
199-D4-15,7/16/2015,117.6957
199-D4-15,8/16/2015,117.6533
199-D4-15,9/15/2015,117.6005
199-D4-15,10/16/2015,117.4997
199-D4-15,11/15/2015,117.4191
199-D4-15,12/16/2015,117.4682
199-D4-15,1/16/2016,117.5116
199-D4-15,2/15/2016,117.5015
199-D4-15,3/16/2016,117.5718
199-D4-15,4/15/2016,117.648
199-D4-15,5/16/2016,117.8689
199-D4-15,6/15/2016,117.9291
199-D4-15,7/16/2016,118.0494
199-D4-15,8/16/2016,118.0458
199-D4-15,9/15/2016,117.8063
199-D4-15,10/16/2016,117.7019
199-D4-15,11/15/2016,117.6715
199-D4-15,12/16/2016,117.7367
199-D4-15,1/16/2017,117.8997
199-D4-15,2/14/2017,117.968
199-D4-15,3/16/2017,118.0079
199-D4-15,4/15/2017,118.2577
199-D4-15,5/16/2017,118.6088
199-D4-15,6/15/2017,118.9378
199-D4-15,7/16/2017,118.8265
199-D4-15,8/16/2017,118.513
199-D4-15,9/15/2017,118.2633
199-D4-15,10/16/2017,117.9396
199-D4-15,11/15/2017,117.6895
199-D4-15,12/16/2017,117.6377
199-D4-15,1/16/2018,117.7098
199-D4-15,2/14/2018,117.8724
199-D4-15,3/16/2018,117.9885
199-D4-15,4/15/2018,117.93
199-D4-15,5/16/2018,118.2037
199-D4-15,6/15/2018,118.7809
199-D4-15,7/16/2018,118.617
199-D4-15,8/16/2018,118.3312
199-D4-15,9/15/2018,118.03
199-D4-15,10/16/2018,117.7393
199-D4-15,11/15/2018,117.6106
199-D4-15,12/16/2018,117.6419
199-D4-15,1/16/2019,117.5818
199-D4-15,2/14/2019,117.5883
199-D4-15,3/16/2019,117.5744
199-D4-15,4/15/2019,117.4388
199-D4-15,5/16/2019,117.4665
199-D4-15,6/15/2019,117.6511
199-D4-15,7/16/2019,117.5682
199-D4-15,8/16/2019,117.4651
199-D4-15,9/15/2019,117.3836
199-D4-15,10/16/2019,117.2224
199-D4-15,11/15/2019,117.1849
199-D4-15,12/16/2019,117.2816
199-D4-15,1/16/2020,117.26
199-D4-15,2/14/2020,117.3474
199-D4-15,3/16/2020,117.383
199-D4-15,4/15/2020,117.2888
199-D4-15,5/16/2020,117.412
199-D4-15,6/15/2020,117.8364
199-D4-15,7/16/2020,118.2979
199-D4-15,8/16/2020,118.4382
199-D4-15,9/15/2020,117.9956
199-D4-15,10/16/2020,117.6398
199-D4-15,11/15/2020,117.5168
199-D4-15,12/16/2020,117.5881
199-D4-17,6/15/2015,
199-D4-17,12/16/2015,
199-D4-17,6/15/2016,
199-D4-17,6/15/2017,
199-D4-18,6/15/2015,
199-D4-18,12/16/2015,
199-D4-18,6/15/2016,
199-D4-19,1/31/2014,117.791
199-D4-19,3/16/2014,117.495
199-D4-19,4/15/2014,117.143
199-D4-19,8/16/2014,118.423
199-D4-19,10/16/2014,117.598
199-D4-19,1/16/2015,118.252
199-D4-19,3/16/2015,118.525
199-D4-19,4/15/2015,118.295
199-D4-19,8/16/2015,117.942
199-D4-19,9/15/2015,117.6425
199-D4-19,10/16/2015,117.4978
199-D4-19,11/15/2015,117.6075
199-D4-19,12/16/2015,117.7189
199-D4-19,1/16/2016,117.7828
199-D4-19,2/15/2016,117.8426
199-D4-19,3/16/2016,118.044
199-D4-19,4/15/2016,118.412
199-D4-19,5/16/2016,118.6655
199-D4-19,6/15/2016,118.5171
199-D4-19,7/16/2016,118.3254
199-D4-19,8/16/2016,118.1018
199-D4-19,9/15/2016,117.7164
199-D4-19,10/16/2016,117.6544
199-D4-19,11/15/2016,117.8951
199-D4-19,12/16/2016,118.076
199-D4-19,1/16/2017,118.3262
199-D4-19,2/14/2017,118.2374
199-D4-19,3/16/2017,118.4476
199-D4-19,4/15/2017,119.2412
199-D4-19,5/16/2017,119.6279
199-D4-19,6/15/2017,119.8244
199-D4-19,7/16/2017,118.9286
199-D4-19,8/16/2017,118.2802
199-D4-19,9/15/2017,117.899
199-D4-19,10/16/2017,117.5415
199-D4-19,11/15/2017,117.4969
199-D4-19,12/16/2017,117.6931
199-D4-19,1/16/2018,118.2327
199-D4-19,2/14/2018,118.4826
199-D4-19,3/16/2018,118.3597
199-D4-19,4/15/2018,118.3901
199-D4-19,5/16/2018,119.6686
199-D4-19,6/15/2018,119.5749
199-D4-19,7/16/2018,118.789
199-D4-19,8/16/2018,118.3566
199-D4-19,9/15/2018,117.8799
199-D4-19,10/16/2018,117.5065
199-D4-19,11/15/2018,117.695
199-D4-19,12/16/2018,117.7578
199-D4-19,1/16/2019,117.7374
199-D4-19,2/14/2019,117.8376
199-D4-19,3/16/2019,117.7651
199-D4-19,4/15/2019,117.5168
199-D4-19,5/16/2019,118.1315
199-D4-19,6/15/2019,118.2966
199-D4-19,7/16/2019,117.9338
199-D4-19,8/16/2019,117.8582
199-D4-19,9/15/2019,117.4642
199-D4-19,10/16/2019,117.2075
199-D4-19,11/15/2019,117.4781
199-D4-19,12/16/2019,117.6593
199-D4-19,1/16/2020,117.6777
199-D4-19,2/14/2020,117.9815
199-D4-19,3/16/2020,117.7951
199-D4-19,4/15/2020,117.5176
199-D4-19,5/16/2020,118.3851
199-D4-19,6/15/2020,119.2062
199-D4-19,7/16/2020,119.1034
199-D4-19,8/16/2020,118.5453
199-D4-19,9/15/2020,117.891
199-D4-19,10/16/2020,117.5564
199-D4-19,11/15/2020,117.778
199-D4-19,12/16/2020,117.9111
199-D4-20,1/31/2014,
199-D4-20,2/14/2014,
199-D4-20,3/16/2014,117.579
199-D4-20,4/15/2014,117.8858
199-D4-20,5/16/2014,118.1831
199-D4-20,6/15/2014,118.5521
199-D4-20,7/16/2014,118.7029
199-D4-20,8/16/2014,118.5567
199-D4-20,9/15/2014,118.2423
199-D4-20,10/16/2014,117.8994
199-D4-20,11/15/2014,117.7779
199-D4-20,12/16/2014,117.8846
199-D4-20,1/16/2015,118.0512
199-D4-20,2/14/2015,118.2203
199-D4-20,3/16/2015,118.3459
199-D4-20,4/15/2015,118.3161
199-D4-20,5/16/2015,118.1593
199-D4-20,6/15/2015,118.1587
199-D4-20,7/16/2015,118.0688
199-D4-20,8/16/2015,118.0445
199-D4-20,9/15/2015,117.9524
199-D4-20,10/16/2015,117.7817
199-D4-20,11/15/2015,117.7149
199-D4-20,12/16/2015,117.7892
199-D4-20,1/16/2016,117.8293
199-D4-20,2/15/2016,117.8495
199-D4-20,3/16/2016,117.956
199-D4-20,4/15/2016,118.0842
199-D4-20,5/16/2016,118.3971
199-D4-20,6/15/2016,118.3865
199-D4-20,7/16/2016,118.4118
199-D4-20,8/16/2016,118.4228
199-D4-20,9/15/2016,118.1458
199-D4-20,10/16/2016,118.0548
199-D4-20,11/15/2016,118.1183
199-D4-20,12/16/2016,118.1788
199-D4-20,1/16/2017,118.3621
199-D4-20,2/14/2017,118.405
199-D4-20,3/16/2017,118.4647
199-D4-20,4/15/2017,118.8702
199-D4-20,5/16/2017,119.2437
199-D4-20,6/15/2017,119.537
199-D4-20,7/16/2017,119.2427
199-D4-20,8/16/2017,118.8105
199-D4-20,9/15/2017,118.4707
199-D4-20,10/16/2017,118.1729
199-D4-20,11/15/2017,117.9613
199-D4-20,12/16/2017,117.9612
199-D4-20,1/16/2018,118.085
199-D4-20,2/14/2018,118.3171
199-D4-20,3/16/2018,118.4646
199-D4-20,4/15/2018,118.3868
199-D4-20,5/16/2018,118.8776
199-D4-20,6/15/2018,119.4421
199-D4-20,7/16/2018,119.0724
199-D4-20,8/16/2018,118.7087
199-D4-20,9/15/2018,118.3718
199-D4-20,10/16/2018,118.0356
199-D4-20,11/15/2018,117.9339
199-D4-20,12/16/2018,117.973
199-D4-20,1/16/2019,117.9254
199-D4-20,2/14/2019,117.925
