Well,Time,Observed
199-D5-142,3/16/2019,118.584
199-D5-142,5/16/2019,118.591
199-D5-142,11/15/2019,118.507
199-D5-142,2/14/2020,118.56
199-D5-142,3/16/2020,118.6
199-D5-142,12/16/2020,118.77
199-D5-145,8/16/2015,117.862
199-D5-145,9/15/2015,117.809
199-D5-145,10/16/2015,117.766
199-D5-145,11/15/2015,117.65
199-D5-145,12/16/2015,117.674
199-D5-145,1/16/2016,117.668
199-D5-145,2/15/2016,117.664
199-D5-145,3/16/2016,117.679
199-D5-145,4/15/2016,117.76
199-D5-145,5/16/2016,117.773
199-D5-145,6/15/2016,117.939
199-D5-145,7/16/2016,118.003
199-D5-145,11/15/2016,117.739
199-D5-145,2/14/2017,118.018
199-D5-145,5/16/2017,118.518
199-D5-145,11/15/2017,117.844
199-D5-145,2/14/2018,117.95
199-D5-145,5/16/2018,118.011
199-D5-145,11/15/2018,117.692
199-D5-145,2/14/2019,117.552
199-D5-145,5/16/2019,117.375
199-D5-145,11/15/2019,117.15
199-D5-145,2/14/2020,117.28
199-D5-145,11/15/2020,117.56
199-D5-149,5/16/2016,118.055
199-D5-149,8/16/2016,118.038
199-D5-149,11/15/2016,117.822
199-D5-149,2/14/2017,118.151
199-D5-149,5/16/2017,118.621
199-D5-149,8/16/2017,118.66
199-D5-149,11/15/2017,117.924
199-D5-149,2/14/2018,118.091
199-D5-149,5/16/2018,119.164
199-D5-149,8/16/2018,118.305
199-D5-149,10/16/2018,117.739
199-D5-149,2/14/2019,117.58
199-D5-149,5/16/2019,117.414
199-D5-149,8/16/2019,117.464
199-D5-149,11/15/2019,117.204
199-D5-149,2/14/2020,117.36
199-D5-149,8/16/2020,118.46
199-D5-149,11/15/2020,117.61
199-D5-150,5/16/2016,118.585
199-D5-150,9/15/2016,118.617
199-D5-150,11/15/2016,118.384
199-D5-150,2/14/2017,118.671
199-D5-150,3/16/2017,118.712
199-D5-150,5/16/2017,119.076
199-D5-150,8/16/2017,119.197
199-D5-150,11/15/2017,118.502
199-D5-150,2/14/2018,118.565
199-D5-150,5/16/2018,118.657
199-D5-150,8/16/2018,118.874
199-D5-150,11/15/2018,118.267
199-D5-150,3/16/2019,118.027
199-D5-150,5/16/2019,117.888
199-D5-150,8/16/2019,118.016
199-D5-150,11/15/2019,117.741
199-D5-150,2/14/2020,117.86
199-D5-150,8/16/2020,118.54
199-D5-150,11/15/2020,118.15
199-D5-151,5/16/2016,118.214
199-D5-151,6/15/2016,118.248
199-D5-151,7/16/2016,118.307
199-D5-151,10/16/2016,118.017
199-D5-151,11/15/2016,118.025
199-D5-151,12/16/2016,118.096
199-D5-151,1/16/2017,118.308
199-D5-151,2/14/2017,118.341
199-D5-151,3/16/2017,118.365
199-D5-151,4/15/2017,118.425
199-D5-151,5/16/2017,118.623
199-D5-151,6/15/2017,118.975
199-D5-151,7/16/2017,119.066
199-D5-151,8/16/2017,118.858
199-D5-151,9/15/2017,118.672
199-D5-151,11/15/2017,118.149
199-D5-151,2/14/2018,118.23
199-D5-151,5/16/2018,118.314
199-D5-151,10/16/2018,118
199-D5-151,3/16/2019,117.747
199-D5-151,5/16/2019,117.588
199-D5-151,10/16/2019,117.424
199-D5-151,2/14/2020,117.5
199-D5-151,11/15/2020,117.82
199-D5-152,5/16/2016,118.369
199-D5-152,6/15/2016,118.436
199-D5-152,7/16/2016,118.473
199-D5-152,10/16/2016,118.183
199-D5-152,11/15/2016,118.192
199-D5-152,12/16/2016,118.262
199-D5-152,1/16/2017,118.453
199-D5-152,2/14/2017,118.497
199-D5-152,3/16/2017,118.518
199-D5-152,4/15/2017,118.575
199-D5-152,5/16/2017,118.766
199-D5-152,6/15/2017,119.114
199-D5-152,8/16/2017,119.027
199-D5-152,9/15/2017,118.799
199-D5-152,11/15/2017,118.307
199-D5-152,2/14/2018,118.348
199-D5-152,5/16/2018,118.432
199-D5-152,10/16/2018,118.169
199-D5-152,2/14/2019,117.895
199-D5-152,5/16/2019,117.729
199-D5-152,10/16/2019,117.592
199-D5-152,2/14/2020,117.69
199-D5-152,11/15/2020,117.97
199-D5-160,10/16/2016,119.013
199-D5-160,2/14/2017,119.274
199-D5-160,3/16/2017,119.359
199-D5-160,4/15/2017,119.415
199-D5-160,5/16/2017,119.531
199-D5-160,6/15/2017,
199-D5-160,7/16/2017,
199-D5-160,8/16/2017,
199-D5-160,9/15/2017,119.381
199-D5-160,10/16/2017,119.347
199-D5-160,11/15/2017,119.224
199-D5-160,12/16/2017,118.908
199-D5-160,1/16/2018,119.133
199-D5-160,2/14/2018,119.178
199-D5-160,3/16/2018,119.276
199-D5-160,4/15/2018,119.219
199-D5-160,5/16/2018,119.358
199-D5-160,6/15/2018,119.641
199-D5-160,7/16/2018,119.608
199-D5-160,8/16/2018,119.506
199-D5-160,9/15/2018,119.058
199-D5-160,11/15/2018,118.609
199-D5-160,3/16/2019,118.3178
199-D5-160,4/15/2019,118.2903
199-D5-160,5/16/2019,118.3192
199-D5-160,6/15/2019,118.4382
199-D5-160,7/16/2019,118.5108
199-D5-160,8/16/2019,118.4837
199-D5-160,9/15/2019,118.4181
199-D5-160,10/16/2019,118.2949
199-D5-160,11/15/2019,118.2592
199-D5-160,12/16/2019,118.3141
199-D5-160,1/16/2020,118.3268
199-D5-160,2/14/2020,118.3604
199-D5-160,3/16/2020,118.4745
199-D5-160,4/15/2020,118.5988
199-D5-160,5/16/2020,118.6636
199-D5-160,6/15/2020,118.6992
199-D5-160,7/16/2020,118.9118
199-D5-160,8/16/2020,118.7465
199-D5-160,9/15/2020,118.8448
199-D5-160,10/16/2020,118.7422
199-D5-160,11/15/2020,118.6912
199-D5-160,12/16/2020,118.684
199-D5-17,6/15/2014,
199-D5-17,12/16/2014,119.2871
199-D5-17,1/16/2015,119.3222
199-D5-17,2/14/2015,119.4026
199-D5-17,3/16/2015,119.4863
199-D5-17,4/15/2015,119.5177
199-D5-17,5/16/2015,119.5254
199-D5-17,6/15/2015,119.4578
199-D5-17,7/16/2015,119.4539
199-D5-17,8/16/2015,119.4129
199-D5-17,9/15/2015,119.3823
199-D5-17,10/16/2015,119.3179
199-D5-17,11/15/2015,119.2235
199-D5-17,12/16/2015,119.1958
199-D5-17,1/16/2016,119.177
199-D5-17,2/15/2016,119.2043
199-D5-17,3/16/2016,119.2821
199-D5-17,4/15/2016,119.2482
199-D5-17,5/16/2016,119.409
199-D5-17,6/15/2016,119.5243
199-D5-17,7/16/2016,119.5232
199-D5-17,8/16/2016,119.5154
199-D5-17,9/15/2016,119.4602
199-D5-17,10/16/2016,119.276
199-D5-17,11/15/2016,119.2662
199-D5-17,12/16/2016,119.3744
199-D5-17,1/16/2017,119.4305
199-D5-17,2/14/2017,119.5038
199-D5-17,3/16/2017,119.5597
199-D5-17,4/15/2017,119.642
199-D5-17,5/16/2017,119.7082
199-D5-17,6/15/2017,119.8296
199-D5-17,7/16/2017,119.9677
199-D5-17,8/16/2017,119.8778
199-D5-17,9/15/2017,119.6779
199-D5-17,10/16/2017,119.548
199-D5-17,11/15/2017,119.4462
199-D5-17,12/16/2017,119.4033
199-D5-17,1/16/2018,119.3782
199-D5-17,2/14/2018,119.413
199-D5-17,3/16/2018,119.4867
199-D5-17,4/15/2018,119.4573
199-D5-17,5/16/2018,119.5605
199-D5-17,6/15/2018,119.7181
199-D5-17,7/16/2018,119.8105
199-D5-17,8/16/2018,119.7198
199-D5-17,9/15/2018,119.583
199-D5-17,10/16/2018,119.3572
199-D5-17,11/15/2018,119.1972
199-D5-17,12/16/2018,119.114
199-D5-17,1/16/2019,119.0537
199-D5-17,2/14/2019,118.9792
199-D5-17,3/16/2019,118.8886
199-D5-17,4/15/2019,118.8549
199-D5-17,5/16/2019,118.8931
199-D5-17,6/15/2019,119.001
199-D5-17,7/16/2019,119.078
199-D5-17,8/16/2019,119.0601
199-D5-17,9/15/2019,118.9897
199-D5-17,10/16/2019,118.8673
199-D5-17,11/15/2019,118.8454
199-D5-17,12/16/2019,118.8839
199-D5-17,1/16/2020,118.8967
199-D5-17,2/14/2020,118.8971
199-D5-17,3/16/2020,118.9726
199-D5-17,4/15/2020,119.0624
199-D5-17,5/16/2020,119.1014
199-D5-17,6/15/2020,119.0802
199-D5-17,7/16/2020,119.0357
199-D5-17,8/16/2020,118.9473
199-D5-17,9/15/2020,119.3037
199-D5-17,10/16/2020,119.1777
199-D5-17,11/15/2020,119.1187
199-D5-17,12/16/2020,119.0911
199-D5-18,9/15/2015,119.111
199-D5-18,10/16/2015,119.029
199-D5-18,12/16/2015,118.93
199-D5-18,3/16/2016,118.969
199-D5-18,5/16/2016,119.167
199-D5-18,6/15/2016,119.241
199-D5-18,9/15/2016,119.235
199-D5-18,12/16/2016,119.075
199-D5-18,3/16/2017,119.252
199-D5-18,6/15/2017,119.522
199-D5-18,9/15/2017,119.379
199-D5-18,11/15/2017,
199-D5-18,3/16/2018,119.215
199-D5-18,11/15/2018,119.042
199-D5-18,3/16/2019,118.741
199-D5-18,11/15/2019,118.648
199-D5-18,3/16/2020,118.72
199-D5-18,12/16/2020,118.88
199-D5-19,12/16/2014,119.0726
199-D5-19,1/16/2015,119.0848
199-D5-19,2/14/2015,119.1623
199-D5-19,3/16/2015,119.2425
199-D5-19,4/15/2015,119.2861
199-D5-19,5/16/2015,119.3003
199-D5-19,6/15/2015,119.2608
199-D5-19,7/16/2015,119.2454
199-D5-19,8/16/2015,119.2122
199-D5-19,9/15/2015,119.1827
199-D5-19,10/16/2015,119.1269
199-D5-19,11/15/2015,119.0529
199-D5-19,12/16/2015,119.0206
199-D5-19,1/16/2016,119.0034
199-D5-19,2/15/2016,119.0141
199-D5-19,3/16/2016,119.0653
199-D5-19,4/15/2016,119.0606
199-D5-19,5/16/2016,119.1692
199-D5-19,6/15/2016,119.2793
199-D5-19,7/16/2016,119.3067
199-D5-19,8/16/2016,119.3067
199-D5-19,9/15/2016,119.2754
199-D5-19,10/16/2016,119.1432
199-D5-19,11/15/2016,119.0974
199-D5-19,12/16/2016,119.1626
199-D5-19,1/16/2017,119.214
199-D5-19,2/14/2017,119.2707
199-D5-19,3/16/2017,119.326
199-D5-19,4/15/2017,119.3892
199-D5-19,5/16/2017,119.4787
199-D5-19,6/15/2017,119.5935
199-D5-19,7/16/2017,119.7423
199-D5-19,8/16/2017,119.6843
199-D5-19,9/15/2017,119.5269
199-D5-19,10/16/2017,119.3936
199-D5-19,11/15/2017,119.2973
199-D5-19,12/16/2017,119.2228
199-D5-19,1/16/2018,119.1858
199-D5-19,2/14/2018,119.1915
199-D5-19,3/16/2018,119.2512
199-D5-19,4/15/2018,119.2369
199-D5-19,5/16/2018,119.3045
199-D5-19,6/15/2018,119.4626
199-D5-19,7/16/2018,119.5811
199-D5-19,8/16/2018,119.5257
199-D5-19,9/15/2018,119.4222
199-D5-19,10/16/2018,119.2538
199-D5-19,11/15/2018,119.1083
199-D5-19,12/16/2018,119.018
199-D5-19,1/16/2019,118.9568
199-D5-19,2/14/2019,118.8993
199-D5-19,3/16/2019,118.8236
199-D5-19,4/15/2019,118.7821
199-D5-19,5/16/2019,118.7855
199-D5-19,6/15/2019,118.8604
199-D5-19,7/16/2019,118.9237
199-D5-19,8/16/2019,118.9183
199-D5-19,9/15/2019,118.8686
199-D5-19,10/16/2019,118.7758
199-D5-19,11/15/2019,118.7343
199-D5-19,12/16/2019,118.7509
199-D5-19,1/16/2020,118.7562
199-D5-19,2/14/2020,118.7604
199-D5-19,3/16/2020,118.8088
199-D5-19,4/15/2020,118.8704
199-D5-19,5/16/2020,118.8968
199-D5-19,6/15/2020,118.9056
199-D5-19,7/16/2020,118.9365
199-D5-19,8/16/2020,118.8605
199-D5-19,9/15/2020,119.0989
199-D5-19,10/16/2020,119.0364
199-D5-19,11/15/2020,118.9669
199-D5-19,12/16/2020,118.9422
199-D5-33,1/31/2014,117.699
199-D5-33,2/14/2014,117.682
199-D5-33,3/16/2014,117.542
199-D5-33,4/15/2014,117.749
199-D5-33,5/16/2014,118.1044
199-D5-33,6/15/2014,118.2821
199-D5-33,7/16/2014,118.3363
199-D5-33,8/16/2014,118.2685
199-D5-33,9/15/2014,118.1335
199-D5-33,10/16/2014,117.8012
199-D5-33,11/15/2014,117.573
199-D5-33,12/16/2014,117.6953
199-D5-33,1/16/2015,117.92
199-D5-33,2/14/2015,118.0112
199-D5-33,3/16/2015,118.1007
199-D5-33,4/15/2015,118.0485
199-D5-33,5/16/2015,117.9051
199-D5-33,6/15/2015,117.8999
199-D5-33,7/16/2015,117.7927
199-D5-33,8/16/2015,117.7456
199-D5-33,9/15/2015,117.8021
199-D5-33,10/16/2015,117.6779
199-D5-33,11/15/2015,117.6627
199-D5-33,1/16/2016,117.893
199-D5-33,2/15/2016,117.8626
199-D5-33,3/16/2016,117.8963
199-D5-33,4/15/2016,117.911
199-D5-33,5/16/2016,118.0487
199-D5-33,6/15/2016,117.9326
199-D5-33,7/16/2016,117.9032
199-D5-33,8/16/2016,117.7784
199-D5-33,9/15/2016,117.5836
199-D5-33,10/16/2016,117.5092
199-D5-33,11/15/2016,117.6455
199-D5-33,12/16/2016,117.8769
199-D5-33,1/16/2017,118.0207
199-D5-33,2/14/2017,118.018
199-D5-33,3/16/2017,118.0604
199-D5-33,4/15/2017,118.4031
199-D5-33,5/16/2017,118.6274
199-D5-33,6/15/2017,118.9007
199-D5-33,7/16/2017,118.6102
199-D5-33,8/16/2017,118.2128
199-D5-33,9/15/2017,117.9579
199-D5-33,10/16/2017,117.6975
199-D5-33,11/15/2017,117.6021
199-D5-33,12/16/2017,117.6637
199-D5-33,1/16/2018,117.7933
199-D5-33,2/14/2018,117.9989
199-D5-33,3/16/2018,118.0029
199-D5-33,4/15/2018,117.9365
199-D5-33,5/16/2018,118.4106
199-D5-33,6/15/2018,118.6803
199-D5-33,7/16/2018,118.3613
199-D5-33,8/16/2018,118.0307
199-D5-33,9/15/2018,117.702
199-D5-33,10/16/2018,117.4638
199-D5-33,11/15/2018,117.5536
199-D5-33,12/16/2018,117.6971
199-D5-33,1/16/2019,117.5454
199-D5-33,2/14/2019,117.543
199-D5-33,3/16/2019,117.4692
199-D5-33,4/15/2019,117.2869
199-D5-33,5/16/2019,117.4843
199-D5-33,6/15/2019,117.6217
199-D5-33,7/16/2019,117.433
199-D5-33,8/16/2019,117.3403
199-D5-33,9/15/2019,117.179
199-D5-33,10/16/2019,117.0421
199-D5-33,11/15/2019,117.2275
199-D5-33,12/16/2019,117.3776
199-D5-33,1/16/2020,117.3022
199-D5-33,2/14/2020,117.4152
199-D5-33,3/16/2020,117.3302
199-D5-33,4/15/2020,117.1779
199-D5-33,5/16/2020,117.508
199-D5-33,6/15/2020,117.9978
199-D5-33,7/16/2020,118.275
199-D5-33,8/16/2020,118.361
199-D5-33,9/15/2020,117.8119
199-D5-33,10/16/2020,117.4808
199-D5-33,11/15/2020,117.5133
199-D5-33,12/16/2020,117.6201
199-D5-34,1/31/2014,117.909
199-D5-34,2/14/2014,117.9
199-D5-34,3/16/2014,117.7067
199-D5-34,4/15/2014,117.8383
199-D5-34,5/16/2014,118.045
199-D5-34,6/15/2014,118.2185
199-D5-34,7/16/2014,118.372
199-D5-34,8/16/2014,118.4175
199-D5-34,9/15/2014,118.2615
199-D5-34,10/16/2014,118.073
199-D5-34,11/15/2014,117.945
199-D5-34,12/16/2014,117.986
199-D5-34,1/16/2015,117.971
199-D5-34,2/14/2015,118.373
199-D5-34,3/16/2015,
199-D5-34,4/15/2015,118.308
199-D5-34,5/16/2015,118.201
199-D5-34,6/15/2015,118.209
199-D5-36,1/31/2014,117.298
199-D5-36,3/16/2014,117.203
199-D5-36,4/15/2014,117.5734
199-D5-36,5/16/2014,117.9186
199-D5-36,6/15/2014,118.1579
199-D5-36,7/16/2014,118.1949
199-D5-36,8/16/2014,117.9193
199-D5-36,9/15/2014,117.4638
199-D5-36,10/16/2014,117.1756
199-D5-36,11/15/2014,117.2058
199-D5-36,1/16/2015,117.704
199-D5-36,2/14/2015,117.828
199-D5-36,3/16/2015,117.886
199-D5-36,4/15/2015,117.808
199-D5-36,5/16/2015,117.6426
199-D5-36,6/15/2015,117.6376
199-D5-36,7/16/2015,117.5301
199-D5-36,8/16/2015,117.5832
199-D5-36,9/15/2015,117.3949
199-D5-36,10/16/2015,117.2987
199-D5-36,11/15/2015,117.3562
199-D5-36,12/16/2015,117.4948
199-D5-36,1/16/2016,117.5794
199-D5-36,2/15/2016,117.5374
199-D5-36,3/16/2016,117.6465
199-D5-36,4/15/2016,117.8594
199-D5-36,5/16/2016,118.0068
199-D5-36,6/15/2016,117.8231
199-D5-36,7/16/2016,117.7537
199-D5-36,8/16/2016,117.607
199-D5-36,9/15/2016,117.3581
199-D5-36,10/16/2016,117.3468
199-D5-36,11/15/2016,117.4865
199-D5-36,12/16/2016,117.5877
199-D5-36,1/16/2017,117.7915
199-D5-36,2/14/2017,117.7814
199-D5-36,3/16/2017,117.8879
199-D5-36,4/15/2017,118.3833
199-D5-36,5/16/2017,118.6673
199-D5-36,6/15/2017,118.893
199-D5-36,7/16/2017,118.378
199-D5-36,8/16/2017,117.9422
199-D5-36,9/15/2017,117.6788
199-D5-36,10/16/2017,117.4158
199-D5-36,11/15/2017,117.3395
199-D5-36,12/16/2017,117.5093
199-D5-36,1/16/2018,117.6206
199-D5-36,2/14/2018,117.8573
199-D5-36,3/16/2018,117.811
199-D5-36,4/15/2018,117.8336
199-D5-36,5/16/2018,118.6465
199-D5-36,6/15/2018,118.7417
199-D5-36,7/16/2018,118.2492
199-D5-36,8/16/2018,117.8841
199-D5-36,9/15/2018,117.5192
199-D5-36,10/16/2018,117.3208
199-D5-36,11/15/2018,117.4355
199-D5-36,12/16/2018,117.4509
199-D5-36,1/16/2019,117.4174
199-D5-36,2/14/2019,117.4716
199-D5-36,3/16/2019,117.3846
199-D5-36,4/15/2019,117.2238
199-D5-36,5/16/2019,117.5306
199-D5-36,6/15/2019,117.616
199-D5-36,7/16/2019,117.3714
199-D5-36,8/16/2019,117.2787
199-D5-36,9/15/2019,117.0623
199-D5-36,10/16/2019,116.9209
199-D5-36,11/15/2019,117.1194
199-D5-36,12/16/2019,117.2121
199-D5-36,1/16/2020,117.1502
199-D5-36,2/14/2020,117.3071
199-D5-36,3/16/2020,117.1928
199-D5-36,4/15/2020,117.0693
199-D5-36,5/16/2020,117.5596
199-D5-36,6/15/2020,118.1423
199-D5-36,7/16/2020,118.2929
199-D5-36,8/16/2020,118.1979
199-D5-36,9/15/2020,117.5406
199-D5-36,10/16/2020,117.2382
199-D5-36,11/15/2020,117.3758
199-D5-36,12/16/2020,117.4592
199-D5-37,1/31/2014,117.685
199-D5-37,2/14/2014,
199-D5-37,3/16/2014,117.489
199-D5-37,4/15/2014,117.858
199-D5-37,5/16/2014,
199-D5-37,6/15/2014,
199-D5-37,7/16/2014,118.6322
199-D5-37,8/16/2014,
199-D5-37,9/15/2014,117.8676
199-D5-37,10/16/2014,
199-D5-37,11/15/2014,117.354
199-D5-37,12/16/2014,117.8313
199-D5-37,1/16/2015,117.987
199-D5-37,2/14/2015,118.1485
199-D5-37,3/16/2015,118.1455
199-D5-37,4/15/2015,118.0055
199-D5-37,5/16/2015,117.8653
199-D5-37,6/15/2015,117.8573
199-D5-37,7/16/2015,117.7221
199-D5-37,8/16/2015,117.705
199-D5-37,9/15/2015,117.4391
199-D5-37,10/16/2015,117.3146
199-D5-37,11/15/2015,117.4034
199-D5-37,12/16/2015,117.5051
199-D5-37,1/16/2016,117.5557
199-D5-37,2/15/2016,117.5753
199-D5-37,3/16/2016,117.672
199-D5-37,4/15/2016,117.8997
199-D5-37,5/16/2016,118.0327
199-D5-37,6/15/2016,117.8809
199-D5-37,7/16/2016,117.7767
199-D5-37,8/16/2016,117.628
199-D5-37,9/15/2016,117.31
199-D5-37,10/16/2016,117.2284
199-D5-37,11/15/2016,117.4624
199-D5-37,12/16/2016,117.704
199-D5-37,1/16/2017,117.9676
199-D5-37,2/14/2017,117.9196
199-D5-37,3/16/2017,118.0414
199-D5-37,4/15/2017,118.5803
199-D5-37,5/16/2017,118.8386
199-D5-37,6/15/2017,119.0501
199-D5-37,7/16/2017,118.4406
199-D5-37,8/16/2017,117.9674
199-D5-37,9/15/2017,117.7299
199-D5-37,10/16/2017,117.4048
199-D5-37,11/15/2017,117.3553
199-D5-37,12/16/2017,117.5152
199-D5-37,1/16/2018,117.7912
199-D5-37,2/14/2018,118.0585
199-D5-37,3/16/2018,117.965
199-D5-37,4/15/2018,117.9967
199-D5-37,5/16/2018,118.8605
199-D5-37,6/15/2018,118.7183
199-D5-37,7/16/2018,118.1618
199-D5-37,8/16/2018,117.8184
199-D5-37,9/15/2018,117.4169
199-D5-37,10/16/2018,117.1845
199-D5-37,11/15/2018,117.3247
199-D5-37,12/16/2018,117.3587
199-D5-37,1/16/2019,117.3452
199-D5-37,2/14/2019,117.3753
199-D5-37,3/16/2019,117.2588
199-D5-37,4/15/2019,117.1232
199-D5-37,5/16/2019,117.5793
199-D5-37,6/15/2019,117.6699
199-D5-37,7/16/2019,117.3786
199-D5-37,8/16/2019,117.3128
199-D5-37,9/15/2019,117.1667
199-D5-37,10/16/2019,116.8148
199-D5-37,11/15/2019,117.0495
199-D5-37,12/16/2019,117.227
199-D5-37,1/16/2020,117.2816
199-D5-37,2/14/2020,117.3999
199-D5-37,3/16/2020,117.2154
199-D5-37,4/15/2020,117.0535
199-D5-37,5/16/2020,117.7007
199-D5-37,6/15/2020,118.238
199-D5-37,7/16/2020,118.3085
199-D5-37,8/16/2020,118.1456
199-D5-37,9/15/2020,117.4713
199-D5-37,10/16/2020,117.1925
199-D5-37,11/15/2020,117.4214
199-D5-37,12/16/2020,117.4541
199-D5-38,1/31/2014,117.2675
199-D5-38,2/14/2014,117.318
199-D5-38,3/16/2014,117.1937
199-D5-38,4/15/2014,117.3334
199-D5-38,5/16/2014,117.5941
199-D5-38,6/15/2014,117.8945
199-D5-38,7/16/2014,118.0703
199-D5-38,8/16/2014,117.9841
199-D5-38,9/15/2014,117.7035
199-D5-38,10/16/2014,117.3796
199-D5-38,11/15/2014,117.2481
199-D5-38,12/16/2014,117.358
199-D5-38,2/14/2015,117.687
199-D5-38,3/16/2015,117.749
199-D5-38,5/16/2015,117.686
199-D5-38,9/15/2015,117.5017
199-D5-38,10/16/2015,117.4143
199-D5-38,11/15/2015,117.3732
199-D5-38,12/16/2015,117.4443
199-D5-38,1/16/2016,117.4867
199-D5-38,2/15/2016,117.4651
199-D5-38,3/16/2016,117.5365
199-D5-38,4/15/2016,117.614
199-D5-38,5/16/2016,117.8147
199-D5-38,6/15/2016,117.8155
199-D5-38,7/16/2016,117.8643
199-D5-38,8/16/2016,117.8259
199-D5-38,9/15/2016,117.6568
199-D5-38,10/16/2016,117.5846
199-D5-38,11/15/2016,117.5528
199-D5-38,12/16/2016,117.6482
199-D5-38,1/16/2017,117.8143
199-D5-38,2/14/2017,117.8566
199-D5-38,3/16/2017,117.8871
199-D5-38,4/15/2017,118.1645
199-D5-38,5/16/2017,118.4688
199-D5-38,6/15/2017,118.7937
199-D5-38,7/16/2017,118.6156
199-D5-38,8/16/2017,118.2883
199-D5-38,9/15/2017,118.0498
199-D5-38,10/16/2017,117.7648
199-D5-38,11/15/2017,117.5607
199-D5-38,12/16/2017,117.5346
199-D5-38,2/14/2018,117.8934
199-D5-38,3/16/2018,117.8762
199-D5-38,4/15/2018,117.8229
199-D5-38,5/16/2018,118.1421
199-D5-38,6/15/2018,118.6416
199-D5-38,7/16/2018,118.4284
199-D5-38,8/16/2018,118.1369
199-D5-38,9/15/2018,117.8447
199-D5-38,10/16/2018,117.6005
199-D5-38,11/15/2018,117.5391
199-D5-38,12/16/2018,117.5933
199-D5-38,1/16/2019,117.5239
199-D5-38,2/14/2019,117.5514
199-D5-38,3/16/2019,117.5177
199-D5-38,4/15/2019,117.3536
199-D5-38,5/16/2019,117.4183
199-D5-38,6/15/2019,117.5628
199-D5-38,7/16/2019,117.4327
199-D5-38,8/16/2019,117.3183
199-D5-38,9/15/2019,117.2314
199-D5-38,10/16/2019,117.0872
199-D5-38,11/15/2019,117.107
199-D5-38,12/16/2019,117.1959
199-D5-38,1/16/2020,117.1535
199-D5-38,2/14/2020,117.2392
199-D5-38,3/16/2020,117.28
199-D5-38,10/16/2020,117.52
199-D5-38,12/16/2020,117.42
199-D5-42,12/16/2016,118.03
199-D5-42,2/14/2017,118.303
199-D5-42,5/16/2017,118.753
199-D5-42,11/15/2017,118.034
199-D5-42,2/14/2018,118.247
199-D5-42,5/16/2018,118.358
199-D5-42,11/15/2018,117.794
199-D5-42,3/16/2019,117.972
199-D5-42,5/16/2019,117.895
199-D5-42,11/15/2019,117.672
199-D5-42,2/14/2020,
199-D5-42,11/15/2020,
199-D5-43,1/31/2014,118.0445
199-D5-43,3/16/2014,117.9045
199-D5-43,4/15/2014,117.9863
199-D5-43,5/16/2014,118.1535
199-D5-43,6/15/2014,118.4833
199-D5-43,7/16/2014,118.7875
199-D5-43,8/16/2014,118.9155
199-D5-43,9/15/2014,118.7293
199-D5-43,10/16/2014,118.616
199-D5-43,11/15/2014,118.4323
199-D5-43,12/16/2014,118.4151
199-D5-43,1/16/2015,118.4495
199-D5-43,2/14/2015,118.6051
199-D5-43,3/16/2015,118.7973
199-D5-43,4/15/2015,118.8431
199-D5-43,5/16/2015,118.8011
199-D5-43,6/15/2015,118.7829
199-D5-43,7/16/2015,118.7412
199-D5-43,8/16/2015,118.6886
199-D5-43,9/15/2015,118.6378
199-D5-43,10/16/2015,118.5488
199-D5-43,11/15/2015,118.4641
199-D5-43,12/16/2015,118.4682
199-D5-43,1/16/2016,118.4644
199-D5-43,2/15/2016,118.4756
199-D5-43,3/16/2016,118.5153
199-D5-43,4/15/2016,118.5019
199-D5-43,5/16/2016,118.6855
199-D5-43,6/15/2016,118.8082
199-D5-43,7/16/2016,118.8482
199-D5-43,8/16/2016,118.8684
199-D5-43,9/15/2016,118.7497
199-D5-43,10/16/2016,118.567
199-D5-43,11/15/2016,118.5464
199-D5-43,12/16/2016,118.6437
199-D5-43,1/16/2017,118.7377
199-D5-43,2/14/2017,118.8162
199-D5-43,3/16/2017,118.8784
199-D5-43,4/15/2017,119.0134
199-D5-43,5/16/2017,119.2546
199-D5-43,6/15/2017,119.5249
199-D5-43,7/16/2017,119.5246
199-D5-43,8/16/2017,119.3168
199-D5-43,9/15/2017,119.0966
199-D5-43,10/16/2017,118.8639
199-D5-43,11/15/2017,118.6575
199-D5-43,12/16/2017,118.5217
199-D5-43,1/16/2018,118.5435
199-D5-43,2/14/2018,118.5837
199-D5-43,3/16/2018,118.6759
199-D5-43,4/15/2018,118.6102
199-D5-43,5/16/2018,118.7695
199-D5-43,6/15/2018,119.2314
199-D5-43,7/16/2018,119.2538
199-D5-43,8/16/2018,119.0717
199-D5-43,9/15/2018,118.8569
199-D5-43,10/16/2018,118.6048
199-D5-43,11/15/2018,118.4228
199-D5-43,12/16/2018,118.3805
199-D5-43,1/16/2019,118.316
199-D5-43,2/14/2019,118.2674
199-D5-43,3/16/2019,118.2094
199-D5-43,4/15/2019,118.1327
199-D5-43,5/16/2019,118.1171
199-D5-43,6/15/2019,118.2735
199-D5-43,7/16/2019,118.312
199-D5-43,8/16/2019,118.2645
199-D5-43,9/15/2019,118.2017
199-D5-43,10/16/2019,118.0538
199-D5-43,11/15/2019,117.9811
199-D5-43,12/16/2019,118.0489
199-D5-43,1/16/2020,118.0529
199-D5-43,2/14/2020,118.0964
199-D5-43,3/16/2020,118.1562
199-D5-43,4/15/2020,118.1424
199-D5-43,5/16/2020,118.1936
199-D5-43,6/15/2020,118.4283
199-D5-43,7/16/2020,118.6976
