Well,Time,Observed,Simulated
199-H5-1A,2015-03-16,115.9403,115.6229
199-H5-1A,2015-04-15,115.9381,115.6105
199-H5-1A,2015-05-16,115.8338,115.5789
199-H5-1A,2015-06-15,115.7201,115.5597
199-H5-1A,2015-07-16,115.5139,115.4823
199-H5-1A,2015-08-16,115.3789,115.3788
199-H5-1A,2015-09-15,115.29,115.3272
199-H5-1A,2015-11-15,115.189,115.2693
199-H5-1A,2015-12-16,115.1762,115.2843
199-H5-1A,2016-01-16,115.1585,115.3052
199-H5-1A,2016-02-15,115.1564,115.3281
199-H5-1A,2016-03-16,115.176,115.3602
199-H5-1A,2016-04-15,115.1965,115.4417
199-H5-1A,2016-05-16,115.3025,115.535
199-H5-1A,2016-06-15,115.3734,115.5885
199-H5-1A,2016-07-16,115.3795,115.5818
199-H5-1A,2016-08-16,115.3696,115.5321
199-H5-1A,2016-09-15,115.334,115.4662
199-H5-1A,2016-10-16,115.2776,115.3835
199-H5-1A,2016-11-15,115.2645,115.3334
199-H5-1A,2016-12-16,115.287,115.3213
199-H5-1A,2017-01-16,115.3314,115.3401
199-H5-1A,2017-02-14,115.3766,115.3757
199-H5-1A,2017-03-16,115.4036,115.4299
199-H5-1A,2017-04-15,115.5164,115.5307
199-H5-1A,2017-05-16,115.74,115.7204
199-H5-1A,2017-06-15,116.1005,115.9243
199-H5-1A,2017-07-16,116.1315,115.9609
199-H5-1A,2017-08-16,116.0456,115.9446
199-H5-1A,2017-09-15,116.0021,115.9525
199-H5-1A,2017-10-16,115.6459,115.6841
199-H5-1A,2017-11-15,115.4608,115.372
199-H5-1A,2017-12-16,115.381,115.2661
199-H5-1A,2018-01-16,115.3405,115.2611
199-H5-1A,2018-02-14,115.3553,115.3081
199-H5-1A,2018-03-16,115.3976,115.3529
199-H5-1A,2018-04-15,115.3819,115.3993
199-H5-1A,2018-05-16,115.5668,115.6682
199-H5-1A,2018-06-15,116.1548,116.0246
199-H5-1A,2018-07-16,116.2051,116.1773
199-H5-1A,2018-08-16,116.1127,116.1404
199-H5-1A,2018-09-15,115.8972,115.933
199-H5-1A,2018-10-16,115.7038,115.677
199-H5-1A,2018-11-15,115.5626,115.5254
199-H5-1A,2018-12-16,115.4753,115.4276
199-H5-1A,2019-01-16,115.4005,115.348
199-H5-1A,2019-02-14,115.2928,115.2811
199-H5-1A,2019-03-16,115.23,115.2423
199-H5-1A,2019-04-15,115.1771,115.2311
199-H5-1A,2019-05-16,115.1806,115.2791
199-H5-1A,2019-06-15,115.2344,115.341
199-H5-1A,2019-07-16,115.2381,115.3707
199-H5-1A,2019-08-16,115.1979,115.372
199-H5-1A,2019-09-15,115.1562,115.3385
199-H5-1A,2019-10-16,115.0859,115.278
199-H5-1A,2019-11-15,115.0418,115.2446
199-H5-1A,2019-12-16,115.0278,115.2431
199-H5-1A,2020-01-16,115.0104,115.2461
199-H5-1A,2020-03-16,115.0933,115.3727
199-H5-1A,2020-04-15,115.0763,115.3591
199-H5-1A,2020-05-16,115.0732,115.4211
199-H5-1A,2020-06-15,115.2846,115.6063
199-H5-1A,2020-07-16,115.6232,115.8274
199-H5-1A,2020-08-16,115.6614,115.8977
199-H5-1A,2020-09-15,115.5403,115.8015
199-H5-1A,2020-10-16,115.4126,115.6424
199-H5-1A,2020-11-15,115.2781,115.5099
199-H5-1A,2020-12-16,115.23,115.4336
199-H6-4,2014-03-16,115.68,115.7402
199-H6-4,2014-05-16,115.808,115.9961
199-H6-4,2014-11-15,115.902,115.932
199-H6-4,2015-03-16,115.869,115.9194
199-H6-4,2015-05-16,115.919,115.9088
199-H6-4,2015-11-15,115.499,115.7283
199-H6-4,2016-03-16,115.533,115.8529
199-H6-4,2016-05-16,115.747,116.1084
199-H6-4,2017-03-16,115.954,116.2478
199-H6-4,2018-03-16,115.841,116.0839
199-H6-4,2019-03-16,115.487,115.6889
199-H6-4,2020-03-16,115.32,115.6548
699-94-41,2014-02-14,116.296,116.1759
699-94-41,2014-03-16,116.289,116.1698
699-94-41,2014-06-15,116.403,116.5307
699-94-41,2014-08-16,116.622,116.7002
699-94-41,2014-11-15,116.408,116.4309
699-94-41,2015-02-14,116.349,116.1099
699-94-41,2015-03-16,116.384,116.0619
699-94-41,2015-05-16,116.38,116.0343
699-94-41,2015-08-16,116.152,115.9678
699-94-41,2015-11-15,116.053,115.865
699-94-41,2016-02-15,116.019,115.8711
699-94-41,2016-03-16,116.022,115.8874
699-94-41,2016-05-16,116.073,115.9885
699-94-41,2016-11-15,116.002,115.8809
699-94-41,2017-03-16,115.9741,115.8689
699-94-41,2017-04-15,115.988,115.9198
699-94-41,2017-05-16,116.03,116.0268
699-94-41,2017-06-15,116.1644,116.1545
699-94-41,2017-07-16,116.3146,116.224
699-94-41,2017-08-16,116.351,116.2611
699-94-41,2017-09-15,116.3932,116.2926
699-94-41,2017-10-16,116.3007,116.1949
699-94-41,2017-11-15,116.2084,116.0373
699-94-41,2017-12-16,116.1416,115.9358
699-94-41,2018-01-16,116.0972,115.8901
699-94-41,2018-03-16,116.069,115.8942
699-94-41,2018-04-15,116.0674,115.9169
699-94-41,2018-05-16,116.098,116.0402
699-94-41,2018-06-15,116.281,116.2415
699-94-41,2018-07-16,116.4642,116.3874
699-94-41,2018-08-16,116.4958,116.4262
699-94-41,2018-09-15,116.4421,116.3595
699-94-41,2018-10-16,116.3539,116.2312
699-94-41,2018-11-15,116.2833,116.1239
699-94-41,2018-12-16,116.2323,116.044
699-94-41,2019-01-16,116.1943,115.9789
699-94-41,2019-02-14,116.1437,115.9234
699-94-41,2019-03-16,116.0973,115.8818
699-94-41,2019-04-15,116.0684,115.8541
699-94-41,2019-05-16,116.0368,115.8495
699-94-41,2019-06-15,116.0171,115.8684
699-94-41,2019-07-16,116.0267,115.8918
699-94-41,2019-08-16,116.0233,115.902
699-94-41,2019-09-15,116.0066,115.888
699-94-41,2019-10-16,115.9857,115.8488
699-94-41,2019-11-15,115.956,115.8092
699-94-41,2019-12-16,115.9308,115.7821
699-94-41,2020-01-16,115.9119,115.7665
699-94-41,2020-02-14,115.9,115.7784
699-94-41,2020-03-16,115.9028,115.8034
699-94-41,2020-04-15,115.8963,115.8049
699-94-41,2020-05-16,115.8805,115.8314
699-94-41,2020-06-15,115.9076,115.9265
699-94-41,2020-07-16,116.0009,116.0649
699-94-41,2020-08-16,116.1058,116.1516
699-94-41,2020-09-15,116.1141,116.1453
699-94-41,2020-10-16,116.0702,116.0625
699-94-41,2020-11-15,116.0152,115.9615
699-94-41,2020-12-16,115.9771,115.8899
9-199-H6-2,2019-11-15,,115.2392
9-199-H6-2,2020-12-16,,115.476
199-H6-3,2014-05-16,115.489,115.8617
199-H6-3,2014-11-15,115.224,115.3054
199-H6-3,2015-05-16,115.514,115.615
199-H6-3,2015-11-15,115.179,115.2519
199-H6-3,2016-05-16,115.99,116.0078
199-H6-3,2016-11-15,115.775,115.6452
199-H6-3,2017-03-16,115.985,116.0752
199-H6-3,2017-04-15,116.4534,116.3744
199-H6-3,2017-05-16,116.667,116.8044
199-H6-3,2017-06-15,117.0483,117.0739
199-H6-3,2017-07-16,116.8068,116.8717
199-H6-3,2017-08-16,116.2458,116.3212
199-H6-3,2017-09-15,115.702,115.8378
199-H6-3,2017-10-16,115.6463,115.6138
199-H6-3,2017-11-15,115.5,115.5347
199-H6-3,2017-12-16,115.4236,115.4986
199-H6-3,2018-01-16,115.4478,115.5923
199-H6-3,2018-02-14,115.5405,115.7506
199-H6-3,2018-03-16,115.6784,115.8431
199-H6-3,2018-04-15,115.822,115.9436
199-H6-3,2018-05-16,116.4236,116.5643
199-H6-3,2018-06-15,116.7581,116.9321
199-H6-3,2018-07-16,116.5657,116.6308
199-H6-3,2018-08-16,116.2275,116.2801
199-H6-3,2018-09-15,115.9999,115.9723
199-H6-3,2018-10-16,115.7231,115.7199
199-H6-3,2018-11-15,115.6102,115.5887
199-H6-3,2018-12-16,115.731,115.5718
199-H6-3,2019-01-16,115.4383,115.466
199-H6-3,2019-02-14,115.2013,115.3214
199-H6-3,2019-03-16,115.0707,115.2207
199-H6-3,2019-04-15,114.9852,115.1573
199-H6-3,2019-05-16,115.027,115.3198
199-H6-3,2019-06-15,115.2983,115.5132
199-H6-3,2019-07-16,115.2587,115.5006
199-H6-3,2019-08-16,115.1474,115.425
199-H6-3,2019-09-15,115.0921,115.3043
199-H6-3,2019-10-16,114.9083,115.1217
199-H6-3,2019-11-15,114.8723,115.0675
199-H6-3,2019-12-16,114.9882,115.1183
199-H6-3,2020-01-16,114.9,115.156
199-H6-3,2020-03-16,114.9567,115.2696
199-H6-3,2020-04-15,114.8714,115.2189
199-H6-3,2020-07-16,116.0703,116.3421
199-H6-3,2020-08-16,115.8442,116.1006
199-H6-3,2020-09-15,115.5486,115.7426
199-H6-3,2020-10-16,115.3031,115.4543
199-H6-3,2020-11-15,115.2408,115.3454
199-H6-3,2020-12-16,115.3568,115.3514
699-93-37A,2017-02-14,115.21,115.6623
699-93-37A,2017-03-16,115.6309,115.7743
699-93-37A,2017-04-15,115.9389,116.1303
699-93-37A,2017-05-16,116.2643,116.606
699-93-37A,2017-06-15,116.5575,116.8451
699-93-37A,2017-07-16,116.0755,116.5801
699-93-37A,2017-08-16,115.6318,116.0646
699-93-37A,2017-09-15,115.2807,115.6843
699-93-37A,2017-10-16,115.0227,115.4291
699-93-37A,2017-11-15,114.8994,115.2993
699-93-37A,2017-12-16,114.8732,115.2922
699-93-37A,2018-01-16,114.9291,115.4151
699-93-37A,2018-02-14,115.1611,115.63
699-93-37A,2018-03-16,115.3346,115.7243
699-93-37A,2018-04-15,115.2816,115.7638
699-93-37A,2018-05-16,116.1789,116.4252
699-93-37A,2018-06-15,116.4337,116.8111
699-93-37A,2018-07-16,115.9197,116.4057
699-93-37A,2018-08-16,115.53,116.0073
699-93-37A,2018-09-15,115.2593,115.6989
699-93-37A,2018-10-16,115.0353,115.4511
699-93-37A,2018-11-15,115.0887,115.3526
699-93-37A,2018-12-16,115.2052,115.3536
699-93-37A,2019-01-16,115.0559,115.3409
699-93-37A,2019-02-14,114.9337,115.3089
699-93-37A,2019-03-16,114.8358,115.2406
699-93-37A,2019-04-15,114.7145,115.1637
699-93-37A,2019-05-16,114.7875,115.3129
699-93-37A,2019-06-15,115.0786,115.5004
699-93-37A,2019-07-16,114.9321,115.4672
699-93-37A,2019-08-16,114.7875,115.3798
699-93-37A,2019-09-15,114.7247,115.2405
699-93-37A,2019-10-16,114.557,115.0609
699-93-37A,2019-11-15,114.747,115.026
699-93-37A,2019-12-16,114.7578,115.0788
699-93-37A,2020-01-16,114.6646,115.1242
699-93-37A,2020-03-16,114.7266,115.2696
699-93-37A,2020-04-15,114.6087,115.1869
699-93-37A,2020-07-16,115.7998,116.2682
699-93-37A,2020-08-16,115.4469,116.0035
699-93-37A,2020-09-15,115.1473,115.6585
699-93-37A,2020-10-16,114.8915,115.3567
699-93-37A,2020-11-15,114.9785,115.2405
699-93-37A,2020-12-16,115.1082,115.2632
9-199-H6-8,2015-06-15,,115.6664
199-H5-16,2015-10-16,,116.9737
199-H5-16,2016-01-16,,116.9458
199-H5-16,2016-04-15,,116.9629
9-199-H6-7,2015-06-15,,116.0157
199-D2-6,2015-09-15,118.215,118.6046
199-D2-6,2015-10-16,118.062,118.5056
199-D2-6,2015-12-16,118.118,118.3987
199-D2-6,2016-03-16,118.231,118.4555
199-D2-6,2016-05-16,118.692,118.683
199-D2-6,2016-06-15,118.676,118.7691
199-D2-6,2016-09-15,118.499,118.8111
199-D2-6,2016-11-15,118.339,118.6578
199-D2-6,2016-12-16,118.435,118.6432
199-D2-6,2017-03-16,118.678,118.8789
199-D2-6,2017-06-15,,119.3764
199-D2-6,2017-09-15,118.661,119.1338
199-D2-6,2018-03-16,118.706,118.8503
199-D2-6,2018-10-16,118.21,118.8473
199-D2-6,2019-03-16,118.147,118.5252
199-D2-6,2019-10-16,117.853,118.4257
199-D2-6,2020-03-16,118.21,118.2766
199-D2-6,2020-12-16,118.34,118.3225
199-D3-2,2014-01-31,117.929,117.7697
199-D3-2,2014-03-16,117.941,117.7715
199-D3-2,2014-04-15,118.4769,118.2803
199-D3-2,2014-05-16,118.9957,118.8023
199-D3-2,2014-06-15,119.1813,119.093
199-D3-2,2014-08-16,118.5688,118.4888
199-D3-2,2014-09-15,117.9624,117.7784
199-D3-2,2014-10-16,117.6716,117.3362
199-D3-2,2014-11-15,117.7123,117.4655
199-D3-2,2014-12-16,118.067,117.8056
199-D3-2,2015-02-14,118.6872,118.4639
199-D3-2,2015-03-16,118.6461,118.5307
199-D3-2,2015-04-15,118.4498,118.3149
199-D3-2,2015-05-16,118.2572,118.1841
199-D3-2,2015-06-15,118.2726,118.1629
199-D3-2,2015-07-16,118.1307,118.0059
199-D3-2,2015-08-16,118.182,117.9147
199-D3-2,2015-09-15,117.8377,117.6493
199-D3-2,2015-10-16,117.6357,117.3187
199-D3-2,2015-11-15,117.7526,117.4332
199-D3-2,2015-12-16,117.8624,117.624
199-D3-2,2016-01-16,117.9334,117.7137
199-D3-2,2016-02-15,117.995,117.8171
199-D3-2,2016-03-16,118.1976,117.9831
199-D3-2,2016-04-15,118.5694,118.3893
199-D3-2,2016-05-16,118.781,118.6116
199-D3-2,2016-06-15,118.6145,118.4893
199-D3-2,2016-07-16,118.4359,118.2862
199-D3-2,2016-08-16,118.2042,117.9967
199-D3-2,2016-09-15,117.7789,117.5821
199-D3-2,2016-10-16,117.6949,117.3747
199-D3-2,2016-11-15,118.0125,117.6293
199-D3-2,2016-12-16,118.2158,117.9779
199-D3-2,2017-01-16,118.4549,118.2145
199-D3-2,2017-02-14,118.3575,118.261
199-D3-2,2017-03-16,118.6006,118.4399
199-D3-2,2017-04-15,119.3752,118.9926
199-D3-2,2017-05-16,119.7685,119.5469
199-D3-2,2017-06-15,119.9113,119.6996
199-D3-2,2017-07-16,119.0015,119.0666
199-D3-2,2017-08-16,118.3859,118.1931
199-D3-2,2017-09-15,118.0208,117.7062
199-D3-2,2017-10-16,117.6674,117.3358
199-D3-2,2017-11-15,117.6545,117.272
199-D3-2,2017-12-16,117.881,117.5968
199-D3-2,2018-02-14,118.694,118.4157
199-D3-2,2018-03-16,118.4634,118.4098
199-D3-2,2018-04-15,118.5497,118.3845
199-D3-2,2018-05-16,119.8579,119.3711
199-D3-2,2018-06-15,119.6259,119.6813
199-D3-2,2018-07-16,118.8728,118.8307
199-D3-2,2018-08-16,118.4368,118.203
199-D3-2,2018-09-15,117.941,117.6497
199-D3-2,2018-10-16,117.6294,117.2813
199-D3-2,2018-11-15,117.8498,117.4428
199-D3-2,2018-12-16,117.8833,117.6471
199-D3-2,2019-01-16,117.8839,117.6907
199-D3-2,2019-02-14,117.9062,117.7436
199-D3-2,2019-03-16,117.7728,117.6177
199-D3-2,2019-04-15,117.5866,117.495
199-D3-2,2019-05-16,118.2671,117.9578
199-D3-2,2019-06-15,118.3981,118.2826
199-D3-2,2019-07-16,118.0487,117.9772
199-D3-2,2019-08-16,117.9968,117.7596
199-D3-2,2019-09-15,117.5809,117.3769
199-D3-2,2019-10-16,117.3265,117.0173
199-D3-2,2019-11-15,117.6382,117.3014
199-D3-2,2019-12-16,117.7909,117.6004
199-D3-2,2020-01-16,117.8463,117.5242
199-D3-2,2020-02-14,118.1601,117.5648
199-D3-2,2020-03-16,117.9267,117.4169
199-D3-2,2020-04-15,117.6731,117.1386
199-D3-2,2020-05-16,118.619,117.8101
199-D3-2,2020-06-15,119.3644,118.7072
199-D3-2,2020-07-16,119.1341,118.6969
199-D3-2,2020-08-16,118.5802,118.1329
199-D3-2,2020-09-15,117.9937,117.4237
199-D3-2,2020-10-16,117.6884,116.9321
199-D3-2,2020-11-15,117.9487,117.1036
199-D3-2,2020-12-16,118.0449,117.3888
199-D3-5,2014-02-14,117.897,118.3405
199-D3-5,2014-03-16,117.69,118.3617
199-D3-5,2014-06-15,119.17,118.9474
199-D3-5,2014-08-16,118.827,118.9415
199-D3-5,2014-11-15,117.781,118.4824
199-D3-5,2015-02-14,118.542,118.5557
199-D3-5,2015-03-16,118.693,118.6979
199-D3-5,2015-05-16,118.235,118.7237
199-D3-5,2015-08-16,118.181,118.565
199-D3-5,2015-10-16,117.714,118.3539
199-D3-5,2016-02-15,118.021,118.356
199-D3-5,2016-03-16,118.138,118.4101
199-D3-5,2016-05-16,118.751,118.7245
199-D3-5,2016-11-15,117.984,118.4308
199-D3-5,2017-03-16,118.5163,118.7792
199-D3-5,2017-04-15,119.2609,118.9473
199-D3-5,2017-05-16,119.6375,119.2084
199-D3-5,2017-06-15,119.9074,119.4052
199-D3-5,2017-07-16,119.2126,119.4111
199-D3-5,2017-08-16,118.6205,119.216
199-D3-5,2017-09-15,118.2527,118.9458
199-D3-5,2017-10-16,118.0084,118.6595
199-D3-5,2017-11-15,117.721,118.4975
199-D3-5,2018-03-16,118.4655,118.8038
199-D3-5,2018-04-15,118.4776,118.8196
199-D3-5,2018-05-16,119.467,119.1004
199-D3-5,2018-06-15,119.6382,119.3696
199-D3-5,2018-07-16,119.1837,119.3233
199-D3-5,2018-08-16,118.4829,119.1333
199-D3-5,2018-09-15,118.1811,118.8772
199-D3-5,2018-10-16,117.8433,118.6514
199-D3-5,2018-11-15,117.9195,118.5474
199-D3-5,2018-12-16,117.9882,118.4931
199-D3-5,2019-01-16,117.9628,118.4787
199-D3-5,2019-02-14,117.9771,118.481
199-D3-5,2019-03-16,117.9024,118.4351
199-D3-5,2019-04-15,117.7052,118.3652
199-D3-5,2019-05-16,118.1786,118.4307
199-D3-5,2019-06-15,118.4364,118.5646
199-D3-5,2019-07-16,118.1577,118.5876
199-D3-5,2019-08-16,118.0823,118.54
199-D3-5,2019-09-15,117.7931,118.4239
199-D3-5,2019-10-16,117.5203,118.2555
199-D3-5,2019-11-15,117.6679,118.1974
199-D3-5,2019-12-16,117.8569,118.2405
199-D3-5,2020-01-16,117.8735,118.2064
199-D3-5,2020-02-14,118.1481,118.1809
199-D3-5,2020-03-16,118.055,118.1558
199-D3-5,2020-04-15,117.7809,118.0503
199-D3-5,2020-05-16,118.4277,118.2137
199-D3-5,2020-06-15,119.2063,118.6438
199-D3-5,2020-07-16,119.1742,118.895
199-D3-5,2020-08-16,118.6982,118.7816
199-D3-5,2020-09-15,118.2224,118.4875
199-D3-5,2020-10-16,117.8753,118.1858
199-D3-5,2020-11-15,117.9851,118.0863
199-D3-5,2020-12-16,118.1157,118.1406
199-D4-1,2014-01-31,117.031,117.357
199-D4-1,2014-12-16,117.129,117.3557
199-D4-1,2015-12-16,116.982,117.1738
199-D4-1,2016-11-15,117.282,117.332
199-D4-1,2017-11-15,117.003,117.0061
199-D4-1,2018-10-16,116.948,117.0298
199-D4-1,2019-10-16,116.765,116.7929
199-D4-102,2016-11-15,117.558,117.4436
199-D4-102,2017-02-14,117.886,117.9585
199-D4-102,2017-05-16,118.73,118.9382
199-D4-102,2017-08-16,118.353,118.2658
199-D4-102,2017-11-15,117.438,117.2481
199-D4-102,2018-02-14,118.015,118.0421
199-D4-102,2018-05-16,118.306,118.808
199-D4-102,2018-08-16,118.042,118.1648
199-D4-102,2018-11-15,117.391,117.2993
199-D4-102,2019-05-16,117.68,117.6341
199-D4-102,2019-10-16,117.071,117.0465
199-D4-102,2020-12-16,117.61,117.0789
199-D4-103,2016-11-15,118.136,117.9378
199-D4-103,2017-02-14,118.398,118.3077
199-D4-103,2017-05-16,119.385,119.1052
199-D4-103,2017-08-16,119.282,118.7462
199-D4-103,2017-11-15,118.127,117.845
199-D4-103,2018-02-14,118.394,118.3222
199-D4-103,2018-05-16,118.859,118.9316
199-D4-103,2018-11-15,117.901,117.9004
199-D4-103,2019-05-16,117.929,118.023
199-D4-13,2014-01-31,117.2576,117.5093
199-D4-13,2014-02-14,117.1443,117.4024
199-D4-13,2014-03-16,117.272,117.5182
199-D4-13,2014-04-15,117.7917,117.923
199-D4-13,2014-05-16,118.2619,118.4213
199-D4-13,2014-06-15,118.5531,118.7449
199-D4-13,2014-07-16,118.6545,118.6925
199-D4-13,2014-08-16,118.2343,118.3414
199-D4-13,2014-09-15,117.6834,117.7306
199-D4-13,2014-10-16,117.3485,117.2604
199-D4-13,2014-11-15,117.3976,117.2456
199-D4-13,2014-12-16,117.6282,117.4983
199-D4-13,2015-01-16,117.9779,117.8333
199-D4-13,2015-02-14,118.1038,118.1281
199-D4-13,2015-03-16,118.1591,118.2237
199-D4-13,2015-04-15,118.078,118.0714
199-D4-13,2015-05-16,117.8337,117.9419
199-D4-13,2015-06-15,117.8477,117.8976
199-D4-13,2015-07-16,117.6963,117.769
199-D4-13,2015-08-16,117.727,117.682
199-D4-13,2015-09-15,117.4797,117.4683
199-D4-13,2015-10-16,117.2837,117.1706
199-D4-13,2015-11-15,117.3211,117.1922
199-D4-13,2015-12-16,117.4196,117.334
199-D4-13,2016-01-16,117.5477,117.4318
199-D4-13,2016-02-15,117.574,117.5323
199-D4-13,2016-03-16,117.7413,117.6805
199-D4-13,2016-04-15,118.0857,118.0574
199-D4-13,2016-05-16,118.344,118.3092
199-D4-13,2016-06-15,118.059,118.2311
199-D4-13,2016-07-16,117.9629,118.0649
199-D4-13,2016-08-16,117.8352,117.84
199-D4-13,2016-09-15,117.5287,117.5257
199-D4-13,2016-10-16,117.5281,117.3472
199-D4-13,2016-11-15,117.6154,117.4794
199-D4-13,2016-12-16,117.7112,117.7322
199-D4-13,2017-01-16,118.3849,117.9709
199-D4-13,2017-02-14,118.2117,118.0476
199-D4-13,2017-03-16,118.3381,118.1959
199-D4-13,2017-04-15,118.9691,118.6572
199-D4-13,2017-05-16,119.3271,119.1865
199-D4-13,2017-06-15,119.6434,119.3954
199-D4-13,2017-07-16,118.9972,118.9339
199-D4-13,2017-08-16,118.3484,118.1904
199-D4-13,2017-09-15,117.9562,117.6967
199-D4-13,2017-10-16,117.5362,117.3052
199-D4-13,2017-11-15,117.3855,117.1595
199-D4-13,2017-12-16,117.4108,117.3705
199-D4-13,2018-02-14,118.2674,118.1226
199-D4-13,2018-03-16,118.1434,118.1897
199-D4-13,2018-04-15,118.0855,118.1783
199-D4-13,2018-05-16,119.0437,118.9895
199-D4-13,2018-06-15,119.3632,119.3749
199-D4-13,2018-07-16,118.6701,118.746
199-D4-13,2018-08-16,118.1985,118.1415
199-D4-13,2018-09-15,117.731,117.6078
199-D4-13,2018-10-16,117.3686,117.222
199-D4-13,2018-11-15,117.4513,117.2631
199-D4-13,2018-12-16,117.4906,117.4136
199-D4-13,2019-01-16,117.463,117.468
199-D4-13,2019-02-14,117.6271,117.544
199-D4-13,2019-03-16,117.6528,117.5005
199-D4-13,2019-04-15,117.3886,117.4
199-D4-13,2019-05-16,117.7942,117.7238
199-D4-13,2019-06-15,118.036,118.0196
199-D4-13,2019-07-16,117.7105,117.8212
199-D4-13,2019-08-16,117.5992,117.6045
199-D4-13,2019-09-15,117.3032,117.2897
199-D4-13,2019-10-16,117.148,116.968
199-D4-13,2019-11-15,117.2459,117.1068
199-D4-13,2019-12-16,117.3636,117.3486
199-D4-13,2020-01-16,117.3931,117.3141
199-D4-13,2020-02-14,117.6699,117.3074
199-D4-13,2020-03-16,117.5548,117.1853
199-D4-13,2020-04-15,117.3422,116.9654
199-D4-13,2020-05-16,117.9519,117.438
199-D4-13,2020-06-15,118.7387,118.1892
199-D4-13,2020-07-16,118.9027,118.3733
199-D4-13,2020-08-16,118.6217,118.0129
199-D4-13,2020-09-15,117.9021,117.3883
199-D4-13,2020-10-16,117.5179,116.8885
199-D4-13,2020-11-15,117.6513,116.9028
199-D4-13,2020-12-16,117.8218,117.1084
199-D4-15,2014-01-31,117.3302,117.5941
199-D4-15,2014-02-14,117.3752,117.5766
199-D4-15,2014-03-16,117.2842,117.6298
199-D4-15,2014-04-15,117.3996,117.8171
199-D4-15,2014-05-16,117.6116,118.1465
199-D4-15,2014-06-15,117.934,118.4305
199-D4-15,2014-07-16,118.1672,118.5142
199-D4-15,2014-08-16,118.1447,118.3742
199-D4-15,2014-09-15,117.9003,118.0433
199-D4-15,2014-10-16,117.5495,117.7017
199-D4-15,2014-11-15,117.391,117.5735
199-D4-15,2014-12-16,117.4353,117.6475
199-D4-15,2015-01-16,117.5344,117.8162
199-D4-15,2015-02-14,117.7027,117.9873
199-D4-15,2015-03-16,117.8757,118.0854
199-D4-15,2015-04-15,117.9121,118.0623
199-D4-15,2015-05-16,117.7899,118.0105
199-D4-15,2015-06-15,117.7775,117.9787
199-D4-15,2015-07-16,117.6957,117.9004
199-D4-15,2015-08-16,117.6533,117.8148
199-D4-15,2015-09-15,117.6005,117.663
199-D4-15,2015-10-16,117.4997,117.4508
199-D4-15,2015-11-15,117.4191,117.3704
199-D4-15,2015-12-16,117.4682,117.3834
199-D4-15,2016-01-16,117.5116,117.4271
199-D4-15,2016-02-15,117.5015,117.4892
199-D4-15,2016-03-16,117.5718,117.5794
199-D4-15,2016-04-15,117.648,117.7989
199-D4-15,2016-05-16,117.8689,118.0043
199-D4-15,2016-06-15,117.9291,118.0603
199-D4-15,2016-07-16,118.0494,118.0949
199-D4-15,2016-08-16,118.0458,118.0724
199-D4-15,2016-09-15,117.8063,117.8893
199-D4-15,2016-10-16,117.7019,117.7305
199-D4-15,2016-11-15,117.6715,117.7256
199-D4-15,2016-12-16,117.7367,117.7927
199-D4-15,2017-01-16,117.8997,117.9173
199-D4-15,2017-02-14,117.968,118.0076
199-D4-15,2017-03-16,118.0079,118.1288
199-D4-15,2017-04-15,118.2577,118.4056
199-D4-15,2017-05-16,118.6088,118.7847
199-D4-15,2017-06-15,118.9378,119.016
199-D4-15,2017-07-16,118.8265,118.8573
199-D4-15,2017-08-16,118.513,118.4722
199-D4-15,2017-09-15,118.2633,118.1584
199-D4-15,2017-10-16,117.9396,117.8512
199-D4-15,2017-11-15,117.6895,117.6457
199-D4-15,2017-12-16,117.6377,117.6546
199-D4-15,2018-01-16,117.7098,117.808
199-D4-15,2018-02-14,117.8724,118.0371
199-D4-15,2018-03-16,117.9885,118.1404
199-D4-15,2018-04-15,117.93,118.1701
199-D4-15,2018-05-16,118.2037,118.6146
199-D4-15,2018-06-15,118.7809,118.9496
199-D4-15,2018-07-16,118.617,118.7295
199-D4-15,2018-08-16,118.3312,118.3712
199-D4-15,2018-09-15,118.03,118.0236
199-D4-15,2018-10-16,117.7393,117.7419
199-D4-15,2018-11-15,117.6106,117.6553
199-D4-15,2018-12-16,117.6419,117.6533
199-D4-15,2019-01-16,117.5818,117.6586
199-D4-15,2019-02-14,117.5883,117.6869
199-D4-15,2019-03-16,117.5744,117.6506
199-D4-15,2019-04-15,117.4388,117.575
199-D4-15,2019-05-16,117.4665,117.7053
199-D4-15,2019-06-15,117.6511,117.8864
199-D4-15,2019-07-16,117.5682,117.8406
199-D4-15,2019-08-16,117.4651,117.7232
199-D4-15,2019-09-15,117.3836,117.5594
199-D4-15,2019-10-16,117.2224,117.3497
199-D4-15,2019-11-15,117.1849,117.3215
199-D4-15,2019-12-16,117.2816,117.4078
199-D4-15,2020-01-16,117.26,117.3975
199-D4-15,2020-02-14,117.3474,117.3714
199-D4-15,2020-03-16,117.383,117.3089
199-D4-15,2020-04-15,117.2888,117.2062
199-D4-15,2020-05-16,117.412,117.4089
199-D4-15,2020-06-15,117.8364,117.8491
199-D4-15,2020-07-16,118.2979,118.1802
199-D4-15,2020-08-16,118.4382,118.1291
199-D4-15,2020-09-15,117.9956,117.7276
199-D4-15,2020-10-16,117.6398,117.3317
199-D4-15,2020-11-15,117.5168,117.2198
199-D4-15,2020-12-16,117.5881,117.2821
199-D4-17,2015-06-15,,117.7642
199-D4-17,2015-12-16,,117.1946
199-D4-17,2016-06-15,,118.0987
