Well,Time,Observed,Simulated
699-99-44,2020-07-16,116.9805,116.6808
699-99-44,2020-08-16,116.4682,116.6689
699-99-44,2020-09-15,116.1228,116.5013
699-99-44,2020-10-16,115.9268,116.266
699-99-44,2020-11-15,116.0554,116.1246
699-99-44,2020-12-16,116.0705,116.0795
199-D5-125,2014-03-16,118.408,118.3768
199-D5-125,2014-06-15,118.827,118.8835
199-D5-125,2014-09-15,118.692,118.8901
199-D5-125,2014-12-16,118.645,118.6401
199-D5-125,2015-03-16,118.622,118.6124
199-D5-125,2015-06-15,118.56,118.5737
199-D5-125,2015-09-15,118.363,118.3516
199-D5-125,2015-12-16,118.152,118.0389
199-D5-125,2016-03-16,118.268,118.0747
199-D5-125,2016-06-15,118.498,118.3893
199-D5-125,2016-12-16,118.317,118.2298
199-D5-125,2017-12-16,118.19,118.3099
199-D5-125,2018-12-16,118.13,118.106
199-D5-125,2019-12-16,117.924,117.8602
199-D5-125,2020-12-16,118.21,117.8547
199-D5-126,2014-03-16,118.185,118.1397
199-D5-126,2014-06-15,118.636,118.547
199-D5-126,2014-09-15,118.479,118.5609
199-D5-126,2014-12-16,118.409,118.2518
199-D5-126,2015-01-16,118.459,118.2646
199-D5-126,2015-02-14,118.3441,118.2033
199-D5-126,2015-03-16,118.3904,118.1109
199-D5-126,2015-04-15,118.3789,118.075
199-D5-126,2015-05-16,118.3239,118.0424
199-D5-126,2015-06-15,118.2913,118.0144
199-D5-126,2015-07-16,118.2318,117.9526
199-D5-126,2015-08-16,118.158,117.874
199-D5-126,2015-09-15,118.0859,117.7553
199-D5-126,2015-10-16,117.9659,117.5886
199-D5-126,2015-11-15,117.8837,117.4731
199-D5-126,2015-12-16,117.8535,117.4059
199-D5-126,2016-01-16,117.7963,117.408
199-D5-126,2016-02-15,117.7961,117.4296
199-D5-126,2016-03-16,117.8469,117.4593
199-D5-126,2016-04-15,117.9748,117.6165
199-D5-126,2016-05-16,118.1093,117.7698
199-D5-126,2016-06-15,118.1224,117.8114
199-D5-126,2016-07-16,118.137,117.8369
199-D5-126,2016-08-16,118.0947,117.8266
199-D5-126,2016-09-15,117.9898,117.7342
199-D5-126,2016-10-16,117.8606,117.6202
199-D5-126,2016-11-15,117.8765,117.5875
199-D5-126,2016-12-16,118.0266,117.6617
199-D5-126,2017-01-16,118.2247,117.8262
199-D5-126,2017-02-14,118.2055,117.9058
199-D5-126,2017-03-16,118.2236,117.9391
199-D5-126,2017-04-15,118.3809,118.0789
199-D5-126,2017-05-16,118.5181,118.2844
199-D5-126,2017-06-15,118.7562,118.4968
199-D5-126,2017-07-16,118.7756,118.5469
199-D5-126,2017-08-16,118.5918,118.4068
199-D5-126,2017-09-15,118.3479,118.2081
199-D5-126,2017-10-16,118.1455,117.9727
199-D5-126,2017-11-15,118.0437,117.8165
199-D5-126,2017-12-16,118.0514,117.765
199-D5-126,2018-01-16,118.0845,117.7903
199-D5-126,2018-02-14,118.1947,117.8897
199-D5-126,2018-03-16,118.2707,117.9732
199-D5-126,2018-04-15,118.4563,118.1269
199-D5-126,2018-05-16,118.4403,118.3447
199-D5-126,2018-06-15,118.6289,118.4311
199-D5-126,2018-07-16,118.5343,118.3804
199-D5-126,2018-08-16,118.3564,118.2275
199-D5-126,2018-09-15,118.1944,118.0398
199-D5-126,2018-10-16,117.9787,117.8436
199-D5-126,2018-11-15,117.795,117.6886
199-D5-126,2018-12-16,117.7819,117.5991
199-D5-126,2019-01-16,117.7664,117.5795
199-D5-126,2019-02-14,117.7448,117.5754
199-D5-126,2019-03-16,117.6881,117.5454
199-D5-126,2019-04-15,117.8062,117.6033
199-D5-126,2019-05-16,117.8994,117.7618
199-D5-126,2019-06-15,118.0389,117.8779
199-D5-126,2019-07-16,117.8228,117.7872
199-D5-126,2019-08-16,117.6991,117.5996
199-D5-126,2019-09-15,117.6731,117.5017
199-D5-126,2019-10-16,117.5784,117.4188
199-D5-126,2019-11-15,117.5604,117.3775
199-D5-126,2019-12-16,117.6109,117.3803
199-D5-126,2020-01-16,117.5898,117.358
199-D5-126,2020-02-14,117.638,117.3202
199-D5-126,2020-03-16,117.6782,117.2755
199-D5-126,2020-04-15,117.6747,117.2299
199-D5-126,2020-05-16,117.7533,117.2867
199-D5-126,2020-06-15,117.942,117.4678
199-D5-126,2020-07-16,118.2614,117.7915
199-D5-126,2020-08-16,118.3308,117.9477
199-D5-126,2020-09-15,118.0727,117.7364
199-D5-126,2020-10-16,117.8967,117.4782
199-D5-126,2020-11-15,117.8436,117.3744
199-D5-126,2020-12-16,117.8817,117.3393
199-D5-13,2014-01-31,117.705,117.8285
199-D5-13,2014-02-14,117.746,117.818
199-D5-13,2014-04-15,117.672,117.9212
199-D5-13,2014-06-15,118.178,118.3958
199-D5-13,2014-07-16,118.225,118.4877
199-D5-13,2014-09-15,117.825,118.1821
199-D5-13,2014-11-15,117.517,117.8066
199-D5-13,2014-12-16,117.654,117.8032
199-D5-13,2015-01-16,117.815,117.9008
199-D5-13,2015-03-16,117.831,117.9808
199-D5-13,2015-04-15,117.801,117.9365
199-D5-13,2015-06-15,117.3665,117.8361
199-D5-13,2015-09-15,116.95,117.28
199-D5-13,2015-10-16,116.886,117.0288
199-D5-13,2015-12-16,116.781,116.869
199-D5-13,2016-01-16,116.856,116.9115
199-D5-13,2016-03-16,116.874,117.01
199-D5-13,2016-04-15,117.09,117.2243
199-D5-13,2016-06-15,117.306,117.4653
199-D5-13,2016-07-16,117.355,117.4601
199-D5-13,2016-09-15,117.081,117.2631
199-D5-13,2016-10-16,116.95,117.1584
199-D5-13,2016-12-16,117.202,117.3286
199-D5-13,2017-03-16,117.5912,117.772
199-D5-13,2017-04-15,117.9181,117.9791
199-D5-13,2017-05-16,118.1375,118.3064
199-D5-13,2017-06-15,118.4904,118.5844
199-D5-13,2017-07-16,118.3235,118.5458
199-D5-13,2017-08-16,118.0055,118.2464
199-D5-13,2017-09-15,117.7497,117.9554
199-D5-13,2017-10-16,117.4595,117.6548
199-D5-13,2017-11-15,117.2516,117.4468
199-D5-13,2017-12-16,117.3472,117.4144
199-D5-13,2018-01-16,117.4703,117.5133
199-D5-13,2018-02-14,117.6579,117.6943
199-D5-13,2018-03-16,117.7341,117.8085
199-D5-13,2018-04-15,117.7265,117.8806
199-D5-13,2018-05-16,117.7471,118.0915
199-D5-13,2018-06-15,118.0535,118.2101
199-D5-13,2018-07-16,117.6729,118.0237
199-D5-13,2018-08-16,117.3973,117.711
199-D5-13,2018-09-15,117.1748,117.4321
199-D5-13,2018-10-16,116.9285,117.1937
199-D5-13,2018-11-15,116.8533,117.0755
199-D5-13,2018-12-16,116.8884,117.0437
199-D5-13,2019-01-16,116.8904,117.0584
199-D5-13,2019-02-14,116.8769,117.0764
199-D5-13,2019-03-16,116.8229,117.0393
199-D5-13,2019-04-15,116.7929,117.0463
199-D5-13,2019-05-16,116.9621,117.1956
199-D5-13,2019-06-15,117.1514,117.3365
199-D5-13,2019-07-16,116.9353,117.2694
199-D5-13,2019-08-16,116.7885,117.1108
199-D5-13,2019-09-15,116.6947,116.9671
199-D5-13,2019-10-16,116.571,116.8356
199-D5-13,2019-11-15,116.7469,116.8683
199-D5-13,2019-12-16,116.7681,116.9439
199-D5-13,2020-08-16,118.0457,117.6904
199-D5-13,2020-09-15,117.2497,117.2964
199-D5-13,2020-10-16,116.8532,116.8453
199-D5-14,2014-01-31,118.4745,118.4113
199-D5-14,2014-02-14,118.2894,118.3798
199-D5-14,2014-03-16,118.2625,118.3846
199-D5-14,2014-04-15,118.3823,118.4743
199-D5-14,2014-05-16,118.5208,118.6181
199-D5-14,2014-06-15,118.6795,118.772
199-D5-14,2014-07-16,118.7376,118.8867
199-D5-14,2014-08-16,118.7549,118.9112
199-D5-14,2014-09-15,118.5961,118.8351
199-D5-14,2014-10-16,118.5091,118.7166
199-D5-14,2014-11-15,118.47,118.6356
199-D5-14,2014-12-16,118.4794,118.5965
199-D5-14,2015-01-16,118.5253,118.6001
199-D5-14,2015-02-14,118.4934,118.6081
199-D5-14,2015-03-16,118.5418,118.605
199-D5-14,2015-04-15,118.5352,118.6023
199-D5-14,2015-05-16,118.4845,118.5936
199-D5-14,2015-06-15,118.4444,118.5765
199-D5-14,2015-07-16,118.4002,118.5364
199-D5-14,2015-08-16,118.3418,118.4831
199-D5-14,2015-09-15,118.2916,118.4031
199-D5-14,2015-10-16,118.1873,118.2903
199-D5-14,2015-11-15,118.0966,118.1939
199-D5-14,2015-12-16,118.0643,118.1262
199-D5-14,2016-01-16,118.0952,118.1057
199-D5-14,2016-02-15,118.0988,118.1124
199-D5-14,2016-03-16,118.1479,118.1417
199-D5-14,2016-04-15,118.2127,118.2331
199-D5-14,2016-05-16,118.3643,118.3462
199-D5-14,2016-06-15,118.411,118.418
199-D5-14,2016-07-16,118.4204,118.4595
199-D5-14,2016-08-16,118.386,118.4642
199-D5-14,2016-09-15,118.3051,118.4053
199-D5-14,2016-10-16,118.1592,118.3023
199-D5-14,2016-11-15,118.1469,118.2443
199-D5-14,2016-12-16,118.2384,118.2678
199-D5-14,2017-01-16,118.3897,118.3548
199-D5-14,2017-02-14,118.4292,118.4261
199-D5-14,2017-03-16,118.4508,118.4824
199-D5-14,2017-04-15,118.5785,118.5917
199-D5-14,2017-05-16,118.7242,118.7518
199-D5-14,2017-06-15,118.9243,118.9181
199-D5-14,2017-07-16,119.0098,118.9978
199-D5-14,2017-08-16,118.8431,118.9305
199-D5-14,2017-09-15,118.6172,118.7779
199-D5-14,2017-10-16,118.4227,118.5882
199-D5-14,2017-11-15,118.3257,118.4459
199-D5-14,2017-12-16,118.3165,118.3848
199-D5-14,2018-01-16,118.3363,118.3884
199-D5-14,2018-02-14,118.4113,118.4405
199-D5-14,2018-03-16,118.5001,118.4998
199-D5-14,2018-04-15,118.5795,118.5757
199-D5-14,2018-05-16,118.6402,118.7313
199-D5-14,2018-06-15,118.8439,118.8651
199-D5-14,2018-07-16,118.8196,118.8886
199-D5-14,2018-08-16,118.6757,118.8152
199-D5-14,2018-09-15,118.5285,118.683
199-D5-14,2018-10-16,118.3186,118.5174
199-D5-14,2018-11-15,118.1398,118.3776
199-D5-14,2018-12-16,118.0953,118.2795
199-D5-14,2019-01-16,118.0636,118.2262
199-D5-14,2019-02-14,118.034,118.1923
199-D5-14,2019-03-16,117.9755,118.1464
199-D5-14,2019-04-15,118.0009,118.1313
199-D5-14,2019-05-16,118.0682,118.1892
199-D5-14,2019-06-15,118.1963,118.2707
199-D5-14,2019-07-16,118.1168,118.2761
199-D5-14,2019-08-16,118.0258,118.2155
199-D5-14,2019-09-15,117.9818,118.1478
199-D5-14,2019-10-16,117.8868,118.0603
199-D5-14,2019-11-15,117.8482,118.0032
199-D5-14,2019-12-16,117.8972,117.9884
199-D5-14,2020-01-16,117.8841,117.9707
199-D5-14,2020-02-14,117.924,117.9452
199-D5-14,2020-03-16,117.9674,117.9153
199-D5-14,2020-04-15,117.9637,117.8864
199-D5-14,2020-05-16,118.0233,117.9197
199-D5-14,2020-06-15,118.1789,118.0411
199-D5-14,2020-07-16,118.3986,118.2026
199-D5-14,2020-08-16,118.4425,118.2894
199-D5-14,2020-09-15,118.3596,118.2378
199-D5-14,2020-10-16,118.1939,118.1078
199-D5-14,2020-11-15,118.108,118.0139
199-D5-14,2020-12-16,118.1234,117.9617
199-D5-143,2015-08-16,118.132,118.2204
199-D5-143,2015-11-15,117.813,117.8618
199-D5-143,2016-02-15,117.847,117.8029
199-D5-143,2016-05-16,118.162,118.0944
199-D5-143,2016-11-15,117.96,117.9497
199-D5-143,2018-11-15,117.869,118.0226
199-D5-143,2019-11-15,117.597,117.6899
199-D5-143,2020-11-15,117.89,117.7044
199-D5-15,2015-08-16,118.791,119.0207
199-D5-15,2015-09-15,118.73,118.9488
199-D5-15,2015-12-16,118.5335,118.6853
199-D5-15,2016-03-16,118.5995,118.7048
199-D5-15,2016-06-15,118.874,118.9765
199-D5-15,2016-09-15,118.842,118.964
199-D5-15,2016-12-16,118.703,118.8106
199-D5-15,2017-03-16,118.902,119.0146
199-D5-15,2017-06-15,119.299,119.3972
199-D5-15,2017-09-15,118.998,119.2566
199-D5-15,2017-12-16,118.508,118.8922
199-D5-15,2018-03-16,118.915,118.9971
199-D5-15,2019-03-16,118.328,118.5402
199-D5-15,2019-11-15,118.266,118.4379
199-D5-15,2020-03-16,118.33,118.3802
199-D5-15,2020-11-15,118.48,118.4733
199-D5-16,2015-09-15,118.621,119.0422
199-D5-16,2015-12-16,118.467,118.8328
199-D5-16,2016-03-16,118.5435,118.8306
199-D5-16,2016-06-15,118.7935,119.0438
199-D5-16,2016-09-15,118.784,119.0954
199-D5-16,2016-12-16,118.5925,118.9329
199-D5-16,2017-03-16,118.764,119.0707
199-D5-16,2017-06-15,119.203,119.386
199-D5-16,2017-09-15,118.833,119.3395
199-D5-16,2017-12-16,118.487,119.0444
199-D5-16,2018-03-16,118.841,119.093
199-D5-16,2018-12-16,118.577,118.9556
199-D5-16,2019-03-16,118.442,118.7665
199-D5-16,2019-12-16,118.333,118.6377
199-D5-16,2020-03-16,118.4,118.5816
199-D5-16,2020-12-16,118.56,118.6436
199-D5-41,2014-01-31,117.908,117.9078
199-D5-41,2014-03-16,117.7585,117.903
199-D5-41,2014-04-15,118.0695,118.0996
199-D5-41,2014-05-16,118.3245,118.4029
199-D5-41,2014-06-15,118.459,118.653
199-D5-41,2014-07-16,118.436,118.7185
199-D5-41,2014-08-16,118.335,118.597
199-D5-41,2014-09-15,118.071,118.3166
199-D5-41,2014-10-16,117.853,118.0283
199-D5-41,2014-11-15,117.756,117.9199
199-D5-41,2014-12-16,117.97,117.9755
199-D5-41,2015-05-16,118.023,118.2467
199-D5-41,2015-11-15,118.006,117.4742
199-D5-41,2017-11-15,117.612,117.7103
199-D5-41,2018-11-15,117.309,117.5124
199-D5-41,2019-03-16,117.2579,117.4506
199-D5-41,2019-04-15,117.1575,117.3986
199-D5-41,2019-05-16,117.3438,117.5357
199-D5-41,2019-06-15,117.5224,117.7104
199-D5-41,2019-07-16,117.338,117.677
199-D5-41,2019-08-16,117.2277,117.5629
199-D5-41,2019-09-15,117.0996,117.4095
199-D5-41,2019-10-16,116.9481,117.23
199-D5-41,2019-11-15,117.0628,117.217
199-D5-41,2019-12-16,117.1656,117.2954
199-D5-41,2020-01-16,117.1144,117.2722
199-D5-41,2020-02-14,117.2334,117.2295
199-D5-41,2020-03-16,117.1877,117.1628
199-D5-41,2020-04-15,117.0751,117.0702
199-D5-41,2020-07-16,118.1551,117.9769
199-D5-41,2020-08-16,118.2425,117.9943
199-D5-41,2020-09-15,117.6887,117.6475
199-D5-41,2020-10-16,117.3483,117.2591
199-D5-41,2020-11-15,117.3776,117.1338
199-D5-41,2020-12-16,117.4741,117.1717
199-D6-3,2014-02-14,,118.9796
199-D6-3,2014-03-16,118.4,118.9369
199-D6-3,2014-06-15,118.796,119.1421
199-D6-3,2014-08-16,118.809,119.2
199-D6-3,2014-11-15,118.555,119.137
199-D6-3,2015-02-14,118.649,119.0746
199-D6-3,2015-03-16,118.698,119.1014
199-D6-3,2015-05-16,118.668,119.1473
199-D6-3,2015-08-16,118.61,119.1406
199-D6-3,2015-11-15,118.435,119.0381
199-D6-3,2016-02-15,118.452,119.0127
199-D6-3,2016-03-16,118.492,119.0295
199-D6-3,2016-05-16,118.672,119.0544
199-D6-3,2016-11-15,118.486,119.213
199-D6-3,2017-03-16,118.663,119.1238
199-D6-3,2017-04-15,118.8221,119.2095
199-D6-3,2017-05-16,118.9601,119.2779
199-D6-3,2017-06-15,119.1707,119.3731
199-D6-3,2017-07-16,119.2521,119.5287
199-D6-3,2017-08-16,118.9421,119.4599
199-D6-3,2017-09-15,118.7511,119.2626
199-D6-3,2017-10-16,118.6268,119.1769
199-D6-3,2017-11-15,118.6911,119.2265
199-D6-3,2017-12-16,118.6617,119.2933
199-D6-3,2018-01-16,118.6878,119.3033
199-D6-3,2018-02-14,118.6889,119.2835
199-D6-3,2018-03-16,118.8032,119.2844
199-D6-3,2018-04-15,118.7962,119.323
199-D6-3,2018-05-16,118.9656,119.3938
199-D6-3,2018-06-15,119.1436,119.4367
199-D6-3,2018-07-16,119.1455,119.4809
199-D6-3,2018-08-16,119.0419,119.5598
199-D6-3,2018-09-15,118.9072,119.5486
199-D6-3,2018-10-16,118.7466,119.4716
199-D6-3,2018-11-15,118.6237,119.389
199-D6-3,2018-12-16,118.5697,119.3081
199-D6-3,2019-01-16,118.528,119.2426
199-D6-3,2019-02-14,118.4966,119.1894
199-D6-3,2019-03-16,118.4475,119.1371
199-D6-3,2019-04-15,118.3942,119.0816
199-D6-3,2019-05-16,118.4241,119.0505
199-D6-3,2019-06-15,118.5123,119.0583
199-D6-3,2019-07-16,118.5335,119.0924
199-D6-3,2019-08-16,118.5078,119.127
199-D6-3,2019-09-15,118.4448,119.1156
199-D6-3,2019-10-16,118.3816,119.0745
199-D6-3,2019-11-15,118.3449,119.0332
199-D6-3,2019-12-16,118.38,118.9954
199-D6-3,2020-01-16,118.372,118.9666
199-D6-3,2020-02-14,118.4101,118.9459
199-D6-3,2020-03-16,118.4372,118.9259
199-D6-3,2020-04-15,118.3963,118.8977
199-D6-3,2020-05-16,118.4549,118.8908
199-D6-3,2020-06-15,118.6135,118.9253
199-D6-3,2020-07-16,118.6572,118.871
199-D6-3,2020-08-16,118.5856,118.8492
199-D6-3,2020-09-15,118.7274,118.992
199-D6-3,2020-10-16,118.6087,119.0695
199-D6-3,2020-11-15,118.533,119.0467
199-D6-3,2020-12-16,118.5405,119.0261
199-D8-101,2014-02-14,117.576,118.2018
199-D8-101,2014-03-16,117.414,118.2117
199-D8-101,2014-04-15,117.957,118.3451
199-D8-101,2014-07-16,117.962,118.857
199-D8-101,2014-10-16,117.186,118.0929
199-D8-101,2015-01-16,117.969,118.1737
199-D8-101,2015-03-16,118.167,118.492
199-D8-101,2015-04-15,118.11,118.4606
199-D8-101,2015-07-16,117.691,118.2611
199-D8-101,2016-01-16,117.499,117.779
199-D8-101,2016-03-16,117.686,117.9159
199-D8-101,2016-04-15,118.191,118.1175
199-D8-101,2016-07-16,117.819,118.2531
199-D8-101,2016-10-16,117.147,117.6221
199-D8-101,2017-03-16,117.8589,118.0204
199-D8-101,2017-04-15,118.5719,118.3122
199-D8-101,2017-05-16,118.9372,118.7215
199-D8-101,2017-06-15,119.1375,118.9797
199-D8-101,2017-07-16,118.6332,118.836
199-D8-101,2017-09-15,117.2797,118.13
199-D8-101,2017-10-16,117.1486,117.8593
199-D8-101,2017-11-15,117.1767,117.7193
199-D8-101,2017-12-16,117.4132,117.7498
199-D8-101,2018-01-16,117.7536,117.8746
199-D8-101,2018-02-14,118.0689,118.0477
199-D8-101,2018-03-16,117.954,118.1189
199-D8-101,2018-04-15,117.9762,118.1463
199-D8-101,2018-05-16,119.1256,118.5874
199-D8-101,2018-06-15,118.9589,118.9357
199-D8-101,2018-07-16,118.304,118.7515
199-D8-101,2018-08-16,117.9155,118.4227
199-D8-101,2018-09-15,117.4876,118.13
199-D8-101,2018-10-16,117.2435,117.9054
199-D8-101,2018-11-15,117.4611,117.8364
199-D8-101,2018-12-16,117.48,117.8437
199-D8-101,2019-01-16,117.4748,117.8469
199-D8-101,2019-02-14,117.4765,117.8544
199-D8-101,2019-03-16,117.3069,117.7978
199-D8-101,2019-04-15,117.0465,117.708
199-D8-101,2019-05-16,117.8193,117.7863
199-D8-101,2019-06-15,117.7899,117.92
199-D8-101,2019-07-16,117.4998,117.8836
199-D8-101,2019-08-16,117.4783,117.7932
199-D8-101,2019-09-15,117.0855,117.6419
199-D8-101,2019-10-16,116.8879,117.456
199-D8-101,2019-11-15,117.204,117.4423
199-D8-101,2019-12-16,117.3452,117.5193
199-D8-101,2020-01-16,117.3979,117.5211
199-D8-101,2020-02-14,117.7024,117.5187
199-D8-101,2020-03-16,117.4557,117.4577
199-D8-101,2020-04-15,117.1648,117.3246
199-D8-101,2020-05-16,118.016,117.4913
199-D8-101,2020-06-15,118.6329,117.8825
199-D8-101,2020-07-16,118.4705,118.1088
199-D8-101,2020-08-16,117.9796,118.0254
199-D8-101,2020-09-15,117.44,117.7214
199-D8-101,2020-10-16,117.2133,117.4292
199-D8-101,2020-11-15,117.4434,117.3296
199-D8-101,2020-12-16,117.5202,117.3251
199-D8-102,2016-07-16,117.202,117.3592
199-D8-102,2016-10-16,116.627,116.8971
199-D8-102,2017-02-14,117.3985,117.3546
199-D8-102,2017-03-16,117.2865,117.4561
199-D8-102,2017-04-15,117.584,117.6994
199-D8-102,2017-05-16,117.837,118.0316
199-D8-102,2017-06-15,118.257,118.2705
199-D8-102,2017-07-16,117.895,118.2033
199-D8-102,2017-09-15,117.352,117.6031
199-D8-102,2017-10-16,116.953,117.3089
199-D8-102,2017-11-15,116.828,117.0775
199-D8-102,2017-12-16,116.652,117.0163
199-D8-102,2018-01-16,117.089,117.1024
199-D8-102,2018-02-14,117.383,117.2896
199-D8-102,2018-03-16,117.367,117.4104
199-D8-102,2018-04-15,117.414,117.4796
199-D8-102,2018-06-15,117.9985,118.068
199-D8-102,2018-07-16,117.566,117.9284
199-D8-102,2018-08-16,117.313,117.6436
199-D8-102,2018-09-15,116.962,117.367
199-D8-102,2018-10-16,116.697,117.123
199-D8-102,2019-03-16,116.763,116.9637
199-D8-102,2019-05-16,116.833,117.0669
199-D8-102,2019-10-16,116.476,116.7662
199-D8-4,2014-01-31,117.424,117.5857
199-D8-4,2014-03-16,117.293,117.5837
199-D8-4,2014-04-15,117.533,117.8113
199-D8-4,2014-06-15,118.122,118.4786
199-D8-4,2014-07-16,118.07,118.4772
199-D8-4,2014-09-15,117.412,117.8148
199-D8-4,2014-10-16,117.116,117.4424
199-D8-4,2014-12-16,117.391,117.4913
199-D8-4,2015-01-16,117.6,117.724
199-D8-4,2015-03-16,117.715,118.0069
199-D8-4,2015-04-15,117.656,117.9129
199-D8-4,2015-06-15,117.512,117.7726
199-D8-4,2015-07-16,117.381,117.6562
199-D8-4,2015-09-15,116.885,117.3103
199-D8-4,2015-12-16,116.897,117.0171
199-D8-4,2016-01-16,116.957,117.0864
199-D8-4,2016-03-16,117.014,117.2661
199-D8-4,2016-04-15,117.43,117.5463
199-D8-4,2016-06-15,117.385,117.7757
199-D8-4,2016-07-16,117.324,117.6887
199-D8-4,2016-09-15,116.979,117.2651
199-D8-4,2016-11-15,117.031,117.1374
199-D8-4,2016-12-16,117.164,117.3523
199-D8-4,2017-02-14,117.601,117.7193
199-D8-4,2017-03-16,117.572,117.8644
199-D8-4,2017-05-16,118.483,118.6874
199-D8-4,2017-06-15,118.68,118.9487
199-D8-4,2017-09-15,117.379,117.7119
199-D8-4,2017-11-15,117.015,117.1579
199-D8-4,2018-02-14,117.722,117.7535
199-D8-4,2018-03-16,117.686,117.855
199-D8-4,2018-05-16,118.464,118.459
199-D8-4,2018-10-16,116.707,117.0528
199-D8-4,2019-03-16,116.6495,117.1031
199-D8-4,2019-05-16,116.989,117.2843
199-D8-4,2019-10-16,116.475,116.7779
199-D8-5,2014-01-31,117.199,117.4926
199-D8-5,2014-03-16,117.1835,117.4482
199-D8-5,2014-06-15,117.9985,118.4782
199-D8-5,2014-09-15,117.036,117.5609
199-D8-5,2014-12-16,117.2371,117.3416
199-D8-5,2015-01-16,117.457,117.6605
199-D8-5,2015-02-14,117.572,117.914
199-D8-5,2015-03-16,117.5068,117.9788
199-D8-5,2015-04-15,117.333,117.8303
199-D8-5,2015-05-16,117.1857,117.7114
199-D8-5,2015-06-15,117.188,117.6698
199-D8-5,2015-07-16,117.0664,117.5452
199-D8-5,2015-08-16,117.0953,117.4439
199-D8-5,2015-09-15,116.7632,117.2342
199-D8-5,2015-10-16,116.6224,116.9503
199-D8-5,2015-11-15,116.7436,116.9395
199-D8-5,2015-12-16,116.8045,117.0476
199-D8-5,2016-01-16,116.8634,117.1301
199-D8-5,2016-02-15,116.9006,117.2153
199-D8-5,2016-03-16,117.0585,117.349
199-D8-5,2016-04-15,117.4341,117.6939
199-D8-5,2016-05-16,117.5282,117.9233
199-D8-5,2016-06-15,117.3438,117.8555
199-D8-5,2016-07-16,117.2637,117.7141
199-D8-5,2016-08-16,117.0296,117.4906
199-D8-5,2016-09-15,116.6468,117.1625
199-D8-5,2016-10-16,116.6235,116.9428
199-D8-5,2016-11-15,116.9089,117.0508
199-D8-5,2016-12-16,117.0651,117.3117
199-D8-5,2017-01-16,117.2995,117.5387
199-D8-5,2017-02-14,117.2431,117.6219
199-D8-5,2017-03-16,117.4041,117.7917
199-D8-5,2017-04-15,118.1072,118.2681
199-D8-5,2017-05-16,118.4205,118.8228
199-D8-5,2017-06-15,118.61,119.0573
199-D8-5,2017-07-16,117.7996,118.6018
199-D8-5,2017-08-16,117.2283,117.871
199-D8-5,2017-09-15,116.9354,117.4125
199-D8-5,2017-10-16,116.6668,117.0672
199-D8-5,2017-11-15,116.6613,116.9276
199-D8-5,2017-12-16,116.9022,117.0795
199-D8-5,2018-01-16,117.1405,117.3794
199-D8-5,2018-02-14,117.4481,117.7311
199-D8-5,2018-03-16,117.3247,117.7992
199-D8-5,2018-04-15,117.4465,117.8346
199-D8-5,2018-05-16,118.7039,118.6782
199-D8-5,2018-06-15,118.4518,119.0282
199-D8-5,2018-07-16,117.5832,118.3538
199-D8-5,2018-08-16,117.1208,117.7426
199-D8-5,2018-09-15,116.6491,117.2425
199-D8-5,2018-10-16,116.4604,116.8916
199-D8-5,2018-11-15,116.6968,116.9071
199-D8-5,2018-12-16,116.7155,117.0315
199-D8-5,2019-01-16,116.7385,117.091
199-D8-5,2019-02-14,116.7482,117.1355
199-D8-5,2019-03-16,116.6075,117.05
199-D8-5,2019-04-15,116.5218,116.9699
199-D8-5,2019-05-16,117.0972,117.3022
199-D8-5,2019-06-15,117.1601,117.5799
199-D8-5,2019-07-16,116.8174,117.401
199-D8-5,2019-08-16,116.7814,117.2113
199-D8-5,2019-09-15,116.4011,116.9365
199-D8-5,2019-10-16,116.2641,116.6444
199-D8-5,2019-11-15,116.5707,116.7492
199-D8-5,2019-12-16,116.6663,116.9521
199-D8-54A,2014-12-16,,117.4677
199-D8-54A,2015-02-14,,118.1231
199-D8-54A,2015-05-16,,117.8486
199-D8-54A,2015-07-16,,117.6465
199-D8-54A,2015-08-16,117.6133,117.5406
199-D8-54A,2015-09-15,117.1554,117.2611
199-D8-54A,2015-10-16,117.0691,116.9123
199-D8-54A,2015-11-15,117.3037,116.9896
199-D8-54A,2015-12-16,117.3559,117.1692
199-D8-54A,2016-01-16,117.4026,117.2754
199-D8-54A,2016-02-15,117.4967,117.3835
199-D8-54A,2016-03-16,117.6774,117.5362
199-D8-54A,2016-04-15,118.0915,117.9487
199-D8-54A,2016-05-16,118.0796,118.1858
199-D8-54A,2016-06-15,117.935,118.0604
199-D8-54A,2016-07-16,117.7391,117.8594
199-D8-54A,2016-08-16,117.4904,117.5733
199-D8-54A,2016-09-15,117.0295,117.1525
199-D8-54A,2016-10-16,117.0929,116.917
199-D8-54A,2016-11-15,117.4497,117.1277
199-D8-54A,2016-12-16,117.639,117.4736
199-D8-54A,2017-01-16,117.8504,117.747
199-D8-54A,2017-02-14,117.686,117.7935
199-D8-54A,2017-03-16,117.9679,117.9462
199-D8-54A,2017-05-16,118.2955,119.0969
199-D8-54A,2017-06-15,119.0698,119.3079
199-D8-54A,2017-07-16,118.0962,118.7249
199-D8-54A,2017-08-16,117.5184,117.8939
199-D8-54A,2017-09-15,117.2008,117.4206
199-D8-54A,2017-10-16,116.8558,117.0581
199-D8-54A,2017-11-15,116.8359,116.9687
199-D8-54A,2017-12-16,117.02,117.2194
199-D8-54A,2018-01-16,117.6055,117.5872
