"NAME","XCOORDS","YCOORDS","EVENT","VAL","TYPE"
"RIV_CP_35",594665.435,130484.305,7,107.487433669376,"RIV_CP"
"RIV_CP_36",594648.18,129383.64,7,107.319475249841,"RIV_CP"
"RIV_CP_37",594889.435,127880.99,7,107.087942605442,"RIV_CP"
"RIV_CP_38",595046.59,126215.585,7,106.83144543517,"RIV_CP"
"RIV_CP_39",595165,123933.88,7,106.484140916196,"RIV_CP"
"RIV_CP_40",595098.76,121005.25,7,106.036948838537,"RIV_CP"
"RIV_CP_41",594655.965,118429.83,7,105.639729166777,"RIV_CP"
"RIV_CP_42",595016.1,113778.59,7,104.922345770799,"RIV_CP"
"RIV_CP_43",594338.835,105531.415,7,103.643167627749,"RIV_CP"
"RIV_CP_01",550114.325,143742.035,8,123.693423107324,"RIV_CP"
"RIV_CP_02",554633.79,144304.29,8,122.478501807653,"RIV_CP"
"RIV_CP_03",558566.085,145454.23,8,121.28501975235,"RIV_CP"
"RIV_CP_04",560043.375,146167.09,8,120.809775777234,"RIV_CP"
"RIV_CP_05",561331.08,146355.965,8,120.42915064718,"RIV_CP"
"RIV_CP_06",563178.115,145883.48,8,119.872190771189,"RIV_CP"
"RIV_CP_07",564867.72,145463.455,8,119.373492431482,"RIV_CP"
"RIV_CP_08",566845.175,146186.655,8,118.944191495295,"RIV_CP"
"RIV_CP_09",569628.205,148212.56,8,118.253866703243,"RIV_CP"
"RIV_CP_10",571679.61,150577.26,8,117.509254910271,"RIV_CP"
"RIV_CP_11",572994.975,152135.33,8,116.915033690177,"RIV_CP"
"RIV_CP_12",573696.805,152878.56,8,116.62792315596,"RIV_CP"
"RIV_CP_13",574010.03,153615.74,8,116.402018031203,"RIV_CP"
"RIV_CP_14",574235.45,154240.65,8,116.215856117287,"RIV_CP"
"RIV_CP_15",574479.345,154496.52,8,116.115455836254,"RIV_CP"
"RIV_CP_16",575201.67,154589.815,8,115.895831195728,"RIV_CP"
"RIV_CP_17",576120.135,154370.755,8,115.628091401698,"RIV_CP"
"RIV_CP_18",577012.305,153886.61,8,115.343616922624,"RIV_CP"
"RIV_CP_19",577848.53,153261.14,8,115.069829505757,"RIV_CP"
"RIV_CP_20",578660.36,152182.275,8,114.75549124423,"RIV_CP"
"RIV_CP_21",579397.24,150484.89,8,114.32380972761,"RIV_CP"
"RIV_CP_22",579907.845,149251.085,8,114.009546204834,"RIV_CP"
"RIV_CP_23",581350.665,148229.41,8,113.619082031712,"RIV_CP"
"RIV_CP_24",582843.31,146570.205,8,113.061736507263,"RIV_CP"
"RIV_CP_25",583296.74,144918.47,8,112.066755167456,"RIV_CP"
"RIV_CP_26",583698.115,143550.025,8,111.132907064534,"RIV_CP"
"RIV_CP_27",584679.365,142053.34,8,110.131267806306,"RIV_CP"
"RIV_CP_28",585744.635,140744.36,8,109.633389355003,"RIV_CP"
"RIV_CP_29",586560.4,139773.885,8,109.440401655423,"RIV_CP"
"RIV_CP_30",588483.895,138335.155,8,109.074856488001,"RIV_CP"
"RIV_CP_31",590500.885,136621.33,8,108.66849485205,"RIV_CP"
"RIV_CP_32",591298.77,135385.53,8,108.443734662866,"RIV_CP"
"RIV_CP_33",592526.29,134248.62,8,108.180384649429,"RIV_CP"
"RIV_CP_34",594136.51,132188.4,8,107.765063652409,"RIV_CP"
"RIV_CP_35",594665.435,130484.305,8,107.485975761863,"RIV_CP"
"RIV_CP_36",594648.18,129383.64,8,107.317985498572,"RIV_CP"
"RIV_CP_37",594889.435,127880.99,8,107.086408957184,"RIV_CP"
