TITLE = ""
VARIABLES ="simulation time, " "Aqueous Volumetric Flux Rate (1)" "Aqueous Volumetric Flux Integral (1)" "Conservation Component Species Flux (total_cr6) Rate (2)" "Conservation Component Species Flux (total_cr6) Integral (2)"
ZONE T="Reference Node Variables" F=POINT
2.014000E+03 -1.414441E+03 -3.872529E-06 0.000000E+00 0.000000E+00
2.014000E+03 -1.412939E+03 -8.708049E-06 4.214115E-12 2.606516E-19
2.014000E+03 -1.411089E+03 -1.474454E-05 9.481758E-12 9.937344E-19
2.014000E+03 -1.408834E+03 -2.227809E-05 1.606631E-11 2.546444E-18
2.014000E+03 -1.406085E+03 -3.167665E-05 2.429700E-11 5.481638E-18
2.014000E+03 -1.402747E+03 -4.339696E-05 3.458536E-11 1.070423E-17
2.014000E+03 -1.398714E+03 -5.800522E-05 4.744580E-11 1.965999E-17
2.014000E+03 -1.393870E+03 -7.620232E-05 6.352136E-11 3.464767E-17
2.014000E+03 -1.388097E+03 -9.885449E-05 8.361579E-11 5.930879E-17
2.014000E+03 -1.381279E+03 -1.270306E-04 1.087338E-10 9.939541E-17
2.014000E+03 -1.373317E+03 -1.620477E-04 1.401313E-10 1.639727E-16
2.014000E+03 -1.364145E+03 -2.055268E-04 1.793782E-10 2.673024E-16
2.014000E+03 -1.353753E+03 -2.594617E-04 2.284367E-10 4.317892E-16
2.014000E+03 -1.342214E+03 -3.263056E-04 2.897598E-10 6.925930E-16
2.014000E+03 -1.329708E+03 -4.090819E-04 3.664135E-10 1.104840E-15
2.014000E+03 -1.316539E+03 -5.115276E-04 4.622304E-10 1.754903E-15
2.014000E+03 -1.303140E+03 -6.382815E-04 5.820013E-10 2.778036E-15
2.014000E+03 -1.290039E+03 -7.951309E-04 7.317144E-10 4.385943E-15
2.014000E+03 -1.277798E+03 -9.893322E-04 9.188550E-10 6.909878E-15
2.014000E+03 -1.266911E+03 -1.230016E-03 1.152780E-09 1.086800E-14
2.014000E+03 -1.257694E+03 -1.528681E-03 1.445184E-09 1.707071E-14
2.014000E+03 -1.250203E+03 -1.899789E-03 1.810686E-09 2.678514E-14
2.014000E+03 -1.244215E+03 -2.361453E-03 2.267559E-09 4.199240E-14
2.014000E+03 -1.239296E+03 -2.936250E-03 2.838644E-09 6.578963E-14
2.014000E+03 -1.234926E+03 -3.652214E-03 3.552489E-09 1.030183E-13
2.014000E+03 -1.230632E+03 -4.544057E-03 4.444778E-09 1.612466E-13
2.014000E+03 -1.226074E+03 -5.654731E-03 5.560113E-09 2.523051E-13
2.014000E+03 -1.221064E+03 -7.037401E-03 6.954241E-09 3.946884E-13
2.014000E+03 -1.215639E+03 -8.758059E-03 8.696836E-09 6.173267E-13
2.014000E+03 -1.209911E+03 -1.089875E-02 1.087498E-08 9.654854E-13
