NAME,EVENT,TYPE,VAL
299-E17-22,2022-03-18 08:26:00,MAN,121.51299999999999
299-W5-2,2022-03-18 08:32:00,MAN,126.34700000000001
699-36-63B,2022-03-18 08:35:00,MAN,127.306
299-E24-21,2022-03-18 08:37:00,MAN,121.501
299-W11-88,2022-03-18 08:38:00,MAN,124.314
299-E17-23,2022-03-18 08:42:00,MAN,121.51799999999999
299-W11-87,2022-03-18 08:45:00,MAN,122.398
299-W19-49,2022-03-18 08:48:00,MAN,128.767
699-34-61,2022-03-18 08:48:00,MAN,125.714
299-E17-25,2022-03-18 08:49:00,MAN,121.524
299-E24-16,2022-03-18 08:52:00,MAN,121.515
299-W19-48,2022-03-18 08:55:00,MAN,128.24
699-37-43,2022-03-18 08:59:00,MAN,121.479
699-32-62,2022-03-18 09:01:00,MAN,126.90299999999999
299-W19-46,2022-03-18 09:03:00,MAN,128.65
299-E25-36,2022-03-18 09:06:00,MAN,121.491
299-W15-11,2022-03-18 09:06:00,MAN,133.713
699-32-64,2022-03-18 09:09:00,MAN,127.791
299-W13-2,2022-03-18 09:10:00,MAN,125.604
299-W19-39,2022-03-18 09:10:00,MAN,128.22299999999998
299-W15-31A,2022-03-18 09:12:00,MAN,134.065
299-W14-71,2022-03-18 09:19:00,MAN,125.85600000000001
299-W22-94,2022-03-18 09:19:00,MAN,130.995
299-W15-49,2022-03-18 09:19:00,MAN,134.84799999999998
299-E25-19,2022-03-18 09:22:00,MAN,121.522
299-E25-24,2022-03-18 09:27:00,MAN,121.512
299-W15-224,2022-03-18 09:27:00,MAN,134.611
299-W22-81,2022-03-18 09:28:00,MAN,131.092
299-W14-72,2022-03-18 09:29:00,MAN,125.148
299-W22-47,2022-03-18 09:34:00,MAN,131.585
299-W15-7,2022-03-18 09:34:00,MAN,131.13
299-E25-35,2022-03-18 09:35:00,MAN,121.501
699-30-66,2022-03-18 09:36:00,MAN,128.549
299-W22-89,2022-03-18 09:39:00,MAN,131.576
299-W15-1,2022-03-18 09:41:00,MAN,132.429
299-E25-34,2022-03-18 09:42:00,MAN,121.501
299-W19-101,2022-03-18 09:44:00,MAN,127.20700000000001
699-31-68,2022-03-18 09:44:00,MAN,128.77700000000002
299-W22-83,2022-03-18 09:45:00,MAN,131.217
299-E25-28,2022-03-18 09:45:00,MAN,121.478
299-W15-83,2022-03-18 09:46:00,MAN,134.661
299-W14-17,2022-03-18 09:47:00,MAN,127.779
299-W14-16,2022-03-18 09:50:00,MAN,127.666
299-E26-13,2022-03-18 09:51:00,MAN,121.51299999999999
299-W22-82,2022-03-18 09:51:00,MAN,131.251
699-29-66,2022-03-18 09:52:00,MAN,128.804
299-W11-45,2022-03-18 09:55:00,MAN,128.265
299-W15-30,2022-03-18 09:56:00,MAN,134.69299999999998
699-43-45,2022-03-18 09:57:00,MAN,121.516
299-W22-69,2022-03-18 09:59:00,MAN,130.52700000000002
299-W10-30,2022-03-18 10:01:00,MAN,135.942
299-W15-17,2022-03-18 10:02:00,MAN,134.815
299-E26-4,2022-03-18 10:03:00,MAN,121.51100000000001
299-W10-29,2022-03-18 10:04:00,MAN,135.90200000000002
299-W22-86,2022-03-18 10:05:00,MAN,130.78
299-W19-116,2022-03-18 10:06:00,MAN,127.929
299-W10-31,2022-03-18 10:08:00,MAN,135.219
299-E26-8,2022-03-18 10:10:00,MAN,121.365
299-W22-72,2022-03-18 10:12:00,MAN,130.547
299-W20-1,2022-03-18 10:14:00,MAN,127.72200000000001
299-W15-152,2022-03-18 10:15:00,MAN,134.539
299-E26-10,2022-03-18 10:16:00,MAN,121.535
299-W22-96,2022-03-18 10:18:00,MAN,130.384
299-W15-94,2022-03-18 10:20:00,MAN,134.649
299-E27-8,2022-03-18 10:21:00,MAN,121.509
699-32-59,2022-03-18 10:24:00,MAN,124.035
299-W18-1,2022-03-18 10:27:00,MAN,134.151
299-W19-131,2022-03-18 10:29:00,MAN,127.749
299-W22-95,2022-03-18 10:31:00,MAN,130.221
299-E27-17,2022-03-18 10:31:00,MAN,121.507
299-W18-16,2022-03-18 10:35:00,MAN,133.033
299-E34-9,2022-03-18 10:36:00,MAN,121.512
299-W22-114,2022-03-18 10:39:00,MAN,129.972
299-W19-4,2022-03-18 10:41:00,MAN,126.68700000000001
299-E27-18,2022-03-18 10:42:00,MAN,121.51700000000001
299-W22-88,2022-03-18 10:45:00,MAN,129.30700000000002
699-40-62,2022-03-18 10:45:00,MAN,122.484
299-E33-37,2022-03-18 10:47:00,MAN,121.51799999999999
299-W15-50,2022-03-18 10:50:00,MAN,130.214
299-W22-87,2022-03-18 10:52:00,MAN,129.417
299-E33-12,2022-03-18 10:54:00,MAN,121.684
699-40-65,2022-03-18 10:54:00,MAN,126.54700000000001
299-W19-107,2022-03-18 10:54:00,MAN,126.73299999999999
299-E32-8,2022-03-18 10:59:00,MAN,121.51700000000001
299-W22-79,2022-03-18 11:00:00,MAN,129.22799999999998
699-44-64,2022-03-18 11:04:00,MAN,122.876
299-W19-34A,2022-03-18 11:05:00,MAN,128.135
299-E28-27,2022-03-18 11:06:00,MAN,121.507
299-W19-34B,2022-03-18 11:10:00,MAN,128.32299999999998
299-W19-36,2022-03-18 11:19:00,MAN,128.141
699-45-69C,2022-03-18 11:24:00,MAN,126.26899999999999
299-W19-43,2022-03-18 11:28:00,MAN,127.57
299-W19-126,2022-03-18 11:34:00,MAN,128.858
299-W19-115,2022-03-18 11:39:00,MAN,129.239
299-W19-123,2022-03-18 11:49:00,MAN,128.625
699-48-71,2022-03-18 11:53:00,MAN,127.535
299-W19-6,2022-03-18 12:03:00,MAN,130.526
699-43-69,2022-03-18 12:12:00,MAN,125.721
299-E25-237,2022-03-21 07:34:00,MAN,121.40899999999999
299-E25-41,2022-03-21 07:40:00,MAN,121.471
299-E24-33,2022-03-21 08:48:00,MAN,121.478
299-E17-13,2022-03-21 10:20:00,MAN,121.459
299-E25-40,2022-03-21 10:36:00,MAN,121.45299999999999
299-E24-24,2022-03-21 11:12:00,MAN,121.49700000000001
299-E25-36,2022-03-21 11:12:00,MAN,121.493
299-E17-21,2022-03-21 11:19:00,MAN,121.507
299-E24-18,2022-03-21 11:26:00,MAN,121.49
299-E26-14,2022-03-21 11:40:00,MAN,121.631
299-E26-77,2022-03-21 11:47:00,MAN,121.581
299-E26-79,2022-03-21 11:55:00,MAN,121.568
299-E26-15,2022-03-21 12:00:00,MAN,121.544
299-E26-81,2022-03-21 12:05:00,MAN,121.613
299-W18-40,2022-03-22 06:34:00,MAN,132.293
299-E33-265,2022-03-22 06:38:00,MAN,121.414
299-W19-41,2022-03-22 06:39:00,MAN,131.138
299-W19-44,2022-03-22 06:44:00,MAN,131.024
299-W19-12,2022-03-22 06:47:00,MAN,131.041
299-W19-45,2022-03-22 06:51:00,MAN,131.039
299-W19-42,2022-03-22 06:55:00,MAN,131.084
299-W19-47,2022-03-22 07:00:00,MAN,131.10299999999998
299-W18-260,2022-03-22 07:04:00,MAN,131.161
299-E33-12,2022-03-22 07:12:00,MAN,121.65799999999999
299-W23-20,2022-03-22 07:13:00,MAN,132.26
299-W23-21,2022-03-22 07:23:00,MAN,132.358
299-W23-236,2022-03-22 07:29:00,MAN,132.0
299-W22-80,2022-03-22 07:32:00,MAN,131.78799999999998
299-W22-116,2022-03-22 07:38:00,MAN,131.678
299-W22-113,2022-03-22 07:44:00,MAN,131.59
299-W22-85,2022-03-22 07:49:00,MAN,131.588
299-W22-115,2022-03-22 07:55:00,MAN,131.377
299-W22-84,2022-03-22 08:02:00,MAN,131.066
299-W11-42,2022-03-22 08:32:00,MAN,129.003
299-W11-39,2022-03-22 08:37:00,MAN,128.959
299-W10-24,2022-03-22 08:41:00,MAN,129.187
299-W11-48,2022-03-22 08:44:00,MAN,129.14700000000002
299-W10-23,2022-03-22 08:50:00,MAN,130.297
299-W10-1,2022-03-22 08:53:00,MAN,131.506
299-W10-28,2022-03-22 08:57:00,MAN,130.697
299-W10-33,2022-03-22 09:06:00,MAN,130.85299999999998
299-W11-41,2022-03-22 09:10:00,MAN,128.72299999999998
299-W11-47,2022-03-22 09:12:00,MAN,128.613
299-W11-40,2022-03-22 09:16:00,MAN,128.76
299-W10-27,2022-03-22 09:22:00,MAN,128.751
299-W10-26,2022-03-22 09:27:00,MAN,128.77100000000002
299-W14-11,2022-03-22 09:32:00,MAN,128.338
299-W14-15,2022-03-22 09:36:00,MAN,128.319
299-W14-14,2022-03-22 09:40:00,MAN,128.586
299-W14-19,2022-03-22 09:42:00,MAN,128.55100000000002
299-W15-763,2022-03-22 09:46:00,MAN,129.686
299-W22-93,2022-03-22 09:54:00,MAN,131.141
299-W22-123,2022-03-22 10:19:00,MAN,130.13299999999998
299-W26-15,2022-03-22 11:21:00,MAN,132.498
699-9-E2,2022-03-23 06:46:00,MAN,113.39299999999999
299-E33-339,2022-03-23 06:46:00,MAN,121.512
299-E33-49,2022-03-23 06:56:00,MAN,121.50200000000001
299-E33-334,2022-03-23 07:06:00,MAN,121.5
299-E33-42,2022-03-23 07:12:00,MAN,121.512
299-E33-31,2022-03-23 07:16:00,MAN,121.52600000000001
299-E33-38,2022-03-23 07:25:00,MAN,121.509
299-E33-340,2022-03-23 07:27:00,MAN,121.59100000000001
299-E33-50,2022-03-23 07:33:00,MAN,121.556
299-E33-14,2022-03-23 07:38:00,MAN,121.51299999999999
299-E33-41,2022-03-23 07:43:00,MAN,121.51
399-8-3,2022-03-23 07:53:00,MAN,105.46
299-E27-21,2022-03-23 07:53:00,MAN,121.51700000000001
299-E27-14,2022-03-23 08:00:00,MAN,121.521
299-E27-23,2022-03-23 08:06:00,MAN,121.508
299-E27-12,2022-03-23 08:14:00,MAN,121.51899999999999
299-E25-93,2022-03-23 08:23:00,MAN,121.505
299-E24-33,2022-03-23 08:35:00,MAN,121.521
299-E24-22,2022-03-23 08:42:00,MAN,121.522
299-E13-14,2022-03-23 08:54:00,MAN,121.595
699-34-51,2022-03-23 09:18:00,MAN,121.546
699-33-56,2022-03-23 09:28:00,MAN,121.741
699-30-57,2022-03-23 09:35:00,MAN,123.925
699-S11-E12AP,2022-03-23 09:37:00,MAN,117.46700000000001
699-29-55,2022-03-23 09:41:00,MAN,123.01100000000001
699-31-53B,2022-03-23 09:49:00,MAN,121.745
699-31-50,2022-03-23 10:15:00,MAN,121.572
699-25-55,2022-03-23 10:16:00,MAN,123.988
699-28-52A,2022-03-23 10:24:00,MAN,121.825
699-24-46,2022-03-23 10:26:00,MAN,121.86
699-34-41B,2022-03-23 10:43:00,MAN,121.446
699-32-43,2022-03-23 10:51:00,MAN,121.44
699-28-40,2022-03-23 11:06:00,MAN,121.44
699-28-40P,2022-03-23 11:08:00,MAN,123.131
699-28-40Q,2022-03-23 11:10:00,MAN,121.43799999999999
699-8-17,2022-03-23 11:22:00,MAN,120.303
699-19-43,2022-03-23 11:46:00,MAN,121.82700000000001
299-E33-343,2022-03-24 06:53:00,MAN,121.50200000000001
699-38-68A,2022-03-24 06:58:00,MAN,128.65
699-26-34B,2022-03-24 07:05:00,MAN,121.359
699-37-67,2022-03-24 07:06:00,MAN,128.589
699-26-35C,2022-03-24 07:14:00,MAN,121.34700000000001
699-37-66,2022-03-24 07:16:00,MAN,128.252
699-26-35A,2022-03-24 07:17:00,MAN,121.363
699-26-38,2022-03-24 07:21:00,MAN,121.368
699-36-66B,2022-03-24 07:22:00,MAN,128.55200000000002
699-24-35,2022-03-24 07:26:00,MAN,121.37100000000001
699-34-39A,2022-03-24 07:28:00,MAN,121.415
699-36-65,2022-03-24 07:28:00,MAN,128.124
699-24-36,2022-03-24 07:29:00,MAN,121.375
699-35-66A,2022-03-24 07:37:00,MAN,128.496
699-26-33A,2022-03-24 07:37:00,MAN,121.355
699-25-34F,2022-03-24 07:39:00,MAN,121.367
699-43-43B,2022-03-24 07:42:00,MAN,121.699
699-25-34B,2022-03-24 07:42:00,MAN,121.35600000000001
699-24-34E,2022-03-24 07:48:00,MAN,121.35700000000001
699-41-42,2022-03-24 07:49:00,MAN,122.015
699-24-34D,2022-03-24 07:55:00,MAN,121.361
699-41-40,2022-03-24 07:56:00,MAN,122.605
699-23-34A,2022-03-24 07:59:00,MAN,121.36399999999999
699-40-40A,2022-03-24 08:01:00,MAN,122.634
699-23-34B,2022-03-24 08:04:00,MAN,121.34899999999999
699-32-22B,2022-03-24 08:07:00,MAN,121.98700000000001
699-22-35,2022-03-24 08:08:00,MAN,121.351
699-42-39B,2022-03-24 08:09:00,MAN,122.919
699-32-22A,2022-03-24 08:10:00,MAN,120.691
699-24-33,2022-03-24 08:15:00,MAN,121.352
699-40-36,2022-03-24 08:21:00,MAN,123.274
699-31-31,2022-03-24 08:23:00,MAN,121.324
699-35-27,2022-03-24 08:24:00,MAN,126.484
699-31-31Q,2022-03-24 08:25:00,MAN,120.94200000000001
699-41-35,2022-03-24 08:29:00,MAN,123.391
699-41-23,2022-03-24 08:39:00,MAN,120.081
699-42-37,2022-03-24 08:39:00,MAN,123.25200000000001
699-19-58,2022-03-24 08:45:00,MAN,126.18799999999999
699-44-39B,2022-03-24 08:52:00,MAN,123.088
699-50-28B,2022-03-24 08:53:00,MAN,118.848
699-22-70P,2022-03-24 08:59:00,MAN,129.622
699-43-41G,2022-03-24 09:00:00,MAN,122.63600000000001
699-22-70Q,2022-03-24 09:01:00,MAN,129.786
699-49-32B,2022-03-24 09:05:00,MAN,123.195
699-45-42,2022-03-24 09:11:00,MAN,122.785
699-25-70,2022-03-24 09:15:00,MAN,129.69899999999998
699-27-68,2022-03-24 09:21:00,MAN,129.415
699-30-70,2022-03-24 09:31:00,MAN,129.931
699-51-75,2022-03-24 09:33:00,MAN,130.951
699-32-70B,2022-03-24 09:37:00,MAN,129.798
699-51-75P,2022-03-24 09:42:00,MAN,130.958
699-32-72B,2022-03-24 09:42:00,MAN,130.036
699-32-72A,2022-03-24 09:45:00,MAN,130.009
699-30-73,2022-03-24 09:53:00,MAN,130.265
699-48-77C,2022-03-24 09:55:00,MAN,132.98
299-W10-26,2022-03-24 09:58:00,MAN,128.759
699-47-35B,2022-03-24 10:02:00,MAN,123.242
699-47-35A,2022-03-24 10:04:00,MAN,123.256
699-26-83BP,2022-03-24 10:07:00,MAN,121.853
699-26-83BQ,2022-03-24 10:10:00,MAN,122.11
699-50-74,2022-03-24 10:12:00,MAN,130.083
699-26-83BR,2022-03-24 10:13:00,MAN,120.521
699-46-21B,2022-03-24 10:24:00,MAN,118.257
699-55-60A,2022-03-24 10:26:00,MAN,121.535
699-34-88,2022-03-24 10:27:00,MAN,138.308
699-44-16,2022-03-24 10:35:00,MAN,117.758
699-52-55,2022-03-24 10:39:00,MAN,121.56700000000001
699-43-89,2022-03-24 10:43:00,MAN,137.144
699-55-55,2022-03-24 10:49:00,MAN,121.51799999999999
699-21-17,2022-03-24 10:53:00,MAN,120.32
699-43-91AP,2022-03-24 10:57:00,MAN,131.132
699-57-59,2022-03-24 11:03:00,MAN,121.51
699-26-15A,2022-03-24 11:08:00,MAN,120.162
699-26-15C,2022-03-24 11:09:00,MAN,119.90799999999999
699-47-80AP,2022-03-24 11:10:00,MAN,128.634
699-60-60,2022-03-24 11:11:00,MAN,121.507
699-47-80AQ,2022-03-24 11:14:00,MAN,133.208
699-38-15,2022-03-24 11:17:00,MAN,118.74700000000001
699-61-62,2022-03-24 11:19:00,MAN,121.536
699-61-66,2022-03-24 11:29:00,MAN,121.572
699-65-72,2022-03-24 11:41:00,MAN,121.713
699-67-51,2022-03-24 11:52:00,MAN,121.285
699-66-64,2022-03-24 11:52:00,MAN,121.542
699-67-51Q,2022-03-24 11:54:00,MAN,121.29799999999999
699-67-51P,2022-03-24 11:55:00,MAN,121.12899999999999
699-64-62,2022-03-24 12:02:00,MAN,121.531
699-65-50,2022-03-24 12:05:00,MAN,121.274
699-63-55,2022-03-24 12:12:00,MAN,121.44
699-61-57,2022-03-24 12:21:00,MAN,121.126
699-42-40A,2022-03-24 12:23:00,MAN,122.931
699-63-58,2022-03-24 12:26:00,MAN,121.465
699-42-40C,2022-03-24 12:29:00,MAN,122.66799999999999
699-65-59A,2022-03-24 12:31:00,MAN,121.49700000000001
699-42-40B,2022-03-24 12:32:00,MAN,122.905
699-46-32,2022-03-24 13:38:00,MAN,123.189
699-50-59,2022-03-28 07:09:00,MAN,121.52
699-51-63,2022-03-28 07:26:00,MAN,122.321
699-55-70,2022-03-28 07:43:00,MAN,127.87899999999999
699-55-70P,2022-03-28 07:46:00,MAN,127.867
699-13-1A,2022-03-28 07:54:00,MAN,116.274
699-55-76,2022-03-28 08:05:00,MAN,130.649
699-50-85,2022-03-28 08:18:00,MAN,134.826
699-48-96,2022-03-28 08:39:00,MAN,139.04399999999998
699-55-95,2022-03-28 09:03:00,MAN,137.787
699-55-95P,2022-03-28 09:06:00,MAN,129.07399999999998
699-55-95Q,2022-03-28 09:11:00,MAN,132.247
699-56-53,2022-03-28 09:46:00,MAN,121.62100000000001
699-55-89,2022-03-28 09:52:00,MAN,132.113
299-W15-50,2022-03-28 09:53:00,MAN,130.12
699-55-50C,2022-03-28 09:56:00,MAN,121.54799999999999
699-54-49,2022-03-28 10:02:00,MAN,121.551
699-57-83A,2022-03-28 10:09:00,MAN,129.778
699-53-50,2022-03-28 10:12:00,MAN,121.994
699-52-48,2022-03-28 10:19:00,MAN,122.195
699-59-80B,2022-03-28 10:25:00,MAN,131.42600000000002
699-52-46A,2022-03-28 10:28:00,MAN,122.65100000000001
699-51-46,2022-03-28 10:34:00,MAN,122.355
699-50-45,2022-03-28 10:38:00,MAN,122.60799999999999
699-50-42,2022-03-28 10:45:00,MAN,122.87299999999999
699-50-42P,2022-03-28 10:49:00,MAN,122.874
699-49-79,2022-03-28 10:51:00,MAN,134.192
699-55-57,2022-03-28 11:20:00,MAN,121.536
699-56-43,2022-03-28 11:26:00,MAN,122.814
699-54-57,2022-03-28 11:29:00,MAN,121.552
299-E27-25,2022-03-28 11:41:00,MAN,121.353
699-52-55B,2022-03-28 11:41:00,MAN,121.586
699-54-34,2022-03-28 11:54:00,MAN,123.35
699-59-58,2022-03-28 11:59:00,MAN,121.53299999999999
699-53-35,2022-03-28 12:00:00,MAN,122.943
699-51-36A,2022-03-28 12:18:00,MAN,123.204
699-51-36B,2022-03-28 12:21:00,MAN,123.759
699-61-55B,2022-03-28 12:23:00,MAN,123.26700000000001
699-60-57,2022-03-28 12:34:00,MAN,121.53299999999999
699-48-50B,2022-03-28 12:47:00,MAN,121.485
699-21-6,2022-03-28 12:51:00,MAN,117.816
699-50-53B,2022-03-28 12:57:00,MAN,121.666
699-50-48B,2022-03-28 13:08:00,MAN,122.193
699-14-E6S,2022-03-28 13:17:00,MAN,111.493
699-52-52,2022-03-28 13:22:00,MAN,122.509
699-9-E2,2022-03-28 13:33:00,MAN,113.382
699-47-50,2022-03-28 13:40:00,MAN,121.954
699-S6-E4K,2022-03-28 13:44:00,MAN,113.31299999999999
699-48-50,2022-03-28 13:45:00,MAN,121.965
699-2-3,2022-03-28 13:52:00,MAN,117.60700000000001
699-2-7,2022-03-28 13:59:00,MAN,118.506
699-15-15A,2022-03-28 14:12:00,MAN,120.21
699-25-34D,2022-03-29 06:36:00,MAN,121.35700000000001
699-17-47,2022-03-29 06:52:00,MAN,127.47
699-11-45A,2022-03-29 07:16:00,MAN,125.829
699-S31-1P,2022-03-29 07:28:00,MAN,114.27
699-S31-1,2022-03-29 07:30:00,MAN,117.12799999999999
699-20-20,2022-03-29 08:00:00,MAN,120.79799999999999
699-8-17,2022-03-29 08:12:00,MAN,120.291
699-14-38,2022-03-29 08:39:00,MAN,123.26
699-14-38P,2022-03-29 08:44:00,MAN,124.56
699-14-38Q,2022-03-29 08:47:00,MAN,123.35799999999999
699-8-25,2022-03-29 09:13:00,MAN,120.65899999999999
699-S33-2A,2022-03-29 09:31:00,MAN,117.23299999999999
699-8-32,2022-03-29 09:33:00,MAN,121.165
699-S34-4A,2022-03-29 09:45:00,MAN,117.619
699-2-33A,2022-03-29 09:54:00,MAN,123.524
699-2-33BP,2022-03-29 10:03:00,MAN,123.75399999999999
699-2-33BQ,2022-03-29 10:07:00,MAN,124.353
699-S24-19P,2022-03-29 10:20:00,MAN,122.443
699-S24-19Q,2022-03-29 10:22:00,MAN,122.44200000000001
699-S12-29,2022-03-29 11:01:00,MAN,123.314
699-S12-29P,2022-03-29 11:14:00,MAN,122.495
699-S12-29Q,2022-03-29 11:18:00,MAN,122.67200000000001
699-S16-24,2022-03-29 11:42:00,MAN,121.23299999999999
699-S14-20A,2022-03-29 11:52:00,MAN,122.493
699-S8-19,2022-03-29 13:02:00,MAN,120.441
699-S3-25,2022-03-29 13:13:00,MAN,120.899
699-1-18,2022-03-29 13:27:00,MAN,120.307
699-13-64,2022-03-30 07:15:00,MAN,132.1
699-17-70,2022-03-30 08:22:00,MAN,145.869
699-26-89,2022-03-30 08:32:00,MAN,140.078
699-19-88,2022-03-30 08:53:00,MAN,157.231
699-43-104,2022-03-30 09:13:00,MAN,143.94299999999998
699-36-93,2022-03-30 10:02:00,MAN,139.05
699-69-45O,2022-03-30 10:23:00,MAN,121.337
699-69-45P,2022-03-30 10:26:00,MAN,120.01899999999999
699-69-45Q,2022-03-30 10:27:00,MAN,119.46600000000001
699-69-45R,2022-03-30 10:29:00,MAN,121.15899999999999
699-20-39,2022-03-30 10:59:00,MAN,121.42299999999999
699-20-39P,2022-03-30 11:02:00,MAN,124.59100000000001
699-10-54A,2022-03-30 11:18:00,MAN,126.154
299-E28-30,2022-03-31 06:45:00,MAN,121.354
299-E17-9,2022-03-31 07:17:00,MAN,121.602
299-E25-32P,2022-03-31 07:20:00,MAN,121.491
299-E25-25,2022-03-31 07:27:00,MAN,121.499
699-49-100C,2022-03-31 08:00:00,MAN,140.79399999999998
299-W11-33Q,2022-03-31 08:05:00,MAN,128.275
699-21-6,2022-03-31 09:20:00,MAN,117.81200000000001
199-K-11,2022-03-31 09:33:00,MAN,119.70100000000001
199-K-239,2022-03-31 09:38:00,MAN,119.538
199-K-110A,2022-03-31 09:47:00,MAN,120.154
299-W19-41,2022-04-05 06:47:00,MAN,131.07399999999998
299-W10-31,2022-04-05 06:59:00,MAN,135.129
199-K-236,2022-04-05 07:06:00,MAN,120.88600000000001
299-W19-44,2022-04-05 07:31:00,MAN,130.96200000000002
299-W10-30,2022-04-05 08:14:00,MAN,135.855
299-W19-45,2022-04-05 08:20:00,MAN,130.965
199-K-205,2022-04-05 08:56:00,MAN,120.821
299-W10-29,2022-04-05 09:14:00,MAN,135.815
299-W19-42,2022-04-05 09:39:00,MAN,130.99
299-W9-2,2022-04-05 10:19:00,MAN,136.186
299-W18-260,2022-04-06 06:36:00,MAN,130.895
299-W13-1,2022-04-06 06:37:00,MAN,123.07
299-E25-17,2022-04-06 06:46:00,MAN,121.459
199-K-174,2022-04-06 06:55:00,MAN,120.617
299-W6-17,2022-04-06 07:13:00,MAN,127.493
299-E25-19,2022-04-06 07:29:00,MAN,121.46799999999999
299-W19-47,2022-04-06 07:36:00,MAN,130.914
199-K-235,2022-04-06 07:38:00,MAN,120.84700000000001
299-W6-6,2022-04-06 07:46:00,MAN,130.421
299-W18-40,2022-04-06 08:47:00,MAN,132.136
399-4-16,2022-04-06 08:54:00,MAN,105.15899999999999
299-E25-95,2022-04-06 08:58:00,MAN,121.455
199-K-223,2022-04-06 09:17:00,MAN,120.637
399-4-15,2022-04-06 09:37:00,MAN,105.15100000000001
299-E25-20,2022-04-06 09:41:00,MAN,121.374
199-K-206,2022-04-06 09:56:00,MAN,120.73200000000001
699-48-77C,2022-04-06 10:21:00,MAN,132.921
299-W6-3,2022-04-06 11:14:00,MAN,129.816
299-E25-35,2022-04-07 06:41:00,MAN,121.49
199-K-208,2022-04-07 07:05:00,MAN,119.491
299-E25-47,2022-04-07 07:35:00,MAN,121.486
199-K-175,2022-04-07 07:40:00,MAN,120.89399999999999
199-K-224,2022-04-07 08:27:00,MAN,120.405
299-E25-22,2022-04-07 08:32:00,MAN,121.346
299-E33-283,2022-04-07 09:12:00,MAN,121.501
299-E25-18,2022-04-07 09:16:00,MAN,121.48299999999999
299-E28-35,2022-04-07 10:36:00,MAN,121.491
199-K-229,2022-04-07 10:45:00,MAN,120.311
699-25-34E,2022-04-11 07:22:00,MAN,121.35700000000001
699-26-35A,2022-04-11 07:38:00,MAN,121.359
699-24-34E,2022-04-11 08:01:00,MAN,121.346
699-25-34B,2022-04-11 08:09:00,MAN,121.353
699-26-38,2022-04-11 08:23:00,MAN,121.37
699-24-34D,2022-04-11 08:36:00,MAN,121.351
699-25-34F,2022-04-11 09:00:00,MAN,121.36399999999999
299-E13-14,2022-04-11 09:05:00,MAN,121.713
699-23-34B,2022-04-11 09:09:00,MAN,121.348
699-24-36,2022-04-11 09:34:00,MAN,121.37899999999999
299-E25-19,2022-04-11 09:58:00,MAN,121.574
699-22-35,2022-04-11 09:58:00,MAN,121.345
699-26-34A,2022-04-11 10:07:00,MAN,121.35600000000001
699-26-33A,2022-04-11 10:19:00,MAN,121.355
299-E25-24,2022-04-11 11:02:00,MAN,121.529
299-E13-18,2022-04-11 12:31:00,MAN,121.689
299-E16-2,2022-04-12 06:51:00,MAN,121.344
299-W14-18,2022-04-12 06:57:00,MAN,127.655
699-26-34B,2022-04-12 07:15:00,MAN,121.348
299-W10-26,2022-04-12 07:35:00,MAN,128.444
299-W18-21,2022-04-12 08:17:00,MAN,136.664
699-25-34D,2022-04-12 08:24:00,MAN,121.34700000000001
299-W18-22,2022-04-12 08:40:00,MAN,135.90200000000002
299-E26-12,2022-04-12 08:50:00,MAN,121.613
699-42-40A,2022-04-12 09:25:00,MAN,122.90299999999999
299-E17-3,2022-04-12 09:50:00,MAN,121.446
699-41-23,2022-04-12 11:28:00,MAN,120.09
699-47-55,2022-04-13 06:36:00,MAN,121.51100000000001
299-W19-12,2022-04-13 06:55:00,MAN,130.961
699-95-48B,2022-04-13 07:00:00,MAN,117.50299999999999
699-50-28B,2022-04-13 07:29:00,MAN,118.84700000000001
699-95-48C,2022-04-13 07:41:00,MAN,117.473
699-53-47B,2022-04-13 07:57:00,MAN,122.50200000000001
699-97-47D,2022-04-13 08:31:00,MAN,117.303
299-W15-17,2022-04-13 08:35:00,MAN,134.554
199-H3-30,2022-04-13 09:19:00,MAN,114.794
699-96-42B,2022-04-13 10:07:00,MAN,115.47
699-53-55A,2022-04-13 10:11:00,MAN,121.56700000000001
299-W15-94,2022-04-13 10:54:00,MAN,134.554
299-W15-152,2022-04-13 11:53:00,MAN,134.501
699-37-47A,2022-04-14 06:46:00,MAN,121.478
699-31-50,2022-04-14 06:53:00,MAN,121.564
699-48-77C,2022-04-14 07:06:00,MAN,133.02100000000002
699-66-103,2022-04-14 07:30:00,MAN,122.33200000000001
699-32-62,2022-04-14 07:51:00,MAN,127.124
199-B5-8,2022-04-14 07:51:00,MAN,121.75
699-67-86,2022-04-14 07:56:00,MAN,121.831
199-B8-6,2022-04-14 08:05:00,MAN,121.78
699-65-72,2022-04-14 08:17:00,MAN,121.689
699-61-66,2022-04-14 08:24:00,MAN,121.587
699-66-64,2022-04-14 08:32:00,MAN,121.55
699-64-62,2022-04-14 08:37:00,MAN,121.54
699-43-41F,2022-04-14 08:38:00,MAN,122.91
699-61-62,2022-04-14 08:43:00,MAN,121.544
699-60-60,2022-04-14 08:48:00,MAN,121.529
699-65-59A,2022-04-14 08:55:00,MAN,121.51
699-43-41G,2022-04-14 09:01:00,MAN,122.662
699-63-58,2022-04-14 09:02:00,MAN,121.476
699-60-57,2022-04-14 09:08:00,MAN,121.536
699-32-70B,2022-04-14 09:12:00,MAN,129.841
699-59-58,2022-04-14 09:13:00,MAN,121.53399999999999
