"NAME"|"WELL_ID"|"TYPE"|"STATUS"|"TD"|"BOH"|"ZCOORDS"|"YCOORDS"|"XCOORDS"|"OU"
"299-W18-52"|"A7535"|"VADOSE WELL"|"IN-USE"|150.000||203.846|135123.287|566799.854|"200-UP-1"
"299-W18-53"|"A7536"|"VADOSE WELL"|"IN-USE"|150.000||203.637|135084.512|566759.322|"200-UP-1"
"299-W18-54"|"A7537"|"VADOSE WELL"|"IN-USE"|150.000||203.753|135054.063|566799.975|"200-UP-1"
"299-W18-55"|"A7538"|"VADOSE WELL"|"IN-USE"|150.000||203.601|135023.328|566759.418|"200-UP-1"
"299-W18-56"|"A7539"|"VADOSE WELL"|"DECOMMISSIONED-V"|150.000||205.468|135439.422|566543.288|"200-Z-1"
"299-W18-57"|"A7540"|"VADOSE WELL"|"DECOMMISSIONED-V"|150.000||205.569|135441.881|566551.814|"200-Z-1"
"299-W18-58"|"A7541"|"VADOSE WELL"|"DECOMMISSIONED-V"|150.000||204.874|135396.732|566532.425|"200-Z-1"
"299-W18-59"|"A7542"|"VADOSE WELL"|"DECOMMISSIONED-V"|150.000||205.242|135396.808|566562.593|"200-Z-1"
"299-W18-6"|"A7523"|"GROUNDWATER WELL"|"CANDIDATE FOR DECOMMISSIONING"|300.000||208.123|135412.825|566513.075|"200-Z-1"
"299-W18-60"|"A7543"|"VADOSE WELL"|"DECOMMISSIONED-V"|150.000||207.373|135476.905|566543.498|"200-Z-1"
"299-W18-61"|"A7544"|"VADOSE WELL"|"DECOMMISSIONED-V"|150.000||207.318|135476.924|566551.116|"200-Z-1"
"299-W18-62"|"A7545"|"VADOSE WELL"|"DECOMMISSIONED-V"|151.000||207.214|135468.982|566543.518|"200-Z-1"
"299-W18-63"|"A7546"|"VADOSE WELL"|"DECOMMISSIONED-V"|150.000||207.221|135469.001|566551.136|"200-Z-1"
"299-W18-64"|"A7547"|"VADOSE WELL"|"DECOMMISSIONED-V"|150.000||207.211|135461.363|566543.537|"200-Z-1"
"299-W18-65"|"A7548"|"VADOSE WELL"|"CANDIDATE FOR DECOMMISSIONING"|150.000|138.700|207.720|135461.157|566550.687|"200-Z-1"
"299-W18-66"|"A7549"|"VADOSE WELL"|"DECOMMISSIONED-V"|150.000||205.011|135366.906|566547.736|"200-Z-1"
"299-W18-67"|"A7550"|"VADOSE WELL"|"DECOMMISSIONED-V"|47.000||207.990|135462.663|566571.123|"200-Z-1"
"299-W18-68"|"A7551"|"VADOSE WELL"|"DECOMMISSIONED-V"|46.000||208.000|135454.169|566579.852|"200-Z-1"
"299-W18-69"|"A7552"|"VADOSE WELL"|"IN-USE"|50.000||209.194|135453.431|566352.299|"200-Z-1"
"299-W18-7"|"A7524"|"GROUNDWATER WELL"|"CANDIDATE FOR DECOMMISSIONING"|300.000||207.816|135409.803|566580.971|"200-Z-1"
"299-W18-70"|"A7553"|"VADOSE WELL"|"DECOMMISSIONED-V"|20.000||208.709|135467.295|566362.921|"200-Z-1"
"299-W18-71"|"A7554"|"VADOSE WELL"|"DECOMMISSIONED-V"|20.000||208.882|135452.728|566362.055|"200-Z-1"
"299-W18-72"|"A7555"|"VADOSE WELL"|"DECOMMISSIONED-V"|26.000||209.128|135437.805|566362.123|"200-Z-1"
"299-W18-73"|"A7556"|"VADOSE WELL"|"DECOMMISSIONED-V"|25.000||209.174|135408.186|566363.127|"200-Z-1"
"299-W18-74"|"A7557"|"VADOSE WELL"|"DECOMMISSIONED-V"|25.000||209.003|135380.758|566366.065|"200-Z-1"
"299-W18-75"|"A7558"|"VADOSE WELL"|"CANDIDATE FOR DECOMMISSIONING"|21.000||208.920|135460.037|566361.333|"200-Z-1"
"299-W18-76"|"A7559"|"VADOSE WELL"|"DECOMMISSIONED-V"|19.500|19.600|205.655|135441.910|566544.323|"200-Z-1"
"299-W18-77"|"A7560"|"VADOSE WELL"|"DECOMMISSIONED-V"|25.000|25.000|205.369|135431.162|566544.972|"200-Z-1"
"299-W18-78"|"A7561"|"VADOSE WELL"|"DECOMMISSIONED-V"|17.000||205.605|135441.801|566548.713|"200-Z-1"
"299-W18-79"|"A7562"|"VADOSE WELL"|"DECOMMISSIONED-V"|23.000||205.370|135431.644|566549.436|"200-Z-1"
"299-W18-8"|"A7525"|"UNCLASSIFIED"|"DECOMMISSIONED-V"|212.000|48.500|208.931|135447.010|566359.310|"200-Z-1"
"299-W18-80"|"A7563"|"VADOSE WELL"|"DECOMMISSIONED-V"|21.500||205.265|135425.927|566548.767|"200-Z-1"
"299-W18-81"|"A7564"|"VADOSE WELL"|"DECOMMISSIONED-V"|41.000||206.199|135434.168|566546.238|"200-Z-1"
"299-W18-82"|"A7565"|"VADOSE WELL"|"DECOMMISSIONED-V"|||209.579|135216.029|566395.551|"200-Z-1"
"299-W18-83"|"A7566"|"VADOSE WELL"|"DECOMMISSIONED-V"|||209.673|135166.635|566353.348|"200-Z-1"
"299-W18-84"|"A7567"|"VADOSE WELL"|"DECOMMISSIONED-V"|150.000||210.919|135117.804|566308.995|"200-UP-1"
"299-W18-85"|"A7568"|"VADOSE WELL"|"IN-USE"|150.000||208.284|135343.986|566512.133|"200-Z-1"
"299-W18-86"|"A7569"|"VADOSE WELL"|"DECOMMISSIONED-V"|150.000|150.600|209.420|135379.643|566504.409|"200-Z-1"
"299-W18-87"|"A7570"|"VADOSE WELL"|"CANDIDATE FOR DECOMMISSIONING"|150.000|151.300|207.520|135341.157|566546.827|"200-Z-1"
"299-W18-88"|"A7571"|"VADOSE WELL"|"DECOMMISSIONED-V"|150.000|149.000|208.289|135438.239|566598.682|"200-Z-1"
"299-W18-89"|"A7572"|"VADOSE WELL"|"CANDIDATE FOR DECOMMISSIONING"|150.000|146.000|208.762|135456.982|566501.077|"200-Z-1"
"299-W18-9"|"A7526"|"GROUNDWATER WELL"|"CANDIDATE FOR DECOMMISSIONING"|220.000||209.111|135302.121|566472.961|"200-Z-1"
"299-W18-90"|"A7573"|"VADOSE WELL"|"IN-USE"|100.000||203.590|134999.430|566774.039|"200-UP-1"
"299-W18-91"|"A7574"|"VADOSE WELL"|"IN-USE"|100.000||203.511|135018.776|566769.190|"200-UP-1"
"299-W18-92"|"A7575"|"VADOSE WELL"|"IN-USE"|100.000||203.794|134998.984|566786.265|"200-UP-1"
"299-W18-93"|"A7576"|"VADOSE WELL"|"CANDIDATE FOR DECOMMISSIONING"|140.000|139.800|209.349|135269.393|566454.950|"200-Z-1"
"299-W18-94"|"A7577"|"VADOSE WELL"|"CANDIDATE FOR DECOMMISSIONING"|80.000|85.000|209.088|135244.013|566462.690|"200-Z-1"
"299-W18-95"|"A7578"|"VADOSE WELL"|"DECOMMISSIONED-V"|80.000|75.000|209.429|135244.988|566435.266|"200-Z-1"
"299-W18-96"|"A7579"|"VADOSE WELL"|"CANDIDATE FOR DECOMMISSIONING"|80.000||209.060|135293.826|566435.228|"200-Z-1"
"299-W18-97"|"A7580"|"VADOSE WELL"|"CANDIDATE FOR DECOMMISSIONING"|85.000|84.000|207.910|135269.500|566490.250|"200-Z-1"
"299-W18-98"|"A7581"|"VADOSE WELL"|"CANDIDATE FOR DECOMMISSIONING"|80.000|75.000|209.118|135328.927|566462.509|"200-Z-1"
"299-W18-99"|"A7582"|"VADOSE WELL"|"CANDIDATE FOR DECOMMISSIONING"|135.000|129.500|208.908|135331.723|566496.307|"200-Z-1"
"299-W19-1"|"A4944"|"PIEZOMETER HOST"|"DECOMMISSIONED-V"|301.000|213.100|206.392|134925.623|566886.932|"200-UP-1"
"299-W19-10"|"A7738"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|573.000|398.680|209.351|134800.753|567036.972|"200-UP-1"
"299-W19-100"|"A9869"|"UNCLASSIFIED"|"DECOMMISSIONED-V"|8.500||119.800|||
"299-W19-101"|"C4966"|"GROUNDWATER WELL"|"IN-USE"|380.000||214.201|135014.070|567939.140|"200-UP-1"
"299-W19-102"|"A9870"|"UNCLASSIFIED"|"DECOMMISSIONED-V"|10.000|||134769.900|567618.900|"200-UP-1"
"299-W19-103"|"A9871"|"UNCLASSIFIED"|"DECOMMISSIONED-V"|10.000|||134744.000|567618.000|"200-UP-1"
"299-W19-104"|"C4967"|"UNCLASSIFIED"|"DECOMMISSIONED-V"|315.000||216.500|135206.880|568007.740|"200-UP-1"
"299-W19-105"|"C4968"|"GROUNDWATER WELL"|"IN-USE"|378.990||212.955|134745.440|567565.150|"200-UP-1"
"299-W19-106"|"A9872"|"UNCLASSIFIED"|"DECOMMISSIONED-V"|8.500|||134908.482|567617.249|"200-UP-1"
"299-W19-107"|"C5193"|"GROUNDWATER WELL"|"IN-USE"|429.000||217.419|135205.660|567997.870|"200-UP-1"
"299-W19-108"|"C7894"|"CANCELLED SITE"|"DRILLING CANCELLED"|||212.360|134690.010|567630.860|"200-UP-1"
"299-W19-109"|"C7895"|"CANCELLED SITE"|"DRILLING CANCELLED"|||212.110|134709.480|567663.870|"200-UP-1"
"299-W19-11"|"A7739"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|251.000|244.400|213.151|135001.502|567276.810|"200-UP-1"
"299-W19-110"|"B8560"|"UNCLASSIFIED"|"DECOMMISSIONED-V"|101.240|||||
"299-W19-111"|"C8718"|"GROUNDWATER WELL"|"IN-USE"|448.500|419.750|215.071|135547.020|567313.040|"200-UP-1"
"299-W19-112"|"C8926"|"PROPOSED SITE"|"AWAITING DRILLING"||||||
"299-W19-113"|"C8927"|"GROUNDWATER WELL"|"IN-USE"|370.180|368.500|215.280|135008.200|567689.620|"200-UP-1"
"299-W19-114"|"C8928"|"GROUNDWATER WELL"|"IN-USE"|391.000||214.417|135013.210|567901.890|"200-UP-1"
"299-W19-115"|"C9414"|"GROUNDWATER WELL"|"IN-USE"|362.600||214.103|135011.960|567371.990|"200-UP-1"
"299-W19-116"|"C9412"|"GROUNDWATER WELL"|"IN-USE"|452.800||218.539|135090.160|568510.190|"200-UP-1"
"299-W19-117"|"C9524"|"CANCELLED SITE"|"DRILLING CANCELLED"|||212.000|134989.050|567251.810|"200-UP-1"
"299-W19-118"|"C9525"|"CANCELLED SITE"|"DRILLING CANCELLED"|||212.000|134989.050|567254.810|"200-UP-1"
"299-W19-119"|"C9526"|"CANCELLED SITE"|"DRILLING CANCELLED"|||212.000|134989.050|567256.810|"200-UP-1"
"299-W19-12"|"A4945"|"GROUNDWATER WELL"|"IN-USE"|250.000||206.232|135059.446|566897.131|"200-UP-1"
"299-W19-120"|"C9527"|"CANCELLED SITE"|"DRILLING CANCELLED"|||212.000|134989.050|567259.810|"200-UP-1"
"299-W19-121"|"C9528"|"CANCELLED SITE"|"DRILLING CANCELLED"|||212.000|134986.050|567254.810|"200-UP-1"
"299-W19-122"|"C9529"|"CANCELLED SITE"|"DRILLING CANCELLED"|||212.000|134983.040|567254.810|"200-UP-1"
"299-W19-123"|"C9567"|"GROUNDWATER WELL"|"IN-USE"|457.000||215.190|134988.140|567511.710|"200-UP-1"
"299-W19-124"|"C9568"|"PROPOSED SITE"|"AWAITING DRILLING"|||212.800|134870.250|567464.320|"200-UP-1"
"299-W19-125"|"C9594"|"GROUNDWATER WELL"|"IN-USE"|437.330||216.319|135090.850|567720.140|"200-UP-1"
"299-W19-126"|"C9604"|"GROUNDWATER WELL"|"IN-USE"|450.580||215.166|135101.200|567397.260|"200-UP-1"
"299-W19-127"|"C9605"|"GROUNDWATER WELL"|"IN-USE"|446.500||210.000|135110.740|567036.510|"200-UP-1"
"299-W19-128"|"C9606"|"PROPOSED SITE"|"AWAITING DRILLING"|||209.000|135254.860|567002.540|"200-UP-1"
"299-W19-129"|"C9760"|"PROPOSED SITE"|"AWAITING DRILLING"||||||
"299-W19-13"|"A7740"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|250.000||212.966|134897.262|567288.870|"200-UP-1"
"299-W19-130"|"C9819"|"PROPOSED SITE"|"AWAITING DRILLING"||||||
"299-W19-131"|"C9954"|"GROUNDWATER WELL"|"IN-USE"|428.640||213.769|135008.140|568060.130|"200-UP-1"
"299-W19-132"|"C9980"|"GROUNDWATER WELL"|"IN-USE"|464.100||213.048|134691.910|567646.100|"200-UP-1"
"299-W19-133"|"D0081"|"PROPOSED SITE"|"AWAITING DRILLING"|||217.600|135350.000|567849.000|"200-UP-1"
"299-W19-134"|"D0269"|"PROPOSED SITE"|"AWAITING DRILLING"|||214.800|135018.000|567630.000|"200-UP-1"
"299-W19-135"|"D0270"|"PROPOSED SITE"|"AWAITING DRILLING"|||214.900|135007.000|567602.000|"200-UP-1"
"299-W19-136"|"D0271"|"PROPOSED SITE"|"AWAITING DRILLING"|||214.200|135004.000|567704.000|"200-UP-1"
"299-W19-14"|"A4946"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|250.000|249.900|212.394|134831.142|567267.985|"200-UP-1"
"299-W19-15"|"A4947"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|285.000|280.500|212.410|134975.778|567254.252|"200-UP-1"
"299-W19-16"|"A7741"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|285.000||212.915|135029.208|567270.681|"200-UP-1"
"299-W19-17"|"A7742"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|358.000|304.250|214.038|135012.400|567287.534|"200-UP-1"
"299-W19-18"|"A7743"|"GROUNDWATER WELL"|"IN-USE"|362.000||213.983|135012.357|567360.647|"200-UP-1"
"299-W19-19"|"A7744"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|257.000|250.800|212.901|134914.447|567826.905|"200-UP-1"
"299-W19-1O"|"A9556"|"HOSTED PIEZOMETER"|"DECOMMISSIONED-V"|301.000||206.513|134925.623|566886.932|"200-UP-1"
"299-W19-1P"|"A9557"|"HOSTED PIEZOMETER"|"DECOMMISSIONED-V"|301.000||206.519|134925.623|566886.932|"200-UP-1"
"299-W19-2"|"A4948"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|300.000||212.543|134694.649|567646.642|"200-UP-1"
"299-W19-20"|"A4949"|"GROUNDWATER WELL"|"IN-USE"|252.000|253.400|211.717|134901.071|567873.965|"200-UP-1"
"299-W19-21"|"A4950"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|226.000|227.780|207.919|134879.771|566953.376|"200-UP-1"
"299-W19-22"|"A4951"|"UNCLASSIFIED"|"CANDIDATE FOR DECOMMISSIONING"|142.000|134.800|210.773|134930.710|567098.560|"200-UP-1"
"299-W19-23"|"A7745"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|255.000|255.600|213.980|134893.051|567771.600|"200-UP-1"
"299-W19-24"|"A4952"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|255.000|253.400|213.496|134927.743|567771.555|"200-UP-1"
"299-W19-25"|"A7746"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|248.000|245.800|211.878|134916.359|567874.660|"200-UP-1"
"299-W19-26"|"A7747"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|250.000|251.200|212.500|134894.720|567845.484|"200-UP-1"
"299-W19-27"|"A4953"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|230.000|223.300|209.481|134930.575|567014.387|"200-UP-1"
"299-W19-28"|"A4954"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|255.000|258.000|215.388|134991.193|567589.789|"200-UP-1"
"299-W19-29"|"A4955"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|256.000|258.900|215.023|134999.512|567664.106|"200-UP-1"
"299-W19-3"|"A7733"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|301.000|254.400|213.667|134989.178|567311.104|"200-UP-1"
"299-W19-30"|"A7748"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|256.000|257.300|214.279|134924.475|567665.887|"200-UP-1"
"299-W19-31"|"A4956"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|225.300|226.400|206.559|135127.480|566897.000|"200-UP-1"
"299-W19-32"|"A4957"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|223.100|225.900|206.776|135009.290|566896.550|"200-UP-1"
"299-W19-33"|"A9915"|"UNCLASSIFIED"|"DRILLING CANCELLED"||||||
"299-W19-34A"|"A9517"|"GROUNDWATER WELL"|"IN-USE"|345.000||215.331|135012.246|567673.637|"200-UP-1"
"299-W19-34B"|"A9513"|"GROUNDWATER WELL"|"IN-USE"|556.500||215.475|135010.654|567662.876|"200-UP-1"
"299-W19-34C"|"A9514"|"UNCLASSIFIED"|"DECOMMISSIONED-V"||||||
"299-W19-35"|"A9515"|"GROUNDWATER WELL"|"IN-USE"|273.800||213.630|135015.156|567992.099|"200-UP-1"
"299-W19-36"|"B2461"|"GROUNDWATER WELL"|"IN-USE"|295.000||215.408|135017.052|567634.738|"200-UP-1"
"299-W19-37"|"B2465"|"GROUNDWATER WELL"|"IN-USE"|267.000|267.100|214.581|134950.349|567723.846|"200-UP-1"
"299-W19-38"|"B2463"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|259.300|258.400|214.362|134849.143|567780.979|"200-UP-1"
"299-W19-39"|"B2460"|"GROUNDWATER WELL"|"IN-USE"|287.500||211.390|134886.740|567901.739|"200-UP-1"
"299-W19-4"|"A4958"|"INDEPENDENT PIEZOMETER"|"IN-USE"|550.000||219.023|135350.792|567949.931|"200-UP-1"
"299-W19-40"|"B2464"|"GROUNDWATER WELL"|"IN-USE"|253.500|252.400|210.849|134847.384|567973.864|"200-UP-1"
"299-W19-41"|"B8551"|"GROUNDWATER WELL"|"IN-USE"|264.500||206.531|135004.510|566896.532|"200-UP-1"
"299-W19-42"|"B8553"|"GROUNDWATER WELL"|"IN-USE"|265.200||206.242|135122.901|566896.812|"200-UP-1"
"299-W19-43"|"C3381"|"GROUNDWATER WELL"|"IN-USE"|296.300||215.293|135004.020|567699.150|"200-UP-1"
"299-W19-44"|"C3393"|"GROUNDWATER WELL"|"IN-USE"|272.000||207.277|135041.970|566896.950|"200-UP-1"
"299-W19-45"|"C3394"|"GROUNDWATER WELL"|"IN-USE"|266.100||206.413|135087.650|566897.650|"200-UP-1"
"299-W19-46"|"C3958"|"GROUNDWATER WELL"|"IN-USE"|379.000||214.101|134842.460|567782.670|"200-UP-1"
"299-W19-47"|"C4258"|"GROUNDWATER WELL"|"IN-USE"|269.000||206.276|135161.860|566895.310|"200-UP-1"
"299-W19-48"|"C4300"|"GROUNDWATER WELL"|"IN-USE"|424.000||212.865|134925.990|567822.930|"200-UP-1"
"299-W19-49"|"C4695"|"GROUNDWATER WELL"|"IN-USE"|380.500||214.203|134894.380|567568.040|"200-UP-1"
"299-W19-4O"|"A9558"|"HOSTED PIEZOMETER"|"DECOMMISSIONED-V"|550.000|||135350.792|567949.931|"200-UP-1"
"299-W19-4P"|"A9559"|"HOSTED PIEZOMETER"|"DECOMMISSIONED-V"|550.000|||135350.792|567949.931|"200-UP-1"
"299-W19-4Q"|"A9560"|"HOSTED PIEZOMETER"|"DECOMMISSIONED-V"|550.000|||135350.792|567949.931|"200-UP-1"
"299-W19-4R"|"A9561"|"HOSTED PIEZOMETER"|"DECOMMISSIONED-V"|550.000|||135350.792|567949.931|"200-UP-1"
"299-W19-4S"|"A9562"|"HOSTED PIEZOMETER"|"DECOMMISSIONED-V"|550.000|||135350.792|567949.931|"200-UP-1"
"299-W19-5"|"A7734"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|235.000|229.000|210.528|134693.478|567125.410|"200-UP-1"
"299-W19-50"|"C4696"|"BORING"|"DECOMMISSIONED-V"|326.000||213.130|135011.840|567939.260|"200-UP-1"
"299-W19-51"|"A7749"|"VADOSE WELL"|"DECOMMISSIONED-V"|90.000||214.719|135094.230|567493.134|"200-UP-1"
"299-W19-52"|"A7750"|"VADOSE WELL"|"DECOMMISSIONED-V"|90.000||215.542|135170.103|567558.637|"200-UP-1"
"299-W19-53"|"A7751"|"VADOSE WELL"|"IN-USE"|148.000||205.215|135012.289|566860.359|"200-UP-1"
"299-W19-54"|"A7753"|"VADOSE WELL"|"IN-USE"|153.000||206.271|135103.621|566860.221|"200-UP-1"
"299-W19-55"|"A7755"|"VADOSE WELL"|"IN-USE"|75.000|48.800|216.369|135109.020|567578.929|"200-UP-1"
"299-W19-56"|"A7756"|"VADOSE WELL"|"DECOMMISSIONED-V"|23.000||211.988|134801.508|567414.919|"200-UP-1"
"299-W19-57"|"A7757"|"VADOSE WELL"|"DECOMMISSIONED-V"|30.000||211.988|134821.251|567390.480|"200-UP-1"
"299-W19-58"|"A7758"|"VADOSE WELL"|"DECOMMISSIONED-V"|39.000||211.988|134821.144|567352.381|"200-UP-1"
"299-W19-59"|"A7759"|"VADOSE WELL"|"DECOMMISSIONED-V"|40.000||211.988|134850.171|567377.597|"200-UP-1"
"299-W19-6"|"A4959"|"GROUNDWATER WELL"|"IN-USE"|422.000||210.341|134693.760|567133.330|"200-UP-1"
"299-W19-60"|"A7760"|"VADOSE WELL"|"DECOMMISSIONED-V"|40.000||211.988|134876.140|567399.470|"200-UP-1"
"299-W19-61"|"A7761"|"VADOSE WELL"|"DECOMMISSIONED-V"|22.000||212.067|134836.645|567445.300|"200-UP-1"
"299-W19-62"|"A7762"|"VADOSE WELL"|"DECOMMISSIONED-V"|21.000||212.676|134873.323|567481.773|"200-UP-1"
"299-W19-63"|"A7763"|"VADOSE WELL"|"DECOMMISSIONED-V"|41.000||213.012|134912.374|567429.658|"200-UP-1"
"299-W19-64"|"A7764"|"VADOSE WELL"|"DECOMMISSIONED-V"|10.000||212.341|134927.456|567353.454|"200-UP-1"
"299-W19-65"|"A7765"|"VADOSE WELL"|"DECOMMISSIONED-V"|10.000||213.256|134929.304|567514.939|"200-UP-1"
"299-W19-66"|"A7766"|"VADOSE WELL"|"DECOMMISSIONED-V"||||||
"299-W19-67"|"A7767"|"VADOSE WELL"|"DECOMMISSIONED-V"|11.000||213.499|134955.927|567420.430|"200-UP-1"
"299-W19-68"|"A7768"|"VADOSE WELL"|"DECOMMISSIONED-V"|20.000||213.896|134964.261|567473.735|"200-UP-1"
"299-W19-69"|"A7769"|"VADOSE WELL"|"DECOMMISSIONED-V"|49.000||211.988|134716.729|567616.323|"200-UP-1"
"299-W19-7"|"A7735"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|235.000|221.500|211.068|134739.238|567120.847|"200-UP-1"
"299-W19-70"|"A7770"|"VADOSE WELL"|"DECOMMISSIONED-V"|105.000|90.400|214.469|134697.757|567615.853|"200-UP-1"
"299-W19-71"|"A7771"|"VADOSE WELL"|"DECOMMISSIONED-V"|117.000|88.100|214.516|134679.761|567616.007|"200-UP-1"
"299-W19-72"|"A7772"|"VADOSE WELL"|"DECOMMISSIONED-V"|50.000||215.950|135001.895|567265.766|"200-UP-1"
"299-W19-73"|"A7773"|"VADOSE WELL"|"DECOMMISSIONED-V"|50.000||215.950|135001.833|567242.919|"200-UP-1"
"299-W19-74"|"A7774"|"VADOSE WELL"|"IN-USE"|125.000||204.836|135048.710|566855.248|"200-UP-1"
"299-W19-75"|"A7775"|"VADOSE WELL"|"IN-USE"|105.000||205.018|135018.454|566853.458|"200-UP-1"
"299-W19-76"|"A7776"|"VADOSE WELL"|"IN-USE"|125.000||204.967|135072.321|566855.403|"200-UP-1"
"299-W19-77"|"A7777"|"VADOSE WELL"|"DECOMMISSIONED-V"|244.000|||135685.717|568011.131|"200-UP-1"
"299-W19-78"|"A7778"|"VADOSE WELL"|"DECOMMISSIONED-V"|40.000|||||
"299-W19-79"|"A7779"|"VADOSE WELL"|"DECOMMISSIONED-V"|40.000|||||
"299-W19-8"|"A7736"|"INDEPENDENT PIEZOMETER"|"CANDIDATE FOR DECOMMISSIONING"|585.000|252.200|216.894|135220.291|567563.693|"200-UP-1"
"299-W19-80"|"A7780"|"VADOSE WELL"|"DECOMMISSIONED-V"|40.000|||||
"299-W19-81"|"A7781"|"VADOSE WELL"|"DECOMMISSIONED-V"|40.000|||||
"299-W19-82"|"A7782"|"UNCLASSIFIED"|"DECOMMISSIONED-V"|15.000|||||
"299-W19-83"|"A7783"|"UNCLASSIFIED"|"DECOMMISSIONED-V"|10.000|||||
"299-W19-84"|"A7784"|"UNCLASSIFIED"|"DECOMMISSIONED-V"|10.000|||||
"299-W19-85"|"A7785"|"UNCLASSIFIED"|"DECOMMISSIONED-V"|7.000|||||
"299-W19-86"|"A7786"|"UNCLASSIFIED"|"DECOMMISSIONED-V"|10.000|||||
"299-W19-87"|"A7787"|"UNCLASSIFIED"|"DECOMMISSIONED-V"|15.000|||||
"299-W19-88"|"A7788"|"VADOSE WELL"|"DECOMMISSIONED-V"|40.000|||134890.674|567813.872|"200-UP-1"
