"NAME"|"WELL_ID"|"TYPE"|"STATUS"|"TD"|"BOH"|"ZCOORDS"|"YCOORDS"|"XCOORDS"|"OU"
"299-W9-1"|"A5017"|"GROUNDWATER WELL"|"IN-USE"|295.000|287.650|225.956|137023.769|565657.655|"200-Z-1"
"299-W9-2"|"C8201"|"GROUNDWATER WELL"|"IN-USE"|325.000||224.635|136872.840|565742.210|"200-Z-1"
"2UIC-E23-1B"|"C9640"|"CANCELLED SITE"|"DRILLING CANCELLED"||||||
"2UIC-E23-1C"|"C9641"|"CANCELLED SITE"|"DRILLING CANCELLED"||||||
"3000-8"|"A9381"|"UNCLASSIFIED"|"DECOMMISSIONED-V"||||||
"300-3-3A-124cm"|"C4690"|"AQUIFER TUBE"|"IN-USE"|4.600|||116163.246|594512.706|"300-FF-5"
"300-3-3A-410cm"|"C4645"|"AQUIFER TUBE"|"IN-USE"|13.950||105.050|116163.246|594512.206|"300-FF-5"
"300-3-3A-579cm"|"C4739"|"AQUIFER TUBE"|"IN-USE"|19.500|||116163.250|594512.210|"300-FF-5"
"300-3-3B-376cm"|"C4646"|"AQUIFER TUBE"|"IN-USE"|12.840||104.480|116165.529|594516.017|"300-FF-5"
"300-3-3B-518cm"|"C4740"|"AQUIFER TUBE"|"IN-USE"|17.490|||116165.530|594516.020|"300-FF-5"
"300-3-3C-409cm"|"C4741"|"AQUIFER TUBE"|"IN-USE"|13.920|||116167.350|594524.410|"300-FF-5"
"300-3-3C-589cm"|"C4742"|"AQUIFER TUBE"|"IN-USE"|19.820|||116167.650|594524.710|"300-FF-5"
"300SPR9A-142cm"|"C4644"|"AQUIFER TUBE"|"IN-USE"|5.160||104.950|116209.672|594495.324|"300-FF-5"
"300SPR9A-19cm"|"C4642"|"AQUIFER TUBE"|"IN-USE"|1.120||104.920|116209.672|594495.324|"300-FF-5"
"300SPR9A-86cm"|"C4643"|"AQUIFER TUBE"|"IN-USE"|3.320||104.940|116209.672|594495.324|"300-FF-5"
"3099-41-14A"|"A9382"|"VADOSE WELL"|"CANDIDATE FOR DECOMMISSIONING"|68.000|||111796.485|593808.953|
"3099-41-14B"|"A9383"|"VADOSE WELL"|"CANDIDATE FOR DECOMMISSIONING"||||111855.000|593760.000|
"3099-41-14C"|"A8063"|"VADOSE WELL"|"CANDIDATE FOR DECOMMISSIONING"|68.000||122.973|111795.965|593808.416|
"3099-41-17"|"A9384"|"VADOSE WELL"|"CANDIDATE FOR DECOMMISSIONING"|||114.467|111775.369|594845.564|
"3099-42-16"|"A9385"|"GROUNDWATER WELL"|"IN-USE"|134.000||125.411|112007.565|594463.184|
"3099-42-18"|"A9386"|"VADOSE WELL"|"CANDIDATE FOR DECOMMISSIONING"|||112.852|112038.775|595161.944|
"3099-45-18A"|"A9387"|"UNCLASSIFIED"|"CANDIDATE FOR DECOMMISSIONING"|99.000||111.070|113197.351|594993.697|
"3099-45-18B"|"A9388"|"VADOSE WELL"|"CANDIDATE FOR DECOMMISSIONING"|101.000||111.070|113204.963|594993.587|
"3099-47-18A"|"A9389"|"VADOSE WELL"|"CANDIDATE FOR DECOMMISSIONING"|191.000||115.151|113699.083|594896.877|
"3099-47-18B"|"A5062"|"GROUNDWATER WELL"|"IN-USE"|75.450|72.200|116.228|113704.564|594896.797|
"3-151"|"B2835"|"UNCLASSIFIED"|"DECOMMISSIONED-V"||||||
"35-D"|"B8253"|"AQUIFER TUBE"|"DECOMMISSIONED-V"|21.500||117.760|151928.270|572917.700|"100-HR-3-D"
"35-M"|"B8254"|"AQUIFER TUBE"|"DECOMMISSIONED-V"|14.500||117.700|151928.960|572917.720|"100-HR-3-D"
"35-S"|"B8255"|"AQUIFER TUBE"|"IN-USE"|8.500||117.630|151930.040|572918.040|"100-HR-3-D"
"36-D"|"B8256"|"AQUIFER TUBE"|"IN-USE"|21.500|||152146.430|573120.650|"100-HR-3-D"
"36-M"|"B8257"|"AQUIFER TUBE"|"IN-USE"|14.500|||152146.430|573120.650|"100-HR-3-D"
"36-S"|"B8258"|"AQUIFER TUBE"|"IN-USE"|8.500|||152146.430|573120.650|"100-HR-3-D"
"37-D"|"B8259"|"AQUIFER TUBE"|"IN-USE"|20.000|||152287.340|573335.960|"100-HR-3-D"
"37-M"|"B8260"|"AQUIFER TUBE"|"IN-USE"|14.000|||152287.340|573335.960|"100-HR-3-D"
"37-S"|"B8261"|"AQUIFER TUBE"|"IN-USE"|7.000|||152287.340|573335.960|"100-HR-3-D"
"38-D"|"B8262"|"AQUIFER TUBE"|"IN-USE"|17.000|||152368.720|573471.850|"100-HR-3-D"
"38-M"|"B8263"|"AQUIFER TUBE"|"IN-USE"|10.500|||152368.720|573471.850|"100-HR-3-D"
"399-1-1"|"A5018"|"GROUNDWATER WELL"|"IN-USE"|77.000||115.834|116588.840|594359.960|"300-FF-5"
"399-1-100"|"C9644"|"GROUNDWATER WELL"|"IN-USE"|35.100|34.350|114.752|116531.610|594248.840|"300-FF-5"
"399-1-101"|"C9645"|"GROUNDWATER WELL"|"IN-USE"|35.100|34.300|114.674|116547.690|594258.350|"300-FF-5"
"399-1-102"|"C9646"|"GROUNDWATER WELL"|"IN-USE"|35.000|34.500|114.782|116499.210|594207.570|"300-FF-5"
"399-1-103"|"C9647"|"GROUNDWATER WELL"|"IN-USE"|45.500|43.900|114.848|116484.130|594180.090|"300-FF-5"
"399-1-104"|"C9648"|"GROUNDWATER WELL"|"IN-USE"|35.400|34.000|114.824|116588.940|594220.710|"300-FF-5"
"399-1-105"|"C9649"|"GROUNDWATER WELL"|"IN-USE"|35.400|34.250|114.775|116591.730|594232.970|"300-FF-5"
"399-1-106"|"C9650"|"GROUNDWATER WELL"|"IN-USE"|35.000|34.350|114.842|116591.270|594243.830|"300-FF-5"
"399-1-107"|"C9651"|"GROUNDWATER WELL"|"IN-USE"|35.000|34.200|114.774|116575.950|594247.990|"300-FF-5"
"399-1-108"|"C9652"|"GROUNDWATER WELL"|"IN-USE"|35.300|34.200|114.783|116578.290|594234.980|"300-FF-5"
"399-1-109"|"C9653"|"GROUNDWATER WELL"|"IN-USE"|35.000|34.200|114.850|116575.470|594220.420|"300-FF-5"
"399-1-10A"|"A5411"|"GROUNDWATER WELL"|"IN-USE"|45.000||114.895|116733.990|594346.530|"300-FF-5"
"399-1-10B"|"A8064"|"GROUNDWATER WELL"|"IN-USE"|119.000||115.486|116728.788|594350.847|"300-FF-5"
"399-1-11"|"A5020"|"GROUNDWATER WELL"|"IN-USE"|47.300||116.156|116660.160|594109.810|"300-FF-5"
"399-1-110"|"C9654"|"GROUNDWATER WELL"|"IN-USE"|35.400|34.000|114.796|116563.100|594222.250|"300-FF-5"
"399-1-111"|"C9655"|"GROUNDWATER WELL"|"IN-USE"|35.000|34.600|114.833|116564.750|594236.830|"300-FF-5"
"399-1-112"|"C9656"|"GROUNDWATER WELL"|"IN-USE"|35.200|34.200|114.733|116561.450|594251.760|"300-FF-5"
"399-1-113"|"C9657"|"GROUNDWATER WELL"|"IN-USE"|45.700|43.900|114.737|116552.720|594236.090|"300-FF-5"
"399-1-114"|"C9658"|"GROUNDWATER WELL"|"IN-USE"|44.500|44.000|114.815|116548.720|594223.060|"300-FF-5"
"399-1-115"|"C9659"|"GROUNDWATER WELL"|"IN-USE"|45.000|44.200|114.795|116536.630|594224.230|"300-FF-5"
"399-1-116"|"C9660"|"GROUNDWATER WELL"|"IN-USE"|44.500|44.600|114.756|116539.770|594235.610|"300-FF-5"
"399-1-117"|"C9661"|"GROUNDWATER WELL"|"IN-USE"|34.500|34.200|114.849|116523.120|594261.170|"300-FF-5"
"399-1-118"|"C9662"|"GROUNDWATER WELL"|"IN-USE"|35.300|34.200|114.832|116509.490|594265.060|"300-FF-5"
"399-1-119"|"C9663"|"GROUNDWATER WELL"|"IN-USE"|35.100|34.150|114.863|116516.740|594247.680|"300-FF-5"
"399-1-12"|"A5021"|"GROUNDWATER WELL"|"IN-USE"|65.000||118.195|116548.510|594040.220|"300-FF-5"
"399-1-120"|"C9664"|"GROUNDWATER WELL"|"IN-USE"|35.250|35.100|114.837|116506.250|594221.000|"300-FF-5"
"399-1-121"|"C9665"|"GROUNDWATER WELL"|"IN-USE"|34.400|34.000|114.938|116477.760|594216.600|"300-FF-5"
"399-1-122"|"C9666"|"GROUNDWATER WELL"|"IN-USE"|35.000|34.500|114.926|116492.610|594220.370|"300-FF-5"
"399-1-123"|"C9667"|"GROUNDWATER WELL"|"IN-USE"|34.900|33.500|114.967|116470.970|594203.530|"300-FF-5"
"399-1-124"|"C9668"|"GROUNDWATER WELL"|"IN-USE"|45.400|43.600|114.931|116478.380|594191.780|"300-FF-5"
"399-1-125"|"C9669"|"GROUNDWATER WELL"|"IN-USE"|34.600|43.600|114.932|116462.680|594189.310|"300-FF-5"
"399-1-126"|"C9670"|"GROUNDWATER WELL"|"IN-USE"|45.700|43.800|114.853|116472.300|594178.650|"300-FF-5"
"399-1-127"|"C9671"|"GROUNDWATER WELL"|"IN-USE"|44.100|33.600|115.008|116454.870|594176.320|"300-FF-5"
"399-1-128"|"C9672"|"GROUNDWATER WELL"|"IN-USE"|34.600||115.006|116461.040|594167.640|"300-FF-5"
"399-1-129"|"C9673"|"GROUNDWATER WELL"|"IN-USE"|34.500|33.000|115.106|116445.210|594163.930|"300-FF-5"
"399-1-130"|"C9674"|"GROUNDWATER WELL"|"IN-USE"|35.400|34.600|115.120|116454.090|594156.990|"300-FF-5"
"399-1-131"|"C9675"|"GROUNDWATER WELL"|"IN-USE"|34.400||114.839|116486.390|594205.660|"300-FF-5"
"399-1-132"|"C9676"|"GROUNDWATER WELL"|"IN-USE"|45.800||114.910|116490.940|594192.260|"300-FF-5"
"399-1-133"|"C9677"|"GROUNDWATER WELL"|"IN-USE"|36.000||114.901|116485.770|594231.370|"300-FF-5"
"399-1-134"|"C9678"|"GROUNDWATER WELL"|"IN-USE"|45.000||114.864|116493.680|594245.940|"300-FF-5"
"399-1-135"|"C9679"|"GROUNDWATER WELL"|"IN-USE"|45.100||114.920|116500.000|594237.240|"300-FF-5"
"399-1-136"|"C9680"|"GROUNDWATER WELL"|"IN-USE"|34.400||114.840|116504.340|594076.510|"300-FF-5"
"399-1-137"|"C9681"|"GROUNDWATER WELL"|"IN-USE"|33.800|32.700|114.873|116486.360|594085.920|"300-FF-5"
"399-1-138"|"C9682"|"GROUNDWATER WELL"|"IN-USE"|34.000|33.700|114.786|116497.090|594100.130|"300-FF-5"
"399-1-139"|"C9683"|"GROUNDWATER WELL"|"IN-USE"|34.300|34.000|114.664|116513.500|594089.100|"300-FF-5"
"399-1-13A"|"A5412"|"GROUNDWATER WELL"|"IN-USE"|56.000||119.464|116557.260|593910.410|"300-FF-5"
"399-1-13B"|"A8065"|"GROUNDWATER WELL"|"IN-USE"|123.800|117.200|119.523|116549.197|593909.593|"300-FF-5"
"399-1-140"|"C9684"|"GROUNDWATER WELL"|"IN-USE"|45.500|44.300|114.867|116507.430|594250.340|"300-FF-5"
"399-1-141"|"C9685"|"GROUNDWATER WELL"|"IN-USE"|44.400|44.150|114.853|116498.160|594258.470|"300-FF-5"
"399-1-142"|"C9686"|"GROUNDWATER WELL"|"IN-USE"|35.200|34.100|114.789|116520.040|594223.430|"300-FF-5"
"399-1-143"|"C9687"|"GROUNDWATER WELL"|"IN-USE"|35.300|34.300|114.889|116510.900|594235.080|"300-FF-5"
"399-1-144"|"C9688"|"GROUNDWATER WELL"|"IN-USE"|35.300|34.300|114.748|116525.430|594235.720|"300-FF-5"
"399-1-145"|"C9689"|"GROUNDWATER WELL"|"IN-USE"|34.300|33.600|114.854|116499.450|594088.700|"300-FF-5"
"399-1-146"|"C9690"|"GROUNDWATER WELL"|"IN-USE"|36.500||114.785|116568.330|594245.110|"300-FF-5"
"399-1-147"|"C9691"|"GROUNDWATER WELL"|"IN-USE"|36.400||114.955|116486.150|594216.110|"300-FF-5"
"399-1-148"|"C9692"|"GROUNDWATER WELL"|"IN-USE"|36.600||114.769|116530.190|594256.220|"300-FF-5"
"399-1-149"|"C9693"|"GROUNDWATER WELL"|"IN-USE"|45.400||114.891|116480.200|594187.890|"300-FF-5"
"399-1-14A"|"A5413"|"GROUNDWATER WELL"|"IN-USE"|50.000|48.750|117.823|116778.217|593901.125|"300-FF-5"
"399-1-14B"|"A8066"|"GROUNDWATER WELL"|"IN-USE"|119.500|109.700|117.582|116779.110|593910.921|"300-FF-5"
"399-1-15"|"A5024"|"GROUNDWATER WELL"|"IN-USE"|48.000||116.711|116964.243|593988.332|"300-FF-5"
"399-1-150"|"C9694"|"GROUNDWATER WELL"|"IN-USE"|44.500||114.782|116546.420|594227.520|"300-FF-5"
"399-1-151"|"C9695"|"CANCELLED SITE"|"DRILLING CANCELLED"||||||
"399-1-152"|"C9696"|"GROUNDWATER WELL"|"IN-USE"|45.300||114.906|116498.040|594247.640|"300-FF-5"
"399-1-153"|"C9697"|"GROUNDWATER WELL"|"IN-USE"|36.340||115.089|116453.370|594166.080|"300-FF-5"
"399-1-154"|"C9698"|"GROUNDWATER WELL"|"IN-USE"|36.300||114.833|116583.270|594227.290|"300-FF-5"
"399-1-155"|"C9699"|"GROUNDWATER WELL"|"IN-USE"|44.900||114.776|116542.840|594231.850|"300-FF-5"
"399-1-156"|"C9700"|"GROUNDWATER WELL"|"IN-USE"|47.000||114.758|116529.800|594255.680|"300-FF-5"
"399-1-157"|"C9701"|"GROUNDWATER WELL"|"IN-USE"|45.500||114.792|116568.620|594246.170|"300-FF-5"
"399-1-158"|"C9702"|"GROUNDWATER WELL"|"IN-USE"|45.200||114.813|116583.860|594228.260|"300-FF-5"
"399-1-159"|"C9703"|"GROUNDWATER WELL"|"IN-USE"|45.000||114.887|116502.680|594249.070|"300-FF-5"
"399-1-160"|"C9704"|"GROUNDWATER WELL"|"IN-USE"|45.000||114.878|116481.980|594183.950|"300-FF-5"
"399-1-161"|"C9705"|"GROUNDWATER WELL"|"IN-USE"|45.000||114.922|116486.630|594214.900|"300-FF-5"
"399-1-162"|"C9706"|"GROUNDWATER WELL"|"IN-USE"|45.000||115.067|116454.040|594167.020|"300-FF-5"
"399-1-163"|"C9707"|"CANCELLED SITE"|"DRILLING CANCELLED"||||||
"399-1-164"|"C9708"|"GROUNDWATER WELL"|"IN-USE"|44.700||114.903|116395.640|594236.470|"300-FF-5"
"399-1-165"|"C9709"|"GROUNDWATER WELL"|"IN-USE"|44.800||114.830|116474.080|594332.450|"300-FF-5"
"399-1-166"|"C9710"|"GROUNDWATER WELL"|"IN-USE"|44.800||114.778|116586.270|594323.650|"300-FF-5"
"399-1-167"|"C9950"|"CANCELLED SITE"|"DRILLING CANCELLED"||||||
"399-1-168"|"C9951"|"CANCELLED SITE"|"DRILLING CANCELLED"||||||
"399-1-16A"|"A5025"|"GROUNDWATER WELL"|"IN-USE"|47.500||117.300|116414.160|594318.110|"300-FF-5"
"399-1-16B"|"A5026"|"GROUNDWATER WELL"|"IN-USE"|118.000||117.185|116411.619|594324.688|"300-FF-5"
"399-1-16C"|"A5027"|"GROUNDWATER WELL"|"IN-USE"|178.000||117.989|116410.403|594312.002|"300-FF-5"
"399-1-16D"|"A8067"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|182.000||117.488|116404.604|594315.501|"300-FF-5"
"399-1-17A"|"A5028"|"GROUNDWATER WELL"|"IN-USE"|41.000||116.073|116413.787|594112.870|"300-FF-5"
"399-1-17B"|"A5029"|"GROUNDWATER WELL"|"IN-USE"|115.000||116.185|116417.723|594104.816|"300-FF-5"
"399-1-17C"|"A5030"|"GROUNDWATER WELL"|"IN-USE"|173.000||116.263|116409.209|594104.692|"300-FF-5"
"399-1-18A"|"A5031"|"GROUNDWATER WELL"|"IN-USE"|63.000||120.140|117301.572|593870.644|"300-FF-5"
"399-1-18B"|"A5032"|"GROUNDWATER WELL"|"IN-USE"|125.000||119.871|117297.232|593866.062|"300-FF-5"
"399-1-18C"|"A5033"|"GROUNDWATER WELL"|"IN-USE"|153.000||119.295|117294.574|593872.306|"300-FF-5"
"399-1-19"|"A5034"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"||46.270|115.212|116465.082|594085.140|"300-FF-5"
"399-1-2"|"A5035"|"GROUNDWATER WELL"|"IN-USE"|101.000||118.975|116329.530|594082.360|"300-FF-5"
"399-1-20"|"A8068"|"UNCLASSIFIED"|"IN-USE"|187.000|131.000|118.506|116339.641|594257.261|"300-FF-5"
"399-1-21A"|"A5414"|"GROUNDWATER WELL"|"IN-USE"|54.600||117.563|116183.880|594160.750|"300-FF-5"
"399-1-21B"|"A5415"|"GROUNDWATER WELL"|"IN-USE"|115.000||117.852|116176.798|594157.212|"300-FF-5"
"399-1-22"|"A8069"|"UNCLASSIFIED"|"DECOMMISSIONED-V"||||116519.330|594201.860|"300-FF-5"
"399-1-23"|"C5000"|"GROUNDWATER WELL"|"IN-USE"|116.000||116.308|116453.150|594113.510|"300-FF-5"
"399-1-24"|"C5351"|"GROUNDWATER WELL"|"IN-USE"|42.000||116.366|116449.680|594116.450|"300-FF-5"
"399-1-25"|"C5352"|"GROUNDWATER WELL"|"IN-USE"|50.000||116.374|116450.350|594116.880|"300-FF-5"
"399-1-26"|"C5353"|"GROUNDWATER WELL"|"IN-USE"|50.500||116.269|116456.210|594108.270|"300-FF-5"
"399-1-27"|"C5354"|"GROUNDWATER WELL"|"IN-USE"|50.000||116.486|116446.180|594116.230|"300-FF-5"
"399-1-28"|"C5355"|"GROUNDWATER WELL"|"IN-USE"|40.500|37.050|116.479|116445.840|594115.570|"300-FF-5"
"399-1-29"|"C5356"|"GROUNDWATER WELL"|"IN-USE"|51.000|49.100|116.521|116445.750|594118.670|"300-FF-5"
"399-1-3"|"A5036"|"GROUNDWATER WELL"|"IN-USE"|102.500|76.000|118.290|116334.906|594254.205|"300-FF-5"
"399-1-30"|"C5357"|"GROUNDWATER WELL"|"IN-USE"|50.500||116.375|116449.680|594110.620|"300-FF-5"
"399-1-31"|"C5358"|"GROUNDWATER WELL"|"IN-USE"|51.000||116.236|116456.150|594118.660|"300-FF-5"
"399-1-32"|"C5359"|"GROUNDWATER WELL"|"IN-USE"|50.500||116.028|116432.440|594137.470|"300-FF-5"
"399-1-33"|"C5626"|"GROUNDWATER WELL"|"IN-USE"|46.000||116.435|116430.500|594113.280|"300-FF-5"
"399-1-34"|"C5627"|"GROUNDWATER WELL"|"IN-USE"|50.500||116.562|116433.750|594101.200|"300-FF-5"
"399-1-35"|"C5628"|"GROUNDWATER WELL"|"IN-USE"|49.000||116.397|116432.050|594122.330|"300-FF-5"
"399-1-36"|"C5629"|"GROUNDWATER WELL"|"IN-USE"|50.000||116.544|116438.760|594108.450|"300-FF-5"
"399-1-37"|"C5630"|"GROUNDWATER WELL"|"IN-USE"|37.900||116.552|116438.150|594110.220|"300-FF-5"
"399-1-38"|"C5631"|"GROUNDWATER WELL"|"IN-USE"|48.700||116.499|116435.420|594117.420|"300-FF-5"
"399-1-39"|"C7116"|"GROUNDWATER WELL"|"IN-USE"|37.000||115.153|116430.640|594158.310|"300-FF-5"
"399-1-4"|"A5037"|"GROUNDWATER WELL"|"IN-USE"|101.000|76.640|117.033|116699.553|594020.603|"300-FF-5"
"399-1-40"|"C7117"|"GROUNDWATER WELL"|"IN-USE"|36.500||115.104|116435.310|594162.380|"300-FF-5"
"399-1-41"|"C7118"|"GROUNDWATER WELL"|"IN-USE"|37.500||115.124|116439.850|594166.230|"300-FF-5"
"399-1-42"|"C7119"|"GROUNDWATER WELL"|"IN-USE"|37.000||115.152|116426.670|594162.730|"300-FF-5"
"399-1-43"|"C7120"|"GROUNDWATER WELL"|"IN-USE"|37.000||115.129|116431.310|594166.950|"300-FF-5"
"399-1-44"|"C7121"|"GROUNDWATER WELL"|"IN-USE"|36.500||115.109|116435.920|594170.960|"300-FF-5"
"399-1-45"|"C7122"|"GROUNDWATER WELL"|"IN-USE"|39.500||115.009|116422.660|594167.430|"300-FF-5"
"399-1-46"|"C7123"|"GROUNDWATER WELL"|"IN-USE"|37.000||115.106|116427.380|594171.480|"300-FF-5"
"399-1-47"|"C7124"|"GROUNDWATER WELL"|"IN-USE"|36.500||115.065|116431.930|594175.470|"300-FF-5"
"399-1-48"|"C7125"|"GROUNDWATER WELL"|"IN-USE"|37.000||114.993|116418.600|594172.090|"300-FF-5"
"399-1-49"|"C7126"|"GROUNDWATER WELL"|"IN-USE"|37.080||115.084|116423.450|594176.170|"300-FF-5"
"399-1-5"|"A5038"|"GROUNDWATER WELL"|"DECOMMISSIONED-V"|45.000|48.000|116.788|116552.122|594111.658|"300-FF-5"
"399-1-50"|"C7127"|"GROUNDWATER WELL"|"IN-USE"|37.000||115.044|116428.030|594179.990|"300-FF-5"
"399-1-51"|"C7128"|"GROUNDWATER WELL"|"IN-USE"|39.500||115.134|116414.850|594176.710|"300-FF-5"
"399-1-52"|"C7129"|"GROUNDWATER WELL"|"IN-USE"|37.200||115.118|116419.380|594180.710|"300-FF-5"
"399-1-53"|"C7130"|"GROUNDWATER WELL"|"IN-USE"|36.900||115.111|116423.930|594184.690|"300-FF-5"
"399-1-54"|"C7653"|"GROUNDWATER WELL"|"IN-USE"|118.500||115.426|116642.990|594273.890|"300-FF-5"
"399-1-55"|"C7654"|"GROUNDWATER WELL"|"IN-USE"|113.000||115.666|116487.300|594152.250|"300-FF-5"
"399-1-56"|"C7655"|"GROUNDWATER WELL"|"IN-USE"|123.500||115.473|116725.290|594090.940|"300-FF-5"
"399-1-57"|"C7656"|"GROUNDWATER WELL"|"IN-USE"|118.500||115.584|116353.680|594381.960|"300-FF-5"
"399-1-58"|"C7657"|"GROUNDWATER WELL"|"IN-USE"|126.000||120.632|116352.550|593910.760|"300-FF-5"
"399-1-59"|"C7659"|"GROUNDWATER WELL"|"IN-USE"|148.700||121.561|116135.930|594077.410|"300-FF-5"
"399-1-6"|"A5039"|"GROUNDWATER WELL"|"IN-USE"|44.000||114.958|116900.079|594142.511|"300-FF-5"
"399-1-60"|"C7867"|"GROUNDWATER WELL"|"IN-USE"|72.200|60.000|115.927|116084.480|594176.280|"300-FF-5"
"399-1-61"|"C8026"|"GROUNDWATER WELL"|"IN-USE"|58.000|48.650|118.553|116632.880|594024.930|"300-FF-5"
"399-1-62"|"C8027"|"GROUNDWATER WELL"|"IN-USE"|48.000||115.527|116427.310|594252.970|"300-FF-5"
"399-1-63"|"C8028"|"GROUNDWATER WELL"|"IN-USE"|55.500||118.258|116347.070|594167.710|"300-FF-5"
"399-1-64"|"C8029"|"GROUNDWATER WELL"|"IN-USE"|48.000||115.738|116264.430|594164.450|"300-FF-5"
"399-1-65"|"C9408"|"GROUNDWATER WELL"|"IN-USE"|49.700||114.692|116481.190|594164.480|"300-FF-5"
"399-1-66"|"C9409"|"GROUNDWATER WELL"|"IN-USE"|50.100||114.629|116504.970|594168.410|"300-FF-5"
"399-1-67"|"C8936"|"GROUNDWATER WELL"|"IN-USE"|40.700||115.562|116481.590|594162.360|"300-FF-5"
"399-1-68"|"C8938"|"GROUNDWATER WELL"|"IN-USE"|41.300||115.361|116527.010|594166.760|"300-FF-5"
"399-1-69"|"C8930"|"GROUNDWATER WELL"|"IN-USE"|40.000||114.635|116505.030|594169.730|"300-FF-5"
"399-1-7"|"A5040"|"GROUNDWATER WELL"|"IN-USE"|75.000||118.558|116335.090|594260.060|"300-FF-5"
"399-1-70"|"C8931"|"GROUNDWATER WELL"|"IN-USE"|48.900||114.822|116508.830|594125.040|"300-FF-5"
"399-1-71"|"C8932"|"GROUNDWATER WELL"|"IN-USE"|40.000||114.838|116508.840|594126.330|"300-FF-5"
"399-1-72"|"C8934"|"GROUNDWATER WELL"|"IN-USE"|48.500||114.912|116494.160|594080.160|"300-FF-5"
"399-1-73"|"C8935"|"GROUNDWATER WELL"|"IN-USE"|40.000||114.917|116494.220|594081.690|"300-FF-5"
"399-1-74"|"C8937"|"GROUNDWATER WELL"|"IN-USE"|50.500||114.917|116475.260|594097.650|"300-FF-5"
"399-1-75"|"C8939"|"GROUNDWATER WELL"|"IN-USE"|40.170||114.922|116475.620|594098.690|"300-FF-5"
"399-1-76"|"C8940"|"GROUNDWATER WELL"|"IN-USE"|50.850||115.231|116460.620|594117.790|"300-FF-5"
"399-1-77"|"C8941"|"GROUNDWATER WELL"|"IN-USE"|40.170||115.254|116460.560|594118.720|"300-FF-5"
"399-1-78"|"C8942"|"GROUNDWATER WELL"|"IN-USE"|50.300||114.895|116463.170|594153.700|"300-FF-5"
"399-1-79"|"C9450"|"GROUNDWATER WELL"|"IN-USE"|40.170||114.912|116463.090|594154.880|"300-FF-5"
"399-1-8"|"A5041"|"GROUNDWATER WELL"|"IN-USE"|107.000||118.342|116329.570|594257.760|"300-FF-5"
"399-1-80"|"C9451"|"GROUNDWATER WELL"|"IN-USE"|50.500||114.977|116454.780|594089.520|"300-FF-5"
"399-1-81"|"C9452"|"GROUNDWATER WELL"|"IN-USE"|40.700||114.984|116454.920|594090.900|"300-FF-5"
"399-1-82"|"C9453"|"GROUNDWATER WELL"|"IN-USE"|50.500||115.064|116427.470|594151.780|"300-FF-5"
"399-1-83"|"C9454"|"GROUNDWATER WELL"|"IN-USE"|39.980||115.066|116427.400|594152.480|"300-FF-5"
"399-1-84"|"C9455"|"GROUNDWATER WELL"|"IN-USE"|60.000||114.943|116451.410|594174.470|"300-FF-5"
"399-1-85"|"C9456"|"GROUNDWATER WELL"|"IN-USE"|40.500||114.932|116451.420|594175.500|"300-FF-5"
"399-1-86"|"C9457"|"GROUNDWATER WELL"|"IN-USE"|50.100||114.970|116478.660|594137.740|"300-FF-5"
"399-1-87"|"C9458"|"GROUNDWATER WELL"|"IN-USE"|40.000||114.963|116478.800|594138.620|"300-FF-5"
"399-1-88"|"C9459"|"CANCELLED SITE"|"DRILLING CANCELLED"||||||
"399-1-89"|"C9460"|"GROUNDWATER WELL"|"IN-USE"|50.900|48.900|114.842|116467.590|594087.170|"300-FF-5"
"399-1-9"|"A5042"|"GROUNDWATER WELL"|"IN-USE"|181.000||118.307|116330.370|594253.988|"300-FF-5"
"399-1-90"|"C9461"|"GROUNDWATER WELL"|"IN-USE"|51.030|48.950|114.942|116478.210|594102.770|"300-FF-5"
"399-1-91"|"C9462"|"GROUNDWATER WELL"|"IN-USE"|50.170|48.540|115.012|116489.070|594118.240|"300-FF-5"
"399-1-92"|"C9463"|"GROUNDWATER WELL"|"IN-USE"|49.500|48.800|115.070|116466.660|594132.820|"300-FF-5"
"399-1-93"|"C9464"|"GROUNDWATER WELL"|"IN-USE"|50.900|48.450|115.047|116470.770|594116.970|"300-FF-5"
"399-1-94"|"C9465"|"GROUNDWATER WELL"|"IN-USE"|49.820|48.800|115.033|116479.650|594130.800|"300-FF-5"
"399-1-95"|"C9466"|"GROUNDWATER WELL"|"IN-USE"|50.300|49.440|114.833|116488.320|594143.850|"300-FF-5"
"399-1-96"|"C9467"|"GROUNDWATER WELL"|"IN-USE"|49.380|48.380|114.836|116473.850|594146.200|"300-FF-5"
"399-1-97"|"C9468"|"GROUNDWATER WELL"|"IN-USE"|50.000|48.420|114.759|116480.090|594157.770|"300-FF-5"
"399-1-98"|"C9642"|"GROUNDWATER WELL"|"IN-USE"|35.200|34.300|114.717|116547.750|594247.390|"300-FF-5"
"399-1-99"|"C9643"|"GROUNDWATER WELL"|"IN-USE"|35.300|34.200|114.660|116536.220|594260.300|"300-FF-5"
"399-2-1"|"A5043"|"GROUNDWATER WELL"|"IN-USE"|77.000||115.399|116121.210|594467.210|"300-FF-5"
"399-2-10"|"C6187"|"GROUNDWATER WELL"|"IN-USE"|67.500|59.600|114.960|116094.490|594234.560|"300-FF-5"
