index,ID,scLen,lenL1,lenL2,lenL3,lenL4,lenL5,lenL6,lenL7,lenL8,lenL9,fL1,fL2,fL3,fL4,fL5,fL6,fL7,fL8,fL9,MaxFrac_Lay,Deepest_Lay
146,199-H1-3_I_HX,3.048,1.728398168945006,0.9000015258790057,0.4196003051759902,,,,,,,0.56705977,0.29527609,0.13766414,,,,,,,1,3.0
147,199-H3-4_I_HX,7.62,4.190197253417992,1.0300064086910083,1.0399932861329972,1.030006408692003,0.3297966430659897,,,,,0.54989465,0.13517144,0.13648206,0.13517144,0.0432804,,,,,1,4.0
148,199-H4-77_I_HX,3.044952,0.9714206430659972,0.6800003051760086,0.6900024414059942,0.6800003051760086,0.0235283051760006,,,,,0.31902659,0.22332053,0.22660536,0.22332053,0.00772699,,,,,1,4.0
149,199-H1-32_I_HX,6.096,3.3590021362300035,0.9499969482429976,0.9400024414060084,0.8469984741209942,,,,,,0.55101741,0.15583939,0.15419988,0.13894332,,,,,,1,4.0
150,199-H1-33_I_HX,4.572,1.9265984741209932,0.9599990844730116,0.9599990844719885,0.7254033569340095,,,,,,0.42139074,0.20997355,0.20997355,0.15866215,,,,,,1,4.0
151,199-H1-34_I_HX,4.572,1.4795221362300026,1.0699996948250003,1.0699996948240056,0.9524784741209942,,,,,,0.32360502,0.23403318,0.23403318,0.20832863,,,,,,1,4.0
152,199-D5-151_E_DX,9.153,3.8320030517579937,1.9499969482420028,1.9499969482420028,1.4210030517579924,,,,,,0.41866088,0.21304457,0.21304457,0.15524998,,,,,,1,4.0
153,199-D5-20_I_DX,6.33984,2.0722418310549955,1.8199996948240056,1.8199996948239916,0.6275987792970028,,,,,,0.32686027,0.28707344,0.28707344,0.09899284,,,,,,1,4.0
154,199-D8-68_I_DX,7.62,2.543598474120998,1.9000015258790055,1.9000015258790055,1.2763984741209953,,,,,,0.33380557,0.24934403,0.24934403,0.16750636,,,,,,1,4.0
155,199-H3-35_E_HX,7.636,,,,,,,2.109001220702993,2.720001220702997,2.8069975585940057,,,,,,,0.27619188,0.3562076,0.36760052,9,9.0
156,199-H3-38_E_HX,6.105,,,,,,,,0.8720015258789999,5.23299847412099,,,,,,,,0.14283399,0.85716601,9,9.0
157,199-H3-37_E_HX,6.105,,,,,0.0789993896479899,0.3799972534179971,0.3700027465820028,0.3700027465820028,4.905997863769997,,,,,0.01294011,0.06224361,0.06060651,0.06060651,0.80360325,9,9.0
158,199-H3-36_E_HX,7.629,,,,,,,2.3130012207030006,2.529998779297003,2.7860000000000014,,,,,,,0.30318537,0.33162915,0.36518548,9,9.0
159,199-H1-39_I_HX,4.572,1.6865972534180005,0.9700012207029972,0.9700012207030112,0.945400305175994,,,,,,0.36889704,0.21216125,0.21216125,0.20678047,,,,,,1,4.0
160,199-H3-39_E_HX,6.142,,,,,,,,,6.141999999999996,,,,,,,,,1.0,9,9.0
161,199-D5-160_E_DX,9.15,2.8899996948239988,2.139999389648992,2.1500015258790057,1.9699993896479957,,,,,,0.31584696,0.23387971,0.23497284,0.21530048,,,,,,1,4.0
162,199-D4-39_I_DX,6.102096,2.5287910844729997,1.5,1.5100021362299998,0.563302779297004,,,,,,0.41441352,0.24581717,0.24745631,0.092313,,,,,,1,4.0
