Date,FQ_Total_Plant,QQCr_Total_Plant,DX_Hobbs,FIT_ME01_Volume,FIT_ME02_Volume,FIT_ME03_Volume,FIT_ME04_Volume,FIT_ME05_Volume,FIT_ME06_Volume,FIT_ME07_Volume,FIT_ME08_Volume,FIT_ME09_Volume,FIT_ME10_Volume,FIT_ME11_Volume,FIT_ME12_Volume,FIT_ME13_Volume,FIT_ME14_Volume,FIT_ME15_Volume,FIT_ME16_Volume,FIT_ME21_Volume,FIT_ME22_Volume,FIT_ME23_Volume,FIT_ME24_Volume,FIT_ME25_Volume,FIT_ME26_Volume,FIT_ME27_Volume,FIT_ME28_Volume,FIT_ME29_Volume,FIT_ME30_Volume,FIT_ME31_Volume,FIT_ME32_Volume,FIT_ME33_Volume,FIT_ME34_Volume,FIT_ME35_Volume,FIT_ME36_Volume,FIT_ME37_Volume,FIT_ME38_Volume,FIT_ME39_Volume,FIT_ME40_Volume,FIT_ME41_Volume,FIT_ME42_Volume,FIT_ME43_Volume,FIT_ME44_Volume,FIT_ME45_Volume,FIT_ME46_Volume,FIT_ME47_Volume,FIT_ME48_Volume,FIT_ME49_Volume,FIT_ME50_Volume,FIT_ME51_Volume,FIT_ME52_Volume,FIT_ME53_Volume,FIT_ME54_Volume,FIT_ME55_Volume,FIT_ME56_Volume,FIT_ME57_Volume,FIT_MJ01_Volume,FIT_MJ02_Volume,FIT_MJ03_Volume,FIT_MJ04_Volume,FIT_MJ05_Volume,FIT_MJ06_Volume,FIT_MJ07_Volume,FIT_MJ08_Volume,FIT_MJ09_Volume,FIT_MJ10_Volume,FIT_MJ11_Volume,FIT_MJ12_Volume,FIT_MJ13_Volume,FIT_MJ14_Volume,FIT_MJ15_Volume,FIT_MJ16_Volume,FIT_MJ17_Volume,FIT_MJ18_Volume,FIT_MJ19_Volume,FIT_MJ20_Volume,FIT_MJ21_Volume,FIT_MJ22_Volume,FIT_MJ23_Volume,FIT_MJ24_Volume,FIT_MJ25_Volume,FIT_MJ26_Volume,FIT_MJ27_Volume,FIT_MJ28_Volume,FIT_MJ29_Volume,FIT_MJ30_Volume,pHIT_M3M,pHIT_M5M,LT_ME01,LT_ME02,LT_ME03,LT_ME04,LT_ME05,LT_ME06,LT_ME07,LT_ME08,LT_ME09,LT_ME10,LT_ME11,LT_ME12,LT_ME13,LT_ME14,LT_ME15,LT_ME16,LT_ME21,LT_ME22,LT_ME23,LT_ME24,LT_ME25,LT_ME26,LT_ME27,LT_ME28,LT_ME29,LT_ME30,LT_ME31,LT_ME32,LT_ME33,LT_ME34,LT_ME35,LT_ME36,LT_ME37,LT_ME38,LT_ME39,LT_ME40,LT_ME41,LT_ME42,LT_ME43,LT_ME44,LT_ME45,LT_ME46,LT_ME47,LT_ME48,LT_ME49,LT_ME50,LT_ME51,LT_ME52,LT_ME53,LT_ME54,LT_ME55,LT_ME56,LT_ME57,LT_MJ01,LT_MJ02,LT_MJ03,LT_MJ04,LT_MJ05,LT_MJ06,LT_MJ07,LT_MJ08,LT_MJ09,LT_MJ10,LT_MJ11,LT_MJ12,LT_MJ13,LT_MJ14,LT_MJ15,LT_MJ16,LT_MJ17,LT_MJ18,LT_MJ19,LT_MJ20,LT_MJ21,LT_MJ22,LT_MJ23,LT_MJ24,LT_MJ25,LT_MJ26,LT_MJ27,LT_MJ28,LT_MJ29,LT_MJ30,DX_Hobbs
8/13/2023 11:00,948716608,46771834,248569,12721231,14730113,6517351,7549513,24144725,18799732,12119882,19171439,18662373,23450816,0,26440523,26313345,23207454,0,0,30610634,2325217,27712178,33436601,19593799,36330498,28916030,30512315,21013840,26181683,13565224,30704864,30111642,28727146,23420219,0,0,0,24376189,3451693,43441118,1145257,18174341,12721244,10905863,4441514,2439893,20744816,3901524,20165111,22186674,38135476,34434422,40398507,26369633,1195676,3097243,0,2156212,123341397,78418558,114668678,28585226,28462524,0,23433842,0,0,0,0,0,49510041,59548617,42926122,0,14950440,19261928,62843209,83977720,96320190,0,32362640,65610966,0,0,42096894,36821476,6.063394,6.880498,6.336459,0,8.901873,12.898504,23.330601,24.814453,5.564453,14.085493,18.227354,21.064564,0,18.167191,8.341755,18.738674,0,0,17.30331,0,9.875652,12.707773,2.568099,0,13.876043,10.54496,13.464975,2.354524,12.251755,21.558516,14.091595,7.710027,2.474553,0,0,0,11.158985,0,2.867996,0,8.08099,11.148779,8.099709,2.693167,6.125052,3.218359,5.123308,5.340081,20.984505,11.770573,8.756651,13.565235,18.689816,15.55374,15.249609,-93.005005,-78.031975,-82.407417,-92.509514,-62.377178,-71.950928,-76.751709,-80.005005,-73.020905,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,22.128326,-36.868538,0.004987,-51.810349,-59.737453,-33.393879,-70.352638,-36.206345,0.004987,-69.929016,-63.846695,0.004987,-0.005013,-38.388241,-16.159805,248569
8/13/2023 12:00,948736704,46772290,248579,12721231,14730113,6517351,7549513,24144725,18799732,12119882,19171439,18662373,23450816,0,26440523,26313345,23207454,0,0,30611741,2325217,27713341,33437144,19594597,36330498,28916999,30513487,21013840,26182802,13565224,30705942,30112865,28728250,23421197,0,0,0,24377015,3451693,43442749,1145257,18175492,12721244,10906353,4441788,2439893,20745838,3901524,20166022,22186674,38137170,34435290,40398507,26369633,1195676,3097243,0,2157444,123341397,78418558,114668678,28585675,28462700,0,23435240,0,0,0,0,0,49510085,59548617,42928809,0,14951344,19264208,62846173,83977720,96324301,0,32363021,65613370,0,0,42098174,36821734,6.077343,6.866278,6.316407,0,8.883074,12.944169,23.330601,24.835114,5.732311,14.10664,18.23737,21.079737,0,18.196316,8.331642,18.738674,0,0,17.278214,0,9.86073,12.674524,2.574693,0,13.896095,10.56745,13.485065,2.341117,12.244539,21.556267,14.097355,7.710027,2.473691,0,0,0,11.158985,0,3.652454,0,8.08099,11.158699,8.082681,2.656887,6.145964,3.199715,5.189695,5.341373,20.97448,11.700392,8.715025,13.57526,18.675873,15.553734,15.249609,-93.005005,-78.014053,-81.238586,-92.525902,-62.376938,-71.029366,-77.530548,-80.005005,-73.032173,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,22.128326,-36.996292,0.004987,-51.810349,-59.739471,-33.50724,-70.506668,-36.452957,0.004987,-74.032684,-64.005981,0.004987,-0.005013,-38.190239,-16.196476,248579
8/13/2023 13:00,948756096,46772731,248587,12721231,14730113,6517351,7549513,24144725,18799732,12119882,19171439,18662373,23450816,0,26440523,26313345,23207454,0,0,30612763,2325217,27714371,33437687,19595395,36330498,28917882,30514542,21013840,26183920,13565224,30706889,30114087,28729254,23422176,0,0,0,24377762,3451693,43444379,1145257,18176643,12721244,10906842,4442061,2439893,20746861,3901524,20166933,22186674,38138864,34436159,40398507,26369633,1195676,3097243,0,2158611,123341397,78418558,114668678,28586324,28462837,0,23436581,0,0,0,0,0,49510137,59548617,42931249,0,14952212,19266436,62849024,83977720,96328276,0,32363295,65615717,0,0,42099429,36821982,6.087066,6.876863,6.296355,0,8.893099,12.972483,23.330601,24.834808,5.555386,14.116667,18.219826,21.104816,0,18.187851,8.361719,18.738674,0,0,17.244793,0,9.839345,12.645394,2.569901,0,13.917095,10.657679,13.485027,2.336069,12.263103,21.56554,14.076872,7.760157,2.478889,0,0,0,11.179037,0,2.857363,0,8.080868,11.160549,8.065485,2.67221,6.145964,3.182051,5.164665,5.333855,20.964451,11.720442,8.662229,13.57526,18.683529,15.555736,15.249609,-93.005005,-78.225632,-80.98291,-92.520752,-62.364178,-61.214569,-80.115677,-80.005005,-73.028091,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,22.128326,-37.046864,0.004987,-51.810349,-59.738235,-33.548798,-70.194832,-36.806534,0.004987,-77.81633,-64.844818,0.004987,-0.005013,-38.35194,-16.265804,248587
8/13/2023 14:00,948777472,46773216,248597,12721231,14730113,6517351,7549513,24144725,18799732,12119882,19171439,18662373,23450816,0,26440523,26313345,23207454,0,0,30614056,2325217,27715662,33438230,19596193,36330498,28919065,30515877,21013840,26185040,13565224,30708124,30115310,28730538,23423155,0,0,0,24378795,3451693,43446012,1145257,18177795,12721244,10907332,4442334,2439893,20747884,3901524,20167846,22186674,38140559,34437029,40398507,26369633,1195676,3097243,0,2159883,123341397,78418558,114668678,28587032,28463050,0,23438019,0,0,0,0,0,49510184,59548617,42934358,0,14953160,19268800,62852086,83977720,96332523,0,32363596,65618197,0,0,42100744,36822241,6.09862,6.939941,6.25625,0,8.883074,13.013802,23.329386,24.86454,5.885286,14.136719,18.207294,21.104836,0,18.217316,8.311588,18.743687,0,0,17.211369,0,9.80537,12.556015,2.574649,0,13.835939,10.547361,13.492622,2.32555,12.266858,21.565762,14.100832,7.700001,2.467977,0,0,0,11.168949,0,2.857422,0,8.080676,11.135115,8.039307,2.743254,6.145964,3.177314,5.253647,5.333861,20.964451,11.670313,8.639436,13.57526,18.675175,15.554047,15.249611,-93.005005,-78.192963,-80.665543,-92.540001,-62.358704,-71.60083,-78.843613,-80.005005,-73.039078,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,22.128326,-36.98111,0.004987,-51.810349,-59.73962,-33.403366,-70.352715,-36.341419,0.004987,-77.58857,-64.556938,0.004987,-0.005013,-38.326492,-16.196423,248597
8/13/2023 15:00,948798976,46773704,248607,12721231,14730113,6517351,7549513,24144725,18799732,12119882,19171439,18662373,23450816,0,26440523,26313345,23207454,0,0,30615372,2325217,27716958,33438773,19596992,36330498,28920279,30517246,21013840,26186160,13565224,30709389,30116533,28731838,23424134,0,0,0,24379848,3451693,43447643,1145257,18178947,12721244,10907818,4442607,2439893,20748907,3901524,20168759,22186674,38142253,34437899,40398507,26369633,1195676,3097243,0,2161171,123341397,78418558,114668678,28587529,28463273,0,23439474,0,0,0,0,0,49510207,59548617,42937556,0,14954137,19271204,62855205,83977720,96336851,0,32363836,65620715,0,0,42102078,36822486,6.104129,7.073229,6.226172,0,8.863022,13.033855,23.330601,24.860193,6.009363,14.146746,18.197266,21.125488,0,18.217316,8.223228,18.748699,0,0,17.153049,0,9.765919,12.45542,2.573832,0,13.814707,10.587492,13.505157,2.33314,12.262159,21.550819,14.098849,7.669923,2.487629,0,0,0,11.158985,0,2.873558,0,8.08099,11.180794,8.018313,2.697066,6.149728,3.158262,5.203516,5.353906,20.95443,11.70039,8.649565,13.575262,18.675175,15.553734,15.249649,-93.005005,-78.170425,-82.424179,-92.532417,-62.36961,-71.843231,-79.316589,-80.005005,-73.03093,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,22.128326,-36.998055,0.004987,-51.812233,-59.739647,-33.424267,-70.122116,-36.338432,0.004987,-79.575722,-64.451439,0.004987,-0.005013,-38.298019,-16.024464,248607
8/13/2023 16:00,948820480,46774193,248617,12721231,14730113,6517351,7549513,24144725,18799732,12119882,19171439,18662373,23450816,0,26440523,26313345,23207454,0,0,30616687,2325217,27718264,33439316,19597791,36330498,28921501,30518615,21013840,26187278,13565224,30710659,30117755,28733132,23425112,0,0,0,24380883,3451693,43449275,1145257,18180098,12721244,10908297,4442880,2439893,20749930,3901524,20169671,22186674,38143947,34438767,40398507,26369633,1195676,3097243,0,2162460,123341397,78418558,114668678,28588029,28463495,0,23440931,0,0,0,0,0,49510228,59548617,42940729,0,14955125,19273622,62858343,83977720,96341204,0,32364017,65623237,0,0,42103421,36822734,6.106927,7.005361,6.205983,0,8.933203,13.062717,23.330601,24.857063,6.005656,14.166796,18.167191,21.134289,0,18.23737,8.091017,18.748699,0,0,17.094402,0,9.736267,12.482484,2.572546,0,0,10.51982,13.50994,2.334652,12.263098,0,14.106222,7.659896,2.48869,0,0,0,11.16901,0,3.413304,0,8.080912,11.156382,8.014255,2.714571,6.145964,3.148178,5.173438,5.34952,21.003696,11.6506,8.702022,13.575888,18.671833,15.557076,15.249611,-93.005005,-78.018303,-82.428253,-92.500961,-62.359322,-71.707802,-79.465004,-80.005005,-73.03093,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,22.128326,-36.980736,0.004987,-51.814419,-59.738708,-33.437294,-71.770447,-36.410789,0.004987,-80.87532,-64.650269,0.004987,-0.005013,-38.269867,-15.777697,248617
8/13/2023 17:00,948841920,46774680,248627,12721231,14730113,6517351,7549513,24144725,18799732,12119882,19171439,18662373,23450816,0,26440523,26313345,23207454,0,0,30617988,2325217,27719561,33439859,19598588,36330498,28922725,30519987,21013840,26188396,13565224,30711896,30118977,28734427,23426090,0,0,0,24381919,3451693,43450905,1145257,18181249,12721244,10908780,4443152,2439893,20750950,3901524,20170581,22186674,38145640,34439634,40398507,26369633,1195676,3097243,0,2163747,123341397,78418558,114668678,28588522,28463718,0,23442385,0,0,0,0,0,49510264,59548617,42943885,0,14956114,19276036,62861483,83977720,96345555,0,32364167,65625759,0,0,42104766,36822991,6.115886,7.076968,6.20612,0,8.923178,13.083925,23.330719,24.855806,5.747629,14.176823,18.147137,21.154009,0,18.23737,8.131121,18.748699,0,0,17.060982,0,9.715218,12.383498,2.573151,0,13.725653,10.497267,0,2.346126,12.262005,0,14.10664,7.639844,2.509327,0,0,0,11.169012,0,2.857422,0,8.08099,11.165026,7.980597,2.690818,6.146571,3.147081,5.203476,5.373959,20.994534,11.555015,8.780256,13.585287,18.675905,15.557076,15.259636,-93.005005,-77.937653,-82.139954,-92.51474,-62.387642,-71.32309,-79.506332,-80.005005,-73.03093,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,22.128326,-60.005013,0.004987,-51.810349,-59.739647,-33.675884,-69.663956,-36.480553,0.004987,-82.313553,-64.405495,0.004987,-0.005013,-38.223686,-15.70932,248627
8/13/2023 18:00,948863232,46775163,248637,12721231,14730113,6517351,7549513,24144725,18799732,12119882,19171439,18662373,23450816,0,26440523,26313345,23207454,0,0,30619278,2325217,27720855,33440401,19599385,36330498,28923944,30521344,21013840,26189513,13565224,30713144,30120199,28735726,23427066,0,0,0,24382832,3451693,43452535,1145257,18182399,12721244,10909263,4443424,2439893,20751969,3901524,20171487,22186674,38147332,34440498,40398507,26369633,1195676,3097243,0,2165031,123341397,78418558,114668678,28589015,28463942,0,23443835,0,0,0,0,0,49510302,59548617,42947010,0,14957106,19278446,62864628,83977720,96349907,0,32364294,65628280,0,0,42106107,36823250,6.116244,7.04456,6.221159,0,9.023438,13.104294,23.330601,24.859419,5.754936,14.18685,18.137112,21.149937,0,18.25745,8.131121,18.748699,0,0,17.027561,0,9.685316,12.57247,2.576079,0,13.705914,10.538615,13.535156,2.34675,12.271564,21.539669,14.099957,7.619792,2.525727,0,0,0,11.169012,0,2.877192,0,8.083574,11.19583,7.98565,2.695777,6.145964,3.128125,5.223562,5.37396,21.034637,11.48984,8.869524,13.585287,18.675644,15.553002,15.259636,-93.005005,-78.01445,-81.856018,-92.509964,-62.359337,-71.177223,-79.560074,-80.005005,-73.021988,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,22.128326,-37.154324,0.004987,-51.810349,-59.732128,-33.517647,-68.466599,-36.247169,0.004987,-82.544464,-64.399399,0.004987,-0.005013,-38.454773,-15.844776,248637
8/13/2023 19:00,948884416,46775645,248647,12721231,14730113,6517351,7549513,24144725,18799732,12119882,19171439,18662373,23450816,0,26440523,26313345,23207454,0,0,30620553,2325217,27722145,33440944,19600180,36330498,28925149,30522671,21013840,26190627,13565224,30714369,30121419,28736987,23428041,0,0,0,24383814,3451693,43454165,1145257,18183548,12721244,10909740,4443695,2439893,20752985,3901524,20172391,22186674,38149023,34441358,40398507,26369633,1195676,3097243,0,2166307,123341397,78418558,114668678,28589494,28464167,0,23445277,0,0,0,0,0,49510329,59548617,42950074,0,14958095,19280841,62867768,83977720,96354241,0,32364411,65630795,0,0,42107443,36823511,6.118819,7.048618,6.246223,0,9.042941,13.10404,23.330601,24.864349,5.885588,14.196875,18.127083,21.174999,0,18.257423,8.160885,18.748699,0,0,16.994129,0,9.666985,12.536903,2.569266,0,15.050583,10.55225,13.535158,2.356128,12.261869,21.541536,14.099957,8.043473,2.548861,0,0,0,11.199088,0,2.887501,0,8.081043,11.175837,7.9941,2.682045,6.146907,3.128125,5.233594,5.414063,21.064713,11.462139,8.942012,13.585287,18.675611,15.557086,15.259636,-93.005005,-78.173676,-81.805359,-92.505295,-62.378952,-74.99128,-82.630768,-80.005005,-73.020905,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,22.128326,-37.24794,0.004987,-51.810349,-59.739021,-33.430641,-71.023712,-36.181026,0.004987,-83.109772,-64.224518,0.004987,-0.005013,-38.25148,-15.934985,248647
8/13/2023 20:00,948904640,46776105,248657,12721231,14730113,6517351,7549513,24144725,18799732,12119882,19171439,18662373,23450816,0,26440523,26313345,23207454,0,0,30621645,2325217,27723331,33441486,19600973,36330498,28926159,30523869,21013840,26191740,13565224,30715547,30122638,28738124,23429014,0,0,0,24384629,3451693,43455790,1145257,18184696,12721244,10910217,4443965,2439893,20753999,3901524,20173290,22186674,38150713,34442216,40398507,26369633,1195676,3097243,0,2167551,123341397,78418558,114668678,28589894,28464344,0,23446686,0,0,0,0,0,49510414,59548617,42952588,0,14959072,19283204,62870884,83977720,96358526,0,32364608,65633274,0,0,42108764,36823773,6.115817,7.119502,6.30638,0,9.023438,13.131912,23.330601,24.864307,5.960795,14.206902,18.127083,21.200085,0,18.257431,8.211329,18.748699,0,0,17.244198,0,9.88567,12.715372,2.570441,0,0,12.25127,13.555363,2.376228,0,21.566002,14.096615,7.629818,2.565831,0,0,0,11.199089,0,2.887517,0,8.085591,11.169544,7.967284,2.708314,6.169185,3.104625,5.233595,5.425037,21.084766,11.49987,9.046783,13.577797,18.673504,15.557076,15.249611,-93.005005,-77.84964,-81.688919,-92.527184,-62.354614,-70.575478,-79.226791,-80.005005,-73.020889,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,22.128326,-60.005013,0.004987,-51.809189,-59.733688,-33.468414,-69.269836,-35.78558,0.004987,-81.27182,-63.655243,0.004987,-0.005013,-38.231171,-15.696062,248657
8/13/2023 21:00,948924864,46776564,248667,12721231,14730113,6517351,7549513,24144725,18799732,12119882,19171439,18662373,23450816,0,26440523,26313345,23207454,0,0,30622816,2325217,27724575,33442029,19601766,36330498,28927195,30525013,21013840,26192851,13565224,30716661,30123856,28739194,23429987,0,0,0,24385487,3451693,43457416,1145257,18185844,12721244,10910684,4444234,2439893,20755012,3901524,20174186,22186674,38152401,34443071,40398507,26369633,1195676,3097243,0,2168786,123341397,78418558,114668678,28590293,28464527,0,23448086,0,0,0,0,0,49510463,59548617,42955228,0,14960035,19285531,62873971,83977720,96362760,0,32364763,65635711,0,0,42110067,36824035,6.117978,7.137462,6.386588,0,8.973307,13.14604,23.330601,24.862152,5.714844,14.216928,18.147137,21.235626,0,18.285069,8.151173,18.748699,0,0,16.977451,0,9.695106,12.496597,2.574185,0,13.745705,10.587502,13.565084,2.381498,12.271874,21.536642,14.0945,7.669923,2.553299,0,0,0,11.189058,0,2.8875,0,8.08099,11.15296,7.946578,2.767188,6.155992,3.077995,5.203515,5.446617,21.104816,11.785612,9.103912,13.575262,18.668491,15.553734,15.249611,-93.005005,-77.817001,-81.538498,-92.517815,-62.379341,-69.289169,-78.369431,-80.005005,-73.013992,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,22.128326,-37.03046,0.004987,-51.800323,-59.725704,-33.311447,-68.937164,-35.827011,0.004987,-80.692276,-63.557026,0.004987,-0.005013,-38.269821,-15.601349,248667
8/13/2023 22:00,948945664,46777037,248677,12721231,14730113,6517351,7549513,24144725,18799732,12119882,19171439,18662373,23450816,0,26440523,26313345,23207454,0,0,30624049,2325217,27725830,33442571,19602559,36330498,28928365,30526213,21013840,26193962,13565224,30717824,30125073,28740445,23430958,0,0,0,24386399,3451693,43459041,1145257,18186992,12721244,10911163,4444503,2439893,20756023,3901524,20175081,22186674,38154090,34443925,40398507,26369633,1195676,3097243,0,2170046,123341397,78418558,114668678,28590765,28464766,0,23449512,0,0,0,0,0,49510529,59548617,42958047,0,14961024,19287893,62877132,83977720,96367070,0,32364934,65638180,0,0,42111385,36824301,6.108364,7.118986,6.446745,0,8.953138,13.165428,23.330601,24.85486,5.837619,14.226954,18.167187,21.264061,0,18.277777,8.171225,18.748699,0,0,17.025448,0,9.733407,12.469492,2.570974,0,14.05653,10.768616,13.563355,2.37614,12.271875,21.565395,14.093273,8.693249,2.549956,0,0,0,11.229794,0,2.8875,0,8.08098,11.16136,7.958039,2.792218,6.170892,3.06891,5.203516,5.441872,21.084616,11.729837,9.104284,13.575262,18.668488,15.553734,15.249611,-93.005005,-77.765778,-82.455536,-92.515793,-62.338974,-69.196106,-78.189285,-80.005005,-73.014175,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,22.128326,-37.087624,0.004987,-51.800323,-59.727032,-33.392006,-68.802887,-35.281479,0.004987,-80.306595,-63.069801,0.004987,-0.005013,-38.132843,-15.676237,248677
8/13/2023 23:00,948966144,46777501,248687,12721231,14730113,6517351,7549513,24144725,18799732,12119882,19171439,18662373,23450816,0,26440523,26313345,23207454,0,0,30625260,2325217,27727080,33443113,19603351,36330498,28929426,30527443,21013840,26195072,13565224,30718920,30126290,28741594,23431930,0,0,0,24387238,3451693,43460665,1145257,18188140,12721244,10911641,4444772,2439893,20757035,3901524,20175977,22186674,38155778,34444778,40398507,26369633,1195676,3097243,0,2171285,123341397,78418558,114668678,28591192,28464985,0,23450917,0,0,0,0,0,49510621,59548617,42960844,0,14961985,19290205,62880229,83977720,96371294,0,32365084,65640615,0,0,42112676,36824565,6.089966,7.036231,6.476824,0,8.933205,13.173937,23.328701,24.855379,5.775001,14.23698,18.187241,21.285286,0,18.277483,8.08099,18.739613,0,0,17.025986,0,9.755339,12.541258,2.575423,0,14.197815,10.638252,13.585287,2.375157,12.271873,21.543768,14.096409,7.66021,2.54171,0,0,0,11.189064,0,2.867448,0,8.070965,11.179611,8.014885,2.826091,6.171063,3.06987,5.133333,5.444141,21.064716,11.860809,9.112789,13.575262,18.668491,15.550444,15.249611,-93.005005,-77.807632,-82.659103,-92.53511,-62.339981,-68.542587,-77.370544,-80.005005,-73.015137,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,22.128326,-36.955086,0.004987,-51.800327,-59.639389,-33.258041,-68.305984,-35.230804,0.004987,-80.422058,-63.009445,0.004987,-0.005013,-38.321503,-15.957541,248687
8/14/2023 0:00,948986624,46777966,248697,12721231,14730113,6517351,7549513,24144725,18799732,12119882,19171439,18662373,23450816,0,26440523,26313345,23207454,0,0,30626454,2325217,27728345,33443655,19604143,36330498,28930546,30528732,21013840,26196182,13565224,30720049,30127508,28742639,23432900,0,0,0,24388172,3451693,43462287,1145257,18189288,12721244,10912051,4445040,2439893,20758045,3901524,20176872,22186674,38157466,34445632,40398507,26369633,1195676,3097243,0,2172524,123341397,78418558,114668678,28591626,28465207,0,23452322,0,0,0,0,0,49510684,59548617,42963626,0,14962949,19292515,62883339,83977720,96375519,0,32365245,65643044,0,0,42113964,36824831,6.076312,7.034306,6.506901,0,8.938217,13.189259,23.339373,24.865059,5.693539,14.247005,18.207291,21.30534,0,18.307249,8.08099,18.738674,0,0,0.000065,0,9.795443,12.414063,2.568446,0,14.074066,10.507293,13.577699,2.359879,12.261877,0.000164,14.105946,7.669923,2.549957,0,0,0,0.000043,0,2.847396,0,8.070963,11.147211,9.23667,2.88518,6.171181,3.050129,5.173437,5.446648,21.044662,11.926761,9.145035,13.575262,18.668491,15.553734,15.249611,-93.005005,-77.956116,-82.716583,-92.518654,-62.382126,-71.831261,-80.775711,-80.005005,-73.01088,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,22.128326,-37.034996,0.004987,-51.800323,-59.729683,-33.504498,-68.428513,-35.656212,0.004987,-83.49826,-63.428413,0.004987,-0.005013,-38.253918,-15.961965,248697
8/14/2023 1:00,949007168,46778432,248707,12721231,14730113,6517351,7549513,24144725,18799732,12119882,19171439,18662373,23450816,0,26440523,26313345,23207454,0,0,30627705,2325217,27729629,33444197,19604935,36330498,28931419,30530031,21013840,26197291,13565224,30721264,30128725,28743826,23433871,0,0,0,24389148,3451693,43463909,1145257,18190435,12721244,10912377,4445308,2439893,20759055,3901524,20177765,22186674,38159154,34446484,40398507,26369633,1195676,3097243,0,2173763,123341397,78418558,114668678,28592072,28465436,0,23453727,0,0,0,0,0,49510731,59548617,42966594,0,14963903,19294808,62886430,83977720,96379722,0,32365362,65645451,0,0,42115243,36825096,6.076655,7.003821,6.526953,0,8.903126,13.214323,23.323021,24.876789,5.855213,14.247007,18.207294,21.325394,0,18.306927,7.639844,18.748386,0,0,17.094398,0,9.815495,12.330851,2.570065,0,13.916147,10.537371,13.585425,2.396424,12.291927,21.535938,14.101706,7.582194,2.595563,0,0,0,11.179037,0,2.867448,0,8.070965,11.193022,8.204285,2.882758,6.169814,3.046037,5.253646,5.484245,21.044662,11.900913,9.155029,13.575262,18.668491,15.553734,15.249611,-93.005005,-77.885468,-82.791779,-92.525803,-62.378143,-67.736526,-75.838562,-80.005005,-73.025757,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,22.128326,-36.911064,0.004987,-51.800323,-59.723358,-33.373985,-67.95153,-35.046207,0.004987,-81.553619,-62.659836,0.004987,-0.005013,-38.225315,-15.895408,248707
8/14/2023 2:00,949028096,46778908,248717,12721231,14730113,6517351,7549513,24144725,18799732,12119882,19171439,18662373,23450816,0,26440523,26313345,23207454,0,0,30628930,2325217,27730898,33444739,19605727,36330498,28932548,30531388,21013840,26198400,13565224,30722465,30129942,28745047,23434842,0,0,0,24390095,3451693,43465531,1145257,18191583,12721244,10912849,4445576,2439893,20760064,3901524,20178658,22186674,38160842,34447336,40398507,26369633,1195676,3097243,0,2175017,123341397,78418558,114668678,28592558,28465702,0,23455149,0,0,0,0,0,49510792,59548617,42969539,0,14964881,19297139,62889584,83977720,96383992,0,32365514,65647890,0,0,42116539,36825363,6.063925,7.006174,6.547005,0,8.884171,13.22435,23.329357,24.854792,5.73241,14.257032,18.226404,21.353039,0,18.297527,7.920573,18.738682,0,0,17.127823,0,9.838205,12.356966,2.571043,0,13.854115,10.517319,13.605339,2.376172,12.291927,21.53672,14.089931,7.559635,2.549957,0,0,0,11.178959,0,2.867448,0,8.070963,11.158716,8.405413,2.867466,6.166017,3.047917,5.163411,5.474218,21.034637,11.927699,9.159433,13.575262,18.668491,15.557284,15.249611,-93.005005,-77.748772,-82.825195,-92.519119,-62.351841,-67.510735,-75.12487,-80.005005,-73.018326,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,-80.005005,22.128326,-36.858871,0.004987,-51.800323,-59.729622,-33.203896,-70.762344,-34.750168,0.004987,-80.890457,-62.828194,0.004987,-0.005013,-38.087452,-16.114304,248717
