sp,start,end,dt,sum for sp,sum/dt
1,2014.0,2014.08493,0.08492999999998574,107719.88111958756,3472.518089168594
2,2014.084932,2014.161642,0.07671000000004824,467680.10788529785,16691.93523007409
3,2014.161644,2014.246459,0.08481499999993503,791485.3044292028,25549.356407907137
4,2014.246461,2014.328651,0.08219000000008236,821131.657318562,27352.913424096107
5,2014.328653,2014.413583,0.08492999999998574,1060954.1837527787,34201.51003295807
6,2014.413584,2014.495774,0.08219000000008236,1470974.2870285502,48999.97699949096
7,2014.495776,2014.580706,0.08492999999998574,2000985.0336840919,64504.86812095214
8,2014.580708,2014.665637,0.08492900000010195,3268422.474124421,105363.92802754129
9,2014.665639,2014.747829,0.08218999999985499,5457568.113049066,181798.35934012415
10,2014.747831,2014.832761,0.08492999999998574,7300199.01340838,235333.28170357327
11,2014.832763,2014.915067,0.08230399999979454,6836922.684617059,227430.91652516116
12,2014.915068,2014.999998,0.08492999999998574,5364004.204652025,172917.0273624033
13,2015.0,2015.08493,0.08492999999998574,4578667.560166376,147600.47784787277
14,2015.084932,2015.161642,0.07671000000004824,3120145.9275714927,111360.89145826176
15,2015.161644,2015.246459,0.08481499999993503,3332528.2951700357,107574.90085572448
16,2015.246461,2015.328651,0.08219000000008236,4346077.318644083,144773.22311442695
17,2015.328653,2015.413583,0.08492999999998574,5720829.725484123,184419.85360847827
18,2015.413584,2015.495774,0.08219000000008236,6218500.623578172,207145.96455807154
19,2015.495776,2015.580706,0.08492999999998574,7114270.691074184,229339.59274027508
20,2015.580708,2015.665637,0.08492900000010195,7979070.526134479,257220.7905489716
21,2015.665639,2015.747829,0.08218999999985499,8965820.557088006,298662.5972691554
22,2015.747831,2015.832761,0.08492999999998574,9763173.91611278,314731.11257672746
23,2015.832763,2015.915067,0.08230399999979454,9134420.333737746,303857.4054818938
24,2015.915068,2015.999998,0.08492999999998574,6987243.7520880075,225244.6815794327
25,2016.0,2016.084698,0.08469799999988936,5698973.271494081,184218.49934148692
26,2016.084699,2016.163933,0.07923400000004222,4126042.1737076123,142571.2170661536
27,2016.163934,2016.248518,0.08458400000017718,2918058.183132933,94452.94492541184
28,2016.24852,2016.330485,0.08196499999985463,1940542.1868895693,64819.312558385645
29,2016.330487,2016.415185,0.08469800000011674,2823884.930602285,91281.67819794198
30,2016.415187,2016.497152,0.08196499999985463,3315932.744209897,110761.04524892669
31,2016.497154,2016.581851,0.08469700000000557,4160024.850046971,134473.79848388315
32,2016.581853,2016.666551,0.08469800000011674,5829909.937473477,188451.0084204942
33,2016.666553,2016.748518,0.081965000000082,7914946.605477714,264380.44035739684
34,2016.74852,2016.833218,0.08469799999988936,9645417.503748396,311786.7470883585
35,2016.833219,2016.915299,0.08207999999990534,7464953.5623887135,249000.10948725746
36,2016.915301,2016.999998,0.08469700000000557,4541827.6316415295,146815.664737916
37,2017.0,2017.08493,0.08492999999998574,3368695.4761037254,108595.14377558556
38,2017.084932,2017.161642,0.07671000000004824,3055316.2544150995,109047.06051469983
39,2017.161644,2017.246459,0.08481499999993503,3553433.131894719,114705.76781449858
40,2017.246461,2017.328651,0.08219000000008236,4075792.6802677237,135769.70675078552
41,2017.328653,2017.413583,0.08492999999998574,4449802.895036903,143446.32472343734
42,2017.413584,2017.495774,0.08219000000008236,4658176.999362134,155169.6503746379
43,2017.495776,2017.580706,0.08492999999998574,6543203.0341761485,210930.33766027706
44,2017.580708,2017.665637,0.08492900000010195,9411070.921209514,303384.0964730371
45,2017.665639,2017.747829,0.08218999999985499,10790111.969677024,359432.00571208016
46,2017.747831,2017.832761,0.08492999999998574,12308785.247691097,396792.85740064434
47,2017.832763,2017.915067,0.08230399999979454,11971345.251142772,398227.99643945857
48,2017.915068,2017.999998,0.08492999999998574,7864772.920049497,253533.20063318458
49,2018.0,2018.08493,0.08492999999998574,5678660.148410916,183060.45163293456
50,2018.084932,2018.161642,0.07671000000004824,3687741.569991317,131618.9044470623
51,2018.161644,2018.246459,0.08481499999993503,3989505.226082379,128782.29114550068
52,2018.246461,2018.328651,0.08219000000008236,4229002.431239196,140873.31348266455
53,2018.328653,2018.413583,0.08492999999998574,4057266.333564737,130792.29747976751
54,2018.413584,2018.495774,0.08219000000008236,4606304.056347988,153441.69833835613
55,2018.495776,2018.580706,0.08492999999998574,6643494.094528053,214163.37614522726
56,2018.580708,2018.665637,0.08492900000010195,8549289.104123946,275602.8906865446
57,2018.665639,2018.747829,0.08218999999985499,11626674.280616047,387298.9333370162
58,2018.747831,2018.832761,0.08492999999998574,14878986.547615908,479647.2981411162
59,2018.832763,2018.915067,0.08230399999979454,10861079.041804269,361294.88000318356
60,2018.915068,2018.999998,0.08492999999998574,7126110.771450015,229721.27616635163
61,2019.0,2019.08493,0.08492999999998574,6116007.4694564575,197159.02348239708
62,2019.084932,2019.161642,0.07671000000004824,4689641.05938322,167377.62307119404
63,2019.161644,2019.246459,0.08481499999993503,4859993.346360683,156881.87948830472
64,2019.246461,2019.328651,0.08219000000008236,4436970.61056949,147800.99134465877
65,2019.328653,2019.413583,0.08492999999998574,3997314.149484219,128859.64547958899
66,2019.413584,2019.495774,0.08219000000008236,3317295.785943058,110503.23492742551
67,2019.495776,2019.580706,0.08492999999998574,3253250.982790003,104873.61078501576
68,2019.580708,2019.665637,0.08492900000010195,3718731.391485538,119880.50803964856
69,2019.665639,2019.747829,0.08218999999985499,4393360.3621297255,146348.2799079336
