ID,Date,Water Level (m),TYPE
199-D2-11,4/1/2023 0:00:00,118.7814,XD
199-D2-11,4/1/2023 1:00:00,118.7814,XD
199-D2-11,4/1/2023 2:00:00,118.7814,XD
199-D2-11,4/1/2023 3:00:00,118.7814,XD
199-D2-11,4/1/2023 4:00:00,118.7814,XD
199-D2-11,4/1/2023 5:00:00,118.7814,XD
199-D2-11,4/1/2023 6:00:00,118.7783,XD
199-D2-11,4/1/2023 7:00:00,118.7783,XD
199-D2-11,4/1/2023 8:00:00,118.7783,XD
199-D2-11,4/1/2023 9:00:00,118.7783,XD
199-D2-11,4/1/2023 10:00:00,118.7814,XD
199-D2-11,4/1/2023 11:00:00,118.7814,XD
199-D2-11,4/1/2023 12:00:00,118.7783,XD
199-D2-11,4/1/2023 13:00:00,118.7783,XD
199-D2-11,4/1/2023 14:00:00,118.7814,XD
199-D2-11,4/1/2023 15:00:00,118.7814,XD
199-D2-11,4/1/2023 16:00:00,118.7783,XD
199-D2-11,4/1/2023 17:00:00,118.7814,XD
199-D2-11,4/1/2023 18:00:00,118.7783,XD
199-D2-11,4/1/2023 19:00:00,118.7783,XD
199-D2-11,4/1/2023 20:00:00,118.7753,XD
199-D2-11,4/1/2023 21:00:00,118.7753,XD
199-D2-11,4/1/2023 22:00:00,118.7753,XD
199-D2-11,4/1/2023 23:00:00,118.7753,XD
199-D2-11,4/2/2023 0:00:00,118.7753,XD
199-D2-11,4/2/2023 1:00:00,118.7753,XD
199-D2-11,4/2/2023 2:00:00,118.7753,XD
199-D2-11,4/2/2023 3:00:00,118.7753,XD
199-D2-11,4/2/2023 4:00:00,118.7753,XD
199-D2-11,4/2/2023 5:00:00,118.7753,XD
199-D2-11,4/2/2023 6:00:00,118.7753,XD
199-D2-11,4/2/2023 7:00:00,118.7753,XD
199-D2-11,4/2/2023 8:00:00,118.7753,XD
199-D2-11,4/2/2023 9:00:00,118.7753,XD
199-D2-11,4/2/2023 10:00:00,118.7753,XD
199-D2-11,4/2/2023 11:00:00,118.7753,XD
199-D2-11,4/2/2023 12:00:00,118.7753,XD
199-D2-11,4/2/2023 13:00:00,118.7753,XD
199-D2-11,4/2/2023 14:00:00,118.7753,XD
199-D2-11,4/2/2023 15:00:00,118.7753,XD
199-D2-11,4/2/2023 16:00:00,118.7723,XD
199-D2-11,4/2/2023 17:00:00,118.7723,XD
199-D2-11,4/2/2023 18:00:00,118.7723,XD
199-D2-11,4/2/2023 19:00:00,118.7723,XD
199-D2-11,4/2/2023 20:00:00,118.7723,XD
199-D2-11,4/2/2023 21:00:00,118.7723,XD
199-D2-11,4/2/2023 22:00:00,118.7723,XD
199-D2-11,4/2/2023 23:00:00,118.7723,XD
199-D2-11,4/3/2023 0:00:00,118.7723,XD
199-D2-11,4/3/2023 1:00:00,118.7723,XD
199-D2-11,4/3/2023 2:00:00,118.7692,XD
199-D2-11,4/3/2023 3:00:00,118.7692,XD
199-D2-11,4/3/2023 4:00:00,118.7723,XD
199-D2-11,4/3/2023 5:00:00,118.7723,XD
199-D2-11,4/3/2023 6:00:00,118.7692,XD
199-D2-11,4/3/2023 7:00:00,118.7692,XD
199-D2-11,4/3/2023 8:00:00,118.7692,XD
199-D2-11,4/3/2023 9:00:00,118.7692,XD
199-D2-11,4/3/2023 10:00:00,118.7692,XD
199-D2-11,4/3/2023 11:00:00,118.7723,XD
199-D2-11,4/3/2023 12:00:00,118.7723,XD
199-D2-11,4/3/2023 13:00:00,118.7723,XD
199-D2-11,4/3/2023 14:00:00,118.7753,XD
199-D2-11,4/3/2023 15:00:00,118.7753,XD
199-D2-11,4/3/2023 16:00:00,118.7753,XD
199-D2-11,4/3/2023 17:00:00,118.7753,XD
199-D2-11,4/3/2023 18:00:00,118.7753,XD
199-D2-11,4/3/2023 19:00:00,118.7723,XD
199-D2-11,4/3/2023 20:00:00,118.7753,XD
199-D2-11,4/3/2023 21:00:00,118.7753,XD
199-D2-11,4/3/2023 22:00:00,118.7753,XD
199-D2-11,4/3/2023 23:00:00,118.7723,XD
199-D2-11,4/4/2023 0:00:00,118.7723,XD
199-D2-11,4/4/2023 1:00:00,118.7723,XD
199-D2-11,4/4/2023 2:00:00,118.7753,XD
199-D2-11,4/4/2023 3:00:00,118.7723,XD
199-D2-11,4/4/2023 4:00:00,118.7723,XD
199-D2-11,4/4/2023 5:00:00,118.7723,XD
199-D2-11,4/4/2023 6:00:00,118.7723,XD
199-D2-11,4/4/2023 7:00:00,118.7723,XD
199-D2-11,4/4/2023 8:00:00,118.7723,XD
199-D2-11,4/4/2023 9:00:00,118.7723,XD
199-D2-11,4/4/2023 10:00:00,118.7723,XD
199-D2-11,4/4/2023 11:00:00,118.7723,XD
199-D2-11,4/4/2023 12:00:00,118.7723,XD
199-D2-11,4/4/2023 13:00:00,118.7753,XD
199-D2-11,4/4/2023 14:00:00,118.7723,XD
199-D2-11,4/4/2023 15:00:00,118.7723,XD
199-D2-11,4/4/2023 16:00:00,118.7753,XD
199-D2-11,4/4/2023 17:00:00,118.7753,XD
199-D2-11,4/4/2023 18:00:00,118.7723,XD
199-D2-11,4/4/2023 19:00:00,118.7723,XD
199-D2-11,4/4/2023 20:00:00,118.7723,XD
199-D2-11,4/4/2023 21:00:00,118.7723,XD
199-D2-11,4/4/2023 22:00:00,118.7723,XD
199-D2-11,4/4/2023 23:00:00,118.7723,XD
199-D2-11,4/5/2023 0:00:00,118.7723,XD
199-D2-11,4/5/2023 1:00:00,118.7723,XD
199-D2-11,4/5/2023 2:00:00,118.7723,XD
199-D2-11,4/5/2023 3:00:00,118.7723,XD
199-D2-11,4/5/2023 4:00:00,118.7723,XD
199-D2-11,4/5/2023 5:00:00,118.7723,XD
199-D2-11,4/5/2023 6:00:00,118.7723,XD
199-D2-11,4/5/2023 7:00:00,118.7692,XD
199-D2-11,4/5/2023 8:00:00,118.7723,XD
199-D2-11,4/5/2023 9:00:00,118.7723,XD
199-D2-11,4/5/2023 10:00:00,118.7723,XD
199-D2-11,4/5/2023 11:00:00,118.7723,XD
199-D2-11,4/5/2023 12:00:00,118.7723,XD
199-D2-11,4/5/2023 13:00:00,118.7723,XD
199-D2-11,4/5/2023 14:00:00,118.7723,XD
199-D2-11,4/5/2023 15:00:00,118.7723,XD
199-D2-11,4/5/2023 16:00:00,118.7723,XD
199-D2-11,4/5/2023 17:00:00,118.7723,XD
199-D2-11,4/5/2023 18:00:00,118.7723,XD
199-D2-11,4/5/2023 19:00:00,118.7692,XD
199-D2-11,4/5/2023 20:00:00,118.7692,XD
199-D2-11,4/5/2023 21:00:00,118.7692,XD
199-D2-11,4/5/2023 22:00:00,118.7692,XD
199-D2-11,4/5/2023 23:00:00,118.7692,XD
199-D2-11,4/6/2023 0:00:00,118.7692,XD
199-D2-11,4/6/2023 1:00:00,118.7692,XD
199-D2-11,4/6/2023 2:00:00,118.7692,XD
199-D2-11,4/6/2023 3:00:00,118.7692,XD
199-D2-11,4/6/2023 4:00:00,118.7692,XD
199-D2-11,4/6/2023 5:00:00,118.7692,XD
199-D2-11,4/6/2023 6:00:00,118.7692,XD
199-D2-11,4/6/2023 7:00:00,118.7692,XD
199-D2-11,4/6/2023 8:00:00,118.7692,XD
199-D2-11,4/6/2023 9:00:00,118.7692,XD
199-D2-11,4/6/2023 10:00:00,118.7692,XD
199-D2-11,4/6/2023 11:00:00,118.7692,XD
199-D2-11,4/6/2023 12:00:00,118.7662,XD
199-D2-11,4/6/2023 13:00:00,118.7662,XD
199-D2-11,4/6/2023 14:00:00,118.7631,XD
199-D2-11,4/6/2023 15:00:00,118.7631,XD
199-D2-11,4/6/2023 16:00:00,118.7631,XD
199-D2-11,4/6/2023 17:00:00,118.7631,XD
199-D2-11,4/6/2023 18:00:00,118.7662,XD
199-D2-11,4/6/2023 19:00:00,118.7631,XD
199-D2-11,4/6/2023 20:00:00,118.7662,XD
199-D2-11,4/6/2023 21:00:00,118.7662,XD
199-D2-11,4/6/2023 22:00:00,118.7631,XD
199-D2-11,4/6/2023 23:00:00,118.7662,XD
199-D2-11,4/7/2023 0:00:00,118.7662,XD
199-D2-11,4/7/2023 1:00:00,118.7662,XD
199-D2-11,4/7/2023 2:00:00,118.7662,XD
199-D2-11,4/7/2023 3:00:00,118.7631,XD
199-D2-11,4/7/2023 4:00:00,118.7662,XD
199-D2-11,4/7/2023 5:00:00,118.7662,XD
199-D2-11,4/7/2023 6:00:00,118.7631,XD
199-D2-11,4/7/2023 7:00:00,118.7631,XD
199-D2-11,4/7/2023 8:00:00,118.7631,XD
199-D2-11,4/7/2023 9:00:00,118.7631,XD
199-D2-11,4/7/2023 10:00:00,118.7631,XD
199-D2-11,4/7/2023 11:00:00,118.7631,XD
199-D2-11,4/7/2023 12:00:00,118.7631,XD
199-D2-11,4/7/2023 13:00:00,118.7631,XD
199-D2-11,4/7/2023 14:00:00,118.7631,XD
199-D2-11,4/7/2023 15:00:00,118.7631,XD
199-D2-11,4/7/2023 16:00:00,118.7631,XD
199-D2-11,4/7/2023 17:00:00,118.7631,XD
199-D2-11,4/7/2023 18:00:00,118.7631,XD
199-D2-11,4/7/2023 19:00:00,118.7631,XD
199-D2-11,4/7/2023 20:00:00,118.7631,XD
199-D2-11,4/7/2023 21:00:00,118.7631,XD
199-D2-11,4/7/2023 22:00:00,118.7601,XD
199-D2-11,4/7/2023 23:00:00,118.7601,XD
199-D2-11,4/8/2023 0:00:00,118.7601,XD
199-D2-11,4/8/2023 1:00:00,118.7601,XD
199-D2-11,4/8/2023 2:00:00,118.7601,XD
199-D2-11,4/8/2023 3:00:00,118.7601,XD
199-D2-11,4/8/2023 4:00:00,118.7601,XD
199-D2-11,4/8/2023 5:00:00,118.7601,XD
199-D2-11,4/8/2023 6:00:00,118.7601,XD
199-D2-11,4/8/2023 7:00:00,118.7601,XD
199-D2-11,4/8/2023 8:00:00,118.7601,XD
199-D2-11,4/8/2023 9:00:00,118.7601,XD
199-D2-11,4/8/2023 10:00:00,118.7601,XD
199-D2-11,4/8/2023 11:00:00,118.7601,XD
199-D2-11,4/8/2023 12:00:00,118.7601,XD
199-D2-11,4/8/2023 13:00:00,118.7601,XD
199-D2-11,4/8/2023 14:00:00,118.7601,XD
199-D2-11,4/8/2023 15:00:00,118.757,XD
199-D2-11,4/8/2023 16:00:00,118.757,XD
199-D2-11,4/8/2023 17:00:00,118.757,XD
199-D2-11,4/8/2023 18:00:00,118.757,XD
199-D2-11,4/8/2023 19:00:00,118.757,XD
199-D2-11,4/8/2023 20:00:00,118.757,XD
199-D2-11,4/8/2023 21:00:00,118.757,XD
199-D2-11,4/8/2023 22:00:00,118.757,XD
199-D2-11,4/8/2023 23:00:00,118.757,XD
199-D2-11,4/9/2023 0:00:00,118.757,XD
199-D2-11,4/9/2023 1:00:00,118.757,XD
199-D2-11,4/9/2023 2:00:00,118.757,XD
199-D2-11,4/9/2023 3:00:00,118.754,XD
199-D2-11,4/9/2023 4:00:00,118.757,XD
199-D2-11,4/9/2023 5:00:00,118.757,XD
199-D2-11,4/9/2023 6:00:00,118.754,XD
199-D2-11,4/9/2023 7:00:00,118.754,XD
199-D2-11,4/9/2023 8:00:00,118.754,XD
199-D2-11,4/9/2023 9:00:00,118.754,XD
199-D2-11,4/9/2023 10:00:00,118.754,XD
199-D2-11,4/9/2023 11:00:00,118.754,XD
199-D2-11,4/9/2023 12:00:00,118.754,XD
199-D2-11,4/9/2023 13:00:00,118.754,XD
199-D2-11,4/9/2023 14:00:00,118.754,XD
199-D2-11,4/9/2023 15:00:00,118.754,XD
199-D2-11,4/9/2023 16:00:00,118.754,XD
199-D2-11,4/9/2023 17:00:00,118.754,XD
199-D2-11,4/9/2023 18:00:00,118.7509,XD
199-D2-11,4/9/2023 19:00:00,118.7509,XD
199-D2-11,4/9/2023 20:00:00,118.7509,XD
199-D2-11,4/9/2023 21:00:00,118.7509,XD
199-D2-11,4/9/2023 22:00:00,118.7509,XD
199-D2-11,4/9/2023 23:00:00,118.7509,XD
199-D2-11,4/10/2023 0:00:00,118.7509,XD
199-D2-11,4/10/2023 1:00:00,118.7509,XD
199-D2-11,4/10/2023 2:00:00,118.7479,XD
199-D2-11,4/10/2023 3:00:00,118.7509,XD
199-D2-11,4/10/2023 4:00:00,118.7479,XD
199-D2-11,4/10/2023 5:00:00,118.7479,XD
199-D2-11,4/10/2023 6:00:00,118.7479,XD
199-D2-11,4/10/2023 7:00:00,118.7479,XD
199-D2-11,4/10/2023 8:00:00,118.7479,XD
199-D2-11,4/10/2023 9:00:00,118.7479,XD
199-D2-11,4/10/2023 10:00:00,118.7479,XD
199-D2-11,4/10/2023 11:00:00,118.7479,XD
199-D2-11,4/10/2023 12:00:00,118.7479,XD
199-D2-11,4/10/2023 13:00:00,118.7479,XD
199-D2-11,4/10/2023 14:00:00,118.7479,XD
199-D2-11,4/10/2023 15:00:00,118.7479,XD
199-D2-11,4/10/2023 16:00:00,118.7479,XD
199-D2-11,4/10/2023 17:00:00,118.7479,XD
199-D2-11,4/10/2023 18:00:00,118.7479,XD
199-D2-11,4/10/2023 19:00:00,118.7479,XD
199-D2-11,4/10/2023 20:00:00,118.7479,XD
199-D2-11,4/10/2023 21:00:00,118.7448,XD
199-D2-11,4/10/2023 22:00:00,118.7479,XD
199-D2-11,4/10/2023 23:00:00,118.7479,XD
199-D2-11,4/11/2023 0:00:00,118.7448,XD
199-D2-11,4/11/2023 1:00:00,118.7479,XD
199-D2-11,4/11/2023 2:00:00,118.7448,XD
199-D2-11,4/11/2023 3:00:00,118.7448,XD
199-D2-11,4/11/2023 4:00:00,118.7448,XD
199-D2-11,4/11/2023 5:00:00,118.7448,XD
199-D2-11,4/11/2023 6:00:00,118.7448,XD
199-D2-11,4/11/2023 7:00:00,118.7448,XD
199-D2-11,4/11/2023 8:00:00,118.7448,XD
199-D2-11,4/11/2023 9:00:00,118.7448,XD
199-D2-11,4/11/2023 10:00:00,118.7448,XD
199-D2-11,4/11/2023 11:00:00,118.7448,XD
199-D2-11,4/11/2023 12:00:00,118.7448,XD
199-D2-11,4/11/2023 13:00:00,118.7448,XD
199-D2-11,4/11/2023 14:00:00,118.7448,XD
199-D2-11,4/11/2023 15:00:00,118.7448,XD
199-D2-11,4/11/2023 16:00:00,118.7418,XD
199-D2-11,4/11/2023 17:00:00,118.7418,XD
199-D2-11,4/11/2023 18:00:00,118.7418,XD
199-D2-11,4/11/2023 19:00:00,118.7418,XD
199-D2-11,4/11/2023 20:00:00,118.7418,XD
199-D2-11,4/11/2023 21:00:00,118.7418,XD
199-D2-11,4/11/2023 22:00:00,118.7387,XD
199-D2-11,4/11/2023 23:00:00,118.7387,XD
199-D2-11,4/12/2023 0:00:00,118.7387,XD
199-D2-11,4/12/2023 1:00:00,118.7387,XD
199-D2-11,4/12/2023 2:00:00,118.7387,XD
199-D2-11,4/12/2023 3:00:00,118.7387,XD
199-D2-11,4/12/2023 4:00:00,118.7387,XD
199-D2-11,4/12/2023 5:00:00,118.7387,XD
199-D2-11,4/12/2023 6:00:00,118.7387,XD
199-D2-11,4/12/2023 7:00:00,118.7357,XD
199-D2-11,4/12/2023 8:00:00,118.7357,XD
199-D2-11,4/12/2023 9:00:00,118.7357,XD
199-D2-11,4/12/2023 10:00:00,118.7357,XD
199-D2-11,4/12/2023 11:00:00,118.7357,XD
199-D2-11,4/12/2023 12:00:00,118.7326,XD
199-D2-11,4/12/2023 13:00:00,118.7265,XD
199-D2-11,4/12/2023 14:00:00,118.7235,XD
199-D2-11,4/12/2023 15:00:00,118.7174,XD
199-D2-11,4/12/2023 16:00:00,118.7113,XD
199-D2-11,4/12/2023 17:00:00,118.7052,XD
199-D2-11,4/12/2023 18:00:00,118.6991,XD
199-D2-11,4/12/2023 19:00:00,118.693,XD
199-D2-11,4/12/2023 20:00:00,118.6869,XD
199-D2-11,4/12/2023 21:00:00,118.6839,XD
199-D2-11,4/12/2023 22:00:00,118.6778,XD
199-D2-11,4/12/2023 23:00:00,118.6717,XD
199-D2-11,4/13/2023 0:00:00,118.6686,XD
199-D2-11,4/13/2023 1:00:00,118.6625,XD
199-D2-11,4/13/2023 2:00:00,118.6595,XD
199-D2-11,4/13/2023 3:00:00,118.6564,XD
199-D2-11,4/13/2023 4:00:00,118.6534,XD
199-D2-11,4/13/2023 5:00:00,118.6473,XD
199-D2-11,4/13/2023 6:00:00,118.6442,XD
199-D2-11,4/13/2023 7:00:00,118.6412,XD
199-D2-11,4/13/2023 8:00:00,118.6381,XD
199-D2-11,4/13/2023 9:00:00,118.6351,XD
199-D2-11,4/13/2023 10:00:00,118.632,XD
199-D2-11,4/13/2023 11:00:00,118.629,XD
199-D2-11,4/13/2023 12:00:00,118.6259,XD
199-D2-11,4/13/2023 13:00:00,118.6229,XD
199-D2-11,4/13/2023 14:00:00,118.6229,XD
199-D2-11,4/13/2023 15:00:00,118.6199,XD
199-D2-11,4/13/2023 16:00:00,118.6168,XD
199-D2-11,4/13/2023 17:00:00,118.6138,XD
199-D2-11,4/13/2023 18:00:00,118.6107,XD
199-D2-11,4/13/2023 19:00:00,118.6077,XD
199-D2-11,4/13/2023 20:00:00,118.6077,XD
199-D2-11,4/13/2023 21:00:00,118.6016,XD
199-D2-11,4/13/2023 22:00:00,118.6016,XD
199-D2-11,4/13/2023 23:00:00,118.5985,XD
199-D2-11,4/14/2023 0:00:00,118.5955,XD
199-D2-11,4/14/2023 1:00:00,118.5955,XD
199-D2-11,4/14/2023 2:00:00,118.5924,XD
199-D2-11,4/14/2023 3:00:00,118.5924,XD
199-D2-11,4/14/2023 4:00:00,118.5894,XD
199-D2-11,4/14/2023 5:00:00,118.5863,XD
199-D2-11,4/14/2023 6:00:00,118.5863,XD
199-D2-11,4/14/2023 7:00:00,118.5833,XD
199-D2-11,4/14/2023 8:00:00,118.5802,XD
199-D2-11,4/14/2023 9:00:00,118.5802,XD
199-D2-11,4/14/2023 10:00:00,118.5772,XD
199-D2-11,4/14/2023 11:00:00,118.5772,XD
199-D2-11,4/14/2023 12:00:00,118.5741,XD
199-D2-11,4/14/2023 13:00:00,118.5711,XD
199-D2-11,4/14/2023 14:00:00,118.5711,XD
199-D2-11,4/14/2023 15:00:00,118.5711,XD
199-D2-11,4/14/2023 16:00:00,118.568,XD
199-D2-11,4/14/2023 17:00:00,118.565,XD
199-D2-11,4/14/2023 18:00:00,118.565,XD
199-D2-11,4/14/2023 19:00:00,118.5619,XD
199-D2-11,4/14/2023 20:00:00,118.5619,XD
199-D2-11,4/14/2023 21:00:00,118.5589,XD
199-D2-11,4/14/2023 22:00:00,118.5589,XD
199-D2-11,4/14/2023 23:00:00,118.5558,XD
199-D2-11,4/15/2023 0:00:00,118.5558,XD
199-D2-11,4/15/2023 1:00:00,118.5558,XD
199-D2-11,4/15/2023 2:00:00,118.5528,XD
199-D2-11,4/15/2023 3:00:00,118.5528,XD
199-D2-11,4/15/2023 4:00:00,118.5497,XD
199-D2-11,4/15/2023 5:00:00,118.5497,XD
199-D2-11,4/15/2023 6:00:00,118.5467,XD
199-D2-11,4/15/2023 7:00:00,118.5467,XD
199-D2-11,4/15/2023 8:00:00,118.5437,XD
199-D2-11,4/15/2023 9:00:00,118.5437,XD
199-D2-11,4/15/2023 10:00:00,118.5437,XD
199-D2-11,4/15/2023 11:00:00,118.5406,XD
199-D2-11,4/15/2023 12:00:00,118.5406,XD
199-D2-11,4/15/2023 13:00:00,118.5406,XD
199-D2-11,4/15/2023 14:00:00,118.5376,XD
199-D2-11,4/15/2023 15:00:00,118.5345,XD
199-D2-11,4/15/2023 16:00:00,118.5376,XD
199-D2-11,4/15/2023 17:00:00,118.5345,XD
199-D2-11,4/15/2023 18:00:00,118.5345,XD
199-D2-11,4/15/2023 19:00:00,118.5315,XD
199-D2-11,4/15/2023 20:00:00,118.5315,XD
199-D2-11,4/15/2023 21:00:00,118.5284,XD
199-D2-11,4/15/2023 22:00:00,118.5284,XD
199-D2-11,4/15/2023 23:00:00,118.5284,XD
199-D2-11,4/16/2023 0:00:00,118.5254,XD
199-D2-11,4/16/2023 1:00:00,118.5254,XD
199-D2-11,4/16/2023 2:00:00,118.5254,XD
199-D2-11,4/16/2023 3:00:00,118.5223,XD
199-D2-11,4/16/2023 4:00:00,118.5223,XD
199-D2-11,4/16/2023 5:00:00,118.5223,XD
199-D2-11,4/16/2023 6:00:00,118.5193,XD
199-D2-11,4/16/2023 7:00:00,118.5193,XD
199-D2-11,4/16/2023 8:00:00,118.5193,XD
199-D2-11,4/16/2023 9:00:00,118.5193,XD
199-D2-11,4/16/2023 10:00:00,118.5162,XD
199-D2-11,4/16/2023 11:00:00,118.5162,XD
199-D2-11,4/16/2023 12:00:00,118.5162,XD
199-D2-11,4/16/2023 13:00:00,118.5162,XD
199-D2-11,4/16/2023 14:00:00,118.5132,XD
199-D2-11,4/16/2023 15:00:00,118.5132,XD
199-D2-11,4/16/2023 16:00:00,118.5132,XD
199-D2-11,4/16/2023 17:00:00,118.5132,XD
199-D2-11,4/16/2023 18:00:00,118.5101,XD
199-D2-11,4/16/2023 19:00:00,118.5101,XD
199-D2-11,4/16/2023 20:00:00,118.5071,XD
199-D2-11,4/16/2023 21:00:00,118.5071,XD
199-D2-11,4/16/2023 22:00:00,118.5071,XD
199-D2-11,4/16/2023 23:00:00,118.504,XD
199-D2-11,4/17/2023 0:00:00,118.504,XD
199-D2-11,4/17/2023 1:00:00,118.504,XD
199-D2-11,4/17/2023 2:00:00,118.501,XD
199-D2-11,4/17/2023 3:00:00,118.501,XD
199-D2-11,4/17/2023 4:00:00,118.501,XD
199-D2-11,4/17/2023 5:00:00,118.501,XD
199-D2-11,4/17/2023 6:00:00,118.4979,XD
199-D2-11,4/17/2023 7:00:00,118.4979,XD
199-D2-11,4/17/2023 8:00:00,118.4979,XD
199-D2-11,4/17/2023 9:00:00,118.4979,XD
199-D2-11,4/17/2023 10:00:00,118.4949,XD
199-D2-11,4/17/2023 11:00:00,118.4949,XD
199-D2-11,4/17/2023 12:00:00,118.4949,XD
199-D2-11,4/17/2023 13:00:00,118.4949,XD
199-D2-11,4/17/2023 14:00:00,118.4949,XD
199-D2-11,4/17/2023 15:00:00,118.4918,XD
199-D2-11,4/17/2023 16:00:00,118.4918,XD
199-D2-11,4/17/2023 17:00:00,118.4918,XD
199-D2-11,4/17/2023 18:00:00,118.4888,XD
199-D2-11,4/17/2023 19:00:00,118.4888,XD
199-D2-11,4/17/2023 20:00:00,118.4888,XD
199-D2-11,4/17/2023 21:00:00,118.4857,XD
199-D2-11,4/17/2023 22:00:00,118.4888,XD
199-D2-11,4/17/2023 23:00:00,118.4857,XD
199-D2-11,4/18/2023 0:00:00,118.4857,XD
199-D2-11,4/18/2023 1:00:00,118.4827,XD
199-D2-11,4/18/2023 2:00:00,118.4827,XD
199-D2-11,4/18/2023 3:00:00,118.4827,XD
199-D2-11,4/18/2023 4:00:00,118.4827,XD
199-D2-11,4/18/2023 5:00:00,118.4796,XD
199-D2-11,4/18/2023 6:00:00,118.4796,XD
199-D2-11,4/18/2023 7:00:00,118.4796,XD
199-D2-11,4/18/2023 8:00:00,118.4827,XD
199-D2-11,4/18/2023 9:00:00,118.4796,XD
199-D2-11,4/18/2023 10:00:00,118.4766,XD
199-D2-11,4/18/2023 11:00:00,118.4796,XD
199-D2-11,4/18/2023 12:00:00,118.4766,XD
199-D2-11,4/18/2023 13:00:00,118.4766,XD
199-D2-11,4/18/2023 14:00:00,118.4766,XD
199-D2-11,4/18/2023 15:00:00,118.4766,XD
199-D2-11,4/18/2023 16:00:00,118.4735,XD
199-D2-11,4/18/2023 17:00:00,118.4735,XD
199-D2-11,4/18/2023 18:00:00,118.4735,XD
199-D2-11,4/18/2023 19:00:00,118.4705,XD
199-D2-11,4/18/2023 20:00:00,118.4705,XD
199-D2-11,4/18/2023 21:00:00,118.4705,XD
199-D2-11,4/18/2023 22:00:00,118.4705,XD
199-D2-11,4/18/2023 23:00:00,118.4675,XD
199-D2-11,4/19/2023 0:00:00,118.4675,XD
199-D2-11,4/19/2023 1:00:00,118.4675,XD
199-D2-11,4/19/2023 2:00:00,118.4675,XD
199-D2-11,4/19/2023 3:00:00,118.4644,XD
199-D2-11,4/19/2023 4:00:00,118.4644,XD
199-D2-11,4/19/2023 5:00:00,118.4644,XD
199-D2-11,4/19/2023 6:00:00,118.4644,XD
199-D2-11,4/19/2023 7:00:00,118.4644,XD
199-D2-11,4/19/2023 8:00:00,118.4614,XD
199-D2-11,4/19/2023 9:00:00,118.4614,XD
199-D2-11,4/19/2023 10:00:00,118.4614,XD
199-D2-11,4/19/2023 11:00:00,118.3669,XD
199-D2-11,4/19/2023 12:00:00,118.4614,XD
199-D2-11,4/19/2023 13:00:00,118.4614,XD
199-D2-11,4/19/2023 14:00:00,118.4614,XD
199-D2-11,4/19/2023 15:00:00,118.4614,XD
199-D2-11,4/19/2023 16:00:00,118.4614,XD
199-D2-11,4/19/2023 17:00:00,118.4614,XD
199-D2-11,4/19/2023 18:00:00,118.4614,XD
199-D2-11,4/19/2023 19:00:00,118.4583,XD
199-D2-11,4/19/2023 20:00:00,118.4583,XD
199-D2-11,4/19/2023 21:00:00,118.4583,XD
199-D2-11,4/19/2023 22:00:00,118.4583,XD
199-D2-11,4/19/2023 23:00:00,118.4553,XD
199-D2-11,4/20/2023 0:00:00,118.4553,XD
199-D2-11,4/20/2023 1:00:00,118.4553,XD
199-D2-11,4/20/2023 2:00:00,118.4553,XD
199-D2-11,4/20/2023 3:00:00,118.4553,XD
199-D2-11,4/20/2023 4:00:00,118.4553,XD
199-D2-11,4/20/2023 5:00:00,118.4522,XD
199-D2-11,4/20/2023 6:00:00,118.4522,XD
199-D2-11,4/20/2023 7:00:00,118.4522,XD
199-D2-11,4/20/2023 8:00:00,118.4522,XD
199-D2-11,4/20/2023 9:00:00,118.4522,XD
199-D2-11,4/20/2023 10:00:00,118.4522,XD
199-D2-11,4/20/2023 11:00:00,118.4492,XD
199-D2-11,4/20/2023 12:00:00,118.4492,XD
199-D2-11,4/20/2023 13:00:00,118.4492,XD
199-D2-11,4/20/2023 14:00:00,118.4492,XD
199-D2-11,4/20/2023 15:00:00,118.4492,XD
199-D2-11,4/20/2023 16:00:00,118.4492,XD
199-D2-11,4/20/2023 17:00:00,118.4461,XD
199-D2-11,4/20/2023 18:00:00,118.4461,XD
199-D2-11,4/20/2023 19:00:00,118.4461,XD
199-D2-11,4/20/2023 20:00:00,118.4461,XD
199-D2-11,4/20/2023 21:00:00,118.4461,XD
199-D2-11,4/20/2023 22:00:00,118.4461,XD
199-D2-11,4/20/2023 23:00:00,118.4431,XD
199-D2-11,4/21/2023 0:00:00,118.4431,XD
199-D2-11,4/21/2023 1:00:00,118.4431,XD
199-D2-11,4/21/2023 2:00:00,118.4431,XD
199-D2-11,4/21/2023 3:00:00,118.44,XD
199-D2-11,4/21/2023 4:00:00,118.44,XD
199-D2-11,4/21/2023 5:00:00,118.44,XD
199-D2-11,4/21/2023 6:00:00,118.44,XD
199-D2-11,4/21/2023 7:00:00,118.44,XD
199-D2-11,4/21/2023 8:00:00,118.44,XD
199-D2-11,4/21/2023 9:00:00,118.437,XD
199-D2-11,4/21/2023 10:00:00,118.437,XD
199-D2-11,4/21/2023 11:00:00,118.437,XD
199-D2-11,4/21/2023 12:00:00,118.437,XD
199-D2-11,4/21/2023 13:00:00,118.437,XD
199-D2-11,4/21/2023 14:00:00,118.437,XD
199-D2-11,4/21/2023 15:00:00,118.437,XD
199-D2-11,4/21/2023 16:00:00,118.4339,XD
199-D2-11,4/21/2023 17:00:00,118.4339,XD
199-D2-11,4/21/2023 18:00:00,118.4339,XD
199-D2-11,4/21/2023 19:00:00,118.4339,XD
199-D2-11,4/21/2023 20:00:00,118.4309,XD
