sp,start,end,dt,sum for sp,sum/dt
1,2014.0,2014.08493,0.08492999999998574,29469.751978533848,950.0033398213852
2,2014.084932,2014.161642,0.07671000000004824,126011.82108755581,4497.478341184947
3,2014.161644,2014.246459,0.08481499999993503,116026.95453787305,3745.3809916913237
4,2014.246461,2014.328651,0.08219000000008236,207499.66816281492,6912.071174213936
5,2014.328653,2014.413583,0.08492999999998574,317487.67830329615,10234.709642618258
6,2014.413584,2014.495774,0.08219000000008236,559988.1866885975,18653.900689968592
7,2014.495776,2014.580706,0.08492999999998574,1400535.12375716,45148.43036601129
8,2014.580708,2014.665637,0.08492900000010195,2114185.17608059,68154.85344780129
9,2014.665639,2014.747829,0.08218999999985499,1380386.947685073,45982.40042916563
10,2014.747831,2014.832761,0.08492999999998574,487668.77504091547,15720.762270172403
11,2014.832763,2014.915067,0.08230399999979454,279496.382504354,9297.47510257133
12,2014.915068,2014.999998,0.08492999999998574,118291.00845392354,3813.294838175898
13,2015.0,2015.08493,0.08492999999998574,440148.61456907203,14188.875907844578
14,2015.084932,2015.161642,0.07671000000004824,605620.7138295918,21615.162926095818
15,2015.161644,2015.246459,0.08481499999993503,1035115.6101358612,33413.807557452856
16,2015.246461,2015.328651,0.08219000000008236,1197152.851685982,39878.64554450202
17,2015.328653,2015.413583,0.08492999999998574,715776.8273475486,23074.180503529176
18,2015.413584,2015.495774,0.08219000000008236,720658.9365403735,24006.042543604664
19,2015.495776,2015.580706,0.08492999999998574,829577.6278937894,26742.726498487864
20,2015.580708,2015.665637,0.08492900000010195,522804.82439739554,16853.62596982363
21,2015.665639,2015.747829,0.08218999999985499,703339.1879711768,23429.100248340877
22,2015.747831,2015.832761,0.08492999999998574,433235.21793184336,13966.011802993571
23,2015.832763,2015.915067,0.08230399999979454,301998.8987209849,10046.023553877578
24,2015.915068,2015.999998,0.08492999999998574,255488.67693210643,8236.075300153352
25,2016.0,2016.084698,0.08469799999988936,241577.9948677086,7808.974278061049
26,2016.084699,2016.163933,0.07923400000004222,194599.1069300741,6724.175456034322
27,2016.163934,2016.248518,0.08458400000017718,276430.3717245686,8947.615516075666
28,2016.24852,2016.330485,0.08196499999985463,155828.51549194424,5205.090267772867
29,2016.330487,2016.415185,0.08469800000011674,243218.70701685877,7862.010064587605
30,2016.415187,2016.497152,0.08196499999985463,543414.0463250324,18151.486298691743
31,2016.497154,2016.581851,0.08469700000000557,1156110.23624295,37371.539963741714
32,2016.581853,2016.666551,0.08469800000011674,1229330.0509107749,39737.91881185592
33,2016.666553,2016.748518,0.081965000000082,746502.1958533999,24935.175068761404
34,2016.74852,2016.833218,0.08469799999988936,472527.3327106012,15274.378731550234
35,2016.833219,2016.915299,0.08207999999990534,280093.6629761297,9342.771145843013
36,2016.915301,2016.999998,0.08469700000000557,167640.1945007065,5419.00939193487
37,2017.0,2017.08493,0.08492999999998574,79262.89687060623,2555.1628940020755
38,2017.084932,2017.161642,0.07671000000004824,342338.2948358076,12218.370094917062
39,2017.161644,2017.246459,0.08481499999993503,274427.1064072096,8858.580077674224
40,2017.246461,2017.328651,0.08219000000008236,1371811.911570612,45696.755345991354
41,2017.328653,2017.413583,0.08492999999998574,1806434.168603963,58233.21806682578
42,2017.413584,2017.495774,0.08219000000008236,1168179.1309307264,38913.49498876723
43,2017.495776,2017.580706,0.08492999999998574,1502667.7238827497,48440.83375286801
44,2017.580708,2017.665637,0.08492900000010195,2041180.1886933122,65801.39629909369
45,2017.665639,2017.747829,0.08218999999985499,810745.3655367848,27006.933169515825
46,2017.747831,2017.832761,0.08492999999998574,504466.67204035725,16262.268634497064
47,2017.832763,2017.915067,0.08230399999979454,344412.5453732664,11456.917749449867
48,2017.915068,2017.999998,0.08492999999998574,235442.23670566845,7589.847086881728
49,2018.0,2018.08493,0.08492999999998574,189375.47361353683,6104.813252047844
50,2018.084932,2018.161642,0.07671000000004824,496706.2117679316,17727.903700448187
51,2018.161644,2018.246459,0.08481499999993503,491948.509191485,15880.228887807614
52,2018.246461,2018.328651,0.08219000000008236,279194.42463698436,9300.31238903146
53,2018.328653,2018.413583,0.08492999999998574,1339077.3732434209,43167.244087671046
54,2018.413584,2018.495774,0.08219000000008236,1151381.2252340666,38353.93592642722
55,2018.495776,2018.580706,0.08492999999998574,1754776.162227001,56567.941799065695
56,2018.580708,2018.665637,0.08492900000010195,1747322.12275012,56328.312462633585
57,2018.665639,2018.747829,0.08218999999985499,870923.4915079048,29011.541145649862
58,2018.747831,2018.832761,0.08492999999998574,462059.5105924134,14895.207756711703
59,2018.832763,2018.915067,0.08230399999979454,321538.3287921292,10696.004648363007
60,2018.915068,2018.999998,0.08492999999998574,283158.27943406085,9128.04801874067
61,2019.0,2019.08493,0.08492999999998574,276743.21930132614,8921.24856702855
62,2019.084932,2019.161642,0.07671000000004824,250253.80613558379,8931.789598627056
63,2019.161644,2019.246459,0.08481499999993503,348639.3091469136,11254.169745608684
64,2019.246461,2019.328651,0.08219000000008236,297342.23544025474,9904.838463887385
65,2019.328653,2019.413583,0.08492999999998574,672369.8623638272,21674.889402060708
66,2019.413584,2019.495774,0.08219000000008236,389157.16215500305,12963.307491460058
67,2019.495776,2019.580706,0.08492999999998574,498969.68185525906,16085.064596994049
68,2019.580708,2019.665637,0.08492900000010195,402905.1881378094,12988.428999298056
69,2019.665639,2019.747829,0.08218999999985499,468471.3740913625,15605.362213251696
70,2019.747831,2019.832761,0.08492999999998574,332482.7999512425,10718.100736542414
71,2019.832763,2019.915067,0.08230399999979454,219401.61629870784,7298.416697644975
72,2019.915068,2019.999998,0.08492999999998574,151462.18602270327,4882.619395067427
73,2020.0,2020.084698,0.08469799999988936,171898.27604834439,5556.587291154758
74,2020.084699,2020.163933,0.07923400000004222,148567.542045496,5133.601256169398
75,2020.163934,2020.248518,0.08458400000017718,713540.365167131,23096.177177944577
76,2020.24852,2020.330485,0.08196499999985463,482472.71457677963,16115.882405613867
77,2020.330487,2020.415185,0.08469800000011674,994483.3153262311,32146.53153146368
78,2020.415187,2020.497152,0.08196499999985463,1909804.3629485655,63792.5868160352
79,2020.497154,2020.581851,0.08469700000000557,1394875.4407533708,45089.68231953436
80,2020.581853,2020.666551,0.08469800000011674,750463.9812342221,24258.641310698877
