OID_,row,column,node,zone,Longitudin,Transverse,Transver_1,Longitud_1
209,344,161,0,14,14.000000000000000,14.000000000000000,14.000000000000000,0.000000000000000
210,344,162,0,14,14.000000000000000,14.000000000000000,14.000000000000000,0.000000000000000
211,344,163,0,14,14.000000000000000,14.000000000000000,14.000000000000000,0.000000000000000
212,344,164,0,14,14.000000000000000,14.000000000000000,14.000000000000000,0.000000000000000
213,345,156,0,4,4.000000000000000,4.000000000000000,4.000000000000000,0.000000000000000
214,345,157,0,4,4.000000000000000,4.000000000000000,4.000000000000000,0.000000000000000
215,345,158,0,4,4.000000000000000,4.000000000000000,4.000000000000000,0.000000000000000
216,345,159,0,4,4.000000000000000,4.000000000000000,4.000000000000000,0.000000000000000
217,345,160,0,4,4.000000000000000,4.000000000000000,4.000000000000000,0.000000000000000
218,346,158,0,4,4.000000000000000,4.000000000000000,4.000000000000000,0.000000000000000
219,346,159,0,4,4.000000000000000,4.000000000000000,4.000000000000000,0.000000000000000
220,346,160,0,4,4.000000000000000,4.000000000000000,4.000000000000000,0.000000000000000
