NAME,WELL_ID,TYPE,STATUS,TD,BOH,ZCOORDS,YCOORDS,XCOORDS,OU
199-K-128,C3663,GROUNDWATER WELL,IN-USE,97.9,93.9,143.91,147257.52,570009.538,100-KR-4
199-K-129,C4117,GROUNDWATER WELL,IN-USE,49.5,,126.855,148503.07,570283.65,100-KR-4
199-K-13,A4644,GROUNDWATER WELL,IN-USE,159,,142.949,146682.13,569037.727,100-KR-4
199-K-130,C4120,GROUNDWATER WELL,IN-USE,78.9,,134.359,148661.18,570478.99,100-KR-4
199-K-131,C4561,GROUNDWATER WELL,IN-USE,99.3,,135.138,148903.85,570662,100-NR-2
199-K-132,C4670,GROUNDWATER WELL,IN-USE,88,,136.755,146670.82,568495.12,100-KR-4
199-K-133,C4734,GROUNDWATER WELL,IN-USE,99,,139.931,148536.26,570560.09,100-KR-4
199-K-134,C4735,GROUNDWATER WELL,IN-USE,99,,140.519,148525.3,570600.09,100-KR-4
199-K-135,C4736,GROUNDWATER WELL,IN-USE,113.4,,140.521,148484.1,570589.3,100-KR-4
199-K-136,C4737,GROUNDWATER WELL,IN-USE,103.8,,140.252,148494.98,570549.02,100-KR-4
199-K-137,C5112,GROUNDWATER WELL,IN-USE,107.95,,143.919,146374.51,568653.37,100-KR-4
199-K-138,C5113,GROUNDWATER WELL,IN-USE,98,,134.91,146616.64,568395.22,100-KR-4
199-K-139,C5114,GROUNDWATER WELL,IN-USE,108.4,,143.58,146518.39,568551.39,100-KR-4
199-K-14,A5740,VADOSE WELL,DECOMMISSIONED-V,95,,,,,
199-K-140,C5115,GROUNDWATER WELL,IN-USE,108,,143.278,146493.66,568493.07,100-KR-4
199-K-141,C5303,GROUNDWATER WELL,IN-USE,113.8,,142.32,146818.49,569024.22,100-KR-4
199-K-142,C5304,GROUNDWATER WELL,IN-USE,115.7,,142.58,146870.94,569104.26,100-KR-4
199-K-143,C5305,GROUNDWATER WELL,IN-USE,95,94,136.498,148088.28,570934.41,100-KR-4
199-K-144,C5360,GROUNDWATER WELL,IN-USE,107.1,,127.18,147265.96,569163.34,100-KR-4
199-K-145,C5361,GROUNDWATER WELL,IN-USE,123.7,,126.209,147425.66,569284.6,100-KR-4
199-K-146,C5362,GROUNDWATER WELL,IN-USE,57.9,,129.168,148379.78,570197.6,100-KR-4
199-K-147,C5363,GROUNDWATER WELL,IN-USE,84.1,,135.788,148558.07,570411.64,100-KR-4
199-K-148,C5364,GROUNDWATER WELL,IN-USE,108.8,,138.865,148767.86,570584.74,100-KR-4
199-K-149,C5365,GROUNDWATER WELL,IN-USE,113.2,106.5,140.67,148970.74,570778.25,100-NR-2
199-K-15,A4645,VADOSE WELL,DECOMMISSIONED-V,150,,125.417,146981.42,568820.998,100-KR-4
199-K-150,C5366,GROUNDWATER WELL,IN-USE,117.5,,139.791,149051.93,570787.67,100-NR-2
199-K-151,C5367,GROUNDWATER WELL,IN-USE,118.8,118.86,140.513,148686.44,570941.32,100-NR-2
199-K-152,C5368,GROUNDWATER WELL,IN-USE,118.6,,140.688,148585.89,570736.25,100-KR-4
199-K-153,C5369,GROUNDWATER WELL,IN-USE,104.6,,138.137,148210.08,570530.04,100-KR-4
199-K-154,C5370,GROUNDWATER WELL,IN-USE,107.9,,137.932,148027.01,570321.06,100-KR-4
199-K-155,C5371,BORING,DECOMMISSIONED-V,32.6,,137.84,147950.01,570230.01,100-KR-4
199-K-156,C5372,GROUNDWATER WELL,IN-USE,172.2,167,140.853,147270.91,569674.01,100-KR-4
199-K-157,C5373,GROUNDWATER WELL,IN-USE,143.3,,139.231,147167.94,569432.18,100-KR-4
199-K-158,C5484,GROUNDWATER WELL,IN-USE,115.5,110.1,146.232,146164.41,568627.45,100-KR-4
199-K-159,C5937,GROUNDWATER WELL,IN-USE,117,,139.646,149159.61,570911.73,100-NR-2
199-K-16,A4646,VADOSE WELL,DECOMMISSIONED-V,50,,124.198,146720.188,569202.547,100-KR-4
199-K-160,C5938,GROUNDWATER WELL,IN-USE,118,,139.978,149116.02,570919.58,100-NR-2
199-K-161,C5939,GROUNDWATER WELL,IN-USE,56.5,,127.242,148202.3,570004.64,100-KR-4
199-K-162,C5940,GROUNDWATER WELL,IN-USE,133.6,,126.155,147459.97,569340,100-KR-4
199-K-163,C6172,GROUNDWATER WELL,IN-USE,113.7,,138.563,147947.93,570230.66,100-KR-4
199-K-164,C6386,GROUNDWATER WELL,IN-USE,119,112.98,141.341,148903.74,571202.22,100-NR-2
199-K-165,C6451,GROUNDWATER WELL,IN-USE,180.2,,146.219,146342.42,568674.96,100-KR-4
199-K-166,C6452,GROUNDWATER WELL,IN-USE,170.65,,145.282,146342.97,568594.56,100-KR-4
199-K-167,C6453,GROUNDWATER WELL,DECOMMISSIONED-V,37,,145.47,146267.56,568675.81,100-KR-4
199-K-168,C6454,GROUNDWATER WELL,IN-USE,166.8,,143.482,146513.63,568544.37,100-KR-4
199-K-169,C6744,GROUNDWATER WELL,IN-USE,142,,142.616,147554.98,569988.97,100-KR-4
199-K-17,A5741,VADOSE WELL,DECOMMISSIONED-V,75,,,,,
199-K-170,C6745,GROUNDWATER WELL,IN-USE,151,,142.784,147491.37,570009.01,100-KR-4
199-K-171,C6746,GROUNDWATER WELL,IN-USE,153.6,,144.978,147187.86,570544.03,100-KR-4
199-K-172,C6747,GROUNDWATER WELL,IN-USE,140,137.27,145.006,147166.37,570871.69,100-KR-4
199-K-173,C7016,GROUNDWATER WELL,DECOMMISSIONED-V,181,,146.365,146266.88,568674.07,100-KR-4
199-K-174,C7061,GROUNDWATER WELL,IN-USE,132.5,,148.186,146222.47,568915.38,100-KR-4
199-K-175,C7062,GROUNDWATER WELL,IN-USE,148.5,,152.473,146008.84,568882.72,100-KR-4
199-K-176,C7063,CANCELLED SITE,DRILLING CANCELLED,,,,,,
199-K-177,C7064,CANCELLED SITE,DRILLING CANCELLED,,,,,,
199-K-178,C7149,GROUNDWATER WELL,IN-USE,133.6,,136.402,146954.43,568963.01,100-KR-4
199-K-179,C7150,GROUNDWATER WELL,IN-USE,144,143.87,140.244,147481.92,569847.25,100-KR-4
199-K-18,A4647,GROUNDWATER WELL,IN-USE,60,,125.984,147400.811,569353.687,100-KR-4
199-K-180,C7151,GROUNDWATER WELL,IN-USE,154.5,154,146.975,147449.14,571116.08,100-KR-4
199-K-181,C7464,GROUNDWATER WELL,IN-USE,136,,135.984,146892.82,568849.75,100-KR-4
199-K-182,C7476,GROUNDWATER WELL,IN-USE,127,,142.918,148350.24,571185.32,100-KR-4
199-K-183,C7683,GROUNDWATER WELL,IN-USE,153.2,,141.1,146439.7,568302.28,100-KR-4
199-K-184,C7684,GROUNDWATER WELL,IN-USE,216.1,,143.729,146366.32,568618.68,100-KR-4
199-K-185,C7685,GROUNDWATER WELL,IN-USE,138.5,,135.312,146726.17,568574.92,100-KR-4
199-K-186,C7686,GROUNDWATER WELL,IN-USE,167,,146.212,146625.36,569209.65,100-KR-4
199-K-187,C7687,GROUNDWATER WELL,IN-USE,202.4,,156.185,146054.68,569499,100-KR-4
199-K-188,C7688,GROUNDWATER WELL,IN-USE,235,,151.509,146370.05,569386.9,100-KR-4
199-K-189,C7689,GROUNDWATER WELL,IN-USE,159,,142.975,146809.68,569150.27,100-KR-4
199-K-19,A4648,GROUNDWATER WELL,IN-USE,51,,129.687,147386.64,569458.517,100-KR-4
199-K-190,C7690,GROUNDWATER WELL,IN-USE,152,,136.176,146873.27,568835.28,100-KR-4
199-K-191,C7691,GROUNDWATER WELL,IN-USE,158,,144.631,146886.65,569711.2,100-KR-4
199-K-192,C7692,GROUNDWATER WELL,IN-USE,192.9,,134.801,147294.32,569393.17,100-KR-4
199-K-193,C7693,GROUNDWATER WELL,IN-USE,166.3,,145.628,146969.58,570641.99,100-KR-4
199-K-194,C7694,GROUNDWATER WELL,IN-USE,147.3,,147.369,147281.98,571315.65,100-KR-4
199-K-195,C7695,GROUNDWATER WELL,DECOMMISSIONED-V,230.5,,147.618,146086.38,568850.08,100-KR-4
199-K-196,C7696,GROUNDWATER WELL,IN-USE,139.8,,134.703,146639.26,568433.3,100-KR-4
199-K-197,C7697,GROUNDWATER WELL,IN-USE,108.3,,125.857,147528.77,569348.77,100-KR-4
199-K-198,C7698,GROUNDWATER WELL,IN-USE,101.5,,124.664,147551.86,569304.19,100-KR-4
199-K-199,C7699,GROUNDWATER WELL,IN-USE,103.1,,125.642,147585.3,569339.76,100-KR-4
199-K-2,A5730,VADOSE WELL,DECOMMISSIONED-V,40,,144.01,146496.833,568950.709,100-KR-4
199-K-20,A4649,GROUNDWATER WELL,IN-USE,50,,129.639,147687.239,569520.516,100-KR-4
199-K-200,C7831,GROUNDWATER WELL,IN-USE,59.39,,135.913,147253.55,569426.14,100-KR-4
199-K-201,C7832,GROUNDWATER WELL,IN-USE,60.4,,133.36,148069.13,570092.13,100-KR-4
199-K-202,C8289,GROUNDWATER WELL,IN-USE,160.1,,143.033,146792.64,569101.45,100-KR-4
199-K-203,C8290,GROUNDWATER WELL,IN-USE,161.8,,142.777,146848.9,569212.43,100-KR-4
199-K-204,C8291,GROUNDWATER WELL,IN-USE,163,,143.228,146572.85,568648.34,100-KR-4
199-K-205,C8292,GROUNDWATER WELL,IN-USE,188,,148.724,146090.86,568845.67,100-KR-4
199-K-206,C8293,GROUNDWATER WELL,IN-USE,183.26,,151.023,146049.54,568734.33,100-KR-4
199-K-207,C8294,GROUNDWATER WELL,IN-USE,155.5,,142.061,146979.8,569409.77,100-KR-4
199-K-208,C8295,GROUNDWATER WELL,IN-USE,133.9,,133.746,147170.23,569291.76,100-KR-4
199-K-209,C8296,GROUNDWATER WELL,IN-USE,154.6,,150.957,147065.85,572552.36,100-KR-4
199-K-21,A4650,GROUNDWATER WELL,IN-USE,50,,129.561,147932.06,569769.902,100-KR-4
199-K-210,C8297,GROUNDWATER WELL,IN-USE,122.1,,126.35,147155.25,569058.13,100-KR-4
199-K-211,C8298,CANCELLED SITE,DRILLING CANCELLED,,,123.3,147252.77,568988.54,100-KR-4
199-K-212,C8299,GROUNDWATER WELL,IN-USE,85.8,,130.321,148047.71,569954.44,100-KR-4
199-K-213,C8300,CANCELLED SITE,DRILLING CANCELLED,,,144.5,147295.68,570701.18,100-KR-4
199-K-214,C8301,CANCELLED SITE,DRILLING CANCELLED,,,144.82,147339.96,570943.17,100-KR-4
199-K-215,C8302,CANCELLED SITE,DRILLING CANCELLED,,,137.51,148020.64,570398.8,100-KR-4
199-K-216,C8303,CANCELLED SITE,DRILLING CANCELLED,,,135.76,148096.25,570644.23,100-KR-4
199-K-217,C8304,CANCELLED SITE,DRILLING CANCELLED,,,136.77,148423.8,570934.44,100-KR-4
199-K-218,C8305,CANCELLED SITE,DRILLING CANCELLED,,,140.93,146896.35,569170.66,100-KR-4
199-K-219,C8306,CANCELLED SITE,DRILLING CANCELLED,,,141.32,146868.53,569269,100-KR-4
199-K-22,A4651,GROUNDWATER WELL,IN-USE,50,,130.408,148097.376,570023.697,100-KR-4
199-K-220,C8795,GROUNDWATER WELL,IN-USE,171.3,,150.964,146417.51,569356.26,100-KR-4
199-K-221,C8796,GROUNDWATER WELL,IN-USE,104.6,,138.5,146753.91,569129.42,100-KR-4
199-K-222,C8797,GROUNDWATER WELL,IN-USE,118.65,,143.726,146730.6,569186.78,100-KR-4
199-K-223,C9595,GROUNDWATER WELL,IN-USE,177.34,,145.573,146145.09,568781.07,100-KR-4
199-K-224,C9596,GROUNDWATER WELL,IN-USE,185.89,,146.747,146205.95,568735.26,100-KR-4
199-K-225,C9597,GROUNDWATER WELL,IN-USE,165.15,,148.921,146457.77,569281.56,100-KR-4
199-K-226,C9598,GROUNDWATER WELL,IN-USE,148.79,,135.938,147038.68,569186.87,100-KR-4
199-K-227,C9711,GROUNDWATER WELL,IN-USE,174.3,,143.964,146851.61,569538.69,100-KR-4
199-K-228,C9712,GROUNDWATER WELL,IN-USE,167.2,,144.142,146775.64,569393.12,100-KR-4
199-K-229,C9713,GROUNDWATER WELL,IN-USE,191.34,,146.43,146311.08,568867.99,100-KR-4
199-K-23,A4652,GROUNDWATER WELL,DECOMMISSIONED-V,80,,143.732,146635.8,569081.848,100-KR-4
199-K-230,C9714,GROUNDWATER WELL,IN-USE,145.1,,136.472,146759.31,568738.15,100-KR-4
199-K-231,C9919,GROUNDWATER WELL,IN-USE,178.1,,147.473,146643.38,569511.98,100-KR-4
199-K-232,C9920,GROUNDWATER WELL,IN-USE,112.8,,127.837,147313.89,569245.51,100-KR-4
199-K-233,C9921,GROUNDWATER WELL,IN-USE,110.8,,142.594,148090.24,571520.78,100-KR-4
199-K-234,C9922,GROUNDWATER WELL,IN-USE,139.9,,137.558,146874.03,569005.78,100-KR-4
199-K-235,C9973,GROUNDWATER WELL,IN-USE,125,,148.758,146115.87,568829.62,100-KR-4
199-K-236,C9974,GROUNDWATER WELL,IN-USE,125.98,,148.697,146074.39,568856.97,100-KR-4
199-K-237,C9975,CANCELLED SITE,DRILLING CANCELLED,,,,,,
199-K-238,D0088,GROUNDWATER WELL,IN-USE,168.7,,142.076,146973.92,569321.99,100-KR-4
199-K-239,D0089,GROUNDWATER WELL,IN-USE,160.5,,143.412,146693.01,569039.99,100-KR-4
199-K-24,A5742,VADOSE WELL,DECOMMISSIONED-V,50,,143.401,146932.692,568836.347,100-KR-4
199-K-240,D0090,GROUNDWATER WELL,IN-USE,188.5,,151.321,146378.11,569381.94,100-KR-4
199-K-241,D0091,PROPOSED SITE,AWAITING DRILLING,,,,,,
199-K-242,D0092,PROPOSED SITE,AWAITING DRILLING,,,135.7,146683,568513,100-KR-4
199-K-243,D0093,PROPOSED SITE,AWAITING DRILLING,,,,,,
199-K-25,A5743,UNCLASSIFIED,IN-USE,76,,145.229,147238.148,569140.418,100-KR-4
199-K-26,A5744,VADOSE WELL,DECOMMISSIONED-V,15,,,,,
199-K-27,A4653,GROUNDWATER WELL,DECOMMISSIONED-V,90,,143.274,146763.797,569155.956,100-KR-4
199-K-28,A4654,GROUNDWATER WELL,DECOMMISSIONED-V,90,,143.062,146772.768,569171.711,100-KR-4
199-K-29,A5480,GROUNDWATER WELL,DECOMMISSIONED-V,90,,143.493,146790.128,569205.075,100-KR-4
199-K-3,A5731,VADOSE WELL,DECOMMISSIONED-V,40,,151.935,146169.632,569270.236,100-KR-4
199-K-30,A4655,GROUNDWATER WELL,DECOMMISSIONED-V,90,,143.132,146780.961,569238.117,100-KR-4
199-K-31,A4656,GROUNDWATER WELL,IN-USE,50,,126.731,146591.114,568177.564,100-KR-4
199-K-32A,A4657,GROUNDWATER WELL,IN-USE,69,,136.396,147006.68,569024.15,100-KR-4
199-K-32B,A4658,GROUNDWATER WELL,IN-USE,175,,136.777,147004.81,569012.4,100-KR-4
199-K-33,A4659,GROUNDWATER WELL,DECOMMISSIONED-V,66.6,,136.28,146713.25,568573.65,100-KR-4
199-K-34,A4660,GROUNDWATER WELL,IN-USE,90.6,,143.733,146501.94,568605.78,100-KR-4
199-K-35,A4661,GROUNDWATER WELL,DECOMMISSIONED-V,117,,151.798,146110.68,568832.33,100-KR-4
199-K-36,A4662,GROUNDWATER WELL,IN-USE,113,,151.381,146390.47,569373.69,100-KR-4
199-K-37,A4663,GROUNDWATER WELL,IN-USE,69.3,,135.68,148226.542,570216.203,100-KR-4
199-K-38,A5745,VADOSE WELL,DECOMMISSIONED-V,24,,135.537,146642.93,568474.63,100-KR-4
199-K-39,A5746,VADOSE WELL,DECOMMISSIONED-V,22.5,,135.528,147012.32,569118.23,100-KR-4
199-K-4,A5732,VADOSE WELL,DECOMMISSIONED-V,40,,124.503,147253.843,569073.334,100-KR-4
199-K-40,A5747,VADOSE WELL,DECOMMISSIONED-V,24,,127.176,147228.04,569254.12,100-KR-4
199-K-41,A5748,VADOSE WELL,DECOMMISSIONED-V,30,,133.649,147270.05,569443.28,100-KR-4
199-K-42,A5749,BORING,DECOMMISSIONED-V,,,131.252,148202.24,570183.219,100-KR-4
199-K-43,A5750,BORING,DECOMMISSIONED-V,,,,148171.536,570148.823,100-KR-4
199-K-44,A5751,BORING,DECOMMISSIONED-V,,,131.546,148128.158,570134.834,100-KR-4
199-K-45,A5752,BORING,DECOMMISSIONED-V,,,131.57,148079.922,570101.955,100-KR-4
199-K-46,A5753,BORING,DECOMMISSIONED-V,,,132.887,148021.863,570050.852,100-KR-4
199-K-47,A5754,BORING,DECOMMISSIONED-V,,,135.557,147977.461,570009.627,100-KR-4
199-K-48,A5755,BORING,DECOMMISSIONED-V,,,131.174,147796.329,569893.979,100-KR-4
199-K-49,A5756,BORING,DECOMMISSIONED-V,,,131.387,147759.82,569857.498,100-KR-4
199-K-5,A5733,VADOSE WELL,DECOMMISSIONED-V,40,,141.267,146926.336,569392.557,100-KR-4
199-K-50,A5757,BORING,DECOMMISSIONED-V,,,131.86,147647.122,569746.699,100-KR-4
199-K-51,A5758,BORING,DECOMMISSIONED-V,,,133.433,147447.746,569610.187,100-KR-4
199-K-52,A5759,BORING,DECOMMISSIONED-V,,,133.125,147339.286,569517.162,100-KR-4
199-K-53,A5760,BORING,DECOMMISSIONED-V,,,133.158,147229.399,569411.446,100-KR-4
199-K-54,A5761,BORING,DECOMMISSIONED-V,,,136.054,147236.915,569389.65,100-KR-4
199-K-55,A5762,BORING,DECOMMISSIONED-V,,,135.856,147409.492,569643.714,100-KR-4
199-K-56,A5763,BORING,DECOMMISSIONED-V,,,133.829,147748.159,569903.151,100-KR-4
199-K-57,A5764,BORING,DECOMMISSIONED-V,,,133.558,148097.14,570175.591,100-KR-4
199-K-58,A5765,BORING,DECOMMISSIONED-V,,,126.604,148234.353,570053.996,100-KR-4
199-K-59,A5766,BORING,DECOMMISSIONED-V,,,134.3,148269.428,570268.233,100-KR-4
199-K-6,A5734,VADOSE WELL,DECOMMISSIONED-V,40,,147.363,146596.085,569711.481,100-KR-4
199-K-60,A5767,BORING,DECOMMISSIONED-V,,,124.687,148267.072,569997.097,100-KR-4
199-K-61,A5768,BORING,DECOMMISSIONED-V,,,127.907,148050.748,569961.384,100-KR-4
199-K-62,A5769,BORING,DECOMMISSIONED-V,,,124.748,148173.556,570049.868,100-KR-4
199-K-63,A5770,BORING,DECOMMISSIONED-V,,,129.303,147918.625,569891.089,100-KR-4
199-K-64,A5771,BORING,DECOMMISSIONED-V,,,129.022,147953.225,569840.732,100-KR-4
199-K-65,A5772,BORING,DECOMMISSIONED-V,,,126.166,148020.001,569764.385,100-KR-4
199-K-66,A5773,BORING,DECOMMISSIONED-V,,,131.049,147642.294,569685.978,100-KR-4
199-K-67,A5774,BORING,DECOMMISSIONED-V,,,130.244,147494.747,569570.129,100-KR-4
199-K-68,A5775,BORING,DECOMMISSIONED-V,,,124.359,147400.293,569362.052,100-KR-4
199-K-69,A5776,BORING,DECOMMISSIONED-V,,,125.721,147337.967,569314.138,100-KR-4
199-K-7,A5735,UNCLASSIFIED,DECOMMISSIONED-V,42,,124.807,147427.461,569298.466,100-KR-4
199-K-70,A5777,BORING,DECOMMISSIONED-V,,,122.728,147498.915,569360.227,100-KR-4
199-K-71,A5778,BORING,DECOMMISSIONED-V,,,138.518,147106.634,569505.59,100-KR-4
199-K-72,A5779,BORING,DECOMMISSIONED-V,,,129.615,147153.982,569190.991,100-KR-4
199-K-73,A5780,BORING,DECOMMISSIONED-V,,,124.35,147298.834,569138.635,100-KR-4
199-K-74,A5781,BORING,DECOMMISSIONED-V,,,132.137,147268.993,569326.001,100-KR-4
199-K-75,A5782,BORING,DECOMMISSIONED-V,,,132.175,147215.65,569276.705,100-KR-4
199-K-76,A5783,BORING,DECOMMISSIONED-V,,,129.343,147237.883,569247.479,100-KR-4
199-K-77,A5784,BORING,DECOMMISSIONED-V,,,141.054,146828.278,569116.202,100-KR-4
199-K-78,A5785,BORING,DECOMMISSIONED-V,,,141.968,146781.62,569078.381,100-KR-4
199-K-79,A5786,BORING,DECOMMISSIONED-V,,,135.113,147038.545,569134.709,100-KR-4
199-K-8,A5736,VADOSE WELL,DECOMMISSIONED-V,40,7.5,139.742,147354.04,569827.77,100-KR-4
199-K-80,A5787,BORING,DECOMMISSIONED-V,,,135.223,146978.008,569079.148,100-KR-4
199-K-81,A5788,BORING,DECOMMISSIONED-V,,,135.229,147007.613,569210.684,100-KR-4
199-K-82,A5789,BORING,DECOMMISSIONED-V,,,134.924,147002.795,569066.781,100-KR-4
199-K-83,A5790,BORING,DECOMMISSIONED-V,,,135.775,147021.084,569056.777,100-KR-4
199-K-84,A5791,BORING,DECOMMISSIONED-V,,,135.775,146978.99,569133.834,100-KR-4
199-K-85,A5792,BORING,DECOMMISSIONED-V,,,135.311,146931.335,569067.416,100-KR-4
199-K-86,A5793,BORING,DECOMMISSIONED-V,,,135.388,146912.841,569125.803,100-KR-4
199-K-87,A5794,BORING,DECOMMISSIONED-V,,,135.128,146960.931,569036.619,100-KR-4
199-K-88,A5795,BORING,DECOMMISSIONED-V,,,135.311,146887.65,568998.997,100-KR-4
199-K-89,A5796,BORING,DECOMMISSIONED-V,,,134.836,147010.51,569088.477,100-KR-4
199-K-9,A5737,VADOSE WELL,DECOMMISSIONED-V,40,,144.314,147025.581,570150.282,100-KR-4
199-K-90,A5797,BORING,DECOMMISSIONED-V,,,134.738,146928.736,568944.262,100-KR-4
199-K-91,A5798,BORING,DECOMMISSIONED-V,,,135.25,146843.206,568841.315,100-KR-4
199-K-92,A5799,BORING,DECOMMISSIONED-V,,,135.287,146828.278,568700.603,100-KR-4
199-K-93,A5800,BORING,DECOMMISSIONED-V,,,135.296,146704.06,568590.656,100-KR-4
199-K-94,A5801,BORING,DECOMMISSIONED-V,,,135.165,146768.339,568635.531,100-KR-4
199-K-95,A5802,BORING,DECOMMISSIONED-V,,,135.235,146621.166,568463.903,100-KR-4
199-K-96,A5803,BORING,DECOMMISSIONED-V,,,135.29,146705.16,568595.436,100-KR-4
199-K-97,A5804,BORING,DECOMMISSIONED-V,,,135.311,146715.652,568593.79,100-KR-4
199-K-98,A5805,BORING,DECOMMISSIONED-V,,,134.531,146718.104,568568.799,100-KR-4
199-K-99,A5806,BORING,DECOMMISSIONED-V,,,135.247,146779.525,568487.699,100-KR-4
199-N-1,A5813,PIEZOMETER HOST,DECOMMISSIONED-V,100,,140.075,149732.495,571391.65,100-NR-2
199-N-10,A5823,PIEZOMETER HOST,DECOMMISSIONED-V,75,,140.353,149924.578,571544.176,100-NR-2
199-N-100A,A9886,UNCLASSIFIED,DRILLING CANCELLED,,,,,,
199-N-101A,A9887,UNCLASSIFIED,DRILLING CANCELLED,,,,,,
199-N-102A,A9888,UNCLASSIFIED,DRILLING CANCELLED,,,,,,
199-N-103A,A9988,GROUNDWATER WELL,IN-USE,105,,140.777,149903.68,571424.79,100-NR-2
199-N-104A,A9989,GROUNDWATER WELL,IN-USE,91.5,,141.911,149542.63,571778.32,100-NR-2
199-N-105A,B2408,GROUNDWATER WELL,IN-USE,98,,140.07,150024.96,571602.3,100-NR-2
199-N-106A,B2538,GROUNDWATER WELL,IN-USE,121,,144.625,150150.85,571737.6,100-NR-2
199-N-107A,B2536,UNCLASSIFIED,DECOMMISSIONED-V,,,140.296,149685.11,571462.35,100-NR-2
199-N-109A,B2740,UNCLASSIFIED,DECOMMISSIONED-V,,,,149630.622,571898.167,100-NR-2
199-N-10O,A9526,HOSTED PIEZOMETER,DECOMMISSIONED-V,75,,140.429,149924.578,571544.176,100-NR-2
199-N-10P,A9527,HOSTED PIEZOMETER,DECOMMISSIONED-V,75,,140.435,149924.578,571544.176,100-NR-2
199-N-110A,B2741,UNCLASSIFIED,DRILLING CANCELLED,,,,,,
199-N-111A,B2742,UNCLASSIFIED,DRILLING CANCELLED,,,,,,
199-N-112A,B2751,PIEZOMETER HOST,DRILLING CANCELLED,,,,,,
199-N-112AO,B2743,HOSTED PIEZOMETER,DRILLING CANCELLED,,,,,,
199-N-112AP,B2744,HOSTED PIEZOMETER,DRILLING CANCELLED,,,,,,
199-N-112AQ,B2745,HOSTED PIEZOMETER,DRILLING CANCELLED,,,,,,
199-N-113A,B2746,UNCLASSIFIED,DRILLING CANCELLED,,,,,,
199-N-114,C4095,UNCLASSIFIED,DECOMMISSIONED-V,71.2,70,140.371,149538.611,571111.465,100-NR-2
199-N-115,C4096,UNCLASSIFIED,DECOMMISSIONED-V,68.25,69,139.577,149548.372,571106.174,100-NR-2
199-N-116,C4097,UNCLASSIFIED,DECOMMISSIONED-V,60,56,135.489,149562.954,571085.517,100-NR-2
199-N-117,C4098,UNCLASSIFIED,DECOMMISSIONED-V,53,49,134.778,149550.919,571075.567,100-NR-2
199-N-118,C4094,UNCLASSIFIED,DECOMMISSIONED-V,19.5,19.5,139.548,149534.921,571100.003,100-NR-2
199-N-119,C4471,GROUNDWATER WELL,IN-USE,24,,122.89,149968.34,571364.5,100-NR-2
199-N-12,A5824,PIEZOMETER HOST,DECOMMISSIONED-V,75,,140.261,149751.251,571458.351,100-NR-2
199-N-120,C4472,GROUNDWATER WELL,IN-USE,32,,122.725,149970.76,571366.18,100-NR-2
199-N-121,C4473,GROUNDWATER WELL,IN-USE,42.5,,123.078,149973.29,571368.29,100-NR-2
199-N-122,C4954,GROUNDWATER WELL,IN-USE,48,,122.334,149928.81,571318.48,100-NR-2
199-N-123,C4955,GROUNDWATER WELL,IN-USE,54,,123.103,149889.37,571282.86,100-NR-2
199-N-124,C4991,UNCLASSIFIED,CANDIDATE FOR DECOMMISSIONING,63,63.64,,149252.84,572395.98,100-NR-2
199-N-125,C4992,UNCLASSIFIED,CANDIDATE FOR DECOMMISSIONING,69.4,83.3,,149252.55,572397.48,100-NR-2
199-N-126,C5032,GROUNDWATER WELL,IN-USE,28.8,27.5,123.126,149890.57,571282.07,100-NR-2
199-N-127,C5033,GROUNDWATER WELL,IN-USE,18.2,17.9,123.093,149891.18,571282.53,100-NR-2
199-N-128,C5034,GROUNDWATER WELL,IN-USE,28.5,28.8,123.12,149890.11,571285.51,100-NR-2
199-N-129,C5035,GROUNDWATER WELL,IN-USE,18,17.3,123.114,149889.65,571285.02,100-NR-2
199-N-12O,A9528,HOSTED PIEZOMETER,DECOMMISSIONED-V,75,95.36,140.337,149751.251,571458.351,100-NR-2
199-N-12P,A9529,HOSTED PIEZOMETER,DECOMMISSIONED-V,75,64.95,140.465,149751.251,571458.351,100-NR-2
199-N-13,A5825,PIEZOMETER HOST,DECOMMISSIONED-V,75,,140.581,149788.984,571433.875,100-NR-2
199-N-130,C5036,GROUNDWATER WELL,IN-USE,30,,123.375,149885.61,571291.38,100-NR-2
199-N-131,C5037,GROUNDWATER WELL,IN-USE,19,,123.358,149884.96,571290.97,100-NR-2
199-N-132,C5038,GROUNDWATER WELL,IN-USE,29.5,,122.98,149891.44,571290,100-NR-2
199-N-133,C5039,GROUNDWATER WELL,IN-USE,19,,123.02,149891.83,571289.38,100-NR-2
199-N-134,C5040,CANCELLED SITE,DRILLING CANCELLED,,,,,,
199-N-135,C5041,CANCELLED SITE,DRILLING CANCELLED,,,,149892,571289,100-NR-2
199-N-136,C5042,GROUNDWATER WELL,IN-USE,25.8,,122.069,149940.73,571337.18,100-NR-2
199-N-137,C5043,GROUNDWATER WELL,IN-USE,25.8,23.99,122.017,149946.3,571344.43,100-NR-2
199-N-138,C5044,GROUNDWATER WELL,IN-USE,26,,123.128,149887.72,571287.27,100-NR-2
199-N-139,C5045,GROUNDWATER WELL,IN-USE,25.7,,122.777,149895.6,571292.03,100-NR-2
199-N-13O,A9530,HOSTED PIEZOMETER,DECOMMISSIONED-V,75,72.3,140.657,149788.984,571433.875,100-NR-2
199-N-13P,A9531,HOSTED PIEZOMETER,DECOMMISSIONED-V,75,100.97,140.639,149788.984,571433.875,100-NR-2
