NAME,XCOORDS,YCOORDS,ZCOORDS
199-N-214,571229.81,149810,123.32
199-N-215,571232.72,149813.53,123.25
199-N-216,571235.59,149816.81,123.23
199-N-217,571238.81,149820.18,123.21
199-N-218,571241.44,149824.3,123.15
199-N-219,571243.95,149827.76,123.24
199-N-22,571141.75,149584.19,140.51
199-N-220,571246.49,149831.5,123.23
199-N-221,571249.33,149835.26,123.29
199-N-222,571251.35,149838.48,123.12
199-N-223,571254.31,149843.04,123.17
199-N-224,571256.67,149846.41,123.26
199-N-225,571259.52,149850.47,123.4
199-N-226,571262.4,149853.86,123.34
199-N-227,571265.41,149857.51,123.3
199-N-228,571268.42,149861.28,123.22
199-N-229,571271.28,149864.74,123.21
199-N-23,571122.94,149556.66,140.25
199-N-230,571274.06,149868.47,123.16
199-N-231,571276.71,149871.81,123.09
199-N-232,571279.71,149875.71,123.07
199-N-233,571282.66,149879.08,123.11
199-N-234,571286.72,149883.1,123.21
199-N-235,571348.34,149950.76,121.94
199-N-236,571351.12,149954.54,121.96
199-N-237,571353.97,149958.59,122.06
199-N-238,571356.49,149961.94,122.11
199-N-239,571359.23,149965.75,122.17
199-N-24,571070.91,149518.04,132.98
199-N-240,571361.72,149969.69,122.22
199-N-241,571364.35,149973.32,122.24
199-N-242,571366.89,149976.8,122.24
199-N-243,571369.96,149979.88,122.27
199-N-244,571373.09,149982.83,122.28
199-N-245,571376.2,149986.82,122.27
199-N-246,571378.88,149990.56,122.27
199-N-247,571381.44,149994.14,122.25
199-N-248,571383.91,149997.93,122.21
199-N-249,571386.39,150001.56,122.16
199-N-25,571050.86,149484.87,130.94
199-N-250,571388.88,150005.61,122.13
199-N-251,571391.89,150009.72,122.1
199-N-252,571394.1,150013.22,122.07
199-N-253,571396.29,150016.73,122.03
199-N-254,571398.85,150020.79,121.93
199-N-255,571401.31,150024.75,121.89
199-N-256,571403.79,150028.61,121.83
199-N-257,571406.1,150032.2,121.81
199-N-258,571408.97,150036.13,121.77
199-N-259,571411.1,150039.97,121.81
199-N-26,571056.86,149410.03,140.09
199-N-260,571413.69,150043.62,121.81
199-N-261,571416,150047.74,121.85
199-N-262,571418.51,150051.2,121.87
199-N-263,571421.17,150055.46,121.87
199-N-264,571423.59,150058.79,121.87
199-N-265,571426.1,150063.07,121.86
199-N-266,571428.76,150067.07,121.86
199-N-267,571430.86,150070.66,121.84
199-N-268,571433.49,150074.61,121.86
199-N-269,571436.02,150078.94,121.84
199-N-27,572052.61,149659.78,138.06
199-N-270,571438.52,150082.34,121.81
199-N-271,571440.22,150085.6,121.84
199-N-272,571441.87,150088.52,121.89
199-N-273,571444.62,150093.65,121.92
199-N-274,571446.84,150098.38,121.94
199-N-275,571448.69,150102.9,121.94
199-N-276,571450.74,150106.59,121.91
199-N-277,571452.44,150110.78,121.82
199-N-278,571454.09,150114.44,121.75
199-N-279,571455.71,150118.57,121.72
199-N-28,571955.27,149476.65,142.67
199-N-280,571457.93,150122.77,121.68
199-N-281,571459.57,150127.35,121.65
199-N-282,571461.92,150131.39,121.66
199-N-283,571463.5,150135.71,121.61
199-N-284,571465.56,150139.88,121.61
199-N-285,571467.37,150144.43,121.64
199-N-286,571468.84,150148.69,121.67
199-N-287,571471.23,150152.3,121.65
199-N-288,571474,150155.5,121.67
199-N-289,571477.45,150158.86,121.74
199-N-29,571841.35,149489.23,142.98
199-N-290,571480.72,150161.93,121.78
199-N-291,571484.24,150164.36,121.77
199-N-292,571488.12,150167.75,121.81
199-N-293,571491.86,150170.59,121.79
199-N-294,571495.07,150173.69,121.85
199-N-295,571498.31,150176.51,121.92
199-N-296,571501.58,150179.51,121.92
199-N-297,571504.78,150182.74,121.95
199-N-298,571508.01,150186.18,121.96
199-N-299,571510.99,150189.41,121.96
199-N-2O,571476.2,149859.43,141.29
199-N-2P,571476.2,149859.43,141.29
199-N-2Q,571476.2,149859.43,141.29
199-N-2R,571476.2,149859.43,141.29
199-N-3,571317.37,149794.61,141.04
199-N-30,571761.89,149584.44,140.62
199-N-300,571513.92,150192.87,121.96
199-N-301,571516.95,150196.62,121.98
199-N-302,571520.09,150199.9,121.98
199-N-303,571523.14,150203.35,121.99
199-N-304,571525.91,150206.87,121.97
199-N-305,571528.71,150210.59,121.99
199-N-306,571531.65,150214.05,121.94
199-N-307,571534.33,150217.5,121.94
199-N-308,571537.23,150221.22,121.96
199-N-309,571540.07,150224.73,121.99
199-N-31,571810.61,149682.8,142.18
199-N-310,571542.79,150228.42,121.98
199-N-311,571545.55,150232.11,121.93
199-N-312,571548.23,150235.72,121.89
199-N-313,571550.79,150239.58,121.85
199-N-314,571553.28,150243.43,121.87
199-N-315,571555.86,150247.53,121.89
199-N-316,571558.24,150251.37,121.91
199-N-317,571560.87,150254.88,121.87
199-N-318,571563.67,150258.74,121.87
199-N-319,571565.85,150262.58,121.87
199-N-32,571907.61,149708.49,142.03
199-N-320,571568.1,150266.48,121.88
199-N-321,571570.4,150270.14,121.9
199-N-322,571572.74,150274.27,121.9
199-N-323,571575.33,150278.17,122.02
199-N-324,571577.87,150282.5,122.07
199-N-325,571580.17,150286.26,122.06
199-N-326,571582.32,150290.34,122.08
199-N-327,571584.19,150294.19,122.09
199-N-328,571586.19,150298.36,122.1
199-N-329,571588.52,150302.33,122.12
199-N-33,571752.11,149729.93,141.34
199-N-330,571590.64,150306.15,122.09
199-N-331,571593.06,150310.12,122.09
199-N-332,571595.38,150314.3,122.14
199-N-333,571597.44,150318.21,122.15
199-N-334,571600.32,150322.03,122.14
199-N-335,571602.71,150325.46,122.12
199-N-336,571605.78,150329.36,122.13
199-N-337,571608.87,150333.1,122.13
199-N-338,571611.93,150336.26,122.09
199-N-339,571615.1,150339.64,122.09
199-N-34,571737.41,149653.88,141.27
199-N-340,571618.11,150342.67,122.07
199-N-341,571621.34,150346.38,122.15
199-N-342,571623.93,150349.47,122.2
199-N-343,571627.19,150353.33,122.25
199-N-344,571629.88,150356.82,122.26
199-N-345,571632.62,150360.44,122.21
199-N-346,571203.32,149780.23,123.61
199-N-347,571231.25,149822.23,123.13
199-N-348,571248.28,149845.23,123.18
199-N-349,571267.16,149866.13,123.17
199-N-35,571943.41,149625.69,138.15
199-N-350,571356.74,149966.26,122.15
199-N-351,571373.17,149987.11,122.29
199-N-352,571388.72,150009.03,122.18
199-N-353,571403.29,150031.62,121.92
199-N-354,571418.57,150055.09,121.92
199-N-355,571431.65,150077,121.95
199-N-356,571446.09,150101.5,121.99
199-N-357,571456.35,150125.44,121.82
199-N-358,571466.28,150148.67,121.72
199-N-359,571484.18,150168.77,121.92
199-N-36,571963.3,149747.63,141.07
199-N-360,571504.04,150186.94,122.09
199-N-361,571522,150206.98,122.08
199-N-362,571538.55,150228.08,122.1
199-N-363,571554.65,150249.9,121.98
199-N-364,571569.71,150273.49,121.9
199-N-365,571583.77,150296.66,122.09
199-N-366,571594.87,150317.84,122.17
199-N-367,571611.38,150340.41,122.2
199-N-368,571344.44,149948.28,122.07
199-N-369,571341.78,149947.72,122.13
199-N-37,571969.89,149830.31,140.2
199-N-370,571339.68,149945.71,122.14
199-N-371,571133.65,149571.82,139.14
199-N-372,571104.79,149500.24,139.79
199-N-373,571276.14,149441.79,140.14
199-N-374,571116.32,149532.29,139.86
199-N-375,571395.05,149514.01,140
199-N-376,571137.72,149346.36,140.88
199-N-377,571277.91,149677.94,140.43
199-N-38,572082.65,149760.86,140.16
199-N-39,572038.53,149884.04,139.65
199-N-3O,571317.37,149794.61,141.17
199-N-3P,571317.37,149794.61,141.17
199-N-3Q,571317.37,149794.61,141.17
199-N-3R,571317.37,149794.61,141.17
199-N-4,571557.37,149659.81,141.01
199-N-40,572105.53,149921.21,140.27
199-N-41,572182.23,149965.26,140.65
199-N-42,572265.61,149906.81,139.9
199-N-43,572366.17,150139.94,138.04
199-N-44,572180.62,149804.71,141.61
199-N-45,571974.84,149608.47,139.04
199-N-46,571326.97,149921.34,124.54
199-N-47,571099.07,149587.55,136.31
199-N-48,571083.86,149568.76,135.18
199-N-49,571991.68,150050.34,138.56
199-N-4O,571557.37,149659.81,140.62
199-N-4P,571557.37,149659.81,140.62
199-N-4Q,571557.37,149659.81,140.62
199-N-4R,571557.37,149659.81,140.62
199-N-4S,571557.37,149659.81,140.62
199-N-5,571405.69,149675.16,139.83
199-N-50,572090.9,150298.79,142.42
199-N-51,571796.1,150496.96,142.06
199-N-52,572302.91,149466.18,142.51
199-N-53,571826.11,149966.16,141.93
199-N-54,571363.81,149633.65,140.62
199-N-55,571353.87,149609.82,140.73
199-N-56,571375.87,149703.49,140.8
199-N-57,571413.17,149542.05,140.7
199-N-58,571285.31,149222.24,142.27
199-N-59,571258.22,149150.45,141.25
199-N-5O,571405.69,149675.16,139.96
199-N-5P,571405.69,149675.16,139.96
199-N-5Q,571405.69,149675.16,139.96
199-N-6,571700.78,149661.47,141.51
199-N-60,571276.13,149200.76,141.98
199-N-61,571355.9,149156.69,142
199-N-62,571725.62,149483.06,142.48
199-N-63,571630.6,149519.34,143.43
199-N-64,571561.41,149551.17,139.75
199-N-65,571561.64,149622.09,140.31
199-N-66,571636.85,149684.09,142.99
199-N-67,571494.16,149798.94,140.92
199-N-69,571483.88,149804.8,141.03
199-N-7,571681.58,149573.81,141.48
199-N-70,572042.01,149877.98,139.61
199-N-71,571588.81,148982.16,142.15
199-N-72,571302.17,149249.65,140.92
199-N-73,571292.02,149168.99,142.22
199-N-74,571941.87,149156.14,140.51
199-N-75,571523.58,150060.72,140.28
199-N-76,571560.08,150122.12,138.86
199-N-77,571309.78,149243.04,141.05
199-N-78,NA,NA,NA
199-N-79,NA,NA,NA
199-N-8,571326,149924,NA
199-N-80,571477.57,149950.84,140.52
199-N-81,572019.16,149866.08,142.06
199-N-82,NA,NA,NA
199-N-83,571399.32,149510.61,140.16
199-N-84,571233.28,149672.16,139.47
199-N-85,571291.78,149700.28,140.82
199-N-86,571395.76,149683.32,139.42
199-N-87,571420.71,149633.02,139.07
199-N-88,571281.31,149165.37,141.29
199-N-89,571281.36,149211.97,141.18
199-N-8P,571326.88,149924.18,124.67
199-N-8Q,571331.03,149928.4,124.52
199-N-8R,571332.84,149930.22,124.36
199-N-8S,571329.01,149926.5,124.5
199-N-8T,571324.83,149922.05,123.12
199-N-8U,571334.61,149932.15,124.47
199-N-8V,571322.4,149919.81,124.55
199-N-9,571502.53,149756.54,137.49
199-N-90,570909.52,149293.8,131.39
199-N-91A,571730,150500,122.55
199-N-92A,571647.42,150383.52,122.08
199-N-93A,571560,150260,120.78
199-N-94A,571466.08,150154.17,121.58
199-N-95A,571360,149970,121.61
199-N-96A,571213.47,149800.76,123.64
199-N-97A,571140,149650,120.84
199-N-98A,NA,NA,NA
199-N-99A,571473.66,150151.4,121.65
199-N-9O,571502.53,149756.54,137.57
199-N-9P,571502.53,149756.54,137.58
19-D,569032.05,147394.81,82.77
19-M,569031.89,147394.2,82.5
216-B-3A,NA,NA,NA
216-B-3B,NA,NA,NA
216-B-3C,NA,NA,NA
21-M,569603.82,148039.27,125.47
21-S,569604.82,148035.75,124.66
22-D,569951.31,148359.46,126.81
22-M,569951.31,148359.46,126.81
23-D,570228,148593.3,NA
23-M,570225.5,148592.7,NA
244-W15-1,566252.65,135662.52,210.86
244-W15-2,566252.2,135662.52,210.86
244-W15-3,566305.25,135674.34,209.14
24D-1,583919,147982,NA
24D-2,583891,148000,NA
24D-3,583861,148019,NA
24D-4,583834,148037,NA
24D-5,583827,148026,NA
24D-6,583854,148010,NA
24D-7,583885,147990,NA
24D-8,583914,147973,NA
25-D,570547,149001,NA
26-D,570725,149148,NA
26-M,570725,149148,NA
26-S,570725,149148,NA
299-E11-1,571003.1,134505.27,228.44
299-E13-1,573655.72,134404.51,227.77
299-E13-10,573194.99,134252.52,226.31
299-E13-100,573588.11,134358.79,228.15
299-E13-101,573586.22,134359.16,227.59
299-E13-102,573590.29,134362.32,228.18
299-E13-103,573585.19,134360.99,227.57
299-E13-104,573586.06,134362.46,228.21
299-E13-105,573590.21,134361.6,227.56
299-E13-106,573588.55,134363.87,228.24
299-E13-107,573586.88,134362.79,227.57
299-E13-108,573585.86,134364.32,228.2
299-E13-109,573589.22,134363.87,227.58
299-E13-11,573386.51,134207.55,225.76
299-E13-110,573587.67,134366.68,228.22
299-E13-111,573586.11,134365.11,227.58
299-E13-112,573589.91,134366.99,228.23
299-E13-113,573587.74,134367.63,227.57
299-E13-114,573590.99,134369.48,228.2
299-E13-115,573590.39,134366.33,227.59
299-E13-116,573593.32,134375.51,228.13
299-E13-117,573591.78,134369.32,227.57
299-E13-118,573600.62,134353.8,228.16
299-E13-119,573594.47,134375.02,227.49
299-E13-12,573188.66,134146.59,224.55
299-E13-120,573585.97,134366.13,227.61
299-E13-121,573590.31,134360.63,227.55
299-E13-122,NA,NA,NA
299-E13-123,NA,NA,NA
299-E13-124,NA,NA,NA
299-E13-13,573409.17,134085.46,222.36
299-E13-14,573087.49,134474.13,228.23
299-E13-15,572990.42,134346.35,225.84
299-E13-16,573182.78,134347.29,228.77
299-E13-17,573057.56,134215.99,224.39
299-E13-18,573118.62,134216.14,224.13
299-E13-19,573277.65,134061.01,223.42
299-E13-2,573612.58,134427.29,228.1
299-E13-20,573604387,134308.2,227.89
299-E13-20O,573609.77,134312.87,227.58
299-E13-20P,573609.77,134312.87,227.58
299-E13-20Q,573609.77,134312.87,227.58
299-E13-20R,573609.77,134312.87,227.58
299-E13-21,573618.63,134370.8,227.74
299-E13-22,NA,NA,NA
299-E13-23,NA,NA,NA
299-E13-3,573631.94,134361.23,227.72
299-E13-4,573575.79,134393.88,228.06
299-E13-5,573607.49,134319.57,227.93
299-E13-51,573380.76,134306.4,227.31
299-E13-52,573089.75,134400.9,227.6
299-E13-54,573298.29,134280.88,227.48
299-E13-55,573287.82,134242.76,226.47
299-E13-56,573287.95,134181.67,225.24
299-E13-57,573288.1,134121.13,224.4
299-E13-58,573087.67,134372.38,227.4
299-E13-59,573088.08,134332.71,226.79
299-E13-6,573564.07,134341.79,227.77
299-E13-60,573088.1,134282.46,225.92
299-E13-61,573218.65,134448.46,228.04
299-E13-62,573588.17,134361.47,228.31
299-E13-63,573192.41,134269.51,227.19
299-E13-64,573500.52,134350.75,227.86
299-E13-65,573593.09,134372.34,227.51
299-E13-66,573858.1,134361.85,227.58
299-E13-67,573582.2,134361.34,227.6
299-E13-68,573590.24,134363.86,227.57
299-E13-69,573591.43,134366.51,227.58
299-E13-7,573405.33,134339.28,227.77
299-E13-70,573587.07,134358.72,227.58
299-E13-8,573339.55,134301.71,227.7
299-E13-9,573347.15,134421.2,227.86
299-E15-17,NA,NA,NA
299-E16-1,575782.65,135219.9,212.86
299-E16-1P,575782.65,135219.9,NA
299-E16-1Q,575782.65,135219.9,NA
299-E16-1R,575782.65,135219.9,NA
299-E16-2,576129.2,135419.28,208.67
299-E17-1,574977.07,135386.15,220.31
299-E17-10,575066.23,135338.3,218.96
299-E17-11,575109.13,135347.19,219.91
299-E17-12,574905.37,135125.9,221.09
299-E17-13,574948.03,135172.57,220.34
299-E17-14,575140.6,135333.73,221.22
299-E17-15,575142.78,135282.04,221.1
299-E17-16,575145.77,135210.78,220.73
299-E17-17,575046.17,135209.74,220.53
299-E17-18,575112.43,135123.58,220.75
299-E17-19,575017.18,135414.87,220.35
299-E17-2,575221.11,135389.89,219.37
299-E17-20,574938.1,135415.32,220.32
299-E17-21,574106.8,134893.42,225.3
299-E17-22,574841.09,135195.53,221.45
299-E17-23,574694.48,134842.43,224.65
299-E17-24,574518.12,134845.54,224.8
299-E17-25,574515.18,134845.56,225.78
299-E17-26,574662.61,135025.06,225.13
299-E17-3,575160.62,135390.49,219.19
299-E17-4,575117.87,135370.02,219.67
299-E17-45,NA,NA,NA
299-E17-5,575093.96,135278.54,220.17
299-E17-50,575112.2,135370.61,219.3
299-E17-51,575109.36,135230.5,220.39
299-E17-52,NA,NA,NA
299-E17-53,574940.3,135146.07,220.36
299-E17-54,574885.02,135172.73,220.81
299-E17-55,NA,NA,NA
299-E17-56,574649.83,135370.57,220.76
299-E17-57,574169.76,135314.8,221.55
299-E17-58,575033.4,135332.5,219.6
299-E17-6,575113.11,135108.17,220.6
299-E17-7,575094.11,135282.13,220.32
299-E17-8,574884.07,135407.22,220.07
299-E17-9,575100.32,135378.59,219.84
299-E18-1,573296.56,135200.16,220.24
299-E18-2,573392.24,135291.02,220.94
299-E18-3,573428.98,135277.94,221.19
299-E18-4,573428.66,135259.27,221.05
299-E19-1,572819.69,135085.56,225.26
299-E20-1,570503,135199.81,232.55
299-E20-2,570897.94,134895.76,228.63
299-E22-51,NA,NA,NA
299-E22-52,NA,NA,NA
299-E22-53,NA,NA,NA
299-E22-54,NA,NA,NA
299-E22-55,NA,NA,NA
299-E22-56,NA,NA,NA
299-E23-1,574043.39,136016.55,218.37
299-E23-2,573709.42,135671.74,220.77
299-E23-2O,573709.42,135671.74,220.85
299-E23-2P,573709.42,135671.74,220.85
299-E23-2Q,573709.42,135671.74,220.85
299-E23-51,NA,NA,NA
299-E23-52,NA,NA,NA
299-E23-53,NA,NA,NA
299-E23-54,NA,NA,NA
299-E24-1,575032.1,135490.73,219.4
299-E24-10,575047.61,135485.67,219.31
299-E24-100,574829.64,135417.64,219.54
299-E24-101,574829.62,135415.63,219.49
299-E24-102,574829.64,135413.66,219.48
299-E24-103,574829.63,135411.64,219.54
299-E24-104,574831.07,135417.18,219.59
299-E24-105,574832.49,135415.78,219.55
299-E24-106,574833.91,135414.37,219.51
299-E24-107,574835.35,135412.95,219.52
299-E24-108,574829.79,135435.84,219.55
299-E24-109,574829.84,135433.87,219.53
299-E24-11,574882.37,135482.78,220.07
299-E24-110,574829.85,135431.87,219.53
299-E24-111,574830.92,135419.47,NA
299-E24-112,574835.13,135401.19,219.89
299-E24-113,574812.28,135421.97,219.61
299-E24-114,574680.89,135878.28,215.35
299-E24-115,574706.17,135878.35,214.92
299-E24-116,574763.73,135878.51,215.59
299-E24-117,574681.12,135847.81,214.36
299-E24-118,574708.25,135848.18,NA
299-E24-12,575202.22,135437.37,219.36
299-E24-120,574763.95,135848.35,215.06
299-E24-121,574841.2,135418.56,219.52
299-E24-122,574825.63,135417.16,219.68
299-E24-123,574827.42,135417.77,219.7
299-E24-124A,574850,135278,NA
299-E24-124B,574850,135278,NA
299-E24-124C,574850,135278,NA
299-E24-124D,574850,135278,NA
299-E24-124E,574850,135278,NA
299-E24-124F,574850,135278,NA
299-E24-124G,574850,135278,NA
299-E24-124H,574850,135278,NA
299-E24-124I,574850,135278,NA
299-E24-124J,574850,135278,NA
299-E24-125A,NA,NA,NA
299-E24-125B,NA,NA,NA
299-E24-125C,NA,NA,NA
299-E24-125D,NA,NA,NA
299-E24-125E,NA,NA,NA
299-E24-125F,NA,NA,NA
299-E24-126,NA,NA,NA
299-E24-127,NA,NA,NA
299-E24-128,NA,NA,NA
299-E24-129,NA,NA,NA
299-E24-13,575300.61,136037.31,211.73
299-E24-130,NA,NA,NA
299-E24-131,NA,NA,NA
299-E24-132,NA,NA,NA
299-E24-133,NA,NA,NA
299-E24-134,NA,NA,NA
299-E24-135,NA,NA,NA
299-E24-136,NA,NA,NA
299-E24-137,NA,NA,NA
299-E24-138,NA,NA,NA
299-E24-139,NA,NA,NA
299-E24-14,575323.85,136018.81,211.84
299-E24-140,NA,NA,NA
299-E24-141,NA,NA,NA
299-E24-142,NA,NA,NA
299-E24-143,NA,NA,NA
299-E24-144,NA,NA,NA
299-E24-145,NA,NA,NA
299-E24-146,NA,NA,NA
299-E24-147,NA,NA,NA
299-E24-148,NA,NA,NA
299-E24-149,NA,NA,NA
299-E24-15,574983.99,135461.69,NA
299-E24-150,NA,NA,NA
299-E24-151,NA,NA,NA
299-E24-152,NA,NA,NA
299-E24-153,NA,NA,NA
299-E24-154,NA,NA,NA
299-E24-155,575193.46,136263.77,NA
299-E24-156,575181.33,136243.93,NA
299-E24-157,575213.23,136277.54,NA
299-E24-158,575223.99,136247.09,NA
299-E24-159,575321.48,136270.24,NA
299-E24-16,575017.62,135464.36,220.02
299-E24-160,574986.73,135467.48,219.89
299-E24-161,NA,NA,NA
299-E24-162,NA,NA,NA
299-E24-163,574674,135448.74,219.4
299-E24-164,574637.27,135534.9,219.83
299-E24-17,574937.81,135463.88,220.15
299-E24-18,574647.08,135469.76,220.34
299-E24-19,575316.95,136003.51,212.51
299-E24-2,574973.63,135493.02,219.79
299-E24-20,575251.1,136049.4,211.15
299-E24-21,574635.76,135698.2,218.64
299-E24-22,575262.68,136142.82,210.28
299-E24-23,575205.22,135517.81,218.62
299-E24-24,574179.77,135459.3,221.22
299-E24-25,574598.56,136287.23,210.43
299-E24-3,575165.15,135983.19,213.96
299-E24-33,575325.4,136251.45,206.8
299-E24-4,575112.42,136035.19,213.46
299-E24-5,575037.89,136063.46,213.44
299-E24-51,575035.32,135629.45,217.47
299-E24-52,575248.59,135630.03,217.16
299-E24-53,575189.27,135527.68,218.23
299-E24-54,575224.4,135536.19,218.23
299-E24-55,575058.05,135562.77,218.08
299-E24-56,575049.47,135476.88,219.14
299-E24-57,575049.12,135509.87,218.99
299-E24-58,575061.02,135492.31,219.31
299-E24-59,574985.79,135435.47,219.77
299-E24-6,575063.4,136081.7,213.19
299-E24-60,574964.09,135435.77,220.13
299-E24-63,575065.93,136081.68,213.13
299-E24-64,575317.88,136027.94,209.85
299-E24-65,575317.87,136032.51,211.37
299-E24-66,575317.41,136060.24,211.23
299-E24-67,575308.39,136067.78,211.17
299-E24-68,575308.65,136080.18,211
299-E24-69,575318.7,136088.42,210.87
299-E24-7,574406.51,135560.45,219.34
299-E24-70,575320.6,136028.18,211.59
299-E24-71,575309.79,136034.61,211.55
299-E24-72,575308.09,136048.61,211.47
299-E24-73,575316.71,136056.5,211.25
299-E24-74,NA,NA,NA
299-E24-75,574830.19,135437.2,NA
299-E24-76,574830.69,135418.62,219.57
299-E24-77,574832.67,135418.62,219.59
299-E24-78,574834.67,135418.58,219.55
299-E24-79,574836.69,135418.59,219.49
299-E24-8,574546.77,136271.81,210.89
299-E24-80,574831.1,135420.03,219.59
299-E24-81,574832.54,135421.42,219.55
299-E24-82,574833.99,135422.86,219.56
299-E24-83,574835.4,135424.28,219.49
299-E24-84,574829.65,135419.64,219.53
299-E24-85,574829.67,135421.71,219.56
299-E24-86,574829.69,135423.65,219.55
299-E24-87,574829.7,135426.21,219.57
299-E24-88,574828.28,135420.04,219.52
299-E24-89,574826.9,135421.47,219.52
299-E24-8B,574544.79,136618.49,NA
299-E24-8P,574546.77,136271.81,211.17
299-E24-9,575175.19,135460.44,219.18
299-E24-90,574825.49,135422.93,219.5
299-E24-91,574824.05,135424.32,219.55
299-E24-92,574828.71,135418.67,219.56
299-E24-93,574826.67,135418.67,219.56
299-E24-94,574824.69,135418.65,219.54
299-E24-95,574822.7,135418.68,219.54
299-E24-96,574828.23,135417.22,219.55
299-E24-97,574826.89,135415.82,219.53
299-E24-98,574825.41,135414.41,219.54
299-E24-99,574824,135412.99,219.54
299-E24-9B,575175.19,135460.44,NA
299-E25-1,575336.03,136030.87,211.56
299-E25-10,575630.06,136267.58,201.03
299-E25-100,575435.93,136210.51,208.75
299-E25-1000,576478.43,135757.64,206.58
299-E25-1002,NA,NA,NA
299-E25-101,575436.15,136197.16,208.9
299-E25-102,575427.2,136188.54,208.99
299-E25-103,575414.39,136191.48,209.02
299-E25-104,575408.3,136201.94,209.17
299-E25-105,575415.86,136216.34,208.66
299-E25-106,575436.14,136178.28,208.94
299-E25-107,575436.56,136163.5,209.15
299-E25-108,575428.26,136159,209.14
299-E25-109,575415.94,136159.07,209.14
299-E25-11,575835,135558.57,208.74
299-E25-110,575408.61,136162.28,208.32
299-E25-111,575408.91,136177.13,208.9
299-E25-112,575414.74,136184.58,209.05
299-E25-113,575404.73,136213.6,208.79
299-E25-114,575402.29,136191.34,209.2
299-E25-115,575387.04,136190.91,210
299-E25-116,575381.05,136200.21,208.75
299-E25-117,575383.74,136212.49,208.87
299-E25-118,575393.44,136217.04,208.76
299-E25-119,575400.07,136185.59,209.52
299-E25-12,575978.7,135490.97,208.62
299-E25-120,575401.03,136158.97,209.05
299-E25-121,575357.83,136158.76,209.86
299-E25-122,575381.68,136165.83,209.09
299-E25-123,575380.12,136178.86,210.1
299-E25-124,575389.48,136185.29,209.51
299-E25-127,575411.71,136184.91,209.04
299-E25-128,575418.89,136186.55,208.93
299-E25-13,575362.87,136140.42,209.07
299-E25-131,575410.69,136212.86,208.82
299-E25-132,575414.7,136184.3,NA
299-E25-133,575436.3,136172.42,NA
299-E25-137,NA,NA,NA
299-E25-138,NA,NA,NA
299-E25-139,NA,NA,NA
299-E25-14,575667.76,136166.55,203.47
299-E25-140,NA,NA,NA
299-E25-141,NA,NA,NA
299-E25-142,NA,NA,NA
299-E25-143,NA,NA,NA
299-E25-144,NA,NA,NA
299-E25-145,NA,NA,NA
299-E25-146,575458.03,135860.44,211.25
299-E25-147,575387.57,136160.75,209.19
299-E25-148,575333.09,136037.12,NA
299-E25-149,575330.96,136034.68,NA
299-E25-15,575368.81,136018.64,211.3
299-E25-152,575334.3,136040.17,NA
299-E25-153,575594.63,135881.17,NA
299-E25-154,575567.82,135878.97,NA
299-E25-155,575521.81,135880.67,NA
299-E25-156,575548.94,135875.87,NA
299-E25-157,575558.74,135857.31,NA
299-E25-158,575550.24,135846.31,NA
299-E25-159,575569.78,135832.65,NA
299-E25-16,575323.65,136018.53,211.78
299-E25-160,575592.95,135824.48,NA
299-E25-161,575588.71,135815.63,NA
299-E25-162,575615.83,135814.49,NA
299-E25-163,575600.65,135794.03,NA
299-E25-164,575615.03,135773.34,NA
299-E25-165,575628.19,135752.65,NA
299-E25-166,575608.45,135730.05,NA
299-E25-167,575574.65,135720.81,NA
299-E25-168,575550.93,135704.9,NA
299-E25-169,575696.55,136185.21,202.14
299-E25-17,575760.24,135702.51,207.23
299-E25-170,575331,136035,202.61
299-E25-171,575330.66,136034.98,NA
299-E25-172,575330.65,136036.5,NA
299-E25-173,575368.6,136180.17,208.89
299-E25-174,575368.71,136164.86,210.27
299-E25-179,575368.73,136126.86,209.18
299-E25-18,575817.37,135699.3,208.06
299-E25-181,575352.47,136189.56,NA
299-E25-182,575352.28,136189.15,208.57
299-E25-183,575357.64,136192.92,NA
299-E25-184,575323.61,136006.49,212.44
299-E25-185,575368.52,136186.49,208.74
299-E25-19,575852.33,135659.02,207.49
299-E25-190,575817.09,135597.33,208.39
299-E25-191,575934.17,135543.12,208.74
299-E25-192,575331.9,136034.81,211.49
299-E25-193,576010.54,135504.34,208.2
299-E25-194,575586.09,135883.89,NA
299-E25-195,575604.37,135883.94,NA
299-E25-196,575622.65,135883.99,NA
299-E25-197,575640.93,135884.04,NA
299-E25-198,575659.21,135884.09,NA
299-E25-199,575586.08,135886.94,NA
299-E25-2,575513.75,136061.87,206.95
299-E25-20,575910.94,135654,207.2
299-E25-202,575640.92,135887.09,NA
299-E25-203,575659.22,135881.04,NA
299-E25-204,575333.15,136037.22,211.39
299-E25-205,575664.62,136130.97,NA
299-E25-206,575810.93,136158.72,NA
299-E25-207,575894.71,136174.18,NA
299-E25-208,575857.04,136012.56,NA
299-E25-209,575689.58,135920.74,NA
299-E25-21,576063.01,135558.4,207.51
299-E25-210,575817.59,135841.49,NA
299-E25-211,576176.86,136005.47,NA
299-E25-212,576073.1,136031.25,NA
299-E25-213,576063.97,136147.17,NA
299-E25-214,576179.69,136184.06,NA
299-E25-215,576175.35,135907.11,NA
299-E25-216,575961.7,135828.87,NA
299-E25-217,575732.37,135780.42,NA
299-E25-218,576070.45,135627.7,NA
299-E25-219,576177.73,135610.2,NA
299-E25-22,575998.48,135609.37,206.52
