NAME,XCOORDS,YCOORDS,ZCOORDS
699-31-53BO,573758.38,132975.11,216.75
699-31-53BP,573758.38,132975.11,216.69
699-31-53BQ,573758.38,132975.11,216.81
699-31-61,NA,NA,NA
699-31-65,569987.67,132774.9,209.37
699-31-65O,569987.67,132774.9,209.34
699-31-65P,569987.67,132774.9,209.34
699-31-65Q,569987.67,132774.9,209.34
699-31-65R,569987.67,132774.9,209.34
699-31-68,569598,133080.6,211.18
699-31-75,567211.22,133015.1,205.4
699-31-8,587395.39,132928,146.97
699-31-84A,564383.09,132999.14,191.58
699-31-84B,564381.55,132984.25,191.72
699-31-84C,564228.37,132991.64,191.59
699-32-18,584541.63,133279.27,138.96
699-32-22A,583197.13,133256.81,158.77
699-32-22B,583199.8,133240.07,158.57
699-32-26,581891.21,133145.93,160.44
699-32-31,580303.33,133210.83,160.33
699-32-32A,580298.64,133206.9,160.16
699-32-42,576976.24,133378.86,158.77
699-32-43,576902.12,133278.6,158.5
699-32-49A,574985.03,133213.81,218.52
699-32-49B,574965.8,133236.8,NA
699-32-49C,NA,NA,NA
699-32-49D,NA,NA,NA
699-32-59,571800.08,133400.32,217.57
699-32-62,571009.56,133215.92,216.56
699-32-62O,571009.56,133215.92,216.66
699-32-62P,571009.56,133215.92,216.58
699-32-62Q,571009.56,133215.92,216.58
699-32-62R,571009.56,133215.92,216.66
699-32-63,NA,NA,NA
699-32-64,570451.01,133304.04,214.65
699-32-70A,568460.41,133237.85,204.06
699-32-70B,568461.99,133242.24,204.2
699-32-72A,567942.67,133362.61,204.66
699-32-72AO,567942.67,133362.61,204.79
699-32-72AP,567942.67,133362.61,204.71
699-32-72AQ,567942.67,133362.61,204.79
699-32-72AR,567942.67,133362.61,204.79
699-32-72AS,567942.67,133362.61,204.79
699-32-72B,567935,133362.09,205.11
699-32-76,566683.94,133137.73,204.7
699-32-77,566416.79,133152.48,200.34
699-32-77B,566401.98,133172.16,199.4
699-32-83,564483.73,133058.56,191.86
699-32-90,562331.19,133325.05,194.6
699-33-14,585534.34,133606.9,145.27
699-33-21A,583372.34,133484.33,153.53
699-33-21B,583396.25,133505.88,152.18
699-33-30,580770.01,133594.19,160.39
699-33-38,578264.49,133664.94,164.12
699-33-42,577020.55,133480.65,158.3
699-33-56,572922.69,133627.23,219.56
699-33-6,588013.35,133424,155.27
699-33-67,NA,NA,NA
699-33-70,NA,NA,NA
699-33-74,567472.65,133552.16,206.12
699-33-75,566907.78,133662.48,207.36
699-33-76,566621.21,133600.43,203.94
699-33-78,566125.95,133517.75,NA
699-33-84A,564296.57,133512.8,194.6
699-34-19,584076.02,133844.3,155.77
699-34-20,583651.84,133725.63,153.68
699-34-39A,578013.47,133881.12,164.72
699-34-39B,578026.61,133867.87,164.28
699-34-41A,NA,NA,NA
699-34-41B,577338.3,133911.72,175.03
699-34-42,577165.45,133714.64,165.67
699-3-45,576204.82,124401.32,154.78
699-34-51,574269.88,133808.47,225.53
699-34-58,572003.4,133850.1,221.15
699-34-58B,571995.7,133849.6,221.11
699-34-61,571395.86,133809.86,221.8
699-34-67A,NA,NA,NA
699-34-72,567859.97,133785.33,206.05
699-34-8,587504.43,133902.87,149.26
699-34-88,563011.54,133950.34,194.03
699-34-88B,NA,NA,NA
699-34-88O,563011.54,133950.34,NA
699-34-88P,563011.54,133950.34,NA
699-34-88Q,563011.54,133950.34,NA
699-34-88R,563011.54,133950.34,NA
699-34-88S,563011.54,133950.34,NA
699-34-88T,563011.54,133950.34,NA
699-34-89A,562843.28,133678.93,197
699-34-89B,562826.25,133664.26,198.29
699-34-89C,NA,NA,NA
699-34-98,560029.94,133807.48,NA
699-34-E13,NA,NA,NA
699-35-16,585108.38,134124.6,140.76
699-35-19A,584084.6,134090.48,145.51
699-35-19B,584074.74,134078.85,146.97
699-35-27,581536.11,134066.43,163.09
699-35-28,581285.7,134021.3,163.93
699-35-3A,588961.22,134189.64,149.29
699-35-3B,589068.62,134275.68,147.4
699-35-57,572422.61,134106.71,222.16
699-35-57B,572392.5,134079.8,221.31
699-35-58,572300.42,134272.86,221.56
699-35-58B,572131.1,134274.7,222.09
699-35-58C,572131.1,134274.7,222.09
699-35-58D,571951.77,134365.55,NA
699-35-59,571956.4,134096.2,222.11
699-35-6,588026.9,134318.74,154.33
699-35-61A,571377.21,134024.93,220.92
699-35-65A,570240.08,134035.7,220.31
699-35-66A,569857.86,134099.24,222.45
699-35-66B,569759.53,134052.68,219.11
699-35-68A,569328.91,134257.49,218.73
699-35-68B,569324.53,134256.97,218.62
699-35-68C,NA,NA,NA
699-35-68D,NA,NA,NA
699-35-68E,NA,NA,NA
699-35-68F,NA,NA,NA
699-35-68G,NA,NA,NA
699-35-69A,568846.37,134046.95,214.94
699-35-69B,568841.96,134047.75,214.83
699-35-70,568566.48,133987.58,212.32
699-35-78A,566063.58,134271.27,202.38
699-35-78B,566047.64,134279.21,202.16
699-35-9,587122.98,134096.06,153.36
699-35-95,561064.67,134188.13,199.26
699-36-1,589484.24,134609.69,149.14
699-36-10,586772.34,134605.01,162.62
699-36-17,584706.7,134613,136.16
699-36-2,589225.48,134397.66,148.54
699-36-21,583611.54,134409.88,149.83
699-36-27,581803.02,134448.02,163.31
699-36-46,575994.62,134518.28,NA
699-36-46P,575994.22,134516.75,216.09
699-36-46Q,575995.43,134528.71,215.77
699-36-46R,575996.72,134540.54,215.91
699-36-46S,575997.99,134552.69,215.67
699-36-58A,572251.67,134536.24,225.43
699-36-58B,572253.48,134431.18,222.48
699-36-58C,572270.5,134289.3,221.71
699-36-58D,572270.5,134289.3,221.71
699-36-58E,572209.5,134523.5,226.46
699-36-58F,572209.5,134523.5,226.44
699-36-58G,572189.1,134479.9,227.56
699-36-58H,572189.1,134479.9,227.54
699-36-58I,572250.6,134302.1,221.81
699-36-58J,572386.36,134437.63,NA
699-36-58K,572376.28,134678.15,NA
699-36-61A,571395.47,134557.1,229.03
699-36-61B,571401.2,134586.88,229.38
699-36-61BO,571401.2,134586.88,229.56
699-36-61BP,571401.2,134586.88,229.52
699-36-61BQ,571401.2,134586.88,229.52
699-36-61BR,571401.2,134586.88,229.52
699-36-63A,570751.11,134282.93,227.08
699-36-63B,570683.53,134228.69,228.84
699-36-65,570034.24,134468.75,224.83
699-36-66,569728,134468.22,220.04
699-36-66B,569731.34,134469.01,221.27
699-36-67,569279.5,134425.01,219.88
699-36-70A,568466.67,134308.83,216.04
699-36-70B,568427.79,134625.98,215.24
699-36-93,561549.89,134415.6,197.52
699-36-93O,561549.89,134415.6,NA
699-36-93P,561549.89,134415.6,NA
699-36-93Q,561549.89,134415.6,NA
699-36-93R,561549.89,134415.6,NA
699-36-93S,561549.89,134415.6,NA
699-36-93T,561549.89,134415.6,NA
699-36-E3,590776.9,134348.17,143.36
699-36-E3B,589015.8,134342.1,142.3
699-37-16,584870.39,134727.54,136.02
699-37-22,583171.35,134913.76,147.17
699-37-25,582322.25,134871.5,154.06
699-37-36,578973.29,134722.13,166.86
699-37-4,588550.3,134738.11,150.56
699-37-43,576828.52,134782.51,211.35
699-37-43O,576828.52,134782.51,211.5
699-37-43P,576828.52,134782.51,211.5
699-37-43Q,576828.52,134782.51,211.5
699-37-43R,576828.52,134782.51,211.5
699-37-47A,575556.97,134893.26,219.49
699-37-59,571942.1,134737,227.8
699-37-66,569730.32,134797.15,221.99
699-37-67,569520.26,134957.52,226.9
699-37-68,569273.67,134629.49,218.62
699-37-81A,NA,NA,NA
699-37-82A,564906.95,134739.82,195.17
699-37-82AO,564906.95,134739.82,195.21
699-37-82AP,564906.95,134739.82,195.2
699-37-82AQ,564906.95,134739.82,195.2
699-37-82AR,564906.95,134739.82,195.2
699-37-82AS,564906.95,134739.82,195.2
699-37-82B,564904.59,134733.61,194.93
699-37-82BO,564904.59,134733.61,195
699-37-82BP,564904.59,134733.61,195.01
699-37-82BQ,564904.59,134733.61,195
699-37-82BR,564904.59,134733.61,195
699-37-82BS,564904.59,134733.61,195
699-37-82BT,564904.59,134733.61,195.01
699-37-82C,564899.1,134744.51,NA
699-37-82D,564901.44,134745.47,NA
699-37-83,564709.84,134742.79,194.89
699-37-84,564246.75,134768.37,194.75
699-37-89,562880.72,134737.89,194.86
699-37-92,561920.39,134597.15,197.74
699-37-E1,590284.34,134784.15,142.22
699-37-E4,590996.25,135407.52,118.96
699-38-14,585495.1,134939.13,139.85
699-38-15,585475.29,134951.28,139.65
699-38-19,584253.42,135164.95,141.93
699-38-3,589022.74,135122.21,153.27
699-38-34A,579490.06,135148.82,NA
699-38-34B,579509.52,135146.66,162.9
699-38-61,571219.09,134997.28,228.16
699-38-64,570189.63,135318.83,231.67
699-38-64B,569900.22,135319.93,229.99
699-38-65,570090.18,135039.84,230.7
699-38-65O,570090.18,135039.84,230.76
699-38-65P,570090.18,135039.84,230.68
699-38-65Q,570090.18,135039.84,230.76
699-38-68A,569180.3,134931.6,218.89
699-38-70,568500.94,135089.2,217.7
699-38-70B,568469.1,135331.04,222.55
699-38-70C,569084.11,135325.58,226.67
699-38-70O,568500.94,135089.2,217.76
699-38-70P,568500.94,135089.2,217.76
699-38-70Q,568500.94,135089.2,217.76
699-38-85A,563853.16,135082.55,NA
699-38-8A,587566.99,135238.71,148.46
699-38-8B,587565.57,135234.27,NA
699-38-9,587292.59,135020.83,154.74
699-38-E0,590010.15,135026.57,144.9
699-39-0,589874.1,135424.39,137.99
699-39-103,558481.22,135431.41,272.35
699-39-12,586135.47,135281.42,163.01
699-39-1A,589681.47,135317.66,146.44
699-39-23,582838.98,135300.57,146.09
699-39-2A,589382.19,135405.38,143.86
699-39-36A,NA,NA,NA
699-39-39,578052.39,135391.64,164.67
699-39-58,NA,NA,NA
699-39-68,569077.9,135332.77,226.74
699-39-79,565890.89,135411.87,206.45
699-39-79O,565890.89,135411.87,206.58
699-39-79P,565890.89,135411.87,206.43
699-39-7A,587816.12,135438.63,151.16
699-39-7B,587805.67,135431.65,151.21
699-39-7C,587805.3,135404.7,150.4
699-39-7D,587806.4,135434,150.3
699-39-7E,587827.7,135453,150.1
699-39-7F,587803.3,135452.9,150.8
699-39-7G,587815.4,135465.1,151.3
699-39-7H,587815.4,135480.3,150.9
699-39-7I,587815.4,135480.3,150.8
699-39-7J,587815.4,135488,150.8
699-39-7K,587815.4,135495.6,150.8
699-39-7L,587815.4,135499.2,150.7
699-39-7M,587815.4,135509.9,150.6
699-39-7N,587815.3,135523.6,150.7
699-39-7O,587815.3,135537.4,150.4
699-39-82,564780.8,135221.4,196.66
699-39-84,564280.74,135406.28,195.22
699-39-84A,564280.42,135406.66,194.62
699-39-84B,564260.33,135557.64,194.31
699-39-84C,564337.74,135566.12,195.33
699-39-84CP,564337.74,135566.12,195.74
699-39-84CQ,564337.74,135566.12,195.69
699-39-84CR,564337.74,135566.12,195.64
699-39-84CS,564337.74,135566.12,195.59
699-39-84CT,564337.74,135566.12,195.54
699-39-84CU,564337.74,135566.12,195.49
699-39-84D,564292.8,135342.08,NA
699-39-84E,564292.8,135342.08,NA
699-39-84F,564292.8,135342.08,NA
699-39-84G,NA,NA,NA
699-39-84H,564239.17,135439.77,NA
699-39-91,NA,NA,NA
699-39-E2,590532.67,135446.19,125.09
699-40-0,589889.57,135820.55,129.33
699-40-1,589721.93,135665.5,134.7
699-40-11C,NA,NA,NA
699-40-11D,NA,NA,NA
699-40-11E,NA,NA,NA
699-40-11F,NA,NA,NA
699-40-11G,NA,NA,NA
699-40-12A,585991.02,135582.02,155.41
699-40-12B,586323.41,135641.27,158.65
699-40-12C,586362.38,135663.82,158.31
699-40-12D,586319.04,135615.84,159.38
699-40-12E,586319.13,135636.97,159.38
699-40-12F,586318.78,135655.05,160.06
699-40-12G,586319.18,135689.03,159.64
699-40-12H,586318.76,135700.96,159.34
699-40-12J,NA,NA,NA
699-40-12L,586314.42,135693.36,159.31
699-40-13,585937.54,135653.89,155.79
699-40-2,589129.86,135806.35,142.5
699-40-20,583830.18,135678.08,147.14
699-40-21,583358.16,135723.64,145.2
699-40-28,581291.81,135715.74,164.05
699-40-32,580009.67,135575.5,160.71
699-40-33A,579680.85,135822.43,158.92
699-40-33B,579680.49,135828.65,158.31
699-40-33C,579682.6,135827.01,159.05
699-40-36,578789.24,135633.83,162.24
699-40-39,577938.04,135645.6,166.14
699-40-40A,577680.07,135594.09,165.98
699-40-40B,577677.46,135609.63,166.28
699-40-6,588101.55,135667.66,149.78
699-40-62,571164.26,135764.42,228.94
699-40-65,570057.48,135881.16,231.02
699-40-67,569420.26,135815.7,229.45
699-40-70,568640,135700,223.6
699-40-70A,568600,135700,223.4
699-40-80,565518.01,135547.79,200.86
699-40-84,564246.01,135751.27,196.14
699-40-E8,NA,NA,NA
699-4-1,589501.95,124615.26,145.08
699-41-10,586961.1,136136.49,154.07
699-41-11,586650.21,136024.84,157.39
699-41-1A,589539.52,135965.47,132.83
699-41-20,583874.68,136153.33,148.91
699-41-23,582921.87,135903.02,143.39
699-41-25,582249.31,135887.94,144.17
699-41-31,580526.87,136001.75,154.87
699-41-35,579079.66,135947.42,159.64
699-41-37,578648.1,135947.3,NA
699-41-4,588648.21,136106.85,NA
699-41-40,577613.88,135995.88,167.38
699-41-41,577755.3,135957.3,NA
699-41-42,577122.03,136067.94,197.29
699-41-5,588387.26,135897.06,148.5
699-41-61A,NA,NA,NA
699-41-61B,NA,NA,NA
699-41-61C,NA,NA,NA
699-41-62,NA,NA,NA
699-41-64A,570366.73,136016.87,229.91
699-41-64B,570364.96,136018.03,229.88
699-41-65,NA,NA,NA
699-41-91,562088.19,136088.44,201.25
699-42-10,586950.94,136267.34,152.07
699-42-12A,586331.23,136445.41,157.78
699-42-12B,586332.14,136440.97,158.05
699-42-12C,586344.3,136459.68,NA
699-42-2,589310.42,136342.7,133.12
699-42-21,583404.56,136195.53,142.47
699-42-27,581789.37,136376.56,142.49
699-42-29,581043.2,136427.9,139.81
699-42-3,588909.41,136315.99,136.47
699-42-30,580785.68,136215.03,147.74
699-42-37,578476.75,136247.22,159.34
699-42-39A,577857.06,136251.75,171.14
699-42-39B,577859.03,136236.4,171.2
699-42-40A,577638.12,136421.76,167.15
699-42-40B,577638.03,136413.88,167.43
699-42-40C,577644.38,136417.94,167.34
699-42-41,577335.18,136365.59,173.93
699-42-41A,NA,NA,NA
699-42-41B,577486.9,136463.3,NA
699-42-42A,577088.01,136290.06,184.54
699-42-42AO,577088.01,136290.06,NA
699-42-42AP,577088.01,136290.06,NA
699-42-42AQ,577088.01,136290.06,NA
699-42-42B,576998.09,136433.92,178.74
699-42-62,NA,NA,NA
699-42-67,569390.25,136199.83,229.06
699-42-88,562933.07,136348.91,197.52
699-42-E9A,592435.14,136324.53,118.98
699-42-E9AO,592435.14,136324.53,NA
699-42-E9AP,592435.14,136324.53,NA
699-42-E9B,592466.46,136265.15,118.75
699-43-1,NA,NA,NA
699-43-104,558106.12,136543.69,234.81
699-43-104P,558106.12,136543.69,NA
699-43-18,584392.18,136579.64,158.93
699-43-2,589428.06,136740.86,124.72
699-43-23,582978.15,136713.76,159.93
699-43-3,589054.75,136710.54,128.9
699-43-40,577583.11,136705.33,166.29
699-43-41A,577408.65,136809.02,NA
699-43-41B,577531.67,136626.75,NA
699-43-41C,577342.86,136496.59,NA
699-43-41CP,577342.86,136496.59,172.82
699-43-41CQ,577342.86,136496.59,172.82
699-43-41D,577342.39,136544.79,NA
699-43-41DP,577342.39,136544.79,172.78
699-43-41E,577478.65,136594.35,168.88
699-43-41F,577479.36,136579,168.93
699-43-41G,577466.41,136586.61,169.07
699-43-41H,577255.8,136578.5,NA
699-43-42,577177.09,136607.26,173.62
699-43-42A,577146.66,136627.7,NA
699-43-42AP,577146.66,136627.7,177.48
699-43-42B,577158.67,136630.81,177.07
699-43-42BP,577158.67,136630.81,177.14
699-43-42BQ,577158.67,136630.81,177.14
699-43-42BR,577158.67,136630.81,177.15
699-43-42C,577166.33,136633.16,173.65
699-43-42CP,577166.33,136633.16,173.73
699-43-42CQ,577166.33,136633.16,173.73
699-43-42D,577172.82,136635.07,173.16
699-43-42DP,577172.82,136635.07,173.23
699-43-42DQ,577172.82,136635.07,173.23
699-43-42DR,577172.82,136635.07,173.23
699-43-42E,577179.42,136562.19,177.35
699-43-42EP,577179.42,136562.19,177.36
699-43-42EQ,577179.42,136562.19,177.36
699-43-42ER,577179.42,136562.19,177.36
699-43-42F,577191.21,136562.8,173.46
699-43-42FP,577191.21,136562.8,173.47
699-43-42FQ,577191.21,136562.8,173.47
699-43-42G,577141.45,136705.41,177.4
699-43-42GP,577141.45,136705.41,177.42
699-43-42GQ,577141.45,136705.41,177.42
699-43-42GR,577141.45,136705.41,177.41
699-43-42H,577153.18,136707.19,173.22
699-43-42HP,577153.18,136707.19,173.23
699-43-42HQ,577153.18,136707.19,173.22
699-43-42J,577006.2,136451.9,178.27
699-43-42K,576997.15,136445.01,178.19
699-43-43,576728.5,136576.28,177.57
699-43-43B,576746.61,136655.48,177.16
699-43-43C,576852.96,136549.06,177.1
699-43-44,576744.71,136652.85,177.37
699-43-44B,576431.41,136631.88,179.1
699-43-44C,576592.04,136630.82,177.6
699-43-45,576283.81,136585.72,183.15
699-43-58,NA,NA,NA
699-43-67,569369.88,136560.41,227.99
699-43-67B,569374.78,136560.2,228.13
699-43-69,568967.03,136488.48,227.36
699-43-8,587591.46,136705.7,145.3
699-43-81,565095.33,136642.38,NA
699-43-83,564475.24,136472.26,NA
699-43-84,564184.49,136656.21,199.26
699-43-88,562933.52,136620.86,197.54
699-43-89,562917.3,136619.99,197.72
699-43-9,587245.51,136505.35,150.97
699-43-91A,562223.15,136667.54,205.49
699-43-91AP,562223.15,136667.54,NA
699-43-91AQ,562223.15,136667.54,NA
699-43-91B,562186.52,136693.27,205.82
699-43-91D,562112.17,136696,206.07
699-43-91DP,562112.17,136696,205.94
699-44-118,553926.6,136886.2,324.16
699-44-16,584909.99,137005.95,137.45
699-44-2,589306.03,136347.34,133.19
699-44-27,581586.24,136870.64,144.74
699-44-28,581330.55,136864.27,143.19
699-44-39A,NA,NA,NA
699-44-39B,577960.61,136727.38,157.51
699-44-4,588805.03,137060.38,120.28
699-44-41,577530.8,136779.22,NA
699-44-42,577099.31,136833.58,177.53
699-44-42B,577152.77,136827.92,175.3
699-44-43A,NA,NA,NA
699-44-43B,576673.27,136897.71,177.8
699-44-43C,576681.22,136885.41,177.19
699-44-46,NA,NA,NA
699-44-50,568495.22,136799.43,NA
699-44-50B,568488.53,136799.37,NA
699-44-50C,568489.71,136806.08,NA
699-44-50D,568495.31,136805.95,NA
699-44-64,570390.65,136897.43,222.2
699-44-64O,570390.65,136897.43,222.29
699-44-64P,570390.65,136897.43,222.3
699-44-67,569338.04,136894.3,224.95
699-44-7,587839.58,136982.17,134.44
699-44-70,568495.34,136805.85,224.05
699-44-70B,568670.06,136810.37,225.54
699-44-70C,NA,NA,NA
699-44-91,562147.01,136717.31,205.72
699-44-91P,562147.01,136717.31,NA
699-44-91Q,562147.01,136717.31,NA
699-44-91R,562147.01,136717.31,NA
699-44-91S,562147.01,136717.31,NA
699-44-91T,562147.01,136717.31,NA
699-44-91U,562147.01,136717.31,NA
699-4-5,588444.81,124747.83,147
699-45-2,589212.24,137212.38,116.81
699-45-24,582550.46,137234.54,156.64
699-45-26,582078.55,137280.75,159.15
699-45-30,580870.52,137351.95,145.37
699-45-4,588686.39,137215.32,120.16
699-45-42,577055.09,137286.37,177.05
699-45-65,570002.72,137401.96,217.3
699-45-67,569257.03,137262.97,220.47
699-45-67B,569264.36,137264.99,220.55
699-45-67C,569432.77,137129.33,221.9
699-45-69A,568729.3,137182.67,222.13
699-45-69B,568735.03,137189.26,NA
699-45-69C,568947.12,137233.81,222.56
699-45-6A,588188.38,137197.04,126.65
699-45-6B,588201.82,137189.76,127.14
699-45-78,566027.83,137045.11,211.31
699-45-98,NA,NA,NA
699-4-6,588223.85,124584.23,148.57
699-46-15,585429.37,137428.19,135.73
699-46-21A,583604.14,137556.87,NA
699-46-21B,583604.14,137556.87,160.18
699-46-21C,583478.22,137643.42,160.25
699-46-21D,583489.64,137647.86,159.91
699-46-21E,583454.32,137618.99,160.27
699-46-21F,583440.16,137607.32,160.69
699-46-21G,583422.21,137596.5,160.59
699-46-3,588822.67,137688.41,117.85
699-46-31,580570.56,137585.78,147.12
699-46-32,580265.5,137574.67,144.93
699-46-33,579960.45,137564.06,144.42
699-46-4,588519.99,137434.13,117.59
699-46-46,575989.58,137628.3,NA
699-46-5,588470.35,137484.88,118.23
699-46-61,571431.17,137442.38,211.92
699-46-61B,NA,NA,NA
699-46-68,569109.83,137600.88,217.9
699-46-70,568697,137656,217
699-46-79,565844.79,137384.72,212.59
699-46-84,564229.61,137353.78,241.61
699-46-85A,564118.13,137624.52,240.82
699-46-85B,564039.49,137389.36,242.42
699-46-91,576325.25,137287.35,183.11
699-46-92,NA,NA,NA
699-46-93,NA,NA,NA
699-46-94,NA,NA,NA
699-46-E3,591483,138296,116.89
699-47-24,582596.36,137706.45,158.74
699-47-25,582124.06,137752.12,164.19
699-47-35A,579312.49,137780.1,146.21
699-47-35B,579315.13,137792.7,146.3
699-47-35C,579305.28,137790.07,146.27
699-47-42,577156.48,137909.02,144.28
699-47-46A,575869.82,137820.73,177.85
699-47-46B,575806.34,137749.71,NA
699-47-5,588236.99,137833.3,117.53
699-47-50,574798.71,137887.16,179.09
699-47-51,574352.29,137953.17,178.89
699-47-53,550283,130581,336.3
699-47-53B,573758.02,137805.13,188.62
699-47-55,573284.09,137877.85,189.22
699-47-60,571474.38,137968.73,199.57
699-47-7,587892.2,138288.86,NA
699-47-78,566045.53,137800.71,209.71
699-47-78B,566046.29,137926.66,208.87
699-47-78C,566046.21,138045.76,208.66
699-47-78D,566046.1,138181.96,206.6
699-47-80A,565562.03,137693.48,218.26
699-47-80AP,565562.03,137693.48,NA
699-47-80AQ,565562.03,137693.48,NA
699-47-80B,565556.23,137755.8,218.11
699-47-80C,565530.31,137718.18,218.05
699-47-80CP,565530.31,137718.18,NA
699-47-80CQ,565530.31,137718.18,NA
699-47-80CR,565530.31,137718.18,NA
699-47-80CS,565530.31,137718.18,NA
699-47-80CT,565530.31,137718.18,NA
699-47-80CU,565530.31,137718.18,NA
699-47-80D,565494.16,137778.94,218.16
699-47-80DP,565494.16,137778.94,218.4
699-47-92A,561961.05,137899.21,247.19
699-47-92B,NA,NA,NA
699-4-81,NA,NA,NA
699-48-17,584821.03,138286.63,131.97
699-48-18,584426.51,138726.33,130.38
699-48-22,583115.96,138129.41,159.44
699-48-27,581719.85,138267.78,161.4
699-48-35,579291.18,138272.23,149.65
699-48-48A,575196.57,138112.7,175.42
699-48-48AP,575196.57,138112.7,NA
699-48-48AQ,575196.57,138112.7,NA
699-48-48AR,575196.57,138112.7,NA
699-48-48AS,575196.57,138112.7,NA
699-48-48AT,575196.57,138112.7,NA
699-48-48B,575179.03,138104,175.45
699-48-49,574951.89,138113.13,175.25
699-48-49T,575196.53,138112.95,NA
699-48-50,574817.58,138227.08,175.99
699-48-50B,573334.48,138044.28,186.3
699-48-52,NA,NA,NA
699-48-54,NA,NA,NA
699-48-6,NA,NA,NA
699-48-70,568501.64,138200.91,209.02
699-48-71,568387.91,138056.94,210.86
699-48-77A,566413.22,137968.85,206.67
699-48-77B,566413.57,137969.02,206.71
699-48-77C,566468.95,138086.8,206.58
699-48-77D,566433.3,138119.26,206.46
699-48-77E,NA,NA,NA
699-48-77F,NA,NA,NA
699-48-7A,587892.2,138288.86,118.3
699-48-7B,587424,138256,118.91
699-48-7C,587829,138256,117.66
699-48-7D,587829,138256,118.41
699-48-96,560516.99,138355.26,246.06
699-48-96B,NA,NA,NA
699-48-96C,NA,NA,NA
699-49-10,586963.22,138407.15,121.8
699-49-100A,559302.73,138506.96,242.64
699-49-100B,559297.85,138506.03,242.27
699-49-100C,559303.73,138503.23,242.17
699-49-111A,555948.71,138484.88,279.39
699-49-12A,586149.21,138394.65,126.35
699-49-12B,586079.31,138433.15,126.4
699-49-13A,586060.48,138409.33,126.02
699-49-13B,586041.34,138385.5,126.7
699-49-13C,586027.69,138356.86,127.09
699-49-13D,586062.91,138412.38,126.75
699-49-13E,586042.81,138386.48,126.83
699-49-14,NA,NA,NA
699-49-21,583631.67,138558.76,151.85
699-49-28,581323.51,138520.87,164.21
699-49-31,580539.17,138316.51,161.04
699-49-32A,580021.34,138294.91,156.98
699-49-32B,580175.44,138299.18,158.39
699-49-33,579776.9,138286.84,154.75
699-49-34,579653.74,138286.3,152.15
699-49-51,NA,NA,NA
699-49-53,NA,NA,NA
699-49-54A,NA,NA,NA
699-49-55A,573146.3,138351.78,162.86
699-49-55B,573138.71,138350.87,162.89
699-49-55C,NA,NA,NA
699-49-57A,572544.27,138389.24,169.73
699-49-57B,572536.45,138381.03,170.47
699-49-69,568829.74,137966.54,211.88
699-49-69B,NA,NA,NA
699-49-71A,568580,138223,NA
699-49-71B,568580,138223,NA
699-49-71C,568580,138223,NA
699-49-71D,568580,138223,NA
699-49-71E,568580,138223,NA
699-49-71F,568580,138223,NA
699-49-71G,NA,NA,NA
699-49-79,565771.12,138271.1,211.07
699-49-7A,587683.44,138359.08,118.14
699-49-7B,587635.12,138500.76,117.91
699-49-7C,586041.3,138385.5,118.91
699-49-85A,563940.38,138526.78,228.18
699-49-85B,563917.27,138506.31,228.25
699-49-86A,NA,NA,NA
699-49-86B,NA,NA,NA
699-49-95,560902.37,138503.02,247.95
699-4-E16,594653.27,125319.71,113.64
699-4-E6,591590.55,124854.91,131.96
699-50-10,586777.04,138739.71,119.86
699-50-14,585642.38,138716.26,120.67
699-50-27,NA,NA,NA
699-50-28A,581243.66,138740.34,162.3
699-50-28B,581501.79,138825.54,164.79
699-50-28C,581293.4,138761.09,164.34
699-50-28D,581267.3,138769.6,NA
699-50-30,580810.5,138847.44,162.21
699-50-42,577111.01,138786.69,143.34
699-50-42P,577111.01,138786.69,143.34
699-50-45,576172.75,138783.36,138.62
699-50-48A,575154.96,138684.76,168.96
699-50-48B,575390.73,138715.91,168.77
699-50-53A,573649.66,138670.47,170.92
699-50-53B,573655.45,138659.51,170.97
699-50-54A,NA,NA,NA
699-50-54B,NA,NA,NA
699-50-56,572748.21,138841.55,168.18
699-50-59,571946.9,138741.72,172.1
699-50-71,NA,NA,NA
699-50-74,567359.52,138646.73,201.4
699-50-85,564130.19,138669.32,226.37
699-50-85O,564130.19,138669.32,226.49
699-50-85P,564130.19,138669.32,226.37
699-50-85Q,564130.19,138669.32,226.49
699-50-85R,564130.19,138669.32,226.49
699-50-85S,564130.19,138669.32,226.49
699-50-95,560993,138363,NA
699-50-96,560498.64,138598.92,245.03
699-50-97,560231.68,138597.34,NA
699-50-98A,560041.52,138597.17,243.19
699-50-98B,559896.46,138598.03,NA
699-50-99,559791.93,138597.77,243.05
699-51-13,586070.99,138999.99,123.09
699-51-17,584700,139000,127.73
699-51-19,584151.54,138981.11,131.02
699-51-36A,578948.11,139108.38,159.37
699-51-36B,578921.6,139065.84,159.12
699-51-36C,578990.46,139081.87,158.97
699-51-36D,578944.76,139018.82,158.19
699-51-46,575738.49,139001.58,136.55
699-51-56,572761.58,139115.59,NA
699-51-63,570664.4,139148.4,175.3
699-51-7,587751.1,139061.5,122.5
699-51-75,566978.07,138906.28,196.56
699-51-75O,566978.07,138906.28,196.67
699-51-75P,566978.07,138906.28,196.55
699-51-75Q,566978.07,138906.28,196.67
699-5-2,589387.96,124962.66,143.62
699-52-117,554227.12,139279.1,313.49
699-52-118,553936.22,139355.79,333.82
699-52-13,585980.97,139255.44,120.78
699-52-14A,585593.77,139307.37,120.91
699-52-14B,585723.27,139425.68,121.45
699-52-17,584666.37,139410.46,122.83
