NAME,XCOORDS,YCOORDS,EVENT,VAL
199-D8-93,574148.7,153085.8,3,116.98630510752685
199-D8-93,574148.7,153085.8,4,116.81440277777786
199-D8-93,574148.7,153085.8,5,118.13350940860224
199-D8-93,574148.7,153085.8,6,117.5499514563107
199-D8-93,574148.7,153085.8,7,117.40799999999999
199-H1-50,576878.89,153481.09,1,115.63532123655891
199-H1-50,576878.89,153481.09,2,115.62001785714267
199-H1-50,576878.89,153481.09,3,115.55198255033521
199-H1-50,576878.89,153481.09,4,115.42028472222157
199-H1-50,576878.89,153481.09,5,116.09286040268478
199-H1-50,576878.89,153481.09,6,116.12327323162306
199-H1-50,576878.89,153481.09,7,115.825
199-H1-7,577629.6,153172.1,5,116.24914314928418
199-H1-7,577629.6,153172.1,6,115.6072936288088
199-H1-7,577629.6,153172.1,7,116.236
199-H2-1,577752.31,153239.89,1,114.82729601518028
199-H2-1,577752.31,153239.89,2,114.91282589285709
199-H2-1,577752.31,153239.89,3,114.57832707774811
199-H2-1,577752.31,153239.89,4,114.21331527777775
199-H2-1,577752.31,153239.89,5,116.26000268817198
199-H2-1,577752.31,153239.89,6,115.11797838109605
199-H2-1,577752.31,153239.89,7,115.134
199-H3-10,577545.14,152723.52,1,114.86234601376137
199-H3-10,577545.14,152723.52,2,114.84426413690493
199-H3-10,577545.14,152723.52,3,114.6880634867338
199-H3-10,577545.14,152723.52,4,114.54834652777839
199-H3-10,577545.14,152723.52,5,114.65421370967887
199-H3-10,577545.14,152723.52,6,114.83459076709383
199-H3-10,577545.14,152723.52,7,114.655
199-H3-12,577842.32,152838.62,1,114.00404000000029
199-H3-12,577842.32,152838.62,2,114.07543058197028
199-H3-12,577842.32,152838.62,3,113.95738750839406
199-H3-12,577842.32,152838.62,4,113.64223298611212
199-H3-12,577842.32,152838.62,5,114.3490174731181
199-H3-12,577842.32,152838.62,6,114.26146338077079
199-H3-12,577842.32,152838.62,7,113.67200000000001
199-H3-13,577950.58,152815.48,1,113.73599119911977
199-H3-13,577950.58,152815.48,2,113.84756026785672
199-H3-13,577950.58,152815.48,3,113.67591000671555
199-H3-13,577950.58,152815.48,4,113.31636805555468
199-H3-13,577950.58,152815.48,5,114.42115025210052
199-H3-13,577950.58,152815.48,6,114.04448559527924
199-H3-13,577950.58,152815.48,7,113.855
199-H3-2A,577624.63,152750.04,1,115.29980402684562
199-H3-2A,577624.63,152750.04,2,115.25412927191752
199-H3-2A,577624.63,152750.04,3,115.20108579088485
199-H3-2A,577624.63,152750.04,4,115.07870319001418
199-H3-2A,577624.63,152750.04,5,115.18178629032275
199-H3-2A,577624.63,152750.04,6,115.47503739612195
199-H3-2A,577624.63,152750.04,8,115.225
199-H3-2B,577628.2710000001,152757.164,1,115.30166778636121
199-H3-2B,577628.2710000001,152757.164,2,115.25471205357152
199-H3-2B,577628.2710000001,152757.164,3,115.20099093046683
199-H3-2B,577628.2710000001,152757.164,4,115.07778611111448
199-H3-2B,577628.2710000001,152757.164,5,115.18138138440841
199-H3-2B,577628.2710000001,152757.164,6,115.47361818812874
199-H3-2B,577628.2710000001,152757.164,7,115.257
199-H3-30,578100.23,152712.09,1,114.62303885567903
199-H3-30,578100.23,152712.09,2,114.70056770833294
199-H3-30,578100.23,152712.09,3,114.3789452652784
199-H3-30,578100.23,152712.09,4,114.0832501737311
199-H3-30,578100.23,152712.09,5,115.79163608870954
199-H3-30,578100.23,152712.09,6,114.999104477612
199-H3-30,578100.23,152712.09,7,114.899
199-H3-32,577709.81,153063.5,1,114.83563318777308
199-H3-32,577709.81,153063.5,2,114.86934784226263
199-H3-32,577709.81,153063.5,3,114.69171994627209
199-H3-32,577709.81,153063.5,4,114.39723854166513
199-H3-32,577709.81,153063.5,5,115.57299899193538
199-H3-32,577709.81,153063.5,6,115.15742103436313
199-H3-32,577709.81,153063.5,7,114.88600000000001
199-H4-10,577827.209,153155.813,1,114.79075570469803
199-H4-10,577827.209,153155.813,2,114.90277380952396
199-H4-10,577827.209,153155.813,3,114.59371677852357
199-H4-10,577827.209,153155.813,4,114.1351972222222
199-H4-10,577827.209,153155.813,5,116.29059005376355
199-H4-10,577827.209,153155.813,6,115.19922884882111
199-H4-10,577827.209,153155.813,7,115.21700000000001
199-H4-11,578141.906,152728.43300000002,1,114.6049812080537
199-H4-11,578141.906,152728.43300000002,2,114.74152232142863
199-H4-11,578141.906,152728.43300000002,3,114.32220643431624
199-H4-11,578141.906,152728.43300000002,4,113.96992499999995
199-H4-11,578141.906,152728.43300000002,5,116.23072849462365
199-H4-11,578141.906,152728.43300000002,6,115.02111527777767
199-H4-11,578141.906,152728.43300000002,7,115.126
199-H4-12B,578004.385,152918.467,1,114.74797696737033
199-H4-12B,578004.385,152918.467,2,114.93444122023816
199-H4-12B,578004.385,152918.467,3,114.4995663419548
199-H4-12B,578004.385,152918.467,4,113.95034201388899
199-H4-12B,578004.385,152918.467,5,116.21361760752698
199-H4-12B,578004.385,152918.467,6,114.965065625
199-H4-12B,578004.385,152918.467,7,115.134
199-H4-13,578219.304,152595.27300000002,1,114.7224465753425
199-H4-13,578219.304,152595.27300000002,2,114.85133184523814
199-H4-13,578219.304,152595.27300000002,3,114.46498391420921
199-H4-13,578219.304,152595.27300000002,4,114.17194027777785
199-H4-13,578219.304,152595.27300000002,5,116.19846102150524
199-H4-13,578219.304,152595.27300000002,6,115.05394729542306
199-H4-13,578219.304,152595.27300000002,7,115.084
199-H4-15B,577899.598,153059.548,1,114.72944372990351
199-H4-15B,577899.598,153059.548,2,114.83923277182225
199-H4-15B,577899.598,153059.548,3,114.52756300268074
199-H4-15B,577899.598,153059.548,4,114.02465972222222
199-H4-15B,577899.598,153059.548,5,116.22823252688183
199-H4-15B,577899.598,153059.548,6,115.13200138696257
199-H4-15B,577899.598,153059.548,7,115.15100000000001
199-H4-47,577891.179,152553.297,1,115.21643489932858
199-H4-47,577891.179,152553.297,2,115.16778422619079
199-H4-47,577891.179,152553.297,3,115.11141823056299
199-H4-47,577891.179,152553.297,4,114.98210694444444
199-H4-47,577891.179,152553.297,5,115.09873387096798
199-H4-47,577891.179,152553.297,6,115.42270555555518
199-H4-47,577891.179,152553.297,7,115.214
199-H4-5,577944.937,152939.783,1,114.60493431635378
199-H4-5,577944.937,152939.783,2,114.73184249628528
199-H4-5,577944.937,152939.783,3,114.42552546916893
199-H4-5,577944.937,152939.783,4,113.85837916666671
199-H4-5,577944.937,152939.783,5,115.95163709677419
199-H4-5,577944.937,152939.783,6,115.16856171983348
199-H4-5,577944.937,152939.783,7,114.97650000000002
199-H4-5,577944.937,152939.783,8,114.88
199-H4-5,577944.937,152939.783,9,114.22
199-H4-8,577860.691,152921.704,1,114.6155382550336
199-H4-8,577860.691,152921.704,2,114.5889940564637
199-H4-8,577860.691,152921.704,3,114.51503217158192
199-H4-8,577860.691,152921.704,4,114.30001311475418
199-H4-8,577860.691,152921.704,5,115.61619474835875
199-H4-8,577860.691,152921.704,6,115.36494736842116
199-H4-8,577860.691,152921.704,7,114.695
199-H4-8,577860.691,152921.704,8,114.694
199-H4-83,578135.04,152634.01,1,114.75195473251031
199-H4-83,578135.04,152634.01,2,114.837849702381
199-H4-83,578135.04,152634.01,3,114.56471543624149
199-H4-83,578135.04,152634.01,4,114.26219444444459
199-H4-83,578135.04,152634.01,5,115.96971812080535
199-H4-83,578135.04,152634.01,6,115.17847295423029
199-H4-83,578135.04,152634.01,7,115.09899999999999
199-H4-83,578135.04,152634.01,8,114.925
199-H4-84,577902.58,152848.73,1,114.77893825503367
199-H4-84,577902.58,152848.73,2,114.78389895988104
199-H4-84,577902.58,152848.73,3,114.6306536912752
199-H4-84,577902.58,152848.73,4,114.26115587529978
199-H4-84,577902.58,152848.73,5,115.45456106194695
199-H4-84,577902.58,152848.73,6,115.32478808864256
199-H4-84,577902.58,152848.73,7,114.93099999999998
199-H4-84,577902.58,152848.73,8,114.896
199-H4-88,577850.51,152833.59,1,114.92482254697276
199-H4-88,577850.51,152833.59,2,114.92029717682023
199-H4-88,577850.51,152833.59,3,114.85135570469797
199-H4-88,577850.51,152833.59,4,114.76907352941181
199-H4-88,577850.51,152833.59,5,115.388976833977
199-H4-88,577850.51,152833.59,6,115.3499889042997
199-H4-88,577850.51,152833.59,8,114.963
199-H4-90,577922.94,152592.59,1,115.02069533087035
199-H4-90,577922.94,152592.59,2,115.00003087797619
199-H4-90,577922.94,152592.59,3,114.90059805238441
199-H4-90,577922.94,152592.59,4,114.73859340277679
199-H4-90,577922.94,152592.59,5,115.08639482526887
199-H4-90,577922.94,152592.59,6,115.26323533495327
199-H4-90,577922.94,152592.59,7,115.057
199-H4-91,578126.58,152524.1,1,114.88705932203376
199-H4-91,578126.58,152524.1,2,114.90817324645478
199-H4-91,578126.58,152524.1,3,114.70582639355241
199-H4-91,578126.58,152524.1,4,114.48518784722167
199-H4-91,578126.58,152524.1,5,115.43347278225775
199-H4-91,578126.58,152524.1,6,115.220180492884
199-H4-91,578126.58,152524.1,7,114.943
199-H5-1A,577650.08,152257.72400000002,1,115.55264929859761
199-H5-1A,577650.08,152257.72400000002,2,115.51236868686912
199-H5-1A,577650.08,152257.72400000002,3,115.49747721179695
199-H5-1A,577650.08,152257.72400000002,4,115.44056805555512
199-H5-1A,577650.08,152257.72400000002,5,115.42401612903184
199-H5-1A,577650.08,152257.72400000002,6,115.57654646324492
199-H5-1A,577650.08,152257.72400000002,7,115.53
199-H6-3,578340.4,151929.35,1,115.12626612903237
199-H6-3,578340.4,151929.35,2,115.02068005952346
199-H6-3,578340.4,151929.35,3,114.92424396782809
199-H6-3,578340.4,151929.35,4,114.77628333333345
199-H6-3,578340.4,151929.35,5,114.87298118279571
199-H6-3,578340.4,151929.35,6,115.26311927878002
199-H6-3,578340.4,151929.35,7,115.175
199-H7-1,575643.15,153389.04,1,116.96624865591417
199-H7-1,575643.15,153389.04,2,116.94932291666692
199-H7-1,575643.15,153389.04,3,116.87727919463076
199-H7-1,575643.15,153389.04,4,116.7972874999996
199-H7-1,575643.15,153389.04,5,117.14755241935497
199-H7-1,575643.15,153389.04,6,117.31263938973667
199-H7-1,575643.15,153389.04,7,117.117
199-N-50,572090.9010000001,150298.79,1,117.98524462365573
199-N-50,572090.9010000001,150298.79,2,118.05002526002971
199-N-50,572090.9010000001,150298.79,3,117.86992751677823
199-N-50,572090.9010000001,150298.79,4,117.63709166666663
199-N-50,572090.9010000001,150298.79,5,118.6779235924932
199-N-50,572090.9010000001,150298.79,6,118.52729027777777
199-N-50,572090.9010000001,150298.79,9,117.588
199-N-92A,571647.42,150383.52800000002,1,117.8745807770962
199-N-92A,571647.42,150383.52800000002,2,117.90862582781449
199-N-92A,571647.42,150383.52800000002,3,117.47426940639298
199-N-92A,571647.42,150383.52800000002,4,117.22540762463365
199-N-92A,571647.42,150383.52800000002,5,119.3943315436243
199-N-92A,571647.42,150383.52800000002,6,118.22030277777772
199-N-92A,571647.42,150383.52800000002,9,116.9
699-100-43B,576675.9,154008.65,1,115.47951612903229
699-100-43B,576675.9,154008.65,2,115.54529761904762
699-100-43B,576675.9,154008.65,3,115.25759517426283
699-100-43B,576675.9,154008.65,4,115.05682916666665
699-100-43B,576675.9,154008.65,5,117.07119623655909
699-100-43B,576675.9,154008.65,6,115.77353814147021
699-100-43B,576675.9,154008.65,7,115.601
699-101-45,576032.4,154124.17,1,115.7860201612903
699-101-45,576032.4,154124.17,2,115.9071755952381
699-101-45,576032.4,154124.17,3,115.49717024128657
699-101-45,576032.4,154124.17,4,115.2563347222224
699-101-45,576032.4,154124.17,5,117.26722311827957
699-101-45,576032.4,154124.17,6,116.24243273231602
699-101-45,576032.4,154124.17,7,116.15899999999999
699-88-41A,577406.82,150957.6,1,116.90421073825526
699-88-41A,577406.82,150957.6,2,116.89955803571362
699-88-41A,577406.82,150957.6,3,116.89063136729239
699-88-41A,577406.82,150957.6,4,116.87924166666524
699-88-41A,577406.82,150957.6,5,116.86671774193371
699-88-41A,577406.82,150957.6,6,116.8543980582537
699-88-41A,577406.82,150957.6,7,116.848
699-93-37A,578449.32,151455.62,1,114.93093682795704
699-93-37A,578449.32,151455.62,2,114.80166517857118
699-93-37A,578449.32,151455.62,3,114.70319436997339
699-93-37A,578449.32,151455.62,4,114.58366805555525
699-93-37A,578449.32,151455.62,5,114.97482795698951
699-93-37A,578449.32,151455.62,6,115.29006657420247
699-93-37A,578449.32,151455.62,7,114.955
699-94-41,577223.05,152111.68,1,116.12073619631833
699-94-41,577223.05,152111.68,2,116.10856686046506
699-94-41,577223.05,152111.68,3,116.06165277777812
699-94-41,577223.05,152111.68,4,116.00666824644527
