NAME,OU,VAL,UNITS,EVENT,TYPE
199-D8-55,DX,0.0,gpm,5,Extraction
199-D8-55,DX,0.0,gpm,6,Extraction
199-D8-55,DX,0.0,gpm,7,Extraction
199-D8-55,DX,0.0,gpm,8,Extraction
199-D8-55,DX,0.0,gpm,9,Extraction
199-D8-55,DX,0.0,gpm,10,Extraction
199-D8-55,DX,15.470250895606835,gpm,1,Injection
199-D8-55,DX,17.364012896178544,gpm,2,Injection
199-D8-55,DX,16.787612007773166,gpm,3,Injection
199-D8-55,DX,19.03053239853871,gpm,4,Injection
199-D8-55,DX,27.950985658502702,gpm,5,Injection
199-D8-55,DX,20.591388897244354,gpm,6,Injection
199-D8-55,DX,20.033154128399925,gpm,7,Injection
199-D8-55,DX,20.280219536054812,gpm,8,Injection
199-D8-55,DX,15.075625000426053,gpm,9,Injection
199-D8-55,DX,12.6906810032445,gpm,10,Injection
199-D8-68,DX,0.0,gpm,1,Extraction
199-D8-68,DX,0.0,gpm,2,Extraction
199-D8-68,DX,0.0,gpm,3,Extraction
199-D8-68,DX,0.0,gpm,4,Extraction
199-D8-68,DX,0.0,gpm,5,Extraction
199-D8-68,DX,0.0,gpm,6,Extraction
199-D8-68,DX,0.0,gpm,7,Extraction
199-D8-68,DX,0.0,gpm,8,Extraction
199-D8-68,DX,0.0,gpm,9,Extraction
199-D8-68,DX,0.0,gpm,10,Extraction
199-D8-68,DX,22.129793908542684,gpm,1,Injection
199-D8-68,DX,27.476760904458814,gpm,2,Injection
199-D8-68,DX,26.00604838553778,gpm,3,Injection
199-D8-68,DX,32.64141203505296,gpm,4,Injection
199-D8-68,DX,64.3496191790032,gpm,5,Injection
199-D8-68,DX,43.53300926111346,gpm,6,Injection
199-D8-68,DX,15.778136200092964,gpm,7,Injection
199-D8-68,DX,46.276836924287565,gpm,8,Injection
199-D8-68,DX,37.36703704441977,gpm,9,Injection
199-D8-68,DX,32.4705869201973,gpm,10,Injection
199-D8-69,DX,-21.447423830066935,gpm,1,Extraction
199-D8-69,DX,-21.42070932120053,gpm,2,Extraction
199-D8-69,DX,-13.973947132889608,gpm,3,Extraction
199-D8-69,DX,-8.505324074715425,gpm,4,Extraction
199-D8-69,DX,-17.012410393494402,gpm,5,Extraction
199-D8-69,DX,-19.606342589062372,gpm,6,Extraction
199-D8-69,DX,-19.058355732904328,gpm,7,Extraction
199-D8-69,DX,-20.39543010476699,gpm,8,Extraction
199-D8-69,DX,-21.099907403099056,gpm,9,Extraction
199-D8-69,DX,-17.754861110830795,gpm,10,Extraction
199-D8-6,DX,0.0,gpm,1,Extraction
199-D8-6,DX,0.0,gpm,2,Extraction
199-D8-6,DX,0.0,gpm,3,Extraction
199-D8-6,DX,0.0,gpm,4,Extraction
199-D8-6,DX,0.0,gpm,5,Extraction
199-D8-6,DX,0.0,gpm,6,Extraction
199-D8-6,DX,0.0,gpm,7,Extraction
199-D8-6,DX,0.0,gpm,8,Extraction
199-D8-6,DX,0.0,gpm,9,Extraction
199-D8-6,DX,0.0,gpm,10,Extraction
199-D8-73,DX,-0.9769489247783835,gpm,1,Extraction
199-D8-73,DX,-1.8692708334100168,gpm,2,Extraction
199-D8-73,DX,-0.07755376339820448,gpm,3,Extraction
199-D8-73,DX,-0.03226851859865071,gpm,4,Extraction
199-D8-73,DX,-1.9524417570530346,gpm,5,Extraction
199-D8-73,DX,-3.252060184436844,gpm,6,Extraction
199-D8-73,DX,-1.537724014272437,gpm,7,Extraction
199-D8-73,DX,-1.1524865591963123,gpm,8,Extraction
199-D8-73,DX,-0.01701388894245711,gpm,9,Extraction
199-D8-73,DX,-0.003987455152441144,gpm,10,Extraction
199-D8-88,DX,-1.6771057346904248,gpm,1,Extraction
199-D8-88,DX,-3.115699404991221,gpm,2,Extraction
199-D8-88,DX,-2.5443100365337807,gpm,3,Extraction
199-D8-88,DX,-1.0851388889478872,gpm,4,Extraction
199-D8-88,DX,-4.655667562682968,gpm,5,Extraction
199-D8-88,DX,-4.654953703754484,gpm,6,Extraction
199-D8-88,DX,-4.034991040209761,gpm,7,Extraction
199-D8-88,DX,-4.318996416627512,gpm,8,Extraction
199-D8-88,DX,-3.5449768510133994,gpm,9,Extraction
199-D8-88,DX,-2.795586917241504,gpm,10,Extraction
199-D8-89,DX,-9.112119175871292,gpm,1,Extraction
199-D8-89,DX,-0.30912698412845174,gpm,2,Extraction
199-D8-89,DX,-8.112432795604382,gpm,3,Extraction
199-D8-89,DX,-6.979953703234946,gpm,4,Extraction
199-D8-89,DX,-10.317249103098723,gpm,5,Extraction
199-D8-89,DX,-19.154861104126695,gpm,6,Extraction
199-D8-89,DX,-16.36574820734366,gpm,7,Extraction
199-D8-89,DX,-16.025112007558896,gpm,8,Extraction
199-D8-89,DX,-10.689398148520631,gpm,9,Extraction
199-D8-89,DX,-8.302441756521755,gpm,10,Extraction
199-D8-90,DX,-18.71874999308016,gpm,1,Extraction
199-D8-90,DX,-20.3576140956153,gpm,2,Extraction
199-D8-90,DX,-18.919063625150088,gpm,3,Extraction
199-D8-90,DX,-15.873726851735176,gpm,4,Extraction
199-D8-90,DX,-18.027016128906897,gpm,5,Extraction
199-D8-90,DX,-19.883680554568585,gpm,6,Extraction
199-D8-90,DX,-19.130869181784345,gpm,7,Extraction
199-D8-90,DX,-19.200313611846088,gpm,8,Extraction
199-D8-90,DX,-20.026550927807858,gpm,9,Extraction
199-D8-90,DX,-19.37748656097654,gpm,10,Extraction
199-D8-91,DX,-22.743257165428524,gpm,1,Extraction
199-D8-91,DX,-23.102752969433176,gpm,2,Extraction
199-D8-91,DX,-18.274507169104915,gpm,3,Extraction
199-D8-91,DX,-13.576921296987107,gpm,4,Extraction
199-D8-91,DX,-19.949014339078662,gpm,5,Extraction
199-D8-91,DX,-22.51523148147004,gpm,6,Extraction
199-D8-91,DX,-21.54135304680149,gpm,7,Extraction
199-D8-91,DX,-21.71467293647661,gpm,8,Extraction
199-D8-91,DX,-22.420439816365654,gpm,9,Extraction
199-D8-91,DX,-21.511133506813454,gpm,10,Extraction
199-D8-93,DX,0.0,gpm,1,Injection
199-D8-93,DX,0.0,gpm,2,Injection
199-D8-93,DX,0.0,gpm,3,Injection
199-D8-93,DX,0.0,gpm,4,Injection
199-D8-93,DX,0.0,gpm,5,Injection
199-D8-93,DX,0.0,gpm,6,Injection
199-D8-93,DX,0.0,gpm,7,Injection
199-D8-93,DX,0.0,gpm,8,Injection
199-D8-93,DX,0.0,gpm,9,Injection
199-D8-93,DX,0.0,gpm,10,Injection
199-D8-94,DX,0.0,gpm,1,Injection
199-D8-94,DX,0.0,gpm,2,Injection
199-D8-94,DX,0.0,gpm,3,Injection
199-D8-94,DX,0.0,gpm,4,Injection
199-D8-94,DX,0.0,gpm,5,Injection
199-D8-94,DX,0.0,gpm,6,Injection
199-D8-94,DX,0.0,gpm,7,Injection
199-D8-94,DX,0.0,gpm,8,Injection
199-D8-94,DX,0.0,gpm,9,Injection
199-D8-94,DX,0.0,gpm,10,Injection
199-D8-95,DX,-17.95629480305027,gpm,1,Extraction
199-D8-95,DX,-18.584523806371354,gpm,2,Extraction
199-D8-95,DX,-17.624865591842777,gpm,3,Extraction
199-D8-95,DX,-15.009050926295622,gpm,4,Extraction
199-D8-95,DX,-20.297289435159406,gpm,5,Extraction
199-D8-95,DX,-19.769675931275412,gpm,6,Extraction
199-D8-95,DX,-17.659229391441613,gpm,7,Extraction
199-D8-95,DX,-18.04791666586388,gpm,8,Extraction
199-D8-95,DX,-16.80097222313479,gpm,9,Extraction
199-D8-95,DX,-14.407280465632958,gpm,10,Extraction
199-D8-96,DX,-14.759005377207334,gpm,1,Extraction
199-D8-96,DX,-14.738988095838355,gpm,2,Extraction
199-D8-96,DX,-13.6238127241923,gpm,3,Extraction
199-D8-96,DX,-11.38391203645953,gpm,4,Extraction
199-D8-96,DX,-16.837275984876342,gpm,5,Extraction
199-D8-96,DX,-18.989398149920742,gpm,6,Extraction
199-D8-96,DX,-15.499574373165917,gpm,7,Extraction
199-D8-96,DX,-13.820698923846445,gpm,8,Extraction
199-D8-96,DX,-5.5717824078930445,gpm,9,Extraction
199-D8-96,DX,-10.629771505842717,gpm,10,Extraction
199-D8-97,DX,-13.023364695982043,gpm,1,Extraction
199-D8-97,DX,-13.072941468790019,gpm,2,Extraction
199-D8-97,DX,-11.615949820621507,gpm,3,Extraction
199-D8-97,DX,-11.019745369706566,gpm,4,Extraction
199-D8-97,DX,-14.442025089425076,gpm,5,Extraction
199-D8-97,DX,-16.746111110360864,gpm,6,Extraction
199-D8-97,DX,-14.895161291226351,gpm,7,Extraction
199-D8-97,DX,-13.91935483902782,gpm,8,Extraction
199-D8-97,DX,-14.272476852019016,gpm,9,Extraction
199-D8-97,DX,-12.441577060580807,gpm,10,Extraction
199-D8-98,DX,-5.15448028643498,gpm,1,Extraction
199-D8-98,DX,-21.62839781143463,gpm,2,Extraction
199-D8-98,DX,-18.61877241044461,gpm,3,Extraction
199-D8-98,DX,-15.672731481489995,gpm,4,Extraction
199-D8-98,DX,-19.119220423409203,gpm,5,Extraction
199-D8-98,DX,-21.275648154454814,gpm,6,Extraction
199-D8-98,DX,-19.426747310628766,gpm,7,Extraction
199-D8-98,DX,-15.756272401941207,gpm,8,Extraction
199-D8-98,DX,-12.546643517877902,gpm,9,Extraction
199-D8-98,DX,-11.944870072437954,gpm,10,Extraction
199-D8-99,DX,-19.726299283874393,gpm,1,Extraction
199-D8-99,DX,-20.316914685202683,gpm,2,Extraction
199-D8-99,DX,-8.397199820408701,gpm,3,Extraction
199-D8-99,DX,-9.222523148767046,gpm,4,Extraction
199-D8-99,DX,-12.911827956994834,gpm,5,Extraction
199-D8-99,DX,-14.293217592402241,gpm,6,Extraction
199-D8-99,DX,-9.84428763448544,gpm,7,Extraction
199-D8-99,DX,-9.680779569977691,gpm,8,Extraction
199-D8-99,DX,-8.894791667517154,gpm,9,Extraction
199-D8-99,DX,-8.51525537719706,gpm,10,Extraction
199-D8-99,DX,0.0,gpm,1,Injection
199-D8-99,DX,0.0,gpm,2,Injection
199-D8-99,DX,0.0,gpm,3,Injection
199-D8-99,DX,0.0,gpm,4,Injection
199-D8-99,DX,0.0,gpm,5,Injection
199-D8-99,DX,0.0,gpm,6,Injection
199-D8-99,DX,0.0,gpm,7,Injection
199-D8-99,DX,0.0,gpm,8,Injection
199-D8-99,DX,0.0,gpm,9,Injection
199-D8-99,DX,0.0,gpm,10,Injection
199-H1-12,HX,27.983086910695913,gpm,1,Injection
199-H1-12,HX,13.186259919853413,gpm,2,Injection
199-H1-12,HX,38.084408598972715,gpm,3,Injection
199-H1-12,HX,26.626412036574596,gpm,4,Injection
199-H1-12,HX,37.83588708964146,gpm,5,Injection
199-H1-12,HX,46.92518518305889,gpm,6,Injection
199-H1-12,HX,40.89408602604195,gpm,7,Injection
199-H1-12,HX,32.90483871862727,gpm,8,Injection
199-H1-12,HX,21.679328697161484,gpm,9,Injection
199-H1-12,HX,31.403741038517595,gpm,10,Injection
199-H1-1,HX,-22.26834677483708,gpm,1,Extraction
199-H1-1,HX,-20.785193458361153,gpm,2,Extraction
199-H1-1,HX,-19.958512553494792,gpm,3,Extraction
199-H1-1,HX,-20.42085648135365,gpm,4,Extraction
199-H1-1,HX,-21.186312724603237,gpm,5,Extraction
199-H1-1,HX,-22.23349536316185,gpm,6,Extraction
199-H1-1,HX,-18.941509847461642,gpm,7,Extraction
199-H1-1,HX,-16.491129033166004,gpm,8,Extraction
199-H1-1,HX,-8.395439814469484,gpm,9,Extraction
199-H1-1,HX,-13.417517921318144,gpm,10,Extraction
199-H1-20,HX,16.228270609359715,gpm,1,Injection
199-H1-20,HX,27.47775298058711,gpm,2,Injection
199-H1-20,HX,26.638552870433095,gpm,3,Injection
199-H1-20,HX,16.563055555954165,gpm,4,Injection
199-H1-20,HX,12.652083332838744,gpm,5,Injection
199-H1-20,HX,4.162314814786637,gpm,6,Injection
199-H1-20,HX,12.82679211441725,gpm,7,Injection
199-H1-20,HX,29.13400538293106,gpm,8,Injection
199-H1-20,HX,31.356736116394405,gpm,9,Injection
199-H1-20,HX,18.28463261603069,gpm,10,Injection
199-H1-21,HX,22.114762537108785,gpm,1,Injection
199-H1-21,HX,1.3760416666674005,gpm,2,Injection
199-H1-21,HX,3.9472222221752586,gpm,3,Injection
199-H1-21,HX,6.6736342584093595,gpm,4,Injection
199-H1-21,HX,14.851612902638854,gpm,5,Injection
199-H1-21,HX,25.221504629133722,gpm,6,Injection
199-H1-21,HX,21.754301074181075,gpm,7,Injection
199-H1-21,HX,21.29793906561392,gpm,8,Injection
199-H1-21,HX,48.01328704519203,gpm,9,Injection
199-H1-21,HX,28.180465958169766,gpm,10,Injection
199-H1-25,HX,0.0,gpm,1,Extraction
199-H1-25,HX,0.0,gpm,2,Extraction
199-H1-25,HX,0.0,gpm,3,Extraction
199-H1-25,HX,0.0,gpm,4,Extraction
199-H1-25,HX,0.0,gpm,5,Extraction
199-H1-25,HX,0.0,gpm,6,Extraction
199-H1-25,HX,0.0,gpm,7,Extraction
199-H1-25,HX,0.0,gpm,8,Extraction
199-H1-25,HX,0.0,gpm,9,Extraction
199-H1-25,HX,0.0,gpm,10,Extraction
199-H1-25,HX,14.37233422903263,gpm,1,Injection
199-H1-25,HX,0.922172619121734,gpm,2,Injection
199-H1-25,HX,2.9659050180511506,gpm,3,Injection
199-H1-25,HX,11.485601852086965,gpm,4,Injection
199-H1-25,HX,18.352128129617864,gpm,5,Injection
199-H1-25,HX,27.454444438322696,gpm,6,Injection
199-H1-25,HX,26.09619175992811,gpm,7,Injection
199-H1-25,HX,26.302240145313252,gpm,8,Injection
199-H1-25,HX,18.665578708205928,gpm,9,Injection
199-H1-25,HX,7.685909497328401,gpm,10,Injection
199-H1-27,HX,0.0,gpm,1,Extraction
199-H1-27,HX,0.0,gpm,2,Extraction
199-H1-27,HX,0.0,gpm,3,Extraction
199-H1-27,HX,0.0,gpm,4,Extraction
199-H1-27,HX,0.0,gpm,5,Extraction
199-H1-27,HX,0.0,gpm,6,Extraction
199-H1-27,HX,0.0,gpm,7,Extraction
199-H1-27,HX,0.0,gpm,8,Extraction
199-H1-27,HX,0.0,gpm,9,Extraction
199-H1-27,HX,0.0,gpm,10,Extraction
199-H1-27,HX,23.427553755286656,gpm,1,Injection
199-H1-27,HX,15.798015873506062,gpm,2,Injection
199-H1-27,HX,1.3381944444870055,gpm,3,Injection
199-H1-27,HX,25.139583334693818,gpm,4,Injection
199-H1-27,HX,35.40488351369514,gpm,5,Injection
199-H1-27,HX,34.500787043921065,gpm,6,Injection
199-H1-27,HX,28.532661294126378,gpm,7,Injection
199-H1-27,HX,28.405465954864678,gpm,8,Injection
199-H1-27,HX,22.932129634327787,gpm,9,Injection
199-H1-27,HX,17.369041218569723,gpm,10,Injection
199-H1-2,HX,-2.768324372445312,gpm,1,Extraction
199-H1-2,HX,-2.5827380956402237,gpm,2,Extraction
199-H1-2,HX,-2.288933691723417,gpm,3,Extraction
199-H1-2,HX,-1.7621064814604948,gpm,4,Extraction
199-H1-2,HX,-2.5498207884593573,gpm,5,Extraction
199-H1-2,HX,-3.5882638890528225,gpm,6,Extraction
199-H1-2,HX,-3.030533154980707,gpm,7,Extraction
199-H1-2,HX,-2.599641577359001,gpm,8,Extraction
199-H1-2,HX,-1.6038888888290102,gpm,9,Extraction
199-H1-2,HX,-0.02452956988963256,gpm,10,Extraction
199-H1-32,HX,0.0,gpm,1,Extraction
199-H1-32,HX,0.0,gpm,2,Extraction
199-H1-32,HX,0.0,gpm,3,Extraction
199-H1-32,HX,0.0,gpm,4,Extraction
199-H1-32,HX,0.0,gpm,5,Extraction
199-H1-32,HX,0.0,gpm,6,Extraction
199-H1-32,HX,0.0,gpm,7,Extraction
199-H1-32,HX,0.0,gpm,8,Extraction
199-H1-32,HX,0.0,gpm,9,Extraction
199-H1-32,HX,0.0,gpm,10,Extraction
199-H1-32,HX,6.895228493969428,gpm,1,Injection
199-H1-32,HX,16.496527777975906,gpm,2,Injection
199-H1-32,HX,16.972401433431184,gpm,3,Injection
199-H1-32,HX,19.21041667019043,gpm,4,Injection
199-H1-32,HX,22.44590053531912,gpm,5,Injection
199-H1-32,HX,20.097175931764426,gpm,6,Injection
199-H1-32,HX,17.828024193643593,gpm,7,Injection
199-H1-32,HX,14.55038082449268,gpm,8,Injection
199-H1-32,HX,11.891805555267021,gpm,9,Injection
199-H1-32,HX,13.544063619308947,gpm,10,Injection
199-H1-33,HX,0.0,gpm,1,Extraction
199-H1-33,HX,0.0,gpm,2,Extraction
199-H1-33,HX,0.0,gpm,3,Extraction
199-H1-33,HX,0.0,gpm,4,Extraction
199-H1-33,HX,0.0,gpm,5,Extraction
199-H1-33,HX,0.0,gpm,6,Extraction
199-H1-33,HX,0.0,gpm,7,Extraction
199-H1-33,HX,0.0,gpm,8,Extraction
199-H1-33,HX,0.0,gpm,9,Extraction
199-H1-33,HX,0.0,gpm,10,Extraction
199-H1-33,HX,18.565367388339887,gpm,1,Injection
199-H1-33,HX,19.358878960383844,gpm,2,Injection
199-H1-33,HX,21.234274188044616,gpm,3,Injection
199-H1-33,HX,22.13733796523734,gpm,4,Injection
199-H1-33,HX,25.628405025562444,gpm,5,Injection
199-H1-33,HX,22.629097230982904,gpm,6,Injection
199-H1-33,HX,20.463194437266306,gpm,7,Injection
199-H1-33,HX,14.057661289667738,gpm,8,Injection
199-H1-33,HX,10.555925925360011,gpm,9,Injection
199-H1-33,HX,15.747647850365427,gpm,10,Injection
199-H1-34,HX,0.0,gpm,1,Extraction
199-H1-34,HX,0.0,gpm,2,Extraction
199-H1-34,HX,0.0,gpm,3,Extraction
199-H1-34,HX,0.0,gpm,4,Extraction
199-H1-34,HX,0.0,gpm,5,Extraction
199-H1-34,HX,0.0,gpm,6,Extraction
199-H1-34,HX,0.0,gpm,7,Extraction
199-H1-34,HX,0.0,gpm,8,Extraction
199-H1-34,HX,0.0,gpm,9,Extraction
199-H1-34,HX,0.0,gpm,10,Extraction
199-H1-34,HX,18.909274197736792,gpm,1,Injection
199-H1-34,HX,18.78070435661045,gpm,2,Injection
199-H1-34,HX,18.09419802807377,gpm,3,Injection
199-H1-34,HX,11.479074074450374,gpm,4,Injection
199-H1-34,HX,16.01698028729207,gpm,5,Injection
199-H1-34,HX,22.119351847743097,gpm,6,Injection
199-H1-34,HX,19.512544797923866,gpm,7,Injection
199-H1-34,HX,15.210304658642539,gpm,8,Injection
199-H1-34,HX,13.269861111892181,gpm,9,Injection
199-H1-34,HX,15.860304658674826,gpm,10,Injection
199-H1-35,HX,-11.403181002792472,gpm,1,Extraction
199-H1-35,HX,-10.344419642639568,gpm,2,Extraction
199-H1-35,HX,-5.020116488101236,gpm,3,Extraction
199-H1-35,HX,-6.690555555230919,gpm,4,Extraction
199-H1-35,HX,-13.762231181947888,gpm,5,Extraction
199-H1-35,HX,-15.361018518425178,gpm,6,Extraction
199-H1-35,HX,-14.003517024268637,gpm,7,Extraction
199-H1-35,HX,-10.145116487015194,gpm,8,Extraction
199-H1-35,HX,-8.323865741227845,gpm,9,Extraction
199-H1-35,HX,-8.061581541240557,gpm,10,Extraction
199-H1-36,HX,-4.162029569509518,gpm,1,Extraction
199-H1-36,HX,-3.9422371029218053,gpm,2,Extraction
199-H1-36,HX,-3.3757168454962705,gpm,3,Extraction
199-H1-36,HX,-3.003379628853845,gpm,4,Extraction
199-H1-36,HX,-6.816039426498964,gpm,5,Extraction
199-H1-36,HX,-8.6167824078044,gpm,6,Extraction
199-H1-36,HX,-5.516689067705284,gpm,7,Extraction
199-H1-36,HX,-5.318593189367356,gpm,8,Extraction
199-H1-36,HX,-3.684374999997799,gpm,9,Extraction
199-H1-36,HX,-3.2523969542713416,gpm,10,Extraction
199-H1-37,HX,-8.432011648470223,gpm,1,Extraction
199-H1-37,HX,-8.416666666285085,gpm,2,Extraction
199-H1-37,HX,-3.298857526031778,gpm,3,Extraction
199-H1-37,HX,-4.629633562857965e-05,gpm,4,Extraction
199-H1-37,HX,-6.989941756844633,gpm,5,Extraction
199-H1-37,HX,-8.782245371182993,gpm,6,Extraction
199-H1-37,HX,-8.63109318942606,gpm,7,Extraction
199-H1-37,HX,-9.109498207530047,gpm,8,Extraction
199-H1-37,HX,-1.4718287036298825,gpm,9,Extraction
199-H1-37,HX,0.0,gpm,10,Extraction
199-H1-38,HX,0.0,gpm,1,Extraction
199-H1-38,HX,0.0,gpm,2,Extraction
199-H1-38,HX,-0.36554659496839687,gpm,3,Extraction
199-H1-38,HX,-1.6175925926175423,gpm,4,Extraction
199-H1-38,HX,-4.444959677616821,gpm,5,Extraction
199-H1-38,HX,-4.999398147306613,gpm,6,Extraction
199-H1-38,HX,-4.999865590580621,gpm,7,Extraction
199-H1-38,HX,-4.7705197141285876,gpm,8,Extraction
199-H1-38,HX,-1.9505092596053246,gpm,9,Extraction
199-H1-38,HX,0.0,gpm,10,Extraction
199-H1-39,HX,0.0,gpm,1,Extraction
199-H1-39,HX,0.0,gpm,2,Extraction
199-H1-39,HX,0.0,gpm,3,Extraction
199-H1-39,HX,0.0,gpm,4,Extraction
199-H1-39,HX,0.0,gpm,5,Extraction
199-H1-39,HX,0.0,gpm,6,Extraction
199-H1-39,HX,0.0,gpm,7,Extraction
199-H1-39,HX,0.0,gpm,8,Extraction
199-H1-39,HX,0.0,gpm,9,Extraction
199-H1-39,HX,0.0,gpm,10,Extraction
199-H1-39,HX,36.26014785297193,gpm,1,Injection
199-H1-39,HX,36.14402280867183,gpm,2,Injection
199-H1-39,HX,38.73779122490546,gpm,3,Injection
199-H1-39,HX,32.95738426429775,gpm,4,Injection
199-H1-39,HX,43.34733422800236,gpm,5,Injection
199-H1-39,HX,43.91173611175437,gpm,6,Injection
199-H1-39,HX,39.60076164640235,gpm,7,Injection
199-H1-39,HX,7.069914874124799,gpm,8,Injection
199-H1-39,HX,0.0,gpm,9,Injection
199-H1-39,HX,0.0,gpm,10,Injection
199-H1-3,HX,0.0,gpm,1,Extraction
199-H1-3,HX,0.0,gpm,2,Extraction
199-H1-3,HX,0.0,gpm,3,Extraction
199-H1-3,HX,0.0,gpm,4,Extraction
199-H1-3,HX,0.0,gpm,5,Extraction
199-H1-3,HX,0.0,gpm,6,Extraction
199-H1-3,HX,0.0,gpm,7,Extraction
199-H1-3,HX,0.0,gpm,8,Extraction
199-H1-3,HX,0.0,gpm,9,Extraction
199-H1-3,HX,0.0,gpm,10,Extraction
199-H1-3,HX,31.63107079422565,gpm,1,Injection
199-H1-3,HX,30.460143857363764,gpm,2,Injection
199-H1-3,HX,3.670094086328807,gpm,3,Injection
199-H1-3,HX,28.334583328121223,gpm,4,Injection
199-H1-3,HX,40.29603495194158,gpm,5,Injection
199-H1-3,HX,51.100509262470126,gpm,6,Injection
199-H1-3,HX,46.503920247830386,gpm,7,Injection
199-H1-3,HX,41.02184139170936,gpm,8,Injection
199-H1-3,HX,32.21576388008154,gpm,9,Injection
199-H1-3,HX,38.90094085747041,gpm,10,Injection
199-H1-40,HX,0.0,gpm,1,Extraction
199-H1-40,HX,0.0,gpm,2,Extraction
199-H1-40,HX,0.0,gpm,3,Extraction
199-H1-40,HX,0.0,gpm,4,Extraction
199-H1-40,HX,-8.341621863929003,gpm,5,Extraction
199-H1-40,HX,-1.5254861111271085,gpm,6,Extraction
199-H1-40,HX,0.0,gpm,7,Extraction
199-H1-40,HX,0.0,gpm,8,Extraction
199-H1-40,HX,0.0,gpm,9,Extraction
199-H1-40,HX,0.0,gpm,10,Extraction
199-H1-42,HX,-10.460416666227848,gpm,1,Extraction
199-H1-42,HX,-7.848710318216144,gpm,2,Extraction
199-H1-42,HX,-9.393974013833617,gpm,3,Extraction
199-H1-42,HX,-4.179189815456019,gpm,4,Extraction
199-H1-42,HX,-13.726545698384125,gpm,5,Extraction
199-H1-42,HX,-18.318287036618766,gpm,6,Extraction
199-H1-42,HX,-11.567450717521316,gpm,7,Extraction
199-H1-42,HX,-12.094623655803103,gpm,8,Extraction
199-H1-42,HX,-6.812847222785056,gpm,9,Extraction
199-H1-42,HX,-6.542338710226596,gpm,10,Extraction
199-H1-43,HX,-19.61489695709505,gpm,1,Extraction
199-H1-43,HX,-21.01411209889245,gpm,2,Extraction
199-H1-43,HX,-19.448991936642866,gpm,3,Extraction
199-H1-43,HX,-16.956064815404506,gpm,4,Extraction
199-H1-43,HX,-22.167181903933713,gpm,5,Extraction
199-H1-43,HX,-24.714606488605174,gpm,6,Extraction
199-H1-43,HX,-25.094668453791545,gpm,7,Extraction
199-H1-43,HX,-22.050806446542314,gpm,8,Extraction
199-H1-43,HX,-14.280925925474486,gpm,9,Extraction
199-H1-43,HX,-13.051075269240922,gpm,10,Extraction
199-H1-45,HX,-27.516868275949644,gpm,1,Extraction
199-H1-45,HX,-24.436780758756736,gpm,2,Extraction
199-H1-45,HX,-29.61556900169699,gpm,3,Extraction
199-H1-45,HX,-46.35921296156315,gpm,4,Extraction
199-H1-45,HX,-55.114964156213105,gpm,5,Extraction
199-H1-45,HX,-59.37437500708231,gpm,6,Extraction
199-H1-45,HX,-56.63357974554477,gpm,7,Extraction
199-H1-45,HX,-47.643145162513186,gpm,8,Extraction
199-H1-45,HX,-36.847499995642345,gpm,9,Extraction
199-H1-45,HX,-33.276568091887974,gpm,10,Extraction
199-H1-46,HX,-8.553113798804851,gpm,1,Extraction
199-H1-46,HX,-7.810739087803882,gpm,2,Extraction
199-H1-46,HX,-6.929793906376472,gpm,3,Extraction
199-H1-46,HX,-5.746226852311659,gpm,4,Extraction
199-H1-46,HX,-11.011648745797615,gpm,5,Extraction
199-H1-46,HX,-10.276226852423786,gpm,6,Extraction
199-H1-46,HX,-7.346863798586176,gpm,7,Extraction
199-H1-46,HX,-6.860819893358852,gpm,8,Extraction
199-H1-46,HX,-5.5893750007556795,gpm,9,Extraction
199-H1-46,HX,-4.953181002754313,gpm,10,Extraction
199-H1-47,HX,-1.7995071684841095,gpm,1,Extraction
199-H1-47,HX,-0.2319692460071634,gpm,2,Extraction
199-H1-47,HX,-3.3411738345123605,gpm,3,Extraction
199-H1-47,HX,-2.2078009251764112,gpm,4,Extraction
199-H1-47,HX,-5.276500896952645,gpm,5,Extraction
199-H1-47,HX,-3.740949074071286,gpm,6,Extraction
199-H1-47,HX,-2.3692652336082607,gpm,7,Extraction
199-H1-47,HX,-2.3459901439645097,gpm,8,Extraction
199-H1-47,HX,-2.528125000063842,gpm,9,Extraction
199-H1-47,HX,-1.4031810036363537,gpm,10,Extraction
199-H1-48,HX,-0.8290994623796523,gpm,1,Extraction
199-H1-48,HX,-1.3402777777557635,gpm,2,Extraction
199-H1-48,HX,-5.590501791788978,gpm,3,Extraction
199-H1-48,HX,-6.401458334050561,gpm,4,Extraction
199-H1-48,HX,-3.108176522420374,gpm,5,Extraction
199-H1-48,HX,-6.825162037788901,gpm,6,Extraction
199-H1-48,HX,-5.862634408441943,gpm,7,Extraction
199-H1-48,HX,-4.220407705715537,gpm,8,Extraction
199-H1-48,HX,-5.7326620375300115,gpm,9,Extraction
199-H1-48,HX,-5.156944444814286,gpm,10,Extraction
199-H1-49,HX,-5.317316308248699,gpm,1,Extraction
199-H1-49,HX,-0.15900297614314537,gpm,2,Extraction
199-H1-49,HX,-6.142741935399791,gpm,3,Extraction
199-H1-49,HX,-5.657615740033494,gpm,4,Extraction
199-H1-49,HX,-5.254278674196208,gpm,5,Extraction
199-H1-49,HX,-6.297962962984684,gpm,6,Extraction
199-H1-49,HX,-4.634027776928025,gpm,7,Extraction
199-H1-49,HX,-3.91863799341414,gpm,8,Extraction
199-H1-49,HX,-3.5337731473308294,gpm,9,Extraction
199-H1-49,HX,-1.4860215054626025,gpm,10,Extraction
