NAME,OU,VAL,UNITS,EVENT,TYPE
199-H1-4,HX,0.0,gpm,1,Extraction
199-H1-4,HX,-0.06567460314818598,gpm,2,Extraction
199-H1-4,HX,-0.05967741929816955,gpm,3,Extraction
199-H1-4,HX,-0.06581018523464408,gpm,4,Extraction
199-H1-4,HX,-0.1058691756320691,gpm,5,Extraction
199-H1-4,HX,-2.3148076087882755e-05,gpm,6,Extraction
199-H1-4,HX,0.0,gpm,7,Extraction
199-H1-4,HX,-0.12428315407078108,gpm,8,Extraction
199-H1-4,HX,0.0,gpm,9,Extraction
199-H1-4,HX,0.0,gpm,10,Extraction
199-H1-51,HX,-5.1607302871585174,gpm,1,Extraction
199-H1-51,HX,-3.9546130957701084,gpm,2,Extraction
199-H1-51,HX,-3.8849462365093355,gpm,3,Extraction
199-H1-51,HX,-3.941643519327326,gpm,4,Extraction
199-H1-51,HX,-7.220362903441642,gpm,5,Extraction
199-H1-51,HX,-6.251134260131174,gpm,6,Extraction
199-H1-51,HX,-4.69621415690141,gpm,7,Extraction
199-H1-51,HX,-4.693548387548423,gpm,8,Extraction
199-H1-51,HX,-4.281666667504973,gpm,9,Extraction
199-H1-51,HX,-3.7183691751976533,gpm,10,Extraction
199-H1-5,DX,0.0,gpm,1,Extraction
199-H1-5,DX,0.0,gpm,2,Extraction
199-H1-5,DX,0.0,gpm,3,Extraction
199-H1-5,DX,0.0,gpm,4,Extraction
199-H1-5,DX,0.0,gpm,5,Extraction
199-H1-5,DX,0.0,gpm,6,Extraction
199-H1-5,DX,0.0,gpm,7,Extraction
199-H1-5,DX,0.0,gpm,8,Extraction
199-H1-5,DX,0.0,gpm,9,Extraction
199-H1-5,DX,0.0,gpm,10,Extraction
199-H1-5,DX,18.074484766542906,gpm,1,Injection
199-H1-5,DX,14.7753968256111,gpm,2,Injection
199-H1-5,DX,22.898857531238907,gpm,3,Injection
199-H1-5,DX,25.96821759008927,gpm,4,Injection
199-H1-5,DX,32.53763441082536,gpm,5,Injection
199-H1-5,DX,26.49106480640916,gpm,6,Injection
199-H1-5,DX,23.628293016230664,gpm,7,Injection
199-H1-5,DX,5.747647850292046,gpm,8,Injection
199-H1-5,DX,4.540833332742762,gpm,9,Injection
199-H1-5,DX,6.34254032189593,gpm,10,Injection
199-H1-6,HX,0.0,gpm,1,Extraction
199-H1-6,HX,0.0,gpm,2,Extraction
199-H1-6,HX,0.0,gpm,3,Extraction
199-H1-6,HX,0.0,gpm,4,Extraction
199-H1-6,HX,0.0,gpm,5,Extraction
199-H1-6,HX,0.0,gpm,6,Extraction
199-H1-6,HX,0.0,gpm,7,Extraction
199-H1-6,HX,0.0,gpm,8,Extraction
199-H1-6,HX,0.0,gpm,9,Extraction
199-H1-6,HX,0.0,gpm,10,Extraction
199-H1-6,HX,33.42954748568805,gpm,1,Injection
199-H1-6,HX,33.23380456213709,gpm,2,Injection
199-H1-6,HX,37.67885304008858,gpm,3,Injection
199-H1-6,HX,41.16275463529158,gpm,4,Injection
199-H1-6,HX,48.230398754331844,gpm,5,Injection
199-H1-6,HX,43.527407401016795,gpm,6,Injection
199-H1-6,HX,37.46928762576777,gpm,7,Injection
199-H1-6,HX,35.177688173864006,gpm,8,Injection
199-H1-6,HX,16.008310184382545,gpm,9,Injection
199-H1-6,HX,8.78689516070654,gpm,10,Injection
199-H3-21,HX,0.0,gpm,1,Extraction
199-H3-21,HX,0.0,gpm,2,Extraction
199-H3-21,HX,0.0,gpm,3,Extraction
199-H3-21,HX,0.0,gpm,4,Extraction
199-H3-21,HX,0.0,gpm,5,Extraction
199-H3-21,HX,0.0,gpm,6,Extraction
199-H3-21,HX,0.0,gpm,7,Extraction
199-H3-21,HX,0.0,gpm,8,Extraction
199-H3-21,HX,0.0,gpm,9,Extraction
199-H3-21,HX,0.0,gpm,10,Extraction
199-H3-22,HX,-14.647580645335795,gpm,1,Extraction
199-H3-22,HX,-13.305208334150066,gpm,2,Extraction
199-H3-22,HX,-11.934498208023168,gpm,3,Extraction
199-H3-22,HX,-13.529074073282146,gpm,4,Extraction
199-H3-22,HX,-16.861783154627012,gpm,5,Extraction
199-H3-22,HX,-15.733495370177085,gpm,6,Extraction
199-H3-22,HX,-14.630869176339464,gpm,7,Extraction
199-H3-22,HX,-14.474484766222965,gpm,8,Extraction
199-H3-22,HX,-14.365300925152344,gpm,9,Extraction
199-H3-22,HX,-13.16238799216226,gpm,10,Extraction
199-H3-25,HX,0.0,gpm,1,Extraction
199-H3-25,HX,0.0,gpm,2,Extraction
199-H3-25,HX,-0.012880824356189926,gpm,3,Extraction
199-H3-25,HX,-0.029097222268158807,gpm,4,Extraction
199-H3-25,HX,0.0,gpm,5,Extraction
199-H3-25,HX,-0.06134259260726883,gpm,6,Extraction
199-H3-25,HX,-0.0659274192878962,gpm,7,Extraction
199-H3-25,HX,-0.033893369162655354,gpm,8,Extraction
199-H3-25,HX,0.0,gpm,9,Extraction
199-H3-25,HX,0.0,gpm,10,Extraction
199-H3-25,HX,0.0,gpm,1,Injection
199-H3-25,HX,0.0,gpm,2,Injection
199-H3-25,HX,0.0,gpm,3,Injection
199-H3-25,HX,0.0,gpm,4,Injection
199-H3-25,HX,0.0,gpm,5,Injection
199-H3-25,HX,0.0,gpm,6,Injection
199-H3-25,HX,0.0,gpm,7,Injection
199-H3-25,HX,0.0,gpm,8,Injection
199-H3-25,HX,0.0,gpm,9,Injection
199-H3-25,HX,0.0,gpm,10,Injection
199-H3-26,HX,0.0,gpm,1,Extraction
199-H3-26,HX,2.4801536301704975e-05,gpm,2,Extraction
199-H3-26,HX,-0.031294802794901905,gpm,3,Extraction
199-H3-26,HX,2.3148076087882755e-05,gpm,4,Extraction
199-H3-26,HX,0.0,gpm,5,Extraction
199-H3-26,HX,-0.15983796291086239,gpm,6,Extraction
199-H3-26,HX,-0.13868727593391755,gpm,7,Extraction
199-H3-26,HX,-0.05672043016026661,gpm,8,Extraction
199-H3-26,HX,0.0,gpm,9,Extraction
199-H3-26,HX,0.0,gpm,10,Extraction
199-H3-26,HX,0.0,gpm,1,Injection
199-H3-26,HX,0.0,gpm,2,Injection
199-H3-26,HX,0.0,gpm,3,Injection
199-H3-26,HX,0.0,gpm,4,Injection
199-H3-26,HX,0.0,gpm,5,Injection
199-H3-26,HX,0.0,gpm,6,Injection
199-H3-26,HX,0.0,gpm,7,Injection
199-H3-26,HX,0.0,gpm,8,Injection
199-H3-26,HX,0.0,gpm,9,Injection
199-H3-26,HX,0.0,gpm,10,Injection
199-H3-27,HX,0.0,gpm,1,Injection
199-H3-27,HX,0.0,gpm,2,Injection
199-H3-27,HX,0.0,gpm,3,Injection
199-H3-27,HX,0.0,gpm,4,Injection
199-H3-27,HX,0.0,gpm,5,Injection
199-H3-27,HX,0.0,gpm,6,Injection
199-H3-27,HX,0.0,gpm,7,Injection
199-H3-27,HX,0.0,gpm,8,Injection
199-H3-27,HX,0.0,gpm,9,Injection
199-H3-27,HX,0.0,gpm,10,Injection
199-H3-28,HX,-33.65347222874874,gpm,1,Extraction
199-H3-28,HX,-32.508928576697336,gpm,2,Extraction
199-H3-28,HX,-32.71306002693699,gpm,3,Extraction
199-H3-28,HX,-33.35696759019876,gpm,4,Extraction
199-H3-28,HX,-39.79182347787609,gpm,5,Extraction
199-H3-28,HX,-41.53354166648189,gpm,6,Extraction
199-H3-28,HX,-41.08550626927867,gpm,7,Extraction
199-H3-28,HX,-39.38279570757878,gpm,8,Extraction
199-H3-28,HX,-39.572291659212176,gpm,9,Extraction
199-H3-28,HX,-34.84182347720686,gpm,10,Extraction
199-H3-29,HX,-7.275089605842235,gpm,1,Extraction
199-H3-29,HX,-6.7398809518203215,gpm,2,Extraction
199-H3-29,HX,-6.359296595573057,gpm,3,Extraction
199-H3-29,HX,-5.759259259508756,gpm,4,Extraction
199-H3-29,HX,-6.568436379185273,gpm,5,Extraction
199-H3-29,HX,-5.041689814405202,gpm,6,Extraction
199-H3-29,HX,-5.000963262148732,gpm,7,Extraction
199-H3-29,HX,-5.506294803701893,gpm,8,Extraction
199-H3-29,HX,-5.5927777771132385,gpm,9,Extraction
199-H3-29,HX,-4.976276881012989,gpm,10,Extraction
199-H3-2C,HX,-10.753203404183319,gpm,1,Extraction
199-H3-2C,HX,-9.959374999956706,gpm,2,Extraction
199-H3-2C,HX,-15.24460125397197,gpm,3,Extraction
199-H3-2C,HX,-15.185532406913554,gpm,4,Extraction
199-H3-2C,HX,-17.63537186296184,gpm,5,Extraction
199-H3-2C,HX,-17.17067129658351,gpm,6,Extraction
199-H3-2C,HX,-16.253606629931824,gpm,7,Extraction
199-H3-2C,HX,-18.092405914223022,gpm,8,Extraction
199-H3-2C,HX,-19.132407415285606,gpm,9,Extraction
199-H3-2C,HX,-17.72446236496127,gpm,10,Extraction
199-H3-33,HX,-4.774439965011626,gpm,1,Extraction
199-H3-33,HX,-4.5628720238003515,gpm,2,Extraction
199-H3-33,HX,-4.299932796367545,gpm,3,Extraction
199-H3-33,HX,-4.0396759260911805,gpm,4,Extraction
199-H3-33,HX,-4.87880824309226,gpm,5,Extraction
199-H3-33,HX,-4.612476852047193,gpm,6,Extraction
199-H3-33,HX,-4.458624551232355,gpm,7,Extraction
199-H3-33,HX,-4.362007169225259,gpm,8,Extraction
199-H3-33,HX,-3.789652778426027,gpm,9,Extraction
199-H3-33,HX,-4.082123656498755,gpm,10,Extraction
199-H3-35,HX,-28.285035841720497,gpm,1,Extraction
199-H3-35,HX,-27.448139880566767,gpm,2,Extraction
199-H3-35,HX,-19.64222671166423,gpm,3,Extraction
199-H3-35,HX,-25.618379622794325,gpm,4,Extraction
199-H3-35,HX,-31.791173844251503,gpm,5,Extraction
199-H3-35,HX,-31.90576388381987,gpm,6,Extraction
199-H3-35,HX,-31.062836012482578,gpm,7,Extraction
199-H3-35,HX,-30.282974907504663,gpm,8,Extraction
199-H3-35,HX,-30.34201389394852,gpm,9,Extraction
199-H3-35,HX,-30.161514339903466,gpm,10,Extraction
199-H3-36,HX,-10.748633512029384,gpm,1,Extraction
199-H3-36,HX,-9.379117063831819,gpm,2,Extraction
199-H3-36,HX,-10.72654569964628,gpm,3,Extraction
199-H3-36,HX,-10.674120370604898,gpm,4,Extraction
199-H3-36,HX,-10.881944445310342,gpm,5,Extraction
199-H3-36,HX,-10.772685184953302,gpm,6,Extraction
199-H3-36,HX,-10.752374551527346,gpm,7,Extraction
199-H3-36,HX,-9.701523296972733,gpm,8,Extraction
199-H3-36,HX,-10.580509259215525,gpm,9,Extraction
199-H3-36,HX,-10.565793010184056,gpm,10,Extraction
199-H3-37,HX,-2.7839381717080616,gpm,1,Extraction
199-H3-37,HX,-2.9476934517245588,gpm,2,Extraction
199-H3-37,HX,-2.9169578846537454,gpm,3,Extraction
199-H3-37,HX,-2.7298842586544523,gpm,4,Extraction
199-H3-37,HX,-3.4762096773746634,gpm,5,Extraction
199-H3-37,HX,-3.0471759264017297,gpm,6,Extraction
199-H3-37,HX,-2.9754480279754363,gpm,7,Extraction
199-H3-37,HX,-2.9771505379681744,gpm,8,Extraction
199-H3-37,HX,-2.738425926248803,gpm,9,Extraction
199-H3-37,HX,-2.68758960494405,gpm,10,Extraction
199-H3-38,HX,-1.6964605734511375,gpm,1,Extraction
199-H3-38,HX,-1.428670634936779,gpm,2,Extraction
199-H3-38,HX,-1.6845878136863515,gpm,3,Extraction
199-H3-38,HX,-1.5940277777789518,gpm,4,Extraction
199-H3-38,HX,-1.9928539427326704,gpm,5,Extraction
199-H3-38,HX,-1.9728240746661132,gpm,6,Extraction
199-H3-38,HX,-1.8283154122103829,gpm,7,Extraction
199-H3-38,HX,-1.7824372759838167,gpm,8,Extraction
199-H3-38,HX,-1.2371759260013617,gpm,9,Extraction
199-H3-38,HX,-1.0667338708949763,gpm,10,Extraction
199-H3-39,HX,-0.646034946302981,gpm,1,Extraction
199-H3-39,HX,-0.08836805564471363,gpm,2,Extraction
199-H3-39,HX,-0.58989695332766,gpm,3,Extraction
199-H3-39,HX,-0.8462731480793168,gpm,4,Extraction
199-H3-39,HX,-1.8571012543300685,gpm,5,Extraction
199-H3-39,HX,-1.7229398147236759,gpm,6,Extraction
199-H3-39,HX,-1.6747535841606018,gpm,7,Extraction
199-H3-39,HX,-1.6664426523252518,gpm,8,Extraction
199-H3-39,HX,-1.1167592592146436,gpm,9,Extraction
199-H3-39,HX,-1.379233870931667,gpm,10,Extraction
199-H3-4,HX,0.0,gpm,1,Extraction
199-H3-4,HX,0.0,gpm,2,Extraction
199-H3-4,HX,0.0,gpm,3,Extraction
199-H3-4,HX,0.0,gpm,4,Extraction
199-H3-4,HX,0.0,gpm,5,Extraction
199-H3-4,HX,0.0,gpm,6,Extraction
199-H3-4,HX,0.0,gpm,7,Extraction
199-H3-4,HX,0.0,gpm,8,Extraction
199-H3-4,HX,0.0,gpm,9,Extraction
199-H3-4,HX,0.0,gpm,10,Extraction
199-H3-4,HX,0.3739247312566029,gpm,1,Injection
199-H3-4,HX,9.007167659100368,gpm,2,Injection
199-H3-4,HX,32.95584678295303,gpm,3,Injection
199-H3-4,HX,38.087013885767405,gpm,4,Injection
199-H3-4,HX,46.20739247588054,gpm,5,Injection
199-H3-4,HX,44.751018518840816,gpm,6,Injection
199-H3-4,HX,36.74495966891969,gpm,7,Injection
199-H3-4,HX,31.231451621644766,gpm,8,Injection
199-H3-4,HX,29.552754629719303,gpm,9,Injection
199-H3-4,HX,13.952352149980932,gpm,10,Injection
199-H3-9,HX,-11.030801971750119,gpm,1,Extraction
199-H3-9,HX,-10.486011905626334,gpm,2,Extraction
199-H3-9,HX,-9.089964157384259,gpm,3,Extraction
199-H3-9,HX,-9.70738425848597,gpm,4,Extraction
199-H3-9,HX,-10.539986559726126,gpm,5,Extraction
199-H3-9,HX,-9.661203703597447,gpm,6,Extraction
199-H3-9,HX,-10.008422938840951,gpm,7,Extraction
199-H3-9,HX,-9.634318996382726,gpm,8,Extraction
199-H3-9,HX,-8.937916667189434,gpm,9,Extraction
199-H3-9,HX,-9.371796595757978,gpm,10,Extraction
199-H4-12C,HX,-32.69964157264501,gpm,1,Extraction
199-H4-12C,HX,-31.56867559358298,gpm,2,Extraction
199-H4-12C,HX,-30.243615583208758,gpm,3,Extraction
199-H4-12C,HX,-30.69689815283779,gpm,4,Extraction
199-H4-12C,HX,-40.85421147451753,gpm,5,Extraction
199-H4-12C,HX,-40.87120369970062,gpm,6,Extraction
199-H4-12C,HX,-39.46816756599979,gpm,7,Extraction
199-H4-12C,HX,-38.30685484076842,gpm,8,Extraction
199-H4-12C,HX,-37.13085647927667,gpm,9,Extraction
199-H4-12C,HX,-34.63344533280856,gpm,10,Extraction
199-H4-14,HX,0.0,gpm,1,Injection
199-H4-14,HX,0.0,gpm,2,Injection
199-H4-14,HX,0.0,gpm,3,Injection
199-H4-14,HX,0.0,gpm,4,Injection
199-H4-14,HX,0.0,gpm,5,Injection
199-H4-14,HX,0.0,gpm,6,Injection
199-H4-14,HX,0.0,gpm,7,Injection
199-H4-14,HX,0.0,gpm,8,Injection
199-H4-14,HX,0.0,gpm,9,Injection
199-H4-14,HX,0.0,gpm,10,Injection
199-H4-15A,HX,0.0,gpm,1,Extraction
199-H4-15A,HX,0.0,gpm,2,Extraction
199-H4-15A,HX,0.0,gpm,3,Extraction
199-H4-15A,HX,0.0,gpm,4,Extraction
199-H4-15A,HX,0.0,gpm,5,Extraction
199-H4-15A,HX,0.0,gpm,6,Extraction
199-H4-15A,HX,0.0,gpm,7,Extraction
199-H4-15A,HX,0.0,gpm,8,Extraction
199-H4-15A,HX,0.0,gpm,9,Extraction
199-H4-15A,HX,0.0,gpm,10,Extraction
199-H4-17,HX,0.0,gpm,1,Injection
199-H4-17,HX,0.0,gpm,2,Injection
199-H4-17,HX,0.0,gpm,3,Injection
199-H4-17,HX,0.0,gpm,4,Injection
199-H4-17,HX,0.0,gpm,5,Injection
199-H4-17,HX,0.0,gpm,6,Injection
199-H4-17,HX,0.0,gpm,7,Injection
199-H4-17,HX,0.0,gpm,8,Injection
199-H4-17,HX,0.0,gpm,9,Injection
199-H4-17,HX,0.0,gpm,10,Injection
199-H4-18,HX,0.0,gpm,1,Injection
199-H4-18,HX,0.0,gpm,2,Injection
199-H4-18,HX,0.0,gpm,3,Injection
199-H4-18,HX,0.0,gpm,4,Injection
199-H4-18,HX,0.0,gpm,5,Injection
199-H4-18,HX,0.0,gpm,6,Injection
199-H4-18,HX,0.0,gpm,7,Injection
199-H4-18,HX,0.0,gpm,8,Injection
199-H4-18,HX,0.0,gpm,9,Injection
199-H4-18,HX,0.0,gpm,10,Injection
199-H4-4,HX,0.0,gpm,1,Extraction
199-H4-4,HX,0.0,gpm,2,Extraction
199-H4-4,HX,0.0,gpm,3,Extraction
199-H4-4,HX,0.0,gpm,4,Extraction
199-H4-4,HX,-0.11225358416060179,gpm,5,Extraction
199-H4-4,HX,-0.02696759266377229,gpm,6,Extraction
199-H4-4,HX,-0.049731182840201026,gpm,7,Extraction
199-H4-4,HX,0.0,gpm,8,Extraction
199-H4-4,HX,0.0,gpm,9,Extraction
199-H4-4,HX,0.0,gpm,10,Extraction
199-H4-63,HX,0.0,gpm,1,Extraction
199-H4-63,HX,0.0,gpm,2,Extraction
199-H4-63,HX,0.0,gpm,3,Extraction
199-H4-63,HX,0.0,gpm,4,Extraction
199-H4-63,HX,0.0,gpm,5,Extraction
199-H4-63,HX,0.0,gpm,6,Extraction
199-H4-63,HX,0.0,gpm,7,Extraction
199-H4-63,HX,0.0,gpm,8,Extraction
199-H4-63,HX,0.0,gpm,9,Extraction
199-H4-63,HX,0.0,gpm,10,Extraction
199-H4-64,HX,0.0,gpm,1,Extraction
199-H4-64,HX,0.0,gpm,2,Extraction
199-H4-64,HX,0.0,gpm,3,Extraction
199-H4-64,HX,0.0,gpm,4,Extraction
199-H4-64,HX,0.0,gpm,5,Extraction
199-H4-64,HX,0.0,gpm,6,Extraction
199-H4-64,HX,0.0,gpm,7,Extraction
199-H4-64,HX,0.0,gpm,8,Extraction
199-H4-64,HX,0.0,gpm,9,Extraction
199-H4-64,HX,0.0,gpm,10,Extraction
199-H4-69,HX,0.0,gpm,1,Extraction
199-H4-69,HX,0.0,gpm,2,Extraction
199-H4-69,HX,0.0,gpm,3,Extraction
199-H4-69,HX,0.0,gpm,4,Extraction
199-H4-69,HX,0.0,gpm,5,Extraction
199-H4-69,HX,0.0,gpm,6,Extraction
199-H4-69,HX,0.0,gpm,7,Extraction
199-H4-69,HX,0.0,gpm,8,Extraction
199-H4-69,HX,0.0,gpm,9,Extraction
199-H4-69,HX,0.0,gpm,10,Extraction
199-H4-70,HX,-9.184341397077919,gpm,1,Extraction
199-H4-70,HX,-7.054117064351358,gpm,2,Extraction
199-H4-70,HX,-8.683019713934863,gpm,3,Extraction
199-H4-70,HX,-6.239768518081461,gpm,4,Extraction
199-H4-70,HX,-6.415188171976637,gpm,5,Extraction
199-H4-70,HX,-8.459606481348661,gpm,6,Extraction
199-H4-70,HX,-8.115031362522494,gpm,7,Extraction
199-H4-70,HX,-7.768772401861954,gpm,8,Extraction
199-H4-70,HX,-7.189699073759271,gpm,9,Extraction
199-H4-70,HX,-0.37948028676225937,gpm,10,Extraction
199-H4-71,HX,0.0,gpm,1,Injection
199-H4-71,HX,0.0,gpm,2,Injection
199-H4-71,HX,0.0,gpm,3,Injection
199-H4-71,HX,0.0,gpm,4,Injection
199-H4-71,HX,0.0,gpm,5,Injection
199-H4-71,HX,0.0,gpm,6,Injection
199-H4-71,HX,0.0,gpm,7,Injection
199-H4-71,HX,0.0,gpm,8,Injection
199-H4-71,HX,0.0,gpm,9,Injection
199-H4-71,HX,0.0,gpm,10,Injection
199-H4-72,HX,0.0,gpm,1,Injection
199-H4-72,HX,0.0,gpm,2,Injection
199-H4-72,HX,0.0,gpm,3,Injection
199-H4-72,HX,0.0,gpm,4,Injection
199-H4-72,HX,0.0,gpm,5,Injection
199-H4-72,HX,0.0,gpm,6,Injection
199-H4-72,HX,0.0,gpm,7,Injection
199-H4-72,HX,0.0,gpm,8,Injection
199-H4-72,HX,0.0,gpm,9,Injection
199-H4-72,HX,0.0,gpm,10,Injection
199-H4-73,HX,0.0,gpm,1,Injection
199-H4-73,HX,0.0,gpm,2,Injection
199-H4-73,HX,0.0,gpm,3,Injection
199-H4-73,HX,0.0,gpm,4,Injection
199-H4-73,HX,0.0,gpm,5,Injection
199-H4-73,HX,0.0,gpm,6,Injection
199-H4-73,HX,0.0,gpm,7,Injection
199-H4-73,HX,0.0,gpm,8,Injection
199-H4-73,HX,0.0,gpm,9,Injection
199-H4-73,HX,0.0,gpm,10,Injection
199-H4-74,HX,-0.0006272402146672241,gpm,1,Extraction
199-H4-74,HX,-14.831076389266435,gpm,2,Extraction
199-H4-74,HX,-18.52278226645075,gpm,3,Extraction
199-H4-74,HX,-18.25733796332297,gpm,4,Extraction
199-H4-74,HX,-18.50506272424073,gpm,5,Extraction
199-H4-74,HX,-17.012453703034762,gpm,6,Extraction
199-H4-74,HX,-17.108736558835275,gpm,7,Extraction
199-H4-74,HX,-13.051411290587938,gpm,8,Extraction
199-H4-74,HX,-10.022129630525466,gpm,9,Extraction
199-H4-74,HX,-11.89887992872881,gpm,10,Extraction
199-H4-74,HX,0.0,gpm,1,Injection
199-H4-74,HX,0.0,gpm,2,Injection
199-H4-74,HX,0.0,gpm,3,Injection
199-H4-74,HX,0.0,gpm,4,Injection
199-H4-74,HX,0.0,gpm,5,Injection
199-H4-74,HX,0.0,gpm,6,Injection
199-H4-74,HX,0.0,gpm,7,Injection
199-H4-74,HX,0.0,gpm,8,Injection
199-H4-74,HX,0.0,gpm,9,Injection
199-H4-74,HX,0.0,gpm,10,Injection
199-H4-75,HX,-12.303853046942383,gpm,1,Extraction
199-H4-75,HX,-10.252405754003844,gpm,2,Extraction
199-H4-75,HX,-8.79238351304351,gpm,3,Extraction
199-H4-75,HX,-8.997708333011778,gpm,4,Extraction
199-H4-75,HX,-8.953046594978671,gpm,5,Extraction
199-H4-75,HX,-11.765185184642753,gpm,6,Extraction
199-H4-75,HX,-9.556742831377935,gpm,7,Extraction
199-H4-75,HX,-8.867585125361535,gpm,8,Extraction
199-H4-75,HX,-7.276365740307939,gpm,9,Extraction
199-H4-75,HX,-6.517316307743837,gpm,10,Extraction
199-H4-76,HX,-9.438732079270373,gpm,1,Extraction
199-H4-76,HX,-6.170188492541204,gpm,2,Extraction
199-H4-76,HX,-4.476948924528887,gpm,3,Extraction
199-H4-76,HX,-4.173726851153997,gpm,4,Extraction
199-H4-76,HX,-7.859744623404667,gpm,5,Extraction
199-H4-76,HX,-10.773611111665874,gpm,6,Extraction
199-H4-76,HX,-7.598543906744846,gpm,7,Extraction
199-H4-76,HX,-4.7204077067281975,gpm,8,Extraction
199-H4-76,HX,-2.6973148146997534,gpm,9,Extraction
199-H4-76,HX,-1.6027329748449195,gpm,10,Extraction
199-H4-77,HX,0.0,gpm,1,Extraction
199-H4-77,HX,0.0,gpm,2,Extraction
199-H4-77,HX,0.0,gpm,3,Extraction
199-H4-77,HX,0.0,gpm,4,Extraction
199-H4-77,HX,0.0,gpm,5,Extraction
199-H4-77,HX,0.0,gpm,6,Extraction
199-H4-77,HX,0.0,gpm,7,Extraction
199-H4-77,HX,0.0,gpm,8,Extraction
199-H4-77,HX,0.0,gpm,9,Extraction
199-H4-77,HX,0.0,gpm,10,Extraction
199-H4-77,HX,0.0,gpm,1,Injection
199-H4-77,HX,0.0,gpm,2,Injection
199-H4-77,HX,0.0,gpm,3,Injection
199-H4-77,HX,0.0,gpm,4,Injection
199-H4-77,HX,0.0,gpm,5,Injection
199-H4-77,HX,0.0,gpm,6,Injection
199-H4-77,HX,0.0,gpm,7,Injection
199-H4-77,HX,0.0,gpm,8,Injection
199-H4-77,HX,0.0,gpm,9,Injection
199-H4-77,HX,0.0,gpm,10,Injection
199-H4-78,HX,0.0,gpm,1,Injection
199-H4-78,HX,0.0,gpm,2,Injection
199-H4-78,HX,0.0,gpm,3,Injection
199-H4-78,HX,0.0,gpm,4,Injection
199-H4-78,HX,0.0,gpm,5,Injection
199-H4-78,HX,0.0,gpm,6,Injection
199-H4-78,HX,0.0,gpm,7,Injection
199-H4-78,HX,0.0,gpm,8,Injection
199-H4-78,HX,0.0,gpm,9,Injection
199-H4-78,HX,0.0,gpm,10,Injection
199-H4-79,HX,0.0,gpm,1,Injection
199-H4-79,HX,0.0,gpm,2,Injection
199-H4-79,HX,0.0,gpm,3,Injection
199-H4-79,HX,0.0,gpm,4,Injection
199-H4-79,HX,0.0,gpm,5,Injection
199-H4-79,HX,0.0,gpm,6,Injection
199-H4-79,HX,0.0,gpm,7,Injection
199-H4-79,HX,0.0,gpm,8,Injection
199-H4-79,HX,0.0,gpm,9,Injection
199-H4-79,HX,0.0,gpm,10,Injection
199-H4-80,DX,0.0,gpm,1,Extraction
199-H4-80,DX,0.0,gpm,2,Extraction
199-H4-80,DX,0.0,gpm,3,Extraction
199-H4-80,DX,0.0,gpm,4,Extraction
199-H4-80,DX,0.0,gpm,5,Extraction
199-H4-80,DX,0.0,gpm,6,Extraction
199-H4-80,DX,0.0,gpm,7,Extraction
199-H4-80,DX,0.0,gpm,8,Extraction
199-H4-80,DX,0.0,gpm,9,Extraction
199-H4-80,DX,0.0,gpm,10,Extraction
199-H4-80,DX,24.24117382877689,gpm,1,Injection
199-H4-80,DX,27.310565478201855,gpm,2,Injection
199-H4-80,DX,17.086290321847496,gpm,3,Injection
199-H4-80,DX,16.869004629727815,gpm,4,Injection
199-H4-80,DX,13.329838708976181,gpm,5,Injection
199-H4-80,DX,51.40398147559163,gpm,6,Injection
199-H4-80,DX,25.657818106979533,gpm,7,Injection
199-H4-80,DX,50.93039875136137,gpm,8,Injection
199-H4-80,DX,55.46115741141373,gpm,9,Injection
199-H4-80,DX,47.79870071080108,gpm,10,Injection
199-H4-81,DX,-16.14475806538979,gpm,1,Extraction
199-H4-81,DX,-17.170907737908486,gpm,2,Extraction
199-H4-81,DX,-14.335707885697227,gpm,3,Extraction
199-H4-81,DX,-15.154467593408151,gpm,4,Extraction
199-H4-81,DX,-16.600246416620173,gpm,5,Extraction
199-H4-81,DX,-16.97254629694587,gpm,6,Extraction
199-H4-81,DX,-16.09323476649741,gpm,7,Extraction
199-H4-81,DX,-16.139404121591628,gpm,8,Extraction
199-H4-81,DX,-16.990740741621316,gpm,9,Extraction
199-H4-81,DX,-16.38250448102079,gpm,10,Extraction
199-H4-82,DX,0.0,gpm,1,Extraction
199-H4-82,DX,0.0,gpm,2,Extraction
199-H4-82,DX,0.0,gpm,3,Extraction
199-H4-82,DX,0.0,gpm,4,Extraction
199-H4-82,DX,0.0,gpm,5,Extraction
199-H4-82,DX,0.0,gpm,6,Extraction
199-H4-82,DX,0.0,gpm,7,Extraction
199-H4-82,DX,0.0,gpm,8,Extraction
199-H4-82,DX,0.0,gpm,9,Extraction
199-H4-82,DX,0.0,gpm,10,Extraction
199-H4-82,DX,25.11411291108649,gpm,1,Injection
199-H4-82,DX,20.558953375678506,gpm,2,Injection
199-H4-82,DX,23.360573481769688,gpm,3,Injection
199-H4-82,DX,26.736851859819282,gpm,4,Injection
199-H4-82,DX,34.018570791768845,gpm,5,Injection
199-H4-82,DX,26.921180551072705,gpm,6,Injection
199-H4-82,DX,30.21570340264525,gpm,7,Injection
199-H4-82,DX,25.851904121403773,gpm,8,Injection
199-H4-82,DX,20.822939810479316,gpm,9,Injection
199-H4-82,DX,18.541442646418073,gpm,10,Injection
199-H4-86,HX,-0.0039426523061724585,gpm,1,Extraction
199-H4-86,HX,-2.4801536301704975e-05,gpm,2,Extraction
199-H4-86,HX,-0.039426523245177404,gpm,3,Extraction
