Head,Time,Layer,Row,Column,NAME
115.90532220868019,31.0,1,211,580,199-H3-10
115.90531833399834,31.0,2,211,580,199-H3-10
115.90529023484204,31.0,3,211,580,199-H3-10
115.90523318555317,31.0,4,211,580,199-H3-10
115.78611470218308,31.0,5,211,580,199-H3-10
115.54781521897696,31.0,6,211,580,199-H3-10
115.30974065867352,31.0,7,211,580,199-H3-10
115.07230549488753,31.0,8,211,580,199-H3-10
114.9046957077608,31.0,9,211,580,199-H3-10
115.81591681530055,59.0,1,211,580,199-H3-10
115.81591294078198,59.0,2,211,580,199-H3-10
115.81586224557464,59.0,3,211,580,199-H3-10
115.81579452502757,59.0,4,211,580,199-H3-10
115.69834091796785,59.0,5,211,580,199-H3-10
115.46314442562137,59.0,6,211,580,199-H3-10
115.22794580100954,59.0,7,211,580,199-H3-10
114.99315936553292,59.0,8,211,580,199-H3-10
114.82725662286312,59.0,9,211,580,199-H3-10
115.88389747875618,90.0,1,211,580,199-H3-10
115.88389360396506,90.0,2,211,580,199-H3-10
115.88388573943571,90.0,3,211,580,199-H3-10
115.88384407885138,90.0,4,211,580,199-H3-10
115.77895992285913,90.0,5,211,580,199-H3-10
115.56933718852896,90.0,6,211,580,199-H3-10
115.3601398574673,90.0,7,211,580,199-H3-10
115.1517654594336,90.0,8,211,580,199-H3-10
115.00486933244379,90.0,9,211,580,199-H3-10
116.09831901989564,120.0,1,211,580,199-H3-10
116.09831514480229,120.0,2,211,580,199-H3-10
116.09833927904687,120.0,3,211,580,199-H3-10
116.09831483306854,120.0,4,211,580,199-H3-10
115.99462226210646,120.0,5,211,580,199-H3-10
115.78774419804418,120.0,6,211,580,199-H3-10
115.58159839617338,120.0,7,211,580,199-H3-10
115.37653352210809,120.0,8,211,580,199-H3-10
115.23214378119812,120.0,9,211,580,199-H3-10
116.47643029158971,151.0,1,211,580,199-H3-10
116.47685312886321,151.0,2,211,580,199-H3-10
116.47690328435337,151.0,3,211,580,199-H3-10
116.47689323395839,151.0,4,211,580,199-H3-10
116.37624986160371,151.0,5,211,580,199-H3-10
116.17583774129967,151.0,6,211,580,199-H3-10
115.97656534580968,151.0,7,211,580,199-H3-10
115.77882110370138,151.0,8,211,580,199-H3-10
115.63998716914546,151.0,9,211,580,199-H3-10
116.70064220719355,181.0,1,211,580,199-H3-10
116.70084210694861,181.0,2,211,580,199-H3-10
116.70085411939135,181.0,3,211,580,199-H3-10
116.70082394333815,181.0,4,211,580,199-H3-10
116.59812195770039,181.0,5,211,580,199-H3-10
116.39312400436509,181.0,6,211,580,199-H3-10
116.18882260145477,181.0,7,211,580,199-H3-10
115.98562116856645,181.0,8,211,580,199-H3-10
115.84263337655598,181.0,9,211,580,199-H3-10
116.74650549942342,212.0,1,211,580,199-H3-10
116.74647766397135,212.0,2,211,580,199-H3-10
116.74645274007393,212.0,3,211,580,199-H3-10
116.74640350605173,212.0,4,211,580,199-H3-10
116.64320755088164,212.0,5,211,580,199-H3-10
116.43674360155451,212.0,6,211,580,199-H3-10
116.2305381500742,212.0,7,211,580,199-H3-10
116.02502887230499,212.0,8,211,580,199-H3-10
115.88014129489996,212.0,9,211,580,199-H3-10
116.58851593550263,243.0,1,211,580,199-H3-10
116.58824802978387,243.0,2,211,580,199-H3-10
116.5881833978775,243.0,3,211,580,199-H3-10
116.58811392796422,243.0,4,211,580,199-H3-10
116.48489457732684,243.0,5,211,580,199-H3-10
116.27791765032575,243.0,6,211,580,199-H3-10
116.07073611683985,243.0,7,211,580,199-H3-10
115.86378765928163,243.0,8,211,580,199-H3-10
115.71753747908225,243.0,9,211,580,199-H3-10
116.26288733432277,273.0,1,211,580,199-H3-10
116.26238644994535,273.0,2,211,580,199-H3-10
116.26228382736146,273.0,3,211,580,199-H3-10
116.26219616080257,273.0,4,211,580,199-H3-10
116.16210701797212,273.0,5,211,580,199-H3-10
115.96104349806089,273.0,6,211,580,199-H3-10
115.75941291480422,273.0,7,211,580,199-H3-10
115.5576333895395,273.0,8,211,580,199-H3-10
115.41474319117596,273.0,9,211,580,199-H3-10
116.0367547969021,304.0,1,211,580,199-H3-10
116.03651854401873,304.0,2,211,580,199-H3-10
116.03644243886198,304.0,3,211,580,199-H3-10
116.03637022953443,304.0,4,211,580,199-H3-10
115.94251629325548,304.0,5,211,580,199-H3-10
115.75428547166648,304.0,6,211,580,199-H3-10
115.56580272403698,304.0,7,211,580,199-H3-10
115.37743379874387,304.0,8,211,580,199-H3-10
115.24418686239332,304.0,9,211,580,199-H3-10
115.94826479576847,334.0,1,211,580,199-H3-10
115.9482609216234,334.0,2,211,580,199-H3-10
115.94822266099641,334.0,3,211,580,199-H3-10
115.94817705152151,334.0,4,211,580,199-H3-10
115.8762894138125,334.0,5,211,580,199-H3-10
115.73235776062671,334.0,6,211,580,199-H3-10
115.58856123165477,334.0,7,211,580,199-H3-10
115.44525635559295,334.0,8,211,580,199-H3-10
115.34421417929202,334.0,9,211,580,199-H3-10
115.9742180089648,365.0,1,211,580,199-H3-10
115.9742141344158,365.0,2,211,580,199-H3-10
115.9742010256137,365.0,3,211,580,199-H3-10
115.9741648755129,365.0,4,211,580,199-H3-10
115.89311002847597,365.0,5,211,580,199-H3-10
115.73101509007391,365.0,6,211,580,199-H3-10
115.56900971996137,365.0,7,211,580,199-H3-10
115.40724958765456,365.0,8,211,580,199-H3-10
115.29280843941203,365.0,9,211,580,199-H3-10
115.90694554304933,396.0,1,211,580,199-H3-10
115.90694166995074,396.0,2,211,580,199-H3-10
115.90690667608935,396.0,3,211,580,199-H3-10
115.90686464798848,396.0,4,211,580,199-H3-10
115.83591850855075,396.0,5,211,580,199-H3-10
115.6936209766823,396.0,6,211,580,199-H3-10
115.55112829053111,396.0,7,211,580,199-H3-10
115.40873189596117,396.0,8,211,580,199-H3-10
115.30802181844997,396.0,9,211,580,199-H3-10
115.96746594399326,424.0,1,211,580,199-H3-10
115.96746207094411,424.0,2,211,580,199-H3-10
115.96745597838387,424.0,3,211,580,199-H3-10
115.96742971435708,424.0,4,211,580,199-H3-10
115.89879025010927,424.0,5,211,580,199-H3-10
115.76134542475148,424.0,6,211,580,199-H3-10
115.623930742556,424.0,7,211,580,199-H3-10
115.48682361563793,424.0,8,211,580,199-H3-10
115.39001537599914,424.0,9,211,580,199-H3-10
115.95455278478538,455.0,1,211,580,199-H3-10
115.95454891196975,455.0,2,211,580,199-H3-10
115.95452459488993,455.0,3,211,580,199-H3-10
115.95448932425975,455.0,4,211,580,199-H3-10
115.8858821690639,455.0,5,211,580,199-H3-10
115.7482888164913,455.0,6,211,580,199-H3-10
115.61050236297017,455.0,7,211,580,199-H3-10
115.47279159645794,455.0,8,211,580,199-H3-10
115.37538313554471,455.0,9,211,580,199-H3-10
115.86497252859665,485.0,1,211,580,199-H3-10
115.86496865578393,485.0,2,211,580,199-H3-10
115.86492740526596,485.0,3,211,580,199-H3-10
115.86488303941385,485.0,4,211,580,199-H3-10
115.79536585318081,485.0,5,211,580,199-H3-10
115.65579869819715,485.0,6,211,580,199-H3-10
115.51587542915388,485.0,7,211,580,199-H3-10
115.37585546133714,485.0,8,211,580,199-H3-10
115.27667477478042,485.0,9,211,580,199-H3-10
115.83095489835087,516.0,1,211,580,199-H3-10
115.8309510251148,516.0,2,211,580,199-H3-10
115.83092725641566,516.0,3,211,580,199-H3-10
115.83089328267214,516.0,4,211,580,199-H3-10
115.76680438535489,516.0,5,211,580,199-H3-10
115.63832829297878,516.0,6,211,580,199-H3-10
115.50971007680782,516.0,7,211,580,199-H3-10
115.38118456863339,516.0,8,211,580,199-H3-10
115.29026292432413,516.0,9,211,580,199-H3-10
115.82511097949421,546.0,1,211,580,199-H3-10
115.82510710601302,546.0,2,211,580,199-H3-10
115.82508930835998,546.0,3,211,580,199-H3-10
115.82505592638117,546.0,4,211,580,199-H3-10
115.75456573482505,546.0,5,211,580,199-H3-10
115.61334625808325,546.0,6,211,580,199-H3-10
115.47199050134921,546.0,7,211,580,199-H3-10
115.33068393475746,546.0,8,211,580,199-H3-10
115.2306340891671,546.0,9,211,580,199-H3-10
115.530026396866,577.0,1,211,580,199-H3-10
115.53002252542292,577.0,2,211,580,199-H3-10
115.52992321747475,577.0,3,211,580,199-H3-10
115.52985307646692,577.0,4,211,580,199-H3-10
115.46610816247515,577.0,5,211,580,199-H3-10
115.33754431620179,577.0,6,211,580,199-H3-10
115.20810664899689,577.0,7,211,580,199-H3-10
115.07808905405174,577.0,8,211,580,199-H3-10
114.98566892207124,577.0,9,211,580,199-H3-10
115.29797717402393,608.0,1,211,580,199-H3-10
115.29797330132659,608.0,2,211,580,199-H3-10
