sp,start,end,dt,sum for sp,sum/dt
1,2014.0,2014.08492960426,0.08492960425996898,113441.88472317027,3656.9928246972177
2,2014.08493150685,2014.16164193303,0.07671042618017054,363398.18424819486,12969.944951804786
3,2014.16164383562,2014.24645928463,0.08481544900996596,686918.5102365618,22173.79505620253
4,2014.24646118721,2014.32865106545,0.08218987824011492,579838.1043007598,19315.154666991522
5,2014.32865296804,2014.4135825723,0.08492960425996898,658481.4931002648,21227.27510513352
6,2014.41358447489,2014.49577435312,0.0821898782298831,1076727.8634130142,35867.19303959941
7,2014.49577625571,2014.58070585997,0.08492960425996898,1663775.2635543742,53634.636056820906
8,2014.58070776256,2014.66563736682,0.08492960425996898,3549585.0355994417,114426.93355735893
9,2014.66563926941,2014.74782914764,0.08218987823011048,6814358.0115345875,226995.04911597475
10,2014.74783105023,2014.83276065449,0.08492960425996898,9324105.694841437,300578.46540510724
11,2014.83276255708,2014.91506659056,0.08230403347988613,8539992.359779201,284083.5839477738
12,2014.91506849315,2014.99999809741,0.08492960425996898,5753057.483294363,185459.6297286391
13,2015.0,2015.08492960426,0.08492960425996898,4327250.323978628,139496.30177667865
14,2015.08493150685,2015.16164193303,0.07671042618017054,2674091.605918556,95440.27028258111
15,2015.16164383562,2015.24645928463,0.08481544900996596,2501266.0396394846,80741.1064303756
16,2015.24646118721,2015.32865106545,0.08218987824011492,3380428.0957273035,112606.41724875158
17,2015.32865296804,2015.4135825723,0.08492960425996898,4879732.9079633625,157306.52108264974
18,2015.41358447489,2015.49577435312,0.0821898782298831,5679722.085230006,189198.86385821048
19,2015.49577625571,2015.58070585997,0.08492960425996898,7253343.309434078,233823.90465739707
20,2015.58070776256,2015.66563736682,0.08492960425996898,8761288.865295451,282435.1040506029
21,2015.66563926941,2015.74782914764,0.08218987823011048,10040318.169903798,334455.94027486007
22,2015.74783105023,2015.83276065449,0.08492960425996898,10773937.049563093,347316.2543106473
23,2015.83276255708,2015.91506659056,0.08230403347988613,7684779.087106916,255634.84051743086
24,2015.91506849315,2015.99999809741,0.08492960425996898,5852263.360322644,188657.7005412454
25,2016.0,2016.08469755616,0.08469755616010843,5395522.110337838,174410.39773157716
26,2016.08469945355,2016.16393252884,0.07923307528994883,4265317.529063904,147385.45628301965
27,2016.16393442623,2016.24851813904,0.0845837128099447,4038300.372439786,130713.86306017316
28,2016.24852003643,2016.33048535216,0.08196531573003085,2964188.122160051,99011.45028457596
29,2016.33048724954,2016.41518480571,0.0846975561698855,2063194.980941208,66692.83339470554
30,2016.4151867031,2016.49715201882,0.08196531572002641,2061101.4877501142,68846.05129651268
31,2016.49715391621,2016.58185147237,0.08469755616010843,2281748.0181472255,73757.56622436998
32,2016.58185336976,2016.66655092593,0.08469755617011288,3868172.7332309326,125038.7879098723
33,2016.66655282332,2016.74851813904,0.08196531572002641,6439600.087020174,215099.08199812457
34,2016.74852003643,2016.83321759259,0.08469755616010843,8533336.362626532,275840.3280623076
35,2016.83321948998,2016.91529864906,0.08207915908019459,7004344.069100636,233638.46727760334
36,2016.91530054645,2016.99999810261,0.08469755616010843,4435384.480058204,143373.92293828982
37,2017.0,2017.08492960426,0.08492960425996898,2460801.896933215,79328.15028634672
38,2017.08493150685,2017.16164193303,0.07671042618017054,1934581.343210475,69046.61226675643
39,2017.16164383562,2017.24645928463,0.08481544900996596,1934147.1768516891,62434.455425101965
40,2017.24646118721,2017.32865106545,0.08218987824011492,1885430.278175822,62806.11289027204
41,2017.32865296804,2017.4135825723,0.08492960425996898,1851974.0523774722,59701.54531191903
42,2017.41358447489,2017.49577435312,0.0821898782298831,1989492.4730290687,66272.55874550738
43,2017.49577625571,2017.58070585997,0.08492960425996898,4230404.641319043,136374.31585892645
44,2017.58070776256,2017.66563736682,0.08492960425996898,6848245.257886514,220764.87737286816
45,2017.66563926941,2017.74782914764,0.08218987823011048,8358090.758590887,278418.77680196246
46,2017.74783105023,2017.83276065449,0.08492960425996898,10812736.115551027,348567.0084414437
47,2017.83276255708,2017.91506659056,0.08230403347988613,10821411.164652739,359975.1776717614
48,2017.91506849315,2017.99999809741,0.08492960425996898,6857318.604624346,221057.37219519247
49,2018.0,2018.08492960426,0.08492960425996898,3738909.9003725215,120530.143793168
50,2018.08493150685,2018.16164193303,0.07671042618017054,1846142.0451804546,65890.14953043686
51,2018.16164383562,2018.24645928463,0.08481544900996596,2244316.3867663564,72446.74711749438
52,2018.24646118721,2018.32865106545,0.08218987824011492,2401859.3028611457,80009.02938081483
53,2018.32865296804,2018.4135825723,0.08492960425996898,1602085.1419230292,51645.94966721221
54,2018.41358447489,2018.49577435312,0.0821898782298831,1849416.5122705814,61606.44793380561
55,2018.49577625571,2018.58070585997,0.08492960425996898,3457442.358111257,111456.55704038755
56,2018.58070776256,2018.66563736682,0.08492960425996898,5684750.64165255,183257.6420732734
57,2018.66563926941,2018.74782914764,0.08218987823011048,7621996.210783664,253898.51858384846
58,2018.74783105023,2018.83276065449,0.08492960425996898,8454702.214226004,272551.75994145905
59,2018.83276255708,2018.91506659056,0.08230403347988613,6835902.519935768,227396.88814325593
60,2018.91506849315,2018.99999809741,0.08492960425996898,4174174.7132793115,134561.64813151397
61,2019.0,2019.08492960426,0.08492960425996898,3576267.214758834,115287.0791550039
62,2019.08493150685,2019.16164193303,0.07671042618017054,2737590.1382185235,97706.57898787859
63,2019.16164383562,2019.24645928463,0.08481544900996596,2891293.404928553,93331.22699831909
64,2019.24646118721,2019.32865106545,0.08218987824011492,2662609.396459643,88694.95110608853
65,2019.32865296804,2019.4135825723,0.08492960425996898,2355179.569725275,75923.23424788489
66,2019.41358447489,2019.49577435312,0.0821898782298831,2113059.251494508,70388.72741458294
67,2019.49577625571,2019.58070585997,0.08492960425996898,2316236.222235678,74667.82895656169
68,2019.58070776256,2019.66563736682,0.08492960425996898,2483336.5607442255,80054.59364600113
69,2019.66563926941,2019.74782914764,0.08218987823011048,2729297.8975572996,90916.431050359
70,2019.74783105023,2019.83276065449,0.08492960425996898,2762159.9099519076,89042.94032147096
71,2019.83276255708,2019.91506659056,0.08230403347988613,2516291.3890782665,83704.65053727027
72,2019.91506849315,2019.99999809741,0.08492960425996898,2088813.4658960425,67336.46814449082
73,2020.0,2020.08469755616,0.08469755616010843,2193912.771029235,70918.28949240217
74,2020.08469945355,2020.16393252884,0.07923307528994883,1931116.757164154,66728.56650203215
75,2020.16393442623,2020.24851813904,0.0845837128099447,2096543.8715353177,67862.05166752961
76,2020.24852003643,2020.33048535216,0.08196531573003085,2054789.817439761,68635.22538725856
77,2020.33048724954,2020.41518480571,0.0846975561698855,2144761.143800572,69329.46180863438
78,2020.4151867031,2020.49715201882,0.08196531572002641,2571693.284288409,85901.12074601659
79,2020.49715391621,2020.58185147237,0.08469755616010843,1386993.2435607207,44834.59400471047
80,2020.58185336976,2020.66655092593,0.08469755617011288,2044049.618859768,66073.95904897487
81,2020.66655282332,2020.74851813904,0.08196531572002641,4462971.487122216,149074.64079931867
82,2020.74852003643,2020.83321759259,0.08469755616010843,4099549.6215587966,132518.05207997502
83,2020.83321948998,2020.91529864906,0.08207915908019459,2851765.1610504314,95124.11650403714
84,2020.91530054645,2020.99999810261,0.08469755616010843,2341991.949391597,75704.95292659715
