SAMP_SITE_NAME,SAMP_DATE_TIME,STD_VALUE_RPTD,REVIEW_QUALIFIER,COLLECTION_PURPOSE_DESC,LAB_CODE,SAMP_DATE
199-H3-25,2018-12-11 10:20:00,9.2,,"Routine (i.e., repetitive)",TARL,2018-12-11
199-H3-25,2018-12-12 08:00:00,13.0,,In Process,FIELD,2018-12-12
199-H3-25,2019-01-02 14:15:00,9.0,,In Process,FIELD,2019-01-02
199-H3-25,2019-08-26 09:30:00,7.0,,In Process,FIELD,2019-08-26
199-H3-25,2019-09-11 09:00:00,6.22,H,"Routine (i.e., repetitive)",GEL,2019-09-11
199-H3-25,2019-10-10 08:05:00,8.0,,In Process,FIELD,2019-10-10
199-H3-25,2019-11-05 08:05:00,8.0,,In Process,FIELD,2019-11-05
199-H3-25,2019-12-04 09:50:00,8.0,,In Process,FIELD,2019-12-04
199-H3-25,2019-12-11 10:38:00,8.12,HQ,"Routine (i.e., repetitive)",GEL,2019-12-11
199-H3-25,2020-01-07 13:25:00,4.0,,In Process,FIELD,2020-01-07
199-H3-25,2020-02-19 09:00:00,4.0,,In Process,FIELD,2020-02-19
199-H3-25,2020-03-12 09:15:00,7.26,,"Routine (i.e., repetitive)",GEL,2020-03-12
199-H3-25,2020-07-23 10:30:00,9.0,,In Process,FIELD,2020-07-23
199-H3-25,2020-08-18 09:15:00,8.0,,In Process,FIELD,2020-08-18
199-H3-25,2020-09-22 07:30:00,7.0,,In Process,FIELD,2020-09-22
199-H3-25,2020-10-07 09:02:00,8.52,H,"Routine (i.e., repetitive)",GEL,2020-10-07
199-H3-25,2020-10-20 08:30:00,10.0,,In Process,FIELD,2020-10-20
199-H3-25,2020-11-17 09:00:00,14.0,,In Process,FIELD,2020-11-17
199-H3-25,2020-12-15 11:00:00,6.87,,"Routine (i.e., repetitive)",GEL,2020-12-15
199-H3-25,2021-01-27 09:00:00,9.0,,In Process,FIELD,2021-01-27
199-H3-25,2021-02-25 08:30:00,8.0,,In Process,FIELD,2021-02-25
199-H3-25,2021-03-16 07:30:00,13.0,,Samples collected prior to acceptance of well (post-development),FIELD,2021-03-16
199-H3-25,2021-03-22 09:50:00,7.43,H,"Routine (i.e., repetitive)",GEL,2021-03-22
199-H3-25,2021-04-05 01:38:00,10.0,,In Process,FIELD,2021-04-05
199-H3-25,2021-06-23 11:26:00,8.41,,"Routine (i.e., repetitive)",RJ LEE,2021-06-23
199-H3-25,2021-06-28 08:47:00,12.0,,In Process,FIELD,2021-06-28
199-H3-25,2021-07-07 09:52:00,12.0,,In Process,FIELD,2021-07-07
199-H3-26,2014-01-02 13:00:00,28.0,,In Process,FIELD,2014-01-02
199-H3-26,2015-06-29 10:00:00,17.0,,In Process,FIELD,2015-06-29
199-H3-26,2015-07-06 09:30:00,0.0,,In Process,FIELD,2015-07-06
199-H3-26,2015-08-03 09:30:00,2.0,,In Process,FIELD,2015-08-03
199-H3-26,2015-09-08 08:30:00,3.0,,In Process,FIELD,2015-09-08
199-H3-26,2016-05-04 07:30:00,5.0,,In Process,FIELD,2016-05-04
199-H3-26,2016-06-13 09:30:00,5.0,,In Process,FIELD,2016-06-13
199-H3-26,2016-07-05 08:00:00,9.0,,In Process,FIELD,2016-07-05
199-H3-26,2016-08-01 09:00:00,9.0,,In Process,FIELD,2016-08-01
199-H3-26,2016-09-07 07:30:00,17.0,,In Process,FIELD,2016-09-07
199-H3-26,2017-03-01 08:30:00,3.0,,In Process,FIELD,2017-03-01
199-H3-26,2017-03-22 12:33:00,7.1,A,"Routine (i.e., repetitive)",TARL,2017-03-22
199-H3-26,2017-03-22 12:33:00,6.5,A,"Routine (i.e., repetitive)",TARL,2017-03-22
199-H3-26,2017-04-04 09:30:00,6.0,,In Process,FIELD,2017-04-04
199-H3-26,2017-05-01 12:30:00,8.0,,In Process,FIELD,2017-05-01
199-H3-26,2017-06-07 09:00:00,0.0,,In Process,FIELD,2017-06-07
199-H3-26,2017-06-08 10:49:00,2.1,,"Routine (i.e., repetitive)",TARL,2017-06-08
199-H3-26,2017-06-08 10:49:00,2.3,,"Routine (i.e., repetitive)",TARL,2017-06-08
199-H3-26,2017-07-06 08:00:00,8.0,,In Process,FIELD,2017-07-06
199-H3-26,2017-08-01 13:45:00,5.0,,In Process,FIELD,2017-08-01
199-H3-26,2017-09-06 13:00:00,9.0,,In Process,FIELD,2017-09-06
199-H3-26,2017-09-28 10:52:00,7.9,,"Routine (i.e., repetitive)",TARL,2017-09-28
199-H3-26,2017-09-28 10:52:00,7.9,,"Routine (i.e., repetitive)",TARL,2017-09-28
199-H3-26,2018-04-04 08:10:00,6.0,,In Process,FIELD,2018-04-04
199-H3-26,2018-04-17 09:00:00,3.6,,"Routine (i.e., repetitive)",TARL,2018-04-17
199-H3-26,2018-04-17 09:00:00,3.4,,"Routine (i.e., repetitive)",TARL,2018-04-17
