Row (after comments),Time,Column,Node,Value,scaled Value
0,2014.0,4,-1,0.0,0.0
1,2014.0,4,-1,2.728736e-19,0.0
2,2014.0,4,-1,1.040331e-18,0.0
3,2014.0,4,-1,2.665848e-18,0.0
4,2014.0,4,-1,5.738675e-18,0.0
5,2014.0,4,-1,1.120616e-17,0.0
6,2014.0,4,-1,2.058185e-17,0.0
7,2014.0,4,-1,3.62723e-17,0.0
8,2014.0,4,-1,6.208978e-17,0.0
9,2014.0,4,-1,1.040561e-16,0.0
10,2014.0,4,-1,1.716614e-16,0.0
11,2014.0,4,-1,2.798362e-16,0.0
12,2014.0,4,-1,4.520357e-16,0.0
13,2014.0,4,-1,7.250685e-16,0.0
14,2014.0,4,-1,1.156646e-15,0.0
15,2014.0,4,-1,1.837189e-15,0.0
16,2014.0,4,-1,2.908296e-15,0.0
17,2014.0,4,-1,4.591595e-15,0.0
18,2014.0,4,-1,7.233875e-15,0.0
19,2014.0,4,-1,1.13776e-14,0.0
20,2014.0,4,-1,1.787115e-14,0.0
21,2014.0,4,-1,2.80411e-14,0.0
22,2014.0,4,-1,4.396151e-14,0.0
23,2014.0,4,-1,6.887485e-14,0.0
24,2014.0,4,-1,1.078499e-13,0.0
25,2014.0,4,-1,1.688103e-13,0.0
26,2014.0,4,-1,2.641431e-13,0.0
27,2014.0,4,-1,4.132135e-13,0.0
28,2014.0,4,-1,6.463008e-13,0.0
29,2014.0,4,-1,1.010786e-12,0.0
30,2014.0,4,-1,1.580835e-12,0.0
31,2014.0,4,-1,2.472598e-12,0.0
32,2014.0,4,-1,3.868062e-12,0.0
33,2014.0,4,-1,6.052523e-12,0.0
34,2014.0,4,-1,9.473435e-12,0.0
35,2014.0,4,-1,1.483287e-11,0.0
36,2014.0,4,-1,2.323276e-11,0.0
37,2014.0,4,-1,3.640307e-11,0.0
38,2014.0,4,-1,5.705982e-11,0.0
39,2014.0,4,-1,8.94664e-11,0.0
40,2014.0,4,-1,1.40312e-10,0.0
41,2014.0,4,-1,2.20085e-10,0.0
42,2014.0,4,-1,3.452634e-10,0.0
43,2014.0,4,-1,5.417934e-10,0.0
44,2014.0,4,-1,8.504891e-10,0.0
45,2014.0,4,-1,1.335561e-09,0.0
46,2014.0,4,-1,2.098032e-09,0.0
47,2014.0,4,-1,3.296865e-09,0.0
48,2014.001,4,-1,5.182283e-09,0.0
49,2014.001,4,-1,8.14845e-09,0.0
50,2014.001,4,-1,1.281697e-08,0.0
51,2014.001,4,-1,2.016963e-08,0.0
52,2014.001,4,-1,3.176004e-08,0.0
53,2014.002,4,-1,5.005196e-08,0.0
54,2014.002,4,-1,7.896238e-08,0.0
55,2014.003,4,-1,1.247372e-07,0.0
56,2014.004,4,-1,1.973705e-07,0.0
57,2014.005,4,-1,3.129223e-07,0.0
58,2014.006,4,-1,4.973266e-07,0.0
59,2014.007,4,-1,7.927072e-07,0.0
60,2014.009,4,-1,1.267934e-06,0.0
61,2014.011,4,-1,2.03643e-06,0.0
62,2014.014,4,-1,3.260771e-06,0.0
63,2014.017,4,-1,4.830626e-06,0.0
64,2014.019,4,-1,6.765055e-06,0.0
65,2014.022,4,-1,9.08264e-06,0.0
66,2014.025,4,-1,1.18015e-05,0.0
67,2014.028,4,-1,1.493931e-05,0.0
68,2014.03,4,-1,1.85133e-05,0.0
69,2014.033,4,-1,2.254029e-05,0.0
70,2014.036,4,-1,2.703667e-05,0.0
71,2014.039,4,-1,3.201842e-05,0.0
72,2014.041,4,-1,3.75011e-05,0.0
73,2014.044,4,-1,4.349992e-05,0.0
74,2014.047,4,-1,5.002964e-05,0.0
75,2014.049,4,-1,5.710471e-05,0.0
76,2014.052,4,-1,6.473915e-05,0.0
77,2014.055,4,-1,7.294663e-05,0.0
78,2014.058,4,-1,8.174047e-05,0.0
79,2014.06,4,-1,9.113365e-05,0.0
80,2014.063,4,-1,0.0001011388,0.0
81,2014.066,4,-1,0.0001117681,0.0
82,2014.069,4,-1,0.0001230336,0.0
83,2014.071,4,-1,0.0001349469,0.0
84,2014.074,4,-1,0.0001475193,0.0
85,2014.077,4,-1,0.0001607617,0.0
86,2014.08,4,-1,0.0001746849,0.0
87,2014.082,4,-1,0.0001892993,0.0
88,2014.085,4,-1,0.0002037141,0.0
89,2014.088,4,-1,0.0002197639,0.0
90,2014.09,4,-1,0.0002365609,0.0
91,2014.093,4,-1,0.0002540971,0.0
92,2014.096,4,-1,0.0002723678,0.0
93,2014.099,4,-1,0.0002913699,0.0
94,2014.101,4,-1,0.0003111009,0.0
95,2014.104,4,-1,0.0003315583,0.0
96,2014.107,4,-1,0.0003527391,0.0
97,2014.11,4,-1,0.0003746406,0.0
98,2014.112,4,-1,0.0003972595,0.0
99,2014.115,4,-1,0.000420592,0.0
100,2014.118,4,-1,0.0004446343,0.0
101,2014.121,4,-1,0.0004693821,0.0
102,2014.123,4,-1,0.0004948306,0.0
103,2014.126,4,-1,0.0005209751,0.0
104,2014.129,4,-1,0.0005478102,0.0
105,2014.131,4,-1,0.0005753303,0.0
106,2014.134,4,-1,0.0006035298,0.0
107,2014.137,4,-1,0.0006324024,0.0
108,2014.14,4,-1,0.0006619418,0.0
109,2014.142,4,-1,0.0006921459,0.0
110,2014.145,4,-1,0.000723017,0.0
111,2014.148,4,-1,0.0007545482,0.0
112,2014.151,4,-1,0.0007867327,0.0
113,2014.153,4,-1,0.0008195633,0.0
114,2014.156,4,-1,0.0008530326,0.0
