"NAME"|"EVENT"|"VAL"|"TYPE"|"EASTING"|"NORTHING"
"199-H5-1A"|10/8/2017 13:13:00|115.710|"MAN"|577650.080|152257.724
"199-H6-1"|10/8/2017 13:25:00|115.334|"MAN"|578236.557|152247.630
"199-H4-84"|10/11/2017 7:52:00|114.708|"MAN"|577902.580|152848.730
"699-89-35"|10/11/2017 9:08:00|114.111|"MAN"|579121.737|150543.514
"699-90-45"|10/11/2017 10:08:00|118.357|"MAN"|576169.250|151024.529
"699-90-37B"|10/11/2017 10:18:00|114.973|"MAN"|578474.693|151031.322
"699-88-41"|10/11/2017 10:30:00|117.435|"MAN"|577221.545|150333.764
"199-D4-13"|10/12/2017 7:35:00|117.605|"MAN"|572665.855|151424.474
"199-D4-86"|10/12/2017 8:18:00|117.747|"MAN"|572389.064|151202.144
"199-D5-13"|10/12/2017 9:57:00|117.486|"MAN"|573535.527|151955.183
"199-D5-17"|10/12/2017 10:55:00|119.569|"MAN"|573730.520|151322.830
"199-D5-19"|10/12/2017 11:40:00|119.400|"MAN"|573849.120|151243.190
"199-H4-15CP"|10/13/2017 8:24:00|144.719|"MAN"|577907.681|153059.983
"199-H4-15CQ"|10/13/2017 8:32:00|122.358|"MAN"|577907.681|153059.983
"199-H4-15CR"|10/13/2017 8:34:00|114.458|"MAN"|577907.681|153059.983
"199-H4-15CS"|10/13/2017 8:35:00|114.498|"MAN"|577907.681|153059.983
"199-D8-101"|10/13/2017 11:02:00|117.217|"MAN"|574069.460|152262.430
"699-100-43B"|10/13/2017 11:45:00|115.143|"MAN"|576675.900|154008.650
"699-93-37A"|10/19/2017 7:08:00|115.004|"MAN"|578449.320|151455.620
"199-D5-103"|10/19/2017 10:46:00|119.325|"MAN"|573505.870|151460.870
"199-D5-160"|10/19/2017 12:04:00|119.347|"MAN"|573517.160|151429.170
"199-H4-88"|10/20/2017 7:00:00|114.872|"MAN"|577850.510|152833.590
"199-H4-15CP"|10/20/2017 7:46:00|144.658|"MAN"|577907.681|153059.983
"199-N-14"|10/20/2017 8:55:00|117.880|"MAN"|571713.100|150243.370
"199-N-92A"|10/20/2017 9:14:00|117.018|"MAN"|571647.420|150383.528
"199-H4-15CR"|10/20/2017 10:49:00|114.330|"MAN"|577907.681|153059.983
"199-D8-102"|10/23/2017 7:50:00|116.953|"MAN"|573661.840|152076.090
"699-88-41A"|10/23/2017 8:04:00|117.109|"MAN"|577406.820|150957.600
"699-88-41"|10/23/2017 8:57:00|117.444|"MAN"|577221.545|150333.764
"699-90-45"|10/23/2017 10:01:00|118.351|"MAN"|576169.250|151024.529
"699-90-37B"|10/23/2017 10:47:00|114.915|"MAN"|578474.693|151031.322
"699-97-41"|10/25/2017 7:00:00|115.201|"MAN"|577217.500|153090.380
"699-99-41"|10/25/2017 7:41:00|114.713|"MAN"|577283.990|153590.740
"699-98-43"|10/25/2017 8:24:00|115.690|"MAN"|576863.240|153371.370
"699-97-45"|10/25/2017 8:59:00|117.567|"MAN"|576051.700|152978.950
"699-91-46A"|10/25/2017 9:39:00|118.436|"MAN"|575910.950|151156.642
"699-97-48B"|10/25/2017 9:41:00|117.849|"MAN"|575247.590|152909.760
"699-98-49A"|10/25/2017 10:28:00|117.383|"MAN"|574823.368|153310.153
"699-94-41"|10/25/2017 10:28:00|116.265|"MAN"|577223.050|152111.680
"699-96-52B"|10/26/2017 7:25:00|116.693|"MAN"|573910.160|152656.220
"199-D5-141"|10/26/2017 7:34:00|117.737|"MAN"|573243.430|151424.510
"699-95-51"|10/26/2017 8:09:00|117.987|"MAN"|574439.500|152528.590
"699-95-48"|10/26/2017 8:52:00|118.126|"MAN"|575253.420|152323.050
"699-95-45"|10/26/2017 9:37:00|118.008|"MAN"|576257.000|152556.280
"699-99-44"|10/26/2017 10:14:00|115.715|"MAN"|576458.770|153592.400
"699-94-43"|10/27/2017 7:39:00|117.477|"MAN"|576625.600|152087.900
"699-97-43C"|10/27/2017 8:20:00|116.111|"MAN"|576857.310|152980.670
"699-97-43B"|10/27/2017 8:52:00|116.335|"MAN"|576859.840|152981.300
"699-97-45B"|10/27/2017 9:42:00|117.056|"MAN"|576049.340|152979.410
"699-97-47B"|10/27/2017 10:14:00|117.621|"MAN"|575408.550|153265.290
"699-98-51"|10/29/2017 10:18:00|117.161|"MAN"|574339.320|153302.710
"699-98-46"|10/29/2017 11:02:00|117.165|"MAN"|575726.860|153365.630
"699-99-42B"|10/29/2017 11:52:00|114.903|"MAN"|577010.230|153761.020
"699-97-60"|10/31/2017 10:16:00|117.294|"MAN"|575682.050|152794.990
"699-97-48C"|10/31/2017 10:55:00|117.403|"MAN"|575245.390|152909.660
"199-H3-6"|11/3/2017 7:06:00|114.570|"MAN"|578266.470|152425.330
"199-H4-15CQ"|11/3/2017 7:17:00|123.104|"MAN"|577907.681|153059.983
"199-H4-11"|11/3/2017 7:48:00|113.951|"MAN"|578141.906|152728.433
"199-H2-1"|11/3/2017 8:53:00|114.325|"MAN"|577752.310|153239.890
"199-H4-12A"|11/3/2017 9:46:00|114.118|"MAN"|578009.151|152912.729
"199-H3-10"|11/3/2017 11:26:00|114.638|"MAN"|577545.140|152723.520
"199-H3-2A"|11/3/2017 11:35:00|115.069|"MAN"|577624.630|152750.040
"199-D4-20"|11/6/2017 9:15:00|117.973|"MAN"|572794.042|151257.474
"199-D4-82"|11/6/2017 10:35:00|117.579|"MAN"|572470.262|151183.894
"199-D4-66"|11/6/2017 11:12:00|117.267|"MAN"|572594.280|151316.861
"199-D4-60"|11/6/2017 11:51:00|117.327|"MAN"|572632.367|151368.255
"199-D4-23"|11/6/2017 12:25:00|117.002|"MAN"|572672.455|151592.870
"199-D3-2"|11/7/2017 7:59:00|117.537|"MAN"|572453.955|151165.653
"199-D4-1"|11/7/2017 8:19:00|117.003|"MAN"|572752.848|151558.893
"199-D4-5"|11/7/2017 9:10:00|116.917|"MAN"|572740.543|151556.500
"199-H4-47"|11/7/2017 9:28:00|115.027|"MAN"|577891.179|152553.297
"199-D4-22"|11/7/2017 9:43:00|116.943|"MAN"|572788.453|151539.293
"199-H4-16"|11/7/2017 10:03:00|114.861|"MAN"|577981.910|152591.573
"199-D2-11"|11/7/2017 11:14:00|119.346|"MAN"|573328.160|151120.730
"199-H4-90"|11/7/2017 11:19:00|114.865|"MAN"|577922.940|152592.590
"199-H4-65"|11/7/2017 12:44:00|114.493|"MAN"|577998.259|152787.285
"199-D3-5"|11/7/2017 12:57:00|117.721|"MAN"|572787.660|150994.540
"199-D8-5"|11/7/2017 13:06:00|116.525|"MAN"|573537.146|152243.497
"199-H4-13"|11/7/2017 13:30:00|114.170|"MAN"|578219.304|152595.273
"199-H4-91"|11/7/2017 14:09:00|114.448|"MAN"|578126.580|152524.100
"199-H3-11"|11/9/2017 8:38:00|115.214|"MAN"|577786.740|152490.410
"199-H4-46"|11/9/2017 9:20:00|115.157|"MAN"|577883.861|152439.868
"199-H3-3"|11/9/2017 10:05:00|115.284|"MAN"|577562.091|152363.166
"199-H3-7"|11/9/2017 11:19:00|115.316|"MAN"|577931.740|152279.970
"199-H4-88"|11/10/2017 8:29:00|114.755|"MAN"|577850.510|152833.590
"199-H4-84"|11/10/2017 10:01:00|114.679|"MAN"|577902.580|152848.730
"199-H4-89"|11/10/2017 11:15:00|114.427|"MAN"|577923.320|152893.980
"199-H4-8"|11/10/2017 12:54:00|114.643|"MAN"|577860.691|152921.704
"199-H4-85"|11/10/2017 13:32:00|114.476|"MAN"|577980.020|152880.810
"199-H6-1"|11/13/2017 9:34:00|115.123|"MAN"|578236.557|152247.630
"199-H4-83"|11/13/2017 10:20:00|114.712|"MAN"|578135.040|152634.010
"199-D4-54"|11/13/2017 11:32:00|117.329|"MAN"|572662.428|151419.728
"199-H4-87"|11/13/2017 11:32:00|115.024|"MAN"|577736.160|152667.790
"199-H4-49"|11/13/2017 12:30:00|115.419|"MAN"|577713.830|152445.154
"199-D4-40"|11/13/2017 12:31:00|116.943|"MAN"|572832.346|151622.634
"199-H5-1A"|11/13/2017 13:31:00|115.463|"MAN"|577650.080|152257.724
"199-H6-3"|11/13/2017 13:31:00|115.512|"MAN"|578340.400|151929.350
"199-D2-12"|11/15/2017 9:07:00|117.286|"MAN"|574343.450|153300.010
"199-D4-15"|11/15/2017 10:20:00|117.686|"MAN"|572936.636|151424.862
"199-D4-77"|11/15/2017 10:56:00|119.648|"MAN"|572513.333|151231.008
"199-D4-31"|11/15/2017 12:30:00|117.077|"MAN"|572749.468|151527.997
"199-D5-160"|11/16/2017 8:08:00|119.224|"MAN"|573517.160|151429.170
"199-D5-103"|11/16/2017 8:48:00|119.197|"MAN"|573505.870|151460.870
"199-D8-102"|11/16/2017 10:41:00|116.828|"MAN"|573661.840|152076.090
"199-D5-14"|11/16/2017 12:15:00|118.323|"MAN"|573789.632|151787.990
"199-D5-18"|11/16/2017 13:05:00|118.752|"MAN"|573861.700|151325.180
"199-D5-142"|11/16/2017 13:06:00|117.687|"MAN"|573791.870|151563.260
"199-D5-40"|11/17/2017 8:05:00|118.184|"MAN"|573003.258|151272.017
"199-D4-102"|11/17/2017 8:35:00|117.438|"MAN"|572750.410|151458.680
"199-D5-41"|11/17/2017 10:07:00|117.612|"MAN"|573358.160|151792.191
"199-D5-43"|11/20/2017 11:08:00|118.606|"MAN"|573179.976|151269.430
"199-D4-103"|11/20/2017 11:48:00|118.127|"MAN"|572749.450|151243.340
"199-D8-71"|11/20/2017 12:17:00|117.233|"MAN"|573837.097|152429.388
"199-D5-42"|11/20/2017 13:35:00|118.034|"MAN"|573479.771|151622.674
"199-D8-4"|11/20/2017 13:50:00|117.015|"MAN"|573447.185|152090.212
"199-D4-19"|11/27/2017 8:19:00|117.539|"MAN"|572559.349|151282.037
"199-D5-133"|11/27/2017 8:27:00|119.393|"MAN"|573731.550|151497.370
"199-D5-44"|11/27/2017 8:40:00|117.415|"MAN"|572993.581|151835.736
"199-D4-24"|11/27/2017 9:03:00|117.340|"MAN"|572699.894|151471.431
"199-D5-132"|11/27/2017 9:25:00|118.844|"MAN"|573875.350|151586.870
"199-D8-6"|11/27/2017 9:39:00|117.467|"MAN"|573434.693|152060.822
"199-D4-25"|11/27/2017 9:43:00|117.333|"MAN"|572711.441|151476.238
"199-D5-145"|11/27/2017 10:16:00|117.844|"MAN"|573215.620|151396.280
"199-D8-94"|11/27/2017 10:24:00|116.951|"MAN"|574047.820|152949.530
"199-D8-93"|11/27/2017 10:59:00|117.048|"MAN"|574148.700|153085.800
"199-D5-97"|11/27/2017 12:00:00|118.391|"MAN"|573250.110|151302.470
"199-D5-152"|11/28/2017 8:24:00|118.307|"MAN"|573300.180|151349.100
"199-D5-151"|11/28/2017 10:02:00|118.149|"MAN"|573312.030|151391.880
"199-D6-3"|11/28/2017 10:49:00|118.667|"MAN"|574159.090|151643.850
"199-D5-149"|11/28/2017 11:12:00|117.924|"MAN"|573327.620|151461.820
"199-D5-150"|11/28/2017 12:23:00|118.502|"MAN"|573429.420|151401.850
"199-H1-3"|11/29/2017 10:07:00|116.800|"MAN"|576163.040|153372.220
"199-H1-38"|11/29/2017 10:07:00|114.434|"MAN"|577161.000|153555.010
"199-D5-38"|12/7/2017 10:31:00|117.300|"MAN"|572996.824|151545.593
"199-D5-15"|12/7/2017 11:02:00|118.508|"MAN"|573738.610|151673.750
"199-D5-16"|12/7/2017 11:58:00|118.487|"MAN"|573917.450|151652.510
"199-D5-103"|12/8/2017 7:42:00|118.881|"MAN"|573505.870|151460.870
"199-D5-123"|12/8/2017 8:10:00|118.773|"MAN"|573824.210|151639.410
"199-D5-160"|12/8/2017 8:41:00|118.908|"MAN"|573517.160|151429.170
"199-D8-102"|12/8/2017 9:12:00|116.652|"MAN"|573661.840|152076.090
"199-D8-72"|12/8/2017 10:36:00|116.594|"MAN"|573570.481|152211.774
"199-D8-54B"|12/8/2017 11:05:00|117.333|"MAN"|573768.240|152398.650
"199-D8-70"|12/8/2017 11:37:00|117.133|"MAN"|573942.097|152508.741
"199-H4-88"|12/14/2017 8:25:00|114.885|"MAN"|577850.510|152833.590
"199-H4-84"|12/14/2017 9:25:00|114.842|"MAN"|577902.580|152848.730
"199-H4-5"|12/14/2017 11:05:00|114.761|"MAN"|577944.937|152939.783
"199-D5-125"|12/14/2017 11:37:00|118.190|"MAN"|573667.390|151746.180
"199-H4-10"|12/14/2017 11:43:00|115.161|"MAN"|577827.209|153155.813
"199-H4-45"|12/14/2017 12:32:00|115.063|"MAN"|578156.386|152433.394
"199-D8-54A"|12/18/2017 8:52:00|117.020|"MAN"|573781.170|152408.030
"199-D8-5"|12/18/2017 9:57:00|116.636|"MAN"|573537.146|152243.497
"199-D4-50"|1/2/2018 9:26:00|117.043|"MAN"|572687.300|151454.007
"199-D4-29"|1/2/2018 10:19:00|117.527|"MAN"|572736.858|151510.687
"699-88-41A"|1/4/2018 8:27:00|117.129|"MAN"|577406.820|150957.600
"699-93-37A"|1/4/2018 9:30:00|114.883|"MAN"|578449.320|151455.620
"199-H3-29"|1/9/2018 8:11:00|114.773|"MAN"|577921.460|152884.220
"199-H1-48"|1/9/2018 9:16:00|115.243|"MAN"|577185.110|153237.890
"199-H3-28"|1/9/2018 10:29:00|114.552|"MAN"|577655.350|152822.580
"199-H4-88"|1/10/2018 10:55:00|114.977|"MAN"|577850.510|152833.590
"199-H4-84"|1/10/2018 12:14:00|114.985|"MAN"|577902.580|152848.730
"199-N-50"|1/17/2018 11:28:00|118.450|"MAN"|572090.901|150298.790
"199-D5-103"|1/17/2018 13:03:00|119.106|"MAN"|573505.870|151460.870
"199-D5-160"|1/18/2018 8:18:00|119.133|"MAN"|573517.160|151429.170
"199-D8-102"|1/18/2018 9:13:00|117.089|"MAN"|573661.840|152076.090
"199-H3-2A"|2/5/2018 8:34:00|115.117|"MAN"|577624.630|152750.040
"199-H2-1"|2/5/2018 9:54:00|115.660|"MAN"|577752.310|153239.890
"199-H4-11"|2/5/2018 10:43:00|115.544|"MAN"|578141.906|152728.433
"199-H3-6"|2/5/2018 11:32:00|115.389|"MAN"|578266.470|152425.330
"199-H4-90"|2/8/2018 7:46:00|115.194|"MAN"|577922.940|152592.590
"199-H4-91"|2/8/2018 7:56:00|115.420|"MAN"|578126.580|152524.100
"199-H4-87"|2/8/2018 8:57:00|115.112|"MAN"|577736.160|152667.790
"199-H4-13"|2/8/2018 9:03:00|115.694|"MAN"|578219.304|152595.273
"199-H4-83"|2/8/2018 9:46:00|115.405|"MAN"|578135.040|152634.010
"699-97-43C"|2/8/2018 9:47:00|116.040|"MAN"|576857.310|152980.670
"699-97-43B"|2/8/2018 10:09:00|116.232|"MAN"|576859.840|152981.300
"199-H4-12A"|2/8/2018 10:29:00|115.748|"MAN"|578009.151|152912.729
"199-H4-8"|2/12/2018 8:57:00|115.413|"MAN"|577860.691|152921.704
"199-H4-88"|2/12/2018 9:43:00|116.280|"MAN"|577850.510|152833.590
"199-H4-89"|2/12/2018 10:34:00|115.625|"MAN"|577923.320|152893.980
"199-H4-84"|2/12/2018 11:54:00|115.365|"MAN"|577902.580|152848.730
"199-H4-85"|2/12/2018 12:31:00|115.906|"MAN"|577980.020|152880.810
"699-97-60"|2/13/2018 8:18:00|117.362|"MAN"|575682.050|152794.990
"699-97-45B"|2/13/2018 9:22:00|117.079|"MAN"|576049.340|152979.410
"699-98-46"|2/13/2018 10:07:00|117.167|"MAN"|575726.860|153365.630
"699-97-47B"|2/13/2018 10:49:00|117.588|"MAN"|575408.550|153265.290
"699-98-51"|2/14/2018 12:08:00|117.798|"MAN"|574339.320|153302.710
"699-99-42B"|2/14/2018 12:51:00|116.266|"MAN"|577010.230|153761.020
"199-D2-12"|2/15/2018 9:02:00|117.746|"MAN"|574343.450|153300.010
"199-D4-15"|2/15/2018 10:10:00|117.880|"MAN"|572936.636|151424.862
"199-D4-20"|2/15/2018 10:42:00|118.313|"MAN"|572794.042|151257.474
"199-D3-2"|2/15/2018 11:16:00|118.694|"MAN"|572453.955|151165.653
"199-D4-22"|2/15/2018 12:05:00|116.887|"MAN"|572788.453|151539.293
"199-D4-19"|2/20/2018 8:35:00|118.617|"MAN"|572559.349|151282.037
"199-D4-103"|2/20/2018 9:17:00|118.394|"MAN"|572749.450|151243.340
"199-D4-102"|2/20/2018 10:43:00|118.015|"MAN"|572750.410|151458.680
"199-D5-14"|2/20/2018 12:13:00|118.436|"MAN"|573789.632|151787.990
"199-D5-160"|2/21/2018 11:18:00|119.178|"MAN"|573517.160|151429.170
"199-D5-103"|2/21/2018 12:07:00|119.162|"MAN"|573505.870|151460.870
"199-D5-142"|2/21/2018 13:01:00|119.076|"MAN"|573791.870|151563.260
"199-D5-132"|2/21/2018 13:57:00|118.890|"MAN"|573875.350|151586.870
"199-D5-133"|2/22/2018 7:41:00|119.593|"MAN"|573731.550|151497.370
"199-D8-102"|2/22/2018 7:48:00|117.383|"MAN"|573661.840|152076.090
"199-D5-150"|2/22/2018 8:11:00|118.565|"MAN"|573429.420|151401.850
"199-D5-149"|2/22/2018 8:17:00|118.091|"MAN"|573327.620|151461.820
"199-D5-151"|2/22/2018 9:16:00|118.230|"MAN"|573312.030|151391.880
"199-D5-42"|2/22/2018 9:39:00|118.247|"MAN"|573479.771|151622.674
"199-D8-93"|2/22/2018 9:48:00|118.005|"MAN"|574148.700|153085.800
"199-D8-94"|2/22/2018 10:12:00|118.044|"MAN"|574047.820|152949.530
"199-D5-152"|2/22/2018 10:18:00|118.348|"MAN"|573300.180|151349.100
"199-D8-4"|2/22/2018 10:38:00|117.722|"MAN"|573447.185|152090.212
"199-D5-97"|2/22/2018 11:21:00|118.380|"MAN"|573250.110|151302.470
"199-D5-145"|2/22/2018 11:25:00|117.950|"MAN"|573215.620|151396.280
"199-D8-6"|2/22/2018 11:40:00|118.205|"MAN"|573434.693|152060.822
"199-D5-141"|3/6/2018 8:00:00|118.558|"MAN"|573243.430|151424.510
"199-H4-15CQ"|3/6/2018 8:03:00|125.542|"MAN"|577907.681|153059.983
"199-H4-15CR"|3/6/2018 8:05:00|115.668|"MAN"|577907.681|153059.983
"199-H4-15CS"|3/6/2018 8:07:00|115.652|"MAN"|577907.681|153059.983
"199-D5-33"|3/6/2018 8:12:00|118.072|"MAN"|573095.030|151714.540
"199-H4-15B"|3/6/2018 8:14:00|115.637|"MAN"|577899.598|153059.548
"199-H4-10"|3/6/2018 8:18:00|115.746|"MAN"|577827.209|153155.813
"199-D5-106"|3/6/2018 8:20:00|119.315|"MAN"|573503.740|151597.970
"199-H2-1"|3/6/2018 8:22:00|115.759|"MAN"|577752.310|153239.890
"199-D5-103"|3/6/2018 8:26:00|119.238|"MAN"|573505.870|151460.870
"199-D5-14"|3/6/2018 8:35:00|118.488|"MAN"|573789.632|151787.990
"199-H4-5"|3/6/2018 8:37:00|115.744|"MAN"|577944.937|152939.783
"199-H4-12B"|3/6/2018 8:41:00|115.648|"MAN"|578004.385|152918.467
"199-D5-15"|3/6/2018 8:41:00|118.915|"MAN"|573738.610|151673.750
"199-H4-8"|3/6/2018 8:47:00|115.678|"MAN"|577860.691|152921.704
"199-D6-3"|3/6/2018 8:49:00|118.797|"MAN"|574159.090|151643.850
"199-H4-16"|3/6/2018 8:53:00|115.384|"MAN"|577981.910|152591.573
"199-D5-16"|3/6/2018 8:55:00|118.841|"MAN"|573917.450|151652.510
"199-H4-47"|3/6/2018 8:58:00|115.350|"MAN"|577891.179|152553.297
"199-D5-142"|3/6/2018 9:05:00|119.168|"MAN"|573791.870|151563.260
"199-H3-2A"|3/6/2018 9:06:00|115.305|"MAN"|577624.630|152750.040
"199-H3-2B"|3/6/2018 9:09:00|115.304|"MAN"|577628.271|152757.164
"199-D5-17"|3/6/2018 9:12:00|119.477|"MAN"|573730.520|151322.830
"199-H4-6"|3/6/2018 9:13:00|115.307|"MAN"|577585.316|152888.391
"199-D5-18"|3/6/2018 9:17:00|119.215|"MAN"|573861.700|151325.180
"199-H3-10"|3/6/2018 9:18:00|114.985|"MAN"|577545.140|152723.520
"199-D5-19"|3/6/2018 9:22:00|119.228|"MAN"|573849.120|151243.190
"199-H3-3"|3/6/2018 9:25:00|114.901|"MAN"|577562.091|152363.166
"199-D8-5"|3/6/2018 9:30:00|117.443|"MAN"|573537.146|152243.497
"199-H5-1A"|3/6/2018 9:32:00|115.392|"MAN"|577650.080|152257.724
"199-D8-4"|3/6/2018 9:36:00|117.686|"MAN"|573447.185|152090.212
"199-H3-5"|3/6/2018 9:38:00|115.544|"MAN"|577454.697|152287.496
"199-H1-7"|3/6/2018 9:44:00|115.722|"MAN"|577629.600|153172.100
"699-89-35"|3/6/2018 10:03:00|114.844|"MAN"|579121.737|150543.514
"699-90-37B"|3/6/2018 10:10:00|115.218|"MAN"|578474.693|151031.322
"199-H4-15CP"|3/6/2018 10:11:00|145.176|"MAN"|577907.681|153059.983
"699-88-41A"|3/6/2018 10:16:00|117.108|"MAN"|577406.820|150957.600
"199-H4-13"|3/6/2018 10:20:00|115.599|"MAN"|578219.304|152595.273
"699-88-41"|3/6/2018 10:23:00|117.475|"MAN"|577221.545|150333.764
"699-101-48B"|3/6/2018 10:24:00|117.156|"MAN"|575283.678|154404.019
"199-H4-45"|3/6/2018 10:25:00|115.563|"MAN"|578156.386|152433.394
"699-98-49A"|3/6/2018 10:33:00|117.746|"MAN"|574823.368|153310.153
"699-98-51"|3/6/2018 10:42:00|117.832|"MAN"|574339.320|153302.710
"199-H4-2"|3/6/2018 10:42:00|145.350|"MAN"|578093.552|152501.475
"199-H3-6"|3/6/2018 10:47:00|115.611|"MAN"|578266.470|152425.330
"699-95-51"|3/6/2018 10:49:00|118.281|"MAN"|574439.500|152528.590
"199-H6-1"|3/6/2018 10:53:00|115.555|"MAN"|578236.557|152247.630
"199-H6-4"|3/6/2018 10:59:00|115.841|"MAN"|577771.590|151737.100
"699-97-48B"|3/6/2018 11:05:00|117.856|"MAN"|575247.590|152909.760
"199-H6-3"|3/6/2018 11:06:00|115.556|"MAN"|578340.400|151929.350
"699-97-48C"|3/6/2018 11:08:00|117.606|"MAN"|575245.390|152909.660
"199-H3-7"|3/6/2018 11:12:00|115.493|"MAN"|577931.740|152279.970
"699-95-48"|3/6/2018 11:13:00|118.042|"MAN"|575253.420|152323.050
"199-H4-46"|3/6/2018 11:21:00|115.420|"MAN"|577883.861|152439.868
"699-93-37A"|3/6/2018 11:21:00|115.375|"MAN"|578449.320|151455.620
"699-93-48A"|3/6/2018 11:22:00|118.310|"MAN"|575094.127|151795.301
"199-H4-49"|3/6/2018 11:25:00|115.405|"MAN"|577713.830|152445.154
"699-99-41"|3/6/2018 11:31:00|115.979|"MAN"|577283.990|153590.740
"199-D8-101"|3/6/2018 11:33:00|118.082|"MAN"|574069.460|152262.430
"699-99-42B"|3/6/2018 11:35:00|116.046|"MAN"|577010.230|153761.020
"699-100-43B"|3/6/2018 11:39:00|116.320|"MAN"|576675.900|154008.650
"199-D8-54B"|3/6/2018 11:41:00|118.061|"MAN"|573768.240|152398.650
"199-D8-71"|3/6/2018 11:46:00|117.985|"MAN"|573837.097|152429.388
"699-101-45"|3/6/2018 11:46:00|116.779|"MAN"|576032.400|154124.170
"199-D8-70"|3/6/2018 11:51:00|118.004|"MAN"|573942.097|152508.741
"699-98-46"|3/6/2018 11:53:00|117.315|"MAN"|575726.860|153365.630
"699-96-52B"|3/6/2018 11:56:00|117.881|"MAN"|573910.160|152656.220
"699-99-44"|3/6/2018 11:58:00|116.498|"MAN"|576458.770|153592.400
"699-98-43"|3/6/2018 12:02:00|115.927|"MAN"|576863.240|153371.370
"699-97-43B"|3/6/2018 12:13:00|116.281|"MAN"|576859.840|152981.300
"699-97-43C"|3/6/2018 12:16:00|116.141|"MAN"|576857.310|152980.670
"699-97-45"|3/6/2018 12:30:00|117.508|"MAN"|576051.700|152978.950
"699-97-45B"|3/6/2018 12:32:00|117.199|"MAN"|576049.340|152979.410
"699-94-41"|3/6/2018 12:43:00|116.075|"MAN"|577223.050|152111.680
"699-96-43"|3/6/2018 12:49:00|117.157|"MAN"|576761.453|152605.307
"699-95-45"|3/6/2018 12:54:00|117.911|"MAN"|576257.000|152556.280
"699-97-60"|3/6/2018 13:09:00|117.459|"MAN"|575682.050|152794.990
"699-97-41"|3/6/2018 13:16:00|115.202|"MAN"|577217.500|153090.380
"699-94-43"|3/6/2018 13:22:00|117.271|"MAN"|576625.600|152087.900
"699-90-45"|3/6/2018 13:26:00|118.404|"MAN"|576169.250|151024.529
"699-91-46A"|3/6/2018 13:37:00|118.393|"MAN"|575910.950|151156.642
"199-N-14"|3/7/2018 8:58:00|118.857|"MAN"|571713.100|150243.370
"199-N-51"|3/7/2018 9:20:00|118.739|"MAN"|571796.100|150496.966
"199-D5-134"|3/7/2018 9:22:00|118.299|"MAN"|573675.320|151862.460
"199-N-50"|3/7/2018 9:26:00|118.797|"MAN"|572090.901|150298.790
"199-D4-19"|3/7/2018 9:33:00|118.526|"MAN"|572559.349|151282.037
"199-D4-13"|3/7/2018 9:40:00|118.275|"MAN"|572665.855|151424.474
"199-D4-22"|3/7/2018 9:47:00|117.719|"MAN"|572788.453|151539.293
"199-D4-7"|3/7/2018 9:55:00|117.796|"MAN"|572760.866|151551.254
"199-D4-23"|3/7/2018 10:07:00|118.075|"MAN"|572672.455|151592.870
"199-D5-37"|3/7/2018 10:17:00|118.021|"MAN"|573092.236|151916.365
"199-D5-36"|3/7/2018 10:23:00|117.898|"MAN"|572909.823|151746.320
"199-D5-38"|3/7/2018 10:28:00|117.894|"MAN"|572996.824|151545.593
"199-D4-15"|3/7/2018 10:36:00|117.996|"MAN"|572936.636|151424.862
"199-D5-40"|3/7/2018 10:41:00|118.508|"MAN"|573003.258|151272.017
"199-D2-6"|3/7/2018 10:47:00|118.706|"MAN"|573000.210|151119.860
"199-D5-43"|3/7/2018 10:54:00|118.675|"MAN"|573179.976|151269.430
"199-D4-20"|3/7/2018 11:05:00|118.496|"MAN"|572794.042|151257.474
"199-D3-2"|3/7/2018 11:18:00|118.640|"MAN"|572453.955|151165.653
"199-D3-5"|3/7/2018 11:45:00|118.690|"MAN"|572787.660|150994.540
"199-D2-11"|3/7/2018 12:19:00|119.240|"MAN"|573328.160|151120.730
"199-D5-133"|3/7/2018 12:28:00|119.704|"MAN"|573731.550|151497.370
"199-D5-13"|3/7/2018 12:36:00|117.755|"MAN"|573535.527|151955.183
"199-N-92A"|3/7/2018 13:36:00|118.577|"MAN"|571647.420|150383.528
"199-H4-46"|3/13/2018 6:55:00|115.323|"MAN"|577883.861|152439.868
"199-H3-11"|3/13/2018 7:57:00|115.368|"MAN"|577786.740|152490.410
"199-H4-49"|3/13/2018 9:40:00|115.407|"MAN"|577713.830|152445.154
"199-H4-47"|3/13/2018 10:56:00|115.332|"MAN"|577891.179|152553.297
"199-D8-102"|3/19/2018 8:36:00|117.367|"MAN"|573661.840|152076.090
"199-D5-160"|3/19/2018 10:10:00|119.276|"MAN"|573517.160|151429.170
"199-D5-103"|3/19/2018 11:01:00|119.252|"MAN"|573505.870|151460.870
"199-H4-84"|3/20/2018 9:10:00|115.286|"MAN"|577902.580|152848.730
"199-H4-88"|3/20/2018 10:02:00|115.274|"MAN"|577850.510|152833.590
"699-93-37A"|4/11/2018 7:26:00|115.231|"MAN"|578449.320|151455.620
"699-88-41A"|4/11/2018 9:25:00|117.115|"MAN"|577406.820|150957.600
"199-D5-160"|4/24/2018 7:56:00|119.219|"MAN"|573517.160|151429.170
"199-D8-102"|4/24/2018 8:38:00|117.414|"MAN"|573661.840|152076.090
"199-H4-88"|4/26/2018 8:44:00|115.441|"MAN"|577850.510|152833.590
"199-H4-84"|4/26/2018 9:25:00|115.525|"MAN"|577902.580|152848.730
