"NAME"|"EVENT"|"VAL"|"TYPE"|"EASTING"|"NORTHING"
"199-N-185"|9/14/2015 12:10:00|117.272|"MAN"|571546.330|150237.980
"199-N-362"|9/17/2015 7:41:00|117.245|"MAN"|571538.550|150228.080
"199-H4-91"|9/17/2015 10:37:00|114.894|"MAN"|578126.580|152524.100
"199-H4-90"|9/17/2015 11:32:00|115.042|"MAN"|577922.940|152592.590
"199-N-363"|9/18/2015 8:23:00|117.203|"MAN"|571554.650|150249.900
"199-N-364"|9/18/2015 9:25:00|117.325|"MAN"|571569.710|150273.490
"199-N-365"|9/18/2015 10:10:00|117.427|"MAN"|571583.770|150296.660
"199-N-50"|9/18/2015 10:29:00|117.926|"MAN"|572090.901|150298.790
"199-N-332"|9/18/2015 10:43:00|117.414|"MAN"|571595.380|150314.300
"199-D5-125"|9/18/2015 11:19:00|118.363|"MAN"|573667.390|151746.180
"199-N-366"|9/18/2015 11:32:00|117.411|"MAN"|571594.870|150317.840
"199-N-333"|9/18/2015 11:57:00|117.728|"MAN"|571597.440|150318.210
"199-N-367"|9/18/2015 12:25:00|117.603|"MAN"|571611.380|150340.410
"199-H5-1A"|9/18/2015 12:47:00|115.290|"MAN"|577650.080|152257.724
"199-N-342"|9/18/2015 12:53:00|117.623|"MAN"|571623.930|150349.470
"199-H3-2A"|9/18/2015 13:13:00|115.016|"MAN"|577624.630|152750.040
"199-D2-6"|9/24/2015 6:57:00|118.215|"MAN"|573000.210|151119.860
"199-D5-40"|9/24/2015 7:04:00|118.066|"MAN"|573003.258|151272.017
"199-D5-43"|9/24/2015 7:18:00|118.632|"MAN"|573179.976|151269.430
"199-D5-18"|9/24/2015 7:28:00|119.111|"MAN"|573861.700|151325.180
"199-D5-19"|9/24/2015 7:34:00|119.152|"MAN"|573849.120|151243.190
"199-D5-17"|9/24/2015 7:44:00|119.386|"MAN"|573730.520|151322.830
"199-D5-133"|9/24/2015 7:59:00|119.567|"MAN"|573731.550|151497.370
"199-D5-15"|9/24/2015 8:07:00|118.730|"MAN"|573738.610|151673.750
"199-D5-16"|9/24/2015 8:17:00|118.621|"MAN"|573917.450|151652.510
"199-D5-13"|9/24/2015 8:30:00|116.950|"MAN"|573535.527|151955.183
"199-D8-4"|9/24/2015 8:45:00|116.885|"MAN"|573447.185|152090.212
"199-D8-5"|9/24/2015 8:51:00|117.675|"MAN"|573537.146|152243.497
"199-D4-7"|9/24/2015 9:12:00|117.082|"MAN"|572760.866|151551.254
"199-D4-22"|9/24/2015 9:15:00|117.130|"MAN"|572788.453|151539.293
"699-91-46A"|9/24/2015 10:02:00|117.985|"MAN"|575910.950|151156.642
"699-90-45"|9/24/2015 10:10:00|118.035|"MAN"|576169.250|151024.529
"699-97-51A"|9/24/2015 10:47:00|117.383|"MAN"|574468.122|153122.092
"699-93-48A"|9/24/2015 10:59:00|118.094|"MAN"|575094.127|151795.301
"199-D5-126"|9/28/2015 11:44:00|117.916|"MAN"|573705.710|151843.280
"199-N-315"|9/29/2015 8:03:00|117.570|"MAN"|571555.860|150247.530
"199-N-316"|9/29/2015 8:54:00|117.540|"MAN"|571558.240|150251.370
"199-N-343"|9/30/2015 8:27:00|117.648|"MAN"|571627.190|150353.330
"199-N-92A"|9/30/2015 8:47:00|117.511|"MAN"|571647.420|150383.528
"199-N-51"|10/1/2015 9:01:00|117.744|"MAN"|571796.100|150496.966
"199-D5-103"|10/9/2015 9:23:00|119.129|"MAN"|573505.870|151460.870
"199-D5-13"|10/9/2015 10:12:00|116.886|"MAN"|573535.527|151955.183
"199-D4-6"|10/9/2015 10:52:00|116.989|"MAN"|572733.340|151577.919
"199-D5-145"|10/9/2015 11:52:00|117.766|"MAN"|573215.620|151396.280
"199-D4-15"|10/9/2015 13:10:00|117.554|"MAN"|572936.636|151424.862
"199-D4-20"|10/9/2015 13:42:00|117.827|"MAN"|572794.042|151257.474
"199-N-92A"|10/13/2015 8:40:00|117.128|"MAN"|571647.420|150383.528
"199-N-14"|10/13/2015 10:21:00|117.731|"MAN"|571713.100|150243.370
"199-N-51"|10/13/2015 10:27:00|117.624|"MAN"|571796.100|150496.966
"199-N-50"|10/13/2015 10:35:00|117.752|"MAN"|572090.901|150298.790
"199-H4-6"|10/14/2015 11:28:00|114.850|"MAN"|577585.316|152888.391
"199-H4-15CP"|10/14/2015 13:07:00|144.526|"MAN"|577907.681|153059.983
"199-D5-133"|10/14/2015 13:42:00|119.490|"MAN"|573731.550|151497.370
"199-H4-15CQ"|10/16/2015 8:33:00|116.901|"MAN"|577907.681|153059.983
"199-D5-33"|10/16/2015 12:38:00|117.655|"MAN"|573095.030|151714.540
"199-D4-92"|10/19/2015 11:20:00|117.157|"MAN"|572714.050|151486.310
"199-D4-26"|10/19/2015 12:47:00|117.130|"MAN"|572712.326|151488.878
"199-H4-92"|10/20/2015 10:53:00|117.140|"MAN"|576723.300|152233.840
"199-D4-19"|10/22/2015 7:57:00|117.437|"MAN"|572559.349|151282.037
"199-D4-13"|10/22/2015 8:39:00|117.295|"MAN"|572665.855|151424.474
"199-D4-93"|10/23/2015 8:11:00|117.125|"MAN"|572710.390|151491.200
"199-D5-17"|10/23/2015 8:49:00|119.309|"MAN"|573730.520|151322.830
"199-D5-19"|10/23/2015 9:33:00|119.087|"MAN"|573849.120|151243.190
"699-89-35"|10/23/2015 9:41:00|114.015|"MAN"|579121.737|150543.514
"199-D5-115"|10/23/2015 9:48:00|117.939|"MAN"|572923.150|151221.120
"199-H4-15CR"|10/23/2015 10:33:00|114.554|"MAN"|577907.681|153059.983
"699-90-45"|10/23/2015 10:39:00|118.025|"MAN"|576169.250|151024.529
"199-H4-15CS"|10/23/2015 10:59:00|114.535|"MAN"|577907.681|153059.983
"699-96-45"|10/23/2015 11:01:00|116.836|"MAN"|576768.170|152607.030
"699-96-44"|10/23/2015 11:05:00|116.904|"MAN"|576773.100|152608.210
"199-D5-108"|10/23/2015 11:05:00|117.931|"MAN"|572923.340|151222.900
"699-96-43"|10/23/2015 11:09:00|116.868|"MAN"|576761.453|152605.307
"199-D4-86"|10/23/2015 11:23:00|117.595|"MAN"|572389.064|151202.144
"199-H5-16"|10/23/2015 11:53:00|117.383|"MAN"|576906.800|151646.310
"199-D5-114"|10/23/2015 12:25:00|118.603|"MAN"|572918.040|151223.750
"199-D4-78"|10/23/2015 12:52:00|117.593|"MAN"|572511.284|151218.263
"199-D5-110"|10/23/2015 13:30:00|117.864|"MAN"|572931.570|151277.610
"199-D5-107"|10/28/2015 8:10:00|117.812|"MAN"|572932.370|151283.140
"199-D5-134"|10/28/2015 9:50:00|117.535|"MAN"|573675.320|151862.460
"699-91-46A"|10/28/2015 9:50:00|118.116|"MAN"|575910.950|151156.642
"699-97-43B"|10/28/2015 9:53:00|116.011|"MAN"|576859.840|152981.300
"699-97-43C"|10/28/2015 10:40:00|115.726|"MAN"|576857.310|152980.670
"199-D5-141"|10/28/2015 11:27:00|117.769|"MAN"|573243.430|151424.510
"699-97-45"|10/28/2015 11:58:00|117.212|"MAN"|576051.700|152978.950
"699-88-41"|10/29/2015 8:10:00|117.278|"MAN"|577221.545|150333.764
"699-97-48C"|10/29/2015 9:02:00|117.320|"MAN"|575245.390|152909.660
"699-97-60"|10/29/2015 10:01:00|117.099|"MAN"|575682.050|152794.990
"699-90-37B"|10/29/2015 10:15:00|114.602|"MAN"|578474.693|151031.322
"699-97-47B"|10/29/2015 11:32:00|117.389|"MAN"|575408.550|153265.290
"699-96-43"|10/29/2015 12:04:00|116.853|"MAN"|576761.453|152605.307
"699-97-48B"|10/29/2015 12:25:00|117.595|"MAN"|575247.590|152909.760
"699-97-61"|10/29/2015 12:55:00|117.427|"MAN"|574891.510|152914.150
"199-D5-18"|10/29/2015 13:14:00|119.029|"MAN"|573861.700|151325.180
"199-D5-40"|10/29/2015 13:15:00|117.896|"MAN"|573003.258|151272.017
"699-101-45"|10/30/2015 8:09:00|115.600|"MAN"|576032.400|154124.170
"699-100-43B"|10/30/2015 8:57:00|115.182|"MAN"|576675.900|154008.650
"699-98-43"|10/30/2015 9:38:00|115.293|"MAN"|576863.240|153371.370
"199-D3-5"|10/30/2015 10:33:00|117.714|"MAN"|572787.660|150994.540
"199-D2-6"|10/30/2015 11:57:00|118.062|"MAN"|573000.210|151119.860
"199-D5-103"|11/1/2015 11:27:00|119.059|"MAN"|573505.870|151460.870
"699-98-46"|11/1/2015 12:18:00|116.976|"MAN"|575726.860|153365.630
"199-D5-145"|11/1/2015 12:23:00|117.650|"MAN"|573215.620|151396.280
"699-98-51"|11/1/2015 12:49:00|117.125|"MAN"|574339.320|153302.710
"199-H3-3"|11/2/2015 9:28:00|115.073|"MAN"|577562.091|152363.166
"699-97-51A"|11/4/2015 8:25:00|117.275|"MAN"|574468.122|153122.092
"699-94-41"|11/4/2015 9:30:00|116.053|"MAN"|577223.050|152111.680
"699-98-49A"|11/4/2015 9:50:00|117.228|"MAN"|574823.368|153310.153
"699-94-43"|11/4/2015 10:13:00|117.390|"MAN"|576625.600|152087.900
"699-93-48A"|11/4/2015 10:57:00|118.104|"MAN"|575094.127|151795.301
"699-97-41"|11/4/2015 11:27:00|114.773|"MAN"|577217.500|153090.380
"699-95-45"|11/4/2015 11:46:00|117.546|"MAN"|576257.000|152556.280
"699-99-41"|11/4/2015 12:19:00|115.028|"MAN"|577283.990|153590.740
"699-99-44"|11/4/2015 13:27:00|115.607|"MAN"|576458.770|153592.400
"199-H3-6"|11/5/2015 8:15:00|114.708|"MAN"|578266.470|152425.330
"199-H3-7"|11/5/2015 9:00:00|115.176|"MAN"|577931.740|152279.970
"199-H3-5"|11/5/2015 9:46:00|115.375|"MAN"|577454.697|152287.496
"699-95-51"|11/5/2015 11:04:00|117.861|"MAN"|574439.500|152528.590
"699-95-48"|11/5/2015 12:13:00|118.219|"MAN"|575253.420|152323.050
"199-D8-71"|11/6/2015 12:53:00|116.964|"MAN"|573837.097|152429.388
"199-D2-11"|11/8/2015 9:02:00|119.230|"MAN"|573328.160|151120.730
"199-H4-16"|11/8/2015 10:52:00|114.908|"MAN"|577981.910|152591.573
"199-H3-10"|11/8/2015 11:43:00|114.512|"MAN"|577545.140|152723.520
"199-D6-3"|11/8/2015 11:46:00|118.435|"MAN"|574159.090|151643.850
"199-D5-133"|11/8/2015 12:33:00|119.375|"MAN"|573731.550|151497.370
"199-D5-142"|11/9/2015 8:49:00|118.871|"MAN"|573791.870|151563.260
"199-H6-4"|11/10/2015 11:12:00|115.499|"MAN"|577771.590|151737.100
"199-H4-46"|11/10/2015 11:21:00|115.058|"MAN"|577883.861|152439.868
"199-H6-3"|11/10/2015 11:37:00|115.179|"MAN"|578340.400|151929.350
"199-H4-49"|11/10/2015 12:02:00|115.153|"MAN"|577713.830|152445.154
"199-D2-11"|11/11/2015 12:13:00|119.245|"MAN"|573328.160|151120.730
"199-D5-97"|11/11/2015 13:11:00|118.232|"MAN"|573250.110|151302.470
"199-D4-55"|11/13/2015 7:44:00|117.247|"MAN"|572659.029|151414.635
"199-D4-65"|11/13/2015 8:09:00|117.408|"MAN"|572594.767|151329.737
"199-D4-77"|11/13/2015 9:24:00|117.697|"MAN"|572513.333|151231.008
"199-H5-1A"|11/13/2015 10:33:00|115.189|"MAN"|577650.080|152257.724
"199-H6-1"|11/13/2015 11:12:00|115.028|"MAN"|578236.557|152247.630
"199-D5-132"|11/13/2015 11:25:00|118.661|"MAN"|573875.350|151586.870
"199-H2-1"|11/13/2015 11:53:00|114.958|"MAN"|577752.310|153239.890
"199-D5-106"|11/13/2015 11:55:00|119.048|"MAN"|573503.740|151597.970
"199-D5-41"|11/13/2015 13:13:00|118.006|"MAN"|573358.160|151792.191
"199-D5-147"|11/16/2015 12:28:00|117.589|"MAN"|572993.130|151380.780
"199-D5-38"|11/16/2015 13:12:00|117.370|"MAN"|572996.824|151545.593
"199-H4-84"|11/19/2015 12:08:00|114.924|"MAN"|577902.580|152848.730
"199-H4-85"|11/19/2015 13:51:00|115.025|"MAN"|577980.020|152880.810
"199-D5-133"|11/23/2015 13:47:00|119.365|"MAN"|573731.550|151497.370
"199-D5-143"|11/30/2015 11:37:00|117.813|"MAN"|573701.530|151784.260
"699-96-52B"|11/30/2015 13:01:00|117.429|"MAN"|573910.160|152656.220
"199-H4-10"|12/1/2015 11:02:00|115.151|"MAN"|577827.209|153155.813
"199-H4-5"|12/1/2015 12:08:00|115.065|"MAN"|577944.937|152939.783
"199-H4-8"|12/1/2015 12:30:00|114.954|"MAN"|577860.691|152921.704
"199-H4-65"|12/1/2015 14:27:00|114.914|"MAN"|577998.259|152787.285
"199-H4-13"|12/3/2015 8:32:00|114.824|"MAN"|578219.304|152595.273
"199-H4-83"|12/3/2015 9:20:00|114.897|"MAN"|578135.040|152634.010
"199-H4-11"|12/3/2015 10:31:00|114.891|"MAN"|578141.906|152728.433
"199-H3-2A"|12/3/2015 11:38:00|114.848|"MAN"|577624.630|152750.040
"199-H4-12A"|12/3/2015 12:39:00|115.006|"MAN"|578009.151|152912.729
"199-D5-145"|12/7/2015 9:48:00|117.674|"MAN"|573215.620|151396.280
"199-D8-5"|12/7/2015 11:14:00|116.795|"MAN"|573537.146|152243.497
"199-D4-7"|12/7/2015 11:32:00|117.173|"MAN"|572760.866|151551.254
"199-D4-25"|12/7/2015 12:19:00|117.257|"MAN"|572711.441|151476.238
"199-D8-54B"|12/7/2015 12:23:00|117.490|"MAN"|573768.240|152398.650
"199-D8-70"|12/7/2015 12:57:00|117.314|"MAN"|573942.097|152508.741
"199-D4-27"|12/7/2015 13:10:00|117.218|"MAN"|572724.228|151493.480
"199-D4-23"|12/7/2015 13:56:00|117.287|"MAN"|572672.455|151592.870
"199-H4-91"|12/8/2015 8:34:00|114.872|"MAN"|578126.580|152524.100
"199-H4-45"|12/8/2015 9:59:00|115.001|"MAN"|578156.386|152433.394
"199-H4-90"|12/8/2015 10:31:00|114.876|"MAN"|577922.940|152592.590
"199-D4-36"|12/14/2015 9:13:00|116.928|"MAN"|572818.193|151606.215
"199-D4-31"|12/14/2015 10:02:00|117.058|"MAN"|572749.468|151527.997
"199-D5-15"|12/14/2015 10:46:00|118.537|"MAN"|573738.610|151673.750
"199-D5-125"|12/14/2015 11:31:00|118.152|"MAN"|573667.390|151746.180
"199-D5-16"|12/16/2015 8:21:00|118.468|"MAN"|573917.450|151652.510
"199-D4-48"|12/16/2015 9:03:00|117.369|"MAN"|572881.300|151703.459
"199-D4-32"|12/16/2015 10:04:00|116.914|"MAN"|572790.871|151573.746
"199-D4-1"|12/16/2015 11:32:00|116.982|"MAN"|572752.848|151558.893
"199-D3-2"|12/16/2015 12:36:00|117.785|"MAN"|572453.955|151165.653
"199-D5-38"|12/18/2015 8:00:00|117.421|"MAN"|572996.824|151545.593
"199-D4-62"|12/18/2015 8:14:00|118.498|"MAN"|572619.521|151351.066
"199-D4-4"|12/18/2015 8:59:00|117.030|"MAN"|572754.612|151571.609
"199-D4-22"|12/18/2015 9:35:00|116.931|"MAN"|572788.453|151539.293
"199-D5-43"|12/18/2015 10:41:00|118.473|"MAN"|573179.976|151269.430
"199-D5-126"|12/18/2015 11:14:00|117.729|"MAN"|573705.710|151843.280
"199-D5-123"|12/18/2015 12:06:00|118.549|"MAN"|573824.210|151639.410
"199-D5-103"|12/18/2015 12:30:00|118.886|"MAN"|573505.870|151460.870
"199-D2-6"|12/22/2015 8:54:00|118.118|"MAN"|573000.210|151119.860
"199-D5-40"|12/22/2015 8:57:00|117.924|"MAN"|573003.258|151272.017
"199-D5-43"|12/22/2015 9:04:00|118.475|"MAN"|573179.976|151269.430
"199-D4-22"|12/22/2015 9:11:00|116.990|"MAN"|572788.453|151539.293
"199-D4-18"|12/22/2015 9:16:00|118.745|"MAN"|572726.336|151570.930
"199-D4-6"|12/22/2015 9:19:00|117.177|"MAN"|572733.340|151577.919
"199-D4-17"|12/22/2015 9:24:00|117.782|"MAN"|572738.089|151558.433
"199-D4-7"|12/22/2015 9:28:00|117.059|"MAN"|572760.866|151551.254
"199-D8-4"|12/22/2015 9:35:00|116.897|"MAN"|573447.185|152090.212
"199-D5-13"|12/22/2015 9:46:00|116.781|"MAN"|573535.527|151955.183
"199-D5-15"|12/22/2015 9:52:00|118.530|"MAN"|573738.610|151673.750
"199-D5-133"|12/22/2015 10:00:00|119.336|"MAN"|573731.550|151497.370
"199-D5-17"|12/22/2015 10:05:00|119.204|"MAN"|573730.520|151322.830
"199-D5-19"|12/22/2015 10:12:00|118.994|"MAN"|573849.120|151243.190
"199-D5-18"|12/22/2015 10:16:00|118.930|"MAN"|573861.700|151325.180
"199-D5-16"|12/22/2015 10:20:00|118.466|"MAN"|573917.450|151652.510
"199-D8-5"|12/22/2015 10:26:00|116.823|"MAN"|573537.146|152243.497
"699-97-51A"|12/22/2015 11:09:00|117.417|"MAN"|574468.122|153122.092
"699-98-49A"|12/22/2015 11:15:00|117.334|"MAN"|574823.368|153310.153
"699-93-48A"|12/22/2015 11:26:00|118.100|"MAN"|575094.127|151795.301
"699-92-49"|12/22/2015 11:31:00|118.157|"MAN"|575063.136|151647.471
"699-91-46A"|12/22/2015 12:28:00|118.107|"MAN"|575910.950|151156.642
"699-90-45"|12/22/2015 12:33:00|118.029|"MAN"|576169.250|151024.529
"199-D8-72"|12/28/2015 8:16:00|116.642|"MAN"|573570.481|152211.774
"199-D8-54A"|12/28/2015 8:53:00|117.043|"MAN"|573781.170|152408.030
"699-101-48B"|12/29/2015 11:06:00|116.346|"MAN"|575283.678|154404.019
"199-D5-145"|1/14/2016 8:05:00|117.668|"MAN"|573215.620|151396.280
"199-D5-133"|1/14/2016 9:10:00|119.340|"MAN"|573731.550|151497.370
"199-D4-55"|1/14/2016 9:35:00|117.497|"MAN"|572659.029|151414.635
"199-D5-13"|1/14/2016 10:07:00|116.856|"MAN"|573535.527|151955.183
"199-D5-14"|1/14/2016 10:36:00|118.085|"MAN"|573789.632|151787.990
"199-D5-103"|1/14/2016 11:13:00|118.958|"MAN"|573505.870|151460.870
"199-H4-6"|1/15/2016 13:12:00|114.789|"MAN"|577585.316|152888.391
"199-D8-4"|1/16/2016 9:51:00|116.957|"MAN"|573447.185|152090.212
"199-D5-33"|1/18/2016 8:46:00|117.893|"MAN"|573095.030|151714.540
"199-D4-86"|1/18/2016 10:58:00|117.918|"MAN"|572389.064|151202.144
"199-D4-65"|1/18/2016 13:20:00|117.651|"MAN"|572594.767|151329.737
"199-D5-37"|1/19/2016 8:00:00|117.501|"MAN"|573092.236|151916.365
"199-D8-101"|1/19/2016 9:23:00|117.499|"MAN"|574069.460|152262.430
"199-H5-16"|1/19/2016 11:53:00|117.331|"MAN"|576906.800|151646.310
"199-H4-92"|1/19/2016 13:12:00|117.112|"MAN"|576723.300|152233.840
"699-88-41"|1/27/2016 12:46:00|117.269|"MAN"|577221.545|150333.764
"199-D4-19"|1/28/2016 7:50:00|117.756|"MAN"|572559.349|151282.037
"199-D4-26"|1/28/2016 9:15:00|117.277|"MAN"|572712.326|151488.878
"199-D4-92"|1/29/2016 8:19:00|117.266|"MAN"|572714.050|151486.310
"699-97-47B"|1/29/2016 8:50:00|117.380|"MAN"|575408.550|153265.290
"699-97-61"|1/29/2016 9:40:00|117.508|"MAN"|574891.510|152914.150
"199-D4-93"|1/29/2016 9:50:00|117.268|"MAN"|572710.390|151491.200
"199-D5-36"|1/29/2016 11:12:00|117.483|"MAN"|572909.823|151746.320
"699-97-60"|1/29/2016 11:15:00|117.158|"MAN"|575682.050|152794.990
"699-100-43B"|1/29/2016 13:05:00|115.919|"MAN"|576675.900|154008.650
"699-90-37B"|1/29/2016 13:19:00|114.668|"MAN"|578474.693|151031.322
"199-D5-103"|2/3/2016 8:29:00|118.973|"MAN"|573505.870|151460.870
"199-D5-145"|2/3/2016 9:19:00|117.664|"MAN"|573215.620|151396.280
"699-101-45"|2/3/2016 11:08:00|116.310|"MAN"|576032.400|154124.170
"199-H4-84"|2/3/2016 12:10:00|114.854|"MAN"|577902.580|152848.730
"199-H4-12A"|2/3/2016 13:26:00|115.188|"MAN"|578009.151|152912.729
"199-H2-1"|2/8/2016 8:26:00|114.974|"MAN"|577752.310|153239.890
"199-H3-5"|2/8/2016 9:23:00|115.349|"MAN"|577454.697|152287.496
"199-H3-3"|2/8/2016 10:11:00|115.050|"MAN"|577562.091|152363.166
"199-H3-6"|2/8/2016 10:59:00|114.897|"MAN"|578266.470|152425.330
"699-93-48A"|2/9/2016 8:06:00|118.090|"MAN"|575094.127|151795.301
"699-95-45"|2/9/2016 8:40:00|117.642|"MAN"|576257.000|152556.280
"699-94-43"|2/9/2016 9:13:00|117.346|"MAN"|576625.600|152087.900
"699-94-41"|2/9/2016 9:52:00|116.019|"MAN"|577223.050|152111.680
"199-H3-10"|2/9/2016 11:09:00|114.497|"MAN"|577545.140|152723.520
"199-D5-142"|2/9/2016 11:37:00|118.845|"MAN"|573791.870|151563.260
"199-H3-7"|2/9/2016 11:41:00|115.128|"MAN"|577931.740|152279.970
"199-D5-147"|2/10/2016 7:37:00|117.680|"MAN"|572993.130|151380.780
"199-H4-11"|2/10/2016 8:07:00|114.790|"MAN"|578141.906|152728.433
"199-H4-85"|2/10/2016 8:45:00|114.856|"MAN"|577980.020|152880.810
"199-D5-97"|2/10/2016 9:03:00|118.248|"MAN"|573250.110|151302.470
"199-H4-65"|2/10/2016 9:23:00|114.753|"MAN"|577998.259|152787.285
"199-D5-143"|2/10/2016 10:10:00|117.847|"MAN"|573701.530|151784.260
"199-H4-47"|2/10/2016 10:37:00|114.872|"MAN"|577891.179|152553.297
"199-H4-49"|2/10/2016 11:14:00|115.133|"MAN"|577713.830|152445.154
"199-D5-132"|2/10/2016 11:26:00|118.643|"MAN"|573875.350|151586.870
"199-H5-1A"|2/10/2016 11:44:00|115.169|"MAN"|577650.080|152257.724
"199-D5-133"|2/10/2016 12:02:00|119.387|"MAN"|573731.550|151497.370
"699-96-52B"|2/11/2016 7:55:00|117.387|"MAN"|573910.160|152656.220
"699-95-51"|2/11/2016 8:35:00|117.985|"MAN"|574439.500|152528.590
"199-D2-11"|2/11/2016 8:40:00|119.256|"MAN"|573328.160|151120.730
"699-95-48"|2/11/2016 9:28:00|117.866|"MAN"|575253.420|152323.050
"199-H4-46"|2/11/2016 10:15:00|115.010|"MAN"|577883.861|152439.868
"199-D6-3"|2/16/2016 8:29:00|118.452|"MAN"|574159.090|151643.850
"199-D8-71"|2/16/2016 9:01:00|117.333|"MAN"|573837.097|152429.388
"199-D5-106"|2/16/2016 9:35:00|119.027|"MAN"|573503.740|151597.970
"199-D5-133"|2/16/2016 10:10:00|119.324|"MAN"|573731.550|151497.370
"699-97-51A"|2/16/2016 10:32:00|117.425|"MAN"|574468.122|153122.092
"199-D5-40"|2/16/2016 10:51:00|117.962|"MAN"|573003.258|151272.017
"199-D3-5"|2/16/2016 11:24:00|118.021|"MAN"|572787.660|150994.540
"699-98-51"|2/16/2016 11:54:00|117.372|"MAN"|574339.320|153302.710
"699-98-46"|2/16/2016 12:35:00|116.939|"MAN"|575726.860|153365.630
"699-98-49A"|2/18/2016 8:53:00|117.355|"MAN"|574823.368|153310.153
"699-99-44"|2/22/2016 11:17:00|115.829|"MAN"|576458.770|153592.400
"199-N-14"|3/4/2016 10:31:00|118.413|"MAN"|571713.100|150243.370
"199-N-92A"|3/4/2016 10:38:00|118.718|"MAN"|571647.420|150383.528
"199-N-51"|3/4/2016 10:47:00|118.219|"MAN"|571796.100|150496.966
"199-N-50"|3/4/2016 10:56:00|118.348|"MAN"|572090.901|150298.790
"199-D3-2"|3/4/2016 11:36:00|118.187|"MAN"|572453.955|151165.653
"199-D4-22"|3/4/2016 11:44:00|117.383|"MAN"|572788.453|151539.293
"199-D5-38"|3/4/2016 12:25:00|117.506|"MAN"|572996.824|151545.593
"199-D4-23"|3/4/2016 12:35:00|117.756|"MAN"|572672.455|151592.870
"199-D5-13"|3/4/2016 13:07:00|116.874|"MAN"|573535.527|151955.183
"199-D5-37"|3/4/2016 13:14:00|117.691|"MAN"|573092.236|151916.365
"199-D8-5"|3/4/2016 13:18:00|117.014|"MAN"|573537.146|152243.497
"199-D8-71"|3/4/2016 13:35:00|117.666|"MAN"|573837.097|152429.388
"199-D8-70"|3/4/2016 13:39:00|117.709|"MAN"|573942.097|152508.741
"199-D4-7"|3/4/2016 13:53:00|117.446|"MAN"|572760.866|151551.254
"199-D5-133"|3/4/2016 14:07:00|119.393|"MAN"|573731.550|151497.370
"199-D5-33"|3/4/2016 14:21:00|117.893|"MAN"|573095.030|151714.540
"199-D5-40"|3/4/2016 14:34:00|117.994|"MAN"|573003.258|151272.017
"199-D5-43"|3/4/2016 14:40:00|118.493|"MAN"|573179.976|151269.430
"199-D4-20"|3/4/2016 14:47:00|117.898|"MAN"|572794.042|151257.474
"199-D3-5"|3/4/2016 14:55:00|118.138|"MAN"|572787.660|150994.540
"199-D5-36"|3/4/2016 15:02:00|117.648|"MAN"|572909.823|151746.320
"199-D6-3"|3/4/2016 15:23:00|118.492|"MAN"|574159.090|151643.850
"199-D2-6"|3/7/2016 14:06:00|118.231|"MAN"|573000.210|151119.860
"199-D4-15"|3/7/2016 14:17:00|117.569|"MAN"|572936.636|151424.862
"199-D2-11"|3/7/2016 14:24:00|119.295|"MAN"|573328.160|151120.730
"199-D5-19"|3/7/2016 14:29:00|119.009|"MAN"|573849.120|151243.190
"199-D5-18"|3/7/2016 14:33:00|118.969|"MAN"|573861.700|151325.180
"199-D5-17"|3/7/2016 14:37:00|119.248|"MAN"|573730.520|151322.830
"199-D5-103"|3/7/2016 14:44:00|119.008|"MAN"|573505.870|151460.870
"199-D5-15"|3/7/2016 14:54:00|118.586|"MAN"|573738.610|151673.750
"199-D5-142"|3/7/2016 15:01:00|118.937|"MAN"|573791.870|151563.260
"199-D5-14"|3/7/2016 15:09:00|118.113|"MAN"|573789.632|151787.990
"199-D5-16"|3/7/2016 15:14:00|118.543|"MAN"|573917.450|151652.510
"199-D5-106"|3/7/2016 15:20:00|119.049|"MAN"|573503.740|151597.970
"199-D5-141"|3/7/2016 15:27:00|118.271|"MAN"|573243.430|151424.510
"199-D8-4"|3/8/2016 8:16:00|117.014|"MAN"|573447.185|152090.212
"199-D8-54B"|3/8/2016 8:22:00|117.653|"MAN"|573768.240|152398.650
"199-D8-101"|3/8/2016 8:27:00|117.686|"MAN"|574069.460|152262.430
"699-95-51"|3/8/2016 8:34:00|118.044|"MAN"|574439.500|152528.590
"699-97-51A"|3/8/2016 8:41:00|117.498|"MAN"|574468.122|153122.092
"699-98-51"|3/8/2016 8:46:00|117.455|"MAN"|574339.320|153302.710
"699-98-49A"|3/8/2016 8:52:00|117.407|"MAN"|574823.368|153310.153
"699-93-48A"|3/8/2016 9:02:00|118.119|"MAN"|575094.127|151795.301
"699-95-48"|3/8/2016 9:08:00|117.880|"MAN"|575253.420|152323.050
"699-97-48B"|3/8/2016 9:15:00|117.627|"MAN"|575247.590|152909.760
"699-97-48C"|3/8/2016 9:19:00|117.418|"MAN"|575245.390|152909.660
"699-98-46"|3/8/2016 9:28:00|116.963|"MAN"|575726.860|153365.630
"699-97-45"|3/8/2016 9:35:00|117.269|"MAN"|576051.700|152978.950
"699-97-45B"|3/8/2016 9:39:00|116.847|"MAN"|576049.340|152979.410
"699-98-43"|3/8/2016 9:52:00|115.342|"MAN"|576863.240|153371.370
"699-97-43B"|3/8/2016 10:02:00|116.026|"MAN"|576859.840|152981.300
"699-97-43C"|3/8/2016 10:06:00|115.744|"MAN"|576857.310|152980.670
"699-95-45"|3/8/2016 10:12:00|117.663|"MAN"|576257.000|152556.280
"699-94-43"|3/8/2016 10:22:00|117.354|"MAN"|576625.600|152087.900
