SAMP_SITE_NAME,SAMP_DATE,STD_VALUE_RPTD
199-H4-63,2015-02-04,12.0
199-H4-63,2015-03-04,7.0
199-H4-63,2015-04-02,7.0
199-H4-63,2015-05-04,2.0
199-H4-63,2015-06-04,4.0
199-H4-63,2015-07-06,11.0
199-H4-63,2015-08-03,5.0
199-H4-63,2015-09-08,11.0
199-H4-63,2015-10-05,12.0
199-H4-63,2015-11-02,4.0
199-H4-63,2015-12-01,9.0
199-H4-63,2016-01-04,5.0
199-H4-63,2016-02-01,6.0
199-H4-63,2016-03-01,6.0
199-H4-63,2016-04-05,11.0
199-H4-63,2016-05-02,3.0
199-H4-63,2016-06-13,5.0
199-H4-63,2016-07-11,10.0
199-H4-63,2016-08-01,5.0
199-H4-63,2016-09-06,10.0
199-H4-63,2016-10-03,10.0
199-H4-63,2016-11-01,12.0
199-H4-63,2016-12-07,7.0
199-H4-63,2017-01-04,6.0
199-H4-63,2017-02-01,0.0
199-H4-63,2017-03-01,0.0
199-H4-63,2017-04-04,7.0
199-H4-63,2017-05-01,3.0
199-H4-63,2017-06-07,0.0
199-H4-63,2017-07-06,5.0
199-H4-63,2017-08-01,7.0
199-H4-63,2017-09-06,10.0
199-H4-63,2017-10-03,23.0
199-H4-63,2017-11-02,17.0
199-H4-63,2017-12-04,7.0
199-H4-63,2018-01-03,6.0
199-H4-63,2018-02-01,6.0
199-H4-63,2018-03-06,6.0
199-H4-63,2018-04-04,6.0
199-H4-63,2018-05-07,2.0
199-H4-63,2018-06-06,0.0
199-H4-63,2018-07-10,11.0
199-H4-63,2018-08-13,8.0
199-H4-63,2018-09-05,5.0
199-H4-63,2018-10-01,11.0
199-H4-63,2018-11-06,16.0
199-H4-63,2018-12-12,9.0
199-H4-63,2019-01-02,10.0
199-H4-63,2019-02-27,5.0
199-H4-63,2019-03-11,8.0
199-H4-63,2019-04-17,13.0
199-H4-63,2019-05-20,3.0
199-H4-63,2019-05-22,4.89
199-H4-63,2019-06-12,5.0
199-H4-63,2019-07-11,8.0
199-H4-63,2019-08-20,5.35
199-H4-63,2019-08-26,5.0
199-H4-63,2019-10-10,11.0
199-H4-63,2019-10-30,10.1
199-H4-63,2019-11-05,9.0
199-H4-63,2019-12-04,6.0
199-H4-63,2020-01-07,2.0
199-H4-63,2020-02-19,1.0
199-H4-63,2020-02-24,5.34
199-H4-63,2020-07-23,-6.0
199-H4-63,2020-08-11,3.23
199-H4-63,2020-10-12,14.0
199-H4-63,2020-10-27,4.9
199-H4-63,2020-11-12,6.0
199-H4-63,2021-01-20,7.0
199-H4-63,2021-02-08,4.22
199-H4-63,2021-03-10,6.0
199-H4-63,2021-04-13,11.0
199-H4-63,2021-05-05,3.45
199-H4-63,2021-05-17,7.0
199-H4-63,2021-06-28,5.0
199-H4-63,2021-07-07,4.0
199-H4-63,2021-08-24,2.5
199-H4-69,2014-01-02,8.0
199-H4-69,2014-02-03,2.0
199-H4-69,2014-03-03,7.0
199-H4-69,2014-03-19,5.3
199-H4-69,2014-04-01,3.0
199-H4-69,2014-05-12,2.0
199-H4-69,2014-06-04,1.0
199-H4-69,2014-06-24,8.0
199-H4-69,2014-07-02,3.0
199-H4-69,2014-08-05,4.0
199-H4-69,2014-08-27,8.0
199-H4-69,2014-09-04,3.0
199-H4-69,2014-10-02,2.0
199-H4-69,2014-11-04,3.0
199-H4-69,2014-12-02,3.0
199-H4-69,2014-12-16,5.5
199-H4-69,2015-01-06,1.0
199-H4-69,2015-02-04,8.0
199-H4-69,2015-03-04,2.0
199-H4-69,2015-04-02,3.0
199-H4-69,2015-05-04,8.0
199-H4-69,2015-06-04,3.0
199-H4-69,2015-07-06,5.0
199-H4-69,2015-08-03,2.0
199-H4-69,2015-09-08,1.0
199-H4-69,2015-10-05,4.0
199-H4-69,2015-11-02,0.0
199-H4-69,2015-12-01,3.0
199-H4-69,2016-01-04,3.0
199-H4-69,2016-02-01,4.0
199-H4-69,2016-03-01,8.0
199-H4-69,2016-04-05,13.0
199-H4-69,2016-05-02,9.0
199-H4-69,2016-06-13,7.0
199-H4-69,2016-07-11,10.0
199-H4-69,2016-08-01,2.0
199-H4-69,2016-09-06,4.0
199-H4-69,2016-10-03,4.0
199-H4-69,2016-11-01,9.0
199-H4-69,2016-12-07,9.0
199-H4-69,2017-01-04,13.0
199-H4-69,2017-02-01,3.0
199-H4-69,2017-03-01,3.0
199-H4-69,2017-04-04,13.0
199-H4-69,2017-05-01,9.0
199-H4-69,2017-06-07,5.0
199-H4-69,2017-07-06,7.0
199-H4-69,2017-08-01,9.0
199-H4-69,2017-10-03,15.0
199-H4-69,2017-11-02,11.0
199-H4-69,2017-12-04,4.0
199-H4-69,2018-01-03,12.0
199-H4-69,2018-02-01,20.0
199-H4-69,2018-03-06,15.0
199-H4-69,2018-04-04,18.0
199-H4-69,2018-05-07,13.0
199-H4-69,2018-06-06,0.0
199-H4-69,2018-08-13,7.0
199-H4-69,2018-09-05,14.0
199-H4-69,2018-10-01,9.0
199-H4-69,2018-11-06,13.0
199-H4-69,2018-12-12,18.0
199-H4-69,2019-01-02,11.0
199-H4-69,2019-02-27,11.0
199-H4-69,2019-03-11,12.0
199-H4-69,2019-04-17,9.0
199-H4-69,2019-05-20,13.0
199-H4-69,2019-06-12,12.0
199-H4-69,2019-06-19,12.2
199-H4-69,2019-07-11,13.0
199-H4-69,2019-08-26,12.0
199-H4-69,2019-09-11,10.9
199-H4-69,2019-10-10,11.0
199-H4-69,2019-11-05,10.0
199-H4-69,2019-12-04,12.0
199-H4-69,2019-12-10,12.4
199-H4-69,2020-01-07,7.0
199-H4-69,2020-02-19,8.0
199-H4-69,2020-09-09,18.0
199-H4-69,2020-10-12,20.0
199-H4-69,2020-11-12,14.0
199-H4-69,2020-12-10,10.8
199-H4-69,2021-01-20,13.0
199-H4-69,2021-02-09,17.0
199-H4-69,2021-03-10,11.0
199-H4-69,2021-03-22,9.76
199-H4-69,2021-04-13,17.0
199-H4-69,2021-05-17,11.0
199-H4-69,2021-07-14,7.12
199-H4-69,2021-09-21,9.33
199-H4-70,2014-01-02,3.0
199-H4-70,2014-02-03,0.0
199-H4-70,2014-03-03,0.0
199-H4-70,2014-03-19,2.0
199-H4-70,2014-04-01,1.0
199-H4-70,2014-05-12,0.0
199-H4-70,2014-06-04,3.0
199-H4-70,2014-06-24,8.0
199-H4-70,2014-07-02,1.0
199-H4-70,2014-08-05,0.0
199-H4-70,2014-08-27,8.0
199-H4-70,2014-09-04,2.0
199-H4-70,2014-10-02,0.0
199-H4-70,2014-11-04,0.0
199-H4-70,2014-12-02,0.0
199-H4-70,2015-01-06,0.0
199-H4-70,2015-02-04,4.0
199-H4-70,2015-03-04,1.0
199-H4-70,2015-04-02,1.0
199-H4-70,2015-05-04,1.0
199-H4-70,2015-06-04,1.0
199-H4-70,2015-07-06,6.0
199-H4-70,2015-08-03,2.0
199-H4-70,2015-09-08,0.0
199-H4-70,2015-10-05,2.0
199-H4-70,2015-11-02,0.0
199-H4-70,2016-01-04,1.0
199-H4-70,2016-02-01,0.0
199-H4-70,2016-03-01,2.0
199-H4-70,2016-04-05,10.0
199-H4-70,2016-05-02,2.0
199-H4-70,2016-06-13,1.0
199-H4-70,2016-07-11,8.0
199-H4-70,2016-08-01,1.0
199-H4-70,2016-09-06,1.0
199-H4-70,2016-10-03,0.0
199-H4-70,2016-11-01,7.0
199-H4-70,2016-12-07,2.0
199-H4-70,2017-01-04,6.0
199-H4-70,2017-02-01,0.0
199-H4-70,2017-03-01,0.0
199-H4-70,2017-04-04,14.0
199-H4-70,2017-05-01,13.0
199-H4-70,2017-06-07,11.0
199-H4-70,2017-07-06,13.0
199-H4-70,2017-08-01,7.0
199-H4-70,2017-09-06,8.0
199-H4-70,2017-10-03,9.0
199-H4-70,2017-11-02,8.0
199-H4-70,2018-02-01,13.0
199-H4-70,2018-03-06,12.0
199-H4-70,2018-04-04,9.0
199-H4-70,2018-05-07,16.0
199-H4-70,2018-06-06,1.0
199-H4-70,2018-08-13,4.0
199-H4-70,2018-09-05,8.0
199-H4-70,2018-10-01,7.0
199-H4-70,2018-11-06,11.0
199-H4-70,2018-12-12,12.0
199-H4-70,2019-02-27,8.0
199-H4-70,2019-03-11,6.0
199-H4-70,2019-04-17,5.0
199-H4-70,2019-05-20,8.0
199-H4-70,2019-06-12,11.0
199-H4-70,2019-06-19,9.36
199-H4-70,2019-08-26,8.0
199-H4-70,2019-09-11,7.7
199-H4-70,2019-10-10,7.0
199-H4-70,2019-11-05,7.0
199-H4-70,2019-12-04,11.0
199-H4-70,2019-12-10,9.36
199-H4-70,2020-01-07,3.0
199-H4-70,2020-02-19,9.0
199-H4-70,2020-03-12,7.79
199-H4-70,2020-07-23,8.0
199-H4-70,2020-08-11,17.0
199-H4-70,2020-09-09,12.0
199-H4-70,2020-10-07,10.0
199-H4-70,2020-10-12,15.0
199-H4-70,2020-11-12,10.0
199-H4-70,2020-12-10,8.73
199-H4-70,2021-01-20,10.0
199-H4-70,2021-03-10,8.0
199-H4-70,2021-04-13,7.62
199-H4-70,2021-05-17,12.0
199-H4-70,2021-06-24,9.14
199-H4-70,2021-06-28,15.0
199-H4-70,2021-07-07,15.0
199-H4-70,2021-09-21,7.09
199-H4-83,2017-11-13,1.5
199-H4-83,2019-11-15,18.8
199-H4-83,2020-02-24,8.18
199-H4-83,2021-02-22,2.5
199-H4-83,2021-05-13,5.47
199-H4-84,2014-01-22,14.3
199-H4-84,2014-02-06,11.7
199-H4-84,2014-04-04,19.4
199-H4-84,2014-11-05,6.8
199-H4-84,2014-11-23,9.5
199-H4-84,2015-06-26,6.4
199-H4-84,2016-10-11,22.0
199-H4-84,2019-05-01,29.3
199-H4-84,2019-08-05,44.9
199-H4-84,2020-02-24,35.1
199-H4-84,2020-06-17,72.5
199-H4-84,2020-08-19,43.1
199-H4-84,2021-02-22,13.99
199-H4-84,2021-06-08,10.8
199-H4-85,2019-05-01,1.7
199-H4-85,2019-08-06,2.58
199-H4-85,2019-12-30,3.65
199-H4-85,2020-02-24,4.09
199-H4-85,2020-06-17,2.08
199-H4-85,2020-08-19,2.85
199-H4-85,2020-12-29,2.5
199-H4-85,2021-02-09,3.1
199-H4-85,2021-06-08,3.07
199-H4-85,2021-09-16,3.18
199-H4-86,2014-02-21,41.2
199-H4-86,2014-05-12,8.0
199-H4-86,2015-08-03,17.0
199-H4-86,2015-09-08,13.0
199-H4-86,2015-10-05,21.0
199-H4-86,2015-11-02,5.0
199-H4-86,2015-12-01,5.0
199-H4-86,2016-01-04,5.0
199-H4-86,2016-02-01,5.0
199-H4-86,2016-03-01,6.0
199-H4-86,2016-04-05,13.0
199-H4-86,2016-05-02,4.0
199-H4-86,2016-06-13,9.0
199-H4-86,2016-07-05,16.0
199-H4-86,2016-08-01,13.0
199-H4-86,2016-09-07,15.0
199-H4-86,2016-10-03,10.0
199-H4-86,2016-11-01,9.0
199-H4-86,2016-12-07,10.0
199-H4-86,2017-01-04,12.0
199-H4-86,2017-02-01,8.0
199-H4-86,2017-03-01,9.0
199-H4-86,2017-04-04,12.0
199-H4-86,2017-05-01,11.0
199-H4-86,2017-06-07,14.0
199-H4-86,2017-07-06,38.0
199-H4-86,2017-08-01,48.0
199-H4-86,2017-10-03,18.0
199-H4-86,2017-11-02,6.0
199-H4-86,2017-12-04,12.0
199-H4-86,2018-01-03,11.0
199-H4-86,2018-02-01,14.0
199-H4-86,2018-03-06,7.0
199-H4-86,2018-04-04,11.0
199-H4-86,2018-05-07,10.0
199-H4-86,2018-06-06,13.0
199-H4-86,2018-07-10,14.0
199-H4-86,2018-08-13,9.0
199-H4-86,2018-09-05,16.0
199-H4-86,2018-10-01,16.0
199-H4-86,2018-11-06,13.0
199-H4-86,2018-12-12,9.0
199-H4-86,2019-01-02,7.0
199-H4-86,2019-02-27,2.0
199-H4-86,2019-03-11,7.0
199-H4-86,2019-04-17,5.0
199-H4-86,2019-05-20,5.0
199-H4-86,2019-05-22,6.26
199-H4-86,2019-06-12,5.0
199-H4-86,2019-07-11,5.0
199-H4-86,2020-03-12,3.72
199-H4-86,2020-07-23,1.0
199-H4-86,2020-08-11,6.72
199-H4-86,2020-08-18,8.0
199-H4-86,2020-09-22,5.0
199-H4-86,2020-10-20,10.0
199-H4-86,2020-10-27,5.55
199-H4-86,2020-11-17,13.0
199-H4-86,2021-01-27,7.0
199-H4-86,2021-02-25,7.0
199-H4-86,2021-03-16,4.0
199-H4-86,2021-03-22,3.7
199-H4-86,2021-04-05,6.0
199-H4-86,2021-05-05,5.82
199-H4-86,2021-05-12,0.0
199-H4-86,2021-06-28,9.0
199-H4-86,2021-07-07,10.0
199-H4-86,2021-08-24,4.26
199-H4-87,2019-05-14,4.09
199-H4-87,2019-08-06,4.76
199-H4-87,2019-11-15,4.52
199-H4-87,2020-02-24,5.27
199-H4-87,2020-08-19,3.96
199-H4-87,2020-12-21,4.34
199-H4-87,2021-02-22,5.92
199-H4-87,2021-05-18,5.44
199-H4-87,2021-08-16,5.36
199-H4-88,2016-07-24,11.0
199-H4-88,2019-08-05,7.83
199-H4-88,2019-11-08,9.87
199-H4-88,2020-02-25,5.21
199-H4-88,2020-06-17,8.15
199-H4-88,2020-08-19,4.56
199-H4-88,2020-12-29,8.22
199-H4-88,2021-09-16,4.18
199-H4-89,2019-05-02,4.35
199-H4-89,2019-08-05,3.42
199-H4-89,2020-02-25,2.4
199-H4-89,2020-06-17,1.82
199-H4-89,2020-08-19,2.69
199-H4-89,2021-02-18,3.57
199-H4-89,2021-09-16,3.4
199-D5-34,2014-12-09 00:00:00,422.5
199-D5-34,2015-01-27 00:00:00,301.5
199-D5-34,2015-02-19 00:00:00,324.0
199-D5-34,2015-03-24 00:00:00,388.5
199-D5-34,2015-04-16 00:00:00,578.5
199-D5-34,2015-05-13 00:00:00,612.5
199-D5-34,2015-06-14 00:00:00,544.5
199-D5-34,2015-07-27 00:00:00,471.0
199-D5-34,2015-08-12 00:00:00,492.6666666666667
199-D5-34,2015-08-13 00:00:00,443.0
199-D5-34,2015-08-19 00:00:00,429.5
199-D5-34,2015-09-10 00:00:00,377.0
199-D5-34,2015-10-19 00:00:00,346.8
199-D5-34,2015-11-11 00:00:00,290.0
199-D5-34,2015-12-01 00:00:00,265.0
199-D5-34,2016-01-07 00:00:00,220.0
199-D5-34,2016-02-29 00:00:00,180.0
199-D5-34,2016-05-26 00:00:00,140.0
199-D5-34,2016-08-17 00:00:00,100.0
199-D5-34,2016-11-10 00:00:00,84.5
199-D5-34,2017-02-02 00:00:00,84.25
199-D5-34,2017-06-06 00:00:00,72.5
199-D5-34,2017-08-15 00:00:00,63.0
199-D5-34,2017-11-08 00:00:00,57.5
199-D5-34,2018-02-07 00:00:00,23.5
199-D5-34,2018-05-30 00:00:00,74.0
199-D5-34,2018-08-02 00:00:00,52.25
199-D5-34,2018-11-29 00:00:00,48.5
199-D5-34,2019-02-06 00:00:00,40.0
199-D5-42,2016-12-12 00:00:00,1.5
199-D5-42,2017-02-26 00:00:00,1.5
199-D5-42,2017-05-23 00:00:00,1.5
199-D5-42,2017-11-20 00:00:00,1.5
199-D5-42,2018-02-22 00:00:00,9.5
199-D5-42,2018-05-14 00:00:00,1.5
199-D5-42,2018-11-07 00:00:00,1.8
199-D5-42,2019-03-06 00:00:00,1.9500000000000002
199-D5-43,2014-12-17 00:00:00,9.45
199-D5-43,2015-02-27 00:00:00,4.6
199-D5-43,2015-05-29 00:00:00,8.149999999999999
199-D5-43,2015-08-26 00:00:00,4.05
199-D5-43,2015-12-18 00:00:00,3.7
199-D5-43,2016-03-15 00:00:00,5.25
199-D5-43,2016-06-19 00:00:00,4.4
199-D5-43,2016-12-08 00:00:00,3.7
199-D5-43,2017-11-20 00:00:00,8.9
199-D5-43,2018-10-31 00:00:00,2.7
199-D5-97,2014-03-21 00:00:00,18.35
199-D5-97,2015-01-30 00:00:00,13.25
199-D5-97,2015-02-19 00:00:00,17.049999999999997
199-D5-97,2015-03-24 00:00:00,11.5
199-D5-97,2015-05-14 00:00:00,8.5
199-D5-97,2015-08-24 00:00:00,1.5
199-D5-97,2015-11-11 00:00:00,3.9
199-D5-97,2016-02-10 00:00:00,4.15
199-D5-97,2016-05-22 00:00:00,4.949999999999999
199-D5-97,2016-11-17 00:00:00,3.3
199-D5-97,2017-02-22 00:00:00,3.6500000000000004
199-D5-97,2017-05-25 00:00:00,2.95
199-D5-97,2017-11-27 00:00:00,2.2
199-D5-97,2018-02-22 00:00:00,2.55
199-D5-97,2018-05-14 00:00:00,2.45
199-D5-97,2018-11-09 00:00:00,2.2
199-D5-97,2019-02-21 00:00:00,3.1
199-D5-103,2015-01-16 00:00:00,245.0
199-D5-103,2015-02-19 00:00:00,207.0
199-D5-103,2015-03-24 00:00:00,183.5
199-D5-103,2015-04-16 00:00:00,168.5
199-D5-103,2015-05-18 00:00:00,136.0
199-D5-103,2015-06-18 00:00:00,104.5
199-D5-103,2015-07-17 00:00:00,102.5
199-D5-103,2015-08-13 00:00:00,89.0
199-D5-103,2015-09-11 00:00:00,78.5
199-D5-103,2015-10-09 00:00:00,59.0
199-D5-103,2015-11-01 00:00:00,74.0
199-D5-103,2015-12-18 00:00:00,57.5
199-D5-103,2016-01-14 00:00:00,55.5
199-D5-103,2016-02-03 00:00:00,56.0
199-D5-103,2016-03-14 00:00:00,54.5
199-D5-103,2016-04-11 00:00:00,54.0
199-D5-103,2016-05-24 00:00:00,43.5
199-D5-103,2016-06-17 00:00:00,65.0
199-D5-103,2016-07-20 00:00:00,45.0
199-D5-103,2016-11-14 00:00:00,635.0
199-D5-103,2017-02-22 00:00:00,540.0
199-D5-103,2017-04-14 00:00:00,275.0
199-D5-103,2017-05-02 00:00:00,240.0
199-D5-103,2017-06-13 00:00:00,335.0
199-D5-103,2017-07-20 00:00:00,285.0
199-D5-103,2017-08-10 00:00:00,330.0
199-D5-103,2017-09-22 00:00:00,535.0
199-D5-103,2017-10-19 00:00:00,665.0
199-D5-103,2017-11-16 00:00:00,660.0
199-D5-103,2017-12-08 00:00:00,725.0
199-D5-103,2018-01-17 00:00:00,795.0
199-D5-103,2018-02-21 00:00:00,435.0
199-D5-103,2018-03-19 00:00:00,250.0
199-D5-103,2018-04-24 00:00:00,140.0
199-D5-103,2018-05-16 00:00:00,90.5
199-D5-103,2018-06-27 00:00:00,66.5
199-D5-103,2018-09-20 00:00:00,230.0
199-D5-103,2018-10-08 00:00:00,270.0
199-D5-103,2019-01-10 00:00:00,121.66666666666667
199-D5-103,2020-08-31 00:00:00,26.0
199-D5-104,2014-04-17 00:00:00,1955.0
199-D5-104,2014-10-29 00:00:00,794.5
199-D5-104,2015-01-28 00:00:00,401.5
199-D5-104,2015-02-24 00:00:00,317.5
199-D5-104,2015-03-31 00:00:00,310.0
199-D5-104,2015-04-14 00:00:00,308.5
199-D5-104,2015-05-21 00:00:00,273.0
199-D5-104,2015-06-11 00:00:00,265.5
199-D5-104,2015-07-27 00:00:00,258.5
199-D5-104,2015-10-19 00:00:00,218.66666666666666
199-D5-104,2015-11-11 00:00:00,190.0
199-D5-104,2015-12-01 00:00:00,180.0
199-D5-104,2016-01-07 00:00:00,150.0
199-D5-104,2016-02-29 00:00:00,130.0
199-D5-104,2016-05-26 00:00:00,110.0
199-D5-104,2016-08-17 00:00:00,94.0
199-D5-104,2016-11-10 00:00:00,86.5
199-D5-104,2017-02-02 00:00:00,79.5
199-D5-104,2017-06-06 00:00:00,71.0
199-D5-104,2017-08-15 00:00:00,73.0
199-D5-104,2017-10-17 00:00:00,75.5
199-D5-104,2018-01-11 00:00:00,63.5
199-D5-104,2018-04-17 00:00:00,59.5
199-D5-104,2018-07-18 00:00:00,53.0
199-D5-104,2018-10-08 00:00:00,46.5
199-D5-104,2019-01-10 00:00:00,42.75
199-D5-104,2019-04-16 00:00:00,43.0
199-D5-104,2019-07-29 00:00:00,43.35
199-D5-104,2020-01-13 00:00:00,33.8
199-D5-106,2014-01-22 00:00:00,28.85
199-D5-106,2014-02-14 00:00:00,36.0
199-D5-106,2014-03-07 00:00:00,37.85
199-D5-106,2014-04-11 00:00:00,30.65
199-D5-106,2015-01-30 00:00:00,10.25
199-D5-106,2015-02-19 00:00:00,9.45
199-D5-106,2015-03-24 00:00:00,12.55
199-D5-106,2015-05-18 00:00:00,15.65
199-D5-106,2015-08-24 00:00:00,8.2
199-D5-106,2015-11-13 00:00:00,6.7
199-D5-106,2016-02-16 00:00:00,12.0
199-D5-106,2016-05-25 00:00:00,9.45
199-D5-141,2015-10-28 00:00:00,1.5
199-D5-141,2016-10-25 00:00:00,1.5
199-D5-141,2017-10-26 00:00:00,1.5
199-D5-141,2018-10-08 00:00:00,1.5
199-D5-145,2014-01-22 00:00:00,100.5
199-D5-145,2014-02-14 00:00:00,107.5
199-D5-145,2014-03-07 00:00:00,107.0
199-D5-145,2014-04-18 00:00:00,64.0
199-D5-145,2015-01-27 00:00:00,148.0
199-D5-145,2015-02-19 00:00:00,137.0
199-D5-145,2015-03-24 00:00:00,105.95
199-D5-145,2015-04-16 00:00:00,104.0
199-D5-145,2015-05-13 00:00:00,135.5
199-D5-145,2015-06-18 00:00:00,170.0
199-D5-145,2015-07-22 00:00:00,191.5
199-D5-145,2015-08-13 00:00:00,140.0
199-D5-145,2015-09-11 00:00:00,145.0
199-D5-145,2015-10-09 00:00:00,110.0
199-D5-145,2015-11-01 00:00:00,78.5
199-D5-145,2015-12-07 00:00:00,62.5
199-D5-145,2016-01-14 00:00:00,39.5
199-D5-145,2016-02-03 00:00:00,48.5
199-D5-145,2016-03-14 00:00:00,37.0
199-D5-145,2016-04-11 00:00:00,32.0
199-D5-145,2016-05-05 00:00:00,28.5
199-D5-145,2016-06-17 00:00:00,25.5
199-D5-145,2016-07-20 00:00:00,21.5
199-D5-145,2016-11-17 00:00:00,17.0
199-D5-145,2017-02-22 00:00:00,18.5
199-D5-145,2017-05-25 00:00:00,19.5
199-D5-145,2017-11-27 00:00:00,32.5
199-D5-145,2018-02-22 00:00:00,21.0
199-D5-145,2018-05-15 00:00:00,31.0
199-D5-145,2018-11-08 00:00:00,21.0
199-D5-145,2019-02-21 00:00:00,40.5
199-D5-146,2015-02-24 00:00:00,43.150000000000006
199-D5-146,2015-03-31 00:00:00,46.55
199-D5-146,2015-04-14 00:00:00,52.7
199-D5-146,2015-05-21 00:00:00,40.5
199-D5-146,2015-06-11 00:00:00,36.1
199-D5-146,2015-07-20 00:00:00,23.35
199-D5-146,2015-10-19 00:00:00,15.0
199-D5-146,2015-11-11 00:00:00,15.5
199-D5-146,2015-12-01 00:00:00,12.5
199-D5-146,2016-01-07 00:00:00,11.0
199-D5-146,2016-02-29 00:00:00,9.3
199-D5-146,2016-05-26 00:00:00,7.7
199-D5-146,2016-08-17 00:00:00,8.65
199-D5-146,2016-11-10 00:00:00,10.0
199-D5-146,2017-02-02 00:00:00,10.0
199-D5-146,2017-06-29 00:00:00,12.5
199-D5-146,2017-08-15 00:00:00,14.5
199-D5-146,2017-11-08 00:00:00,19.0
199-D5-146,2018-02-07 00:00:00,20.5
199-D5-146,2018-05-30 00:00:00,12.0
199-D5-146,2018-08-02 00:00:00,12.5
199-D5-146,2018-11-29 00:00:00,12.0
199-D5-146,2019-02-06 00:00:00,12.5
199-D5-149,2016-05-25 00:00:00,21.5
199-D5-149,2016-09-07 00:00:00,17.0
199-D5-149,2016-11-18 00:00:00,19.5
199-D5-149,2017-02-16 00:00:00,9.9
199-D5-149,2017-05-25 00:00:00,13.5
199-D5-149,2017-08-07 00:00:00,7.35
199-D5-149,2017-11-28 00:00:00,18.5
199-D5-149,2018-02-22 00:00:00,11.5
199-D5-149,2018-05-15 00:00:00,8.9
199-D5-149,2018-08-16 00:00:00,8.85
199-D5-149,2018-10-31 00:00:00,22.0
199-D5-149,2019-02-21 00:00:00,22.0
199-D5-150,2016-05-23 00:00:00,19.0
199-D5-150,2016-09-07 00:00:00,15.5
199-D5-150,2016-11-20 00:00:00,11.5
199-D5-150,2017-02-16 00:00:00,7.9
199-D5-150,2017-05-26 00:00:00,11.0
199-D5-150,2017-08-07 00:00:00,5.699999999999999
199-D5-150,2017-11-28 00:00:00,4.25
199-D5-150,2018-02-22 00:00:00,5.0
199-D5-150,2018-05-16 00:00:00,6.1
199-D5-150,2018-08-16 00:00:00,6.550000000000001
199-D5-150,2018-11-08 00:00:00,2.95
199-D5-150,2019-03-06 00:00:00,3.48
199-D5-150,2019-11-05 00:00:00,2.99
199-D5-151,2016-05-23 00:00:00,37.0
199-D5-151,2016-06-19 00:00:00,55.0
199-D5-151,2016-07-21 00:00:00,91.5
199-D5-151,2016-10-26 00:00:00,190.0
199-D5-151,2016-11-20 00:00:00,185.0
199-D5-151,2016-12-09 00:00:00,110.0
199-D5-151,2017-01-29 00:00:00,45.0
199-D5-151,2017-02-21 00:00:00,45.0
199-D5-151,2017-03-08 00:00:00,53.0
199-D5-151,2017-04-04 00:00:00,76.0
199-D5-151,2017-05-02 00:00:00,40.5
199-D5-151,2017-06-09 00:00:00,160.0
199-D5-151,2017-07-05 00:00:00,135.0
199-D5-151,2017-08-10 00:00:00,125.0
199-D5-151,2017-09-22 00:00:00,115.0
199-D5-151,2017-11-28 00:00:00,70.0
199-D5-151,2018-02-22 00:00:00,49.5
199-D5-151,2018-05-18 00:00:00,31.0
199-D5-151,2018-10-31 00:00:00,110.0
199-D5-151,2019-03-06 00:00:00,40.2
199-D5-151,2021-02-04 00:00:00,20.1
199-D5-152,2016-05-24 00:00:00,7.25
199-D5-152,2016-06-24 00:00:00,9.0
199-D5-152,2016-07-21 00:00:00,5.7
199-D5-152,2016-10-26 00:00:00,10.5
199-D5-152,2016-11-20 00:00:00,11.5
199-D5-152,2016-12-09 00:00:00,9.1
199-D5-152,2017-01-29 00:00:00,8.15
199-D5-152,2017-02-21 00:00:00,8.15
199-D5-152,2017-03-08 00:00:00,3.0
199-D5-152,2017-04-04 00:00:00,6.45
199-D5-152,2017-05-02 00:00:00,7.1
199-D5-152,2017-06-09 00:00:00,6.65
199-D5-152,2017-07-05 00:00:00,16.0
199-D5-152,2017-08-10 00:00:00,14.0
199-D5-152,2017-09-22 00:00:00,21.5
199-D5-152,2017-11-28 00:00:00,13.5
199-D5-152,2018-02-22 00:00:00,11.5
199-D5-152,2018-05-18 00:00:00,8.149999999999999
199-D5-152,2018-10-31 00:00:00,8.35
199-D5-152,2019-02-27 00:00:00,9.5
199-D5-157,2014-06-26 00:00:00,124.6
199-D5-157,2014-07-21 00:00:00,126.2
199-D5-157,2014-08-06 00:00:00,173.4
199-D5-157,2014-09-17 00:00:00,42.6
199-D5-157,2014-10-01 00:00:00,220.66666666666666
199-D5-157,2014-11-06 00:00:00,256.74
199-D5-157,2014-11-20 00:00:00,172.89999999999998
199-D5-160,2016-10-26 00:00:00,89.5
199-D5-160,2017-02-02 00:00:00,110.0
199-D5-160,2017-03-08 00:00:00,130.0
199-D5-160,2017-04-04 00:00:00,180.0
199-D5-160,2017-05-02 00:00:00,130.0
199-D5-160,2017-06-13 00:00:00,145.0
199-D5-160,2017-07-05 00:00:00,110.0
199-D5-160,2017-08-07 00:00:00,78.5
199-D5-160,2017-09-29 00:00:00,80.0
199-D5-160,2017-10-19 00:00:00,77.5
199-D5-160,2017-11-16 00:00:00,79.5
199-D5-160,2017-12-08 00:00:00,100.0
199-D5-160,2018-01-18 00:00:00,99.5
199-D5-160,2018-02-21 00:00:00,83.5
199-D5-160,2018-03-19 00:00:00,68.25
199-D5-160,2018-04-24 00:00:00,57.0
199-D5-160,2018-05-16 00:00:00,61.75
199-D5-160,2018-06-27 00:00:00,66.0
199-D5-160,2018-07-23 00:00:00,68.5
