NAME,DATE,STD_VALUE_RPTD,REVIEW_QUALIFIER
199-D5-104,2008-02-19,9550.0,
199-D5-104,2008-03-10,9920.0,
199-D5-104,2008-03-11,7970.0,
199-D5-104,2008-03-11,7740.0,
199-D5-104,2008-03-11,7510.0,
199-D5-104,2008-03-11,8890.0,
199-D5-104,2008-03-11,8430.0,
199-D5-104,2008-03-11,8200.0,
199-D5-104,2008-03-11,8660.0,
199-D5-104,2008-04-21,6310.0,
199-D5-104,2008-06-11,6230.0,
199-D5-104,2008-06-11,6610.0,
199-D5-104,2008-06-11,6510.0,
199-D5-104,2008-06-11,6260.0,
199-D5-104,2008-06-24,6160.0,
199-D5-104,2008-07-31,6250.0,
199-D5-104,2008-08-13,5760.0,
199-D5-104,2008-09-05,3970.0,
199-D5-104,2008-10-06,4560.0,
199-D5-104,2008-10-06,5440.0,
199-D5-104,2008-12-03,8080.0,
199-D5-104,2009-01-20,5840.0,
199-D5-104,2009-02-12,4540.0,
199-D5-104,2009-03-09,5000.0,
199-D5-104,2009-04-13,3410.0,
199-D5-104,2009-04-13,4030.0,
199-D5-104,2009-04-13,4050.0,
199-D5-104,2009-05-06,4580.0,
199-D5-104,2009-05-06,4460.0,
199-D5-104,2009-06-19,2240.0,
199-D5-104,2009-06-19,2190.0,
199-D5-104,2009-07-21,3670.0,
199-D5-104,2009-07-21,3660.0,
199-D5-104,2009-08-11,3150.0,
199-D5-104,2009-08-11,3140.0,
199-D5-104,2009-09-14,164.0,
199-D5-104,2009-09-14,165.0,
199-D5-104,2009-10-08,3530.0,
199-D5-104,2009-10-08,3480.0,
199-D5-104,2009-10-08,4160.0,
199-D5-104,2009-10-08,4100.0,
199-D5-104,2009-12-01,4520.0,
199-D5-104,2009-12-01,4550.0,
199-D5-104,2010-02-11,5360.0,
199-D5-104,2010-02-11,5320.0,
199-D5-104,2010-02-16,4920.0,
199-D5-104,2010-03-01,5885.0,
199-D5-104,2010-03-08,6310.0,
199-D5-104,2010-03-11,5750.0,
199-D5-104,2010-03-11,5850.0,
199-D5-104,2010-03-15,6215.0,
199-D5-104,2010-04-14,8910.0,
199-D5-104,2010-04-14,8840.0,
199-D5-104,2010-04-19,7060.0,
199-D5-104,2010-05-03,7165.0,
199-D5-104,2010-05-10,7315.0,
199-D5-104,2010-05-14,7210.0,
199-D5-104,2010-05-14,7140.0,
199-D5-104,2010-07-19,6125.0,
199-D5-104,2010-07-22,6020.0,
199-D5-104,2010-07-22,5910.0,
199-D5-104,2010-07-26,5840.0,
199-D5-104,2010-08-02,6085.0,
199-D5-104,2010-08-09,2465.0,
199-D5-104,2010-09-13,6905.0,
199-D5-104,2010-10-11,7615.0,
199-D5-104,2010-10-18,7680.0,
199-D5-104,2010-11-01,7500.0,
199-D5-104,2011-06-30,4390.0,
199-D5-104,2011-07-06,5205.0,
199-D5-104,2011-08-02,4650.0,
199-D5-104,2011-08-08,4070.0,
199-D5-104,2011-09-01,5130.0,
199-D5-104,2011-10-05,7800.0,
199-D5-104,2011-11-02,10304.0,
199-D5-104,2011-12-07,9808.0,
199-D5-104,2012-01-09,8272.0,
199-D5-104,2012-02-02,8130.0,
199-D5-104,2012-02-13,8176.0,
199-D5-104,2012-03-08,7984.0,
199-D5-104,2012-04-03,7600.0,
199-D5-104,2012-04-29,6950.0,G
199-D5-104,2012-04-29,6848.0,
199-D5-104,2012-05-15,6740.0,
199-D5-104,2012-05-30,6820.0,
199-D5-104,2012-06-05,6192.0,
199-D5-104,2012-07-11,5464.0,
199-D5-104,2012-07-12,5050.0,
199-D5-104,2012-07-22,4870.0,
199-D5-104,2012-07-22,4864.0,
199-D5-104,2012-08-01,3920.0,
199-D5-104,2012-08-09,4040.0,
199-D5-104,2012-08-30,4280.0,
199-D5-104,2012-09-05,4380.0,
199-D5-104,2012-10-01,4544.0,
199-D5-104,2012-10-22,4200.0,
199-D5-104,2012-10-28,4310.0,
199-D5-104,2012-11-05,3520.0,
199-D5-104,2012-12-03,4160.0,
199-D5-104,2013-01-07,3712.0,
199-D5-104,2013-01-14,4880.0,
199-D5-104,2013-01-21,3872.0,
199-D5-104,2013-01-28,3150.0,
199-D5-104,2013-01-28,3340.0,
199-D5-104,2013-02-04,3488.0,
199-D5-104,2013-02-11,3456.0,
199-D5-104,2013-02-19,3584.0,
199-D5-104,2013-02-25,3732.0,
199-D5-104,2013-03-07,4200.0,
199-D5-104,2013-03-07,4608.0,
199-D5-104,2013-03-12,4384.0,
199-D5-104,2013-03-18,4432.0,
199-D5-104,2013-03-25,5088.0,
199-D5-104,2013-04-02,5248.0,
199-D5-104,2013-04-08,5392.0,
199-D5-104,2013-04-15,5328.0,
199-D5-104,2013-04-23,5184.0,
199-D5-104,2013-05-01,4640.0,
199-D5-104,2013-05-02,4800.0,
199-D5-104,2013-05-06,4768.0,
199-D5-104,2013-05-13,4330.0,
199-D5-104,2013-05-14,4576.0,
199-D5-104,2013-05-20,4480.0,
199-D5-104,2013-05-30,4080.0,
199-D5-104,2013-06-04,3888.0,
199-D5-104,2013-06-10,3408.0,
199-D5-104,2013-06-12,3460.0,
199-D5-104,2013-06-12,3440.0,
199-D5-104,2013-06-17,3520.0,
199-D5-104,2013-06-24,3296.0,
199-D5-104,2013-07-02,3440.0,
199-D5-104,2013-07-15,2960.0,
199-D5-104,2013-07-22,2832.0,
199-D5-104,2013-07-29,2848.0,
199-D5-104,2013-08-01,2690.0,H
199-D5-104,2013-08-06,2736.0,
199-D5-104,2013-08-08,2360.0,
199-D5-104,2013-08-19,2576.0,
199-D5-104,2013-08-28,2560.0,
199-D5-104,2013-09-04,2480.0,
199-D5-104,2013-09-09,2784.0,
199-D5-104,2013-09-24,2704.0,
199-D5-104,2013-10-15,3376.0,
199-D5-104,2013-11-06,3400.0,
199-D5-104,2013-11-07,3552.0,
199-D5-104,2013-11-21,3480.0,
199-D5-104,2013-12-11,3460.0,
199-D5-104,2013-12-11,3520.0,
199-D5-104,2013-12-16,3408.0,
199-D5-104,2014-01-02,3376.0,
199-D5-104,2014-01-15,3290.0,
199-D5-104,2014-01-30,3440.0,
199-D5-104,2014-02-20,3616.0,
199-D5-104,2014-02-26,3370.0,GQ
199-D5-104,2014-03-04,3408.0,
199-D5-104,2014-03-06,3250.0,G
199-D5-104,2014-03-20,3210.0,
199-D5-104,2014-04-01,2608.0,
199-D5-104,2014-04-03,2560.0,
199-D5-104,2014-04-17,2000.0,
199-D5-104,2014-04-17,1910.0,
199-D5-104,2014-04-30,1790.0,
199-D5-104,2014-05-06,1936.0,
199-D5-104,2014-06-12,1424.0,
199-D5-104,2014-07-02,1808.0,
199-D5-104,2014-08-06,2288.0,
199-D5-104,2014-09-10,1696.0,
199-D5-104,2014-10-02,1280.0,
199-D5-104,2014-10-29,790.0,
199-D5-104,2014-10-29,799.0,
199-D5-104,2014-11-20,528.0,
199-D5-104,2014-11-25,540.0,
199-D5-104,2014-12-02,515.0,
199-D5-104,2014-12-10,483.0,
199-D5-104,2014-12-15,469.0,Q
199-D5-104,2014-12-16,472.0,
199-D5-104,2014-12-29,465.0,
199-D5-104,2015-01-08,440.0,
199-D5-104,2015-01-15,430.0,
199-D5-104,2015-01-19,432.0,
199-D5-104,2015-01-27,408.0,
199-D5-104,2015-01-28,404.0,
199-D5-104,2015-01-28,399.0,
199-D5-104,2015-02-03,393.0,
199-D5-104,2015-02-10,376.0,
199-D5-104,2015-02-19,312.0,
199-D5-104,2015-02-24,318.0,
199-D5-104,2015-02-24,317.0,
199-D5-104,2015-02-25,318.0,
199-D5-104,2015-03-05,330.0,
199-D5-104,2015-03-10,328.0,
199-D5-104,2015-03-26,312.0,
199-D5-104,2015-03-30,320.0,
199-D5-104,2015-03-31,310.0,
199-D5-104,2015-04-06,304.0,
199-D5-104,2015-04-14,307.0,
199-D5-104,2015-04-14,310.0,
199-D5-104,2015-04-15,303.0,
199-D5-104,2015-04-23,315.0,
199-D5-104,2015-04-30,293.0,
199-D5-104,2015-05-06,289.0,
199-D5-104,2015-05-13,280.0,
199-D5-104,2015-05-20,272.0,
199-D5-104,2015-05-21,273.0,
199-D5-104,2015-05-27,264.0,
199-D5-104,2015-06-03,260.0,
199-D5-104,2015-06-09,259.0,
199-D5-104,2015-06-11,265.0,
199-D5-104,2015-06-11,266.0,
199-D5-104,2015-06-16,267.0,
199-D5-104,2015-06-24,257.0,
199-D5-104,2015-06-29,257.0,
199-D5-104,2015-07-09,262.0,
199-D5-104,2015-07-14,251.0,
199-D5-104,2015-07-23,263.0,
199-D5-104,2015-07-27,261.0,
199-D5-104,2015-07-27,256.0,
199-D5-104,2015-07-28,257.0,
199-D5-104,2015-08-03,256.0,
199-D5-104,2015-08-10,262.0,
199-D5-104,2015-08-18,242.0,
199-D5-104,2015-08-24,251.0,
199-D5-104,2015-09-01,253.0,
199-D5-104,2015-09-10,222.0,
199-D5-104,2015-09-16,201.0,
199-D5-104,2015-09-21,222.0,
199-D5-104,2015-10-01,227.0,
199-D5-104,2015-10-06,225.0,
199-D5-104,2015-10-14,217.0,
199-D5-104,2015-10-19,220.0,
199-D5-104,2015-10-19,210.0,
199-D5-104,2015-10-19,226.0,
199-D5-104,2015-10-20,217.0,
199-D5-104,2015-10-29,195.0,
199-D5-104,2015-11-05,200.0,
199-D5-104,2015-11-09,199.0,
199-D5-104,2015-11-11,190.0,
199-D5-104,2015-11-18,175.0,
199-D5-104,2015-11-24,186.0,
199-D5-104,2015-12-01,180.0,
199-D5-104,2015-12-03,184.0,
199-D5-104,2015-12-07,177.0,
199-D5-104,2015-12-15,173.0,
199-D5-104,2015-12-21,166.0,
199-D5-104,2015-12-28,156.0,
199-D5-104,2016-01-04,147.0,
199-D5-104,2016-01-07,150.0,
199-D5-104,2016-01-14,158.0,
199-D5-104,2016-01-18,161.0,
199-D5-104,2016-02-03,152.0,
199-D5-104,2016-02-08,139.0,
199-D5-104,2016-02-18,148.0,
199-D5-104,2016-02-22,142.0,
199-D5-104,2016-02-29,130.0,
199-D5-104,2016-03-01,136.0,
199-D5-104,2016-03-07,135.0,
199-D5-104,2016-03-15,128.0,
199-D5-104,2016-03-22,130.0,
199-D5-104,2016-03-28,126.0,
199-D5-104,2016-04-04,123.0,
199-D5-104,2016-04-18,121.0,
199-D5-104,2016-04-25,117.0,
199-D5-104,2016-05-02,102.0,
199-D5-104,2016-05-11,115.0,
199-D5-104,2016-05-17,115.0,
199-D5-104,2016-05-23,112.0,
199-D5-104,2016-05-26,110.0,H
199-D5-104,2016-06-02,112.0,
199-D5-104,2016-06-08,107.0,
199-D5-104,2016-06-13,110.0,
199-D5-104,2016-06-20,98.0,
199-D5-104,2016-06-27,87.0,
199-D5-104,2016-07-13,108.0,
199-D5-104,2016-07-19,103.0,
199-D5-104,2016-07-25,100.0,
199-D5-104,2016-08-01,93.0,
199-D5-104,2016-08-10,101.0,G
199-D5-104,2016-08-15,98.0,
199-D5-104,2016-08-17,94.0,
199-D5-104,2016-08-25,101.0,
199-D5-104,2016-08-30,98.0,
199-D5-104,2016-09-06,97.0,
199-D5-104,2016-09-14,97.0,
199-D5-104,2016-09-21,101.0,
199-D5-104,2016-09-28,81.0,
199-D5-104,2016-10-05,91.0,
199-D5-104,2016-10-12,92.0,
199-D5-104,2016-10-19,88.0,
199-D5-104,2016-10-26,84.0,
199-D5-104,2016-11-02,88.0,
199-D5-104,2016-11-09,74.0,
199-D5-104,2016-11-10,86.0,
199-D5-104,2016-11-10,87.0,
199-D5-104,2016-11-16,76.0,
199-D5-104,2016-11-21,92.0,
199-D5-104,2016-11-30,84.0,
199-D5-104,2016-12-19,81.0,
199-D5-104,2017-01-17,84.0,
199-D5-104,2017-02-02,79.0,
199-D5-104,2017-02-02,80.0,
199-D5-104,2017-02-21,73.0,
199-D5-104,2017-03-28,80.0,
199-D5-104,2017-04-25,68.0,
199-D5-104,2017-05-01,79.0,
199-D5-104,2017-06-06,71.0,
199-D5-104,2017-06-06,70.0,
199-D5-104,2017-06-06,72.0,
199-D5-104,2017-06-19,73.0,
199-D5-104,2017-07-13,74.0,
199-D5-104,2017-08-07,75.0,
199-D5-104,2017-08-15,73.0,
199-D5-104,2017-09-11,80.0,
199-D5-104,2017-10-17,75.0,
199-D5-104,2017-10-17,76.0,
199-D5-104,2017-10-18,84.0,
199-D5-104,2017-11-15,86.0,
199-D5-104,2017-12-06,74.0,
199-D5-104,2018-01-11,62.0,
199-D5-104,2018-01-11,65.0,
199-D5-104,2018-02-20,67.0,
199-D5-104,2018-03-14,67.0,
199-D5-104,2018-04-10,63.0,
199-D5-104,2018-04-17,60.0,
199-D5-104,2018-04-17,59.0,
199-D5-104,2018-05-14,63.0,
199-D5-104,2018-06-20,60.0,
199-D5-104,2018-07-09,61.0,
199-D5-104,2018-07-18,53.0,
199-D5-104,2018-08-22,54.0,
199-D5-104,2018-09-25,44.0,
199-D5-104,2018-10-08,46.0,
199-D5-104,2018-10-08,47.0,
199-D5-104,2018-10-10,42.0,
199-D5-104,2018-11-14,56.0,
199-D5-104,2018-12-11,34.0,
199-D5-104,2019-01-10,42.0,
199-D5-104,2019-01-10,43.0,
199-D5-104,2019-01-16,38.0,
199-D5-104,2019-02-07,42.0,
199-D5-104,2019-03-06,42.0,
199-D5-104,2019-04-01,46.0,
199-D5-104,2019-04-16,43.3,
199-D5-104,2019-04-16,42.7,
199-D5-104,2019-05-21,44.0,
199-D5-104,2019-06-17,42.0,
199-D5-104,2019-07-11,43.0,
199-D5-104,2019-07-29,43.7,
199-D5-104,2019-07-29,43.0,
199-D5-104,2019-08-19,40.0,
199-D5-104,2019-09-09,47.0,
199-D5-104,2019-10-14,37.0,
199-D5-104,2019-10-30,33.5,H
199-D5-104,2019-11-20,36.0,
199-D5-104,2019-12-16,33.0,
199-D5-104,2020-01-07,24.0,
199-D5-104,2020-01-13,33.7,H
199-D5-104,2020-01-13,33.9,H
199-D5-104,2020-02-11,35.0,
199-D5-104,2020-08-13,34.0,H
199-D5-104,2020-08-31,28.3,
199-D5-104,2020-09-28,32.0,
199-D5-104,2020-10-06,30.0,
199-D5-104,2020-10-21,20.0,
199-D5-104,2020-11-17,32.0,
199-D5-104,2021-01-13,27.9,H
199-D5-104,2021-01-25,56.0,
199-D5-104,2021-02-18,33.0,
199-D5-104,2021-03-18,32.0,
199-D5-104,2021-04-13,29.3,H
199-D5-104,2021-04-26,36.0,
199-D5-104,2021-05-17,33.0,
199-D5-104,2021-06-02,25.0,
199-D5-104,2021-07-13,27.96,
199-D5-104,2021-07-20,30.0,
199-D5-104,2021-08-26,26.0,
199-D5-104,2021-09-27,34.0,
199-D5-104,2021-10-19,30.0,
199-D5-104,2021-10-27,36.0,
199-D5-104,2021-12-28,41.0,
199-D5-104,2023-09-28,15.2,
199-D5-104,2023-10-25,15.7,
199-D5-104,2023-10-25,15.9,
199-D5-104,2023-11-14,17.3,
199-D5-104,2023-12-11,19.0,
199-D5-106,2007-03-28,9.0,
199-D5-106,2011-09-22,49.8,
199-D5-106,2011-12-16,63.2,
199-D5-106,2012-10-05,33.1,
199-D5-106,2013-10-21,26.1,
199-D5-106,2013-11-26,33.4,
199-D5-106,2013-11-26,32.4,
199-D5-106,2013-12-13,28.3,
199-D5-106,2013-12-13,28.1,
199-D5-106,2014-01-22,28.7,
199-D5-106,2014-01-22,29.0,
199-D5-106,2014-02-14,36.1,
199-D5-106,2014-02-14,35.9,
199-D5-106,2014-03-07,36.6,
199-D5-106,2014-03-07,39.1,
199-D5-106,2014-04-11,30.4,
199-D5-106,2014-04-11,30.9,
199-D5-106,2014-06-11,26.0,
199-D5-106,2014-06-20,24.0,
199-D5-106,2014-07-15,23.0,
199-D5-106,2014-08-05,18.0,
199-D5-106,2014-09-05,29.0,
199-D5-106,2014-10-27,23.5,
199-D5-106,2014-11-07,14.6,
199-D5-106,2014-12-17,17.9,Q
199-D5-106,2015-01-30,10.1,
199-D5-106,2015-01-30,10.4,
199-D5-106,2015-02-19,9.7,
199-D5-106,2015-02-19,9.2,
199-D5-106,2015-03-24,11.6,
199-D5-106,2015-03-24,13.5,
199-D5-106,2015-05-18,15.3,
199-D5-106,2015-05-18,16.0,
199-D5-106,2015-08-24,8.5,
199-D5-106,2015-08-24,7.9,
199-D5-106,2015-11-13,6.7,
199-D5-106,2016-02-16,12.0,H
199-D5-106,2016-05-25,9.5,
199-D5-106,2016-05-25,9.4,
199-D5-106,2023-09-20,5.31,
199-D5-106,2023-10-13,4.63,
199-D5-106,2023-11-17,6.68,
199-D5-123,2008-10-05,2.0,H
199-D5-123,2008-10-06,2.0,
199-D5-123,2008-10-08,2.0,
199-D5-123,2008-10-16,473.0,
199-D5-123,2008-12-31,214.0,
199-D5-123,2008-12-31,219.0,
199-D5-123,2008-12-31,218.0,
199-D5-123,2008-12-31,212.0,
199-D5-123,2008-12-31,195.0,
199-D5-123,2008-12-31,192.0,
199-D5-123,2008-12-31,186.0,
199-D5-123,2008-12-31,158.0,
199-D5-123,2008-12-31,143.0,
199-D5-123,2008-12-31,128.0,
199-D5-123,2008-12-31,110.0,
199-D5-123,2008-12-31,162.0,
199-D5-123,2008-12-31,88.6,
199-D5-123,2008-12-31,67.6,
199-D5-123,2008-12-31,55.2,
199-D5-123,2008-12-31,45.7,
199-D5-123,2008-12-31,45.2,
199-D5-123,2008-12-31,175.0,
199-D5-123,2009-01-20,340.0,
199-D5-123,2009-02-12,360.0,
199-D5-123,2009-03-23,352.0,
199-D5-123,2009-04-13,377.0,
199-D5-123,2009-04-13,376.0,
199-D5-123,2009-05-06,344.0,
199-D5-123,2009-05-06,345.0,
199-D5-123,2009-06-15,282.0,
199-D5-123,2009-06-15,273.0,
199-D5-123,2009-07-21,335.0,
199-D5-123,2009-07-21,320.0,
199-D5-123,2009-08-11,396.0,
199-D5-123,2009-08-11,397.0,
199-D5-123,2009-09-14,464.0,
199-D5-123,2009-09-14,461.0,
199-D5-123,2009-10-08,486.0,
199-D5-123,2009-10-08,485.0,
199-D5-123,2009-11-09,510.0,
199-D5-123,2009-11-09,522.0,
199-D5-123,2009-12-15,520.0,
199-D5-123,2009-12-15,515.0,
199-D5-123,2010-01-15,489.0,
199-D5-123,2010-01-15,488.0,
199-D5-123,2010-02-11,469.0,
199-D5-123,2010-02-11,463.0,
199-D5-123,2010-03-11,432.0,
199-D5-123,2010-03-11,398.0,
199-D5-123,2010-04-06,385.0,
199-D5-123,2010-04-06,382.0,
199-D5-123,2010-05-16,318.0,
199-D5-123,2010-05-16,317.0,
199-D5-123,2010-06-23,254.0,
199-D5-123,2010-06-23,252.0,
199-D5-123,2010-06-23,268.0,
199-D5-123,2010-06-23,266.0,
199-D5-123,2010-07-21,235.0,
199-D5-123,2010-07-21,261.0,
199-D5-123,2010-07-21,258.0,
199-D5-123,2010-08-17,232.0,
199-D5-123,2010-08-17,254.0,
199-D5-123,2010-08-17,253.0,
199-D5-123,2010-09-08,254.0,
199-D5-123,2010-09-08,248.0,
199-D5-123,2010-09-08,307.0,
199-D5-123,2010-09-08,299.0,
199-D5-123,2011-01-30,279.0,
199-D5-123,2011-01-30,277.0,
199-D5-123,2011-04-05,197.0,
199-D5-123,2011-05-02,205.0,
199-D5-123,2011-05-02,208.0,
199-D5-123,2011-05-24,176.0,
199-D5-123,2011-05-24,179.0,
199-D5-123,2011-06-20,175.0,
199-D5-123,2011-08-24,203.0,
199-D5-123,2011-10-13,170.0,
199-D5-123,2012-02-07,79.2,
199-D5-123,2012-05-29,83.3,
199-D5-123,2012-06-19,81.5,
199-D5-123,2012-11-20,50.5,
199-D5-123,2013-02-13,46.8,
199-D5-123,2013-05-21,39.3,
199-D5-123,2013-09-13,41.1,
199-D5-123,2013-12-20,37.4,
199-D5-123,2014-03-24,32.9,
199-D5-123,2014-12-19,31.2,
199-D5-123,2015-02-27,29.2,
199-D5-123,2015-02-27,29.8,
199-D5-123,2015-05-29,28.4,
199-D5-123,2015-05-29,28.6,
199-D5-123,2015-08-26,23.0,
199-D5-123,2015-12-18,17.0,
199-D5-123,2016-03-15,12.0,
199-D5-123,2016-03-15,13.0,
199-D5-123,2016-06-19,9.3,
199-D5-123,2016-06-19,8.8,
199-D5-123,2016-12-08,7.3,
199-D5-123,2016-12-08,7.5,
199-D5-123,2017-12-08,5.9,
199-D5-123,2018-12-14,4.0,
199-D5-123,2018-12-14,4.2,
199-D5-123,2019-12-03,5.78,H
199-D5-123,2020-12-07,4.24,
199-D5-123,2020-12-07,4.54,
199-D5-123,2021-11-15,5.04,
199-D5-123,2023-10-05,4.45,
199-D5-128,2010-02-10,3.6,
199-D5-128,2023-10-16,10.2,
199-D5-133,2010-11-29,31.1,
199-D5-133,2010-11-29,36.0,
199-D5-133,2010-11-29,2.0,
199-D5-133,2010-11-30,9.9,
199-D5-133,2010-11-30,7.4,
199-D5-133,2010-12-01,2.0,
199-D5-133,2011-08-23,8.2,
199-D5-133,2012-01-30,32.9,
199-D5-133,2012-05-29,41.0,
199-D5-133,2012-07-26,17.5,A
199-D5-133,2012-10-22,14.4,
199-D5-133,2013-02-01,32.0,
199-D5-133,2013-04-17,32.6,
199-D5-133,2013-07-31,14.6,
199-D5-133,2013-11-15,16.6,
199-D5-133,2014-01-31,32.4,
199-D5-133,2014-02-07,65.0,
199-D5-133,2014-03-07,16.5,
199-D5-133,2014-03-21,22.6,
199-D5-133,2014-04-04,27.9,A
199-D5-133,2014-04-18,21.2,
199-D5-133,2014-04-30,23.5,
199-D5-133,2014-11-14,4.2,
199-D5-133,2015-02-26,3.4,
199-D5-133,2015-02-26,4.1,
199-D5-133,2015-05-18,3.3,
199-D5-133,2015-05-18,3.2,
199-D5-133,2015-08-13,4.0,
199-D5-133,2015-08-13,4.3,
199-D5-133,2015-11-08,3.5,
199-D5-133,2015-11-08,3.4,
199-D5-133,2016-02-10,7.2,
199-D5-133,2016-02-10,7.4,
199-D5-133,2016-05-23,3.3,
199-D5-133,2016-05-23,3.2,
199-D5-133,2016-11-17,2.0,
199-D5-133,2016-11-17,2.6,
199-D5-133,2017-02-22,2.5,
199-D5-133,2017-02-22,2.3,
199-D5-133,2017-05-25,2.7,
199-D5-133,2017-05-25,2.5,
199-D5-133,2017-11-27,1.8,
199-D5-133,2017-11-27,1.5,
199-D5-133,2018-02-22,1.5,
199-D5-133,2018-05-15,2.3,
199-D5-133,2018-05-15,2.5,
199-D5-133,2018-11-09,1.5,
199-D5-133,2018-11-09,2.3,
199-D5-133,2019-02-21,1.5,
199-D5-133,2019-05-21,4.13,H
199-D5-133,2019-11-04,2.61,
199-D5-133,2020-02-11,1.69,
199-D5-133,2020-11-11,1.3,H
199-D5-133,2021-02-02,1.5,
199-D5-133,2021-05-18,5.68,
199-D5-133,2021-11-16,2.5,
199-D5-133,2023-10-13,35.2,
199-D5-133,2023-11-15,32.3,
199-D5-142,2011-01-27,79.0,
199-D5-142,2011-01-27,78.0,
199-D5-142,2011-04-21,16.0,
199-D5-142,2012-06-15,33.1,
199-D5-142,2012-07-26,34.7,
199-D5-142,2012-10-17,24.3,
199-D5-142,2013-02-01,21.6,
199-D5-142,2013-04-17,27.3,
199-D5-142,2013-07-31,30.7,
199-D5-142,2013-11-15,20.0,
199-D5-142,2014-02-07,20.8,
199-D5-142,2015-02-27,8.9,
199-D5-142,2015-02-27,8.1,
199-D5-142,2015-05-29,7.6,
199-D5-142,2015-05-29,8.8,
199-D5-142,2015-05-29,8.1,
199-D5-142,2015-05-29,7.9,
199-D5-142,2015-09-10,5.9,
199-D5-142,2015-11-09,3.9,
199-D5-142,2015-11-09,4.1,
199-D5-142,2016-02-09,5.0,
199-D5-142,2016-02-09,5.5,
199-D5-142,2016-02-09,5.3,
199-D5-142,2016-05-26,5.6,H
199-D5-142,2016-11-14,4.3,
199-D5-142,2016-11-14,3.6,
199-D5-142,2017-11-16,2.4,
199-D5-142,2017-11-16,3.6,
199-D5-142,2018-11-02,3.5,
199-D5-142,2018-11-02,3.8,
199-D5-142,2019-11-04,4.71,
199-D5-142,2020-12-21,4.08,H
199-D5-142,2021-12-17,6.58,
199-D5-142,2023-10-17,2.5,
199-D5-145,2013-02-27,134.0,
199-D5-145,2013-02-27,137.0,
199-D5-145,2013-05-16,99.9,
199-D5-145,2013-11-18,79.6,
199-D5-145,2014-01-22,100.0,
199-D5-145,2014-01-22,101.0,
199-D5-145,2014-01-31,102.0,
199-D5-145,2014-02-14,108.0,
199-D5-145,2014-02-14,107.0,
199-D5-145,2014-03-07,108.0,
199-D5-145,2014-03-07,106.0,
199-D5-145,2014-03-21,81.5,
199-D5-145,2014-04-04,78.8,
199-D5-145,2014-04-18,61.4,A
199-D5-145,2014-04-18,66.6,A
199-D5-145,2014-04-30,69.3,
199-D5-145,2014-05-15,65.0,
199-D5-145,2014-06-12,58.0,
199-D5-145,2014-07-10,61.0,
199-D5-145,2014-08-07,90.0,
199-D5-145,2014-09-04,100.0,A
199-D5-145,2014-10-01,118.0,A
199-D5-145,2014-11-06,114.0,
199-D5-145,2014-12-17,149.0,Q
199-D5-145,2015-01-27,149.0,
199-D5-145,2015-01-27,147.0,
199-D5-145,2015-02-19,139.0,
199-D5-145,2015-02-19,135.0,
199-D5-145,2015-03-24,96.9,
199-D5-145,2015-03-24,115.0,
199-D5-145,2015-04-16,103.0,
199-D5-145,2015-04-16,105.0,
199-D5-145,2015-05-13,134.0,
199-D5-145,2015-05-13,137.0,
199-D5-145,2015-06-18,169.0,
199-D5-145,2015-06-18,171.0,
199-D5-145,2015-07-22,192.0,
199-D5-145,2015-07-22,191.0,
199-D5-145,2015-08-13,140.0,
199-D5-145,2015-09-11,140.0,
199-D5-145,2015-09-11,150.0,
199-D5-145,2015-10-09,110.0,
199-D5-145,2015-11-01,77.0,
199-D5-145,2015-11-01,80.0,
199-D5-145,2015-12-07,63.0,
199-D5-145,2015-12-07,62.0,
199-D5-145,2016-01-14,38.0,
199-D5-145,2016-01-14,41.0,
199-D5-145,2016-02-03,48.0,
199-D5-145,2016-02-03,49.0,
199-D5-145,2016-03-14,36.0,
199-D5-145,2016-03-14,38.0,
199-D5-145,2016-04-11,32.0,
199-D5-145,2016-05-05,28.0,
199-D5-145,2016-05-05,29.0,
199-D5-145,2016-06-17,25.0,
199-D5-145,2016-06-17,26.0,
199-D5-145,2016-07-20,21.0,
199-D5-145,2016-07-20,22.0,
199-D5-145,2016-11-17,17.0,
199-D5-145,2017-02-22,18.0,
199-D5-145,2017-02-22,19.0,
199-D5-145,2017-05-25,19.0,
199-D5-145,2017-05-25,20.0,
199-D5-145,2017-11-27,31.0,
199-D5-145,2017-11-27,34.0,
199-D5-145,2018-02-22,21.0,
199-D5-145,2018-05-15,31.0,
199-D5-145,2018-11-08,22.0,
199-D5-145,2018-11-08,20.0,
199-D5-145,2019-02-21,40.0,A
199-D5-145,2019-02-21,41.0,A
199-D5-145,2019-05-21,38.8,H
199-D5-145,2019-11-04,12.1,
199-D5-145,2020-02-11,15.0,
199-D5-145,2020-11-10,10.1,H
199-D5-145,2021-02-09,11.3,
199-D5-145,2021-05-18,18.1,
199-D5-145,2021-11-19,9.55,
199-D5-145,2023-09-20,5.57,
199-D5-145,2023-09-20,5.5,
199-D5-145,2023-10-16,4.82,
199-D5-145,2023-11-13,7.81,
199-D5-146,2013-03-11,49.4,
199-D5-146,2013-05-16,53.6,
199-D5-146,2013-10-16,28.0,
199-D5-146,2014-01-22,31.1,
199-D5-146,2014-01-31,29.9,
199-D5-146,2014-02-14,26.2,
199-D5-146,2014-03-07,29.4,
199-D5-146,2014-03-21,27.3,
199-D5-146,2014-04-04,25.3,
199-D5-146,2014-06-03,26.0,
199-D5-146,2014-06-12,39.0,
199-D5-146,2014-07-07,53.0,
199-D5-146,2014-08-06,63.0,
199-D5-146,2014-09-10,64.0,
