NAME,DATE,STD_VALUE_RPTD,REVIEW_QUALIFIER
199-D5-146,2014-10-02,57.0,
199-D5-146,2014-11-20,60.0,
199-D5-146,2014-12-02,67.0,
199-D5-146,2014-12-15,65.0,Q
199-D5-146,2015-01-08,64.0,
199-D5-146,2015-01-15,69.7,
199-D5-146,2015-02-03,56.0,
199-D5-146,2015-02-24,42.2,
199-D5-146,2015-02-24,44.1,
199-D5-146,2015-03-10,46.0,
199-D5-146,2015-03-31,47.0,
199-D5-146,2015-03-31,46.1,
199-D5-146,2015-04-14,53.6,
199-D5-146,2015-04-14,51.8,
199-D5-146,2015-04-23,50.0,
199-D5-146,2015-05-06,43.0,
199-D5-146,2015-05-21,40.5,
199-D5-146,2015-06-09,32.0,
199-D5-146,2015-06-11,36.1,
199-D5-146,2015-07-20,23.5,
199-D5-146,2015-07-20,23.2,
199-D5-146,2015-07-28,21.0,
199-D5-146,2015-08-03,22.0,
199-D5-146,2015-09-23,14.0,
199-D5-146,2015-10-19,15.0,A
199-D5-146,2015-10-20,16.0,
199-D5-146,2015-11-11,18.0,
199-D5-146,2015-11-11,13.0,
199-D5-146,2015-11-18,2.0,
199-D5-146,2015-12-01,13.0,
199-D5-146,2015-12-01,12.0,
199-D5-146,2015-12-07,13.0,
199-D5-146,2016-01-04,18.0,
199-D5-146,2016-01-07,11.0,
199-D5-146,2016-02-03,11.0,
199-D5-146,2016-02-29,9.4,
199-D5-146,2016-02-29,9.2,
199-D5-146,2016-03-07,11.0,
199-D5-146,2016-04-04,7.0,
199-D5-146,2016-05-02,-7.0,
199-D5-146,2016-05-26,7.4,H
199-D5-146,2016-05-26,8.0,H
199-D5-146,2016-06-14,8.0,
199-D5-146,2016-07-05,7.0,
199-D5-146,2016-08-02,2.0,
199-D5-146,2016-08-17,8.9,
199-D5-146,2016-08-17,8.4,
199-D5-146,2016-09-21,9.0,
199-D5-146,2016-10-05,5.0,
199-D5-146,2016-11-02,14.0,
199-D5-146,2016-11-10,10.0,
199-D5-146,2016-12-14,7.0,
199-D5-146,2017-01-16,14.0,
199-D5-146,2017-02-02,10.0,
199-D5-146,2017-02-07,9.0,
199-D5-146,2017-03-20,2.0,
199-D5-146,2017-04-12,10.0,
199-D5-146,2017-05-01,9.0,
199-D5-146,2017-06-08,19.0,
199-D5-146,2017-06-29,13.0,
199-D5-146,2017-06-29,12.0,
199-D5-146,2017-07-05,19.0,
199-D5-146,2017-08-07,16.0,
199-D5-146,2017-08-15,15.0,
199-D5-146,2017-08-15,14.0,
199-D5-146,2017-09-20,20.0,
199-D5-146,2017-10-12,19.0,
199-D5-146,2017-11-08,19.0,
199-D5-146,2017-11-13,24.0,
199-D5-146,2017-12-06,27.0,
199-D5-146,2018-02-07,21.0,
199-D5-146,2018-02-07,20.0,
199-D5-146,2018-02-21,20.0,
199-D5-146,2018-03-14,18.0,
199-D5-146,2018-04-05,10.0,
199-D5-146,2018-05-10,14.0,
199-D5-146,2018-05-30,12.0,
199-D5-146,2018-06-11,15.0,
199-D5-146,2018-07-09,11.0,
199-D5-146,2018-08-02,13.0,
199-D5-146,2018-08-02,12.0,
199-D5-146,2018-08-06,23.0,
199-D5-146,2018-09-11,17.0,
199-D5-146,2018-10-11,7.0,
199-D5-146,2018-11-07,5.0,
199-D5-146,2018-11-29,12.0,A
199-D5-146,2018-12-03,12.0,
199-D5-146,2019-01-10,20.0,
199-D5-146,2019-02-06,12.0,
199-D5-146,2019-02-06,13.0,
199-D5-146,2019-02-07,13.0,
199-D5-146,2019-03-06,7.0,
199-D5-146,2019-04-01,17.0,
199-D5-146,2019-05-09,3.0,
199-D5-146,2019-05-28,7.14,
199-D5-146,2019-06-17,5.0,
199-D5-146,2019-07-01,8.0,
199-D5-146,2019-08-05,8.0,
199-D5-146,2019-08-19,7.67,H
199-D5-146,2019-10-07,8.0,
199-D5-146,2019-11-07,13.0,
199-D5-146,2019-11-21,7.73,H
199-D5-146,2019-12-16,1.0,
199-D5-146,2020-01-07,3.0,
199-D5-146,2020-02-13,18.0,
199-D5-146,2020-02-25,7.49,
199-D5-146,2020-03-03,9.0,
199-D5-146,2020-08-13,4.0,H
199-D5-146,2020-08-31,7.74,
199-D5-146,2020-09-23,11.0,
199-D5-146,2020-10-15,15.0,
199-D5-146,2020-11-02,8.09,
199-D5-146,2020-11-12,23.0,
199-D5-146,2021-01-21,19.0,
199-D5-146,2021-02-09,10.2,
199-D5-146,2021-02-10,8.0,
199-D5-146,2021-03-10,7.0,
199-D5-146,2021-04-07,10.0,
199-D5-146,2021-04-19,9.71,H
199-D5-146,2021-05-12,8.0,
199-D5-146,2021-06-02,5.0,
199-D5-146,2021-07-15,10.0,
199-D5-146,2021-08-03,6.24,
199-D5-146,2021-08-26,7.0,
199-D5-146,2021-09-23,8.0,
199-D5-146,2021-10-19,7.26,
199-D5-146,2021-10-27,10.0,
199-D5-146,2023-09-28,43.6,
199-D5-146,2023-10-25,37.0,
199-D5-146,2023-11-14,39.2,
199-D5-146,2023-12-11,36.0,
199-D5-149,2016-01-21,3.0,
199-D5-149,2016-01-25,3.0,
199-D5-149,2016-01-25,1.0,
199-D5-149,2016-01-26,11.0,
199-D5-149,2016-02-09,10.0,
199-D5-149,2016-05-25,21.0,H
199-D5-149,2016-05-25,22.0,H
199-D5-149,2016-09-07,18.0,
199-D5-149,2016-09-07,16.0,
199-D5-149,2016-11-18,19.0,
199-D5-149,2016-11-18,20.0,
199-D5-149,2017-02-16,9.8,
199-D5-149,2017-02-16,10.0,
199-D5-149,2017-05-25,13.0,
199-D5-149,2017-05-25,14.0,
199-D5-149,2017-08-07,6.9,
199-D5-149,2017-08-07,7.8,
199-D5-149,2017-11-28,18.0,
199-D5-149,2017-11-28,19.0,
199-D5-149,2018-02-22,11.0,
199-D5-149,2018-02-22,12.0,
199-D5-149,2018-05-15,8.9,
199-D5-149,2018-08-16,8.7,
199-D5-149,2018-08-16,9.0,
199-D5-149,2018-10-31,20.0,
199-D5-149,2018-10-31,24.0,
199-D5-149,2019-02-21,22.0,
199-D5-149,2019-05-21,16.9,H
199-D5-149,2019-08-06,16.2,
199-D5-149,2019-11-04,21.2,
199-D5-149,2020-02-12,10.4,
199-D5-149,2020-08-17,12.3,H
199-D5-149,2020-11-10,15.2,
199-D5-149,2021-02-09,9.85,
199-D5-149,2021-04-19,17.1,H
199-D5-149,2021-08-04,21.47,
199-D5-149,2021-11-17,15.2,
199-D5-149,2023-10-16,50.4,
199-D5-149,2023-11-13,43.8,
199-D5-15,1994-05-13,1.65,
199-D5-15,1994-05-13,10.0,
199-D5-15,1994-05-13,1.66,
199-D5-15,1997-03-20,78.0,
199-D5-15,1997-06-25,860.0,
199-D5-15,1997-11-19,700.0,
199-D5-15,1998-02-24,1040.0,
199-D5-15,1998-05-28,648.0,
199-D5-15,1998-08-28,1060.0,
199-D5-15,1998-11-03,237.0,
199-D5-15,1999-02-12,33.0,
199-D5-15,1999-05-21,9.0,
199-D5-15,1999-08-27,390.0,
199-D5-15,2000-03-07,25.0,
199-D5-15,2000-06-16,9.0,
199-D5-15,2000-09-14,182.0,
199-D5-15,2001-03-01,365.0,
199-D5-15,2001-05-22,122.0,
199-D5-15,2001-08-23,91.0,
199-D5-15,2002-02-20,6.0,
199-D5-15,2002-05-21,109.0,
199-D5-15,2002-08-29,559.0,
199-D5-15,2003-02-21,103.0,
199-D5-15,2003-05-21,150.0,
199-D5-15,2003-05-21,152.0,
199-D5-15,2003-08-25,539.0,
199-D5-15,2004-02-09,842.0,
199-D5-15,2004-05-13,263.0,
199-D5-15,2004-08-23,572.0,
199-D5-15,2005-02-25,720.0,
199-D5-15,2005-05-23,672.0,
199-D5-15,2005-08-24,1082.0,
199-D5-15,2005-08-24,1050.0,
199-D5-15,2006-02-07,1034.0,
199-D5-15,2006-02-07,1024.0,
199-D5-15,2006-05-02,1370.0,
199-D5-15,2006-08-08,1514.0,
199-D5-15,2006-11-22,1172.0,G
199-D5-15,2006-12-07,1090.0,
199-D5-15,2006-12-07,1050.0,
199-D5-15,2007-02-20,1284.0,
199-D5-15,2007-05-17,2450.0,
199-D5-15,2007-08-10,1960.0,
199-D5-15,2007-08-10,2010.0,
199-D5-15,2007-11-06,852.0,
199-D5-15,2008-02-19,999.0,
199-D5-15,2008-05-28,859.0,
199-D5-15,2008-08-13,1140.0,
199-D5-15,2008-11-19,815.0,
199-D5-15,2009-02-25,935.0,
199-D5-15,2009-05-08,706.0,
199-D5-15,2009-05-08,709.0,
199-D5-15,2009-05-08,710.0,
199-D5-15,2009-05-08,716.0,
199-D5-15,2009-10-07,944.0,
199-D5-15,2009-10-07,998.0,
199-D5-15,2010-03-22,430.0,
199-D5-15,2010-03-22,433.0,
199-D5-15,2010-03-22,423.0,
199-D5-15,2010-05-12,262.0,
199-D5-15,2010-05-12,251.0,
199-D5-15,2010-12-30,659.0,
199-D5-15,2010-12-30,654.0,
199-D5-15,2011-04-25,607.0,
199-D5-15,2011-04-25,619.0,
199-D5-15,2011-07-12,699.0,
199-D5-15,2011-12-15,101.0,
199-D5-15,2012-02-08,76.5,Q
199-D5-15,2012-02-08,75.1,Q
199-D5-15,2012-05-09,70.9,
199-D5-15,2012-07-26,153.0,
199-D5-15,2012-12-03,29.6,
199-D5-15,2013-02-13,59.1,
199-D5-15,2013-05-14,41.0,
199-D5-15,2013-08-13,47.3,
199-D5-15,2013-12-20,25.3,
199-D5-15,2014-03-20,27.5,
199-D5-15,2014-12-12,19.1,A
199-D5-15,2015-02-27,13.1,
199-D5-15,2015-02-27,13.6,
199-D5-15,2015-05-29,10.2,
199-D5-15,2015-05-29,10.1,
199-D5-15,2015-08-27,6.3,
199-D5-15,2015-08-27,6.6,
199-D5-15,2015-12-14,5.9,
199-D5-15,2015-12-14,6.1,
199-D5-15,2016-03-14,5.6,
199-D5-15,2016-03-14,6.0,
199-D5-15,2016-06-17,6.4,
199-D5-15,2016-06-17,6.6,
199-D5-15,2020-11-06,2.5,
199-D5-15,2023-10-05,4.48,
199-D5-15,2023-11-15,4.96,
199-D5-150,2016-02-04,12.0,
199-D5-150,2016-02-04,13.0,
199-D5-150,2016-02-08,196.0,G
199-D5-150,2016-02-08,-4.0,G
199-D5-150,2016-02-17,13.0,
199-D5-150,2016-05-23,18.0,
199-D5-150,2016-05-23,20.0,
199-D5-150,2016-09-07,16.0,
199-D5-150,2016-09-07,15.0,
199-D5-150,2016-11-20,11.0,H
199-D5-150,2016-11-20,12.0,H
199-D5-150,2017-02-16,7.8,
199-D5-150,2017-02-16,8.0,
199-D5-150,2017-05-26,11.0,
199-D5-150,2017-08-07,5.8,
199-D5-150,2017-08-07,5.6,
199-D5-150,2017-11-28,4.1,
199-D5-150,2017-11-28,4.4,
199-D5-150,2018-02-22,5.0,
199-D5-150,2018-05-16,6.1,
199-D5-150,2018-08-16,6.4,
199-D5-150,2018-08-16,6.7,
199-D5-150,2018-11-08,3.2,
199-D5-150,2018-11-08,2.7,
199-D5-150,2019-03-06,5.0,H
199-D5-150,2019-03-06,1.96,H
199-D5-150,2019-05-21,3.23,H
199-D5-150,2019-08-06,2.52,
199-D5-150,2019-11-05,2.76,H
199-D5-150,2019-11-05,3.22,
199-D5-150,2020-02-12,2.25,H
199-D5-150,2020-08-17,2.01,H
199-D5-150,2020-11-12,2.27,H
199-D5-150,2021-02-09,3.21,
199-D5-150,2021-04-19,2.63,H
199-D5-150,2021-08-05,2.5,
199-D5-150,2021-11-19,3.0,
199-D5-150,2023-10-16,2.56,
199-D5-150,2023-11-13,2.92,
199-D5-151,2016-02-25,1.0,
199-D5-151,2016-02-25,4.0,
199-D5-151,2016-02-25,25.0,
199-D5-151,2016-03-07,75.0,
199-D5-151,2016-03-07,54.0,
199-D5-151,2016-05-23,37.0,
199-D5-151,2016-06-19,53.0,
199-D5-151,2016-06-19,57.0,
199-D5-151,2016-07-21,100.0,
199-D5-151,2016-07-21,83.0,
199-D5-151,2016-10-26,190.0,
199-D5-151,2016-11-20,190.0,
199-D5-151,2016-11-20,180.0,
199-D5-151,2016-12-09,110.0,
199-D5-151,2017-01-29,46.0,
199-D5-151,2017-01-29,44.0,
199-D5-151,2017-02-21,45.0,
199-D5-151,2017-03-08,50.0,
199-D5-151,2017-03-08,56.0,
199-D5-151,2017-04-04,86.0,
199-D5-151,2017-04-04,82.0,
199-D5-151,2017-04-04,67.0,
199-D5-151,2017-04-04,69.0,
199-D5-151,2017-05-02,41.0,
199-D5-151,2017-05-02,40.0,
199-D5-151,2017-06-09,160.0,
199-D5-151,2017-07-05,130.0,
199-D5-151,2017-07-05,140.0,
199-D5-151,2017-08-10,120.0,A
199-D5-151,2017-08-10,130.0,A
199-D5-151,2017-09-22,120.0,
199-D5-151,2017-09-22,110.0,
199-D5-151,2017-11-28,75.0,
199-D5-151,2017-11-28,65.0,
199-D5-151,2018-02-22,49.0,
199-D5-151,2018-02-22,50.0,
199-D5-151,2018-05-18,30.0,
199-D5-151,2018-05-18,32.0,
199-D5-151,2018-10-31,110.0,
199-D5-151,2019-03-06,37.6,H
199-D5-151,2019-03-06,42.8,H
199-D5-151,2019-05-21,45.3,H
199-D5-151,2019-10-31,58.5,
199-D5-151,2020-02-13,28.4,
199-D5-151,2020-11-12,44.4,H
199-D5-151,2021-02-04,20.2,H
199-D5-151,2021-02-04,20.0,H
199-D5-151,2021-05-18,20.2,H
199-D5-151,2021-11-19,58.1,
199-D5-151,2023-09-28,107.0,H
199-D5-151,2023-10-25,33.5,
199-D5-151,2023-11-14,37.3,
199-D5-151,2023-12-11,40.4,
199-D5-152,2016-02-23,7.0,
199-D5-152,2016-02-23,10.0,
199-D5-152,2016-02-23,9.0,
199-D5-152,2016-03-02,6.4,
199-D5-152,2016-03-02,5.8,
199-D5-152,2016-05-24,4.5,
199-D5-152,2016-05-24,10.0,
199-D5-152,2016-06-24,8.5,
199-D5-152,2016-06-24,9.5,
199-D5-152,2016-07-21,1.5,
199-D5-152,2016-07-21,9.9,
199-D5-152,2016-10-26,10.0,
199-D5-152,2016-10-26,11.0,
199-D5-152,2016-11-20,12.0,
199-D5-152,2016-11-20,11.0,
199-D5-152,2016-12-09,9.2,
199-D5-152,2016-12-09,9.0,
199-D5-152,2017-01-29,7.7,
199-D5-152,2017-01-29,8.6,
199-D5-152,2017-02-21,8.0,
199-D5-152,2017-02-21,8.3,
199-D5-152,2017-03-08,1.5,
199-D5-152,2017-03-08,4.5,
199-D5-152,2017-04-04,6.0,
199-D5-152,2017-04-04,6.9,
199-D5-152,2017-05-02,7.1,
199-D5-152,2017-06-09,6.3,
199-D5-152,2017-06-09,7.0,
199-D5-152,2017-07-05,16.0,
199-D5-152,2017-08-10,13.0,
199-D5-152,2017-08-10,15.0,
199-D5-152,2017-09-22,21.0,
199-D5-152,2017-09-22,22.0,
199-D5-152,2017-11-28,12.0,
199-D5-152,2017-11-28,15.0,
199-D5-152,2018-02-22,12.0,
199-D5-152,2018-02-22,11.0,
199-D5-152,2018-05-18,8.2,
199-D5-152,2018-05-18,8.1,
199-D5-152,2018-10-31,8.0,
199-D5-152,2018-10-31,8.7,
199-D5-152,2019-02-27,9.3,
199-D5-152,2019-02-27,9.7,
199-D5-152,2019-05-21,9.67,
199-D5-152,2019-10-31,7.16,
199-D5-152,2020-02-13,8.06,
199-D5-152,2020-11-12,7.8,H
199-D5-152,2021-02-04,9.61,H
199-D5-152,2021-05-18,11.7,
199-D5-152,2021-11-19,6.61,
199-D5-152,2023-10-16,5.47,
199-D5-152,2023-11-13,6.12,
199-D5-160,2016-06-15,-5.0,G
199-D5-160,2016-06-27,38.0,
199-D5-160,2016-06-27,39.0,
199-D5-160,2016-07-19,50.0,
199-D5-160,2016-07-19,53.0,
199-D5-160,2016-10-26,88.0,
199-D5-160,2016-10-26,91.0,
199-D5-160,2017-02-02,110.0,
199-D5-160,2017-03-08,130.0,
199-D5-160,2017-04-04,180.0,
199-D5-160,2017-05-02,140.0,
199-D5-160,2017-05-02,120.0,
199-D5-160,2017-06-13,150.0,
199-D5-160,2017-06-13,140.0,
199-D5-160,2017-07-05,110.0,
199-D5-160,2017-08-07,79.0,
199-D5-160,2017-08-07,78.0,
199-D5-160,2017-09-29,79.0,
199-D5-160,2017-09-29,81.0,
199-D5-160,2017-10-19,77.0,
199-D5-160,2017-10-19,78.0,
199-D5-160,2017-11-16,80.0,
199-D5-160,2017-11-16,79.0,
199-D5-160,2017-12-08,100.0,
199-D5-160,2018-01-18,100.0,
199-D5-160,2018-01-18,99.0,
199-D5-160,2018-02-21,83.0,
199-D5-160,2018-02-21,84.0,
199-D5-160,2018-03-19,68.0,
199-D5-160,2018-03-19,69.0,
199-D5-160,2018-04-24,55.0,
199-D5-160,2018-04-24,59.0,
199-D5-160,2018-05-16,62.0,
199-D5-160,2018-05-16,61.0,
199-D5-160,2018-06-27,66.0,
199-D5-160,2018-07-23,69.0,
199-D5-160,2018-07-23,68.0,
199-D5-160,2018-08-16,69.0,
199-D5-160,2018-09-21,230.0,
199-D5-160,2018-11-16,350.0,
199-D5-160,2018-11-16,360.0,
199-D5-160,2019-05-10,263.0,H
199-D5-160,2019-10-31,175.0,
199-D5-160,2019-10-31,171.0,
199-D5-160,2020-11-12,83.4,H
199-D5-160,2020-11-12,83.3,H
199-D5-160,2021-04-19,74.5,H
199-D5-160,2021-11-17,117.0,
199-D5-160,2023-09-28,5.91,
199-D5-160,2023-10-25,10.1,
199-D5-160,2023-11-14,8.49,
199-D5-160,2023-12-11,13.1,
199-D5-17,2005-11-10,20.0,
199-D5-17,2008-11-23,12.7,
199-D5-17,2009-10-07,12.9,
199-D5-17,2009-10-07,10.9,
199-D5-17,2010-03-23,8.9,
199-D5-17,2010-03-23,10.2,
199-D5-17,2010-05-13,7.9,
199-D5-17,2010-05-13,6.9,
199-D5-17,2010-12-30,10.7,
199-D5-17,2010-12-30,9.2,
199-D5-17,2011-10-13,6.3,
199-D5-17,2012-09-26,16.0,
199-D5-17,2013-10-02,21.8,
199-D5-17,2015-01-27,18.2,
199-D5-17,2015-01-27,20.0,
199-D5-17,2015-04-10,11.7,
199-D5-17,2015-04-10,17.1,
199-D5-17,2015-06-26,11.9,
199-D5-17,2015-06-26,12.4,
199-D5-17,2015-10-23,8.7,
199-D5-17,2015-10-23,9.7,
199-D5-17,2016-10-24,6.5,
199-D5-17,2016-10-24,6.8,
199-D5-17,2017-10-12,4.3,
199-D5-17,2017-10-12,4.2,
199-D5-17,2018-10-05,3.4,
199-D5-17,2018-10-05,4.5,
199-D5-17,2019-10-17,6.72,
199-D5-17,2020-10-15,4.66,
199-D5-17,2021-10-14,4.78,
199-D5-17,2023-10-17,2.96,
199-D5-33,2004-03-02,5.0,
199-D5-33,2004-05-20,5.0,
199-D5-33,2004-08-24,5.0,
199-D5-33,2004-11-18,5.0,
199-D5-33,2005-02-21,5.0,
199-D5-33,2005-02-21,1.5,
199-D5-33,2005-05-24,5.0,
199-D5-33,2005-05-24,2.0,
199-D5-33,2005-08-24,5.0,
199-D5-33,2005-08-24,2.0,
199-D5-33,2005-11-21,5.0,
199-D5-33,2005-11-21,2.0,
199-D5-33,2006-02-07,5.0,
199-D5-33,2006-05-03,2.0,
199-D5-33,2006-05-03,5.0,
199-D5-33,2006-08-15,5.0,
199-D5-33,2006-11-20,6.0,
199-D5-33,2006-11-20,5.0,
199-D5-33,2007-02-21,5.0,
199-D5-33,2007-05-16,5.0,
199-D5-33,2007-05-16,2.0,
199-D5-33,2007-08-15,5.0,
199-D5-33,2007-12-04,4.2,
199-D5-33,2008-02-19,2.0,
199-D5-33,2008-02-19,3.2,
199-D5-33,2008-05-28,6.6,
199-D5-33,2008-08-13,2.0,
199-D5-33,2008-11-20,2.5,
199-D5-33,2009-02-25,2.0,
199-D5-33,2009-05-13,2.0,
199-D5-33,2009-08-13,2.0,
199-D5-33,2009-11-09,2.3,
199-D5-33,2009-11-09,2.0,
199-D5-33,2010-03-03,2.0,
199-D5-33,2010-05-16,2.0,
199-D5-33,2010-08-15,2.0,
199-D5-33,2011-01-30,2.0,
199-D5-33,2011-02-16,2.0,
199-D5-33,2011-12-15,4.6,
199-D5-33,2012-02-09,5.8,
199-D5-33,2012-06-14,16.1,
199-D5-33,2012-06-15,14.5,
199-D5-33,2012-10-30,3.2,
199-D5-33,2013-01-07,4.7,
199-D5-33,2013-04-01,3.8,
199-D5-33,2013-07-17,12.2,
199-D5-33,2013-10-02,9.9,
199-D5-33,2014-01-31,9.6,
199-D5-33,2014-04-08,12.3,
199-D5-33,2015-01-30,33.5,
199-D5-33,2015-01-30,33.6,
199-D5-33,2015-04-10,31.8,
199-D5-33,2015-04-10,33.8,
199-D5-33,2015-06-26,46.8,
199-D5-33,2015-06-26,46.5,
199-D5-33,2015-06-26,49.9,
199-D5-33,2015-06-26,47.3,
199-D5-33,2015-10-16,10.0,
199-D5-33,2015-10-16,11.0,
199-D5-33,2016-01-18,1.5,
199-D5-33,2016-04-13,1.5,
199-D5-33,2016-07-19,1.5,
199-D5-33,2023-10-05,2.5,
199-D5-33,2023-11-13,2.5,
199-D5-34,2004-01-19,5.0,
199-D5-34,2004-02-09,5.0,
199-D5-34,2004-05-20,8.0,
199-D5-34,2004-09-01,5.0,
199-D5-34,2004-11-18,6.0,
199-D5-34,2005-02-21,5.0,
199-D5-34,2005-02-21,5.2,
199-D5-34,2005-06-01,5.0,
199-D5-34,2005-06-01,2.0,
199-D5-34,2005-08-24,5.0,
199-D5-34,2005-08-24,8.0,
199-D5-34,2005-11-09,5.0,
199-D5-34,2005-11-09,9.0,
199-D5-34,2006-02-09,12.0,
199-D5-34,2006-05-03,186.0,
199-D5-34,2006-05-03,194.0,
199-D5-34,2006-08-15,835.0,
199-D5-34,2006-11-20,622.0,
199-D5-34,2007-02-21,339.0,
199-D5-34,2007-04-24,211.0,
199-D5-34,2007-05-10,201.0,
199-D5-34,2007-05-10,202.0,
199-D5-34,2007-05-29,220.0,
199-D5-34,2007-06-11,193.0,
199-D5-34,2007-06-25,169.0,
199-D5-34,2007-07-09,150.0,
199-D5-34,2007-07-24,134.0,
199-D5-34,2007-08-09,153.0,
199-D5-34,2007-08-22,193.0,
199-D5-34,2007-09-05,265.0,
199-D5-34,2007-09-05,271.0,
199-D5-34,2007-09-17,219.0,H
199-D5-34,2007-10-10,152.0,
199-D5-34,2007-10-17,134.0,
199-D5-34,2007-11-01,116.0,
199-D5-34,2007-11-15,126.0,
199-D5-34,2007-11-29,129.0,
199-D5-34,2007-12-13,131.0,
199-D5-34,2007-12-27,125.0,
199-D5-34,2008-01-11,117.0,
199-D5-34,2008-01-11,120.0,
199-D5-34,2008-02-19,81.6,
199-D5-34,2008-03-10,64.5,
199-D5-34,2008-04-21,49.0,
199-D5-34,2008-05-28,52.7,
199-D5-34,2008-06-24,62.2,
199-D5-34,2008-07-09,78.1,
199-D5-34,2008-08-13,56.9,
199-D5-34,2008-09-08,49.0,
199-D5-34,2008-10-06,48.9,
199-D5-34,2008-11-19,47.6,
199-D5-34,2008-12-02,47.9,
199-D5-34,2008-12-02,47.6,
199-D5-34,2009-01-20,49.6,
199-D5-34,2009-02-12,44.9,
199-D5-34,2009-03-18,31.0,
199-D5-34,2009-03-18,36.2,
199-D5-34,2009-04-14,30.0,
199-D5-34,2009-05-18,33.3,H
199-D5-34,2009-06-19,35.1,
199-D5-34,2009-06-19,34.3,
199-D5-34,2009-07-21,33.0,
199-D5-34,2009-07-21,32.8,
199-D5-34,2009-08-11,30.7,
199-D5-34,2009-08-11,30.5,
199-D5-34,2009-08-11,30.4,
199-D5-34,2009-08-11,29.9,
199-D5-34,2009-09-15,32.6,
199-D5-34,2009-09-15,32.8,
199-D5-34,2009-11-09,24.0,
199-D5-34,2009-11-09,25.0,
199-D5-34,2009-11-09,26.9,
199-D5-34,2010-03-01,28.9,
199-D5-34,2010-03-01,29.3,
199-D5-34,2010-05-16,40.6,
199-D5-34,2010-05-16,40.2,
199-D5-34,2010-08-15,56.2,
199-D5-34,2010-08-15,55.9,
199-D5-34,2010-08-15,59.9,
199-D5-34,2010-08-15,54.6,
199-D5-34,2011-01-30,61.0,
199-D5-34,2011-01-30,61.5,
199-D5-34,2011-02-16,62.2,
199-D5-34,2011-02-16,62.0,
199-D5-34,2011-05-16,61.7,
199-D5-34,2011-05-16,61.9,
199-D5-34,2011-08-03,60.1,
199-D5-34,2011-12-16,52.2,
199-D5-34,2012-02-07,40.8,
199-D5-34,2012-06-06,24.6,
199-D5-34,2012-07-24,24.0,
199-D5-34,2012-10-17,85.8,
199-D5-34,2013-02-01,89.5,
199-D5-34,2013-04-16,133.0,
199-D5-34,2013-10-16,216.0,
199-D5-34,2013-11-15,215.0,
199-D5-34,2013-12-13,215.0,
199-D5-34,2014-02-14,247.0,
199-D5-34,2014-03-07,262.0,
199-D5-34,2014-03-21,270.0,
199-D5-34,2014-04-04,244.0,
199-D5-34,2014-04-18,168.0,
199-D5-34,2014-04-30,136.0,
199-D5-34,2014-12-09,425.0,
199-D5-34,2014-12-09,420.0,
199-D5-34,2015-01-27,300.0,
199-D5-34,2015-01-27,303.0,
199-D5-34,2015-02-19,325.0,
199-D5-34,2015-02-19,323.0,
199-D5-34,2015-03-24,388.0,
199-D5-34,2015-03-24,389.0,
199-D5-34,2015-04-16,577.0,
199-D5-34,2015-04-16,580.0,
199-D5-34,2015-05-13,614.0,
199-D5-34,2015-05-13,611.0,
199-D5-34,2015-06-14,543.0,A
199-D5-34,2015-06-14,546.0,A
199-D5-34,2015-07-27,474.0,
199-D5-34,2015-07-27,468.0,
199-D5-34,2015-07-28,488.0,
199-D5-34,2015-07-29,488.0,
199-D5-34,2015-08-03,466.0,
199-D5-34,2015-08-04,483.0,
199-D5-34,2015-08-05,473.0,
199-D5-34,2015-08-06,469.0,
199-D5-34,2015-08-10,460.0,
199-D5-34,2015-08-11,452.0,
199-D5-34,2015-08-12,448.0,
199-D5-34,2015-08-12,460.0,H
199-D5-34,2015-08-12,570.0,H
199-D5-34,2015-08-13,446.0,
199-D5-34,2015-08-13,440.0,
199-D5-34,2015-08-18,425.0,
199-D5-34,2015-08-19,432.0,
199-D5-34,2015-08-19,427.0,
199-D5-34,2015-08-20,423.0,
199-D5-34,2015-08-24,419.0,
199-D5-34,2015-09-01,396.0,
199-D5-34,2015-09-10,371.0,
199-D5-34,2015-09-10,380.0,
199-D5-34,2015-09-16,328.0,
199-D5-34,2015-09-23,359.0,
199-D5-34,2015-10-01,358.0,
199-D5-34,2015-10-06,344.0,
199-D5-34,2015-10-14,335.0,
199-D5-34,2015-10-19,350.0,
199-D5-34,2015-10-19,334.0,
199-D5-34,2015-10-20,325.0,
199-D5-34,2015-10-29,313.0,
199-D5-34,2015-11-05,293.0,
199-D5-34,2015-11-09,306.0,
199-D5-34,2015-11-11,290.0,
199-D5-34,2015-11-18,264.0,
199-D5-34,2015-11-24,280.0,
199-D5-34,2015-12-01,270.0,
199-D5-34,2015-12-01,260.0,
199-D5-34,2015-12-03,271.0,
199-D5-34,2015-12-07,263.0,
199-D5-34,2015-12-15,255.0,
199-D5-34,2015-12-21,255.0,
199-D5-34,2015-12-28,238.0,
199-D5-34,2016-01-04,225.0,
199-D5-34,2016-01-07,220.0,
199-D5-34,2016-01-14,231.0,
199-D5-34,2016-01-18,235.0,
199-D5-34,2016-02-03,211.0,
199-D5-34,2016-02-08,195.0,
199-D5-34,2016-02-18,205.0,
199-D5-34,2016-02-22,202.0,
199-D5-34,2016-02-29,180.0,
199-D5-34,2016-03-01,196.0,
199-D5-34,2016-03-07,190.0,
199-D5-34,2016-03-15,187.0,
199-D5-34,2016-03-22,179.0,
199-D5-34,2016-03-28,174.0,
199-D5-34,2016-04-04,169.0,
199-D5-34,2016-04-11,168.0,
