wname,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
199-D5-111_I_DX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.45503236,144.1061627,78.27117493,151.1396987,139.599738,119.0476033,97.62035106,123.2142843,114.6686166,129.6838565,115.1687792,48.32769857,59.13689612,59.93415231,56.55516102,60.22636154,55.85826704,50.47685492,36.02782284,43.42879219,44.25986849,46.14111957,53.69811672,54.48605592,51.90468715,48.98601393,45.35299721,42.57670425,43.26105346,42.16543777,42.59978304,37.49124141,40.29446835,36.16492388,41.57992032,48.34359729,49.38567996,48.11414853,44.89180809,39.50954527,43.62054123,43.91100022,45.14699764,43.59748069,48.63775621,50.50531876,49.46566201,62.47188303,11.57529534,48.09253506,51.4603777,71.27719443,79.26572832,111.5476071,106.2291061,124.5401242,99.61807066,83.23195474,88.39567322,82.41418,75.81626735,69.19778324,70.42944576,77.9770038,92.81509869,84.14209348
199-D5-127_E_DX,-43.60867637,-31.72945673,-43.41806257,-43.55292905,-43.55165097,-43.32025241,-45.14421034,-51.04859794,-51.82922719,-76.24527563,-75.22143165,-71.81060468,-79.4765146,-81.16608525,-82.06952045,-81.69268085,-81.81174624,-81.29950293,-81.67534937,-80.88737354,-81.72107142,-81.75179023,-79.33008029,-81.80002368,-81.74934803,-80.48290732,-81.73835813,-77.55169467,-79.7634731,-57.07313129,0,-34.13389674,-86.05170664,-97.02457637,-93.34732734,-92.66463882,-92.41712185,-92.03291582,-89.01464881,-92.68172608,-89.99238358,-92.54418952,-92.76733333,-90.9756133,-70.93870958,-98.82716419,-99.55918515,-98.17497468,-98.07569925,-93.19463111,-97.99498454,-98.12905725,-99.21779408,-84.71772816,-102.413657,-100.9962041,-102.1158511,-101.66207,-101.2844488,-101.1772933,-100.2438844,-100.9364705,-99.74482084,-96.29401666,-100.7173049,-99.15692225,-101.1505512,-100.641963,-98.24161011,-97.89949452,-99.72915006,-96.84067871,-99.98586598,-100.2355683,-100.2784415,-100.078291,-95.29879574,-95.19094819,-23.03470829,-71.33483035,-101.8896097,-101.1229543,-100.7929764,-100.6955693,-100.0958871,-100.4201676,-100.7017969,-99.58618774,-99.29875301,-98.31832775,-93.02315378,-97.16109535,-99.59199203,-99.20509464,-98.01309752,-99.25454919
199-D5-128_I_DX,228.9341336,10.50897907,321.5636483,352.8135007,353.6541714,286.1493709,266.1126165,264.2917113,237.9846747,279.9208218,272.37186,261.6509592,264.1854734,257.3893585,274.4063247,264.4155572,264.2907323,255.9002774,256.3529717,256.5015796,257.5204329,241.2552913,234.9986313,246.2682731,240.437887,247.2443152,327.4307605,314.3770387,372.6026686,405.3018298,362.2822977,386.7018555,377.3108679,378.0256958,375.2161482,423.7054594,406.125649,387.4913316,371.4265051,393.6926082,430.110251,444.6972226,419.4979151,370.4002926,349.8132711,372.9624047,347.5114895,330.7841453,348.7759548,349.9023455,364.7694342,343.1851444,411.9606754,420.6085137,401.6532481,380.2196462,349.0575771,334.2687984,335.2500418,331.8033975,325.233269,290.9202499,276.8758773,279.3694408,321.4170872,347.1618438,381.4812867,371.3694797,346.9607124,306.0834903,337.4462105,338.8464581,349.0156568,336.4383647,376.3178653,390.0837245,382.3568154,356.3906734,83.82619491,261.1068361,391.3725305,322.6340355,356.032826,329.2075831,302.9400126,310.0127764,332.7696539,346.8731432,376.9536921,357.0918575,301.686065,285.2816855,275.293059,327.274826,338.1948384,351.7152647
199-D5-129_I_DX,395.5340136,36.80204371,643.2147275,647.9701327,637.8910953,592.3075452,587.6723573,531.0270891,440.4937319,520.4451536,679.7195169,601.012759,699.8556369,755.1811834,746.028847,763.5512657,774.0458875,714.3245322,767.8899561,761.153758,777.3347006,756.1379676,700.4333394,713.1249643,691.8354521,730.9010602,794.0473834,708.3473699,843.6787487,855.2929483,794.8967806,802.822208,714.5784071,588.574596,717.0746326,777.5267552,746.9622559,805.4076256,808.2037178,839.7106866,721.6266288,737.1283468,737.7387991,683.5182958,591.3494317,654.3818729,632.703648,743.512282,649.3819569,709.9221455,710.4932496,658.9808286,781.8621486,762.9700791,732.6609769,693.696897,636.2972639,613.290759,611.6047821,609.7534765,593.2356568,530.6783854,508.3021684,509.3607318,586.1492471,636.3484931,695.6681187,677.2312183,622.4778676,557.9111875,615.118652,617.8805075,636.5597963,613.409113,686.4289098,711.3493262,697.2417503,664.1331502,152.9983351,491.3672209,714.3000533,571.1043183,644.0037278,581.585508,525.1631172,593.4819875,528.825074,492.509853,536.0112475,494.6990818,417.7781179,404.1924035,381.267757,455.3679718,517.7348158,493.5611713
199-D5-130_E_DX,-29.94504938,-2.488367472,-45.88773848,-44.02055359,-48.62849872,-49.04947314,-49.80954719,-49.07334566,-46.422145,-41.23436841,-37.72781123,-37.13232525,-41.89630733,-45.28580618,-47.22445507,-47.90676098,-45.24981426,-44.48790484,-42.97771349,-41.93696996,-20.12475372,-15.57500839,-21.07085386,-20.45159335,-6.28109418,-24.33300707,-31.28616943,-22.26906231,-50.27598397,-45.93569799,-45.11671436,-42.35812735,-36.19773076,-30.21514262,-26.15756164,-27.63434777,0,-20.80055756,-48.03966143,-51.14038438,-50.12090427,-52.27600738,-51.65570486,-48.21061543,-47.9162245,-47.17487841,-45.52069087,-44.35291631,-45.94535282,-48.77270957,-54.44005708,-54.51861044,-53.56550526,-54.01489855,-20.23142902,0,0,0,-0.046434363,0,0,0,0,0,0,-10.57807588,-7.99905977,-0.01282155,-0.000504721,0,-0.000504721,-1.45359744,0,-9.503206539,-18.78723405,-14.37585156,-18.15482636,-28.20029506,-7.30083479,-19.1969131,-22.91561034,-0.93804902,-54.45930569,-80.4997964,-80.5510826,-82.24938848,-65.22090476,-47.13857511,-57.86731845,-58.6809211,-60.66473644,-51.16128147,-52.02415143,-39.82678705,-45.10139363,-46.96423866
199-D5-131_E_DX,-64.37104943,-4.16773837,-90.75756752,-93.69133898,-92.53060555,-92.02184621,-96.469876,-100.0486776,-47.17064709,-11.61205591,-98.41893975,-93.25068856,-98.70590896,-102.8432356,-103.5795633,-103.4344355,-103.5487916,-102.7673201,-101.5507056,-94.88875036,-102.8074455,-103.4015269,-100.407117,-103.5899426,-97.41215351,-101.9339121,-73.30006869,-39.28801331,-103.5061752,-101.0782702,-99.95045408,-102.3341634,-102.3590006,-103.5875004,-101.7971195,-55.13962527,0,-42.06739652,-25.37787708,-17.15661374,-66.98478371,-86.05435643,-103.5776095,-100.8160919,-86.95313895,-99.60231847,-107.1110781,-103.6297505,-103.5246138,-92.70915228,-103.439381,-106.770265,-109.6779809,-105.5797536,-111.7382208,-111.1238854,-110.3811676,-109.1165191,-108.2279002,-107.5963717,-106.7311003,-105.9721474,-104.2781546,-97.20175798,-102.9312813,-105.5172943,-107.3753526,-106.5456152,-105.424047,-103.8038794,-102.9239099,-98.79932311,-111.2792093,-111.2581601,-110.959159,-111.0504281,-105.6578755,-59.91269351,0,-52.37481065,-112.1145069,-111.536373,-111.2836094,-111.0915263,-109.8731127,-111.1596462,-110.7972412,-109.2907172,-110.8501148,-109.2706545,-111.2121709,-107.1489607,-110.8258271,-102.0058096,-108.8254903,-109.7826292
199-D5-146_E_DX,0,0,0,0,0,-139.3435312,-152.5732198,-152.641113,-152.5267325,-152.7649326,-151.7752021,-146.3087296,-149.6716923,-140.5038741,-141.6316036,-141.3778712,-141.7187901,-140.8708786,-141.4967942,-136.2564435,-141.5072061,-141.4590622,-137.3441383,-141.7446775,-141.4746922,-139.1467114,-141.4448974,-137.2577048,-140.9669589,-137.5289925,-133.1774399,-135.8172138,-141.651304,-143.0153541,-140.093734,-143.8737874,-142.8810331,-140.5926961,-137.1676283,-141.6118096,-116.0339285,-103.8341748,-152.6426286,-141.2686927,-152.4683654,-159.7882616,-153.4206484,-152.7178484,-152.5030569,-145.6485167,-152.4382165,-156.3950974,-158.4123261,-152.8949811,-163.0166058,-163.2902543,-163.3714819,-162.9068289,-162.7837339,-162.2729559,-161.8480131,-161.6086164,-159.7273287,-154.7671188,-161.5091578,-158.1901388,-161.8714582,-161.0977692,-161.2611158,-160.4708565,-160.1426533,-153.4839665,-160.3387335,-160.5247491,-160.0890185,-160.7256065,-152.5835274,-152.3230057,-36.83228352,-113.423583,-163.2697805,-162.0023601,-160.8439636,-125.5974616,-132.3900746,-161.0677084,-161.6323668,-160.475517,-161.534923,-155.3470436,-162.4630812,-155.9354469,-160.8083808,-156.895842,-90.35092296,0
199-D5-148_I_DX,0,0,0,0,0,571.1311946,731.8938597,746.0475143,635.4423124,684.703329,718.6008693,632.9639545,747.2061095,817.9630194,838.1224995,821.6051967,867.5764084,843.2273325,870.8543292,854.4567879,841.6893204,821.7278888,822.3355285,836.1441954,812.8970157,835.3616682,824.6901553,708.6061657,847.8176672,855.8557126,807.9609632,831.3969249,732.2502151,602.7276334,746.8741372,848.8762387,820.3255775,863.1855552,865.9646785,890.8127121,780.0830059,785.7682155,736.3828897,648.2900493,615.2642641,652.7304573,608.2174711,582.1076504,610.7036144,514.1082939,468.6977436,424.9617352,536.9148615,592.2788761,566.920097,536.7220498,492.6456231,466.5468981,473.1111409,459.2775677,459.0552054,410.6226201,389.0637071,394.2591579,453.6470756,485.7433065,538.3643072,524.1666996,489.7374188,431.905268,476.3323987,477.0867006,492.8025019,474.9318971,531.3318702,550.6704064,539.7483019,526.6796135,118.4480432,388.6702687,544.9208734,455.590212,516.1455745,495.0455405,467.3948299,529.0402492,497.9592072,487.6773986,530.0955064,494.6243831,417.7314718,400.3408099,381.379679,452.2622261,500.4444509,491.6291469
199-D5-153_E_DX,0,0,0,0,0,-78.5816155,-126.8641683,-141.7377838,-126.8911668,-152.7124252,-151.7267488,-146.4293743,-149.0837327,-140.0513824,-141.7415026,-141.3768618,-141.7191565,-140.8794589,-141.352338,-136.2717073,-141.5080893,-141.4707847,-137.2902593,-141.7445553,-141.5027775,-139.167727,-141.5433181,-137.2643924,-140.2037714,-103.3640269,-132.5064454,-135.7943793,-140.9135276,-141.7200112,-138.2951595,-141.6968103,-128.6918511,-85.04302106,-82.61486371,-85.52957243,-104.0675148,-108.6788687,-109.0296989,-94.59287783,-44.94278495,-144.1832142,-123.109104,-104.4364092,-108.9139386,-103.4067209,-108.8838996,-128.3174496,-155.5025669,-149.4016786,-159.2217933,-158.3168361,-157.1351451,-154.3831846,-113.151583,-115.6000717,-115.4110454,-115.3322496,-113.3094102,-109.0493342,-90.75300677,-112.4309671,-154.4165206,-140.2982845,-93.56082446,-76.60900547,-152.3295671,-128.7331243,-152.1626142,-154.2916147,-149.8713422,-112.9828799,-123.580815,-146.3935395,-35.3154331,-108.8862197,-155.0611189,-124.4604954,-121.8317805,-95.45570709,-105.6289354,-153.6637168,-153.922952,-126.0011573,-145.1637575,-148.2528067,-155.4340632,-144.2032402,-154.2092755,-152.9669528,-151.5541889,-154.0845035
199-D5-154_E_DX,0,0,0,0,0,0,0,0,0,0,0,0,-27.38365594,-226.3667068,-238.1319617,-244.5196946,-245.2648953,-243.8043783,-244.5791255,-225.6068948,-243.9436814,-244.799412,-237.4919547,-245.1473033,-211.5991683,-238.9949931,-243.7117782,-182.2946203,-228.4245831,-237.6620458,-226.0798268,-225.0666802,-240.8655121,-217.7758584,-203.6448374,-174.3503675,-158.7611944,-243.1308006,-234.4808727,-242.1549489,-252.7263047,-216.4791438,-261.6725718,-233.8802136,-258.1153731,-241.8138225,-198.9597616,-200.9791395,-198.9442984,-181.0890123,-201.4357088,-3.950832417,-142.0437248,-187.2538859,-201.8544239,-205.3001239,-203.3989119,-195.4410846,-221.3992936,-194.6035321,-176.1764005,-167.4854655,-162.7007072,-13.10105165,0,0,-202.3824276,-216.7511113,-176.4743,-159.4625942,-165.6187536,-166.1860929,-168.3370606,-168.7946952,-166.3461792,-157.8965172,-147.9946336,-166.9129853,-43.20679185,-138.1087301,-215.8266653,-156.171974,-139.1066252,-134.7399594,-135.6744672,-143.4466248,-135.3458692,-129.6552135,-129.0038422,-127.8862914,-134.7784241,-127.5786964,-119.5745405,-109.8921618,-110.5082312,-111.0793153
199-D5-159_E_DX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025866968,-106.5236354,-180.7248759,-211.0874582,-204.1682863,-206.3382828,-216.0904962,-177.1801447,-210.0636266,-216.47441,-204.2072231,-216.5271615,-211.1471415,-195.0855003,-165.6230437,-157.3464971,-61.32071136,-59.84367287,-61.32510732,-3.38183645,-34.83739862,-65.08511844,-75.07767687,-44.37916996,-6.810457311,-13.47141942,0,0,0,-0.088578594,0,-1.12084769,-0.011085844,0,-54.80794195,-273.2252767,-254.5586019,-283.2673589,-253.8071003,-199.7830883,-168.5301165,-164.0850316,-167.5862062,-150.5723757,-165.644945,-157.9845748,-149.5177645,-196.984555,-214.3800078,-202.047602,-188.828706,-179.9322721,-143.9183576,-58.61026011,-119.3078197,-167.0282856,-174.4805115,-179.8534989,-172.7567751,-183.0848958,-219.6940925,-51.8759913,-100.2516995,-214.6953324,-181.4868423,-110.20931,-118.3600019,-128.9716051,-216.6091366,-182.7279683,-175.9039649,-181.9944535,-181.2615819,-200.3198676,-180.9327071,-172.5114805,-150.6197544,-148.8649075,-160.4692691
199-D5-20_E_DX,-21.04127243,-12.76981625,-24.07876011,-29.04306716,-40.36628801,-34.12977733,-27.73559,-16.59377992,-0.628378355,0,-0.15747313,0,-19.62759507,-33.90267273,-33.38646143,-23.32140629,-17.65735022,-18.17627702,-12.78113159,-11.63720511,-6.35582957,-0.14335714,-0.054888445,0,-0.66769748,-12.12845364,-24.20159145,-29.48935334,-30.60162077,-8.512756188,0,0,0,0,-0.037601739,-1.92359883,0,-0.493725619,-14.04179523,-43.87151392,-38.24546255,-20.35730408,-3.05958816,0,0,0,0,0,0,-31.49717987,-32.7828717,-24.89487505,-42.70052379,-37.01903855,-9.22821903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002775967,0,-15.87393367,-4.735800271,0,0,0,-0.00012211,0,-0.00634972,-0.021576837,-13.02193251,-29.69414402,-25.2816544,-2.52743278,0,0,-18.46863685,-37.76422704
199-D5-32_E_DX,-98.12092609,-68.50405621,-97.64347576,-97.99080968,-97.97378347,-97.18312899,-100.5020722,-98.12568838,-98.04342691,-98.19858809,-92.98006011,-88.85423805,-93.70513813,-97.32938037,-98.1361437,-97.9907636,-98.10964583,-97.51140452,-97.93307477,-85.29175913,-97.78042099,-97.91402561,-95.03940561,-98.13064875,-97.93576119,-96.41987502,-97.99180968,-95.01921675,-98.03405974,-95.5123295,-91.84161742,-96.88121923,-97.66812049,-84.95265966,-80.0549863,-81.76021582,-81.53003847,-81.18582346,-79.02141063,-81.66996839,-79.41387217,-81.51325242,-81.78109663,-76.5739599,-81.57116919,-98.03320497,-92.45106843,-81.8137,-81.7306652,-78.22238821,-81.66264993,-90.66359783,-103.0372728,-89.08053937,-106.9021764,-105.1677259,-104.1831896,-102.805508,-102.7433459,-102.7567861,-102.3974164,-102.3136838,-101.8506078,-99.58946843,-103.6770071,-101.356624,-103.9811831,-102.7030577,-102.570605,-101.8202024,-101.9897969,-98.54240367,-101.6608489,-102.1654747,-102.1263322,-101.9417222,-97.04777727,-97.96880823,-23.60239768,-73.43231382,-105.4728788,-104.2921972,-104.4616696,-91.94480037,-36.05590814,-29.51524735,-97.3729562,-64.65341482,-105.039022,-18.25892514,-104.7271531,-53.68541728,0,0,0,0
199-D5-34_E_DX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.62100265,-133.4283759,-166.4900288,-206.6760594,-200.4261033,-207.0686431,-190.3751071,-203.1500321,-206.2440342,-200.6006107,-205.6947834,-192.0676656,-138.7728864,-192.2112751,-80.61295574,-132.1375511,-169.2138837,-165.4227833,-147.0039552,-188.8062465,-182.7268693,-173.2463547,-181.8392517,-187.3208877,-190.8021257,-170.4321019,-184.3224644,-194.6367461,-196.3988056,-190.6962564,-190.5844036,-168.9950329,-190.5474043,-201.3952944,-206.3385474,-197.5541127,-216.9999715,-217.6957542,-217.6098458,-190.984436,-218.2923552,-218.1385251,-217.840943,-217.6064569,-214.784774,-206.9956823,-216.3809959,-207.0857751,-216.767474,-215.9946398,-216.1912003,-215.0805244,-214.8420802,-205.2644678,-214.6831784,-214.6813047,-213.4751442,-214.0402042,-202.9547572,-93.32347925,0,-87.62381591,-217.8974108,-217.2539603,-216.0233805,-213.5095792,-174.9598186,-137.8617931,-119.3045228,-141.5970465,-149.9640237,-149.7330282,-148.9165641,-199.3920758,-210.6995798,-207.0361618,-205.5000668,-210.3010169
199-D5-39_E_DX,-136.2788537,-95.08940872,-135.6209247,-136.0974144,-136.0735867,-134.9622956,-136.1875154,-136.2864245,-136.1748892,-136.3728785,-125.9920053,-120.165699,-126.8222249,-130.9208383,-130.8383007,-130.5198012,-116.9418164,-129.9936292,-130.5401081,-120.5573714,-131.1501981,-135.9765674,-132.0075935,-136.1144296,-127.8188867,-132.9851082,-135.5173117,-131.9706226,-134.9125008,-122.4983912,-127.2535174,-131.1885122,-135.4188788,-136.048246,-133.1333744,-136.2149261,-135.8004848,-134.9399974,-126.884501,-136.1580432,-104.3392096,-83.89957488,-136.2853836,-124.8098521,-55.96261818,-110.9156879,-78.33136295,-74.44289618,-59.77565353,-65.83017261,-65.55585249,-52.85517511,-61.46992978,-94.40055458,-78.55861373,-61.57067053,-46.51713697,-7.15393646,0,0,0,0,0,0,0,-22.05077033,-61.75078278,-37.90856106,-26.71363837,-43.9925697,-36.33299608,-34.55016973,-24.12234206,-25.48899297,-29.92647458,-28.99384317,-27.86012916,-0.241382978,0,-55.05720102,-73.57979014,-48.72823972,-36.33198664,-34.95374328,-38.50641162,-41.35344116,-47.15082274,-41.01466499,-41.04568907,-40.75069573,-46.41095825,-44.70996595,-42.08896435,-34.81380522,-39.52561088,-45.68904393
199-D5-42_I_DX,49.88061525,5.986763923,101.4291318,110.5282197,108.7961536,105.5010667,99.20904881,93.5535215,97.7339064,96.53825763,100.4639454,88.68426085,93.43136751,91.20188313,103.6752975,105.9080748,105.562996,102.2848065,102.5827794,102.3267147,94.19147377,79.9600702,88.90148947,97.74258317,92.63105857,82.45393115,75.64165005,59.49352245,71.75977315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199-D5-44_I_DX,92.9792379,116.6266442,97.71295639,108.2928078,108.6381432,106.872269,102.8219191,103.0782281,81.32465106,94.26298093,91.62904664,89.1935819,92.13919949,99.4546177,109.6229093,103.7539241,105.4981556,102.3542057,102.4830155,102.315969,100.9072958,94.52962485,88.99057279,98.47951702,95.76427906,98.2692436,93.32183484,78.77766279,72.53224101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199-D5-92_E_DX,-46.3578622,-32.40285445,-93.34129422,-97.99017878,-97.98257539,-97.14779848,-97.97695833,-85.79623588,-65.02958897,-48.23933396,-59.68963475,-0.00024422,-69.7956338,-63.34099514,-65.41823452,-65.29655598,-65.38563115,-64.38629105,-62.04958595,-55.60132318,-38.95716847,-37.80586655,-43.08806023,-38.98264062,-39.79845753,-48.44437187,-51.396099,-58.71498979,-60.14125087,-52.73997246,-47.25889009,-0.45595874,-4.623878315,-60.2344208,-63.8663019,-16.4579858,0,-35.46915651,-62.00306204,-65.37504014,-83.75231836,-73.71985031,-87.09605649,-79.19883646,-71.20608571,-55.40167333,-48.80983362,-63.74532752,-62.593586,-72.07515275,-55.61328996,-50.1175666,-76.85786565,-68.78342331,-45.51918892,-37.05855335,-26.00652378,-27.83558505,-37.03001624,-34.22022851,-32.31665572,-29.43764644,-27.85829751,-31.77977875,-47.49724881,-43.25688951,-33.03710472,-28.97731355,-20.76347857,-16.73737348,-24.95253946,-25.6345523,-25.99147983,-31.4925227,-24.64753717,-19.48514561,-39.98113409,-63.47703557,-15.15739219,-44.10466668,-39.99664206,-12.71397109,-15.50794151,-34.81319467,-40.71196244,-45.69125063,-33.95170862,-31.12818351,-45.28144075,-38.92032382,-13.30449505,-2.18234992,-26.39679955,-6.69101745,-14.51616409,-68.39649742
199-D6-1_I_DX,139.6649656,78.40912691,109.8986853,129.1068945,135.9332822,105.5483843,94.29460744,90.23395959,96.08472867,108.2056294,86.41161359,83.41863096,105.8736439,107.2280923,109.7050893,105.6430961,105.7610584,102.2632297,105.8836569,116.2367532,99.21256777,101.7982226,102.3562246,106.7771357,118.0566807,131.3114348,128.7597443,100.6214974,125.126117,146.3811738,145.8440323,183.9400322,175.9531753,171.8186609,152.0382167,119.3857259,107.7211682,122.2408932,140.1284295,156.1229264,115.4653844,146.1840801,172.1366354,0,0,36.77916567,150.1845014,142.4806344,159.104934,117.7085407,152.3984086,144.1673399,161.0883668,87.15994851,132.6230605,142.7804145,124.9655953,121.4258177,121.9322201,121.6308404,122.0607897,116.1982973,115.0855001,104.8895471,112.6359735,113.0202293,130.8193736,131.4417683,117.3469529,121.8510047,118.452545,120.1424416,118.2899108,119.5311084,118.1066237,109.0537505,116.3184448,118.3360806,28.13438822,94.53011329,165.2331465,128.1610389,134.7035625,136.920844,125.9792996,63.78240099,122.5221213,135.1456984,134.6123545,130.5086973,156.3594128,133.9320797,155.8135323,142.7109339,141.5093511,118.8584549
199-D6-2_I_DX,102.5507126,85.88423362,119.2424248,126.9859283,152.0112693,107.7638596,91.79074071,101.4641774,83.20183676,105.2681499,104.5260708,90.15544282,103.9965689,103.8005388,109.7682202,106.5167687,105.7531213,102.2541447,106.3154378,117.9795071,103.6363241,98.16007726,96.52934298,121.3165292,120.0028698,140.6508245,130.8639438,101.7818517,125.9508479,152.0091952,148.8346283,192.4143441,182.7512669,189.9068152,241.7830955,152.233438,234.6519488,230.7640013,282.8571914,331.95459,224.304958,447.2613331,442.7095608,360.3978962,332.4965346,353.4541111,325.6913768,311.7486617,405.4528229,353.5610794,416.2739669,399.3568434,525.8924802,514.2759605,545.2013682,502.1235245,428.8844294,405.068787,403.9157389,404.1714006,405.6259749,386.8406466,365.128926,347.8866236,392.3614098,371.6058765,433.7084664,435.6142371,388.6491803,389.2730037,394.7989574,400.763921,419.8703506,398.2193886,392.9571845,361.3957425,386.1515058,394.1375201,93.16101597,309.8883158,470.2715787,385.2993001,394.5603504,389.7086922,397.4641425,430.8691559,392.6378668,367.5210406,390.2826092,392.3949697,417.3635544,374.5323729,489.2743369,356.6805015,484.9121566,420.8167031
199-D7-3_E_DX,-71.52340182,-4.208025967,-81.82448416,-96.55727424,-97.94105797,-97.43586832,-104.3771128,-104.2872398,-101.6007045,-112.5798559,-108.7025156,-103.606232,-105.0872555,-103.9020689,-109.0310421,-108.8772242,-108.9834192,-108.3465097,-108.918823,-107.1897454,-108.9558346,-108.8542268,-105.6635373,-109.011993,-106.328992,-107.3044951,-103.655882,-25.59908749,-36.39952568,-52.7448935,-52.7063393,-53.87871741,-70.9700023,-92.39306618,-107.1589004,-109.0138246,-108.7062295,-107.3436825,-105.5154952,-108.6757142,-105.5857085,-109.0012595,-109.027623,-107.0411376,-105.6251785,-116.651683,-119.5752976,-120.0137376,-119.8713574,-108.2089191,-119.8092034,-119.9585073,-117.6908391,-85.58723684,-117.1748022,-119.9771046,-119.8213493,-119.5958772,-119.7105629,-119.773303,-119.9321682,-119.9369304,-117.4430779,-94.16863513,-116.2084237,-113.7522014,-120.5490679,-116.8678177,-120.1246868,-119.7982135,-119.800908,-115.4173951,-119.5403172,-118.5159658,-119.687826,-119.488107,-45.92593733,-113.3835025,-27.33652148,-83.93792556,-119.4166889,-98.06751788,-120.1770516,-119.6028375,-113.6690241,-117.698942,-114.7072034,-116.5183267,-120.7952416,-118.6948112,-120.9162526,-111.4673808,-119.2482382,-86.55706295,-117.5108612,-115.2604838
199-D7-4_I_DX,879.2395479,591.5039834,844.7542024,829.4579151,820.4772576,709.3567675,730.3826256,670.9766932,600.6384794,641.1740242,628.916641,606.9368063,750.8880924,801.7724153,848.4633848,823.6907053,816.9347049,791.156999,824.1739963,864.4908108,800.2665882,806.4300701,790.1541177,835.0748781,863.9679358,893.3572821,865.208207,706.9033621,829.9739771,761.5152198,711.612632,626.8669488,695.5719896,711.4160349,802.5721552,819.7552017,658.5452134,648.5403704,715.7880613,741.4844705,971.705833,791.0951707,810.7697374,854.9751448,822.3983663,847.9138898,795.7980379,770.9980219,756.0824075,710.3635513,828.894891,796.4020631,887.0893421,727.7438107,803.3414197,756.0815528,664.5048774,642.8911998,645.5340428,643.762821,646.1234515,615.2914921,585.4041319,554.7113316,609.5905817,598.3195072,692.493625,695.7527409,621.1103252,648.0156681,627.0149339,636.2431651,661.1814462,632.4097827,625.3927147,577.3629727,616.1023417,628.108665,148.9124123,498.8213038,671.0189371,561.2968094,574.1842377,542.097332,550.5775052,596.7204058,543.8270201,509.9253888,542.733403,544.6302801,578.7358269,359.025624,0,0,0,188.571176
199-D7-5_I_DX,781.4793349,523.6729193,750.7863614,740.9120863,730.8807125,633.4138364,651.7327587,597.8667154,532.7493904,593.4197114,636.7008356,516.4367689,631.0368831,753.256032,795.5197858,770.9811423,766.5451587,741.1757072,771.4740067,844.8484404,747.454062,757.1351179,731.9634072,768.8018736,572.0241729,620.6199275,561.3328318,436.2309008,519.4294421,438.0130718,352.2054142,252.6110329,242.2052949,295.8427352,321.97953,301.7241633,264.321504,157.0509828,157.6012715,204.7278432,374.2513978,412.1419395,312.2035214,254.6442865,234.5384517,249.3000202,229.700193,222.6844362,305.7163055,353.1379246,399.3948237,385.9087958,423.3670926,344.1930729,379.465739,357.0954313,313.5283498,303.6626596,304.8508021,303.9868616,305.0810893,290.5883506,282.3219833,262.0041248,290.801668,282.5744213,327.0610114,328.5673604,293.3286449,305.8972726,296.1529393,300.4020783,294.2655624,298.6180723,295.2906759,272.6073106,290.8768878,296.7623903,70.31606662,237.0812052,327.0656068,265.1253541,271.1606531,256.029136,260.0478982,281.8574376,256.9111365,240.7871541,256.5506678,257.2066224,273.3280934,245.5441608,321.7324689,278.6641783,295.0915104,268.3652987
199-D7-6_E_DX,-60.79493429,-4.997960289,-90.55669647,-85.93263282,-86.92233483,-86.37401183,-94.82944949,-80.12654381,-47.12269854,-93.62971818,-89.85608595,-82.07053592,-90.93763709,-92.06901241,-97.86591427,-97.99038506,-98.09511474,-97.28263957,-96.637854,-83.95514307,-97.42143794,-97.92013111,-95.01681933,-98.13028242,-99.7247948,-97.04172651,-93.34112822,-41.43888327,-62.49308947,-47.57389726,-47.45109123,-59.01002383,-65.62046089,-105.6880367,-101.7692337,-100.8125507,-100.4879823,-99.19342441,-97.14888435,-100.6141789,-97.9212301,-100.6295729,-100.8505269,-97.71864961,-99.5620873,-100.8328209,-101.2820514,-95.76867502,-72.01180819,-18.64368502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
