wname,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
199-D8-53_E_DX,-119.9256306,-103.2127672,-109.8803688,-108.8791681,-108.8213083,-108.2574773,-36.86295046,0,0,-106.1238971,-108.5661146,-85.62515969,-113.5643759,-113.3239544,-119.865374,-119.7631801,-119.2931665,-118.992723,-118.336801,-104.3589914,-119.1041402,-119.7091953,-116.1472303,-119.9363199,-116.9861423,-117.8673554,-114.0783369,-50.639827,-112.1402069,-106.5119739,-105.1804254,-107.6936934,-101.0293122,-78.81248042,-101.2308222,-108.9941649,-108.6662996,-107.2505344,-105.3396568,-108.7466276,-105.5460227,-108.9635316,-109.0264019,-108.1634506,-105.608018,-118.7411072,-123.542912,-125.4482432,-125.3224699,-113.2067418,-125.2223397,-125.403441,-140.5995299,-101.5327717,-125.8919909,-128.4233312,-126.7115525,-111.7655735,-126.3292261,-126.7737472,-126.7611699,-127.0712116,-111.6772879,-89.00281228,-127.558304,-115.8253443,-126.9205235,-125.8741629,-69.09950504,-59.3991884,-114.9584854,-114.8859724,-31.86655826,0,-86.10415696,-122.5684213,-120.2964223,-119.1413634,-28.64493013,-88.32277355,-125.1245825,-102.6505504,-125.3909492,-124.5369363,-123.596445,-94.66404615,-54.56094598,-119.8380051,-109.6001968,-119.7445054,-121.6739452,-113.7317887,-116.7373757,-88.29639779,-115.9893787,-114.4112087
199-D8-55_E_DX,0,0,0,0,0,-26.50974342,-31.48449087,-23.05486728,-8.517302685,-0.050919894,-0.060566588,-0.013554216,-5.01224917,-33.53035062,-29.09185273,-23.68732926,-20.61754084,-23.42007931,-22.45419735,-24.79309229,-10.2796594,-0.10513671,-0.082774299,-0.00012211,-7.66435626,-22.52867182,-25.78340439,-32.21106313,-32.17549656,-27.98011038,-25.98818286,-22.41866334,-2.671363837,0,-2.251435688,-13.51122728,0,-8.121732348,-30.85121361,-43.36780203,-41.97860947,-38.70846704,-28.55688882,-10.75251816,-13.35404322,-3.36229885,0,0,0,-24.94679825,-20.36013296,0,-23.01492647,-23.71811726,-8.29322276,0,0,0,-0.019936493,0,0,0,0,0,0,-23.19522596,-12.6823446,-9.3524049,-0.001892705,0,-0.006182836,-0.00915825,0,-0.656050712,0,0,0,0,0,0,0,-12.53446939,-27.41734609,-26.68323298,-0.28793538,0,-7.72492282,-26.33736862,-36.36716653,-42.22877216,-37.09726222,-31.73492368,-23.96114058,-15.58587618,0,0
199-D8-55_I_DX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01514164,23.19455028
199-D8-68_E_DX,-245.3050627,-162.7900113,-229.8879353,-226.8365108,-217.5700832,-157.1054404,-231.9139854,-201.0378468,-231.6939512,-261.0484682,-218.4831164,-128.0395997,-268.1385405,-249.732826,-223.9894258,-219.8702403,-271.1833533,-270.4829385,-262.3323321,-269.6097218,-272.3967156,-272.133247,-264.140484,-271.4454014,-215.8450551,-255.8383707,-270.6587688,-264.1629441,-269.7523462,-264.4020559,-262.3605395,-212.8818117,-233.1846629,-202.6275024,-266.3044768,-209.1290051,-134.7005179,-236.8728419,-260.5307211,-271.2580643,-191.9266367,-131.4937872,-68.5598806,0,-1.438834341,0,-8.276420424,-93.92518035,-93.94972446,-93.18733068,-105.8868317,-108.6397528,-170.0546599,-214.7063101,-291.1582292,-300.5780389,-201.8101753,-229.4168489,-238.1461998,-299.563549,-300.0926516,-311.3288824,-304.9111122,-286.7097294,-314.4149335,-280.9400074,-314.7636797,-316.5289018,-316.1638784,-314.9243764,-313.9643028,-299.4458349,-277.14977,-38.44044696,-189.641226,-278.40883,-266.2258094,-206.1593591,-63.11450726,-193.4491042,-274.7634801,-224.8262456,-276.9652008,-274.7434704,-272.9808125,-273.4881665,-261.1431028,-225.6561133,-273.8528,-268.0694873,-272.667234,-259.7278479,-259.408343,-220.0898429,-265.0754803,-260.2225155
199-D8-69_E_DX,-114.4740271,-102.4927278,-108.5295874,-108.8781587,-108.795421,-103.1129765,-109.0191266,-109.0375652,-110.1562399,-112.0043512,-108.5595532,-86.39237718,-105.0570943,-104.8165158,-108.933232,-108.881262,-108.9906237,-108.1606461,-106.3972515,-97.64990168,-108.6712979,-97.84173649,-105.688521,-109.0336064,-106.3342428,-107.1512513,-103.710221,-46.03500191,-90.5164797,-80.04060175,-78.91395383,-80.78638857,-89.51813276,-109.0317748,-107.078145,-108.9901353,-108.6680091,-108.3911596,-105.3582175,-108.6338224,-105.1120438,-108.9376646,-109.0177321,-104.7676936,-107.6855772,-116.6504619,-116.0170122,-114.5382031,-114.4228092,-103.2270492,-114.330494,-115.8900748,-113.0129271,-95.66614332,-114.1280356,-119.6464308,-119.7998986,-116.0520008,-108.9560869,0,0,0,0,-88.55361029,-92.03210902,-106.1784793,-123.1885976,-122.7027219,-107.03966,-119.7464388,-120.2518766,-115.9170692,-120.4224398,-120.3791708,-120.4428322,-120.3974887,-115.3862571,-114.0803964,-27.51480208,-84.6576419,-116.8616634,-78.95070894,-118.1813835,-118.5368172,-117.4256162,-115.0280648,-89.0255166,-78.17553024,-100.9517561,-115.6309004,-117.2413522,-100.7849538,-116.640974,-35.51141965,-88.53581887,-94.34291866
199-D8-6_E_DX,-15.52959077,-7.096835928,-7.590116949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199-D8-73_E_DX,-18.06361868,-12.37626862,-18.8566014,-23.99093042,-25.33295251,-25.21286134,-25.9520505,-25.34076756,-15.87248395,-0.687723843,-0.058042981,0,-19.60268463,-26.80556976,-25.52416486,-21.5158919,-18.23199988,-9.186432988,-2.16928415,-3.93584952,-0.661311127,-0.04664602,-0.02662405,0,-0.18499665,-2.402691099,-5.2006649,-12.56200927,-17.03849674,-16.89516809,-7.96694484,0,0,0,-0.053879002,-6.07558305,0,0,-7.20485633,-30.45690414,-26.62046844,-12.58320756,-0.07057958,-0.04286061,-0.063090167,0,0,0,-7.3058413,-16.48992193,-15.24323552,-19.02130671,-30.29976485,-4.764821747,-21.39525943,0,0,0,0,0,0,0,0,0,0,0,-0.21686736,-0.00024422,0,0,0,-0.05189675,0,-0.26210701,0,-0.001135623,-0.17022134,-11.56518463,-6.59650431,-11.43694471,-7.834158356,0,-0.000378541,-8.26110783,-17.52425032,-17.52928736,-0.35839285,-0.00012618,-7.14575509,-13.25385603,-17.31788442,-2.76847792,-5.126833124,0,-0.625854453,-14.65747385
199-D8-88_E_DX,-27.25679647,-19.73578509,-33.33946476,-35.21429781,-38.11482277,-35.63965191,-32.22008186,-25.35566498,-20.26860883,-18.63973393,-22.49014083,-23.21605256,-27.44031498,-28.79520829,-26.01541339,-22.43864868,-20.69679023,-22.26275329,-20.71742682,-20.55941648,-16.43713348,-15.99384569,-16.23612821,-15.76061559,-17.80095158,-21.45922823,-20.66382053,-8.117180843,-20.70228518,-20.16601469,-19.91150082,-20.46575811,-20.55805699,-20.67297878,-20.2660757,-22.45395313,-20.64855678,-20.58195014,-20.11310443,-20.70770686,-45.17850202,-40.813155,-24.4879394,-18.80945807,-16.73618087,-10.78414465,-8.762088527,-0.12296477,-12.57574257,-6.301085331,-9.77795825,-17.58966465,-38.76235418,-14.22948237,-20.15156908,-10.05368263,0,0,0,0,0,0,-0.00024422,0,0,-7.697757415,-7.95961824,-0.19330013,-0.305356407,-0.00024422,0,-11.96091872,-0.03638878,-15.71010416,-14.35232096,-0.000630902,-0.03919731,-4.695674925,0,-4.12060195,-0.000378541,0,-0.000378541,-0.19732976,-13.44858485,-21.75191221,-14.82122336,-4.885954867,-15.89603558,-17.33907051,-23.54940194,-20.09466582,-0.979285567,0,-9.254065647,-18.15958865
199-D8-89_E_DX,-49.06076832,-35.55975268,-53.6474663,-49.13628525,-50.0002831,-49.70397084,-49.51233131,-49.06198942,-49.02083019,-50.33962695,-48.90562749,-47.03838155,-67.37956534,-102.7012827,-103.3551251,-93.88056543,-85.76566804,-85.53196985,-76.7497983,-78.18324759,-50.89307093,-41.15009312,-51.81279938,-57.57877252,-63.40146576,-69.00267251,-81.20363844,-93.3706707,-102.2729863,-96.45514895,-72.92421411,-71.82864319,-46.11878565,-44.04226847,-65.50500589,-80.08938469,-99.50047873,-95.48872476,-96.60708228,-103.4103351,-100.5639347,-103.0141289,-103.4473182,-82.74808572,-64.63032382,-45.1574991,-45.38113542,-65.1566749,-82.45953979,-96.52727903,-92.57879549,-53.50222786,-46.73369498,-77.09971672,-100.9891217,-100.0674355,-80.9686581,-67.85420691,-85.39001698,-84.75191082,-86.3500865,-86.88273032,-77.00964838,-69.7728033,-99.75251377,-98.79427997,-90.80307187,-81.42062791,-63.6404391,-54.26666088,-76.95587114,-79.98107312,-85.17196922,-99.01457778,-79.91818647,-69.27817639,-112.876286,-125.8074704,-30.41747889,-85.27515217,-80.26394094,-65.38587537,-83.44292825,-86.15861802,-96.33978349,-101.7027457,-70.4354902,-67.29348593,-98.43690063,-109.3160794,-100.7621193,-9.74095892,-31.63542845,-56.92230916,-73.08604649,-84.9006408
199-D8-90_E_DX,-109.022912,-52.40672781,-69.05812187,-67.00418593,-65.31264008,-64.95880177,-93.07668173,-109.0915379,-78.01456082,-105.4132166,-103.2264127,-93.56292398,-103.5940944,-103.8793564,-109.0310421,-108.8774766,-108.9621721,-108.1492899,-108.7882874,-97.6501459,-108.6818971,-108.8267521,-59.3103086,-106.5999541,-106.3103092,-107.1268419,-103.5340163,-46.03424483,-71.90178708,-53.35964408,-52.59973727,-53.8895852,-69.20486562,-103.5802959,-101.7182568,-103.541465,-103.2338699,-101.9287887,-100.0774485,-103.373869,-100.0209116,-103.4936141,-103.5768769,-102.8563058,-102.2937653,-111.1973956,-110.6017308,-103.6299947,-103.5254686,-93.43500464,-103.4449981,-107.6390166,-116.103287,-94.9066639,-115.0743881,-117.6025536,-116.9332076,-103.44048,-116.8857638,-116.946945,-117.1951946,-117.2045404,-114.7025632,-106.9093157,-96.70709037,-105.2182469,-117.2425733,-106.3921229,-116.0731625,-115.7335379,-116.3531566,-112.772981,-116.2517728,-116.1863723,-116.4387232,-116.1907625,-111.3215815,-110.4035015,-26.51691916,-81.12487749,-111.6213941,-69.64775859,-56.38481757,-114.7464007,-114.1483059,-114.9116635,-108.7950035,-108.4695356,-110.6424057,-113.2334741,-114.9182094,-99.7015939,-112.8213691,-78.39254413,-109.4815018,-107.7801473
199-D8-91_E_DX,-119.9251422,-54.04499995,-64.32110642,-67.03093618,-65.31581494,-64.95425927,-93.14591813,-117.3958765,-107.6140835,-117.4519251,-113.4986323,-102.3665707,-111.7974442,-113.1338727,-114.4826431,-114.2219708,-114.4373403,-101.4155502,-112.1294613,-109.2982188,-114.1653158,-114.2508783,-83.05088596,-113.0252602,-111.604144,-112.4419492,-114.1679656,-110.9729534,-114.1047126,-102.0672716,-110.2925605,-113.0753253,-118.3685089,-130.8701714,-129.2262004,-131.4841405,-130.8287761,-129.4727838,-127.6658829,-134.4105718,-131.5528884,-135.8510464,-134.1642108,-129.7062189,-126.5964761,-130.1147989,-128.9218534,-129.0014,-129.5126745,-119.7655054,-131.1399124,-132.8243588,-133.0650987,-104.1559347,-130.2768389,-131.3312588,-129.8159673,-128.1897348,-105.7061863,-125.1800896,-125.3863334,-125.3854874,-123.0971372,-114.6931281,-119.704433,-110.4050157,-123.939452,-117.2098478,-123.9257431,-118.968476,-124.598789,-120.6617754,-125.2575074,-125.1751547,-126.8996426,-127.2736859,-125.4014751,-101.2438188,-30.82605895,-91.62694804,-87.97368548,-48.04723225,-137.2153082,-137.288273,-136.3808736,-136.9526188,-129.2682103,-127.1954541,-133.4901636,-133.289081,-135.7024304,-127.4545105,-126.1590089,-71.2414162,-125.5335329,-125.5649803
199-D8-93_I_DX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199-D8-94_I_DX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023217181,0.17022134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199-D8-95_E_DX,0,-7.103325205,-115.4186705,-136.096405,-136.053927,-126.5945167,-107.3931091,-84.40760031,-68.49942359,-61.74714852,-53.27348796,-49.20595718,-52.74382707,-51.22146426,-47.43472849,-41.45314165,-38.0873301,-37.96425543,-37.03742832,-33.46986256,-30.17754088,-30.94572675,-33.43690507,-28.7984224,-30.70309418,-33.85631545,-35.96847738,-42.44138602,-43.84774724,-38.80158812,-40.51536534,-38.59127807,-35.21995936,-35.55586769,-37.89826312,-45.73959747,-55.40533663,-53.9619659,-52.2459846,-63.48536347,-64.39531905,-76.95296899,-63.77707612,-50.73121005,-41.34916905,-46.73088645,-38.6849975,-43.56384149,-42.48683129,-45.64176992,-45.74387132,-44.73610156,-56.04763523,-67.30862757,-50.33716108,-39.35336658,-35.62600767,-32.10174212,-32.82026178,-31.50205991,-30.73728498,-29.46509067,-29.92476504,-15.84206703,-35.07011411,-37.87277469,-34.32304513,-31.28152925,-29.02538826,-27.39879758,-27.95083654,-30.66597274,-33.20183111,-41.07182903,-43.44148727,-44.37295456,-56.20784355,-81.44486267,-22.61916796,-85.4782211,-96.28997889,-75.74495511,-79.6373294,-89.01489303,-95.41626556,-104.2197729,-94.92880244,-84.48025677,-88.91219852,-91.29071408,-92.32505091,-88.75357763,-83.01479838,-77.91167495,-82.23361594,-95.99897448
199-D8-96_E_DX,-71.52352393,-4.771105969,-109.8295711,-124.7233877,-125.1758746,-124.5001746,-125.3700296,-125.2170257,-124.5597317,-113.5622313,-104.7302306,-98.42058417,-106.3247182,-108.2206809,-109.0307979,-108.8779813,-108.997584,-108.1688478,-108.7996437,-107.8541459,-109.8133561,-116.518461,-110.7674056,-112.4208157,-109.6479418,-104.1381955,-67.82074877,-66.09123971,-119.7626795,-117.1926344,-96.17114958,-118.4720989,-123.7744529,-136.2875816,-133.9033268,-136.2405692,-135.3412291,-134.1381664,-131.6102801,-136.0107907,-132.0843111,-134.7781351,-136.2856278,-131.1318531,-109.1568398,-126.0281436,-132.6961596,-132.119723,-134.9596353,-121.988893,-136.1023407,-136.0155856,-153.9203877,-151.5914121,-155.6295613,-129.8687473,-109.9377699,-97.14363362,-98.48046948,-95.08082939,-94.07671886,-93.07174048,-90.93153159,-79.26244763,-107.5525342,-114.8717995,-101.8498751,-93.5680086,-70.26831347,-73.58934728,-87.38290916,-86.44789661,-87.74018674,-99.54388252,-94.05315163,-87.43842851,-102.527952,-74.69673845,0,-69.49780751,-119.9817245,-83.39783303,-73.52755148,-71.45864989,-76.23998905,-0.001892705,0,-64.06036725,-90.78096996,-111.18052,-104.3092926,-79.73062551,-77.85288713,-51.79796301,-74.78569558,-95.2714431
199-D8-97_E_DX,-114.4765914,-65.15423717,-117.1464057,-119.7589463,-119.7217068,-113.4354159,-113.7333075,-120.1074525,-119.8886597,-118.534797,-114.6116695,-108.7642829,-112.9374631,-45.75952321,-136.289169,-131.8293007,-136.242523,-135.2058864,-131.2769198,-134.8030903,-136.199178,-136.0379887,-132.0939008,-136.0597243,-136.0414078,-133.2239806,-135.8599523,-132.0743429,-135.4312241,-132.5723767,-131.4903681,-128.5034354,-134.7699333,-126.9880503,-125.2821817,-132.1949428,-135.4472205,-131.5840962,-130.6264398,-135.8987426,-131.774396,-136.0182354,-135.2070302,-120.4915541,-105.8610095,-97.55831918,-90.72580473,-95.21026599,-98.59613207,-100.1311245,-107.627754,-103.5044656,-122.7634106,-119.3037575,-111.1840856,-96.70599138,-83.32482346,-74.15544924,-73.15355297,-74.22810469,-72.78378761,-71.38512659,-68.41115062,-62.49547876,-72.02975836,-74.72777881,-72.91444531,-69.69599204,-64.74640972,-59.41249839,-61.3756283,-62.48637342,-63.39426127,-70.16949251,-70.2889582,-62.73370723,-70.45783633,-92.57169683,-23.80717615,-55.07099945,-77.14413219,-54.60942365,-69.72346679,-72.87353846,-73.52646063,-78.66257731,-72.73946168,-64.2775236,-69.74569081,-77.76758922,-77.22541675,-72.29778981,-68.10797998,-57.70881967,-69.29155151,-75.28276876
199-D8-98_E_DX,-68.82135047,-4.772998675,-92.26281819,-92.54663046,-92.50349712,-92.02462218,-104.082217,-89.0709834,-91.15624871,-106.2674986,-103.2650239,-98.42876554,-102.0192417,-99.32429144,-103.5794412,-103.4331737,-103.5498906,-102.7651751,-101.518957,-94.93234363,-102.9182318,-103.3923687,-100.3981582,-103.5816392,-103.4909114,-101.9305183,-103.4351072,-100.3893256,-103.5111817,-101.1327801,-99.91467585,-102.3286684,-102.7689605,-103.5796854,-101.8116303,-103.5021455,-103.2469356,-101.9554218,-100.1612159,-103.3755093,-100.3954229,-103.2378466,-103.5765105,-97.15792049,-95.51523164,-96.17346967,-12.88036225,0,-55.3439153,-100.1346396,-122.1789922,-122.3473533,-120.7681332,-120.2276499,-120.0612384,-95.10061121,-9.67538178,0,0,0,0,0,0,-62.44159975,-122.606255,-110.5198398,-121.5972601,-121.7152184,-121.6497023,-121.1641359,-121.07432,-116.6509503,-120.5913179,-120.3742106,-120.7687438,-120.57616,-116.0592053,-41.32506861,0,-56.21492593,-121.1117955,-98.96356106,-110.3255221,-111.8152722,-63.34028865,-114.5329873,-115.5095882,-115.8659743,-120.4924088,-119.0907651,-102.7981814,-114.2402547,-116.0249616,-97.85797712,-114.8991806,-113.2741204
199-D8-99_E_DX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.79115069,-113.2551934,-99.93431928,-97.92220698,-100.6616227,-106.4037234,-108.1733415,-102.23054,-99.3377061,-103.280117,-148.4184774,-164.9028064,-163.4817228,-151.1925724,-131.8426758,-110.5856245,-109.4041533,-123.1338924,-139.5933435,-147.6522153,-154.8370674,-159.1043153,-251.3568411,-107.459462,-109.9997408,-154.15606,-84.01288482,-68.46060517,-72.35205549,-103.8105954,-96.50255612,-90.49752648,-94.20603335,-92.36122803,-129.1830996,-117.0225433,-127.3430241,-127.8048441,-102.9713537,-88.8545626,-103.9579577,-108.0446375,-115.8010647,-136.5338648,-123.3011831,-103.9891243,-150.6907003,-215.3161397,-56.23360876,-106.0770791,-125.4929029,-107.3050173,-124.7773342,-129.8847437,-140.3283236,-152.4479242,-116.1934042,-103.7154391,-137.4251583,-163.5934331,-153.5286588,-128.761698,-82.59436551,-91.42803085,-98.98064832,-128.702841
199-D8-99_I_DX,313.1179062,293.9936003,274.5291743,275.8728612,281.7958217,261.9238711,252.5415489,275.0588877,254.2918501,259.3403927,226.8386558,214.5809512,237.4914948,214.4826825,219.4733095,211.3246772,211.5542318,204.4768705,140.4627667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199-H1-12_I_HX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16517058,59.36242108,159.0507172,196.7065594,170.8797571,163.7653843,147.7517315,121.3714787,122.7497424,178.3923307,249.1315858,86.47451659,124.3994404,21.35980683,6.10574422,5.108915516,0.59540836,33.41650049,52.62936639,83.53679421,81.27527631,132.3890977,135.9707916,188.6060995,153.6491814,233.4953188,103.459407,115.2939989,150.7839923
199-H1-1_E_HX,-163.5233171,-163.5196494,-162.774294,-129.9014524,-132.5352036,-162.6529613,-162.3226089,-163.5345512,-163.5296627,-163.418913,-159.4113871,-154.5314988,-158.695255,-158.1452367,-153.8235544,-150.8950229,-153.2177667,-146.490446,-159.0337439,-157.7130022,-155.6595922,-154.6304573,-152.3715851,-150.3765112,-149.5851163,-150.2314361,-147.9731422,-149.3653387,-147.4850686,-146.644386,-148.3228653,-146.1069351,-146.4518348,-145.1030688,-142.7840249,-142.247038,-139.818148,-137.4735182,-135.6474809,-139.5153233,-137.8426524,-144.312952,-141.4505145,-121.083177,-141.6747735,-140.8123676,-141.13775,-137.9471786,-136.4748983,-134.7477526,-132.2619812,-133.6259824,-112.0594922,-132.3048744,-132.0252099,-106.0541224,-137.4905075,-132.6965707,-135.2205233,-131.3496974,-132.2718721,-129.4638611,-127.5250901,-124.0493999,-121.6657638,-127.0402523,-108.7196616,-220.9885725,-220.1965426,-220.6701096,-220.660003,-210.3420458,-212.7647082,-213.4748031,-207.5885874,-206.9524025,-191.6754565,-153.1445658,-176.0882371,-203.3317107,-93.75552072,-120.4411226,-226.3373609,-226.0720118,-225.9218165,-226.5016297,-225.2173639,-216.4016691,-223.2096313,-226.0800792,-226.6696181,-225.1544773,-208.228338,-188.2987486,-219.8268342,-220.0646882
199-H1-20_I_HX,299.4607511,327.8742525,297.2597173,283.2170647,184.9428865,258.8411579,319.0362144,318.5961297,266.0392446,259.4126819,308.7579951,294.0317379,357.915522,120.3371024,258.6692763,339.1259231,317.0404206,332.517859,408.6759164,300.5479998,69.54416454,101.346904,259.2122588,187.2151445,140.6321332,106.3911671,153.171487,128.1783989,116.5967335,119.2898777,102.5019425,102.1225468,143.4975746,157.3200522,156.3004622,149.5775455,179.8955048,142.0477806,131.6684045,5.762403463,13.78218937,123.8259345,368.0115768,270.398186,311.3266291,73.83356728,80.97963579,87.10948859,102.3844727,130.0798013,113.2240553,113.8954161,58.75334861,212.8360652,173.2732352,148.4193322,326.4431593,134.5190624,77.09555277,43.27810409,126.814532,166.0586363,157.0576378,118.1410058,108.8571575,124.7594166,129.8057385,154.9069144,135.6592523,123.27554,134.0313999,136.5084785,128.8639041,118.264954,97.0322693,98.16034997,128.9534107,0,0,187.0143956,150.0522644,134.5845134,141.9058097,136.2185894,129.2608837,250.9152259,101.2886576,114.9364038,153.7026655,179.7255887,164.3463837,177.9158574,262.47238,126.1377984,124.76459,176.8304216
199-H1-21_I_HX,405.3533717,392.4491865,375.5292113,385.8780631,305.9233037,386.6240416,448.2799413,444.0885136,319.2627651,314.3480429,375.044467,379.3712822,458.4135173,298.8352718,387.883514,400.8375696,395.2522419,418.3891278,495.8872447,393.6872802,110.8622932,176.6247884,155.5735373,137.5339583,180.100039,111.1358522,193.4086858,200.6098218,54.65570334,140.8679765,183.7905695,132.6102389,147.295855,135.5061997,136.8678076,148.8475719,171.138264,161.5617044,199.6866051,418.8303804,124.0688886,93.13357785,164.1676146,98.86208765,133.9959432,81.66313837,69.06228184,56.92365237,86.66940415,109.3798275,95.01244779,95.82803269,22.26517107,356.1332655,553.62012,320.6960277,320.1235434,275.6827405,385.011149,533.698362,617.5714471,517.0907914,377.8344715,250.3728217,314.7326637,139.1753935,112.4150766,135.5011932,118.9156268,74.05824968,0,0,39.11598474,103.5184325,84.94118132,85.86029108,124.8627257,93.46328706,165.5756651,184.9641687,133.3732432,120.0101964,125.9607796,118.9970498,113.1619013,89.73273847,87.47533015,101.4221116,118.0817132,154.4381666,264.4969761,221.2616105,221.8007994,128.9907764,145.1565937,215.826128
199-H1-25_E_HX,-152.6227965,-123.5640873,-151.9006376,-152.3394808,-148.6685065,-151.8457369,-151.4472429,-152.6194995,-81.54180751,-94.82163445,-137.2976423,-141.0830297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199-H1-25_I_HX,0,0,0,0,0,0,0,0,0,0,0,0,297.5195497,362.5516985,323.6413209,282.7828712,84.64457613,140.2702603,272.1859985,273.6347116,224.872912,213.8788399,73.91341094,62.45731124,80.76648464,92.54622581,105.2043589,149.9476609,242.8388138,261.7786406,279.7494919,192.5271737,124.698093,148.0737609,156.2629866,133.6722296,150.0955361,114.1912188,154.696763,107.1119614,165.207015,239.9072987,198.5259496,176.2740885,235.6151484,199.8281306,208.2665706,212.0808922,207.2669497,252.5532269,218.1164232,223.1402036,115.0867212,182.244022,153.1984733,130.9954563,180.6118793,127.8010587,71.40646008,41.70129766,121.9795865,123.6405485,116.0494365,93.70908635,97.30139974,123.5747095,37.70158461,0.00744871,0.002775967,66.15724424,134.1033226,136.6476839,131.2531084,118.2080423,94.11738149,19.70697064,0,0.470147922,22.73907998,211.3665487,146.437324,135.1160582,142.3100915,136.0251672,129.1137412,169.9381407,103.2059067,90.61211625,146.621873,182.449065,133.6965295,143.1353882,103.9848342,124.7668694,104.1213613,97.08441027
199-H1-27_E_HX,-87.21259044,-39.02962335,-86.47431303,-156.4803427,-162.6184815,-162.6606584,-162.2163731,-148.9543661,-53.54856122,-46.71686577,-76.96007128,-89.76139367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199-H1-27_I_HX,0,0,0,0,0,0,0,0,0,0,0,0,252.3768259,306.108802,272.7241373,237.767154,194.8835304,0,160.2399465,264.6115152,218.8806079,212.718917,94.89644329,86.80348093,123.4119368,142.9792432,119.340301,131.4708223,128.969285,264.2710807,270.2577595,192.1428935,218.461563,277.0285148,274.6977402,286.2760272,367.5920069,294.8714068,333.3935139,188.9564372,268.2213311,303.5251515,260.5128931,193.6547374,229.6764711,194.2610136,200.966786,207.3588985,218.1082418,243.9402024,217.5508097,224.9102613,229.018404,257.5961411,266.4623365,165.5138774,196.3378605,152.5725375,116.4925859,64.46858505,198.2162786,184.7059715,165.8937616,153.5660082,176.7077011,201.8929496,206.7659324,250.5971948,220.4624046,200.8011031,217.8634683,221.9008563,209.8242994,192.09298,157.682841,159.4497971,231.8374355,231.7854492,248.9175717,341.6178666,232.4584951,206.9368864,209.0616329,206.3369599,203.7610495,218.1391182,161.7265136,166.6266821,66.97416014,137.2516481,241.9225004,279.226739,118.1702796,212.2867697,234.6377556,259.4003489
