ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192
199-D8-54A_E_HR3,-206.3254502,-228.6344819,-172.2170194,-223.9369704,-265.0632402,-245.0008155,-238.3165807,-152.378969,-86.51783839,-73.14138338,-88.89843233,-75.96240649,-87.18451012,-84.49908494,-77.70865652,-89.31943726,-106.6615247,-111.0590881,-106.0261569,-106.0001892,-64.61607448,-48.47291839,-55.79746416,-54.01805298,-76.21208751,-73.1676455,-67.86992032,-70.41322624,-102.7855614,-121.7431694,-126.2070766,-93.16551585,-44.15833932,-33.72493113,-55.91939926,-30.88874104,-67.52518894,-82.39942398,-33.90330551,-62.11198803,-2.990960924,-92.51742817,-118.4503403,-43.80615936,-29.29060437,-1.396019522,-53.81765834,-43.49149578,-78.01720702,-68.79632429,-68.05027446,-64.92432682,-93.8474025,-104.2427846,-35.26434197,-80.92544108,-58.57452232,-60.67596453,-72.93206378,-79.95955311,-101.3673831,-108.6310169,-107.4054265,-94.44912954,-5.374143729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199-D8-55_E_DX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.50974342,-31.48449087,-23.05486728,-8.517302685,-0.050919894,-0.060566588,-0.013554216,-5.01224917,-33.53035062,-29.09185273,-23.68732926,-20.61754084,-23.42007931,-22.45419735,-24.79309229,-10.2796594,-0.10513671,-0.082774299,-0.00012211,-7.66435626,-22.52867182,-25.78340439,-32.21106313,-32.17549656,-27.98011038,-25.98818286,-22.41866334,-2.671363837,0,-2.251435688,-13.51122728,0,-8.121732348,-30.85121361,-43.36780203,-41.97860947,-38.70846704,-28.55688882,-10.75251816,-13.35404322,-3.36229885,0,0,0,-24.94679825,-20.36013296,0,-23.01492647,-23.71811726,-8.29322276,0,0,0,-0.019936493,0,0,0,0,0,0,-23.19522596,-12.6823446,-9.3524049,-0.001892705,0,-0.006182836,-0.00915825,0,-0.656050712,0,0,0,0,0,0,0,-12.53446939,-27.41734609,-26.68323298,-0.28793538,0,-7.72492282,-26.33736862,-36.36716653,-42.22877216,-37.09726222,-31.73492368,-23.96114058,-15.58587618,0,0
199-D8-55_I_DX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.38360741,120.6594553,90.13128807,61.17943009,47.773136,14.86701461,13.23631697,18.19255835,18.80604293,17.4849309,19.8086842,16.31284585,8.19687797,19.47483546,13.06410257,21.9053129,18.68692883,14.50214993,9.072870688,13.5017027,12.64290307,6.890329462,10.71649571,12.15659185,13.55555321,12.50919262,19.99426523,12.92912891,14.93508279,9.50919414,9.963703841,10.96083782,12.54106333,10.84191896,12.91484204,15.05306141,6.55523113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01514164,23.19455028
199-D8-68_E_DX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.61342575,-138.5414635,-196.034295,-217.7899011,-207.3409117,-197.7211226,-232.8412,-212.133888,-245.3050627,-162.7900113,-229.8879353,-226.8365108,-217.5700832,-157.1054404,-231.9139854,-201.0378468,-231.6939512,-261.0484682,-218.4831164,-128.0395997,-268.1385405,-249.732826,-223.9894258,-219.8702403,-271.1833533,-270.4829385,-262.3323321,-269.6097218,-272.3967156,-272.133247,-264.140484,-271.4454014,-215.8450551,-255.8383707,-270.6587688,-264.1629441,-269.7523462,-264.4020559,-262.3605395,-212.8818117,-233.1846629,-202.6275024,-266.3044768,-209.1290051,-134.7005179,-236.8728419,-260.5307211,-271.2580643,-191.9266367,-131.4937872,-68.5598806,0,-1.438834341,0,-8.276420424,-93.92518035,-93.94972446,-93.18733068,-105.8868317,-108.6397528,-170.0546599,-214.7063101,-291.1582292,-300.5780389,-201.8101753,-229.4168489,-238.1461998,-299.563549,-300.0926516,-311.3288824,-304.9111122,-286.7097294,-314.4149335,-280.9400074,-314.7636797,-316.5289018,-316.1638784,-314.9243764,-313.9643028,-299.4458349,-277.14977,-38.44044696,-189.641226,-278.40883,-266.2258094,-206.1593591,-63.11450726,-193.4491042,-274.7634801,-224.8262456,-276.9652008,-274.7434704,-272.9808125,-273.4881665,-261.1431028,-225.6561133,-273.8528,-268.0694873,-272.667234,-259.7278479,-259.408343,-220.0898429,-265.0754803,-260.2225155
199-D8-68_E_HR3,-302.7111907,-299.9940196,-301.5386416,-303.8117196,-244.4323615,-182.9852115,-228.2591606,-252.9569094,-305.1400263,-303.0645159,-304.4595673,-304.07566,-302.9617421,-304.6738409,-307.6701449,-281.0022837,-259.8635854,-271.5427713,-267.1488084,-271.1450474,-274.7026612,-274.1377254,-268.9661941,-153.0350535,-238.4271443,-274.0030391,-277.3568869,-284.3909954,-287.0672512,-278.9162137,-287.1176154,-268.1052044,-280.281712,-286.216926,-292.2265544,-136.7926407,-211.3404294,-276.6472534,-177.2332992,-258.7324707,-5.734364972,-149.4718223,-194.7053108,-102.2176827,-124.790867,-92.20646989,-165.8658589,-121.892864,-231.742849,-236.3874307,-236.563184,-239.7394599,-259.7264864,-257.6264117,-83.83868676,-179.1722594,-258.5403233,-289.8150192,-282.2320688,-272.3118451,-283.1762038,-277.092742,-293.3800329,-271.8783731,-18.04644152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199-D8-69_E_DX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-53.23300761,-110.0148824,-110.3974269,-105.4389323,-79.44578765,-68.32274298,-83.82664265,-103.0458205,-98.0876936,-89.1586165,-99.11155838,-101.7352912,-104.930222,-96.25821401,-62.75570176,-113.0792328,-113.4849515,-113.8766111,-110.3315787,-110.0349084,-114.3768958,-108.9654243,-102.1287744,-104.5314474,-60.81871715,0,-98.82245423,-114.4589537,-113.8894856,-112.8593127,-113.1218045,-109.2380186,-114.3417281,-112.1923601,-109.6995944,-112.0514167,-113.3820656,-114.4740271,-102.4927278,-108.5295874,-108.8781587,-108.795421,-103.1129765,-109.0191266,-109.0375652,-110.1562399,-112.0043512,-108.5595532,-86.39237718,-105.0570943,-104.8165158,-108.933232,-108.881262,-108.9906237,-108.1606461,-106.3972515,-97.64990168,-108.6712979,-97.84173649,-105.688521,-109.0336064,-106.3342428,-107.1512513,-103.710221,-46.03500191,-90.5164797,-80.04060175,-78.91395383,-80.78638857,-89.51813276,-109.0317748,-107.078145,-108.9901353,-108.6680091,-108.3911596,-105.3582175,-108.6338224,-105.1120438,-108.9376646,-109.0177321,-104.7676936,-107.6855772,-116.6504619,-116.0170122,-114.5382031,-114.4228092,-103.2270492,-114.330494,-115.8900748,-113.0129271,-95.66614332,-114.1280356,-119.6464308,-119.7998986,-116.0520008,-108.9560869,0,0,0,0,-88.55361029,-92.03210902,-106.1784793,-123.1885976,-122.7027219,-107.03966,-119.7464388,-120.2518766,-115.9170692,-120.4224398,-120.3791708,-120.4428322,-120.3974887,-115.3862571,-114.0803964,-27.51480208,-84.6576419,-116.8616634,-78.95070894,-118.1813835,-118.5368172,-117.4256162,-115.0280648,-89.0255166,-78.17553024,-100.9517561,-115.6309004,-117.2413522,-100.7849538,-116.640974,-35.51141965,-88.53581887,-94.34291866
199-D8-6_E_DX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41.55818868,-85.88692327,-82.87830731,-74.75427668,-58.74842758,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.25652668,-37.85825174,-34.83383126,-29.99899571,-3.7512192,-0.22321301,0,-0.12320899,-22.27227089,-3.8305907,0,-1.25101695,-27.0207613,-24.23004308,-22.0152119,-1.63908253,0,0,-10.46262902,-15.52959077,-7.096835928,-7.590116949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199-D8-72_E_HR3,-102.0045885,-109.0129537,-94.12940933,-99.17856217,-113.4868604,-127.1583192,-121.2380858,-86.20657062,-72.78116957,-55.64204687,-55.89210861,-56.61758366,-25.75948304,-60.3478985,-76.19751919,-87.26231862,-105.1446227,-93.61629334,-88.34667048,-78.60833692,-49.14624301,-39.39659352,-45.48348029,-44.66877825,-65.18135333,-62.55070223,-52.96303894,-45.34369772,-64.75010966,-61.97036668,-62.52939277,-66.56395602,-50.59065452,-35.84601326,-43.03129169,-25.40271425,-45.53760311,-56.27003853,-29.41621352,-46.1469491,-1.011327231,-41.99629751,-57.83731602,-28.35386873,-15.64460743,-1.369597971,-37.73092276,-32.63875748,-64.73725147,-62.37230872,-55.6972528,-48.96374839,-64.08049505,-66.24070032,-25.71339873,-58.20137478,-50.67392092,-53.24687143,-49.04551325,-41.83591172,-20.34761669,-45.98563386,-40.37448703,-39.4587353,-3.74096196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199-D8-73_E_DX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.981407147,-18.56157477,-18.77982459,-20.74123827,-21.29558104,-17.48273292,-17.66840118,-20.44780794,-19.59087147,-19.41255936,-13.36213097,-15.57847631,-16.73859458,-16.16321226,-6.097512322,-0.30148959,-26.9232239,-29.21432906,-28.89542251,-29.32276274,-29.32557127,-26.43843906,-6.64717996,0,0,0,0,-6.19183177,-19.32943908,-26.81132637,-27.01849006,-25.95240463,-26.21909287,-17.51761568,-4.92249832,-15.67361629,-12.59503595,-18.06361868,-12.37626862,-18.8566014,-23.99093042,-25.33295251,-25.21286134,-25.9520505,-25.34076756,-15.87248395,-0.687723843,-0.058042981,0,-19.60268463,-26.80556976,-25.52416486,-21.5158919,-18.23199988,-9.186432988,-2.16928415,-3.93584952,-0.661311127,-0.04664602,-0.02662405,0,-0.18499665,-2.402691099,-5.2006649,-12.56200927,-17.03849674,-16.89516809,-7.96694484,0,0,0,-0.053879002,-6.07558305,0,0,-7.20485633,-30.45690414,-26.62046844,-12.58320756,-0.07057958,-0.04286061,-0.063090167,0,0,0,-7.3058413,-16.48992193,-15.24323552,-19.02130671,-30.29976485,-4.764821747,-21.39525943,0,0,0,0,0,0,0,0,0,0,0,-0.21686736,-0.00024422,0,0,0,-0.05189675,0,-0.26210701,0,-0.001135623,-0.17022134,-11.56518463,-6.59650431,-11.43694471,-7.834158356,0,-0.000378541,-8.26110783,-17.52425032,-17.52928736,-0.35839285,-0.00012618,-7.14575509,-13.25385603,-17.31788442,-2.76847792,-5.126833124,0,-0.625854453,-14.65747385
199-D8-88_E_DX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6436815,-2.928393176,-0.77429951,-18.31482302,-15.10915874,-10.16191542,-11.97080963,-12.06056048,-13.45889907,-19.46726464,-20.81596959,-21.85499937,-26.60740267,-33.74074731,-34.31791651,-34.99737725,-42.1218445,-34.95606337,-28.86968173,-26.54109694,-30.31028259,-32.47185753,-33.74448795,-29.74115521,-27.55302251,-27.12082231,-27.25788264,-29.255415,-28.81356404,-27.22637826,-26.64852932,-26.85247744,-27.20397515,-27.02758318,-27.25679647,-19.73578509,-33.33946476,-35.21429781,-38.11482277,-35.63965191,-32.22008186,-25.35566498,-20.26860883,-18.63973393,-22.49014083,-23.21605256,-27.44031498,-28.79520829,-26.01541339,-22.43864868,-20.69679023,-22.26275329,-20.71742682,-20.55941648,-16.43713348,-15.99384569,-16.23612821,-15.76061559,-17.80095158,-21.45922823,-20.66382053,-8.117180843,-20.70228518,-20.16601469,-19.91150082,-20.46575811,-20.55805699,-20.67297878,-20.2660757,-22.45395313,-20.64855678,-20.58195014,-20.11310443,-20.70770686,-45.17850202,-40.813155,-24.4879394,-18.80945807,-16.73618087,-10.78414465,-8.762088527,-0.12296477,-12.57574257,-6.301085331,-9.77795825,-17.58966465,-38.76235418,-14.22948237,-20.15156908,-10.05368263,0,0,0,0,0,0,-0.00024422,0,0,-7.697757415,-7.95961824,-0.19330013,-0.305356407,-0.00024422,0,-11.96091872,-0.03638878,-15.71010416,-14.35232096,-0.000630902,-0.03919731,-4.695674925,0,-4.12060195,-0.000378541,0,-0.000378541,-0.19732976,-13.44858485,-21.75191221,-14.82122336,-4.885954867,-15.89603558,-17.33907051,-23.54940194,-20.09466582,-0.979285567,0,-9.254065647,-18.15958865
199-D8-89_E_DX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.29080779,-66.7343361,-65.40539553,-76.85273703,-77.73490851,-67.74565112,-76.18869471,-101.4679151,-103.2200045,-76.38371252,-70.81476386,-67.8043901,-59.71618596,-58.56236857,-56.10956605,-60.8242121,-62.68967029,-65.75147271,-65.46248311,-67.6184125,-66.02219058,-71.78929121,-60.68952477,-58.24105646,-60.98710684,-62.70971261,-61.56144686,-59.57893432,-62.44803495,-64.29372353,-63.679555,-61.09419731,-62.32360079,-59.18854458,-50.64304663,-48.99393073,-48.65668326,-49.06076832,-35.55975268,-53.6474663,-49.13628525,-50.0002831,-49.70397084,-49.51233131,-49.06198942,-49.02083019,-50.33962695,-48.90562749,-47.03838155,-67.37956534,-102.7012827,-103.3551251,-93.88056543,-85.76566804,-85.53196985,-76.7497983,-78.18324759,-50.89307093,-41.15009312,-51.81279938,-57.57877252,-63.40146576,-69.00267251,-81.20363844,-93.3706707,-102.2729863,-96.45514895,-72.92421411,-71.82864319,-46.11878565,-44.04226847,-65.50500589,-80.08938469,-99.50047873,-95.48872476,-96.60708228,-103.4103351,-100.5639347,-103.0141289,-103.4473182,-82.74808572,-64.63032382,-45.1574991,-45.38113542,-65.1566749,-82.45953979,-96.52727903,-92.57879549,-53.50222786,-46.73369498,-77.09971672,-100.9891217,-100.0674355,-80.9686581,-67.85420691,-85.39001698,-84.75191082,-86.3500865,-86.88273032,-77.00964838,-69.7728033,-99.75251377,-98.79427997,-90.80307187,-81.42062791,-63.6404391,-54.26666088,-76.95587114,-79.98107312,-85.17196922,-99.01457778,-79.91818647,-69.27817639,-112.876286,-125.8074704,-30.41747889,-85.27515217,-80.26394094,-65.38587537,-83.44292825,-86.15861802,-96.33978349,-101.7027457,-70.4354902,-67.29348593,-98.43690063,-109.3160794,-100.7621193,-9.74095892,-31.63542845,-56.92230916,-73.08604649,-84.9006408
199-D8-90_E_DX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55.03322413,-113.7353299,-109.5248898,-104.6069968,-75.54656299,-63.00204395,-79.87909092,-102.0513566,-96.67028405,-87.78585588,-90.13281008,-70.50729902,-106.8453952,-98.99921718,-62.39008337,-102.4175645,-103.5331086,-93.71686069,-99.42518163,-95.79505078,-98.38268379,-101.4449502,-97.68079551,-95.77692966,-62.04201513,-76.49959491,-96.87188654,-103.3931013,-103.3244063,-104.2459176,-107.7145986,-103.8236612,-108.8972096,-106.782126,-97.7685926,-109.0215745,-108.0008001,-109.022912,-52.40672781,-69.05812187,-67.00418593,-65.31264008,-64.95880177,-93.07668173,-109.0915379,-78.01456082,-105.4132166,-103.2264127,-93.56292398,-103.5940944,-103.8793564,-109.0310421,-108.8774766,-108.9621721,-108.1492899,-108.7882874,-97.6501459,-108.6818971,-108.8267521,-59.3103086,-106.5999541,-106.3103092,-107.1268419,-103.5340163,-46.03424483,-71.90178708,-53.35964408,-52.59973727,-53.8895852,-69.20486562,-103.5802959,-101.7182568,-103.541465,-103.2338699,-101.9287887,-100.0774485,-103.373869,-100.0209116,-103.4936141,-103.5768769,-102.8563058,-102.2937653,-111.1973956,-110.6017308,-103.6299947,-103.5254686,-93.43500464,-103.4449981,-107.6390166,-116.103287,-94.9066639,-115.0743881,-117.6025536,-116.9332076,-103.44048,-116.8857638,-116.946945,-117.1951946,-117.2045404,-114.7025632,-106.9093157,-96.70709037,-105.2182469,-117.2425733,-106.3921229,-116.0731625,-115.7335379,-116.3531566,-112.772981,-116.2517728,-116.1863723,-116.4387232,-116.1907625,-111.3215815,-110.4035015,-26.51691916,-81.12487749,-111.6213941,-69.64775859,-56.38481757,-114.7464007,-114.1483059,-114.9116635,-108.7950035,-108.4695356,-110.6424057,-113.2334741,-114.9182094,-99.7015939,-112.8213691,-78.39254413,-109.4815018,-107.7801473
199-D8-91_E_DX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55.28995056,-114.2658978,-110.3880985,-109.6036159,-77.45440963,-63.11646102,-83.40368617,-124.6410961,-125.817362,-93.77535138,-91.57847037,-95.34375257,-112.5793145,-101.697604,-62.70231443,-91.73892291,-97.53007921,-103.2768526,-99.48448639,-95.79969096,-98.38305012,-101.4370009,-102.1118011,-100.4845917,-67.13009461,-78.56911519,-96.50483696,-103.4003058,-103.3925437,-103.001983,-104.6607822,-101.3122248,-103.4486614,-114.0044359,-110.2047634,-115.0802494,-113.9473128,-119.9251422,-54.04499995,-64.32110642,-67.03093618,-65.31581494,-64.95425927,-93.14591813,-117.3958765,-107.6140835,-117.4519251,-113.4986323,-102.3665707,-111.7974442,-113.1338727,-114.4826431,-114.2219708,-114.4373403,-101.4155502,-112.1294613,-109.2982188,-114.1653158,-114.2508783,-83.05088596,-113.0252602,-111.604144,-112.4419492,-114.1679656,-110.9729534,-114.1047126,-102.0672716,-110.2925605,-113.0753253,-118.3685089,-130.8701714,-129.2262004,-131.4841405,-130.8287761,-129.4727838,-127.6658829,-134.4105718,-131.5528884,-135.8510464,-134.1642108,-129.7062189,-126.5964761,-130.1147989,-128.9218534,-129.0014,-129.5126745,-119.7655054,-131.1399124,-132.8243588,-133.0650987,-104.1559347,-130.2768389,-131.3312588,-129.8159673,-128.1897348,-105.7061863,-125.1800896,-125.3863334,-125.3854874,-123.0971372,-114.6931281,-119.704433,-110.4050157,-123.939452,-117.2098478,-123.9257431,-118.968476,-124.598789,-120.6617754,-125.2575074,-125.1751547,-126.8996426,-127.2736859,-125.4014751,-101.2438188,-30.82605895,-91.62694804,-87.97368548,-48.04723225,-137.2153082,-137.288273,-136.3808736,-136.9526188,-129.2682103,-127.1954541,-133.4901636,-133.289081,-135.7024304,-127.4545105,-126.1590089,-71.2414162,-125.5335329,-125.5649803
199-D8-93_I_DX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.40883603,81.4449278,82.29765246,80.05421701,46.55562197,10.4855857,0,0,0,0,0,1.177893412,0,0,0,0,0,0,0,0,0,0,0.22272864,0,0,0,0.026227484,11.92062242,0.360875753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199-D8-94_I_DX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.83000558,32.71534487,8.867458118,15.0024346,10.68015577,4.34149894,0,0,0,0,0,0,17.62303731,40.01776709,29.64576474,48.29377234,20.68108281,0,0,0,0,2.891422338,52.39703467,56.99540421,47.76320439,9.78333109,43.63739532,45.83728547,29.98233991,5.69386719,11.26727287,3.4251855,20.84845085,41.13024617,27.47072037,32.80713903,4.76973871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023217181,0.17022134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199-D8-95_E_DX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46.30062596,-95.68796031,-94.62173068,-91.94944055,-77.11990557,-67.82636583,-78.78106966,-87.20986301,-79.20753778,-72.73005921,-87.85484803,-99.8822068,-85.40141391,-91.89241518,-63.20342439,-97.5976386,-99.68170625,-97.82574008,-96.02891178,-95.85915853,-96.76350519,-98.08653448,-92.03076581,-92.51491568,-67.12838507,-78.57705234,-96.52727903,-103.4813868,-103.2093298,-99.873769,-80.20993575,-93.63260479,-97.96934144,-96.1038629,-96.75202685,-42.67216985,0,0,-7.103325205,-115.4186705,-136.096405,-136.053927,-126.5945167,-107.3931091,-84.40760031,-68.49942359,-61.74714852,-53.27348796,-49.20595718,-52.74382707,-51.22146426,-47.43472849,-41.45314165,-38.0873301,-37.96425543,-37.03742832,-33.46986256,-30.17754088,-30.94572675,-33.43690507,-28.7984224,-30.70309418,-33.85631545,-35.96847738,-42.44138602,-43.84774724,-38.80158812,-40.51536534,-38.59127807,-35.21995936,-35.55586769,-37.89826312,-45.73959747,-55.40533663,-53.9619659,-52.2459846,-63.48536347,-64.39531905,-76.95296899,-63.77707612,-50.73121005,-41.34916905,-46.73088645,-38.6849975,-43.56384149,-42.48683129,-45.64176992,-45.74387132,-44.73610156,-56.04763523,-67.30862757,-50.33716108,-39.35336658,-35.62600767,-32.10174212,-32.82026178,-31.50205991,-30.73728498,-29.46509067,-29.92476504,-15.84206703,-35.07011411,-37.87277469,-34.32304513,-31.28152925,-29.02538826,-27.39879758,-27.95083654,-30.66597274,-33.20183111,-41.07182903,-43.44148727,-44.37295456,-56.20784355,-81.44486267,-22.61916796,-85.4782211,-96.28997889,-75.74495511,-79.6373294,-89.01489303,-95.41626556,-104.2197729,-94.92880244,-84.48025677,-88.91219852,-91.29071408,-92.32505091,-88.75357763,-83.01479838,-77.91167495,-82.23361594,-95.99897448
