TITLE = ""
VARIABLES ="simulation time, " "Aqueous Volumetric Flux Rate (1)" "Aqueous Volumetric Flux Integral (1)" "Conservation Component Species Flux (total_cr6) Rate (2)" "Conservation Component Species Flux (total_cr6) Integral (2)"
ZONE T="Reference Node Variables" F=POINT
2.014000E+03 -1.535571E+05 -4.204163E-04 0.000000E+00 0.000000E+00
2.014000E+03 -1.471714E+05 -9.240830E-04 0.000000E+00 0.000000E+00
2.014000E+03 -1.396553E+05 -1.521513E-03 0.000000E+00 0.000000E+00
2.014000E+03 -1.309335E+05 -2.221662E-03 0.000000E+00 0.000000E+00
2.014000E+03 -1.209872E+05 -3.030366E-03 0.000000E+00 0.000000E+00
2.014000E+03 -1.098838E+05 -3.948473E-03 0.000000E+00 0.000000E+00
2.014000E+03 -9.780626E+04 -4.969969E-03 0.000000E+00 0.000000E+00
2.014000E+03 -8.507569E+04 -6.080640E-03 0.000000E+00 0.000000E+00
2.014000E+03 -7.215551E+04 -7.258135E-03 0.000000E+00 0.000000E+00
2.014000E+03 -5.962367E+04 -8.474373E-03 0.000000E+00 0.000000E+00
2.014000E+03 -4.810461E+04 -9.700956E-03 0.000000E+00 0.000000E+00
2.014000E+03 -3.816460E+04 -1.091737E-02 0.000000E+00 0.000000E+00
2.014000E+03 -3.019381E+04 -1.212032E-02 0.000000E+00 0.000000E+00
2.014000E+03 -2.431636E+04 -1.333130E-02 0.000000E+00 0.000000E+00
2.014000E+03 -2.037018E+04 -1.459938E-02 0.000000E+00 0.000000E+00
2.014000E+03 -1.797338E+04 -1.599796E-02 0.000000E+00 0.000000E+00
2.014000E+03 -1.665070E+04 -1.761755E-02 0.000000E+00 0.000000E+00
2.014000E+03 -1.596222E+04 -1.955831E-02 0.000000E+00 0.000000E+00
2.014000E+03 -1.558166E+04 -2.192643E-02 0.000000E+00 0.000000E+00
2.014000E+03 -1.530852E+04 -2.483469E-02 0.000000E+00 0.000000E+00
2.014000E+03 -1.503570E+04 -2.840523E-02 0.000000E+00 0.000000E+00
2.014000E+03 -1.470427E+04 -3.277002E-02 0.000000E+00 0.000000E+00
2.014000E+03 -1.425694E+04 -3.806003E-02 0.000000E+00 0.000000E+00
2.014000E+03 -1.157967E+04 -4.343080E-02 0.000000E+00 0.000000E+00
2.014000E+03 -6.576385E+03 -4.724354E-02 0.000000E+00 0.000000E+00
2.014000E+03 -5.730479E+03 -5.139643E-02 0.000000E+00 0.000000E+00
2.014000E+03 -5.484889E+03 -5.636508E-02 0.000000E+00 0.000000E+00
2.014000E+03 -5.271001E+03 -6.233369E-02 0.000000E+00 0.000000E+00
2.014000E+03 -5.024437E+03 -6.944546E-02 0.000000E+00 0.000000E+00
2.014000E+03 -4.736565E+03 -7.782584E-02 0.000000E+00 0.000000E+00
2.014000E+03 -4.404483E+03 -8.756687E-02 0.000000E+00 0.000000E+00
2.014000E+03 -4.027337E+03 -9.870054E-02 0.000000E+00 0.000000E+00
