SAMP_SITE_NAME_ID,SAMP_SITE_TYPE,SAMP_DATE_TIME,FILTERED_FLAG,STD_CON_LONG_NAME,STD_CON_ID,STD_VALUE_RPTD,STD_ANAL_UNITS_RPTD,LAB_QUALIFIER,REVIEW_QUALIFIER,SAMP_COMMENT,RESULT_COMMENT,MEDIA,SAMP_NUM,SAF_NUM,STD_MDA
199-D5-36 (B8744),GROUNDWATER WELL,11-May-23,N,Nitrate,14797-55-8,20100,ug/L,D,,,,GW,B491D5,T23-035,
199-D5-36 (B8744),GROUNDWATER WELL,22-Aug-23,N,Nitrate,14797-55-8,7970,ug/L,D,,,,GW,B49HF1,T23-048,
199-D5-36 (B8744),GROUNDWATER WELL,22-Aug-23,Y,Hexavalent Chromium,18540-29-9,2.5,ug/L,U,,,,GW,B49HF3,T23-048,
199-D5-36 (B8744),GROUNDWATER WELL,11-May-23,Y,Hexavalent Chromium,18540-29-9,2.5,ug/L,U,,,,GW,B491D6,T23-035,
199-D5-36 (B8744),GROUNDWATER WELL,04-Oct-22,Y,Hexavalent Chromium,18540-29-9,2.5,ug/L,U,,,,GW,B46533,S23-010,
199-D5-36 (B8744),GROUNDWATER WELL,04-Oct-22,N,Specific Conductance,CONDUCT,409,uS/cm,,,MANUAL DATA ENTRY VERIFIED BY H8875088 ON 10/6/2022,,GW,B46532,S23-010,
199-D5-36 (B8744),GROUNDWATER WELL,11-May-23,N,Specific Conductance,CONDUCT,440,uS/cm,,,Data Entry Verified by PLBEST on 05/18/2023.,,GW,B491D2,T23-035,
199-D5-36 (B8744),GROUNDWATER WELL,22-Aug-23,N,Specific Conductance,CONDUCT,237,uS/cm,,,Data Entry Verified by PLBEST on 08/31/2023.,,GW,B49HD9,T23-048,
199-D5-36 (B8744),GROUNDWATER WELL,11-May-23,N,Temperature,TEMPERATURE,16.4,Deg C,,,Data Entry Verified by PLBEST on 05/18/2023.,,GW,B491D2,T23-035,
199-D5-36 (B8744),GROUNDWATER WELL,22-Aug-23,N,Temperature,TEMPERATURE,16.6,Deg C,,,Data Entry Verified by PLBEST on 08/31/2023.,,GW,B49HD9,T23-048,
199-D5-36 (B8744),GROUNDWATER WELL,04-Oct-22,N,Temperature,TEMPERATURE,16.3,Deg C,,,MANUAL DATA ENTRY VERIFIED BY H8875088 ON 10/6/2022,,GW,B46532,S23-010,
199-D5-36 (B8744),GROUNDWATER WELL,04-Oct-22,N,Dissolved oxygen,DO,9160,ug/L,,,MANUAL DATA ENTRY VERIFIED BY H8875088 ON 10/6/2022,,GW,B46532,S23-010,
199-D5-36 (B8744),GROUNDWATER WELL,22-Aug-23,N,Dissolved oxygen,DO,8620,ug/L,,,Data Entry Verified by PLBEST on 08/31/2023.,,GW,B49HD9,T23-048,
199-D5-36 (B8744),GROUNDWATER WELL,11-May-23,N,Dissolved oxygen,DO,9380,ug/L,,,Data Entry Verified by PLBEST on 05/18/2023.,,GW,B491D2,T23-035,
199-D5-36 (B8744),GROUNDWATER WELL,22-Aug-23,N,Chloride,16887-00-6,2930,ug/L,D,G,,"""G"" Review flag added per RDR 231009RJ LEE-R11236",GW,B49HF1,T23-048,
199-D5-36 (B8744),GROUNDWATER WELL,11-May-23,N,Chloride,16887-00-6,35600,ug/L,D,,,,GW,B491D5,T23-035,
199-D5-36 (B8744),GROUNDWATER WELL,11-May-23,N,Fluoride,16984-48-8,110,ug/L,D,,,,GW,B491D5,T23-035,
199-D5-36 (B8744),GROUNDWATER WELL,22-Aug-23,N,Fluoride,16984-48-8,120,ug/L,D,,,,GW,B49HF1,T23-048,
199-D5-36 (B8744),GROUNDWATER WELL,11-May-23,N,Potassium,7440-09-7,3440,ug/L,,,,,GW,B491D3,T23-035,
199-D5-36 (B8744),GROUNDWATER WELL,22-Aug-23,Y,Potassium,7440-09-7,2810,ug/L,,,,,GW,B49HF2,T23-048,
199-D5-36 (B8744),GROUNDWATER WELL,11-May-23,Y,Potassium,7440-09-7,3440,ug/L,,,,,GW,B491D4,T23-035,
199-D5-36 (B8744),GROUNDWATER WELL,22-Aug-23,N,Potassium,7440-09-7,2730,ug/L,,,,,GW,B49HF0,T23-048,
199-D5-36 (B8744),GROUNDWATER WELL,11-May-23,N,Sulfate,14808-79-8,47200,ug/L,D,,,,GW,B491D5,T23-035,
199-D5-36 (B8744),GROUNDWATER WELL,11-May-23,N,Phosphate,14265-44-2,153,ug/L,DU,,,,GW,B491D5,T23-035,
199-D5-36 (B8744),GROUNDWATER WELL,22-Aug-23,N,Phosphate,14265-44-2,153,ug/L,DU,,,,GW,B49HF1,T23-048,
199-D5-36 (B8744),GROUNDWATER WELL,22-Aug-23,N,Sulfate,14808-79-8,20100,ug/L,D,,,,GW,B49HF1,T23-048,
199-D5-36 (B8744),GROUNDWATER WELL,11-May-23,N,Calcium,7440-70-2,45800,ug/L,,,,,GW,B491D3,T23-035,
199-D5-36 (B8744),GROUNDWATER WELL,11-May-23,Y,Calcium,7440-70-2,45500,ug/L,,,,,GW,B491D4,T23-035,
199-D5-36 (B8744),GROUNDWATER WELL,22-Aug-23,N,Calcium,7440-70-2,24900,ug/L,,,,,GW,B49HF0,T23-048,
199-D5-36 (B8744),GROUNDWATER WELL,22-Aug-23,Y,Calcium,7440-70-2,25700,ug/L,,,,,GW,B49HF2,T23-048,
199-D5-36 (B8744),GROUNDWATER WELL,22-Aug-23,N,Magnesium,7439-95-4,6320,ug/L,,,,,GW,B49HF0,T23-048,
199-D5-36 (B8744),GROUNDWATER WELL,11-May-23,N,Magnesium,7439-95-4,12700,ug/L,,,,,GW,B491D3,T23-035,
199-D5-36 (B8744),GROUNDWATER WELL,11-May-23,Y,Magnesium,7439-95-4,12600,ug/L,,,,,GW,B491D4,T23-035,
199-D5-36 (B8744),GROUNDWATER WELL,22-Aug-23,Y,Magnesium,7439-95-4,6550,ug/L,,,,,GW,B49HF2,T23-048,
199-D5-36 (B8744),GROUNDWATER WELL,04-Oct-22,N,pH Measurement,PH,8,unitless,,,MANUAL DATA ENTRY VERIFIED BY H8875088 ON 10/6/2022,,GW,B46532,S23-010,
199-D5-36 (B8744),GROUNDWATER WELL,11-May-23,N,pH Measurement,PH,8.01,unitless,,,Data Entry Verified by PLBEST on 05/18/2023.,,GW,B491D2,T23-035,
199-D5-36 (B8744),GROUNDWATER WELL,22-Aug-23,N,pH Measurement,PH,7.87,unitless,,,Data Entry Verified by PLBEST on 08/31/2023.,,GW,B49HD9,T23-048,
199-D5-36 (B8744),GROUNDWATER WELL,04-Oct-22,N,Turbidity,TURBIDITY,0.74,NTU,,,MANUAL DATA ENTRY VERIFIED BY H8875088 ON 10/6/2022,,GW,B46532,S23-010,
199-D5-36 (B8744),GROUNDWATER WELL,11-May-23,N,Turbidity,TURBIDITY,0.64,NTU,,,Data Entry Verified by PLBEST on 05/18/2023.,,GW,B491D2,T23-035,
199-D5-36 (B8744),GROUNDWATER WELL,22-Aug-23,N,Turbidity,TURBIDITY,1.86,NTU,,,Data Entry Verified by PLBEST on 08/31/2023.,,GW,B49HD9,T23-048,
199-D5-36 (B8744),GROUNDWATER WELL,11-May-23,N,Sodium,7440-23-5,20900,ug/L,,,,,GW,B491D3,T23-035,
199-D5-36 (B8744),GROUNDWATER WELL,11-May-23,Y,Sodium,7440-23-5,20800,ug/L,,,,,GW,B491D4,T23-035,
199-D5-36 (B8744),GROUNDWATER WELL,22-Aug-23,N,Sodium,7440-23-5,14100,ug/L,,,,,GW,B49HF0,T23-048,
199-D5-36 (B8744),GROUNDWATER WELL,22-Aug-23,Y,Sodium,7440-23-5,14800,ug/L,,,,,GW,B49HF2,T23-048,
199-D5-37 (B8745),GROUNDWATER WELL,19-Apr-23,N,Nitrate,14797-55-8,12100,ug/L,D,,,,GW,B48L94,T23-032,
199-D5-37 (B8745),GROUNDWATER WELL,11-May-23,N,Nitrate,14797-55-8,9920,ug/L,D,,,,GW,B48M46,T23-035,
199-D5-37 (B8745),GROUNDWATER WELL,19-Jun-23,N,Nitrate,14797-55-8,6820,ug/L,D,,,,GW,B48W45,T23-040,
199-D5-37 (B8745),GROUNDWATER WELL,12-Jul-23,N,Nitrate,14797-55-8,8280,ug/L,D,,,,GW,B49575,T23-042,
199-D5-37 (B8745),GROUNDWATER WELL,22-Aug-23,N,Nitrate,14797-55-8,3760,ug/L,D,,,,GW,B49HF6,T23-048,
199-D5-37 (B8745),GROUNDWATER WELL,20-Sep-23,N,Nitrate,14797-55-8,7610,ug/L,D,,,,GW,B49T10,T23-051,
199-D5-37 (B8745),GROUNDWATER WELL,15-Nov-22,Y,Hexavalent Chromium,18540-29-9,8.53,ug/L,,,,,GW,B46LB9,S23-011,
199-D5-37 (B8745),GROUNDWATER WELL,19-Apr-23,Y,Hexavalent Chromium,18540-29-9,4.8,ug/L,B,,,,GW,B48L95,T23-032,
199-D5-37 (B8745),GROUNDWATER WELL,11-May-23,Y,Hexavalent Chromium,18540-29-9,3.43,ug/L,B,,,,GW,B48M47,T23-035,
199-D5-37 (B8745),GROUNDWATER WELL,19-Jun-23,Y,Hexavalent Chromium,18540-29-9,4.15,ug/L,B,,,,GW,B48W47,T23-040,
199-D5-37 (B8745),GROUNDWATER WELL,12-Jul-23,Y,Hexavalent Chromium,18540-29-9,3.66,ug/L,B,,,,GW,B49577,T23-042,
199-D5-37 (B8745),GROUNDWATER WELL,22-Aug-23,Y,Hexavalent Chromium,18540-29-9,10.2,ug/L,,,,,GW,B49HF8,T23-048,
199-D5-37 (B8745),GROUNDWATER WELL,11-May-23,N,Specific Conductance,CONDUCT,297,uS/cm,,,Data Entry Verified by PLBEST on 05/18/2023.,,GW,B48M43,T23-035,
199-D5-37 (B8745),GROUNDWATER WELL,22-Aug-23,N,Specific Conductance,CONDUCT,223,uS/cm,,,Data Entry Verified by PLBEST on 08/31/2023.,,GW,B49HF4,T23-048,
199-D5-37 (B8745),GROUNDWATER WELL,20-Sep-23,N,Specific Conductance,CONDUCT,267,uS/cm,,,Data Entry Verified by PLBEST on 10/03/2023.,,GW,B49T07,T23-051,
199-D5-37 (B8745),GROUNDWATER WELL,19-Apr-23,N,Specific Conductance,CONDUCT,325,uS/cm,,,Data Entry Verified by PLBEST on 05/02/2023.,,GW,B48L91,T23-032,
199-D5-37 (B8745),GROUNDWATER WELL,12-Jul-23,N,Specific Conductance,CONDUCT,285,uS/cm,,,Data Entry Verified by PLBEST on 07/18/2023.,,GW,B49573,T23-042,
199-D5-37 (B8745),GROUNDWATER WELL,15-Nov-22,N,Specific Conductance,CONDUCT,305,uS/cm,,,Data Entry Verified by PLBEST on 11/22/2022.,,GW,B46LB8,S23-011,
199-D5-37 (B8745),GROUNDWATER WELL,19-Jun-23,N,Specific Conductance,CONDUCT,272,uS/cm,,,Data Entry Verified by PLBEST on 06/28/2023.,,GW,B48W43,T23-040,
199-D5-37 (B8745),GROUNDWATER WELL,15-Nov-22,N,Temperature,TEMPERATURE,14.3,Deg C,,,Data Entry Verified by PLBEST on 11/22/2022.,,GW,B46LB8,S23-011,
199-D5-37 (B8745),GROUNDWATER WELL,19-Apr-23,N,Temperature,TEMPERATURE,15.7,Deg C,,,Data Entry Verified by PLBEST on 05/02/2023.,,GW,B48L91,T23-032,
199-D5-37 (B8745),GROUNDWATER WELL,11-May-23,N,Temperature,TEMPERATURE,16.9,Deg C,,,Data Entry Verified by PLBEST on 05/18/2023.,,GW,B48M43,T23-035,
199-D5-37 (B8745),GROUNDWATER WELL,19-Jun-23,N,Temperature,TEMPERATURE,17.3,Deg C,,,Data Entry Verified by PLBEST on 06/28/2023.,,GW,B48W43,T23-040,
199-D5-37 (B8745),GROUNDWATER WELL,12-Jul-23,N,Temperature,TEMPERATURE,17.4,Deg C,,,Data Entry Verified by PLBEST on 07/18/2023.,,GW,B49573,T23-042,
199-D5-37 (B8745),GROUNDWATER WELL,22-Aug-23,N,Temperature,TEMPERATURE,18.5,Deg C,,,Data Entry Verified by PLBEST on 08/31/2023.,,GW,B49HF4,T23-048,
199-D5-37 (B8745),GROUNDWATER WELL,20-Sep-23,N,Temperature,TEMPERATURE,16.7,Deg C,,,Data Entry Verified by PLBEST on 10/03/2023.,,GW,B49T07,T23-051,
199-D5-37 (B8745),GROUNDWATER WELL,15-Nov-22,N,Dissolved oxygen,DO,7520,ug/L,,,Data Entry Verified by PLBEST on 11/22/2022.,,GW,B46LB8,S23-011,
199-D5-37 (B8745),GROUNDWATER WELL,19-Apr-23,N,Dissolved oxygen,DO,9020,ug/L,,,Data Entry Verified by PLBEST on 05/02/2023.,,GW,B48L91,T23-032,
199-D5-37 (B8745),GROUNDWATER WELL,11-May-23,N,Dissolved oxygen,DO,8600,ug/L,,,Data Entry Verified by PLBEST on 05/18/2023.,,GW,B48M43,T23-035,
199-D5-37 (B8745),GROUNDWATER WELL,19-Jun-23,N,Dissolved oxygen,DO,7860,ug/L,,,Data Entry Verified by PLBEST on 06/28/2023.,,GW,B48W43,T23-040,
199-D5-37 (B8745),GROUNDWATER WELL,12-Jul-23,N,Dissolved oxygen,DO,7740,ug/L,,,Data Entry Verified by PLBEST on 07/18/2023.,,GW,B49573,T23-042,
199-D5-37 (B8745),GROUNDWATER WELL,22-Aug-23,N,Dissolved oxygen,DO,7340,ug/L,,,Data Entry Verified by PLBEST on 08/31/2023.,,GW,B49HF4,T23-048,
199-D5-37 (B8745),GROUNDWATER WELL,20-Sep-23,N,Dissolved oxygen,DO,8290,ug/L,,,Data Entry Verified by PLBEST on 10/03/2023.,,GW,B49T07,T23-051,
199-D5-37 (B8745),GROUNDWATER WELL,12-Jul-23,N,Chloride,16887-00-6,3380,ug/L,D,,,,GW,B49575,T23-042,
199-D5-37 (B8745),GROUNDWATER WELL,20-Sep-23,N,Chloride,16887-00-6,3660,ug/L,D,,,,GW,B49T10,T23-051,
199-D5-37 (B8745),GROUNDWATER WELL,22-Aug-23,N,Chloride,16887-00-6,3150,ug/L,D,,,,GW,B49HF6,T23-048,
199-D5-37 (B8745),GROUNDWATER WELL,11-May-23,N,Chloride,16887-00-6,5160,ug/L,D,,,,GW,B48M46,T23-035,
199-D5-37 (B8745),GROUNDWATER WELL,19-Apr-23,N,Chloride,16887-00-6,6090,ug/L,D,,,,GW,B48L94,T23-032,
199-D5-37 (B8745),GROUNDWATER WELL,19-Jun-23,N,Chloride,16887-00-6,3220,ug/L,D,,,,GW,B48W45,T23-040,
199-D5-37 (B8745),GROUNDWATER WELL,19-Apr-23,N,Fluoride,16984-48-8,90,ug/L,D,,,,GW,B48L94,T23-032,
199-D5-37 (B8745),GROUNDWATER WELL,11-May-23,N,Fluoride,16984-48-8,130,ug/L,D,,,,GW,B48M46,T23-035,
199-D5-37 (B8745),GROUNDWATER WELL,19-Jun-23,N,Fluoride,16984-48-8,140,ug/L,D,,,,GW,B48W45,T23-040,
199-D5-37 (B8745),GROUNDWATER WELL,12-Jul-23,N,Fluoride,16984-48-8,120,ug/L,D,,,,GW,B49575,T23-042,
199-D5-37 (B8745),GROUNDWATER WELL,22-Aug-23,N,Fluoride,16984-48-8,110,ug/L,D,,,,GW,B49HF6,T23-048,
199-D5-37 (B8745),GROUNDWATER WELL,20-Sep-23,N,Fluoride,16984-48-8,150,ug/L,D,,,,GW,B49T10,T23-051,
199-D5-37 (B8745),GROUNDWATER WELL,12-Jul-23,N,Potassium,7440-09-7,3490,ug/L,,,,,GW,B49574,T23-042,
199-D5-37 (B8745),GROUNDWATER WELL,22-Aug-23,N,Potassium,7440-09-7,3180,ug/L,,,,,GW,B49HF5,T23-048,
199-D5-37 (B8745),GROUNDWATER WELL,22-Aug-23,Y,Potassium,7440-09-7,3150,ug/L,,,,,GW,B49HF7,T23-048,
199-D5-37 (B8745),GROUNDWATER WELL,20-Sep-23,Y,Potassium,7440-09-7,3190,ug/L,B,,,,GW,B49T12,T23-051,
199-D5-37 (B8745),GROUNDWATER WELL,12-Jul-23,Y,Potassium,7440-09-7,3490,ug/L,,,,,GW,B49576,T23-042,
199-D5-37 (B8745),GROUNDWATER WELL,19-Jun-23,N,Potassium,7440-09-7,3150,ug/L,,,,,GW,B48W44,T23-040,
199-D5-37 (B8745),GROUNDWATER WELL,11-May-23,Y,Potassium,7440-09-7,3280,ug/L,,,,,GW,B48M45,T23-035,
199-D5-37 (B8745),GROUNDWATER WELL,11-May-23,N,Potassium,7440-09-7,3290,ug/L,,,,,GW,B48M44,T23-035,
199-D5-37 (B8745),GROUNDWATER WELL,19-Apr-23,Y,Potassium,7440-09-7,3430,ug/L,,,,,GW,B48L93,T23-032,
199-D5-37 (B8745),GROUNDWATER WELL,19-Apr-23,N,Potassium,7440-09-7,3230,ug/L,,,,,GW,B48L92,T23-032,
199-D5-37 (B8745),GROUNDWATER WELL,19-Jun-23,Y,Potassium,7440-09-7,3140,ug/L,,,,,GW,B48W46,T23-040,
199-D5-37 (B8745),GROUNDWATER WELL,20-Sep-23,N,Potassium,7440-09-7,3030,ug/L,B,,,,GW,B49T09,T23-051,
199-D5-37 (B8745),GROUNDWATER WELL,20-Sep-23,N,Sulfate,14808-79-8,24000,ug/L,D,,,,GW,B49T10,T23-051,
199-D5-37 (B8745),GROUNDWATER WELL,19-Apr-23,N,Phosphate,14265-44-2,153,ug/L,DU,,,,GW,B48L94,T23-032,
199-D5-37 (B8745),GROUNDWATER WELL,19-Apr-23,N,Sulfate,14808-79-8,38100,ug/L,D,,,,GW,B48L94,T23-032,
199-D5-37 (B8745),GROUNDWATER WELL,11-May-23,N,Sulfate,14808-79-8,30500,ug/L,D,,,,GW,B48M46,T23-035,
199-D5-37 (B8745),GROUNDWATER WELL,19-Jun-23,N,Sulfate,14808-79-8,22700,ug/L,D,,,,GW,B48W45,T23-040,
199-D5-37 (B8745),GROUNDWATER WELL,20-Sep-23,N,Phosphate,14265-44-2,153,ug/L,DU,,,,GW,B49T10,T23-051,
199-D5-37 (B8745),GROUNDWATER WELL,22-Aug-23,N,Sulfate,14808-79-8,20300,ug/L,D,,,,GW,B49HF6,T23-048,
199-D5-37 (B8745),GROUNDWATER WELL,22-Aug-23,N,Phosphate,14265-44-2,153,ug/L,DU,,,,GW,B49HF6,T23-048,
199-D5-37 (B8745),GROUNDWATER WELL,12-Jul-23,N,Phosphate,14265-44-2,153,ug/L,DU,,,,GW,B49575,T23-042,
199-D5-37 (B8745),GROUNDWATER WELL,19-Jun-23,N,Phosphate,14265-44-2,153,ug/L,DU,,,,GW,B48W45,T23-040,
199-D5-37 (B8745),GROUNDWATER WELL,11-May-23,N,Phosphate,14265-44-2,153,ug/L,DU,,,,GW,B48M46,T23-035,
199-D5-37 (B8745),GROUNDWATER WELL,12-Jul-23,N,Sulfate,14808-79-8,24400,ug/L,D,,,,GW,B49575,T23-042,
199-D5-37 (B8745),GROUNDWATER WELL,12-Jul-23,N,Calcium,7440-70-2,29400,ug/L,,,,,GW,B49574,T23-042,
199-D5-37 (B8745),GROUNDWATER WELL,20-Sep-23,N,Calcium,7440-70-2,27000,ug/L,,,,,GW,B49T09,T23-051,
199-D5-37 (B8745),GROUNDWATER WELL,12-Jul-23,Y,Calcium,7440-70-2,29700,ug/L,,,,,GW,B49576,T23-042,
199-D5-37 (B8745),GROUNDWATER WELL,22-Aug-23,N,Calcium,7440-70-2,24000,ug/L,,,,,GW,B49HF5,T23-048,
199-D5-37 (B8745),GROUNDWATER WELL,20-Sep-23,Y,Calcium,7440-70-2,28600,ug/L,,,,,GW,B49T12,T23-051,
199-D5-37 (B8745),GROUNDWATER WELL,19-Jun-23,N,Calcium,7440-70-2,29500,ug/L,,,,,GW,B48W44,T23-040,
199-D5-37 (B8745),GROUNDWATER WELL,11-May-23,Y,Calcium,7440-70-2,29100,ug/L,,,,,GW,B48M45,T23-035,
199-D5-37 (B8745),GROUNDWATER WELL,11-May-23,N,Calcium,7440-70-2,29200,ug/L,,,,,GW,B48M44,T23-035,
199-D5-37 (B8745),GROUNDWATER WELL,19-Apr-23,Y,Calcium,7440-70-2,30400,ug/L,,,,,GW,B48L93,T23-032,
199-D5-37 (B8745),GROUNDWATER WELL,19-Apr-23,N,Calcium,7440-70-2,28100,ug/L,,,,,GW,B48L92,T23-032,
199-D5-37 (B8745),GROUNDWATER WELL,19-Jun-23,Y,Calcium,7440-70-2,29000,ug/L,,,,,GW,B48W46,T23-040,
199-D5-37 (B8745),GROUNDWATER WELL,22-Aug-23,Y,Calcium,7440-70-2,23900,ug/L,,,,,GW,B49HF7,T23-048,
199-D5-37 (B8745),GROUNDWATER WELL,11-May-23,Y,Magnesium,7439-95-4,10300,ug/L,,,,,GW,B48M45,T23-035,
199-D5-37 (B8745),GROUNDWATER WELL,20-Sep-23,N,Magnesium,7439-95-4,7940,ug/L,,,,,GW,B49T09,T23-051,
199-D5-37 (B8745),GROUNDWATER WELL,19-Apr-23,Y,Magnesium,7439-95-4,9320,ug/L,,,,,GW,B48L93,T23-032,
199-D5-37 (B8745),GROUNDWATER WELL,20-Sep-23,Y,Magnesium,7439-95-4,8380,ug/L,,,,,GW,B49T12,T23-051,
199-D5-37 (B8745),GROUNDWATER WELL,19-Apr-23,N,Magnesium,7439-95-4,8590,ug/L,,,,,GW,B48L92,T23-032,
199-D5-37 (B8745),GROUNDWATER WELL,22-Aug-23,Y,Magnesium,7439-95-4,8370,ug/L,,,,,GW,B49HF7,T23-048,
199-D5-37 (B8745),GROUNDWATER WELL,22-Aug-23,N,Magnesium,7439-95-4,8510,ug/L,,,,,GW,B49HF5,T23-048,
199-D5-37 (B8745),GROUNDWATER WELL,12-Jul-23,Y,Magnesium,7439-95-4,8960,ug/L,,,,,GW,B49576,T23-042,
199-D5-37 (B8745),GROUNDWATER WELL,12-Jul-23,N,Magnesium,7439-95-4,8850,ug/L,,,,,GW,B49574,T23-042,
199-D5-37 (B8745),GROUNDWATER WELL,19-Jun-23,Y,Magnesium,7439-95-4,8810,ug/L,,,,,GW,B48W46,T23-040,
199-D5-37 (B8745),GROUNDWATER WELL,19-Jun-23,N,Magnesium,7439-95-4,8950,ug/L,,,,,GW,B48W44,T23-040,
199-D5-37 (B8745),GROUNDWATER WELL,11-May-23,N,Magnesium,7439-95-4,10000,ug/L,,,,,GW,B48M44,T23-035,
199-D5-37 (B8745),GROUNDWATER WELL,22-Aug-23,N,pH Measurement,PH,8.06,unitless,,,Data Entry Verified by PLBEST on 08/31/2023.,,GW,B49HF4,T23-048,
199-D5-37 (B8745),GROUNDWATER WELL,11-May-23,N,pH Measurement,PH,7.99,unitless,,,Data Entry Verified by PLBEST on 05/18/2023.,,GW,B48M43,T23-035,
199-D5-37 (B8745),GROUNDWATER WELL,20-Sep-23,N,pH Measurement,PH,8.04,unitless,,,Data Entry Verified by PLBEST on 10/03/2023.,,GW,B49T07,T23-051,
199-D5-37 (B8745),GROUNDWATER WELL,19-Jun-23,N,pH Measurement,PH,7.95,unitless,,,Data Entry Verified by PLBEST on 06/28/2023.,,GW,B48W43,T23-040,
199-D5-37 (B8745),GROUNDWATER WELL,15-Nov-22,N,pH Measurement,PH,7.67,unitless,,,Data Entry Verified by PLBEST on 11/22/2022.,,GW,B46LB8,S23-011,
199-D5-37 (B8745),GROUNDWATER WELL,19-Apr-23,N,pH Measurement,PH,7.9,unitless,,,Data Entry Verified by PLBEST on 05/02/2023.,,GW,B48L91,T23-032,
199-D5-37 (B8745),GROUNDWATER WELL,12-Jul-23,N,pH Measurement,PH,7.97,unitless,,,Data Entry Verified by PLBEST on 07/18/2023.,,GW,B49573,T23-042,
199-D5-37 (B8745),GROUNDWATER WELL,19-Apr-23,N,Turbidity,TURBIDITY,5.48,NTU,,,Data Entry Verified by PLBEST on 05/02/2023.,,GW,B48L91,T23-032,
199-D5-37 (B8745),GROUNDWATER WELL,22-Aug-23,N,Turbidity,TURBIDITY,2.1,NTU,,,Data Entry Verified by PLBEST on 08/31/2023.,,GW,B49HF4,T23-048,
199-D5-37 (B8745),GROUNDWATER WELL,12-Jul-23,N,Turbidity,TURBIDITY,3.11,NTU,,,Data Entry Verified by PLBEST on 07/18/2023.,,GW,B49573,T23-042,
199-D5-37 (B8745),GROUNDWATER WELL,20-Sep-23,N,Turbidity,TURBIDITY,2.03,NTU,,,Data Entry Verified by PLBEST on 10/03/2023.,,GW,B49T07,T23-051,
199-D5-37 (B8745),GROUNDWATER WELL,15-Nov-22,N,Turbidity,TURBIDITY,2.06,NTU,,,Data Entry Verified by PLBEST on 11/22/2022.,,GW,B46LB8,S23-011,
199-D5-37 (B8745),GROUNDWATER WELL,11-May-23,N,Turbidity,TURBIDITY,2.6,NTU,,,Data Entry Verified by PLBEST on 05/18/2023.,,GW,B48M43,T23-035,
199-D5-37 (B8745),GROUNDWATER WELL,19-Jun-23,N,Turbidity,TURBIDITY,4.83,NTU,,,Data Entry Verified by PLBEST on 06/28/2023.,,GW,B48W43,T23-040,
199-D5-37 (B8745),GROUNDWATER WELL,19-Jun-23,Y,Sodium,7440-23-5,10800,ug/L,,,,,GW,B48W46,T23-040,
199-D5-37 (B8745),GROUNDWATER WELL,12-Jul-23,N,Sodium,7440-23-5,11100,ug/L,,,,,GW,B49574,T23-042,
199-D5-37 (B8745),GROUNDWATER WELL,22-Aug-23,Y,Sodium,7440-23-5,9690,ug/L,,,,,GW,B49HF7,T23-048,
199-D5-37 (B8745),GROUNDWATER WELL,20-Sep-23,N,Sodium,7440-23-5,10200,ug/L,,,,,GW,B49T09,T23-051,
199-D5-37 (B8745),GROUNDWATER WELL,12-Jul-23,Y,Sodium,7440-23-5,11200,ug/L,,,,,GW,B49576,T23-042,
199-D5-37 (B8745),GROUNDWATER WELL,20-Sep-23,Y,Sodium,7440-23-5,10800,ug/L,,,,,GW,B49T12,T23-051,
199-D5-37 (B8745),GROUNDWATER WELL,11-May-23,Y,Sodium,7440-23-5,12400,ug/L,,,,,GW,B48M45,T23-035,
199-D5-37 (B8745),GROUNDWATER WELL,11-May-23,N,Sodium,7440-23-5,12300,ug/L,,,,,GW,B48M44,T23-035,
199-D5-37 (B8745),GROUNDWATER WELL,19-Apr-23,Y,Sodium,7440-23-5,13200,ug/L,,,,,GW,B48L93,T23-032,
199-D5-37 (B8745),GROUNDWATER WELL,19-Apr-23,N,Sodium,7440-23-5,12400,ug/L,,,,,GW,B48L92,T23-032,
199-D5-37 (B8745),GROUNDWATER WELL,22-Aug-23,N,Sodium,7440-23-5,9790,ug/L,,,,,GW,B49HF5,T23-048,
199-D5-37 (B8745),GROUNDWATER WELL,19-Jun-23,N,Sodium,7440-23-5,10900,ug/L,,,,,GW,B48W44,T23-040,
199-D5-38 (B8747),GROUNDWATER WELL,11-May-23,N,Nitrate,14797-55-8,16200,ug/L,D,,,,GW,B491D9,T23-035,
199-D5-38 (B8747),GROUNDWATER WELL,22-Aug-23,N,Nitrate,14797-55-8,15400,ug/L,D,,,,GW,B49H10,T23-048,
199-D5-38 (B8747),GROUNDWATER WELL,11-May-23,Y,Hexavalent Chromium,18540-29-9,2.5,ug/L,U,,,,GW,B491F0,T23-035,
199-D5-38 (B8747),GROUNDWATER WELL,22-Aug-23,Y,Hexavalent Chromium,18540-29-9,3.83,ug/L,B,,,,GW,B49H12,T23-048,
199-D5-38 (B8747),GROUNDWATER WELL,15-Nov-22,Y,Hexavalent Chromium,18540-29-9,4.06,ug/L,B,,,,GW,B46LC1,S23-011,
199-D5-38 (B8747),GROUNDWATER WELL,15-Nov-22,N,Specific Conductance,CONDUCT,515,uS/cm,,,Data Entry Verified by PLBEST on 11/22/2022.,,GW,B46LC0,S23-011,
199-D5-38 (B8747),GROUNDWATER WELL,11-May-23,N,Specific Conductance,CONDUCT,452,uS/cm,,,Data Entry Verified by PLBEST on 05/18/2023.,,GW,B491D7,T23-035,
